,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
29,retorno,retorno##s,plur,2,artificial,5.3824318456463516e-05,plural,plural,grandes,s,[MASK] retorno##s [MASK],"[CLS] , [MASK] , retorno , ##s , [MASK] , [SEP]",morphemic,9.82978517700556
30,planteamiento,planteamiento,sing,1,default,2.888268454626086e-06,singular,singular,grande,s,[MASK] planteamiento [MASK],"[CLS] , [MASK] , planteamiento , [MASK] , [SEP]",morphemic,12.754853386050822
31,planteamiento,planteamiento,sing,1,default,1.5811311016022955e-07,plural,plural,grandes,s,[MASK] planteamiento [MASK],"[CLS] , [MASK] , planteamiento , [MASK] , [SEP]",morphemic,15.659955172954316
32,planteamiento,planteamientos,plur,2,default,1.2842131802415224e-08,singular,singular,grande,s,[MASK] planteamientos [MASK],"[CLS] , [MASK] , planteamiento , ##s , [MASK] , [SEP]",morphemic,18.17053452424027
33,planteamiento,planteamientos,plur,2,default,1.3248137292976025e-05,plural,plural,grandes,s,[MASK] planteamientos [MASK],"[CLS] , [MASK] , planteamiento , ##s , [MASK] , [SEP]",morphemic,11.231653597076757
34,planteamiento,planteamiento##s,plur,2,artificial,1.2842131802415224e-08,singular,singular,grande,s,[MASK] planteamiento##s [MASK],"[CLS] , [MASK] , planteamiento , ##s , [MASK] , [SEP]",morphemic,18.17053452424027
35,planteamiento,planteamiento##s,plur,2,artificial,1.3248137292976025e-05,plural,plural,grandes,s,[MASK] planteamiento##s [MASK],"[CLS] , [MASK] , planteamiento , ##s , [MASK] , [SEP]",morphemic,11.231653597076757
36,plantilla,plantilla,sing,1,default,1.9643559426185675e-05,singular,singular,grande,s,[MASK] plantilla [MASK],"[CLS] , [MASK] , plantilla , [MASK] , [SEP]",morphemic,10.837761037946255
37,plantilla,plantilla,sing,1,default,2.4029421297200315e-07,plural,plural,grandes,s,[MASK] plantilla [MASK],"[CLS] , [MASK] , plantilla , [MASK] , [SEP]",morphemic,15.241401777007487
38,plantilla,plantillas,plur,2,default,1.7132933294305985e-07,singular,singular,grande,s,[MASK] plantillas [MASK],"[CLS] , [MASK] , plantilla , ##s , [MASK] , [SEP]",morphemic,15.5796782090133
39,plantilla,plantillas,plur,2,default,2.331430368940346e-05,plural,plural,grandes,s,[MASK] plantillas [MASK],"[CLS] , [MASK] , plantilla , ##s , [MASK] , [SEP]",morphemic,10.666443493498308
40,plantilla,plantilla##s,plur,2,artificial,1.7132933294305985e-07,singular,singular,grande,s,[MASK] plantilla##s [MASK],"[CLS] , [MASK] , plantilla , ##s , [MASK] , [SEP]",morphemic,15.5796782090133
41,plantilla,plantilla##s,plur,2,artificial,2.331430368940346e-05,plural,plural,grandes,s,[MASK] plantilla##s [MASK],"[CLS] , [MASK] , plantilla , ##s , [MASK] , [SEP]",morphemic,10.666443493498308
42,gesto,gesto,sing,1,default,3.334183566039428e-05,singular,singular,grande,s,[MASK] gesto [MASK],"[CLS] , [MASK] , gesto , [MASK] , [SEP]",morphemic,10.308697623357238
43,gesto,gesto,sing,1,default,2.775128393750492e-07,plural,plural,grandes,s,[MASK] gesto [MASK],"[CLS] , [MASK] , gesto , [MASK] , [SEP]",morphemic,15.097398636812057
44,gesto,gestos,plur,2,default,5.9582433209470764e-08,singular,singular,grande,s,[MASK] gestos [MASK],"[CLS] , [MASK] , gesto , ##s , [MASK] , [SEP]",morphemic,16.635905051128432
45,gesto,gestos,plur,2,default,2.5335544705740176e-05,plural,plural,grandes,s,[MASK] gestos [MASK],"[CLS] , [MASK] , gesto , ##s , [MASK] , [SEP]",morphemic,10.583302219139632
46,gesto,gesto##s,plur,2,artificial,5.9582433209470764e-08,singular,singular,grande,s,[MASK] gesto##s [MASK],"[CLS] , [MASK] , gesto , ##s , [MASK] , [SEP]",morphemic,16.635905051128432
47,gesto,gesto##s,plur,2,artificial,2.5335544705740176e-05,plural,plural,grandes,s,[MASK] gesto##s [MASK],"[CLS] , [MASK] , gesto , ##s , [MASK] , [SEP]",morphemic,10.583302219139632
48,trazado,trazado,sing,1,default,7.4677777774923015e-06,singular,singular,grande,s,[MASK] trazado [MASK],"[CLS] , [MASK] , trazado , [MASK] , [SEP]",morphemic,11.804913089356846
49,trazado,trazado,sing,1,default,3.4427040418449906e-07,plural,plural,grandes,s,[MASK] trazado [MASK],"[CLS] , [MASK] , trazado , [MASK] , [SEP]",morphemic,14.88183842967946
50,trazado,trazados,plur,2,default,3.6077722143090796e-07,singular,singular,grande,s,[MASK] trazados [MASK],"[CLS] , [MASK] , trazado , ##s , [MASK] , [SEP]",morphemic,14.835005184257298
51,trazado,trazados,plur,2,default,5.252697883406654e-05,plural,plural,grandes,s,[MASK] trazados [MASK],"[CLS] , [MASK] , trazado , ##s , [MASK] , [SEP]",morphemic,9.85418363780547
52,trazado,trazado##s,plur,2,artificial,3.6077722143090796e-07,singular,singular,grande,s,[MASK] trazado##s [MASK],"[CLS] , [MASK] , trazado , ##s , [MASK] , [SEP]",morphemic,14.835005184257298
53,trazado,trazado##s,plur,2,artificial,5.252697883406654e-05,plural,plural,grandes,s,[MASK] trazado##s [MASK],"[CLS] , [MASK] , trazado , ##s , [MASK] , [SEP]",morphemic,9.85418363780547
54,ciclista,ciclista,sing,1,default,1.166612946690293e-05,singular,singular,grande,s,[MASK] ciclista [MASK],"[CLS] , [MASK] , ciclista , [MASK] , [SEP]",morphemic,11.35882083189714
55,ciclista,ciclista,sing,1,default,7.164870226006315e-07,plural,plural,grandes,s,[MASK] ciclista [MASK],"[CLS] , [MASK] , ciclista , [MASK] , [SEP]",morphemic,14.148905702053474
56,ciclista,ciclistas,plur,2,default,9.541104617483143e-08,singular,singular,grande,s,[MASK] ciclistas [MASK],"[CLS] , [MASK] , ciclista , ##s , [MASK] , [SEP]",morphemic,16.165071477198946
57,ciclista,ciclistas,plur,2,default,0.00015027259360067546,plural,plural,grandes,s,[MASK] ciclistas [MASK],"[CLS] , [MASK] , ciclista , ##s , [MASK] , [SEP]",morphemic,8.803059622471702
58,ciclista,ciclista##s,plur,2,artificial,9.541104617483143e-08,singular,singular,grande,s,[MASK] ciclista##s [MASK],"[CLS] , [MASK] , ciclista , ##s , [MASK] , [SEP]",morphemic,16.165071477198946
59,ciclista,ciclista##s,plur,2,artificial,0.00015027259360067546,plural,plural,grandes,s,[MASK] ciclista##s [MASK],"[CLS] , [MASK] , ciclista , ##s , [MASK] , [SEP]",morphemic,8.803059622471702
60,coincidencia,coincidencia,sing,1,default,2.7965163098997436e-05,singular,singular,grande,s,[MASK] coincidencia [MASK],"[CLS] , [MASK] , coincidencia , [MASK] , [SEP]",morphemic,10.484550997453217
61,coincidencia,coincidencia,sing,1,default,2.971413266550371e-07,plural,plural,grandes,s,[MASK] coincidencia [MASK],"[CLS] , [MASK] , coincidencia , [MASK] , [SEP]",morphemic,15.029057963999788
62,coincidencia,coincidencias,plur,2,default,3.362055167599465e-07,singular,singular,grande,s,[MASK] coincidencias [MASK],"[CLS] , [MASK] , coincidencia , ##s , [MASK] , [SEP]",morphemic,14.90554320694547
63,coincidencia,coincidencias,plur,2,default,2.134699752787128e-05,plural,plural,grandes,s,[MASK] coincidencias [MASK],"[CLS] , [MASK] , coincidencia , ##s , [MASK] , [SEP]",morphemic,10.754599459192164
64,coincidencia,coincidencia##s,plur,2,artificial,3.362055167599465e-07,singular,singular,grande,s,[MASK] coincidencia##s [MASK],"[CLS] , [MASK] , coincidencia , ##s , [MASK] , [SEP]",morphemic,14.90554320694547
65,coincidencia,coincidencia##s,plur,2,artificial,2.134699752787128e-05,plural,plural,grandes,s,[MASK] coincidencia##s [MASK],"[CLS] , [MASK] , coincidencia , ##s , [MASK] , [SEP]",morphemic,10.754599459192164
66,arteria,arteria,sing,1,default,9.47951411944814e-05,singular,singular,grande,s,[MASK] arteria [MASK],"[CLS] , [MASK] , arteria , [MASK] , [SEP]",morphemic,9.26379240323956
67,arteria,arteria,sing,1,default,1.275199110750691e-06,plural,plural,grandes,s,[MASK] arteria [MASK],"[CLS] , [MASK] , arteria , [MASK] , [SEP]",morphemic,13.572408226251754
68,arteria,arterias,plur,2,default,5.488049623636471e-07,singular,singular,grande,s,[MASK] arterias [MASK],"[CLS] , [MASK] , arteria , ##s , [MASK] , [SEP]",morphemic,14.415522718367804
69,arteria,arterias,plur,2,default,8.101659477688372e-05,plural,plural,grandes,s,[MASK] arterias [MASK],"[CLS] , [MASK] , arteria , ##s , [MASK] , [SEP]",morphemic,9.420856550486915
70,arteria,arteria##s,plur,2,artificial,5.488049623636471e-07,singular,singular,grande,s,[MASK] arteria##s [MASK],"[CLS] , [MASK] , arteria , ##s , [MASK] , [SEP]",morphemic,14.415522718367804
71,arteria,arteria##s,plur,2,artificial,8.101659477688372e-05,plural,plural,grandes,s,[MASK] arteria##s [MASK],"[CLS] , [MASK] , arteria , ##s , [MASK] , [SEP]",morphemic,9.420856550486915
72,curioso,curioso,sing,1,default,2.2817152057541534e-05,singular,singular,grande,s,[MASK] curioso [MASK],"[CLS] , [MASK] , curioso , [MASK] , [SEP]",morphemic,10.687998021601565
73,curioso,curioso,sing,1,default,5.327103735908167e-07,plural,plural,grandes,s,[MASK] curioso [MASK],"[CLS] , [MASK] , curioso , [MASK] , [SEP]",morphemic,14.445287949605376
74,curioso,curiosos,plur,2,default,7.83269001658482e-07,singular,singular,grande,s,[MASK] curiosos [MASK],"[CLS] , [MASK] , curioso , ##s , [MASK] , [SEP]",morphemic,14.059789647391167
75,curioso,curiosos,plur,2,default,5.8394874940859154e-05,plural,plural,grandes,s,[MASK] curiosos [MASK],"[CLS] , [MASK] , curioso , ##s , [MASK] , [SEP]",morphemic,9.74828242984304
76,curioso,curioso##s,plur,2,artificial,7.83269001658482e-07,singular,singular,grande,s,[MASK] curioso##s [MASK],"[CLS] , [MASK] , curioso , ##s , [MASK] , [SEP]",morphemic,14.059789647391167
77,curioso,curioso##s,plur,2,artificial,5.8394874940859154e-05,plural,plural,grandes,s,[MASK] curioso##s [MASK],"[CLS] , [MASK] , curioso , ##s , [MASK] , [SEP]",morphemic,9.74828242984304
78,legítima,legítima,sing,1,default,7.385781827906612e-06,singular,singular,grande,s,[MASK] legítima [MASK],"[CLS] , [MASK] , legítima , [MASK] , [SEP]",morphemic,11.815953780569334
79,legítima,legítima,sing,1,default,1.4552880145402014e-07,plural,plural,grandes,s,[MASK] legítima [MASK],"[CLS] , [MASK] , legítima , [MASK] , [SEP]",morphemic,15.742891821786417
80,legítima,legítimas,plur,2,default,9.867568451227271e-08,singular,singular,grande,s,[MASK] legítimas [MASK],"[CLS] , [MASK] , legítima , ##s , [MASK] , [SEP]",morphemic,16.131427278383075
81,legítima,legítimas,plur,2,default,5.180623247724725e-06,plural,plural,grandes,s,[MASK] legítimas [MASK],"[CLS] , [MASK] , legítima , ##s , [MASK] , [SEP]",morphemic,12.170585190836947
82,legítima,legítima##s,plur,2,artificial,9.867568451227271e-08,singular,singular,grande,s,[MASK] legítima##s [MASK],"[CLS] , [MASK] , legítima , ##s , [MASK] , [SEP]",morphemic,16.131427278383075
83,legítima,legítima##s,plur,2,artificial,5.180623247724725e-06,plural,plural,grandes,s,[MASK] legítima##s [MASK],"[CLS] , [MASK] , legítima , ##s , [MASK] , [SEP]",morphemic,12.170585190836947
84,canciller,canciller,sing,1,default,2.9659902793355286e-05,singular,singular,grande,es,[MASK] canciller [MASK],"[CLS] , [MASK] , canciller , [MASK] , [SEP]",morphemic,10.425714498624819
85,canciller,canciller,sing,1,default,6.315749487839639e-07,plural,plural,grandes,es,[MASK] canciller [MASK],"[CLS] , [MASK] , canciller , [MASK] , [SEP]",morphemic,14.275049218454813
86,canciller,cancilleres,plur,2,default,3.073187713198422e-07,singular,singular,grande,es,[MASK] cancilleres [MASK],"[CLS] , [MASK] , canciller , ##es , [MASK] , [SEP]",morphemic,14.99538028500312
87,canciller,cancilleres,plur,2,default,5.125554162077606e-05,plural,plural,grandes,es,[MASK] cancilleres [MASK],"[CLS] , [MASK] , canciller , ##es , [MASK] , [SEP]",morphemic,9.878686816605422
88,canciller,canciller##es,plur,2,artificial,3.073187713198422e-07,singular,singular,grande,es,[MASK] canciller##es [MASK],"[CLS] , [MASK] , canciller , ##es , [MASK] , [SEP]",morphemic,14.99538028500312
89,canciller,canciller##es,plur,2,artificial,5.125554162077606e-05,plural,plural,grandes,es,[MASK] canciller##es [MASK],"[CLS] , [MASK] , canciller , ##es , [MASK] , [SEP]",morphemic,9.878686816605422
90,árbitro,árbitro,sing,1,default,7.070403171383077e-06,singular,singular,grande,s,[MASK] árbitro [MASK],"[CLS] , [MASK] , árbitro , [MASK] , [SEP]",morphemic,11.859593054026378
91,árbitro,árbitro,sing,1,default,2.3804491888768098e-07,plural,plural,grandes,s,[MASK] árbitro [MASK],"[CLS] , [MASK] , árbitro , [MASK] , [SEP]",morphemic,15.250806446260924
92,árbitro,árbitros,plur,2,default,9.422771540812391e-08,singular,singular,grande,s,[MASK] árbitros [MASK],"[CLS] , [MASK] , árbitro , ##s , [MASK] , [SEP]",morphemic,16.177551479868054
93,árbitro,árbitros,plur,2,default,3.9260241464944556e-05,plural,plural,grandes,s,[MASK] árbitros [MASK],"[CLS] , [MASK] , árbitro , ##s , [MASK] , [SEP]",morphemic,10.145298218728746
94,árbitro,árbitro##s,plur,2,artificial,9.422771540812391e-08,singular,singular,grande,s,[MASK] árbitro##s [MASK],"[CLS] , [MASK] , árbitro , ##s , [MASK] , [SEP]",morphemic,16.177551479868054
95,árbitro,árbitro##s,plur,2,artificial,3.9260241464944556e-05,plural,plural,grandes,s,[MASK] árbitro##s [MASK],"[CLS] , [MASK] , árbitro , ##s , [MASK] , [SEP]",morphemic,10.145298218728746
96,bloqueo,bloqueo,sing,1,default,2.0518833480309695e-05,singular,singular,grande,s,[MASK] bloqueo [MASK],"[CLS] , [MASK] , bloqueo , [MASK] , [SEP]",morphemic,10.794167387215735
97,bloqueo,bloqueo,sing,1,default,1.2597027989613707e-06,plural,plural,grandes,s,[MASK] bloqueo [MASK],"[CLS] , [MASK] , bloqueo , [MASK] , [SEP]",morphemic,13.584634738663679
98,bloqueo,bloqueos,plur,2,default,3.0560147479263833e-07,singular,singular,grande,s,[MASK] bloqueos [MASK],"[CLS] , [MASK] , bloqueo , ##s , [MASK] , [SEP]",morphemic,15.000983953773549
99,bloqueo,bloqueos,plur,2,default,3.832888978649862e-05,plural,plural,grandes,s,[MASK] bloqueos [MASK],"[CLS] , [MASK] , bloqueo , ##s , [MASK] , [SEP]",morphemic,10.169306643601296
100,bloqueo,bloqueo##s,plur,2,artificial,3.0560147479263833e-07,singular,singular,grande,s,[MASK] bloqueo##s [MASK],"[CLS] , [MASK] , bloqueo , ##s , [MASK] , [SEP]",morphemic,15.000983953773549
101,bloqueo,bloqueo##s,plur,2,artificial,3.832888978649862e-05,plural,plural,grandes,s,[MASK] bloqueo##s [MASK],"[CLS] , [MASK] , bloqueo , ##s , [MASK] , [SEP]",morphemic,10.169306643601296
102,arancel,arancel,sing,1,default,1.5930332665448077e-05,singular,singular,grande,es,[MASK] arancel [MASK],"[CLS] , [MASK] , arancel , [MASK] , [SEP]",morphemic,11.047285551306937
103,arancel,arancel,sing,1,default,3.2668035032656917e-07,plural,plural,grandes,es,[MASK] arancel [MASK],"[CLS] , [MASK] , arancel , [MASK] , [SEP]",morphemic,14.934283666072409
104,arancel,aranceles,plur,2,default,7.174205052251637e-08,singular,singular,grande,es,[MASK] aranceles [MASK],"[CLS] , [MASK] , arancel , ##es , [MASK] , [SEP]",morphemic,16.450188782556072
105,arancel,aranceles,plur,2,default,5.290346052788664e-06,plural,plural,grandes,es,[MASK] aranceles [MASK],"[CLS] , [MASK] , arancel , ##es , [MASK] , [SEP]",morphemic,12.149626897827451
106,arancel,arancel##es,plur,2,artificial,7.174205052251637e-08,singular,singular,grande,es,[MASK] arancel##es [MASK],"[CLS] , [MASK] , arancel , ##es , [MASK] , [SEP]",morphemic,16.450188782556072
107,arancel,arancel##es,plur,2,artificial,5.290346052788664e-06,plural,plural,grandes,es,[MASK] arancel##es [MASK],"[CLS] , [MASK] , arancel , ##es , [MASK] , [SEP]",morphemic,12.149626897827451
108,televisor,televisor,sing,1,default,0.00018473557429388165,singular,singular,grande,es,[MASK] televisor [MASK],"[CLS] , [MASK] , televisor , [MASK] , [SEP]",morphemic,8.596585083491004
109,televisor,televisor,sing,1,default,3.9129377000790555e-06,plural,plural,grandes,es,[MASK] televisor [MASK],"[CLS] , [MASK] , televisor , [MASK] , [SEP]",morphemic,12.451222136130555
110,televisor,televisores,plur,2,default,8.526787496521138e-06,singular,singular,grande,es,[MASK] televisores [MASK],"[CLS] , [MASK] , televisor , ##es , [MASK] , [SEP]",morphemic,11.672297879762569
111,televisor,televisores,plur,2,default,0.00033658024040050805,plural,plural,grandes,es,[MASK] televisores [MASK],"[CLS] , [MASK] , televisor , ##es , [MASK] , [SEP]",morphemic,7.996673981434822
112,televisor,televisor##es,plur,2,artificial,8.526787496521138e-06,singular,singular,grande,es,[MASK] televisor##es [MASK],"[CLS] , [MASK] , televisor , ##es , [MASK] , [SEP]",morphemic,11.672297879762569
113,televisor,televisor##es,plur,2,artificial,0.00033658024040050805,plural,plural,grandes,es,[MASK] televisor##es [MASK],"[CLS] , [MASK] , televisor , ##es , [MASK] , [SEP]",morphemic,7.996673981434822
114,suscrito,suscrito,sing,1,default,1.2111376008761e-06,singular,singular,grande,s,[MASK] suscrito [MASK],"[CLS] , [MASK] , suscrito , [MASK] , [SEP]",morphemic,13.623950474021573
115,suscrito,suscrito,sing,1,default,9.663627054123936e-08,plural,plural,grandes,s,[MASK] suscrito [MASK],"[CLS] , [MASK] , suscrito , [MASK] , [SEP]",morphemic,16.1523116947583
116,suscrito,suscritos,plur,2,default,4.620142135536298e-08,singular,singular,grande,s,[MASK] suscritos [MASK],"[CLS] , [MASK] , suscrito , ##s , [MASK] , [SEP]",morphemic,16.890255274064362
117,suscrito,suscritos,plur,2,default,1.0551387958912528e-06,plural,plural,grandes,s,[MASK] suscritos [MASK],"[CLS] , [MASK] , suscrito , ##s , [MASK] , [SEP]",morphemic,13.761838239603017
118,suscrito,suscrito##s,plur,2,artificial,4.620142135536298e-08,singular,singular,grande,s,[MASK] suscrito##s [MASK],"[CLS] , [MASK] , suscrito , ##s , [MASK] , [SEP]",morphemic,16.890255274064362
119,suscrito,suscrito##s,plur,2,artificial,1.0551387958912528e-06,plural,plural,grandes,s,[MASK] suscrito##s [MASK],"[CLS] , [MASK] , suscrito , ##s , [MASK] , [SEP]",morphemic,13.761838239603017
120,cordillera,cordillera,sing,1,default,0.00021600312902592123,singular,singular,grande,s,[MASK] cordillera [MASK],"[CLS] , [MASK] , cordillera , [MASK] , [SEP]",morphemic,8.440217664153916
121,cordillera,cordillera,sing,1,default,2.089977215291583e-06,plural,plural,grandes,s,[MASK] cordillera [MASK],"[CLS] , [MASK] , cordillera , [MASK] , [SEP]",morphemic,13.078357393821342
122,cordillera,cordilleras,plur,2,default,3.0223761768866098e-06,singular,singular,grande,s,[MASK] cordilleras [MASK],"[CLS] , [MASK] , cordillera , ##s , [MASK] , [SEP]",morphemic,12.709467222414386
123,cordillera,cordilleras,plur,2,default,0.000851500197313726,plural,plural,grandes,s,[MASK] cordilleras [MASK],"[CLS] , [MASK] , cordillera , ##s , [MASK] , [SEP]",morphemic,7.068510826136689
124,cordillera,cordillera##s,plur,2,artificial,3.0223761768866098e-06,singular,singular,grande,s,[MASK] cordillera##s [MASK],"[CLS] , [MASK] , cordillera , ##s , [MASK] , [SEP]",morphemic,12.709467222414386
125,cordillera,cordillera##s,plur,2,artificial,0.000851500197313726,plural,plural,grandes,s,[MASK] cordillera##s [MASK],"[CLS] , [MASK] , cordillera , ##s , [MASK] , [SEP]",morphemic,7.068510826136689
126,naranja,naranja,sing,1,default,0.00016401095490437,singular,singular,grande,s,[MASK] naranja [MASK],"[CLS] , [MASK] , naranja , [MASK] , [SEP]",morphemic,8.715577334173599
127,naranja,naranja,sing,1,default,2.885870117097511e-06,plural,plural,grandes,s,[MASK] naranja [MASK],"[CLS] , [MASK] , naranja , [MASK] , [SEP]",morphemic,12.755684103096044
128,naranja,naranjas,plur,2,default,9.070249689102639e-06,singular,singular,grande,s,[MASK] naranjas [MASK],"[CLS] , [MASK] , naranja , ##s , [MASK] , [SEP]",morphemic,11.610510765097885
129,naranja,naranjas,plur,2,default,0.00023900263477116823,plural,plural,grandes,s,[MASK] naranjas [MASK],"[CLS] , [MASK] , naranja , ##s , [MASK] , [SEP]",morphemic,8.339035981946381
130,naranja,naranja##s,plur,2,artificial,9.070249689102639e-06,singular,singular,grande,s,[MASK] naranja##s [MASK],"[CLS] , [MASK] , naranja , ##s , [MASK] , [SEP]",morphemic,11.610510765097885
131,naranja,naranja##s,plur,2,artificial,0.00023900263477116823,plural,plural,grandes,s,[MASK] naranja##s [MASK],"[CLS] , [MASK] , naranja , ##s , [MASK] , [SEP]",morphemic,8.339035981946381
132,consumo,consumo,sing,1,default,3.074804408242926e-05,singular,singular,grande,s,[MASK] consumo [MASK],"[CLS] , [MASK] , consumo , [MASK] , [SEP]",morphemic,10.389684172810234
133,consumo,consumo,sing,1,default,1.537663365525077e-06,plural,plural,grandes,s,[MASK] consumo [MASK],"[CLS] , [MASK] , consumo , [MASK] , [SEP]",morphemic,13.385246588910244
134,consumo,consumos,plur,2,default,1.2100787216695608e-06,singular,singular,grande,s,[MASK] consumos [MASK],"[CLS] , [MASK] , consumo , ##s , [MASK] , [SEP]",morphemic,13.624825141240843
135,consumo,consumos,plur,2,default,0.0002489225007593632,plural,plural,grandes,s,[MASK] consumos [MASK],"[CLS] , [MASK] , consumo , ##s , [MASK] , [SEP]",morphemic,8.298368951875657
