,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
89,89,canciller,canciller##es,plur,2,artificial,5.125554162077606e-05,plural,plural,grandes,es,[MASK] canciller##es [MASK],"[CLS] , [MASK] , canciller , ##es , [MASK] , [SEP]",morphemic,9.878686816605422,-5.116693468397699,5.116693468397699
91,91,árbitro,árbitro,sing,1,default,2.3804491888768098e-07,plural,plural,grandes,s,[MASK] árbitro [MASK],"[CLS] , [MASK] , árbitro , [MASK] , [SEP]",morphemic,15.250806446260924,3.3912133922345458,-3.391213392234545
93,93,árbitro,árbitros,plur,2,default,3.926024146494456e-05,plural,plural,grandes,s,[MASK] árbitros [MASK],"[CLS] , [MASK] , árbitro , ##s , [MASK] , [SEP]",morphemic,10.145298218728746,-6.032253261139308,6.03225326113931
95,95,árbitro,árbitro##s,plur,2,artificial,3.926024146494456e-05,plural,plural,grandes,s,[MASK] árbitro##s [MASK],"[CLS] , [MASK] , árbitro , ##s , [MASK] , [SEP]",morphemic,10.145298218728746,-6.032253261139308,6.03225326113931
97,97,bloqueo,bloqueo,sing,1,default,1.2597027989613707e-06,plural,plural,grandes,s,[MASK] bloqueo [MASK],"[CLS] , [MASK] , bloqueo , [MASK] , [SEP]",morphemic,13.58463473866368,2.790467351447944,-2.790467351447944
99,99,bloqueo,bloqueos,plur,2,default,3.832888978649862e-05,plural,plural,grandes,s,[MASK] bloqueos [MASK],"[CLS] , [MASK] , bloqueo , ##s , [MASK] , [SEP]",morphemic,10.169306643601296,-4.831677310172253,4.831677310172254
101,101,bloqueo,bloqueo##s,plur,2,artificial,3.832888978649862e-05,plural,plural,grandes,s,[MASK] bloqueo##s [MASK],"[CLS] , [MASK] , bloqueo , ##s , [MASK] , [SEP]",morphemic,10.169306643601296,-4.831677310172253,4.831677310172254
103,103,arancel,arancel,sing,1,default,3.266803503265692e-07,plural,plural,grandes,es,[MASK] arancel [MASK],"[CLS] , [MASK] , arancel , [MASK] , [SEP]",morphemic,14.934283666072409,3.886998114765472,-3.886998114765472
105,105,arancel,aranceles,plur,2,default,5.290346052788664e-06,plural,plural,grandes,es,[MASK] aranceles [MASK],"[CLS] , [MASK] , arancel , ##es , [MASK] , [SEP]",morphemic,12.149626897827453,-4.300561884728619,4.30056188472862
107,107,arancel,arancel##es,plur,2,artificial,5.290346052788664e-06,plural,plural,grandes,es,[MASK] arancel##es [MASK],"[CLS] , [MASK] , arancel , ##es , [MASK] , [SEP]",morphemic,12.149626897827453,-4.300561884728619,4.30056188472862
109,109,televisor,televisor,sing,1,default,3.912937700079056e-06,plural,plural,grandes,es,[MASK] televisor [MASK],"[CLS] , [MASK] , televisor , [MASK] , [SEP]",morphemic,12.451222136130555,3.8546370526395517,-3.854637052639108
111,111,televisor,televisores,plur,2,default,0.0003365802404005,plural,plural,grandes,es,[MASK] televisores [MASK],"[CLS] , [MASK] , televisor , ##es , [MASK] , [SEP]",morphemic,7.996673981434822,-3.6756238983277454,3.675623898327723
113,113,televisor,televisor##es,plur,2,artificial,0.0003365802404005,plural,plural,grandes,es,[MASK] televisor##es [MASK],"[CLS] , [MASK] , televisor , ##es , [MASK] , [SEP]",morphemic,7.996673981434822,-3.6756238983277454,3.675623898327723
115,115,suscrito,suscrito,sing,1,default,9.663627054123937e-08,plural,plural,grandes,s,[MASK] suscrito [MASK],"[CLS] , [MASK] , suscrito , [MASK] , [SEP]",morphemic,16.1523116947583,2.528361220736727,-2.5283612207367274
117,117,suscrito,suscritos,plur,2,default,1.0551387958912528e-06,plural,plural,grandes,s,[MASK] suscritos [MASK],"[CLS] , [MASK] , suscrito , ##s , [MASK] , [SEP]",morphemic,13.761838239603016,-3.1284170344613464,3.1284170344613442
119,119,suscrito,suscrito##s,plur,2,artificial,1.0551387958912528e-06,plural,plural,grandes,s,[MASK] suscrito##s [MASK],"[CLS] , [MASK] , suscrito , ##s , [MASK] , [SEP]",morphemic,13.761838239603016,-3.1284170344613464,3.1284170344613442
121,121,cordillera,cordillera,sing,1,default,2.089977215291583e-06,plural,plural,grandes,s,[MASK] cordillera [MASK],"[CLS] , [MASK] , cordillera , [MASK] , [SEP]",morphemic,13.078357393821342,4.638139729667426,-4.638139729667326
123,123,cordillera,cordilleras,plur,2,default,0.0008515001973137,plural,plural,grandes,s,[MASK] cordilleras [MASK],"[CLS] , [MASK] , cordillera , ##s , [MASK] , [SEP]",morphemic,7.068510826136689,-5.640956396277697,5.640956396277666
125,125,cordillera,cordillera##s,plur,2,artificial,0.0008515001973137,plural,plural,grandes,s,[MASK] cordillera##s [MASK],"[CLS] , [MASK] , cordillera , ##s , [MASK] , [SEP]",morphemic,7.068510826136689,-5.640956396277697,5.640956396277666
127,127,naranja,naranja,sing,1,default,2.885870117097511e-06,plural,plural,grandes,s,[MASK] naranja [MASK],"[CLS] , [MASK] , naranja , [MASK] , [SEP]",morphemic,12.755684103096044,4.0401067689224455,-4.040106768922019
129,129,naranja,naranjas,plur,2,default,0.0002390026347711,plural,plural,grandes,s,[MASK] naranjas [MASK],"[CLS] , [MASK] , naranja , ##s , [MASK] , [SEP]",morphemic,8.339035981946381,-3.2714747831515023,3.2714747831512185
131,131,naranja,naranja##s,plur,2,artificial,0.0002390026347711,plural,plural,grandes,s,[MASK] naranja##s [MASK],"[CLS] , [MASK] , naranja , ##s , [MASK] , [SEP]",morphemic,8.339035981946381,-3.2714747831515023,3.2714747831512185
133,133,consumo,consumo,sing,1,default,1.537663365525077e-06,plural,plural,grandes,s,[MASK] consumo [MASK],"[CLS] , [MASK] , consumo , [MASK] , [SEP]",morphemic,13.385246588910244,2.995562416100009,-2.99556241610001
135,135,consumo,consumos,plur,2,default,0.0002489225007593,plural,plural,grandes,s,[MASK] consumos [MASK],"[CLS] , [MASK] , consumo , ##s , [MASK] , [SEP]",morphemic,8.298368951875657,-5.326456189365187,5.326456189364932
137,137,consumo,consumo##s,plur,2,artificial,0.0002489225007593,plural,plural,grandes,s,[MASK] consumo##s [MASK],"[CLS] , [MASK] , consumo , ##s , [MASK] , [SEP]",morphemic,8.298368951875657,-5.326456189365187,5.326456189364932
139,139,décima,décima,sing,1,default,4.931796411256073e-07,plural,plural,grandes,s,[MASK] décima [MASK],"[CLS] , [MASK] , décima , [MASK] , [SEP]",morphemic,14.522392345653389,4.082930587300144,-4.082930587300144
141,141,décima,décimas,plur,2,default,7.366768841166049e-05,plural,plural,grandes,s,[MASK] décimas [MASK],"[CLS] , [MASK] , décima , ##s , [MASK] , [SEP]",morphemic,9.515946275369272,-3.9769448994175463,3.976944899417547
143,143,décima,décima##s,plur,2,artificial,7.366768841166049e-05,plural,plural,grandes,s,[MASK] décima##s [MASK],"[CLS] , [MASK] , décima , ##s , [MASK] , [SEP]",morphemic,9.515946275369272,-3.9769448994175463,3.976944899417547
145,145,funeral,funeral,sing,1,default,6.324706873783725e-07,plural,plural,grandes,es,[MASK] funeral [MASK],"[CLS] , [MASK] , funeral , [MASK] , [SEP]",morphemic,14.273631961484467,3.4040069198940195,-3.404006919894022
147,147,funeral,funerales,plur,2,default,3.466038833721541e-05,plural,plural,grandes,es,[MASK] funerales [MASK],"[CLS] , [MASK] , funeral , ##es , [MASK] , [SEP]",morphemic,10.269913069549869,-3.7130117745310667,3.7130117745310685
149,149,funeral,funeral##es,plur,2,artificial,3.466038833721541e-05,plural,plural,grandes,es,[MASK] funeral##es [MASK],"[CLS] , [MASK] , funeral , ##es , [MASK] , [SEP]",morphemic,10.269913069549869,-3.7130117745310667,3.7130117745310685
151,151,peruano,peruano,sing,1,default,3.476765186860576e-07,plural,plural,grandes,s,[MASK] peruano [MASK],"[CLS] , [MASK] , peruano , [MASK] , [SEP]",morphemic,14.87199333347146,2.8310346213181248,-2.8310346213181243
153,153,peruano,peruanos,plur,2,default,3.324210410937667e-05,plural,plural,grandes,s,[MASK] peruanos [MASK],"[CLS] , [MASK] , peruano , ##s , [MASK] , [SEP]",morphemic,10.311693289457656,-4.914323928061254,4.914323928061253
155,155,peruano,peruano##s,plur,2,artificial,3.324210410937667e-05,plural,plural,grandes,s,[MASK] peruano##s [MASK],"[CLS] , [MASK] , peruano , ##s , [MASK] , [SEP]",morphemic,10.311693289457656,-4.914323928061254,4.914323928061253
157,157,venezolano,venezolano,sing,1,default,2.040976312400744e-07,plural,plural,grandes,s,[MASK] venezolano [MASK],"[CLS] , [MASK] , venezolano , [MASK] , [SEP]",morphemic,15.404667373077068,3.1534290375084115,-3.1534290375084097
159,159,venezolano,venezolanos,plur,2,default,2.7911268261959776e-05,plural,plural,grandes,s,[MASK] venezolanos [MASK],"[CLS] , [MASK] , venezolano , ##s , [MASK] , [SEP]",morphemic,10.486480070317691,-4.882901241146566,4.882901241146567
161,161,venezolano,venezolano##s,plur,2,artificial,2.7911268261959776e-05,plural,plural,grandes,s,[MASK] venezolano##s [MASK],"[CLS] , [MASK] , venezolano , ##s , [MASK] , [SEP]",morphemic,10.486480070317691,-4.882901241146566,4.882901241146567
163,163,cuartel,cuartel,sing,1,default,6.777789280931756e-07,plural,plural,grandes,es,[MASK] cuartel [MASK],"[CLS] , [MASK] , cuartel , [MASK] , [SEP]",morphemic,14.204444666936016,4.802670370190372,-4.802670370190372
165,165,cuartel,cuarteles,plur,2,default,0.000104151382402,plural,plural,grandes,es,[MASK] cuarteles [MASK],"[CLS] , [MASK] , cuartel , ##es , [MASK] , [SEP]",morphemic,9.16966511716198,-3.7773618631967327,3.7773618631962407
167,167,cuartel,cuartel##es,plur,2,artificial,0.000104151382402,plural,plural,grandes,es,[MASK] cuartel##es [MASK],"[CLS] , [MASK] , cuartel , ##es , [MASK] , [SEP]",morphemic,9.16966511716198,-3.7773618631967327,3.7773618631962407
169,169,derecha,derecha,sing,1,default,3.3290523333562305e-06,plural,plural,grandes,s,[MASK] derecha [MASK],"[CLS] , [MASK] , derecha , [MASK] , [SEP]",morphemic,12.612822879051503,3.0692473270503786,-3.069247327050382
171,171,derecha,derechas,plur,2,default,5.379381400416605e-05,plural,plural,grandes,s,[MASK] derechas [MASK],"[CLS] , [MASK] , derecha , ##s , [MASK] , [SEP]",morphemic,9.8303520787426,-3.789005306662581,3.7890053066625793
173,173,derecha,derecha##s,plur,2,artificial,5.379381400416605e-05,plural,plural,grandes,s,[MASK] derecha##s [MASK],"[CLS] , [MASK] , derecha , ##s , [MASK] , [SEP]",morphemic,9.8303520787426,-3.789005306662581,3.7890053066625793
175,175,invento,invento,sing,1,default,4.3210434341744985e-07,plural,plural,grandes,s,[MASK] invento [MASK],"[CLS] , [MASK] , invento , [MASK] , [SEP]",morphemic,14.654598742178807,5.201055583143502,-5.201055583143503
177,177,invento,inventos,plur,2,default,3.608709084801376e-05,plural,plural,grandes,s,[MASK] inventos [MASK],"[CLS] , [MASK] , invento , ##s , [MASK] , [SEP]",morphemic,10.22957535081535,-4.929162033121427,4.929162033121427
179,179,invento,invento##s,plur,2,artificial,3.608709084801376e-05,plural,plural,grandes,s,[MASK] invento##s [MASK],"[CLS] , [MASK] , invento , ##s , [MASK] , [SEP]",morphemic,10.22957535081535,-4.929162033121427,4.929162033121427
181,181,absurdo,absurdo,sing,1,default,7.246554218909296e-07,plural,plural,grandes,s,[MASK] absurdo [MASK],"[CLS] , [MASK] , absurdo , [MASK] , [SEP]",morphemic,14.137569575223589,3.7751664184055773,-3.775166418405575
183,183,absurdo,absurdos,plur,2,default,7.890026608947664e-05,plural,plural,grandes,s,[MASK] absurdos [MASK],"[CLS] , [MASK] , absurdo , ##s , [MASK] , [SEP]",morphemic,9.447325957627934,-4.585358675485022,4.585358675485023
185,185,absurdo,absurdo##s,plur,2,artificial,7.890026608947664e-05,plural,plural,grandes,s,[MASK] absurdo##s [MASK],"[CLS] , [MASK] , absurdo , ##s , [MASK] , [SEP]",morphemic,9.447325957627934,-4.585358675485022,4.585358675485023
187,187,tristeza,tristeza,sing,1,default,1.0698872756620403e-06,plural,plural,grandes,s,[MASK] tristeza [MASK],"[CLS] , [MASK] , tristeza , [MASK] , [SEP]",morphemic,13.747957264888704,4.277708015912866,-4.277708015912867
189,189,tristeza,tristezas,plur,2,default,0.00012130299001,plural,plural,grandes,s,[MASK] tristezas [MASK],"[CLS] , [MASK] , tristeza , ##s , [MASK] , [SEP]",morphemic,9.017219092606542,-4.202016840340395,4.2020168403403275
191,191,tristeza,tristeza##s,plur,2,artificial,0.00012130299001,plural,plural,grandes,s,[MASK] tristeza##s [MASK],"[CLS] , [MASK] , tristeza , ##s , [MASK] , [SEP]",morphemic,9.017219092606542,-4.202016840340395,4.2020168403403275
193,193,monarca,monarca,sing,1,default,7.33009926534578e-07,plural,plural,grandes,s,[MASK] monarca [MASK],"[CLS] , [MASK] , monarca , [MASK] , [SEP]",morphemic,14.126106592812333,3.963029882899601,-3.9630298828996002
195,195,monarca,monarcas,plur,2,default,0.0001104854600271,plural,plural,grandes,s,[MASK] monarcas [MASK],"[CLS] , [MASK] , monarca , ##s , [MASK] , [SEP]",morphemic,9.110626629129298,-5.812434142802548,5.812434142802357
197,197,monarca,monarca##s,plur,2,artificial,0.0001104854600271,plural,plural,grandes,s,[MASK] monarca##s [MASK],"[CLS] , [MASK] , monarca , ##s , [MASK] , [SEP]",morphemic,9.110626629129298,-5.812434142802548,5.812434142802357
199,199,subida,subida,sing,1,default,8.692288702150108e-07,plural,plural,grandes,s,[MASK] subida [MASK],"[CLS] , [MASK] , subida , [MASK] , [SEP]",morphemic,13.955659374418296,3.9920683522483245,-3.992068352248326
201,201,subida,subidas,plur,2,default,9.12953182705678e-05,plural,plural,grandes,s,[MASK] subidas [MASK],"[CLS] , [MASK] , subida , ##s , [MASK] , [SEP]",morphemic,9.301411050204232,-5.046251261942253,5.046251261942253
203,203,subida,subida##s,plur,2,artificial,9.12953182705678e-05,plural,plural,grandes,s,[MASK] subida##s [MASK],"[CLS] , [MASK] , subida , ##s , [MASK] , [SEP]",morphemic,9.301411050204232,-5.046251261942253,5.046251261942253
205,205,queso,queso,sing,1,default,3.9382507566188e-06,plural,plural,grandes,s,[MASK] queso [MASK],"[CLS] , [MASK] , queso , [MASK] , [SEP]",morphemic,12.44477390363979,3.822178818755111,-3.8221788187546766
207,207,queso,quesos,plur,2,default,8.950279880082235e-05,plural,plural,grandes,s,[MASK] quesos [MASK],"[CLS] , [MASK] , queso , ##s , [MASK] , [SEP]",morphemic,9.32124066165484,-4.35280607513033,4.352806075130331
209,209,queso,queso##s,plur,2,artificial,8.950279880082235e-05,plural,plural,grandes,s,[MASK] queso##s [MASK],"[CLS] , [MASK] , queso , ##s , [MASK] , [SEP]",morphemic,9.32124066165484,-4.35280607513033,4.352806075130331
211,211,pesa,pesa,sing,1,default,5.70770243939478e-05,plural,plural,grandes,s,[MASK] pesa [MASK],"[CLS] , [MASK] , pesa , [MASK] , [SEP]",morphemic,9.771108897163886,0.743700020348232,-0.7437000203480939
213,213,pesa,pesas,plur,2,default,0.000519958906807,plural,plural,grandes,s,[MASK] pesas [MASK],"[CLS] , [MASK] , pesa , ##s , [MASK] , [SEP]",morphemic,7.561760774882614,-4.260410425968323,4.2604104259683115
215,215,pesa,pesa##s,plur,2,artificial,0.000519958906807,plural,plural,grandes,s,[MASK] pesa##s [MASK],"[CLS] , [MASK] , pesa , ##s , [MASK] , [SEP]",morphemic,7.561760774882614,-4.260410425968323,4.2604104259683115
217,217,soledad,soledad,sing,1,default,4.340227519605833e-07,plural,plural,grandes,es,[MASK] soledad [MASK],"[CLS] , [MASK] , soledad , [MASK] , [SEP]",morphemic,14.650168880347778,4.535449031485781,-4.535449031485782
219,219,soledad,soledades,plur,2,default,6.626504909945652e-05,plural,plural,grandes,es,[MASK] soledades [MASK],"[CLS] , [MASK] , soledad , ##es , [MASK] , [SEP]",morphemic,9.621847962675798,-3.8241338976047263,3.8241338976047254
221,221,soledad,soledad##es,plur,2,artificial,6.626504909945652e-05,plural,plural,grandes,es,[MASK] soledad##es [MASK],"[CLS] , [MASK] , soledad , ##es , [MASK] , [SEP]",morphemic,9.621847962675798,-3.8241338976047263,3.8241338976047254
223,223,miente,miente,sing,1,default,2.297462742717471e-06,plural,plural,grandes,s,[MASK] miente [MASK],"[CLS] , [MASK] , miente , [MASK] , [SEP]",morphemic,12.98370519929312,2.6792088068999895,-2.679208806899989
225,225,miente,mientes,plur,2,default,7.514391199947568e-06,plural,plural,grandes,s,[MASK] mientes [MASK],"[CLS] , [MASK] , miente , ##s , [MASK] , [SEP]",morphemic,11.79869054935862,-0.3340158508685942,0.33401585086859537
227,227,miente,miente##s,plur,2,artificial,7.514391199947568e-06,plural,plural,grandes,s,[MASK] miente##s [MASK],"[CLS] , [MASK] , miente , ##s , [MASK] , [SEP]",morphemic,11.79869054935862,-0.3340158508685942,0.33401585086859537
