,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
14,kilo,kilos,plur,2,default,3.482662350506871e-06,singular,singular,grande,s,[MASK] kilos [MASK],"[CLS] , [MASK] , k , ##ilos , [MASK] , [SEP]",non_morphemic,12.567713513425204
15,kilo,kilos,plur,2,default,0.00014244252815842628,plural,plural,grandes,s,[MASK] kilos [MASK],"[CLS] , [MASK] , k , ##ilos , [MASK] , [SEP]",non_morphemic,8.856571950776331
16,kilo,kilo##s,plur,3,artificial,8.482410521537531e-06,singular,singular,grande,s,[MASK] kilo##s [MASK],"[CLS] , [MASK] , k , ##ilo , ##s , [MASK] , [SEP]",non_morphemic,11.677515888939297
17,kilo,kilo##s,plur,3,artificial,0.00025281321723014116,plural,plural,grandes,s,[MASK] kilo##s [MASK],"[CLS] , [MASK] , k , ##ilo , ##s , [MASK] , [SEP]",non_morphemic,8.28285961371122
18,bebedor,bebedor,sing,2,default,1.5749343219795264e-05,singular,singular,grande,es,[MASK] bebedor [MASK],"[CLS] , [MASK] , bebe , ##dor , [MASK] , [SEP]",non_morphemic,11.058711893892575
19,bebedor,bebedor,sing,2,default,2.050795302466213e-07,plural,plural,grandes,es,[MASK] bebedor [MASK],"[CLS] , [MASK] , bebe , ##dor , [MASK] , [SEP]",non_morphemic,15.399867980619543
20,bebedor,bebedores,plur,2,default,4.2094282548532647e-07,singular,singular,grande,es,[MASK] bebedores [MASK],"[CLS] , [MASK] , bebe , ##dores , [MASK] , [SEP]",non_morphemic,14.680768818934716
21,bebedor,bebedores,plur,2,default,2.0922712792526e-05,plural,plural,grandes,es,[MASK] bebedores [MASK],"[CLS] , [MASK] , bebe , ##dores , [MASK] , [SEP]",non_morphemic,10.774675252579643
22,bebedor,bebedor##es,plur,3,artificial,5.658455961565778e-07,singular,singular,grande,es,[MASK] bebedor##es [MASK],"[CLS] , [MASK] , bebe , ##dor , ##es , [MASK] , [SEP]",non_morphemic,14.384944594269388
23,bebedor,bebedor##es,plur,3,artificial,2.4100485461531207e-05,plural,plural,grandes,es,[MASK] bebedor##es [MASK],"[CLS] , [MASK] , bebe , ##dor , ##es , [MASK] , [SEP]",non_morphemic,10.633278574038545
24,rumano,rumano,sing,2,default,5.981657068332424e-06,singular,singular,grande,s,[MASK] rumano [MASK],"[CLS] , [MASK] , rum , ##ano , [MASK] , [SEP]",non_morphemic,12.026812926659497
25,rumano,rumano,sing,2,default,1.6241789069226797e-07,plural,plural,grandes,s,[MASK] rumano [MASK],"[CLS] , [MASK] , rum , ##ano , [MASK] , [SEP]",non_morphemic,15.633093250925226
26,rumano,rumanos,plur,2,default,2.562043164289207e-07,singular,singular,grande,s,[MASK] rumanos [MASK],"[CLS] , [MASK] , rum , ##anos , [MASK] , [SEP]",non_morphemic,15.177290599737642
27,rumano,rumanos,plur,2,default,1.4802452824369539e-05,plural,plural,grandes,s,[MASK] rumanos [MASK],"[CLS] , [MASK] , rum , ##anos , [MASK] , [SEP]",non_morphemic,11.120717659549811
28,rumano,rumano##s,plur,3,artificial,4.2183910409221426e-07,singular,singular,grande,s,[MASK] rumano##s [MASK],"[CLS] , [MASK] , rum , ##ano , ##s , [MASK] , [SEP]",non_morphemic,14.67864186553592
29,rumano,rumano##s,plur,3,artificial,1.6364037946914323e-05,plural,plural,grandes,s,[MASK] rumano##s [MASK],"[CLS] , [MASK] , rum , ##ano , ##s , [MASK] , [SEP]",non_morphemic,11.020424438973246
30,mandatario,mandatario,sing,2,default,5.488983333634678e-06,singular,singular,grande,s,[MASK] mandatario [MASK],"[CLS] , [MASK] , manda , ##tario , [MASK] , [SEP]",non_morphemic,12.112767504722013
31,mandatario,mandatario,sing,2,default,9.608031348307122e-08,plural,plural,grandes,s,[MASK] mandatario [MASK],"[CLS] , [MASK] , manda , ##tario , [MASK] , [SEP]",non_morphemic,16.15808139645029
32,mandatario,mandatarios,plur,2,default,4.67536068526897e-07,singular,singular,grande,s,[MASK] mandatarios [MASK],"[CLS] , [MASK] , manda , ##tarios , [MASK] , [SEP]",non_morphemic,14.575789339264535
33,mandatario,mandatarios,plur,2,default,2.8715883672703058e-05,plural,plural,grandes,s,[MASK] mandatarios [MASK],"[CLS] , [MASK] , manda , ##tarios , [MASK] , [SEP]",non_morphemic,10.45806015021579
34,mandatario,mandatario##s,plur,3,artificial,8.411340672864753e-07,singular,singular,grande,s,[MASK] mandatario##s [MASK],"[CLS] , [MASK] , manda , ##tario , ##s , [MASK] , [SEP]",non_morphemic,13.988514775544806
35,mandatario,mandatario##s,plur,3,artificial,4.847887976211496e-05,plural,plural,grandes,s,[MASK] mandatario##s [MASK],"[CLS] , [MASK] , manda , ##tario , ##s , [MASK] , [SEP]",non_morphemic,9.934382323687291
36,negociador,negociador,sing,2,default,6.401147061296797e-07,singular,singular,grande,es,[MASK] negociador [MASK],"[CLS] , [MASK] , negociado , ##r , [MASK] , [SEP]",non_morphemic,14.261618448324548
37,negociador,negociador,sing,2,default,5.549650961000907e-09,plural,plural,grandes,es,[MASK] negociador [MASK],"[CLS] , [MASK] , negociado , ##r , [MASK] , [SEP]",non_morphemic,19.009530801075467
38,negociador,negociadores,plur,2,default,9.229176534120143e-09,singular,singular,grande,es,[MASK] negociadores [MASK],"[CLS] , [MASK] , negociado , ##res , [MASK] , [SEP]",non_morphemic,18.500896008649992
39,negociador,negociadores,plur,2,default,8.318352229252923e-07,plural,plural,grandes,es,[MASK] negociadores [MASK],"[CLS] , [MASK] , negociado , ##res , [MASK] , [SEP]",non_morphemic,13.999631465108207
40,negociador,negociador##es,plur,3,artificial,1.494104573396271e-08,singular,singular,grande,es,[MASK] negociador##es [MASK],"[CLS] , [MASK] , negociado , ##r , ##es , [MASK] , [SEP]",non_morphemic,18.01915366411148
41,negociador,negociador##es,plur,3,artificial,1.59745252403809e-06,plural,plural,grandes,es,[MASK] negociador##es [MASK],"[CLS] , [MASK] , negociado , ##r , ##es , [MASK] , [SEP]",non_morphemic,13.34710037004833
42,comicio,comicio,sing,2,default,1.4543174074788112e-05,singular,singular,grande,s,[MASK] comicio [MASK],"[CLS] , [MASK] , com , ##icio , [MASK] , [SEP]",non_morphemic,11.138388810178773
43,comicio,comicio,sing,2,default,3.541169064646965e-07,plural,plural,grandes,s,[MASK] comicio [MASK],"[CLS] , [MASK] , com , ##icio , [MASK] , [SEP]",non_morphemic,14.853638734080711
44,comicio,comicios,plur,2,default,9.093754727018677e-08,singular,singular,grande,s,[MASK] comicios [MASK],"[CLS] , [MASK] , com , ##icios , [MASK] , [SEP]",non_morphemic,16.21309285977112
45,comicio,comicios,plur,2,default,2.358475285291206e-05,plural,plural,grandes,s,[MASK] comicios [MASK],"[CLS] , [MASK] , com , ##icios , [MASK] , [SEP]",non_morphemic,10.654910120277567
46,comicio,comicio##s,plur,3,artificial,4.0257964428747073e-07,singular,singular,grande,s,[MASK] comicio##s [MASK],"[CLS] , [MASK] , com , ##icio , ##s , [MASK] , [SEP]",non_morphemic,14.725372885656133
47,comicio,comicio##s,plur,3,artificial,2.256854895676952e-05,plural,plural,grandes,s,[MASK] comicio##s [MASK],"[CLS] , [MASK] , com , ##icio , ##s , [MASK] , [SEP]",non_morphemic,10.69895325999601
48,sondeo,sondeo,sing,2,default,3.298505180282518e-05,singular,singular,grande,s,[MASK] sondeo [MASK],"[CLS] , [MASK] , son , ##deo , [MASK] , [SEP]",non_morphemic,10.31945607479423
49,sondeo,sondeo,sing,2,default,1.184854909297428e-06,plural,plural,grandes,s,[MASK] sondeo [MASK],"[CLS] , [MASK] , son , ##deo , [MASK] , [SEP]",non_morphemic,13.64589023028495
50,sondeo,sondeos,plur,2,default,2.659632514223631e-07,singular,singular,grande,s,[MASK] sondeos [MASK],"[CLS] , [MASK] , son , ##deos , [MASK] , [SEP]",non_morphemic,15.13990769025616
51,sondeo,sondeos,plur,2,default,3.241018202970736e-05,plural,plural,grandes,s,[MASK] sondeos [MASK],"[CLS] , [MASK] , son , ##deos , [MASK] , [SEP]",non_morphemic,10.337037924359224
52,sondeo,sondeo##s,plur,3,artificial,4.1631571434663783e-07,singular,singular,grande,s,[MASK] sondeo##s [MASK],"[CLS] , [MASK] , son , ##deo , ##s , [MASK] , [SEP]",non_morphemic,14.691821935808044
53,sondeo,sondeo##s,plur,3,artificial,4.833599814446643e-05,plural,plural,grandes,s,[MASK] sondeo##s [MASK],"[CLS] , [MASK] , son , ##deo , ##s , [MASK] , [SEP]",non_morphemic,9.93733397170819
54,insulto,insulto,sing,2,default,8.6037369328551e-05,singular,singular,grande,s,[MASK] insulto [MASK],"[CLS] , [MASK] , insul , ##to , [MASK] , [SEP]",non_morphemic,9.360728829014143
55,insulto,insulto,sing,2,default,5.644286602546345e-07,plural,plural,grandes,s,[MASK] insulto [MASK],"[CLS] , [MASK] , insul , ##to , [MASK] , [SEP]",non_morphemic,14.387451838216911
56,insulto,insultos,plur,2,default,9.16319265797938e-07,singular,singular,grande,s,[MASK] insultos [MASK],"[CLS] , [MASK] , insul , ##tos , [MASK] , [SEP]",non_morphemic,13.902900989551908
57,insulto,insultos,plur,2,default,4.449765037861653e-05,plural,plural,grandes,s,[MASK] insultos [MASK],"[CLS] , [MASK] , insul , ##tos , [MASK] , [SEP]",non_morphemic,10.020074170666602
58,insulto,insulto##s,plur,3,artificial,1.4538363757310435e-06,singular,singular,grande,s,[MASK] insulto##s [MASK],"[CLS] , [MASK] , insul , ##to , ##s , [MASK] , [SEP]",non_morphemic,13.441304719070473
59,insulto,insulto##s,plur,3,artificial,5.4571770306210965e-05,plural,plural,grandes,s,[MASK] insulto##s [MASK],"[CLS] , [MASK] , insul , ##to , ##s , [MASK] , [SEP]",non_morphemic,9.81599383627692
60,analista,analista,sing,2,default,1.6041275330280769e-06,singular,singular,grande,s,[MASK] analista [MASK],"[CLS] , [MASK] , anal , ##ista , [MASK] , [SEP]",non_morphemic,13.342930542311528
61,analista,analista,sing,2,default,2.148343369867689e-08,plural,plural,grandes,s,[MASK] analista [MASK],"[CLS] , [MASK] , anal , ##ista , [MASK] , [SEP]",non_morphemic,17.65598372446319
62,analista,analistas,plur,2,default,2.5836509820464926e-08,singular,singular,grande,s,[MASK] analistas [MASK],"[CLS] , [MASK] , anal , ##istas , [MASK] , [SEP]",non_morphemic,17.47147723602209
63,analista,analistas,plur,2,default,5.782362677564379e-06,plural,plural,grandes,s,[MASK] analistas [MASK],"[CLS] , [MASK] , anal , ##istas , [MASK] , [SEP]",non_morphemic,12.06069819105806
64,analista,analista##s,plur,3,artificial,8.119506134107723e-08,singular,singular,grande,s,[MASK] analista##s [MASK],"[CLS] , [MASK] , anal , ##ista , ##s , [MASK] , [SEP]",non_morphemic,16.326411412551142
65,analista,analista##s,plur,3,artificial,5.214584234636277e-06,plural,plural,grandes,s,[MASK] analista##s [MASK],"[CLS] , [MASK] , anal , ##ista , ##s , [MASK] , [SEP]",non_morphemic,12.164051197591698
66,nexo,nexo,sing,2,default,1.5701625670772046e-05,singular,singular,grande,s,[MASK] nexo [MASK],"[CLS] , [MASK] , ne , ##xo , [MASK] , [SEP]",non_morphemic,11.061746305061472
67,nexo,nexo,sing,2,default,1.4336426090721943e-07,plural,plural,grandes,s,[MASK] nexo [MASK],"[CLS] , [MASK] , ne , ##xo , [MASK] , [SEP]",non_morphemic,15.757877166431426
68,nexo,nexos,plur,2,default,3.3759312145775766e-07,singular,singular,grande,s,[MASK] nexos [MASK],"[CLS] , [MASK] , ne , ##xos , [MASK] , [SEP]",non_morphemic,14.901424449261096
69,nexo,nexos,plur,2,default,6.563665374414995e-05,plural,plural,grandes,s,[MASK] nexos [MASK],"[CLS] , [MASK] , ne , ##xos , [MASK] , [SEP]",non_morphemic,9.631376271954863
70,nexo,nexo##s,plur,3,artificial,1.0662901672731095e-07,singular,singular,grande,s,[MASK] nexo##s [MASK],"[CLS] , [MASK] , ne , ##xo , ##s , [MASK] , [SEP]",non_morphemic,16.05391016031014
71,nexo,nexo##s,plur,3,artificial,2.674790084711276e-05,plural,plural,grandes,s,[MASK] nexo##s [MASK],"[CLS] , [MASK] , ne , ##xo , ##s , [MASK] , [SEP]",non_morphemic,10.529054560706557
72,cautivo,cautivo,sing,2,default,5.794490789412521e-05,singular,singular,grande,s,[MASK] cautivo [MASK],"[CLS] , [MASK] , cautiv , ##o , [MASK] , [SEP]",non_morphemic,9.75601786271883
73,cautivo,cautivo,sing,2,default,1.5239160120472661e-06,plural,plural,grandes,s,[MASK] cautivo [MASK],"[CLS] , [MASK] , cautiv , ##o , [MASK] , [SEP]",non_morphemic,13.39422721242365
74,cautivo,cautivos,plur,2,default,4.4700414036924485e-06,singular,singular,grande,s,[MASK] cautivos [MASK],"[CLS] , [MASK] , cautiv , ##os , [MASK] , [SEP]",non_morphemic,12.318112886810676
75,cautivo,cautivos,plur,2,default,9.223097731592134e-05,plural,plural,grandes,s,[MASK] cautivos [MASK],"[CLS] , [MASK] , cautiv , ##os , [MASK] , [SEP]",non_morphemic,9.291214504264914
76,cautivo,cautivo##s,plur,3,artificial,4.8784077080199495e-06,singular,singular,grande,s,[MASK] cautivo##s [MASK],"[CLS] , [MASK] , cautiv , ##o , ##s , [MASK] , [SEP]",non_morphemic,12.230691680683341
77,cautivo,cautivo##s,plur,3,artificial,8.867937867762521e-05,plural,plural,grandes,s,[MASK] cautivo##s [MASK],"[CLS] , [MASK] , cautiv , ##o , ##s , [MASK] , [SEP]",non_morphemic,9.330483179582327
78,millar,millar,sing,2,default,0.0001719678402878344,singular,singular,grande,es,[MASK] millar [MASK],"[CLS] , [MASK] , milla , ##r , [MASK] , [SEP]",non_morphemic,8.66820307370357
79,millar,millar,sing,2,default,2.1974535684421426e-06,plural,plural,grandes,es,[MASK] millar [MASK],"[CLS] , [MASK] , milla , ##r , [MASK] , [SEP]",non_morphemic,13.028211336874405
80,millar,millares,plur,2,default,3.3673788948362926e-06,singular,singular,grande,es,[MASK] millares [MASK],"[CLS] , [MASK] , milla , ##res , [MASK] , [SEP]",non_morphemic,12.601375892237662
81,millar,millares,plur,2,default,0.0001279034768231213,plural,plural,grandes,es,[MASK] millares [MASK],"[CLS] , [MASK] , milla , ##res , [MASK] , [SEP]",non_morphemic,8.964234665830881
82,millar,millar##es,plur,3,artificial,4.605075901054079e-06,singular,singular,grande,es,[MASK] millar##es [MASK],"[CLS] , [MASK] , milla , ##r , ##es , [MASK] , [SEP]",non_morphemic,12.288351406079247
83,millar,millar##es,plur,3,artificial,0.00013694951485376805,plural,plural,grandes,es,[MASK] millar##es [MASK],"[CLS] , [MASK] , milla , ##r , ##es , [MASK] , [SEP]",non_morphemic,8.895898204767718
84,reformista,reformista,sing,2,default,3.7504851206904277e-06,singular,singular,grande,s,[MASK] reformista [MASK],"[CLS] , [MASK] , reform , ##ista , [MASK] , [SEP]",non_morphemic,12.493625360831505
85,reformista,reformista,sing,2,default,1.3298792111982038e-07,plural,plural,grandes,s,[MASK] reformista [MASK],"[CLS] , [MASK] , reform , ##ista , [MASK] , [SEP]",non_morphemic,15.833007531496888
86,reformista,reformistas,plur,2,default,1.1357384721577546e-07,singular,singular,grande,s,[MASK] reformistas [MASK],"[CLS] , [MASK] , reform , ##istas , [MASK] , [SEP]",non_morphemic,15.990812575334623
87,reformista,reformistas,plur,2,default,2.0967849195585586e-05,plural,plural,grandes,s,[MASK] reformistas [MASK],"[CLS] , [MASK] , reform , ##istas , [MASK] , [SEP]",non_morphemic,10.772520284091048
88,reformista,reformista##s,plur,3,artificial,1.2235837232310587e-07,singular,singular,grande,s,[MASK] reformista##s [MASK],"[CLS] , [MASK] , reform , ##ista , ##s , [MASK] , [SEP]",non_morphemic,15.916311620113204
89,reformista,reformista##s,plur,3,artificial,1.1553490367077757e-05,plural,plural,grandes,s,[MASK] reformista##s [MASK],"[CLS] , [MASK] , reform , ##ista , ##s , [MASK] , [SEP]",non_morphemic,11.368522970364783
90,uruguaya,uruguaya,sing,2,default,1.2629103366634808e-05,singular,singular,grande,s,[MASK] uruguaya [MASK],"[CLS] , [MASK] , uruguay , ##a , [MASK] , [SEP]",non_morphemic,11.279506616470739
91,uruguaya,uruguaya,sing,2,default,8.733007348382671e-07,plural,plural,grandes,s,[MASK] uruguaya [MASK],"[CLS] , [MASK] , uruguay , ##a , [MASK] , [SEP]",non_morphemic,13.950985856077098
92,uruguaya,uruguayas,plur,2,default,2.22469751065546e-07,singular,singular,grande,s,[MASK] uruguayas [MASK],"[CLS] , [MASK] , uruguay , ##as , [MASK] , [SEP]",non_morphemic,15.318474694849401
93,uruguaya,uruguayas,plur,2,default,1.730952862999402e-05,plural,plural,grandes,s,[MASK] uruguayas [MASK],"[CLS] , [MASK] , uruguay , ##as , [MASK] , [SEP]",non_morphemic,10.964253420227575
94,uruguaya,uruguaya##s,plur,3,artificial,3.003001722845511e-07,singular,singular,grande,s,[MASK] uruguaya##s [MASK],"[CLS] , [MASK] , uruguay , ##a , ##s , [MASK] , [SEP]",non_morphemic,15.018483288249163
95,uruguaya,uruguaya##s,plur,3,artificial,2.268235584779177e-05,plural,plural,grandes,s,[MASK] uruguaya##s [MASK],"[CLS] , [MASK] , uruguay , ##a , ##s , [MASK] , [SEP]",non_morphemic,10.693923211139762
96,mejoría,mejoría,sing,2,default,1.4570739949704148e-05,singular,singular,grande,s,[MASK] mejoría [MASK],"[CLS] , [MASK] , mejor , ##ía , [MASK] , [SEP]",non_morphemic,11.136495153205665
97,mejoría,mejoría,sing,2,default,1.6743291553211748e-06,plural,plural,grandes,s,[MASK] mejoría [MASK],"[CLS] , [MASK] , mejor , ##ía , [MASK] , [SEP]",non_morphemic,13.300097977196373
98,mejoría,mejorías,plur,2,default,9.458328804612393e-07,singular,singular,grande,s,[MASK] mejorías [MASK],"[CLS] , [MASK] , mejor , ##ías , [MASK] , [SEP]",non_morphemic,13.871199942632478
99,mejoría,mejorías,plur,2,default,9.260849037673324e-05,plural,plural,grandes,s,[MASK] mejorías [MASK],"[CLS] , [MASK] , mejor , ##ías , [MASK] , [SEP]",non_morphemic,9.287129731781675
100,mejoría,mejoría##s,plur,3,artificial,7.873730965002324e-07,singular,singular,grande,s,[MASK] mejoría##s [MASK],"[CLS] , [MASK] , mejor , ##ía , ##s , [MASK] , [SEP]",non_morphemic,14.054563626533536
101,mejoría,mejoría##s,plur,3,artificial,5.148961645318195e-05,plural,plural,grandes,s,[MASK] mejoría##s [MASK],"[CLS] , [MASK] , mejor , ##ía , ##s , [MASK] , [SEP]",non_morphemic,9.874130392891397
102,urna,urna,sing,2,default,5.949467231403105e-05,singular,singular,grande,s,[MASK] urna [MASK],"[CLS] , [MASK] , ur , ##na , [MASK] , [SEP]",non_morphemic,9.729623790362375
103,urna,urna,sing,2,default,8.506286235387961e-07,plural,plural,grandes,s,[MASK] urna [MASK],"[CLS] , [MASK] , ur , ##na , [MASK] , [SEP]",non_morphemic,13.977290203695182
104,urna,urnas,plur,2,default,2.24539121518319e-06,singular,singular,grande,s,[MASK] urnas [MASK],"[CLS] , [MASK] , ur , ##nas , [MASK] , [SEP]",non_morphemic,13.006630791291018
105,urna,urnas,plur,2,default,0.00010459830082254484,plural,plural,grandes,s,[MASK] urnas [MASK],"[CLS] , [MASK] , ur , ##nas , [MASK] , [SEP]",non_morphemic,9.165383250991736
106,urna,urna##s,plur,3,artificial,3.299887566754478e-06,singular,singular,grande,s,[MASK] urna##s [MASK],"[CLS] , [MASK] , ur , ##na , ##s , [MASK] , [SEP]",non_morphemic,12.62162216075272
107,urna,urna##s,plur,3,artificial,8.577884000260383e-05,plural,plural,grandes,s,[MASK] urna##s [MASK],"[CLS] , [MASK] , ur , ##na , ##s , [MASK] , [SEP]",non_morphemic,9.363738201902347
108,injerencia,injerencia,sing,2,default,9.80609911493957e-07,singular,singular,grande,s,[MASK] injerencia [MASK],"[CLS] , [MASK] , injer , ##encia , [MASK] , [SEP]",non_morphemic,13.83509110019933
109,injerencia,injerencia,sing,2,default,1.5341659320711187e-07,plural,plural,grandes,s,[MASK] injerencia [MASK],"[CLS] , [MASK] , injer , ##encia , [MASK] , [SEP]",non_morphemic,15.690108784325272
110,injerencia,injerencias,plur,2,default,3.011112781337033e-08,singular,singular,grande,s,[MASK] injerencias [MASK],"[CLS] , [MASK] , injer , ##encias , [MASK] , [SEP]",non_morphemic,17.318371038715508
111,injerencia,injerencias,plur,2,default,3.6115065995545592e-06,plural,plural,grandes,s,[MASK] injerencias [MASK],"[CLS] , [MASK] , injer , ##encias , [MASK] , [SEP]",non_morphemic,12.531385532085018
112,injerencia,injerencia##s,plur,3,artificial,2.4155554001481505e-08,singular,singular,grande,s,[MASK] injerencia##s [MASK],"[CLS] , [MASK] , injer , ##encia , ##s , [MASK] , [SEP]",non_morphemic,17.538751503931614
113,injerencia,injerencia##s,plur,3,artificial,4.128102773393039e-06,plural,plural,grandes,s,[MASK] injerencia##s [MASK],"[CLS] , [MASK] , injer , ##encia , ##s , [MASK] , [SEP]",non_morphemic,12.39769263343964
114,pollito,pollito,sing,2,default,0.00022883695783093572,singular,singular,grande,s,[MASK] pollito [MASK],"[CLS] , [MASK] , pol , ##lito , [MASK] , [SEP]",non_morphemic,8.38250078252167
115,pollito,pollito,sing,2,default,1.3333896049516625e-06,plural,plural,grandes,s,[MASK] pollito [MASK],"[CLS] , [MASK] , pol , ##lito , [MASK] , [SEP]",non_morphemic,13.527786282689299
116,pollito,pollitos,plur,2,default,2.814436811604537e-06,singular,singular,grande,s,[MASK] pollitos [MASK],"[CLS] , [MASK] , pol , ##litos , [MASK] , [SEP]",non_morphemic,12.780748383314242
117,pollito,pollitos,plur,2,default,4.51219966635108e-05,plural,plural,grandes,s,[MASK] pollitos [MASK],"[CLS] , [MASK] , pol , ##litos , [MASK] , [SEP]",non_morphemic,10.006140699459452
118,pollito,pollito##s,plur,3,artificial,6.53740289635607e-06,singular,singular,grande,s,[MASK] pollito##s [MASK],"[CLS] , [MASK] , pol , ##lito , ##s , [MASK] , [SEP]",non_morphemic,11.9379705820134
119,pollito,pollito##s,plur,3,artificial,0.00014177565753925592,plural,plural,grandes,s,[MASK] pollito##s [MASK],"[CLS] , [MASK] , pol , ##lito , ##s , [MASK] , [SEP]",non_morphemic,8.861264626168001
120,indefinido,indefinido,sing,2,default,1.485617644902959e-06,singular,singular,grande,s,[MASK] indefinido [MASK],"[CLS] , [MASK] , indefin , ##ido , [MASK] , [SEP]",non_morphemic,13.41967994968782
121,indefinido,indefinido,sing,2,default,1.2581217845308856e-07,plural,plural,grandes,s,[MASK] indefinido [MASK],"[CLS] , [MASK] , indefin , ##ido , [MASK] , [SEP]",non_morphemic,15.8884756893125
122,indefinido,indefinidos,plur,2,default,3.768939293991025e-08,singular,singular,grande,s,[MASK] indefinidos [MASK],"[CLS] , [MASK] , indefin , ##idos , [MASK] , [SEP]",non_morphemic,17.093887136459053
123,indefinido,indefinidos,plur,2,default,2.456875563439098e-06,plural,plural,grandes,s,[MASK] indefinidos [MASK],"[CLS] , [MASK] , indefin , ##idos , [MASK] , [SEP]",non_morphemic,12.916620111438704
124,indefinido,indefinido##s,plur,3,artificial,1.0812382100766627e-07,singular,singular,grande,s,[MASK] indefinido##s [MASK],"[CLS] , [MASK] , indefin , ##ido , ##s , [MASK] , [SEP]",non_morphemic,16.039988775729157
125,indefinido,indefinido##s,plur,3,artificial,8.199006515496876e-06,plural,plural,grandes,s,[MASK] indefinido##s [MASK],"[CLS] , [MASK] , indefin , ##ido , ##s , [MASK] , [SEP]",non_morphemic,11.711497567680848
126,retoque,retoque,sing,2,default,2.236623186036013e-05,singular,singular,grande,s,[MASK] retoque [MASK],"[CLS] , [MASK] , reto , ##que , [MASK] , [SEP]",non_morphemic,10.707958242767992
127,retoque,retoque,sing,2,default,1.2328486036494724e-06,plural,plural,grandes,s,[MASK] retoque [MASK],"[CLS] , [MASK] , reto , ##que , [MASK] , [SEP]",non_morphemic,13.606183128304401
128,retoque,retoques,plur,2,default,1.9727350775156083e-07,singular,singular,grande,s,[MASK] retoques [MASK],"[CLS] , [MASK] , reto , ##ques , [MASK] , [SEP]",non_morphemic,15.438674706873785
129,retoque,retoques,plur,2,default,3.161761196679436e-05,plural,plural,grandes,s,[MASK] retoques [MASK],"[CLS] , [MASK] , reto , ##ques , [MASK] , [SEP]",non_morphemic,10.361796251906723
130,retoque,retoque##s,plur,3,artificial,2.593388899185811e-07,singular,singular,grande,s,[MASK] retoque##s [MASK],"[CLS] , [MASK] , reto , ##que , ##s , [MASK] , [SEP]",non_morphemic,15.165130175244407
