,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
95,95,uruguaya,uruguaya##s,plur,3,artificial,2.268235584779177e-05,plural,plural,grandes,s,[MASK] uruguaya##s [MASK],"[CLS] , [MASK] , uruguay , ##a , ##s , [MASK] , [SEP]",non_morphemic,10.693923211139762,-4.324560077109403,4.3245600771094015
97,97,mejoría,mejoría,sing,2,default,1.6743291553211748e-06,plural,plural,grandes,s,[MASK] mejoría [MASK],"[CLS] , [MASK] , mejor , ##ía , [MASK] , [SEP]",non_morphemic,13.300097977196373,2.1636028239907095,-2.1636028239907077
99,99,mejoría,mejorías,plur,2,default,9.260849037673324e-05,plural,plural,grandes,s,[MASK] mejorías [MASK],"[CLS] , [MASK] , mejor , ##ías , [MASK] , [SEP]",non_morphemic,9.287129731781675,-4.584070210850802,4.584070210850803
101,101,mejoría,mejoría##s,plur,3,artificial,5.148961645318195e-05,plural,plural,grandes,s,[MASK] mejoría##s [MASK],"[CLS] , [MASK] , mejor , ##ía , ##s , [MASK] , [SEP]",non_morphemic,9.874130392891397,-4.180433233642139,4.180433233642139
103,103,urna,urna,sing,2,default,8.506286235387961e-07,plural,plural,grandes,s,[MASK] urna [MASK],"[CLS] , [MASK] , ur , ##na , [MASK] , [SEP]",non_morphemic,13.977290203695182,4.247666413332805,-4.247666413332807
105,105,urna,urnas,plur,2,default,0.0001045983008225,plural,plural,grandes,s,[MASK] urnas [MASK],"[CLS] , [MASK] , ur , ##nas , [MASK] , [SEP]",non_morphemic,9.165383250991736,-3.841247540299282,3.841247540298854
107,107,urna,urna##s,plur,3,artificial,8.577884000260383e-05,plural,plural,grandes,s,[MASK] urna##s [MASK],"[CLS] , [MASK] , ur , ##na , ##s , [MASK] , [SEP]",non_morphemic,9.363738201902349,-3.257883958850371,3.2578839588503725
109,109,injerencia,injerencia,sing,2,default,1.534165932071119e-07,plural,plural,grandes,s,[MASK] injerencia [MASK],"[CLS] , [MASK] , injer , ##encia , [MASK] , [SEP]",non_morphemic,15.690108784325272,1.8550176841259418,-1.8550176841259403
111,111,injerencia,injerencias,plur,2,default,3.6115065995545592e-06,plural,plural,grandes,s,[MASK] injerencias [MASK],"[CLS] , [MASK] , injer , ##encias , [MASK] , [SEP]",non_morphemic,12.531385532085018,-4.78698550663049,4.786985506630489
113,113,injerencia,injerencia##s,plur,3,artificial,4.128102773393039e-06,plural,plural,grandes,s,[MASK] injerencia##s [MASK],"[CLS] , [MASK] , injer , ##encia , ##s , [MASK] , [SEP]",non_morphemic,12.39769263343964,-5.141058870491975,5.141058870491977
115,115,pollito,pollito,sing,2,default,1.3333896049516625e-06,plural,plural,grandes,s,[MASK] pollito [MASK],"[CLS] , [MASK] , pol , ##lito , [MASK] , [SEP]",non_morphemic,13.5277862826893,5.145285500167629,-5.145285500167472
117,117,pollito,pollitos,plur,2,default,4.51219966635108e-05,plural,plural,grandes,s,[MASK] pollitos [MASK],"[CLS] , [MASK] , pol , ##litos , [MASK] , [SEP]",non_morphemic,10.006140699459452,-2.7746076838547893,2.7746076838547893
119,119,pollito,pollito##s,plur,3,artificial,0.0001417756575392,plural,plural,grandes,s,[MASK] pollito##s [MASK],"[CLS] , [MASK] , pol , ##lito , ##s , [MASK] , [SEP]",non_morphemic,8.861264626168001,-3.076705955845398,3.0767059558450045
121,121,indefinido,indefinido,sing,2,default,1.2581217845308856e-07,plural,plural,grandes,s,[MASK] indefinido [MASK],"[CLS] , [MASK] , indefin , ##ido , [MASK] , [SEP]",non_morphemic,15.8884756893125,2.46879573962468,-2.46879573962468
123,123,indefinido,indefinidos,plur,2,default,2.456875563439098e-06,plural,plural,grandes,s,[MASK] indefinidos [MASK],"[CLS] , [MASK] , indefin , ##idos , [MASK] , [SEP]",non_morphemic,12.916620111438704,-4.177267025020349,4.17726702502035
125,125,indefinido,indefinido##s,plur,3,artificial,8.199006515496876e-06,plural,plural,grandes,s,[MASK] indefinido##s [MASK],"[CLS] , [MASK] , indefin , ##ido , ##s , [MASK] , [SEP]",non_morphemic,11.711497567680848,-4.328491208048309,4.328491208048309
127,127,retoque,retoque,sing,2,default,1.2328486036494724e-06,plural,plural,grandes,s,[MASK] retoque [MASK],"[CLS] , [MASK] , reto , ##que , [MASK] , [SEP]",non_morphemic,13.6061831283044,2.8982248855364077,-2.8982248855364103
129,129,retoque,retoques,plur,2,default,3.161761196679436e-05,plural,plural,grandes,s,[MASK] retoques [MASK],"[CLS] , [MASK] , reto , ##ques , [MASK] , [SEP]",non_morphemic,10.361796251906725,-5.0768784549670585,5.076878454967063
131,131,retoque,retoque##s,plur,3,artificial,3.5638095141621307e-05,plural,plural,grandes,s,[MASK] retoque##s [MASK],"[CLS] , [MASK] , reto , ##que , ##s , [MASK] , [SEP]",non_morphemic,10.242095403994808,-4.9230347712496005,4.9230347712496005
133,133,retroceso,retroceso,sing,2,default,6.000653343107842e-07,plural,plural,grandes,s,[MASK] retroceso [MASK],"[CLS] , [MASK] , retroce , ##so , [MASK] , [SEP]",non_morphemic,14.326227297140433,1.861047781195536,-1.8610477811955362
135,135,retroceso,retrocesos,plur,2,default,1.0866682714549825e-05,plural,plural,grandes,s,[MASK] retrocesos [MASK],"[CLS] , [MASK] , retroce , ##sos , [MASK] , [SEP]",non_morphemic,11.429809081461748,-5.03305527768234,5.033055277682338
137,137,retroceso,retroceso##s,plur,3,artificial,1.5982452168827876e-05,plural,plural,grandes,s,[MASK] retroceso##s [MASK],"[CLS] , [MASK] , retroce , ##so , ##s , [MASK] , [SEP]",non_morphemic,11.044019177031554,-4.451066050115649,4.451066050115651
139,139,kilómetro,kilómetro,sing,2,default,9.980723007174674e-06,plural,plural,grandes,s,[MASK] kilómetro [MASK],"[CLS] , [MASK] , k , ##ilómetro , [MASK] , [SEP]",non_morphemic,11.514855024656272,-0.5490199140086229,0.5490199140086223
141,141,kilómetro,kilómetros,plur,2,default,9.209174095303752e-06,plural,plural,grandes,s,[MASK] kilómetros [MASK],"[CLS] , [MASK] , k , ##ilómetros , [MASK] , [SEP]",non_morphemic,11.59531038649509,-0.05115507163453081,0.05115507163452964
143,143,kilómetro,kilómetro##s,plur,3,artificial,4.602235276252031e-05,plural,plural,grandes,s,[MASK] kilómetro##s [MASK],"[CLS] , [MASK] , k , ##ilómetro , ##s , [MASK] , [SEP]",non_morphemic,9.986383349880738,-4.270929318438098,4.2709293184381005
145,145,sable,sable,sing,2,default,1.36603250666667e-06,plural,plural,grandes,s,[MASK] sable [MASK],"[CLS] , [MASK] , sab , ##le , [MASK] , [SEP]",non_morphemic,13.503600000124685,4.070175166981924,-4.070175166981924
147,147,sable,sables,plur,2,default,9.57004667725414e-05,plural,plural,grandes,s,[MASK] sables [MASK],"[CLS] , [MASK] , sab , ##les , [MASK] , [SEP]",non_morphemic,9.254287382061236,-3.722565594530158,3.7225655945301557
149,149,sable,sable##s,plur,3,artificial,0.0001737951388349,plural,plural,grandes,s,[MASK] sable##s [MASK],"[CLS] , [MASK] , sab , ##le , ##s , [MASK] , [SEP]",non_morphemic,8.657633315403459,-3.400582184792709,3.4005821847922735
151,151,estamento,estamento,sing,2,default,1.3392069320161681e-07,plural,plural,grandes,s,[MASK] estamento [MASK],"[CLS] , [MASK] , estam , ##ento , [MASK] , [SEP]",non_morphemic,15.826018053981958,4.846413613134041,-4.846413613134044
153,153,estamento,estamentos,plur,2,default,3.737147926585749e-05,plural,plural,grandes,s,[MASK] estamentos [MASK],"[CLS] , [MASK] , estam , ##entos , [MASK] , [SEP]",non_morphemic,10.19460273093516,-5.113366125441871,5.113366125441869
155,155,estamento,estamento##s,plur,3,artificial,1.9931296264985576e-05,plural,plural,grandes,s,[MASK] estamento##s [MASK],"[CLS] , [MASK] , estam , ##ento , ##s , [MASK] , [SEP]",non_morphemic,10.823219384962236,-3.829974204668188,3.829974204668188
157,157,arista,arista,sing,2,default,2.0353559193608817e-06,plural,plural,grandes,s,[MASK] arista [MASK],"[CLS] , [MASK] , ari , ##sta , [MASK] , [SEP]",non_morphemic,13.104839855413918,4.529491431360679,-4.529491431360562
159,159,arista,aristas,plur,2,default,0.0001736969716148,plural,plural,grandes,s,[MASK] aristas [MASK],"[CLS] , [MASK] , ari , ##stas , [MASK] , [SEP]",non_morphemic,8.65819831944119,-3.5968141749809703,3.596814174980709
161,161,arista,arista##s,plur,3,artificial,0.000171495223185,plural,plural,grandes,s,[MASK] arista##s [MASK],"[CLS] , [MASK] , ari , ##sta , ##s , [MASK] , [SEP]",non_morphemic,8.670955144894597,-3.963148030577104,3.9631480305768263
163,163,tinte,tinte,sing,2,default,3.051769397188764e-07,plural,plural,grandes,s,[MASK] tinte [MASK],"[CLS] , [MASK] , tin , ##te , [MASK] , [SEP]",non_morphemic,15.002374098323662,3.698174512784389,-3.6981745127843886
165,165,tinte,tintes,plur,2,default,6.466407285188325e-06,plural,plural,grandes,s,[MASK] tintes [MASK],"[CLS] , [MASK] , tin , ##tes , [MASK] , [SEP]",non_morphemic,11.948889891905438,-5.385254957399368,5.385254957399369
167,167,tinte,tinte##s,plur,3,artificial,1.0928765732387546e-05,plural,plural,grandes,s,[MASK] tinte##s [MASK],"[CLS] , [MASK] , tin , ##te , ##s , [MASK] , [SEP]",non_morphemic,11.424112186910994,-4.1488733506620505,4.14887335066205
169,169,cortesano,cortesano,sing,2,default,6.3894907498252e-07,plural,plural,grandes,s,[MASK] cortesano [MASK],"[CLS] , [MASK] , cortes , ##ano , [MASK] , [SEP]",non_morphemic,14.263441080607716,4.382489157906681,-4.382489157906682
171,171,cortesano,cortesanos,plur,2,default,5.364133539842442e-05,plural,plural,grandes,s,[MASK] cortesanos [MASK],"[CLS] , [MASK] , cortes , ##anos , [MASK] , [SEP]",non_morphemic,9.83319060428976,-3.45176126383873,3.4517612638387285
173,173,cortesano,cortesano##s,plur,3,artificial,7.06344872014597e-05,plural,plural,grandes,s,[MASK] cortesano##s [MASK],"[CLS] , [MASK] , cortes , ##ano , ##s , [MASK] , [SEP]",non_morphemic,9.557992045463346,-3.3184672192200146,3.318467219220014
175,175,bajada,bajada,sing,2,default,1.813502194636385e-06,plural,plural,grandes,s,[MASK] bajada [MASK],"[CLS] , [MASK] , baja , ##da , [MASK] , [SEP]",non_morphemic,13.220250668057997,3.1238698937192932,-3.123869893719294
177,177,bajada,bajadas,plur,2,default,9.608732216292992e-05,plural,plural,grandes,s,[MASK] bajadas [MASK],"[CLS] , [MASK] , baja , ##das , [MASK] , [SEP]",non_morphemic,9.250253174073306,-4.3278541808190525,4.327854180819053
179,179,bajada,bajada##s,plur,3,artificial,4.731684020953253e-05,plural,plural,grandes,s,[MASK] bajada##s [MASK],"[CLS] , [MASK] , baja , ##da , ##s , [MASK] , [SEP]",non_morphemic,9.958644296030116,-4.290373843622344,4.290373843622345
181,181,estridencia,estridencia,sing,2,default,1.113415578402055e-06,plural,plural,grandes,s,[MASK] estridencia [MASK],"[CLS] , [MASK] , estri , ##dencia , [MASK] , [SEP]",non_morphemic,13.70807816955602,2.820764566756184,-2.8207645667561834
183,183,estridencia,estridencias,plur,2,default,1.3955107533547562e-05,plural,plural,grandes,s,[MASK] estridencias [MASK],"[CLS] , [MASK] , estri , ##dencias , [MASK] , [SEP]",non_morphemic,11.179664985269556,-5.93380931657636,5.933809316576359
185,185,estridencia,estridencia##s,plur,3,artificial,3.118494350928813e-05,plural,plural,grandes,s,[MASK] estridencia##s [MASK],"[CLS] , [MASK] , estri , ##dencia , ##s , [MASK] , [SEP]",non_morphemic,10.375575159458467,-4.978516645232029,4.978516645232028
187,187,formalidad,formalidad,sing,2,default,1.5878049453021958e-07,plural,plural,grandes,es,[MASK] formalidad [MASK],"[CLS] , [MASK] , formal , ##idad , [MASK] , [SEP]",non_morphemic,15.655743126091885,2.621146192315482,-2.621146192315481
189,189,formalidad,formalidades,plur,2,default,5.1764673116849735e-06,plural,plural,grandes,es,[MASK] formalidades [MASK],"[CLS] , [MASK] , formal , ##idades , [MASK] , [SEP]",non_morphemic,12.171387720512431,-5.554139070740433,5.554139070740432
191,191,formalidad,formalidad##es,plur,3,artificial,6.419978035410168e-06,plural,plural,grandes,es,[MASK] formalidad##es [MASK],"[CLS] , [MASK] , formal , ##idad , ##es , [MASK] , [SEP]",non_morphemic,11.956095861543933,-5.249380132347142,5.249380132347142
193,193,cuartilla,cuartilla,sing,2,default,5.888861096536857e-07,plural,plural,grandes,s,[MASK] cuartilla [MASK],"[CLS] , [MASK] , cuar , ##tilla , [MASK] , [SEP]",non_morphemic,14.34503303420956,5.309826883457497,-5.309826883456983
195,195,cuartilla,cuartillas,plur,2,default,6.347644375637174e-05,plural,plural,grandes,s,[MASK] cuartillas [MASK],"[CLS] , [MASK] , cuar , ##tillas , [MASK] , [SEP]",non_morphemic,9.664841685356556,-3.524751717305879,3.524751717305881
197,197,cuartilla,cuartilla##s,plur,3,artificial,6.228912388905883e-05,plural,plural,grandes,s,[MASK] cuartilla##s [MASK],"[CLS] , [MASK] , cuar , ##tilla , ##s , [MASK] , [SEP]",non_morphemic,9.683723723830704,-3.7271242627191814,3.72712426271918
199,199,vigilia,vigilia,sing,2,default,1.472673005764591e-07,plural,plural,grandes,s,[MASK] vigilia [MASK],"[CLS] , [MASK] , vigil , ##ia , [MASK] , [SEP]",non_morphemic,15.731016530134877,4.713374163933327,-4.713374163933328
201,201,vigilia,vigilias,plur,2,default,1.534227340016514e-05,plural,plural,grandes,s,[MASK] vigilias [MASK],"[CLS] , [MASK] , vigil , ##ias , [MASK] , [SEP]",non_morphemic,11.084898572212785,-3.601121879428092,3.601121879428093
203,203,vigilia,vigilia##s,plur,3,artificial,1.6760959624662064e-05,plural,plural,grandes,s,[MASK] vigilia##s [MASK],"[CLS] , [MASK] , vigil , ##ia , ##s , [MASK] , [SEP]",non_morphemic,10.996458207708036,-3.0847806238487134,3.084780623848714
205,205,vanidad,vanidad,sing,2,default,5.90787806231674e-07,plural,plural,grandes,es,[MASK] vanidad [MASK],"[CLS] , [MASK] , van , ##idad , [MASK] , [SEP]",non_morphemic,14.341808925920471,4.426624331668215,-4.426624331668216
207,207,vanidad,vanidades,plur,2,default,5.075224908068776e-05,plural,plural,grandes,es,[MASK] vanidades [MASK],"[CLS] , [MASK] , van , ##idades , [MASK] , [SEP]",non_morphemic,9.8885546241635,-3.955359550834519,3.9553595508345234
209,209,vanidad,vanidad##es,plur,3,artificial,6.328740710159764e-05,plural,plural,grandes,es,[MASK] vanidad##es [MASK],"[CLS] , [MASK] , van , ##idad , ##es , [MASK] , [SEP]",non_morphemic,9.667824188548485,-4.019909850013047,4.019909850013047
211,211,cuita,cuita,sing,2,default,6.564864065694564e-07,plural,plural,grandes,s,[MASK] cuita [MASK],"[CLS] , [MASK] , cui , ##ta , [MASK] , [SEP]",non_morphemic,14.236363849328889,4.425760252749388,-4.425760252749386
213,213,cuita,cuitas,plur,2,default,3.737966835615225e-05,plural,plural,grandes,s,[MASK] cuitas [MASK],"[CLS] , [MASK] , cui , ##tas , [MASK] , [SEP]",non_morphemic,10.194383628203282,-3.033321281861909,3.033321281861909
215,215,cuita,cuita##s,plur,3,artificial,1.0019763067248276e-05,plural,plural,grandes,s,[MASK] cuita##s [MASK],"[CLS] , [MASK] , cui , ##ta , ##s , [MASK] , [SEP]",non_morphemic,11.510951108570332,-1.5978945968134877,1.5978945968134897
217,217,silva,silva,sing,2,default,7.44582621337031e-07,plural,plural,grandes,s,[MASK] silva [MASK],"[CLS] , [MASK] , sil , ##va , [MASK] , [SEP]",non_morphemic,14.11044201537588,3.555952067949516,-3.5559520679495176
219,219,silva,silvas,plur,2,default,5.075135049992241e-05,plural,plural,grandes,s,[MASK] silvas [MASK],"[CLS] , [MASK] , sil , ##vas , [MASK] , [SEP]",non_morphemic,9.88857232956053,-2.5532865302287906,2.553286530228789
