,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
55,55,mes,mes,sing,1,default,3.646893276254559e-07,plural,plural,grandes,es,[MASK] mes [MASK],"[CLS] , [MASK] , mes , [MASK] , [SEP]",single-token,14.82422000299441,2.6244458962874457,-2.6244458962874453
57,57,mes,meses,plur,1,default,3.8574639802391175e-06,plural,plural,grandes,es,[MASK] meses [MASK],"[CLS] , [MASK] , meses , [MASK] , [SEP]",single-token,12.465500590344623,-2.8129910609497717,2.8129910609497704
59,59,mes,mes##es,plur,2,artificial,7.13171721145045e-06,plural,plural,grandes,es,[MASK] mes##es [MASK],"[CLS] , [MASK] , mes , ##es , [MASK] , [SEP]",single-token,11.850958509415438,-2.9446745354595425,2.9446745354595403
61,61,comarca,comarca,sing,1,default,9.050327207660304e-07,plural,plural,grandes,s,[MASK] comarca [MASK],"[CLS] , [MASK] , comarca , [MASK] , [SEP]",single-token,13.915294738357506,4.029826094823639,-4.029826094823638
63,63,comarca,comarcas,plur,1,default,3.5587509046308696e-05,plural,plural,grandes,s,[MASK] comarcas [MASK],"[CLS] , [MASK] , comarcas , [MASK] , [SEP]",single-token,10.2435158511611,-4.023248655571649,4.023248655571647
65,65,comarca,comarca##s,plur,2,artificial,2.0173081793473106e-05,plural,plural,grandes,s,[MASK] comarca##s [MASK],"[CLS] , [MASK] , comarca , ##s , [MASK] , [SEP]",single-token,10.811161426718929,-4.568470032893186,4.56847003289319
67,67,provincia,provincia,sing,1,default,5.069584290140483e-07,plural,plural,grandes,s,[MASK] provincia [MASK],"[CLS] , [MASK] , provincia , [MASK] , [SEP]",single-token,14.494836830772057,3.966202656237485,-3.966202656237484
69,69,provincia,provincias,plur,1,default,3.0613129638368264e-05,plural,plural,grandes,s,[MASK] provincias [MASK],"[CLS] , [MASK] , provincias , [MASK] , [SEP]",single-token,10.39408156788221,-4.448367201811674,4.448367201811674
71,71,provincia,provincia##s,plur,2,artificial,0.0001074085739674,plural,plural,grandes,s,[MASK] provincia##s [MASK],"[CLS] , [MASK] , provincia , ##s , [MASK] , [SEP]",single-token,9.138870546977182,-4.294787350922549,4.294787350922506
73,73,extranjero,extranjero,sing,1,default,1.146947994357106e-07,plural,plural,grandes,s,[MASK] extranjero [MASK],"[CLS] , [MASK] , extranjero , [MASK] , [SEP]",single-token,15.98099115441694,3.433875099342165,-3.433875099342164
75,75,extranjero,extranjeros,plur,1,default,8.559901289117988e-06,plural,plural,grandes,s,[MASK] extranjeros [MASK],"[CLS] , [MASK] , extranjeros , [MASK] , [SEP]",single-token,11.668421899522208,-4.965228936686685,4.965228936686684
77,77,extranjero,extranjero##s,plur,2,artificial,1.1280292710580396e-05,plural,plural,grandes,s,[MASK] extranjero##s [MASK],"[CLS] , [MASK] , extranjero , ##s , [MASK] , [SEP]",single-token,11.392453362711503,-4.574976041082211,4.574976041082209
79,79,persona,persona,sing,1,default,1.378001002194651e-07,plural,plural,grandes,s,[MASK] persona [MASK],"[CLS] , [MASK] , persona , [MASK] , [SEP]",single-token,15.797461751085075,5.813188575169145,-5.813188575169147
81,81,persona,personas,plur,1,default,0.0001390421530231,plural,plural,grandes,s,[MASK] personas [MASK],"[CLS] , [MASK] , personas , [MASK] , [SEP]",single-token,8.880733411647755,-5.110845444901678,5.11084544490108
83,83,persona,persona##s,plur,2,artificial,5.169296127860434e-05,plural,plural,grandes,s,[MASK] persona##s [MASK],"[CLS] , [MASK] , persona , ##s , [MASK] , [SEP]",single-token,9.870188931200069,-4.237644120955448,4.237644120955446
85,85,accidente,accidente,sing,1,default,5.106412004352024e-08,plural,plural,grandes,s,[MASK] accidente [MASK],"[CLS] , [MASK] , accidente , [MASK] , [SEP]",single-token,16.790183738150983,5.607463869830866,-5.607463869830866
87,87,accidente,accidentes,plur,1,default,7.464092050213367e-06,plural,plural,grandes,s,[MASK] accidentes [MASK],"[CLS] , [MASK] , accidentes , [MASK] , [SEP]",single-token,11.805406761937215,-4.440912244894376,4.440912244894376
89,89,accidente,accidente##s,plur,2,artificial,1.7724012650432996e-05,plural,plural,grandes,s,[MASK] accidente##s [MASK],"[CLS] , [MASK] , accidente , ##s , [MASK] , [SEP]",single-token,10.940590190881348,-3.9073180790030353,3.907318079003037
91,91,riesgo,riesgo,sing,1,default,2.643386665113212e-07,plural,plural,grandes,s,[MASK] riesgo [MASK],"[CLS] , [MASK] , riesgo , [MASK] , [SEP]",single-token,15.146034728226123,4.361431182592508,-4.361431182592511
93,93,riesgo,riesgos,plur,1,default,4.34456451330334e-05,plural,plural,grandes,s,[MASK] riesgos [MASK],"[CLS] , [MASK] , riesgos , [MASK] , [SEP]",single-token,10.043999938363784,-5.550326309921619,5.550326309921624
95,95,riesgo,riesgo##s,plur,2,artificial,2.2039239411242303e-05,plural,plural,grandes,s,[MASK] riesgo##s [MASK],"[CLS] , [MASK] , riesgo , ##s , [MASK] , [SEP]",single-token,10.72268608374679,-4.546295118027473,4.546295118027475
97,97,empresa,empresa,sing,1,default,6.564253567375999e-07,plural,plural,grandes,s,[MASK] empresa [MASK],"[CLS] , [MASK] , empresa , [MASK] , [SEP]",single-token,14.236456848468064,3.366209940425364,-3.3662099404253625
99,99,empresa,empresas,plur,1,default,0.0001115264967666,plural,plural,grandes,s,[MASK] empresas [MASK],"[CLS] , [MASK] , empresas , [MASK] , [SEP]",single-token,9.101248356133476,-4.573298469307913,4.573298469307907
101,101,empresa,empresa##s,plur,2,artificial,0.0001000379343167,plural,plural,grandes,s,[MASK] empresa##s [MASK],"[CLS] , [MASK] , empresa , ##s , [MASK] , [SEP]",single-token,9.209961100740731,-3.8804120787976863,3.8804120787968057
103,103,cambio,cambio,sing,1,default,1.570150971019757e-06,plural,plural,grandes,s,[MASK] cambio [MASK],"[CLS] , [MASK] , cambio , [MASK] , [SEP]",single-token,13.364338783341926,2.7136563798905122,-2.7136563798905136
105,105,cambio,cambios,plur,1,default,0.0001776050630724,plural,plural,grandes,s,[MASK] cambios [MASK],"[CLS] , [MASK] , cambios , [MASK] , [SEP]",single-token,8.635948219521985,-5.257264590233154,5.257264590233123
107,107,cambio,cambio##s,plur,2,artificial,0.0001059184069163,plural,plural,grandes,s,[MASK] cambio##s [MASK],"[CLS] , [MASK] , cambio , ##s , [MASK] , [SEP]",single-token,9.152841506331317,-4.977797473540827,4.977797473540674
109,109,premio,premio,sing,1,default,3.820174697466428e-06,plural,plural,grandes,s,[MASK] premio [MASK],"[CLS] , [MASK] , premio , [MASK] , [SEP]",single-token,12.475214404070426,3.176076037338552,-3.1760760373385515
111,111,premio,premios,plur,1,default,0.0003275669296272,plural,plural,grandes,s,[MASK] premios [MASK],"[CLS] , [MASK] , premios , [MASK] , [SEP]",single-token,8.023818158494782,-5.657631809292168,5.6576318092921385
113,113,premio,premio##s,plur,2,artificial,0.0003024096658919,plural,plural,grandes,s,[MASK] premio##s [MASK],"[CLS] , [MASK] , premio , ##s , [MASK] , [SEP]",single-token,8.103727950241488,-4.655236138054416,4.655236138054414
115,115,proyecto,proyecto,sing,1,default,1.518237127129396e-07,plural,plural,grandes,s,[MASK] proyecto [MASK],"[CLS] , [MASK] , proyecto , [MASK] , [SEP]",single-token,15.70054577395426,4.424945790217491,-4.424945790217491
117,117,proyecto,proyectos,plur,1,default,5.978069384582341e-05,plural,plural,grandes,s,[MASK] proyectos [MASK],"[CLS] , [MASK] , proyectos , [MASK] , [SEP]",single-token,9.724827794521048,-5.430480071290253,5.43048007129025
119,119,proyecto,proyecto##s,plur,2,artificial,3.899967123288661e-05,plural,plural,grandes,s,[MASK] proyecto##s [MASK],"[CLS] , [MASK] , proyecto , ##s , [MASK] , [SEP]",single-token,10.151957341796145,-5.409338056596649,5.409338056596649
121,121,abogado,abogado,sing,1,default,5.6376038060079736e-08,plural,plural,grandes,s,[MASK] abogado [MASK],"[CLS] , [MASK] , abogado , [MASK] , [SEP]",single-token,16.691221625810527,3.810569819427636,-3.8105698194276347
123,123,abogado,abogados,plur,1,default,1.1563914085854776e-05,plural,plural,grandes,s,[MASK] abogados [MASK],"[CLS] , [MASK] , abogados , [MASK] , [SEP]",single-token,11.367621163286511,-4.782738737166561,4.782738737166558
125,125,abogado,abogado##s,plur,2,artificial,4.103312676306814e-05,plural,plural,grandes,s,[MASK] abogado##s [MASK],"[CLS] , [MASK] , abogado , ##s , [MASK] , [SEP]",single-token,10.101130847660947,-4.833249133808179,4.833249133808178
127,127,gobierno,gobierno,sing,1,default,2.1829937679740402e-07,plural,plural,grandes,s,[MASK] gobierno [MASK],"[CLS] , [MASK] , gobierno , [MASK] , [SEP]",single-token,15.33739842819347,4.050580900124839,-4.050580900124837
129,129,gobierno,gobiernos,plur,1,default,4.50723891844973e-05,plural,plural,grandes,s,[MASK] gobiernos [MASK],"[CLS] , [MASK] , gobiernos , [MASK] , [SEP]",single-token,10.007240712138715,-5.5930109340069425,5.593010934006941
131,131,gobierno,gobierno##s,plur,2,artificial,0.0003310913743916,plural,plural,grandes,s,[MASK] gobierno##s [MASK],"[CLS] , [MASK] , gobierno , ##s , [MASK] , [SEP]",single-token,8.01311616511952,-4.839246792624603,4.839246792624333
133,133,estado,estado,sing,1,default,2.810098976624431e-06,plural,plural,grandes,s,[MASK] estado [MASK],"[CLS] , [MASK] , estado , [MASK] , [SEP]",single-token,12.782290852240918,3.3978128286996263,-3.397812828699624
135,135,estado,estados,plur,1,default,0.0002406681305728,plural,plural,grandes,s,[MASK] estados [MASK],"[CLS] , [MASK] , estados , [MASK] , [SEP]",single-token,8.332091625045237,-6.051146548485159,6.0511465484848035
137,137,estado,estado##s,plur,2,artificial,8.86900452314876e-05,plural,plural,grandes,s,[MASK] estado##s [MASK],"[CLS] , [MASK] , estado , ##s , [MASK] , [SEP]",single-token,9.330362904580692,-5.839346889666579,5.83934688966658
139,139,propuesta,propuesta,sing,1,default,1.1261390397976356e-07,plural,plural,grandes,s,[MASK] propuesta [MASK],"[CLS] , [MASK] , propuesta , [MASK] , [SEP]",single-token,15.999300647693802,3.7378158508753785,-3.7378158508753776
141,141,propuesta,propuestas,plur,1,default,7.037700925138779e-06,plural,plural,grandes,s,[MASK] propuestas [MASK],"[CLS] , [MASK] , propuestas , [MASK] , [SEP]",single-token,11.864229014264636,-4.866878518462217,4.866878518462213
143,143,propuesta,propuesta##s,plur,2,artificial,1.0600404493743554e-05,plural,plural,grandes,s,[MASK] propuesta##s [MASK],"[CLS] , [MASK] , propuesta , ##s , [MASK] , [SEP]",single-token,11.454618397787192,-4.802568517916329,4.802568517916328
145,145,compañía,compañía,sing,1,default,4.993679795006756e-06,plural,plural,grandes,s,[MASK] compañía [MASK],"[CLS] , [MASK] , compañía , [MASK] , [SEP]",single-token,12.207337486102512,2.551561388237312,-2.551561388237313
147,147,compañía,compañías,plur,1,default,0.0007679412374272,plural,plural,grandes,s,[MASK] compañías [MASK],"[CLS] , [MASK] , compañías , [MASK] , [SEP]",single-token,7.171797341510474,-6.151546970220649,6.151546970220529
149,149,compañía,compañía##s,plur,2,artificial,0.0001232125214301,plural,plural,grandes,s,[MASK] compañía##s [MASK],"[CLS] , [MASK] , compañía , ##s , [MASK] , [SEP]",single-token,9.001599877044722,-3.750742874725878,3.7507428747258387
151,151,sistema,sistema,sing,1,default,4.0973648651743133e-07,plural,plural,grandes,s,[MASK] sistema [MASK],"[CLS] , [MASK] , sistema , [MASK] , [SEP]",single-token,14.70775159968955,2.9213943891581753,-2.921394389158174
153,153,sistema,sistemas,plur,1,default,6.614829908357933e-05,plural,plural,grandes,s,[MASK] sistemas [MASK],"[CLS] , [MASK] , sistemas , [MASK] , [SEP]",single-token,9.623611380756127,-5.990584362270177,5.9905843622701775
155,155,sistema,sistema##s,plur,2,artificial,8.650774543639272e-05,plural,plural,grandes,s,[MASK] sistema##s [MASK],"[CLS] , [MASK] , sistema , ##s , [MASK] , [SEP]",single-token,9.355276605417885,-5.583583796325396,5.583583796325394
157,157,ordenador,ordenador,sing,1,default,1.133442992795608e-06,plural,plural,grandes,es,[MASK] ordenador [MASK],"[CLS] , [MASK] , ordenador , [MASK] , [SEP]",single-token,13.69025066134199,3.3840245218113907,-3.3840245218113885
159,159,ordenador,ordenadores,plur,1,default,3.266152270953171e-05,plural,plural,grandes,es,[MASK] ordenadores [MASK],"[CLS] , [MASK] , ordenadores , [MASK] , [SEP]",single-token,10.329312848436771,-4.9828053096161735,4.9828053096161735
161,161,ordenador,ordenador##es,plur,2,artificial,4.8912319471128285e-05,plural,plural,grandes,es,[MASK] ordenador##es [MASK],"[CLS] , [MASK] , ordenador , ##es , [MASK] , [SEP]",single-token,9.925481261288052,-4.685001239085652,4.685001239085651
163,163,práctica,práctica,sing,1,default,1.896344343776946e-07,plural,plural,grandes,s,[MASK] práctica [MASK],"[CLS] , [MASK] , práctica , [MASK] , [SEP]",single-token,15.478167647699554,2.366622976893698,-2.3666229768936966
165,165,práctica,prácticas,plur,1,default,4.422909569257172e-06,plural,plural,grandes,s,[MASK] prácticas [MASK],"[CLS] , [MASK] , prácticas , [MASK] , [SEP]",single-token,12.328712804854096,-5.369997089785404,5.369997089785405
167,167,práctica,práctica##s,plur,2,artificial,3.1103493256523507e-06,plural,plural,grandes,s,[MASK] práctica##s [MASK],"[CLS] , [MASK] , práctica , ##s , [MASK] , [SEP]",single-token,12.680775514720043,-5.646501602742198,5.646501602742196
169,169,medida,medida,sing,1,default,1.7949154198504402e-06,plural,plural,grandes,s,[MASK] medida [MASK],"[CLS] , [MASK] , medida , [MASK] , [SEP]",single-token,13.230552656994686,4.200246795092676,-4.200246795092066
171,171,medida,medidas,plur,1,default,6.027199560776353e-06,plural,plural,grandes,s,[MASK] medidas [MASK],"[CLS] , [MASK] , medidas , [MASK] , [SEP]",single-token,12.019228072882218,-5.38454433763199,5.384544337631989
173,173,medida,medida##s,plur,2,artificial,3.784721775446087e-05,plural,plural,grandes,s,[MASK] medida##s [MASK],"[CLS] , [MASK] , medida , ##s , [MASK] , [SEP]",single-token,10.181953087930264,-3.8665160694349563,3.866516069434955
175,175,programa,programa,sing,1,default,7.654755904695776e-07,plural,plural,grandes,s,[MASK] programa [MASK],"[CLS] , [MASK] , programa , [MASK] , [SEP]",single-token,14.082768509398775,2.97698782584,-2.9769878258399993
177,177,programa,programas,plur,1,default,2.8102002033847384e-05,plural,plural,grandes,s,[MASK] programas [MASK],"[CLS] , [MASK] , programas , [MASK] , [SEP]",single-token,10.479669737406368,-4.223345767607192,4.2233457676071895
179,179,programa,programa##s,plur,2,artificial,3.351946725160815e-05,plural,plural,grandes,s,[MASK] programa##s [MASK],"[CLS] , [MASK] , programa , ##s , [MASK] , [SEP]",single-token,10.30338417592514,-4.931133279602035,4.931133279602038
181,181,fabricante,fabricante,sing,1,default,1.0236314551548277e-07,plural,plural,grandes,s,[MASK] fabricante [MASK],"[CLS] , [MASK] , fabricante , [MASK] , [SEP]",single-token,16.094739096198463,3.319296845710797,-3.3192968457107974
183,183,fabricante,fabricantes,plur,1,default,2.21190039155772e-05,plural,plural,grandes,s,[MASK] fabricantes [MASK],"[CLS] , [MASK] , fabricantes , [MASK] , [SEP]",single-token,10.71907341326542,-4.626679406477342,4.626679406477342
185,185,fabricante,fabricante##s,plur,2,artificial,2.4409500838373788e-05,plural,plural,grandes,s,[MASK] fabricante##s [MASK],"[CLS] , [MASK] , fabricante , ##s , [MASK] , [SEP]",single-token,10.620538122831425,-4.510900495536941,4.510900495536942
187,187,consumidor,consumidor,sing,1,default,6.124248663752496e-09,plural,plural,grandes,es,[MASK] consumidor [MASK],"[CLS] , [MASK] , consumidor , [MASK] , [SEP]",single-token,18.9110097551823,5.79922382101911,-5.79922382101911
189,189,consumidor,consumidores,plur,1,default,1.862715407696669e-06,plural,plural,grandes,es,[MASK] consumidores [MASK],"[CLS] , [MASK] , consumidores , [MASK] , [SEP]",single-token,13.193475238241083,-4.076948129856687,4.076948129856686
191,191,consumidor,consumidor##es,plur,2,artificial,1.899630206025904e-06,plural,plural,grandes,es,[MASK] consumidor##es [MASK],"[CLS] , [MASK] , consumidor , ##es , [MASK] , [SEP]",single-token,13.173851319141864,-4.452077932479437,4.452077932479438
193,193,recurso,recurso,sing,1,default,2.0379413712134923e-08,plural,plural,grandes,s,[MASK] recurso [MASK],"[CLS] , [MASK] , recurso , [MASK] , [SEP]",single-token,17.708740577370595,5.515530574548951,-5.51553057454895
195,195,recurso,recursos,plur,1,default,1.3888548892282415e-05,plural,plural,grandes,s,[MASK] recursos [MASK],"[CLS] , [MASK] , recursos , [MASK] , [SEP]",single-token,11.184445878053491,-4.744447751234448,4.744447751234449
197,197,recurso,recurso##s,plur,2,artificial,7.577630185551243e-06,plural,plural,grandes,s,[MASK] recurso##s [MASK],"[CLS] , [MASK] , recurso , ##s , [MASK] , [SEP]",single-token,11.790310047620798,-4.681235340821166,4.681235340821169
199,199,tribunal,tribunal,sing,1,default,6.405886665561411e-08,plural,plural,grandes,es,[MASK] tribunal [MASK],"[CLS] , [MASK] , tribunal , [MASK] , [SEP]",single-token,16.563463384841757,5.219771417450525,-5.219771417450526
201,201,tribunal,tribunales,plur,1,default,4.725780672742985e-05,plural,plural,grandes,es,[MASK] tribunales [MASK],"[CLS] , [MASK] , tribunales , [MASK] , [SEP]",single-token,9.959892695927584,-4.282359162736558,4.282359162736558
203,203,tribunal,tribunal##es,plur,2,artificial,2.1433417714433745e-05,plural,plural,grandes,es,[MASK] tribunal##es [MASK],"[CLS] , [MASK] , tribunal , ##es , [MASK] , [SEP]",single-token,10.750559278486742,-4.374381076237528,4.374381076237528
205,205,caso,caso,sing,1,default,4.783160534316266e-07,plural,plural,grandes,s,[MASK] caso [MASK],"[CLS] , [MASK] , caso , [MASK] , [SEP]",single-token,14.55299412330338,3.3519086895761507,-3.3519086895761507
207,207,caso,casos,plur,1,default,7.35085632186383e-05,plural,plural,grandes,s,[MASK] casos [MASK],"[CLS] , [MASK] , casos , [MASK] , [SEP]",single-token,9.518108652155792,-5.330951747013318,5.330951747013317
209,209,caso,caso##s,plur,2,artificial,0.0001910418068291,plural,plural,grandes,s,[MASK] caso##s [MASK],"[CLS] , [MASK] , caso , ##s , [MASK] , [SEP]",single-token,8.563018269946921,-4.764355724104298,4.764355724103974
211,211,amenaza,amenaza,sing,1,default,5.339206836652011e-07,plural,plural,grandes,s,[MASK] amenaza [MASK],"[CLS] , [MASK] , amenaza , [MASK] , [SEP]",single-token,14.443018541480424,4.439402580820879,-4.439402580820882
213,213,amenaza,amenazas,plur,1,default,1.146033810073277e-05,plural,plural,grandes,s,[MASK] amenazas [MASK],"[CLS] , [MASK] , amenazas , [MASK] , [SEP]",single-token,11.376618344431131,-3.075026506202633,3.0750265062026303
215,215,amenaza,amenaza##s,plur,2,artificial,2.030324503721204e-05,plural,plural,grandes,s,[MASK] amenaza##s [MASK],"[CLS] , [MASK] , amenaza , ##s , [MASK] , [SEP]",single-token,10.804729830641977,-3.7161465098011597,3.7161465098011597
217,217,noticia,noticia,sing,1,default,2.6203974812233355e-06,plural,plural,grandes,s,[MASK] noticia [MASK],"[CLS] , [MASK] , noticia , [MASK] , [SEP]",single-token,12.85218454130754,4.99045130427916,-4.990451304278956
219,219,noticia,noticias,plur,1,default,0.000424874597229,plural,plural,grandes,s,[MASK] noticias [MASK],"[CLS] , [MASK] , noticias , [MASK] , [SEP]",single-token,7.763716497923581,-3.2097836052158195,3.209783605215668
221,221,noticia,noticia##s,plur,2,artificial,0.0001652458449825,plural,plural,grandes,s,[MASK] noticia##s [MASK],"[CLS] , [MASK] , noticia , ##s , [MASK] , [SEP]",single-token,8.708076223375734,-3.8417768751207984,3.841776875120409
223,223,diario,diario,sing,1,default,2.4987280085042585e-06,plural,plural,grandes,s,[MASK] diario [MASK],"[CLS] , [MASK] , diario , [MASK] , [SEP]",single-token,12.899728752169326,3.9262914683602244,-3.926291468360151
225,225,diario,diarios,plur,1,default,0.0005667678778991,plural,plural,grandes,s,[MASK] diarios [MASK],"[CLS] , [MASK] , diarios , [MASK] , [SEP]",single-token,7.475560724479343,-4.459908449992057,4.459908449992039
227,227,diario,diario##s,plur,2,artificial,0.0001359130692435,plural,plural,grandes,s,[MASK] diario##s [MASK],"[CLS] , [MASK] , diario , ##s , [MASK] , [SEP]",single-token,8.903495073340208,-4.339422222858277,4.33942222285796
229,229,peligro,peligro,sing,1,default,8.569285228077206e-07,plural,plural,grandes,s,[MASK] peligro [MASK],"[CLS] , [MASK] , peligro , [MASK] , [SEP]",single-token,13.969911325785256,4.046639461757042,-4.04663946175704
231,231,peligro,peligros,plur,1,default,4.145353159401566e-05,plural,plural,grandes,s,[MASK] peligros [MASK],"[CLS] , [MASK] , peligros , [MASK] , [SEP]",single-token,10.090937478709243,-4.261971432592642,4.261971432592642
233,233,peligro,peligro##s,plur,2,artificial,1.800243444449734e-05,plural,plural,grandes,s,[MASK] peligro##s [MASK],"[CLS] , [MASK] , peligro , ##s , [MASK] , [SEP]",single-token,10.92500356229663,-4.19422539599921,4.194225395999208
