,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,article_probs,article_number,article_type,article,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
65,65,snea,snea##s,plur,3,artificial,0.0004138501535635,plural,definite,Las,s,[MASK] snea##s,"[CLS] , [MASK] , s , ##nea , ##s , [SEP]",morphemic,7.79000659757206,-2.175842234056396,2.175842234056288
67,67,snea,snea,sing,2,default,1.4532629393215757e-06,plural,indefinite,Unas,s,[MASK] snea,"[CLS] , [MASK] , s , ##nea , [SEP]",morphemic,13.441699226691137,5.868185899776557,-5.868185899776502
69,69,snea,sneas,plur,3,default,1.3768468306807335e-05,plural,indefinite,Unas,s,[MASK] sneas,"[CLS] , [MASK] , s , ##nea , ##s , [SEP]",morphemic,11.19312948548422,0.9680986392204733,-0.9680986392204735
71,71,snea,snea##s,plur,3,artificial,1.3768468306807335e-05,plural,indefinite,Unas,s,[MASK] snea##s,"[CLS] , [MASK] , s , ##nea , ##s , [SEP]",morphemic,11.19312948548422,0.9680986392204733,-0.9680986392204735
73,73,mcgeo,mcgeo,sing,3,default,0.0005156710976734,plural,definite,Los,s,[MASK] mcgeo,"[CLS] , [MASK] , m , ##c , ##geo , [SEP]",morphemic,7.57004140332285,3.4203663175926806,-3.4203663175928227
75,75,mcgeo,mcgeos,plur,4,default,0.0225413311272859,plural,definite,Los,s,[MASK] mcgeos,"[CLS] , [MASK] , m , ##c , ##geo , ##s , [SEP]",morphemic,3.79240471589039,-3.822583150215304,3.8225831502154577
77,77,mcgeo,mcgeo##s,plur,4,artificial,0.0225413311272859,plural,definite,Los,s,[MASK] mcgeo##s,"[CLS] , [MASK] , m , ##c , ##geo , ##s , [SEP]",morphemic,3.79240471589039,-3.822583150215304,3.8225831502154577
79,79,mcgeo,mcgeo,sing,3,default,1.0568337529548444e-06,plural,indefinite,Unos,s,[MASK] mcgeo,"[CLS] , [MASK] , m , ##c , ##geo , [SEP]",morphemic,13.760233145418992,6.197071160525804,-6.197071160525612
81,81,mcgeo,mcgeos,plur,4,default,2.7209942345507443e-05,plural,indefinite,Unos,s,[MASK] mcgeos,"[CLS] , [MASK] , m , ##c , ##geo , ##s , [SEP]",morphemic,10.511928124042829,1.177663270921073,-1.177663270921074
83,83,mcgeo,mcgeo##s,plur,4,artificial,2.7209942345507443e-05,plural,indefinite,Unos,s,[MASK] mcgeo##s,"[CLS] , [MASK] , m , ##c , ##geo , ##s , [SEP]",morphemic,10.511928124042829,1.177663270921073,-1.177663270921074
85,85,clo,clo,sing,1,default,0.0001422038476448,plural,definite,Los,s,[MASK] clo,"[CLS] , [MASK] , clo , [SEP]",morphemic,8.858248982980529,2.518086925910457,-2.5180869259107848
87,87,clo,clos,plur,2,default,0.000178577756742,plural,definite,Los,s,[MASK] clos,"[CLS] , [MASK] , clo , ##s , [SEP]",morphemic,8.630486439595856,1.618838258940925,-1.6188382589409795
89,89,clo,clo##s,plur,2,artificial,0.000178577756742,plural,definite,Los,s,[MASK] clo##s,"[CLS] , [MASK] , clo , ##s , [SEP]",morphemic,8.630486439595856,1.618838258940925,-1.6188382589409795
91,91,clo,clo,sing,1,default,3.119195525869145e-06,plural,indefinite,Unos,s,[MASK] clo,"[CLS] , [MASK] , clo , [SEP]",morphemic,12.677935433663142,4.660188219305644,-4.6601882193055735
93,93,clo,clos,plur,2,default,2.8937570277776103e-06,plural,indefinite,Unos,s,[MASK] clos,"[CLS] , [MASK] , clo , ##s , [SEP]",morphemic,12.752954890509162,4.473045243173383,-4.473045243173177
95,95,clo,clo##s,plur,2,artificial,2.8937570277776103e-06,plural,indefinite,Unos,s,[MASK] clo##s,"[CLS] , [MASK] , clo , ##s , [SEP]",morphemic,12.752954890509162,4.473045243173383,-4.473045243173177
97,97,mckoo,mckoo,sing,4,default,3.77842879970558e-05,plural,definite,Los,s,[MASK] mckoo,"[CLS] , [MASK] , m , ##c , ##k , ##oo , [SEP]",morphemic,10.18361720320345,2.969102979150681,-2.9691029791506636
99,99,mckoo,mckoos,plur,5,default,0.0003015837282873,plural,definite,Los,s,[MASK] mckoos,"[CLS] , [MASK] , m , ##c , ##k , ##oo , ##s , [SEP]",morphemic,8.106462874587724,-0.2302037369572627,0.230203736957371
101,101,mckoo,mckoo##s,plur,5,artificial,0.0003015837282873,plural,definite,Los,s,[MASK] mckoo##s,"[CLS] , [MASK] , m , ##c , ##k , ##oo , ##s , [SEP]",morphemic,8.106462874587724,-0.2302037369572627,0.230203736957371
103,103,mckoo,mckoo,sing,4,default,1.116351427299378e-06,plural,indefinite,Unos,s,[MASK] mckoo,"[CLS] , [MASK] , m , ##c , ##k , ##oo , [SEP]",morphemic,13.705444844561663,4.412592854171024,-4.412592854171024
105,105,mckoo,mckoos,plur,5,default,5.077360128780128e-06,plural,indefinite,Unos,s,[MASK] mckoos,"[CLS] , [MASK] , m , ##c , ##k , ##oo , ##s , [SEP]",morphemic,12.190719091132726,1.8730326247344475,-1.8730326247344482
107,107,mckoo,mckoo##s,plur,5,artificial,5.077360128780128e-06,plural,indefinite,Unos,s,[MASK] mckoo##s,"[CLS] , [MASK] , m , ##c , ##k , ##oo , ##s , [SEP]",morphemic,12.190719091132726,1.8730326247344475,-1.8730326247344482
109,109,xiao,xiao,sing,2,default,0.0006134641589596,plural,definite,Los,s,[MASK] xiao,"[CLS] , [MASK] , x , ##iao , [SEP]",morphemic,7.396388716123465,1.909991245575875,-1.909991245575996
111,111,xiao,xiaos,plur,3,default,0.0211484115570783,plural,definite,Los,s,[MASK] xiaos,"[CLS] , [MASK] , x , ##iao , ##s , [SEP]",morphemic,3.856190479994511,-3.546239370579207,3.5462393705793396
113,113,xiao,xiao##s,plur,3,artificial,0.0211484115570783,plural,definite,Los,s,[MASK] xiao##s,"[CLS] , [MASK] , x , ##iao , ##s , [SEP]",morphemic,3.856190479994511,-3.546239370579207,3.5462393705793396
115,115,xiao,xiao,sing,2,default,1.0481485333002638e-05,plural,indefinite,Unos,s,[MASK] xiao,"[CLS] , [MASK] , x , ##iao , [SEP]",morphemic,11.465900158865818,5.197554077632311,-5.197554077632272
117,117,xiao,xiaos,plur,3,default,5.079267066321336e-05,plural,indefinite,Unos,s,[MASK] xiaos,"[CLS] , [MASK] , x , ##iao , ##s , [SEP]",morphemic,9.887758492072152,0.5083335984512996,-0.5083335984513006
119,119,xiao,xiao##s,plur,3,artificial,5.079267066321336e-05,plural,indefinite,Unos,s,[MASK] xiao##s,"[CLS] , [MASK] , x , ##iao , ##s , [SEP]",morphemic,9.887758492072152,0.5083335984512996,-0.5083335984513006
121,121,tro,tro,sing,1,default,0.0023317886516451,plural,definite,Los,s,[MASK] tro,"[CLS] , [MASK] , tro , [SEP]",morphemic,6.06111964425573,1.9522963038247898,-1.952296303824824
123,123,tro,tros,plur,2,default,0.0404415093362331,plural,definite,Los,s,[MASK] tros,"[CLS] , [MASK] , tro , ##s , [SEP]",morphemic,3.207898562671917,-2.5469379662624707,2.546937966262483
125,125,tro,tro##s,plur,2,artificial,0.0404415093362331,plural,definite,Los,s,[MASK] tro##s,"[CLS] , [MASK] , tro , ##s , [SEP]",morphemic,3.207898562671917,-2.5469379662624707,2.546937966262483
127,127,tro,tro,sing,1,default,4.0056391299003735e-05,plural,indefinite,Unos,s,[MASK] tro,"[CLS] , [MASK] , tro , [SEP]",morphemic,10.125222314185567,4.432453095213803,-4.432453095213784
129,129,tro,tros,plur,2,default,0.0004622372216545,plural,indefinite,Unos,s,[MASK] tros,"[CLS] , [MASK] , tro , ##s , [SEP]",morphemic,7.679432331876855,0.16747466636965136,-0.16747466636965982
131,131,tro,tro##s,plur,2,artificial,0.0004622372216545,plural,indefinite,Unos,s,[MASK] tro##s,"[CLS] , [MASK] , tro , ##s , [SEP]",morphemic,7.679432331876855,0.16747466636965136,-0.16747466636965982
133,133,wuo,wuo,sing,2,default,0.0006518850568681,plural,definite,Los,s,[MASK] wuo,"[CLS] , [MASK] , w , ##uo , [SEP]",morphemic,7.335642304726024,3.279015625774763,-3.279015625774908
135,135,wuo,wuos,plur,3,default,0.0320856310427188,plural,definite,Los,s,[MASK] wuos,"[CLS] , [MASK] , w , ##uo , ##s , [SEP]",morphemic,3.4393469801308085,-2.3501085817800678,2.3501085817800824
137,137,wuo,wuo##s,plur,3,artificial,0.0320856310427188,plural,definite,Los,s,[MASK] wuo##s,"[CLS] , [MASK] , w , ##uo , ##s , [SEP]",morphemic,3.4393469801308085,-2.3501085817800678,2.3501085817800824
139,139,wuo,wuo,sing,2,default,2.242460368506727e-06,plural,indefinite,Unos,s,[MASK] wuo,"[CLS] , [MASK] , w , ##uo , [SEP]",morphemic,13.007936916076329,6.957123288539768,-6.957123288539731
141,141,wuo,wuos,plur,3,default,0.0001298549323109,plural,indefinite,Unos,s,[MASK] wuos,"[CLS] , [MASK] , w , ##uo , ##s , [SEP]",morphemic,8.94909263589466,1.7716369857906615,-1.7716369857912369
143,143,wuo,wuo##s,plur,3,artificial,0.0001298549323109,plural,indefinite,Unos,s,[MASK] wuo##s,"[CLS] , [MASK] , w , ##uo , ##s , [SEP]",morphemic,8.94909263589466,1.7716369857906615,-1.7716369857912369
145,145,dwuo,dwuo,sing,3,default,8.315721788676456e-05,plural,definite,Los,s,[MASK] dwuo,"[CLS] , [MASK] , d , ##w , ##uo , [SEP]",morphemic,9.394777550479205,2.699285884130531,-2.699285884130469
147,147,dwuo,dwuos,plur,4,default,0.0002541157591622,plural,definite,Los,s,[MASK] dwuos,"[CLS] , [MASK] , d , ##w , ##uo , ##s , [SEP]",morphemic,8.277720650032627,0.9426303702810053,-0.9426303702810033
149,149,dwuo,dwuo##s,plur,4,artificial,0.0002541157591622,plural,definite,Los,s,[MASK] dwuo##s,"[CLS] , [MASK] , d , ##w , ##uo , ##s , [SEP]",morphemic,8.277720650032627,0.9426303702810053,-0.9426303702810033
151,151,dwuo,dwuo,sing,3,default,2.696304818528006e-06,plural,indefinite,Unos,s,[MASK] dwuo,"[CLS] , [MASK] , d , ##w , ##uo , [SEP]",morphemic,12.823628308053154,2.7589465382160263,-2.7589465382160254
153,153,dwuo,dwuos,plur,4,default,9.66451352724107e-06,plural,indefinite,Unos,s,[MASK] dwuos,"[CLS] , [MASK] , d , ##w , ##uo , ##s , [SEP]",morphemic,11.547049780017096,0.9557514966782357,-0.9557514966782366
155,155,dwuo,dwuo##s,plur,4,artificial,9.66451352724107e-06,plural,indefinite,Unos,s,[MASK] dwuo##s,"[CLS] , [MASK] , d , ##w , ##uo , ##s , [SEP]",morphemic,11.547049780017096,0.9557514966782357,-0.9557514966782366
157,157,tsiao,tsiao,sing,2,default,0.0006156666204333,plural,definite,Los,s,[MASK] tsiao,"[CLS] , [MASK] , ts , ##iao , [SEP]",morphemic,7.392804941527899,1.3572531050574606,-1.357253105057494
159,159,tsiao,tsiaos,plur,3,default,0.0890367180109024,plural,definite,Los,s,[MASK] tsiaos,"[CLS] , [MASK] , ts , ##iao , ##s , [SEP]",morphemic,2.4187064324100147,-5.615869587521282,5.61586958752142
161,161,tsiao,tsiao##s,plur,3,artificial,0.0890367180109024,plural,definite,Los,s,[MASK] tsiao##s,"[CLS] , [MASK] , ts , ##iao , ##s , [SEP]",morphemic,2.4187064324100147,-5.615869587521282,5.61586958752142
163,163,tsiao,tsiao,sing,2,default,6.024859430908691e-06,plural,indefinite,Unos,s,[MASK] tsiao,"[CLS] , [MASK] , ts , ##iao , [SEP]",morphemic,12.019616409829238,5.544748785697085,-5.544748785697027
165,165,tsiao,tsiaos,plur,3,default,0.0002290048578288,plural,indefinite,Unos,s,[MASK] tsiaos,"[CLS] , [MASK] , ts , ##iao , ##s , [SEP]",morphemic,8.381767341408654,0.046843050711197876,-0.04684305071107451
167,167,tsiao,tsiao##s,plur,3,artificial,0.0002290048578288,plural,indefinite,Unos,s,[MASK] tsiao##s,"[CLS] , [MASK] , ts , ##iao , ##s , [SEP]",morphemic,8.381767341408654,0.046843050711197876,-0.04684305071107451
169,169,kwua,kwua,sing,3,default,0.0001247501058969,plural,definite,Las,s,[MASK] kwua,"[CLS] , [MASK] , k , ##w , ##ua , [SEP]",morphemic,8.989197974459541,3.797199745519726,-3.797199745520245
171,171,kwua,kwuas,plur,4,default,0.0072136665694415,plural,definite,Las,s,[MASK] kwuas,"[CLS] , [MASK] , k , ##w , ##ua , ##s , [SEP]",morphemic,4.931777917496666,-3.0916079088160124,3.0916079088161355
173,173,kwua,kwua##s,plur,4,artificial,0.0072136665694415,plural,definite,Las,s,[MASK] kwua##s,"[CLS] , [MASK] , k , ##w , ##ua , ##s , [SEP]",morphemic,4.931777917496666,-3.0916079088160124,3.0916079088161355
175,175,kwua,kwua,sing,3,default,1.9056653400184587e-05,plural,indefinite,Unas,s,[MASK] kwua,"[CLS] , [MASK] , k , ##w , ##ua , [SEP]",morphemic,10.86809425751638,4.058706303880964,-4.058706303880953
177,177,kwua,kwuas,plur,4,default,0.0003564105427358,plural,indefinite,Unas,s,[MASK] kwuas,"[CLS] , [MASK] , k , ##w , ##ua , ##s , [SEP]",morphemic,7.939427281615937,-0.6452722904192241,0.6452722904193243
179,179,kwua,kwua##s,plur,4,artificial,0.0003564105427358,plural,indefinite,Unas,s,[MASK] kwua##s,"[CLS] , [MASK] , k , ##w , ##ua , ##s , [SEP]",morphemic,7.939427281615937,-0.6452722904192241,0.6452722904193243
181,181,ploo,ploo,sing,2,default,0.0006467996863648,plural,definite,Los,s,[MASK] ploo,"[CLS] , [MASK] , pl , ##oo , [SEP]",morphemic,7.343473915164301,3.240201500031529,-3.240201500031572
183,183,ploo,ploos,plur,3,default,0.0242936164140701,plural,definite,Los,s,[MASK] ploos,"[CLS] , [MASK] , pl , ##oo , ##s , [SEP]",morphemic,3.717541662156523,-3.619454500323175,3.619454500323227
185,185,ploo,ploo##s,plur,3,artificial,0.0242936164140701,plural,definite,Los,s,[MASK] ploo##s,"[CLS] , [MASK] , pl , ##oo , ##s , [SEP]",morphemic,3.717541662156523,-3.619454500323175,3.619454500323227
187,187,ploo,ploo,sing,2,default,5.152238372829743e-06,plural,indefinite,Unos,s,[MASK] ploo,"[CLS] , [MASK] , pl , ##oo , [SEP]",morphemic,12.176079302214358,5.916112961978953,-5.916112961978928
189,189,ploo,ploos,plur,3,default,5.087858880870044e-05,plural,indefinite,Unos,s,[MASK] ploos,"[CLS] , [MASK] , pl , ##oo , ##s , [SEP]",morphemic,9.886068374995103,0.050029736699501726,-0.050029736699504536
191,191,ploo,ploo##s,plur,3,artificial,5.087858880870044e-05,plural,indefinite,Unos,s,[MASK] ploo##s,"[CLS] , [MASK] , pl , ##oo , ##s , [SEP]",morphemic,9.886068374995103,0.050029736699501726,-0.050029736699504536
193,193,blo,blo,sing,1,default,0.0001216386663145,plural,definite,Los,s,[MASK] blo,"[CLS] , [MASK] , blo , [SEP]",morphemic,9.014455659416644,3.7117442435218067,-3.7117442435221224
195,195,blo,blos,plur,2,default,0.0019438584567978,plural,definite,Los,s,[MASK] blos,"[CLS] , [MASK] , blo , ##s , [SEP]",morphemic,6.243080385883835,0.09178257531779543,-0.0917825753178265
197,197,blo,blo##s,plur,2,artificial,0.0019438584567978,plural,definite,Los,s,[MASK] blo##s,"[CLS] , [MASK] , blo , ##s , [SEP]",morphemic,6.243080385883835,0.09178257531779543,-0.0917825753178265
199,199,blo,blo,sing,1,default,1.604887756911921e-06,plural,indefinite,Unos,s,[MASK] blo,"[CLS] , [MASK] , blo , [SEP]",morphemic,13.34245673721596,5.307932895231229,-5.307932895231106
201,201,blo,blos,plur,2,default,5.104897718410939e-05,plural,indefinite,Unos,s,[MASK] blos,"[CLS] , [MASK] , blo , ##s , [SEP]",morphemic,9.882725049125138,1.7224679346137624,-1.722467934613703
203,203,blo,blo##s,plur,2,artificial,5.104897718410939e-05,plural,indefinite,Unos,s,[MASK] blo##s,"[CLS] , [MASK] , blo , ##s , [SEP]",morphemic,9.882725049125138,1.7224679346137624,-1.722467934613703
205,205,schmea,schmea,sing,3,default,0.0001458934566471,plural,definite,Las,s,[MASK] schmea,"[CLS] , [MASK] , s , ##ch , ##mea , [SEP]",morphemic,8.832633951644311,5.1614708871810535,-5.161470887181549
207,207,schmea,schmeas,plur,4,default,0.0048935799859464,plural,definite,Las,s,[MASK] schmeas,"[CLS] , [MASK] , s , ##ch , ##mea , ##s , [SEP]",morphemic,5.3198311398868485,-1.0906695904251773,1.0906695904251964
209,209,schmea,schmea##s,plur,4,artificial,0.0048935799859464,plural,definite,Las,s,[MASK] schmea##s,"[CLS] , [MASK] , s , ##ch , ##mea , ##s , [SEP]",morphemic,5.3198311398868485,-1.0906695904251773,1.0906695904251964
211,211,schmea,schmea,sing,3,default,5.742173470935086e-06,plural,indefinite,Unas,s,[MASK] schmea,"[CLS] , [MASK] , s , ##ch , ##mea , [SEP]",morphemic,12.067672765830922,6.091272848206901,-6.09127284820688
213,213,schmea,schmeas,plur,4,default,0.0001718264393275,plural,indefinite,Unas,s,[MASK] schmeas,"[CLS] , [MASK] , s , ##ch , ##mea , ##s , [SEP]",morphemic,8.669025664285387,0.7224245195992509,-0.7224245195995785
215,215,schmea,schmea##s,plur,4,artificial,0.0001718264393275,plural,indefinite,Unas,s,[MASK] schmea##s,"[CLS] , [MASK] , s , ##ch , ##mea , ##s , [SEP]",morphemic,8.669025664285387,0.7224245195992509,-0.7224245195995785
217,217,tsoo,tsoo,sing,2,default,0.0004955191980116,plural,definite,Los,s,[MASK] tsoo,"[CLS] , [MASK] , ts , ##oo , [SEP]",morphemic,7.6099044602190435,2.4656209032481717,-2.4656209032481717
219,219,tsoo,tsoos,plur,3,default,0.0478711873292923,plural,definite,Los,s,[MASK] tsoos,"[CLS] , [MASK] , ts , ##oo , ##s , [SEP]",morphemic,3.0392414726830514,-3.261776427748158,3.2617764277481975
221,221,tsoo,tsoo##s,plur,3,artificial,0.0478711873292923,plural,definite,Los,s,[MASK] tsoo##s,"[CLS] , [MASK] , ts , ##oo , ##s , [SEP]",morphemic,3.0392414726830514,-3.261776427748158,3.2617764277481975
223,223,tsoo,tsoo,sing,2,default,8.917244485928677e-06,plural,indefinite,Unos,s,[MASK] tsoo,"[CLS] , [MASK] , ts , ##oo , [SEP]",morphemic,11.627523573229713,5.565461094084144,-5.565461094084109
225,225,tsoo,tsoos,plur,3,default,0.0001399457396473,plural,indefinite,Unos,s,[MASK] tsoos,"[CLS] , [MASK] , ts , ##oo , ##s , [SEP]",morphemic,8.874255784428495,1.3967580918952347,-1.396758091895622
227,227,tsoo,tsoo##s,plur,3,artificial,0.0001399457396473,plural,indefinite,Unos,s,[MASK] tsoo##s,"[CLS] , [MASK] , ts , ##oo , ##s , [SEP]",morphemic,8.874255784428495,1.3967580918952347,-1.396758091895622
229,229,gnio,gnio,sing,2,default,0.000370909780031,plural,definite,Los,s,[MASK] gnio,"[CLS] , [MASK] , g , ##nio , [SEP]",morphemic,7.899551705439259,4.196501691445428,-4.196501691445615
231,231,gnio,gnios,plur,3,default,0.04127162322402,plural,definite,Los,s,[MASK] gnios,"[CLS] , [MASK] , g , ##nio , ##s , [SEP]",morphemic,3.18758010417576,-4.7960015295335365,4.796001529533821
233,233,gnio,gnio##s,plur,3,artificial,0.04127162322402,plural,definite,Los,s,[MASK] gnio##s,"[CLS] , [MASK] , g , ##nio , ##s , [SEP]",morphemic,3.18758010417576,-4.7960015295335365,4.796001529533821
235,235,gnio,gnio,sing,2,default,5.633428827422904e-06,plural,indefinite,Unos,s,[MASK] gnio,"[CLS] , [MASK] , g , ##nio , [SEP]",morphemic,12.0867922732335,6.531745828707405,-6.531745828707382
237,237,gnio,gnios,plur,3,default,0.0002068802568828,plural,indefinite,Unos,s,[MASK] gnios,"[CLS] , [MASK] , g , ##nio , ##s , [SEP]",morphemic,8.483370401241629,-0.09794757055835923,0.09794757055809121
239,239,gnio,gnio##s,plur,3,artificial,0.0002068802568828,plural,indefinite,Unos,s,[MASK] gnio##s,"[CLS] , [MASK] , g , ##nio , ##s , [SEP]",morphemic,8.483370401241629,-0.09794757055835923,0.09794757055809121
241,241,mccra,mccra,sing,3,default,0.0001473175216233,plural,definite,Las,s,[MASK] mccra,"[CLS] , [MASK] , m , ##c , ##cra , [SEP]",morphemic,8.822920289612439,2.8246197835019062,-2.8246197835021234
243,243,mccra,mccras,plur,4,default,0.0046643419191241,plural,definite,Las,s,[MASK] mccras,"[CLS] , [MASK] , m , ##c , ##cra , ##s , [SEP]",morphemic,5.367808522345685,-2.608641101842972,2.6086411018432027
