,lemma,word_form,word_number,n_tokens,tokenization_type,article_probs,article_number,article_type,article,affix,sentence,model_token_inputs,source,surprisal
12,va,va,sing,1,default,0.018323861062526703,singular,definite,La,s,[MASK] va,"[CLS] , [MASK] , va , [SEP]",single-token,3.999551185254085
13,va,va,sing,1,default,0.0004510536964517087,plural,definite,Las,s,[MASK] va,"[CLS] , [MASK] , va , [SEP]",single-token,7.703924164680245
14,va,vas,plur,1,default,0.0008842381066642702,singular,definite,La,s,[MASK] vas,"[CLS] , [MASK] , vas , [SEP]",single-token,7.030784180165044
15,va,vas,plur,1,default,0.0007734695682302117,plural,definite,Las,s,[MASK] vas,"[CLS] , [MASK] , vas , [SEP]",single-token,7.164624231672474
16,va,va##s,plur,2,artificial,0.000742189702577889,singular,definite,La,s,[MASK] va##s,"[CLS] , [MASK] , va , ##s , [SEP]",single-token,7.205905683621724
17,va,va##s,plur,2,artificial,0.02504424750804901,plural,definite,Las,s,[MASK] va##s,"[CLS] , [MASK] , va , ##s , [SEP]",single-token,3.6871111182199017
18,va,va,sing,1,default,0.0015320265665650368,singular,indefinite,Una,s,[MASK] va,"[CLS] , [MASK] , va , [SEP]",single-token,6.4811638667141995
19,va,va,sing,1,default,6.291205409070244e-06,plural,indefinite,Unas,s,[MASK] va,"[CLS] , [MASK] , va , [SEP]",single-token,11.976357866650442
20,va,vas,plur,1,default,3.5597979149315506e-05,singular,indefinite,Una,s,[MASK] vas,"[CLS] , [MASK] , vas , [SEP]",single-token,10.243221687186175
21,va,vas,plur,1,default,2.444320443828474e-06,plural,indefinite,Unas,s,[MASK] vas,"[CLS] , [MASK] , vas , [SEP]",single-token,12.921743410753578
22,va,va##s,plur,2,artificial,0.00010003602073993534,singular,indefinite,Una,s,[MASK] va##s,"[CLS] , [MASK] , va , ##s , [SEP]",single-token,9.20998022943594
23,va,va##s,plur,2,artificial,0.00020315285655669868,plural,indefinite,Unas,s,[MASK] va##s,"[CLS] , [MASK] , va , ##s , [SEP]",single-token,8.501551874311659
24,dia,dia,sing,1,default,3.591067434172146e-05,singular,definite,La,s,[MASK] dia,"[CLS] , [MASK] , dia , [SEP]",single-token,10.234475971241462
25,dia,dia,sing,1,default,3.5492078040988417e-06,plural,definite,Las,s,[MASK] dia,"[CLS] , [MASK] , dia , [SEP]",single-token,12.548786133154433
26,dia,dias,plur,1,default,4.027523027616553e-05,singular,definite,La,s,[MASK] dias,"[CLS] , [MASK] , dias , [SEP]",single-token,10.119773911321913
27,dia,dias,plur,1,default,5.988054908812046e-05,plural,definite,Las,s,[MASK] dias,"[CLS] , [MASK] , dias , [SEP]",single-token,9.723158828646598
28,dia,dia##s,plur,2,artificial,4.078655183548108e-05,singular,definite,La,s,[MASK] dia##s,"[CLS] , [MASK] , dia , ##s , [SEP]",single-token,10.107158142763556
29,dia,dia##s,plur,2,artificial,0.0005121341673657298,plural,definite,Las,s,[MASK] dia##s,"[CLS] , [MASK] , dia , ##s , [SEP]",single-token,7.576923921616536
30,dia,dia,sing,1,default,0.0002656850265339017,singular,indefinite,Una,s,[MASK] dia,"[CLS] , [MASK] , dia , [SEP]",single-token,8.233199061570458
31,dia,dia,sing,1,default,6.429049790313002e-07,plural,indefinite,Unas,s,[MASK] dia,"[CLS] , [MASK] , dia , [SEP]",single-token,14.257268901185268
32,dia,dias,plur,1,default,4.4297346903476864e-05,singular,indefinite,Una,s,[MASK] dias,"[CLS] , [MASK] , dias , [SEP]",single-token,10.024585772018655
33,dia,dias,plur,1,default,7.502817425120156e-06,plural,indefinite,Unas,s,[MASK] dias,"[CLS] , [MASK] , dias , [SEP]",single-token,11.800231951280628
34,dia,dia##s,plur,2,artificial,2.9479408112820238e-05,singular,indefinite,Una,s,[MASK] dia##s,"[CLS] , [MASK] , dia , ##s , [SEP]",single-token,10.431818568428813
35,dia,dia##s,plur,2,artificial,2.0178234990453348e-05,plural,indefinite,Unas,s,[MASK] dia##s,"[CLS] , [MASK] , dia , ##s , [SEP]",single-token,10.810906010171514
36,sa,sa,sing,1,default,0.0042732455767691135,singular,definite,La,s,[MASK] sa,"[CLS] , [MASK] , sa , [SEP]",single-token,5.455381652226048
37,sa,sa,sing,1,default,0.0001326849014731124,plural,definite,Las,s,[MASK] sa,"[CLS] , [MASK] , sa , [SEP]",single-token,8.927533402503304
38,sa,sas,plur,1,default,0.0009684386313892901,singular,definite,La,s,[MASK] sas,"[CLS] , [MASK] , sas , [SEP]",single-token,6.939825441720312
39,sa,sas,plur,1,default,0.0057560657151043415,plural,definite,Las,s,[MASK] sas,"[CLS] , [MASK] , sas , [SEP]",single-token,5.157501073221572
40,sa,sa##s,plur,2,artificial,0.001166267436929047,singular,definite,La,s,[MASK] sa##s,"[CLS] , [MASK] , sa , ##s , [SEP]",single-token,6.753946854635564
41,sa,sa##s,plur,2,artificial,0.0007041267235763371,plural,definite,Las,s,[MASK] sa##s,"[CLS] , [MASK] , sa , ##s , [SEP]",single-token,7.258552212925178
42,sa,sa,sing,1,default,0.0004315751139074564,singular,indefinite,Una,s,[MASK] sa,"[CLS] , [MASK] , sa , [SEP]",single-token,7.748068986327371
43,sa,sa,sing,1,default,2.4256428332591895e-06,plural,indefinite,Unas,s,[MASK] sa,"[CLS] , [MASK] , sa , [SEP]",single-token,12.929413982823803
44,sa,sas,plur,1,default,7.789616211084649e-05,singular,indefinite,Una,s,[MASK] sas,"[CLS] , [MASK] , sas , [SEP]",single-token,9.460133873170973
45,sa,sas,plur,1,default,2.6236117264488712e-05,plural,indefinite,Unas,s,[MASK] sas,"[CLS] , [MASK] , sas , [SEP]",single-token,10.548373574940369
46,sa,sa##s,plur,2,artificial,0.00012277453788556159,singular,indefinite,Una,s,[MASK] sa##s,"[CLS] , [MASK] , sa , ##s , [SEP]",single-token,9.00516090995921
47,sa,sa##s,plur,2,artificial,1.4282750271377154e-05,plural,indefinite,Unas,s,[MASK] sa##s,"[CLS] , [MASK] , sa , ##s , [SEP]",single-token,11.156458023562257
48,la,la,sing,1,default,0.004845217801630497,singular,definite,La,s,[MASK] la,"[CLS] , [MASK] , la , [SEP]",single-token,5.3297630807529
49,la,la,sing,1,default,0.00013431972183752805,plural,definite,Las,s,[MASK] la,"[CLS] , [MASK] , la , [SEP]",single-token,8.915287616091058
50,la,las,plur,1,default,0.0002865465357899666,singular,definite,La,s,[MASK] las,"[CLS] , [MASK] , las , [SEP]",single-token,8.157609606413304
51,la,las,plur,1,default,0.0021032870281487703,plural,definite,Las,s,[MASK] las,"[CLS] , [MASK] , las , [SEP]",single-token,6.164253906482677
52,la,la##s,plur,2,artificial,0.0012389767216518521,singular,definite,La,s,[MASK] la##s,"[CLS] , [MASK] , la , ##s , [SEP]",single-token,6.693469464524662
53,la,la##s,plur,2,artificial,0.006595624145120382,plural,definite,Las,s,[MASK] la##s,"[CLS] , [MASK] , la , ##s , [SEP]",single-token,5.02134885815206
54,la,la,sing,1,default,0.000490849488414824,singular,indefinite,Una,s,[MASK] la,"[CLS] , [MASK] , la , [SEP]",single-token,7.619373018069693
55,la,la,sing,1,default,3.4670410968828946e-06,plural,indefinite,Unas,s,[MASK] la,"[CLS] , [MASK] , la , [SEP]",single-token,12.57220903760136
56,la,las,plur,1,default,6.624439993174747e-05,singular,indefinite,Una,s,[MASK] las,"[CLS] , [MASK] , las , [SEP]",single-token,9.622159626002862
57,la,las,plur,1,default,6.302821566350758e-05,plural,indefinite,Unas,s,[MASK] las,"[CLS] , [MASK] , las , [SEP]",single-token,9.67192806416081
58,la,la##s,plur,2,artificial,3.561363337212242e-05,singular,indefinite,Una,s,[MASK] la##s,"[CLS] , [MASK] , la , ##s , [SEP]",single-token,10.242782033525634
59,la,la##s,plur,2,artificial,1.9242021153331734e-05,plural,indefinite,Unas,s,[MASK] la##s,"[CLS] , [MASK] , la , ##s , [SEP]",single-token,10.858414068694564
60,co,co,sing,1,default,0.00013749129720963538,singular,definite,El,s,[MASK] co,"[CLS] , [MASK] , co , [SEP]",single-token,8.89194993588157
61,co,co,sing,1,default,1.9452296328381635e-05,plural,definite,Los,s,[MASK] co,"[CLS] , [MASK] , co , [SEP]",single-token,10.847545431712856
62,co,cos,plur,1,default,0.0005584555328823626,singular,definite,El,s,[MASK] cos,"[CLS] , [MASK] , cos , [SEP]",single-token,7.490335561456704
63,co,cos,plur,1,default,0.002591298893094063,plural,definite,Los,s,[MASK] cos,"[CLS] , [MASK] , cos , [SEP]",single-token,5.955596025856234
64,co,co##s,plur,2,artificial,0.0006166859529912472,singular,definite,El,s,[MASK] co##s,"[CLS] , [MASK] , co , ##s , [SEP]",single-token,7.391150653928128
65,co,co##s,plur,2,artificial,0.0001373157138004899,plural,definite,Los,s,[MASK] co##s,"[CLS] , [MASK] , co , ##s , [SEP]",single-token,8.893227803082944
66,co,co,sing,1,default,2.9408276532194577e-05,singular,indefinite,Un,s,[MASK] co,"[CLS] , [MASK] , co , [SEP]",single-token,10.434234408536971
67,co,co,sing,1,default,1.048294322458787e-07,plural,indefinite,Unos,s,[MASK] co,"[CLS] , [MASK] , co , [SEP]",single-token,16.070931262447385
68,co,cos,plur,1,default,0.00013340942678041756,singular,indefinite,Un,s,[MASK] cos,"[CLS] , [MASK] , cos , [SEP]",single-token,8.92208776145907
69,co,cos,plur,1,default,2.149733336409554e-05,plural,indefinite,Unos,s,[MASK] cos,"[CLS] , [MASK] , cos , [SEP]",single-token,10.747581660099913
70,co,co##s,plur,2,artificial,0.00017094424401875585,singular,indefinite,Un,s,[MASK] co##s,"[CLS] , [MASK] , co , ##s , [SEP]",single-token,8.674173113000052
71,co,co##s,plur,2,artificial,1.4158267731545493e-06,plural,indefinite,Unos,s,[MASK] co##s,"[CLS] , [MASK] , co , ##s , [SEP]",single-token,13.467796905519156
72,fa,fa,sing,1,default,0.0006645331159234047,singular,definite,La,s,[MASK] fa,"[CLS] , [MASK] , fa , [SEP]",single-token,7.316425845201114
73,fa,fa,sing,1,default,1.9650580725283362e-05,plural,definite,Las,s,[MASK] fa,"[CLS] , [MASK] , fa , [SEP]",single-token,10.837403666636163
74,fa,fas,plur,1,default,0.0023372869472950697,singular,definite,La,s,[MASK] fas,"[CLS] , [MASK] , fas , [SEP]",single-token,6.058764446497656
75,fa,fas,plur,1,default,0.00030785545823164284,plural,definite,Las,s,[MASK] fas,"[CLS] , [MASK] , fas , [SEP]",single-token,8.085880176598103
76,fa,fa##s,plur,2,artificial,0.000159678646014072,singular,definite,La,s,[MASK] fa##s,"[CLS] , [MASK] , fa , ##s , [SEP]",single-token,8.742347224807862
77,fa,fa##s,plur,2,artificial,7.762232417007908e-05,plural,definite,Las,s,[MASK] fa##s,"[CLS] , [MASK] , fa , ##s , [SEP]",single-token,9.463655489543696
78,fa,fa,sing,1,default,0.0003521183389239013,singular,indefinite,Una,s,[MASK] fa,"[CLS] , [MASK] , fa , [SEP]",single-token,7.951543248740695
79,fa,fa,sing,1,default,1.761322891979944e-06,plural,indefinite,Unas,s,[MASK] fa,"[CLS] , [MASK] , fa , [SEP]",single-token,13.249445388086047
80,fa,fas,plur,1,default,0.00011776413884945214,singular,indefinite,Una,s,[MASK] fas,"[CLS] , [MASK] , fas , [SEP]",single-token,9.04682675712161
81,fa,fas,plur,1,default,3.4064025840052636e-06,plural,indefinite,Unas,s,[MASK] fas,"[CLS] , [MASK] , fas , [SEP]",single-token,12.589853784233838
82,fa,fa##s,plur,2,artificial,3.559497417882085e-05,singular,indefinite,Una,s,[MASK] fa##s,"[CLS] , [MASK] , fa , ##s , [SEP]",single-token,10.243306104824606
83,fa,fa##s,plur,2,artificial,2.4559521989431232e-06,plural,indefinite,Unas,s,[MASK] fa##s,"[CLS] , [MASK] , fa , ##s , [SEP]",single-token,12.916996010839826
84,lo,lo,sing,1,default,0.0019438219023868442,singular,definite,El,s,[MASK] lo,"[CLS] , [MASK] , lo , [SEP]",single-token,6.243099191139246
85,lo,lo,sing,1,default,0.00014679672312922776,plural,definite,Los,s,[MASK] lo,"[CLS] , [MASK] , lo , [SEP]",single-token,8.826461764040983
86,lo,los,plur,1,default,0.0004873086290899664,singular,definite,El,s,[MASK] los,"[CLS] , [MASK] , los , [SEP]",single-token,7.626612900309426
87,lo,los,plur,1,default,0.003112398786470294,plural,definite,Los,s,[MASK] los,"[CLS] , [MASK] , los , [SEP]",single-token,5.772361536123165
88,lo,lo##s,plur,2,artificial,0.00019368247012607753,singular,definite,El,s,[MASK] lo##s,"[CLS] , [MASK] , lo , ##s , [SEP]",single-token,8.54929049177021
89,lo,lo##s,plur,2,artificial,0.0021360532846301794,plural,definite,Los,s,[MASK] lo##s,"[CLS] , [MASK] , lo , ##s , [SEP]",single-token,6.148795412207423
90,lo,lo,sing,1,default,0.0003367216559126973,singular,indefinite,Un,s,[MASK] lo,"[CLS] , [MASK] , lo , [SEP]",single-token,7.996253915740538
91,lo,lo,sing,1,default,9.851654795056675e-06,plural,indefinite,Unos,s,[MASK] lo,"[CLS] , [MASK] , lo , [SEP]",single-token,11.527871117392472
92,lo,los,plur,1,default,4.5245764340506867e-05,singular,indefinite,Un,s,[MASK] los,"[CLS] , [MASK] , los , [SEP]",single-token,10.003401497934284
93,lo,los,plur,1,default,5.4532691137865186e-05,plural,indefinite,Unos,s,[MASK] los,"[CLS] , [MASK] , los , [SEP]",single-token,9.816710198733594
94,lo,lo##s,plur,2,artificial,0.00011427020945120603,singular,indefinite,Un,s,[MASK] lo##s,"[CLS] , [MASK] , lo , ##s , [SEP]",single-token,9.076944655857249
95,lo,lo##s,plur,2,artificial,2.5263823772547767e-05,plural,indefinite,Unos,s,[MASK] lo##s,"[CLS] , [MASK] , lo , ##s , [SEP]",single-token,10.586137075912786
96,ga,ga,sing,1,default,0.0006297594518400729,singular,definite,La,s,[MASK] ga,"[CLS] , [MASK] , ga , [SEP]",single-token,7.370172633967533
97,ga,ga,sing,1,default,5.3537212806986645e-05,plural,definite,Las,s,[MASK] ga,"[CLS] , [MASK] , ga , [SEP]",single-token,9.835133579370833
98,ga,gas,plur,1,default,0.0001910307619255036,singular,definite,La,s,[MASK] gas,"[CLS] , [MASK] , gas , [SEP]",single-token,8.563076085684374
99,ga,gas,plur,1,default,2.7014144507120363e-05,plural,definite,Las,s,[MASK] gas,"[CLS] , [MASK] , gas , [SEP]",single-token,10.519149958498174
100,ga,ga##s,plur,2,artificial,0.0014352831058204174,singular,definite,La,s,[MASK] ga##s,"[CLS] , [MASK] , ga , ##s , [SEP]",single-token,6.546393162942928
101,ga,ga##s,plur,2,artificial,0.0034965169616043568,plural,definite,Las,s,[MASK] ga##s,"[CLS] , [MASK] , ga , ##s , [SEP]",single-token,5.655987959808422
102,ga,ga,sing,1,default,6.599636981263757e-05,singular,indefinite,Una,s,[MASK] ga,"[CLS] , [MASK] , ga , [SEP]",single-token,9.625910820289384
103,ga,ga,sing,1,default,1.3966593996883603e-06,plural,indefinite,Unas,s,[MASK] ga,"[CLS] , [MASK] , ga , [SEP]",single-token,13.481427315798966
104,ga,gas,plur,1,default,4.1119317756965756e-05,singular,indefinite,Una,s,[MASK] gas,"[CLS] , [MASK] , gas , [SEP]",single-token,10.099032528468484
105,ga,gas,plur,1,default,4.1843119902296166e-07,plural,indefinite,Unas,s,[MASK] gas,"[CLS] , [MASK] , gas , [SEP]",single-token,14.686753359521216
106,ga,ga##s,plur,2,artificial,0.00017338966426905245,singular,indefinite,Una,s,[MASK] ga##s,"[CLS] , [MASK] , ga , ##s , [SEP]",single-token,8.659969101685867
107,ga,ga##s,plur,2,artificial,5.211971438257024e-05,plural,indefinite,Unas,s,[MASK] ga##s,"[CLS] , [MASK] , ga , ##s , [SEP]",single-token,9.861967285719379
108,ro,ro,sing,1,default,0.0016553651075810194,singular,definite,El,s,[MASK] ro,"[CLS] , [MASK] , ro , [SEP]",single-token,6.403733685673372
109,ro,ro,sing,1,default,0.00019444884674157947,plural,definite,Los,s,[MASK] ro,"[CLS] , [MASK] , ro , [SEP]",single-token,8.545341428253957
110,ro,ros,plur,1,default,0.00018248578999191523,singular,definite,El,s,[MASK] ros,"[CLS] , [MASK] , ros , [SEP]",single-token,8.608838251031212
111,ro,ros,plur,1,default,0.00114514771848917,plural,definite,Los,s,[MASK] ros,"[CLS] , [MASK] , ros , [SEP]",single-token,6.772221638516304
112,ro,ro##s,plur,2,artificial,0.006335259880870581,singular,definite,El,s,[MASK] ro##s,"[CLS] , [MASK] , ro , ##s , [SEP]",single-token,5.061624443024319
113,ro,ro##s,plur,2,artificial,0.00236893305554986,plural,definite,Los,s,[MASK] ro##s,"[CLS] , [MASK] , ro , ##s , [SEP]",single-token,6.045315612731632
114,ro,ro,sing,1,default,0.0001360176975140348,singular,indefinite,Un,s,[MASK] ro,"[CLS] , [MASK] , ro , [SEP]",single-token,8.90272555191457
115,ro,ro,sing,1,default,7.895158091741905e-07,plural,indefinite,Unos,s,[MASK] ro,"[CLS] , [MASK] , ro , [SEP]",single-token,14.0518459791647
116,ro,ros,plur,1,default,9.473677891946863e-06,singular,indefinite,Un,s,[MASK] ros,"[CLS] , [MASK] , ros , [SEP]",single-token,11.566993353201891
117,ro,ros,plur,1,default,5.810394668515073e-06,plural,indefinite,Unos,s,[MASK] ros,"[CLS] , [MASK] , ros , [SEP]",single-token,12.055862060231103
118,ro,ro##s,plur,2,artificial,0.0006732725305482745,singular,indefinite,Un,s,[MASK] ro##s,"[CLS] , [MASK] , ro , ##s , [SEP]",single-token,7.303360361480458
119,ro,ro##s,plur,2,artificial,3.126441515632905e-05,plural,indefinite,Unos,s,[MASK] ro##s,"[CLS] , [MASK] , ro , ##s , [SEP]",single-token,10.373030003138554
120,ra,ra,sing,1,default,0.005666079465299845,singular,definite,La,s,[MASK] ra,"[CLS] , [MASK] , ra , [SEP]",single-token,5.17325785273396
121,ra,ra,sing,1,default,0.00011515198275446892,plural,definite,Las,s,[MASK] ra,"[CLS] , [MASK] , ra , [SEP]",single-token,9.06925771296203
122,ra,ras,plur,1,default,4.920962965115905e-05,singular,definite,La,s,[MASK] ras,"[CLS] , [MASK] , ras , [SEP]",single-token,9.919421229000521
123,ra,ras,plur,1,default,0.00018420880951453,plural,definite,Las,s,[MASK] ras,"[CLS] , [MASK] , ras , [SEP]",single-token,8.599440609474904
124,ra,ra##s,plur,2,artificial,0.0007595340721309185,singular,definite,La,s,[MASK] ra##s,"[CLS] , [MASK] , ra , ##s , [SEP]",single-token,7.182805375669484
125,ra,ra##s,plur,2,artificial,0.0016320784343406558,plural,definite,Las,s,[MASK] ra##s,"[CLS] , [MASK] , ra , ##s , [SEP]",single-token,6.417900963337324
126,ra,ra,sing,1,default,0.0010208006715402007,singular,indefinite,Una,s,[MASK] ra,"[CLS] , [MASK] , ra , [SEP]",single-token,6.887167987517185
127,ra,ra,sing,1,default,1.7744489468896063e-06,plural,indefinite,Unas,s,[MASK] ra,"[CLS] , [MASK] , ra , [SEP]",single-token,13.242020635693795
128,ra,ras,plur,1,default,7.64619471738115e-06,singular,indefinite,Una,s,[MASK] ras,"[CLS] , [MASK] , ras , [SEP]",single-token,11.78130245644603
129,ra,ras,plur,1,default,1.0801331882248633e-06,plural,indefinite,Unas,s,[MASK] ras,"[CLS] , [MASK] , ras , [SEP]",single-token,13.738426202001303
130,ra,ra##s,plur,2,artificial,0.0001040792849380523,singular,indefinite,Una,s,[MASK] ra##s,"[CLS] , [MASK] , ra , ##s , [SEP]",single-token,9.17035759409442
131,ra,ra##s,plur,2,artificial,1.3242750355857424e-05,plural,indefinite,Unas,s,[MASK] ra##s,"[CLS] , [MASK] , ra , ##s , [SEP]",single-token,11.232060298223526
132,tra,tra,sing,1,default,0.003925178200006485,singular,definite,La,s,[MASK] tra,"[CLS] , [MASK] , tra , [SEP]",single-token,5.540343527502834
133,tra,tra,sing,1,default,0.0007515075267292559,plural,definite,Las,s,[MASK] tra,"[CLS] , [MASK] , tra , [SEP]",single-token,7.193429333213609
134,tra,tras,plur,1,default,0.0002912936906795949,singular,definite,La,s,[MASK] tras,"[CLS] , [MASK] , tras , [SEP]",single-token,8.141178553417813
135,tra,tras,plur,1,default,9.349580795969814e-05,plural,definite,Las,s,[MASK] tras,"[CLS] , [MASK] , tras , [SEP]",single-token,9.277593957330371
136,tra,tra##s,plur,2,artificial,0.0004338717262726277,singular,definite,La,s,[MASK] tra##s,"[CLS] , [MASK] , tra , ##s , [SEP]",single-token,7.74276162913461
137,tra,tra##s,plur,2,artificial,0.00012183705985080451,plural,definite,Las,s,[MASK] tra##s,"[CLS] , [MASK] , tra , ##s , [SEP]",single-token,9.012825980899617
138,tra,tra,sing,1,default,0.00022094322775956243,singular,indefinite,Una,s,[MASK] tra,"[CLS] , [MASK] , tra , [SEP]",single-token,8.417604777413667
139,tra,tra,sing,1,default,3.656951321318047e-06,plural,indefinite,Unas,s,[MASK] tra,"[CLS] , [MASK] , tra , [SEP]",single-token,12.518880729982685
140,tra,tras,plur,1,default,0.00021484182798303664,singular,indefinite,Una,s,[MASK] tras,"[CLS] , [MASK] , tras , [SEP]",single-token,8.445608484384566
141,tra,tras,plur,1,default,2.5896215447573923e-06,plural,indefinite,Unas,s,[MASK] tras,"[CLS] , [MASK] , tras , [SEP]",single-token,12.863998814644939
142,tra,tra##s,plur,2,artificial,2.872598633985035e-05,singular,indefinite,Una,s,[MASK] tra##s,"[CLS] , [MASK] , tra , ##s , [SEP]",single-token,10.457708397487362
143,tra,tra##s,plur,2,artificial,9.212807867697848e-07,plural,indefinite,Unas,s,[MASK] tra##s,"[CLS] , [MASK] , tra , ##s , [SEP]",single-token,13.897500975526585
144,vo,vo,sing,1,default,0.0010727623011916876,singular,definite,El,s,[MASK] vo,"[CLS] , [MASK] , vo , [SEP]",single-token,6.837518367188739
145,vo,vo,sing,1,default,0.00018700333021115512,plural,definite,Los,s,[MASK] vo,"[CLS] , [MASK] , vo , [SEP]",single-token,8.584384132652456
146,vo,vos,plur,1,default,0.0012756610522046685,singular,definite,El,s,[MASK] vos,"[CLS] , [MASK] , vos , [SEP]",single-token,6.664290762414693
147,vo,vos,plur,1,default,0.00023213950044009835,plural,definite,Los,s,[MASK] vos,"[CLS] , [MASK] , vos , [SEP]",single-token,8.368172072002945
148,vo,vo##s,plur,2,artificial,0.00209093582816422,singular,definite,El,s,[MASK] vo##s,"[CLS] , [MASK] , vo , ##s , [SEP]",single-token,6.170143548550228
149,vo,vo##s,plur,2,artificial,0.0011014039628207684,plural,definite,Los,s,[MASK] vo##s,"[CLS] , [MASK] , vo , ##s , [SEP]",single-token,6.811169583157285
150,vo,vo,sing,1,default,0.0010666953166946769,singular,indefinite,Un,s,[MASK] vo,"[CLS] , [MASK] , vo , [SEP]",single-token,6.843189898804013
151,vo,vo,sing,1,default,3.2774860301287845e-06,plural,indefinite,Unos,s,[MASK] vo,"[CLS] , [MASK] , vo , [SEP]",single-token,12.628433883673464
152,vo,vos,plur,1,default,0.001137163140811026,singular,indefinite,Un,s,[MASK] vos,"[CLS] , [MASK] , vos , [SEP]",single-token,6.7792185909436125
153,vo,vos,plur,1,default,3.105747600784525e-05,plural,indefinite,Unos,s,[MASK] vos,"[CLS] , [MASK] , vos , [SEP]",single-token,10.379671005366477
154,vo,vo##s,plur,2,artificial,0.001669899676926434,singular,indefinite,Un,s,[MASK] vo##s,"[CLS] , [MASK] , vo , ##s , [SEP]",single-token,6.394991728054716
155,vo,vo##s,plur,2,artificial,3.2238072890322655e-05,plural,indefinite,Unos,s,[MASK] vo##s,"[CLS] , [MASK] , vo , ##s , [SEP]",single-token,10.342362415985743
156,dio,dio,sing,1,default,0.002609114395454526,singular,definite,El,s,[MASK] dio,"[CLS] , [MASK] , dio , [SEP]",single-token,5.948744427313295
157,dio,dio,sing,1,default,0.005673462059348822,plural,definite,Los,s,[MASK] dio,"[CLS] , [MASK] , dio , [SEP]",single-token,5.171955755100471
158,dio,dios,plur,1,default,0.04590728133916855,singular,definite,El,s,[MASK] dios,"[CLS] , [MASK] , dios , [SEP]",single-token,3.08113153965654
159,dio,dios,plur,1,default,0.0001663094008108601,plural,definite,Los,s,[MASK] dios,"[CLS] , [MASK] , dios , [SEP]",single-token,8.701660644133643
160,dio,dio##s,plur,2,artificial,0.00041137635707855225,singular,definite,El,s,[MASK] dio##s,"[CLS] , [MASK] , dio , ##s , [SEP]",single-token,7.796002051821855
161,dio,dio##s,plur,2,artificial,0.02897147834300995,plural,definite,Los,s,[MASK] dio##s,"[CLS] , [MASK] , dio , ##s , [SEP]",single-token,3.5414434383679056
162,dio,dio,sing,1,default,4.9443864554632455e-05,singular,indefinite,Un,s,[MASK] dio,"[CLS] , [MASK] , dio , [SEP]",single-token,9.914672581311585
163,dio,dio,sing,1,default,9.094347660720814e-06,plural,indefinite,Unos,s,[MASK] dio,"[CLS] , [MASK] , dio , [SEP]",single-token,11.607857473610993
164,dio,dios,plur,1,default,0.09421278536319733,singular,indefinite,Un,s,[MASK] dios,"[CLS] , [MASK] , dios , [SEP]",single-token,2.3621993808857593
165,dio,dios,plur,1,default,4.812550741917221e-06,plural,indefinite,Unos,s,[MASK] dios,"[CLS] , [MASK] , dios , [SEP]",single-token,12.24428331463095
166,dio,dio##s,plur,2,artificial,0.0003133659774903208,singular,indefinite,Un,s,[MASK] dio##s,"[CLS] , [MASK] , dio , ##s , [SEP]",single-token,8.068138793315308
167,dio,dio##s,plur,2,artificial,0.0001146170252468437,plural,indefinite,Unos,s,[MASK] dio##s,"[CLS] , [MASK] , dio , ##s , [SEP]",single-token,9.073914202354548
