,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,article_probs,article_number,article_type,article,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
43,43,sa,sa,sing,1,default,2.425642833259189e-06,plural,indefinite,Unas,s,[MASK] sa,"[CLS] , [MASK] , sa , [SEP]",single-token,12.929413982823805,5.181344996496434,-5.181344996496302
45,45,sa,sas,plur,1,default,2.6236117264488712e-05,plural,indefinite,Unas,s,[MASK] sas,"[CLS] , [MASK] , sas , [SEP]",single-token,10.548373574940369,1.088239701769396,-1.0882397017693946
47,47,sa,sa##s,plur,2,artificial,1.4282750271377154e-05,plural,indefinite,Unas,s,[MASK] sa##s,"[CLS] , [MASK] , sa , ##s , [SEP]",single-token,11.156458023562257,2.1512971136030465,-2.151297113602544
49,49,la,la,sing,1,default,0.0001343197218375,plural,definite,Las,s,[MASK] la,"[CLS] , [MASK] , la , [SEP]",single-token,8.915287616091058,3.585524535338158,-3.585524535338346
51,51,la,las,plur,1,default,0.0021032870281487,plural,definite,Las,s,[MASK] las,"[CLS] , [MASK] , las , [SEP]",single-token,6.164253906482677,-1.9933556999306274,1.9933556999308255
53,53,la,la##s,plur,2,artificial,0.0065956241451203,plural,definite,Las,s,[MASK] la##s,"[CLS] , [MASK] , la , ##s , [SEP]",single-token,5.02134885815206,-1.6721206063726015,1.6721206063726306
55,55,la,la,sing,1,default,3.467041096882894e-06,plural,indefinite,Unas,s,[MASK] la,"[CLS] , [MASK] , la , [SEP]",single-token,12.57220903760136,4.9528360195316665,-4.952836019531617
57,57,la,las,plur,1,default,6.302821566350758e-05,plural,indefinite,Unas,s,[MASK] las,"[CLS] , [MASK] , las , [SEP]",single-token,9.67192806416081,0.049768438157947514,-0.04976843815794818
59,59,la,la##s,plur,2,artificial,1.924202115333173e-05,plural,indefinite,Unas,s,[MASK] la##s,"[CLS] , [MASK] , la , ##s , [SEP]",single-token,10.858414068694564,0.6156320351689306,-0.615632035168932
61,61,co,co,sing,1,default,1.9452296328381635e-05,plural,definite,Los,s,[MASK] co,"[CLS] , [MASK] , co , [SEP]",single-token,10.847545431712856,1.955595495831286,-1.9555954958310298
63,63,co,cos,plur,1,default,0.002591298893094,plural,definite,Los,s,[MASK] cos,"[CLS] , [MASK] , cos , [SEP]",single-token,5.955596025856234,-1.5347395356004698,1.5347395356005575
65,65,co,co##s,plur,2,artificial,0.0001373157138004,plural,definite,Los,s,[MASK] co##s,"[CLS] , [MASK] , co , ##s , [SEP]",single-token,8.893227803082944,1.5020771491548155,-1.5020771491553928
67,67,co,co,sing,1,default,1.048294322458787e-07,plural,indefinite,Unos,s,[MASK] co,"[CLS] , [MASK] , co , [SEP]",single-token,16.070931262447385,5.636696853910413,-5.636696853910416
69,69,co,cos,plur,1,default,2.149733336409554e-05,plural,indefinite,Unos,s,[MASK] cos,"[CLS] , [MASK] , cos , [SEP]",single-token,10.747581660099913,1.8254938986408433,-1.8254938986407114
71,71,co,co##s,plur,2,artificial,1.4158267731545493e-06,plural,indefinite,Unos,s,[MASK] co##s,"[CLS] , [MASK] , co , ##s , [SEP]",single-token,13.467796905519156,4.793623792519105,-4.793623792518779
73,73,fa,fa,sing,1,default,1.965058072528336e-05,plural,definite,Las,s,[MASK] fa,"[CLS] , [MASK] , fa , [SEP]",single-token,10.837403666636163,3.520977821435049,-3.5209778214350425
75,75,fa,fas,plur,1,default,0.0003078554582316,plural,definite,Las,s,[MASK] fas,"[CLS] , [MASK] , fas , [SEP]",single-token,8.085880176598103,2.027115730100447,-2.027115730100557
77,77,fa,fa##s,plur,2,artificial,7.762232417007908e-05,plural,definite,Las,s,[MASK] fa##s,"[CLS] , [MASK] , fa , ##s , [SEP]",single-token,9.463655489543696,0.7213082647358338,-0.7213082647353821
79,79,fa,fa,sing,1,default,1.761322891979944e-06,plural,indefinite,Unas,s,[MASK] fa,"[CLS] , [MASK] , fa , [SEP]",single-token,13.249445388086048,5.297902139345354,-5.297902139345349
81,81,fa,fas,plur,1,default,3.406402584005264e-06,plural,indefinite,Unas,s,[MASK] fas,"[CLS] , [MASK] , fas , [SEP]",single-token,12.589853784233838,3.5430270271122293,-3.543027027111788
83,83,fa,fa##s,plur,2,artificial,2.4559521989431232e-06,plural,indefinite,Unas,s,[MASK] fa##s,"[CLS] , [MASK] , fa , ##s , [SEP]",single-token,12.916996010839826,2.6736899060152197,-2.6736899060152193
85,85,lo,lo,sing,1,default,0.0001467967231292,plural,definite,Los,s,[MASK] lo,"[CLS] , [MASK] , lo , [SEP]",single-token,8.826461764040983,2.5833625729017378,-2.5833625729019047
87,87,lo,los,plur,1,default,0.0031123987864702,plural,definite,Los,s,[MASK] los,"[CLS] , [MASK] , los , [SEP]",single-token,5.772361536123165,-1.8542513641862612,1.8542513641863676
89,89,lo,lo##s,plur,2,artificial,0.0021360532846301,plural,definite,Los,s,[MASK] lo##s,"[CLS] , [MASK] , lo , ##s , [SEP]",single-token,6.148795412207423,-2.400495079562787,2.40049507956315
91,91,lo,lo,sing,1,default,9.851654795056676e-06,plural,indefinite,Unos,s,[MASK] lo,"[CLS] , [MASK] , lo , [SEP]",single-token,11.527871117392472,3.531617201651934,-3.531617201651645
93,93,lo,los,plur,1,default,5.453269113786519e-05,plural,indefinite,Unos,s,[MASK] los,"[CLS] , [MASK] , los , [SEP]",single-token,9.816710198733594,-0.1866912992006906,0.1866912992006908
95,95,lo,lo##s,plur,2,artificial,2.5263823772547767e-05,plural,indefinite,Unos,s,[MASK] lo##s,"[CLS] , [MASK] , lo , ##s , [SEP]",single-token,10.586137075912786,1.5091924200555376,-1.509192420055485
97,97,ga,ga,sing,1,default,5.3537212806986645e-05,plural,definite,Las,s,[MASK] ga,"[CLS] , [MASK] , ga , [SEP]",single-token,9.835133579370831,2.4649609454032984,-2.464960945403185
99,99,ga,gas,plur,1,default,2.7014144507120363e-05,plural,definite,Las,s,[MASK] gas,"[CLS] , [MASK] , gas , [SEP]",single-token,10.519149958498174,1.9560738728137999,-1.956073872813781
101,101,ga,ga##s,plur,2,artificial,0.0034965169616043,plural,definite,Las,s,[MASK] ga##s,"[CLS] , [MASK] , ga , ##s , [SEP]",single-token,5.655987959808422,-0.890405203134506,0.8904052031345017
103,103,ga,ga,sing,1,default,1.3966593996883605e-06,plural,indefinite,Unas,s,[MASK] ga,"[CLS] , [MASK] , ga , [SEP]",single-token,13.481427315798966,3.8555164955095815,-3.855516495509581
105,105,ga,gas,plur,1,default,4.184311990229617e-07,plural,indefinite,Unas,s,[MASK] gas,"[CLS] , [MASK] , gas , [SEP]",single-token,14.686753359521216,4.5877208310527315,-4.5877208310527315
107,107,ga,ga##s,plur,2,artificial,5.211971438257024e-05,plural,indefinite,Unas,s,[MASK] ga##s,"[CLS] , [MASK] , ga , ##s , [SEP]",single-token,9.86196728571938,1.2019981840335134,-1.2019981840332095
109,109,ro,ro,sing,1,default,0.0001944488467415,plural,definite,Los,s,[MASK] ro,"[CLS] , [MASK] , ro , [SEP]",single-token,8.545341428253957,2.141607742580585,-2.141607742580982
111,111,ro,ros,plur,1,default,0.0011451477184891,plural,definite,Los,s,[MASK] ros,"[CLS] , [MASK] , ros , [SEP]",single-token,6.772221638516304,-1.8366166125149084,1.8366166125149306
113,113,ro,ro##s,plur,2,artificial,0.0023689330555498,plural,definite,Los,s,[MASK] ro##s,"[CLS] , [MASK] , ro , ##s , [SEP]",single-token,6.045315612731632,0.9836911697073134,-0.983691169707326
115,115,ro,ro,sing,1,default,7.895158091741905e-07,plural,indefinite,Unos,s,[MASK] ro,"[CLS] , [MASK] , ro , [SEP]",single-token,14.0518459791647,5.14912042725013,-5.149120427249874
117,117,ro,ros,plur,1,default,5.810394668515073e-06,plural,indefinite,Unos,s,[MASK] ros,"[CLS] , [MASK] , ros , [SEP]",single-token,12.055862060231105,0.48886870702921215,-0.4888687070292127
119,119,ro,ro##s,plur,2,artificial,3.126441515632905e-05,plural,indefinite,Unos,s,[MASK] ro##s,"[CLS] , [MASK] , ro , ##s , [SEP]",single-token,10.373030003138554,3.0696696416580966,-3.0696696416579856
121,121,ra,ra,sing,1,default,0.0001151519827544,plural,definite,Las,s,[MASK] ra,"[CLS] , [MASK] , ra , [SEP]",single-token,9.06925771296203,3.895999860228069,-3.895999860228659
123,123,ra,ras,plur,1,default,0.0001842088095145,plural,definite,Las,s,[MASK] ras,"[CLS] , [MASK] , ras , [SEP]",single-token,8.599440609474904,-1.3199806195256159,1.3199806195254544
125,125,ra,ra##s,plur,2,artificial,0.0016320784343406,plural,definite,Las,s,[MASK] ra##s,"[CLS] , [MASK] , ra , ##s , [SEP]",single-token,6.417900963337324,-0.76490441233216,0.7649044123321502
127,127,ra,ra,sing,1,default,1.7744489468896063e-06,plural,indefinite,Unas,s,[MASK] ra,"[CLS] , [MASK] , ra , [SEP]",single-token,13.242020635693796,6.354852648176611,-6.3548526481766086
129,129,ra,ras,plur,1,default,1.0801331882248633e-06,plural,indefinite,Unas,s,[MASK] ras,"[CLS] , [MASK] , ras , [SEP]",single-token,13.738426202001303,1.9571237455552737,-1.9571237455552726
131,131,ra,ra##s,plur,2,artificial,1.3242750355857424e-05,plural,indefinite,Unas,s,[MASK] ra##s,"[CLS] , [MASK] , ra , ##s , [SEP]",single-token,11.232060298223526,2.0617027041291056,-2.0617027041286025
133,133,tra,tra,sing,1,default,0.0007515075267292,plural,definite,Las,s,[MASK] tra,"[CLS] , [MASK] , tra , [SEP]",single-token,7.193429333213609,1.6530858057107745,-1.6530858057108269
135,135,tra,tras,plur,1,default,9.349580795969814e-05,plural,definite,Las,s,[MASK] tras,"[CLS] , [MASK] , tras , [SEP]",single-token,9.277593957330373,1.1364154039125598,-1.136415403912233
137,137,tra,tra##s,plur,2,artificial,0.0001218370598508,plural,definite,Las,s,[MASK] tra##s,"[CLS] , [MASK] , tra , ##s , [SEP]",single-token,9.012825980899615,1.2700643517650052,-1.2700643517649801
139,139,tra,tra,sing,1,default,3.656951321318047e-06,plural,indefinite,Unas,s,[MASK] tra,"[CLS] , [MASK] , tra , [SEP]",single-token,12.518880729982683,4.101275952569017,-4.101275952568734
141,141,tra,tras,plur,1,default,2.5896215447573923e-06,plural,indefinite,Unas,s,[MASK] tras,"[CLS] , [MASK] , tras , [SEP]",single-token,12.86399881464494,4.418390330260374,-4.418390330260202
143,143,tra,tra##s,plur,2,artificial,9.212807867697848e-07,plural,indefinite,Unas,s,[MASK] tra##s,"[CLS] , [MASK] , tra , ##s , [SEP]",single-token,13.897500975526585,3.4397925780392224,-3.4397925780392224
145,145,vo,vo,sing,1,default,0.0001870033302111,plural,definite,Los,s,[MASK] vo,"[CLS] , [MASK] , vo , [SEP]",single-token,8.584384132652456,1.746865765463717,-1.74686576546393
147,147,vo,vos,plur,1,default,0.00023213950044,plural,definite,Los,s,[MASK] vos,"[CLS] , [MASK] , vos , [SEP]",single-token,8.368172072002945,1.703881309588252,-1.7038813095886214
149,149,vo,vo##s,plur,2,artificial,0.0011014039628207,plural,definite,Los,s,[MASK] vo##s,"[CLS] , [MASK] , vo , ##s , [SEP]",single-token,6.811169583157285,0.6410260346070569,-0.641026034607109
151,151,vo,vo,sing,1,default,3.2774860301287845e-06,plural,indefinite,Unos,s,[MASK] vo,"[CLS] , [MASK] , vo , [SEP]",single-token,12.628433883673464,5.785243984869451,-5.785243984869379
153,153,vo,vos,plur,1,default,3.105747600784525e-05,plural,indefinite,Unos,s,[MASK] vos,"[CLS] , [MASK] , vos , [SEP]",single-token,10.379671005366475,3.600452414422863,-3.600452414422841
155,155,vo,vo##s,plur,2,artificial,3.223807289032265e-05,plural,indefinite,Unos,s,[MASK] vo##s,"[CLS] , [MASK] , vo , ##s , [SEP]",single-token,10.342362415985743,3.947370687931027,-3.947370687931006
157,157,dio,dio,sing,1,default,0.0056734620593488,plural,definite,Los,s,[MASK] dio,"[CLS] , [MASK] , dio , [SEP]",single-token,5.171955755100471,-0.7767886722128239,0.7767886722128303
159,159,dio,dios,plur,1,default,0.0001663094008108,plural,definite,Los,s,[MASK] dios,"[CLS] , [MASK] , dios , [SEP]",single-token,8.701660644133643,5.620529104477103,-5.6205291044774635
161,161,dio,dio##s,plur,2,artificial,0.0289714783430099,plural,definite,Los,s,[MASK] dio##s,"[CLS] , [MASK] , dio , ##s , [SEP]",single-token,3.5414434383679056,-4.254558613453949,4.2545586134540745
163,163,dio,dio,sing,1,default,9.094347660720814e-06,plural,indefinite,Unos,s,[MASK] dio,"[CLS] , [MASK] , dio , [SEP]",single-token,11.607857473610991,1.6931848922994082,-1.693184892299408
165,165,dio,dios,plur,1,default,4.812550741917221e-06,plural,indefinite,Unos,s,[MASK] dios,"[CLS] , [MASK] , dios , [SEP]",single-token,12.24428331463095,9.88208393374519,-9.88208393374519
167,167,dio,dio##s,plur,2,artificial,0.0001146170252468,plural,indefinite,Unos,s,[MASK] dio##s,"[CLS] , [MASK] , dio , ##s , [SEP]",single-token,9.073914202354548,1.0057754090392397,-1.005775409039553
169,169,pla,pla,sing,1,default,0.0004566538264043,plural,definite,Las,s,[MASK] pla,"[CLS] , [MASK] , pla , [SEP]",single-token,7.691584945568223,2.4033761832355793,-2.4033761832357015
171,171,pla,plas,plur,1,default,4.414640716277063e-05,plural,definite,Las,s,[MASK] plas,"[CLS] , [MASK] , plas , [SEP]",single-token,10.027999012192362,2.458206134224948,-2.458206134224934
173,173,pla,pla##s,plur,2,artificial,0.0008953663054853,plural,definite,Las,s,[MASK] pla##s,"[CLS] , [MASK] , pla , ##s , [SEP]",single-token,7.01827764354966,1.4661693692343851,-1.466169369234441
175,175,pla,pla,sing,1,default,4.055613771924982e-06,plural,indefinite,Unas,s,[MASK] pla,"[CLS] , [MASK] , pla , [SEP]",single-token,12.415408520093846,3.5826488838172477,-3.5826488838166677
177,177,pla,plas,plur,1,default,1.2568467582241285e-06,plural,indefinite,Unas,s,[MASK] plas,"[CLS] , [MASK] , plas , [SEP]",single-token,13.586904546508542,3.0565661808709557,-3.056566180870954
179,179,pla,pla##s,plur,2,artificial,2.420602140773553e-05,plural,indefinite,Unas,s,[MASK] pla##s,"[CLS] , [MASK] , pla , ##s , [SEP]",single-token,10.628909137250355,2.627639755730703,-2.6276397557307005
181,181,bla,bla,sing,1,default,5.32937265234068e-05,plural,definite,Las,s,[MASK] bla,"[CLS] , [MASK] , bla , [SEP]",single-token,9.839691934969212,2.4438389776259672,-2.4438389776259273
183,183,bla,blas,plur,1,default,0.0001781985047273,plural,definite,Las,s,[MASK] blas,"[CLS] , [MASK] , blas , [SEP]",single-token,8.632612433942938,2.0209312104513284,-2.0209312104514523
185,185,bla,bla##s,plur,2,artificial,0.0001588022132636,plural,definite,Las,s,[MASK] bla##s,"[CLS] , [MASK] , bla , ##s , [SEP]",single-token,8.747851071819536,0.024200420192197925,-0.024200420192296984
187,187,bla,bla,sing,1,default,4.448867230166798e-07,plural,indefinite,Unas,s,[MASK] bla,"[CLS] , [MASK] , bla , [SEP]",single-token,14.625446142203495,3.342124929261601,-3.3421249292616024
189,189,bla,blas,plur,1,default,2.049246404567384e-06,plural,indefinite,Unas,s,[MASK] blas,"[CLS] , [MASK] , blas , [SEP]",single-token,13.098038439926274,3.707830519581318,-3.707830519581317
191,191,bla,bla##s,plur,2,artificial,8.927906378630723e-07,plural,indefinite,Unas,s,[MASK] bla##s,"[CLS] , [MASK] , bla , ##s , [SEP]",single-token,13.928913731638826,2.224998409535969,-2.224998409535969
193,193,vea,vea,sing,1,default,0.0005052326596342,plural,definite,Las,s,[MASK] vea,"[CLS] , [MASK] , vea , [SEP]",single-token,7.590491522637234,1.261864638547566,-1.2618646385475332
195,195,vea,veas,plur,1,default,0.0018628328107297,plural,definite,Las,s,[MASK] veas,"[CLS] , [MASK] , veas , [SEP]",single-token,6.28565693334908,0.7180041350378623,-0.7180041350378673
197,197,vea,vea##s,plur,2,artificial,0.0017987987957894,plural,definite,Las,s,[MASK] vea##s,"[CLS] , [MASK] , vea , ##s , [SEP]",single-token,6.320636172520092,-0.10849474225951994,0.10849474225953563
199,199,vea,vea,sing,1,default,2.076694272545865e-06,plural,indefinite,Unas,s,[MASK] vea,"[CLS] , [MASK] , vea , [SEP]",single-token,13.084733220560608,2.7445888388268393,-2.744588838826842
201,201,vea,veas,plur,1,default,3.02098351312452e-06,plural,indefinite,Unas,s,[MASK] veas,"[CLS] , [MASK] , veas , [SEP]",single-token,12.70992811299783,2.577384924843578,-2.577384924843575
203,203,vea,vea##s,plur,2,artificial,3.44715008395724e-05,plural,indefinite,Unas,s,[MASK] vea##s,"[CLS] , [MASK] , vea , ##s , [SEP]",single-token,10.27537763792579,1.3810577050028527,-1.3810577050025787
205,205,gro,gro,sing,1,default,8.987342152977362e-05,plural,definite,Los,s,[MASK] gro,"[CLS] , [MASK] , gro , [SEP]",single-token,9.317108305028352,2.8903283905423,-2.8903283905422947
207,207,gro,gros,plur,1,default,0.000300210667774,plural,definite,Los,s,[MASK] gros,"[CLS] , [MASK] , gros , [SEP]",single-token,8.11102610383972,3.9878572737377924,-3.9878572737380567
209,209,gro,gro##s,plur,2,artificial,0.0019946114625781,plural,definite,Los,s,[MASK] gro##s,"[CLS] , [MASK] , gro , ##s , [SEP]",single-token,6.217306003207556,-0.10774521587173425,0.10774521587171906
211,211,gro,gro,sing,1,default,1.00565557659138e-06,plural,indefinite,Unos,s,[MASK] gro,"[CLS] , [MASK] , gro , [SEP]",single-token,13.809870914101898,5.338136252423595,-5.338136252423185
213,213,gro,gros,plur,1,default,7.278902103280416e-06,plural,indefinite,Unos,s,[MASK] gros,"[CLS] , [MASK] , gros , [SEP]",single-token,11.830530517117603,5.518240062314482,-5.518240062314462
215,215,gro,gro##s,plur,2,artificial,1.2185705600131769e-05,plural,indefinite,Unos,s,[MASK] gro##s,"[CLS] , [MASK] , gro , ##s , [SEP]",single-token,11.315246965289823,3.1699353016467207,-3.169935301646445
217,217,ba,ba,sing,1,default,0.0001390896068187,plural,definite,Las,s,[MASK] ba,"[CLS] , [MASK] , ba , [SEP]",single-token,8.880392179161058,3.4653468403265393,-3.465346840326833
219,219,ba,bas,plur,1,default,8.065780275501311e-05,plural,definite,Las,s,[MASK] bas,"[CLS] , [MASK] , bas , [SEP]",single-token,9.425295009715615,2.4309219451435604,-2.430921945143536
221,221,ba,ba##s,plur,2,artificial,0.0005991553771309,plural,definite,Las,s,[MASK] ba##s,"[CLS] , [MASK] , ba , ##s , [SEP]",single-token,7.419989599277079,1.5614013600939325,-1.5614013600940062
223,223,ba,ba,sing,1,default,1.818124815144984e-06,plural,indefinite,Unas,s,[MASK] ba,"[CLS] , [MASK] , ba , [SEP]",single-token,13.217704909370386,4.488133519120053,-4.488133519119885
225,225,ba,bas,plur,1,default,3.640335251020588e-07,plural,indefinite,Unas,s,[MASK] bas,"[CLS] , [MASK] , bas , [SEP]",single-token,14.82601987162206,4.2635974649558985,-4.263597464955898
227,227,ba,ba##s,plur,2,artificial,5.824928848596755e-06,plural,indefinite,Unas,s,[MASK] ba##s,"[CLS] , [MASK] , ba , ##s , [SEP]",single-token,12.053363773420289,2.976214450738455,-2.976214450738155
229,229,rea,rea,sing,1,default,0.0001938325585797,plural,definite,Las,s,[MASK] rea,"[CLS] , [MASK] , rea , [SEP]",single-token,8.548515871690718,2.8220925846207967,-2.822092584621011
231,231,rea,reas,plur,1,default,0.0037453128024935,plural,definite,Las,s,[MASK] reas,"[CLS] , [MASK] , reas , [SEP]",single-token,5.587250140135564,-2.886805560357648,2.8868055603580904
233,233,rea,rea##s,plur,2,artificial,0.0003234791802242,plural,definite,Las,s,[MASK] rea##s,"[CLS] , [MASK] , rea , ##s , [SEP]",single-token,8.036375803979261,-0.5191106648209143,0.5191106648209121
235,235,rea,rea,sing,1,default,1.878726379800355e-06,plural,indefinite,Unas,s,[MASK] rea,"[CLS] , [MASK] , rea , [SEP]",single-token,13.18491646825348,4.4970211953076,-4.497021195307271
237,237,rea,reas,plur,1,default,1.1356831237208098e-05,plural,indefinite,Unas,s,[MASK] reas,"[CLS] , [MASK] , reas , [SEP]",single-token,11.385691123968986,-0.13712209400677366,0.1371220940067736
239,239,rea,rea##s,plur,2,artificial,3.719291953530046e-06,plural,indefinite,Unas,s,[MASK] rea##s,"[CLS] , [MASK] , rea , ##s , [SEP]",single-token,12.501977242867806,1.3936128389134623,-1.3936128389134617
241,241,so,so,sing,1,default,0.0005322167999111,plural,definite,Los,s,[MASK] so,"[CLS] , [MASK] , so , [SEP]",single-token,7.538459633005885,3.0727606144532222,-3.0727606144532387
243,243,so,sos,plur,1,default,0.0185053627938032,plural,definite,Los,s,[MASK] sos,"[CLS] , [MASK] , sos , [SEP]",single-token,3.989694708159044,-2.858546757456883,2.8585467574569083
245,245,so,so##s,plur,2,artificial,0.0040816636756062,plural,definite,Los,s,[MASK] so##s,"[CLS] , [MASK] , so , ##s , [SEP]",single-token,5.50125061005008,-1.8093628371155992,1.809362837115673
247,247,so,so,sing,1,default,3.844788807327859e-06,plural,indefinite,Unos,s,[MASK] so,"[CLS] , [MASK] , so , [SEP]",single-token,12.468791883087915,5.933579002457856,-5.933579002457816
249,249,so,sos,plur,1,default,0.0001202037383336,plural,indefinite,Unos,s,[MASK] sos,"[CLS] , [MASK] , sos , [SEP]",single-token,9.026322435401225,0.21807802012276944,-0.21807802012301022
251,251,so,so##s,plur,2,artificial,2.6411873477627523e-05,plural,indefinite,Unos,s,[MASK] so##s,"[CLS] , [MASK] , so , ##s , [SEP]",single-token,10.541696895980106,2.2774986777972774,-2.277498677797066
253,253,bra,bra,sing,1,default,0.0002540211135055,plural,definite,Las,s,[MASK] bra,"[CLS] , [MASK] , bra , [SEP]",single-token,8.278093170362604,2.6426038768618776,-2.6426038768622147
255,255,bra,bras,plur,1,default,0.0033651425037533,plural,definite,Las,s,[MASK] bras,"[CLS] , [MASK] , bras , [SEP]",single-token,5.694284967969857,-1.3447456957042894,1.3447456957043198
257,257,bra,bra##s,plur,2,artificial,0.0007510022842325,plural,definite,Las,s,[MASK] bra##s,"[CLS] , [MASK] , bra , ##s , [SEP]",single-token,7.194101864616846,-0.910707057090419,0.9107070570906931
259,259,bra,bra,sing,1,default,1.7950054598259158e-06,plural,indefinite,Unas,s,[MASK] bra,"[CLS] , [MASK] , bra , [SEP]",single-token,13.230502494342913,4.472476126033483,-4.472476126032854
261,261,bra,bras,plur,1,default,1.003459055937128e-05,plural,indefinite,Unas,s,[MASK] bras,"[CLS] , [MASK] , bras , [SEP]",single-token,11.509472377806834,0.5412196992197806,-0.5412196992197804
263,263,bra,bra##s,plur,2,artificial,7.117343557183631e-06,plural,indefinite,Unas,s,[MASK] bra##s,"[CLS] , [MASK] , bra , ##s , [SEP]",single-token,11.852975998059158,1.3109255291548774,-1.3109255291548791
265,265,gra,gra,sing,1,default,9.750299068400636e-05,plural,definite,Las,s,[MASK] gra,"[CLS] , [MASK] , gra , [SEP]",single-token,9.235627506748784,2.790076299344089,-2.7900762993440624
267,267,gra,gras,plur,1,default,3.3336877095280215e-05,plural,definite,Las,s,[MASK] gras,"[CLS] , [MASK] , gras , [SEP]",single-token,10.308846353436698,3.5220775438161924,-3.5220775438161795
