,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
43,43,empresario,empresario,sing,1,default,2.543488264450389e-08,plural,plural,grandes,s,El empresario [MASK],"[CLS] , El , empresario , [MASK] , [SEP]",single-token,17.487144272619663,4.983448066056665,-4.983448066056663
45,45,empresario,empresarios,plur,1,default,2.008168621614459e-06,plural,plural,grandes,s,Los empresarios [MASK],"[CLS] , Los , empresarios , [MASK] , [SEP]",single-token,13.118287384752888,-5.604777383495042,5.604777383495043
47,47,empresario,empresario##s,plur,2,artificial,5.134957064001355e-06,plural,plural,grandes,s,Los empresario##s [MASK],"[CLS] , Los , empresario , ##s , [MASK] , [SEP]",single-token,12.179439076059536,-5.501186326289213,5.501186326289213
49,49,sindicato,sindicato,sing,1,default,4.585082820085518e-07,plural,plural,grandes,s,El sindicato [MASK],"[CLS] , El , sindicato , [MASK] , [SEP]",single-token,14.595287482144652,4.296467769369649,-4.296467769369649
51,51,sindicato,sindicatos,plur,1,default,6.977665179874748e-05,plural,plural,grandes,s,Los sindicatos [MASK],"[CLS] , Los , sindicatos , [MASK] , [SEP]",single-token,9.570211105604644,-6.3051977493314855,6.305197749331484
53,53,sindicato,sindicato##s,plur,2,artificial,4.52736385341268e-05,plural,plural,grandes,s,Los sindicato##s [MASK],"[CLS] , Los , sindicato , ##s , [MASK] , [SEP]",single-token,10.002785625676715,-5.557489357446261,5.55748935744626
55,55,mes,mes,sing,1,default,3.3586619707648424e-08,plural,plural,grandes,es,El mes [MASK],"[CLS] , El , mes , [MASK] , [SEP]",single-token,17.209138072275735,5.50567533588462,-5.505675335884621
57,57,mes,meses,plur,1,default,4.381845792522654e-05,plural,plural,grandes,es,Los meses [MASK],"[CLS] , Los , meses , [MASK] , [SEP]",single-token,10.03545541553378,-4.142804207133425,4.142804207133425
59,59,mes,mes##es,plur,2,artificial,2.3731712644803334e-05,plural,plural,grandes,es,Los mes##es [MASK],"[CLS] , Los , mes , ##es , [MASK] , [SEP]",single-token,10.64869831798421,-4.403429080069786,4.403429080069789
61,61,comarca,comarca,sing,1,default,1.0306953868166603e-07,plural,plural,grandes,s,La comarca [MASK],"[CLS] , La , comarca , [MASK] , [SEP]",single-token,16.08786194368471,5.4159373528526835,-5.415937352852684
63,63,comarca,comarcas,plur,1,default,9.197634426527657e-06,plural,plural,grandes,s,Las comarcas [MASK],"[CLS] , Las , comarcas , [MASK] , [SEP]",single-token,11.596564234523578,-5.888400980435813,5.888400980435813
65,65,comarca,comarca##s,plur,2,artificial,7.733066013315693e-06,plural,plural,grandes,s,Las comarca##s [MASK],"[CLS] , Las , comarca , ##s , [MASK] , [SEP]",single-token,11.770005135801242,-6.293327338038452,6.293327338038454
67,67,provincia,provincia,sing,1,default,2.889377128667548e-07,plural,plural,grandes,s,La provincia [MASK],"[CLS] , La , provincia , [MASK] , [SEP]",single-token,15.057054698475747,3.597672528650035,-3.597672528650035
69,69,provincia,provincias,plur,1,default,1.700810571492184e-05,plural,plural,grandes,s,Las provincias [MASK],"[CLS] , Las , provincias , [MASK] , [SEP]",single-token,10.981820520784172,-5.38343049894204,5.383430498942041
71,71,provincia,provincia##s,plur,2,artificial,3.068874866585247e-05,plural,plural,grandes,s,Las provincia##s [MASK],"[CLS] , Las , provincia , ##s , [MASK] , [SEP]",single-token,10.391614463515058,-5.9634227619881415,5.963422761988141
73,73,extranjero,extranjero,sing,1,default,2.770969160792447e-07,plural,plural,grandes,s,El extranjero [MASK],"[CLS] , El , extranjero , [MASK] , [SEP]",single-token,15.098898514409548,3.8894081179441446,-3.889408117944143
75,75,extranjero,extranjeros,plur,1,default,6.149547061795602e-06,plural,plural,grandes,s,Los extranjeros [MASK],"[CLS] , Los , extranjeros , [MASK] , [SEP]",single-token,11.99913212734655,-5.121276866345196,5.121276866345196
77,77,extranjero,extranjero##s,plur,2,artificial,1.3589393347501756e-05,plural,plural,grandes,s,Los extranjero##s [MASK],"[CLS] , Los , extranjero , ##s , [MASK] , [SEP]",single-token,11.206220970422194,-4.905966726195238,4.905966726195238
79,79,persona,persona,sing,1,default,2.5544997228621472e-08,plural,plural,grandes,s,La persona [MASK],"[CLS] , La , persona , [MASK] , [SEP]",single-token,17.482824342653714,7.061677976034225,-7.061677976034226
81,81,persona,personas,plur,1,default,2.713189132919069e-05,plural,plural,grandes,s,Las personas [MASK],"[CLS] , Las , personas , [MASK] , [SEP]",single-token,10.514800720151962,-5.948625603577261,5.948625603577259
83,83,persona,persona##s,plur,2,artificial,1.318760132562602e-05,plural,plural,grandes,s,Las persona##s [MASK],"[CLS] , Las , persona , ##s , [MASK] , [SEP]",single-token,11.236233463297712,-5.683655769563259,5.683655769563257
85,85,accidente,accidente,sing,1,default,5.73119720570503e-08,plural,plural,grandes,s,El accidente [MASK],"[CLS] , El , accidente , [MASK] , [SEP]",single-token,16.674756298626676,5.697859730931311,-5.697859730931311
87,87,accidente,accidentes,plur,1,default,6.866114290460246e-06,plural,plural,grandes,s,Los accidentes [MASK],"[CLS] , Los , accidentes , [MASK] , [SEP]",single-token,11.888912217209429,-5.419181836402709,5.41918183640271
89,89,accidente,accidente##s,plur,2,artificial,2.0166313333902508e-05,plural,plural,grandes,s,Los accidente##s [MASK],"[CLS] , Los , accidente , ##s , [MASK] , [SEP]",single-token,10.81149700238201,-5.506089256905797,5.506089256905797
91,91,riesgo,riesgo,sing,1,default,2.040500923783384e-08,plural,plural,grandes,s,El riesgo [MASK],"[CLS] , El , riesgo , [MASK] , [SEP]",single-token,17.707485415364715,5.753655487532312,-5.75365548753231
93,93,riesgo,riesgos,plur,1,default,1.106486888602376e-05,plural,plural,grandes,s,Los riesgos [MASK],"[CLS] , Los , riesgos , [MASK] , [SEP]",single-token,11.411735433964475,-6.082845685087696,6.082845685087696
95,95,riesgo,riesgo##s,plur,2,artificial,6.2922490542405285e-06,plural,plural,grandes,s,Los riesgo##s [MASK],"[CLS] , Los , riesgo , ##s , [MASK] , [SEP]",single-token,11.97619199086876,-5.925517045600721,5.925517045600721
97,97,empresa,empresa,sing,1,default,9.26631287256896e-08,plural,plural,grandes,s,La empresa [MASK],"[CLS] , La , empresa , [MASK] , [SEP]",single-token,16.194295191871905,3.4637708835816525,-3.4637708835816543
99,99,empresa,empresas,plur,1,default,1.109748973249225e-05,plural,plural,grandes,s,Las empresas [MASK],"[CLS] , Las , empresas , [MASK] , [SEP]",single-token,11.408791625447728,-5.524577149272565,5.524577149272564
101,101,empresa,empresa##s,plur,2,artificial,4.971159069100395e-05,plural,plural,grandes,s,Las empresa##s [MASK],"[CLS] , Las , empresa , ##s , [MASK] , [SEP]",single-token,9.909272438952968,-5.311905868293252,5.311905868293252
103,103,cambio,cambio,sing,1,default,2.572179198523372e-07,plural,plural,grandes,s,El cambio [MASK],"[CLS] , El , cambio , [MASK] , [SEP]",single-token,15.173342174178192,5.362712916945444,-5.362712916945446
105,105,cambio,cambios,plur,1,default,0.0003267482970841,plural,plural,grandes,s,Los cambios [MASK],"[CLS] , Los , cambios , [MASK] , [SEP]",single-token,8.026320417151801,-6.781384855106175,6.781384855106104
107,107,cambio,cambio##s,plur,2,artificial,0.0001233029033755,plural,plural,grandes,s,Los cambio##s [MASK],"[CLS] , Los , cambio , ##s , [MASK] , [SEP]",single-token,9.000866600823938,-6.303627003977466,6.303627003976748
109,109,premio,premio,sing,1,default,2.075722562722149e-07,plural,plural,grandes,s,El premio [MASK],"[CLS] , El , premio , [MASK] , [SEP]",single-token,15.387786334892589,3.9727506098808654,-3.9727506098808654
111,111,premio,premios,plur,1,default,7.889980042818934e-05,plural,plural,grandes,s,Los premios [MASK],"[CLS] , Los , premios , [MASK] , [SEP]",single-token,9.447331859542905,-6.768104519737234,6.768104519737237
113,113,premio,premio##s,plur,2,artificial,4.823519702767953e-05,plural,plural,grandes,s,Los premio##s [MASK],"[CLS] , Los , premio , ##s , [MASK] , [SEP]",single-token,9.939421574605008,-6.469106661366597,6.469106661366599
115,115,proyecto,proyecto,sing,1,default,1.3165301737672053e-08,plural,plural,grandes,s,El proyecto [MASK],"[CLS] , El , proyecto , [MASK] , [SEP]",single-token,18.145681124574345,5.7600155113635445,-5.760015511363546
117,117,proyecto,proyectos,plur,1,default,2.0683462935267016e-05,plural,plural,grandes,s,Los proyectos [MASK],"[CLS] , Los , proyectos , [MASK] , [SEP]",single-token,10.786176068993324,-7.2304945493693396,7.23049454936934
119,119,proyecto,proyecto##s,plur,2,artificial,1.0091873264173046e-05,plural,plural,grandes,s,Los proyecto##s [MASK],"[CLS] , Los , proyecto , ##s , [MASK] , [SEP]",single-token,11.503780085312965,-7.21760276893939,7.217602768939391
121,121,abogado,abogado,sing,1,default,2.2608347194363887e-08,plural,plural,grandes,s,El abogado [MASK],"[CLS] , El , abogado , [MASK] , [SEP]",single-token,17.604946653975844,4.280592947249092,-4.280592947249092
123,123,abogado,abogados,plur,1,default,1.87239347724244e-05,plural,plural,grandes,s,Los abogados [MASK],"[CLS] , Los , abogados , [MASK] , [SEP]",single-token,10.88570791816719,-6.059375681996643,6.059375681996645
125,125,abogado,abogado##s,plur,2,artificial,3.99615200876724e-05,plural,plural,grandes,s,Los abogado##s [MASK],"[CLS] , Los , abogado , ##s , [MASK] , [SEP]",single-token,10.12759356467539,-6.66781423016457,6.667814230164569
127,127,gobierno,gobierno,sing,1,default,4.835709432882141e-08,plural,plural,grandes,s,El gobierno [MASK],"[CLS] , El , gobierno , [MASK] , [SEP]",single-token,16.844652897189782,4.879792232716435,-4.879792232716434
129,129,gobierno,gobiernos,plur,1,default,0.0001152988479589,plural,plural,grandes,s,Los gobiernos [MASK],"[CLS] , Los , gobiernos , [MASK] , [SEP]",single-token,9.067983122422516,-7.225705991059327,7.2257059910592325
131,131,gobierno,gobierno##s,plur,2,artificial,0.0001224534789798,plural,plural,grandes,s,Los gobierno##s [MASK],"[CLS] , Los , gobierno , ##s , [MASK] , [SEP]",single-token,9.007779363537452,-6.409881670454366,6.409881670453728
133,133,estado,estado,sing,1,default,8.893483141036995e-07,plural,plural,grandes,s,El estado [MASK],"[CLS] , El , estado , [MASK] , [SEP]",single-token,13.93277687377669,4.306626235668311,-4.30662623566831
135,135,estado,estados,plur,1,default,0.0003019783471245,plural,plural,grandes,s,Los estados [MASK],"[CLS] , Los , estados , [MASK] , [SEP]",single-token,8.105155241422988,-6.312086047734535,6.312086047734431
137,137,estado,estado##s,plur,2,artificial,4.8059231630759314e-05,plural,plural,grandes,s,Los estado##s [MASK],"[CLS] , Los , estado , ##s , [MASK] , [SEP]",single-token,9.943076315491636,-6.535501417176677,6.535501417176677
139,139,propuesta,propuesta,sing,1,default,1.885019251801623e-09,plural,plural,grandes,s,La propuesta [MASK],"[CLS] , La , propuesta , [MASK] , [SEP]",single-token,20.08932780294123,6.918426526535793,-6.918426526535794
141,141,propuesta,propuestas,plur,1,default,1.3205806226324055e-06,plural,plural,grandes,s,Las propuestas [MASK],"[CLS] , Las , propuestas , [MASK] , [SEP]",single-token,13.537439052447912,-6.195465105241208,6.195465105241209
143,143,propuesta,propuesta##s,plur,2,artificial,3.3760170481400564e-06,plural,plural,grandes,s,Las propuesta##s [MASK],"[CLS] , Las , propuesta , ##s , [MASK] , [SEP]",single-token,12.598813931438794,-6.708862237350164,6.708862237350168
145,145,compañía,compañía,sing,1,default,6.740199864907481e-07,plural,plural,grandes,s,La compañía [MASK],"[CLS] , La , compañía , [MASK] , [SEP]",single-token,14.210006072926658,2.8011656011096857,-2.8011656011096853
147,147,compañía,compañías,plur,1,default,0.0004026843234896,plural,plural,grandes,s,Las compañías [MASK],"[CLS] , Las , compañías , [MASK] , [SEP]",single-token,7.817357619373003,-6.585192212527409,6.585192212527246
149,149,compañía,compañía##s,plur,2,artificial,0.0004104326653759,plural,plural,grandes,s,Las compañía##s [MASK],"[CLS] , Las , compañía , ##s , [MASK] , [SEP]",single-token,7.798298673279064,-5.357585389792581,5.357585389792353
151,151,sistema,sistema,sing,1,default,4.627378018540185e-07,plural,plural,grandes,s,El sistema [MASK],"[CLS] , El , sistema , [MASK] , [SEP]",single-token,14.586105245961214,3.3854073890635252,-3.3854073890635266
153,153,sistema,sistemas,plur,1,default,4.316227568779141e-05,plural,plural,grandes,s,Los sistemas [MASK],"[CLS] , Los , sistemas , [MASK] , [SEP]",single-token,10.05054369218512,-7.933272344264392,7.933272344264389
155,155,sistema,sistema##s,plur,2,artificial,0.0001788839581422,plural,plural,grandes,s,Los sistema##s [MASK],"[CLS] , Los , sistema , ##s , [MASK] , [SEP]",single-token,8.62877324088182,-7.5959835869476215,7.595983586947336
157,157,ordenador,ordenador,sing,1,default,2.3131468651627077e-07,plural,plural,grandes,es,El ordenador [MASK],"[CLS] , El , ordenador , [MASK] , [SEP]",single-token,15.279486774193987,4.801770175922467,-4.801770175922466
159,159,ordenador,ordenadores,plur,1,default,3.752123666345142e-05,plural,plural,grandes,es,Los ordenadores [MASK],"[CLS] , Los , ordenadores , [MASK] , [SEP]",single-token,10.190603474256111,-6.474026598844578,6.474026598844577
161,161,ordenador,ordenador##es,plur,2,artificial,2.3404094463330694e-05,plural,plural,grandes,es,Los ordenador##es [MASK],"[CLS] , Los , ordenador , ##es , [MASK] , [SEP]",single-token,10.662599573841906,-6.126451521934008,6.12645152193401
163,163,práctica,práctica,sing,1,default,5.809642544818416e-09,plural,plural,grandes,s,La práctica [MASK],"[CLS] , La , práctica , [MASK] , [SEP]",single-token,18.96374679210292,5.240560541485548,-5.240560541485545
165,165,práctica,prácticas,plur,1,default,1.2484545095503563e-06,plural,plural,grandes,s,Las prácticas [MASK],"[CLS] , Las , prácticas , [MASK] , [SEP]",single-token,13.593604163973408,-7.687549588416717,7.687549588416717
167,167,práctica,práctica##s,plur,2,artificial,6.834363830421353e-06,plural,plural,grandes,s,Las práctica##s [MASK],"[CLS] , Las , práctica , ##s , [MASK] , [SEP]",single-token,11.893547167405965,-6.484492318335304,6.484492318335303
169,169,medida,medida,sing,1,default,2.5447954854485036e-08,plural,plural,grandes,s,La medida [MASK],"[CLS] , La , medida , [MASK] , [SEP]",single-token,17.486630456531124,6.683655696917761,-6.68365569691776
171,171,medida,medidas,plur,1,default,1.3247347396827536e-06,plural,plural,grandes,s,Las medidas [MASK],"[CLS] , Las , medidas , [MASK] , [SEP]",single-token,13.534298315033922,-6.064613377205433,6.064613377205434
173,173,medida,medida##s,plur,2,artificial,1.3834988749295007e-05,plural,plural,grandes,s,Las medida##s [MASK],"[CLS] , Las , medida , ##s , [MASK] , [SEP]",single-token,11.188309757931714,-5.393487865398447,5.393487865398445
175,175,programa,programa,sing,1,default,3.5394215558426374e-08,plural,plural,grandes,s,El programa [MASK],"[CLS] , El , programa , [MASK] , [SEP]",single-token,17.156717432462635,4.837041021886471,-4.837041021886468
177,177,programa,programas,plur,1,default,4.851624453294789e-06,plural,plural,grandes,s,Los programas [MASK],"[CLS] , Los , programas , [MASK] , [SEP]",single-token,12.2361969702707,-5.996857667770911,5.99685766777091
179,179,programa,programa##s,plur,2,artificial,3.064234624616802e-05,plural,plural,grandes,s,Los programa##s [MASK],"[CLS] , Los , programa , ##s , [MASK] , [SEP]",single-token,10.39312764140973,-6.403701883900144,6.403701883900142
181,181,fabricante,fabricante,sing,1,default,1.9442781251655106e-07,plural,plural,grandes,s,El fabricante [MASK],"[CLS] , El , fabricante , [MASK] , [SEP]",single-token,15.453204886652616,3.7094573857731685,-3.7094573857731694
183,183,fabricante,fabricantes,plur,1,default,6.91429668222554e-05,plural,plural,grandes,s,Los fabricantes [MASK],"[CLS] , Los , fabricantes , [MASK] , [SEP]",single-token,9.579334214031926,-6.163348170920582,6.163348170920583
185,185,fabricante,fabricante##s,plur,2,artificial,8.107416942948475e-05,plural,plural,grandes,s,Los fabricante##s [MASK],"[CLS] , Los , fabricante , ##s , [MASK] , [SEP]",single-token,9.420146150294723,-5.914264191222832,5.914264191222833
187,187,consumidor,consumidor,sing,1,default,4.963849331574011e-10,plural,plural,grandes,es,El consumidor [MASK],"[CLS] , El , consumidor , [MASK] , [SEP]",single-token,21.423669415279925,6.067085288156985,-6.067085288156983
189,189,consumidor,consumidores,plur,1,default,5.170238068785693e-07,plural,plural,grandes,es,Los consumidores [MASK],"[CLS] , Los , consumidores , [MASK] , [SEP]",single-token,14.47517691537714,-3.575721746091979,3.575721746091974
191,191,consumidor,consumidor##es,plur,2,artificial,1.9453835875538061e-07,plural,plural,grandes,es,Los consumidor##es [MASK],"[CLS] , Los , consumidor , ##es , [MASK] , [SEP]",single-token,15.45263647608136,-4.484640160925466,4.484640160925462
193,193,recurso,recurso,sing,1,default,2.932369458363837e-09,plural,plural,grandes,s,El recurso [MASK],"[CLS] , El , recurso , [MASK] , [SEP]",single-token,19.647455051868715,6.714089360083539,-6.7140893600835385
195,195,recurso,recursos,plur,1,default,2.725415015447652e-06,plural,plural,grandes,s,Los recursos [MASK],"[CLS] , Los , recursos , [MASK] , [SEP]",single-token,12.812889842198574,-5.913044014505667,5.9130440145056635
197,197,recurso,recurso##s,plur,2,artificial,1.2764311350110802e-06,plural,plural,grandes,s,Los recurso##s [MASK],"[CLS] , Los , recurso , ##s , [MASK] , [SEP]",single-token,13.571442550007577,-5.589129508745087,5.589129508745088
199,199,tribunal,tribunal,sing,1,default,6.47289084554359e-08,plural,plural,grandes,es,El tribunal [MASK],"[CLS] , El , tribunal , [MASK] , [SEP]",single-token,16.553057927570944,5.574829972770335,-5.574829972770335
201,201,tribunal,tribunales,plur,1,default,1.5439234630321153e-05,plural,plural,grandes,es,Los tribunales [MASK],"[CLS] , Los , tribunales , [MASK] , [SEP]",single-token,11.07859858517136,-5.76903723500196,5.769037235001958
203,203,tribunal,tribunal##es,plur,2,artificial,1.6436459191027097e-05,plural,plural,grandes,es,Los tribunal##es [MASK],"[CLS] , Los , tribunal , ##es , [MASK] , [SEP]",single-token,11.016008569208092,-5.54529376326999,5.545293763269987
205,205,caso,caso,sing,1,default,1.2713179842194222e-07,plural,plural,grandes,s,El caso [MASK],"[CLS] , El , caso , [MASK] , [SEP]",single-token,15.878041505762232,6.109626753258006,-6.109626753258005
207,207,caso,casos,plur,1,default,3.3956261177081615e-05,plural,plural,grandes,s,Los casos [MASK],"[CLS] , Los , casos , [MASK] , [SEP]",single-token,10.290437297485385,-5.511515683895439,5.511515683895441
209,209,caso,caso##s,plur,2,artificial,4.999899829272181e-05,plural,plural,grandes,s,Los caso##s [MASK],"[CLS] , Los , caso , ##s , [MASK] , [SEP]",single-token,9.90350758688238,-5.664200805994756,5.664200805994758
211,211,amenaza,amenaza,sing,1,default,1.3150024358310477e-07,plural,plural,grandes,s,La amenaza [MASK],"[CLS] , La , amenaza , [MASK] , [SEP]",single-token,15.844257132987304,5.940196918904638,-5.940196918904641
213,213,amenaza,amenazas,plur,1,default,3.392749931663275e-05,plural,plural,grandes,s,Las amenazas [MASK],"[CLS] , Las , amenazas , [MASK] , [SEP]",single-token,10.291284683132872,-6.010148038691252,6.010148038691253
215,215,amenaza,amenaza##s,plur,2,artificial,1.6106445400509983e-05,plural,plural,grandes,s,Las amenaza##s [MASK],"[CLS] , Las , amenaza , ##s , [MASK] , [SEP]",single-token,11.036291030651304,-6.092292834573092,6.092292834573091
217,217,noticia,noticia,sing,1,default,7.804675874467648e-07,plural,plural,grandes,s,La noticia [MASK],"[CLS] , La , noticia , [MASK] , [SEP]",single-token,14.063372625788192,6.171799684106096,-6.171799684106019
219,219,noticia,noticias,plur,1,default,0.0001118703075917,plural,plural,grandes,s,Las noticias [MASK],"[CLS] , Las , noticias , [MASK] , [SEP]",single-token,9.098170325562922,-5.256439302687474,5.256439302687084
221,221,noticia,noticia##s,plur,2,artificial,5.8311576140113175e-05,plural,plural,grandes,s,Las noticia##s [MASK],"[CLS] , Las , noticia , ##s , [MASK] , [SEP]",single-token,9.749709922738584,-5.271543463248673,5.2715434632486735
223,223,diario,diario,sing,1,default,1.0626750963638187e-06,plural,plural,grandes,s,El diario [MASK],"[CLS] , El , diario , [MASK] , [SEP]",single-token,13.754721153147592,6.313753056553361,-6.313753056553198
225,225,diario,diarios,plur,1,default,0.0017383858794346,plural,plural,grandes,s,Los diarios [MASK],"[CLS] , Los , diarios , [MASK] , [SEP]",single-token,6.354798251791673,-5.912061637585932,5.912061637585906
227,227,diario,diario##s,plur,2,artificial,0.0004330749216023,plural,plural,grandes,s,Los diario##s [MASK],"[CLS] , Los , diario , ##s , [MASK] , [SEP]",single-token,7.744599815824782,-5.806274006944583,5.806274006944389
229,229,peligro,peligro,sing,1,default,1.0361262070546219e-07,plural,plural,grandes,s,El peligro [MASK],"[CLS] , El , peligro , [MASK] , [SEP]",single-token,16.08260669305937,5.1540202620450675,-5.154020262045066
231,231,peligro,peligros,plur,1,default,3.073342304560356e-05,plural,plural,grandes,s,Los peligros [MASK],"[CLS] , Los , peligros , [MASK] , [SEP]",single-token,10.39015979701975,-5.573090604555645,5.573090604555646
233,233,peligro,peligro##s,plur,2,artificial,1.2750197129207663e-05,plural,plural,grandes,s,Los peligro##s [MASK],"[CLS] , Los , peligro , ##s , [MASK] , [SEP]",single-token,11.269963825365034,-5.539366763946637,5.539366763946635
235,235,fondo,fondo,sing,1,default,4.245562479354703e-07,plural,plural,grandes,s,El fondo [MASK],"[CLS] , El , fondo , [MASK] , [SEP]",single-token,14.6722213360024,5.9776783737310275,-5.977678373730772
237,237,fondo,fondos,plur,1,default,3.300232856418006e-05,plural,plural,grandes,s,Los fondos [MASK],"[CLS] , Los , fondos , [MASK] , [SEP]",single-token,10.318932436436302,-6.196384455731927,6.196384455731928
239,239,fondo,fondo##s,plur,2,artificial,3.545939034665935e-05,plural,plural,grandes,s,Los fondo##s [MASK],"[CLS] , Los , fondo , ##s , [MASK] , [SEP]",single-token,10.247122450171611,-5.239668838184725,5.239668838184723
241,241,bolsa,bolsa,sing,1,default,4.184887529845583e-07,plural,plural,grandes,s,La bolsa [MASK],"[CLS] , La , bolsa , [MASK] , [SEP]",single-token,14.686615821966878,5.840966194704473,-5.840966194703947
243,243,bolsa,bolsas,plur,1,default,3.172692595398985e-05,plural,plural,grandes,s,Las bolsas [MASK],"[CLS] , Las , bolsas , [MASK] , [SEP]",single-token,10.358344838436889,-5.791977856933876,5.791977856933877
245,245,bolsa,bolsa##s,plur,2,artificial,2.4520431907149032e-05,plural,plural,grandes,s,Las bolsa##s [MASK],"[CLS] , Las , bolsa , ##s , [MASK] , [SEP]",single-token,10.616003832567342,-5.223978022781029,5.223978022781031
247,247,modelo,modelo,sing,1,default,6.739038838077249e-08,plural,plural,grandes,s,El modelo [MASK],"[CLS] , El , modelo , [MASK] , [SEP]",single-token,16.51276343482382,5.511804551347025,-5.5118045513470255
249,249,modelo,modelos,plur,1,default,0.0001118196014431,plural,plural,grandes,s,Los modelos [MASK],"[CLS] , Los , modelos , [MASK] , [SEP]",single-token,9.0986236866439,-6.004807067162364,6.004807067162094
