,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
131,131,retoque,retoque##s,plur,3,artificial,2.8952042612218065e-06,plural,plural,grandes,s,Los retoque##s [MASK],"[CLS] , Los , reto , ##que , ##s , [MASK] , [SEP]",non_morphemic,12.752454892875011,-6.063099811512213,6.063099811512212
133,133,retroceso,retroceso,sing,2,default,6.930113727321442e-08,plural,plural,grandes,s,El retroceso [MASK],"[CLS] , El , retroce , ##so , [MASK] , [SEP]",non_morphemic,16.484804520016315,3.814441611435642,-3.8144416114356425
135,135,retroceso,retrocesos,plur,2,default,8.725340194359887e-06,plural,plural,grandes,s,Los retrocesos [MASK],"[CLS] , Los , retroce , ##sos , [MASK] , [SEP]",non_morphemic,11.649279099878322,-5.756189288948454,5.756189288948452
137,137,retroceso,retroceso##s,plur,3,artificial,1.0827341611729937e-05,plural,plural,grandes,s,Los retroceso##s [MASK],"[CLS] , Los , retroce , ##so , ##s , [MASK] , [SEP]",non_morphemic,11.433435992297117,-5.692001225822839,5.692001225822837
139,139,kilómetro,kilómetro,sing,2,default,4.770000941789476e-06,plural,plural,grandes,s,El kilómetro [MASK],"[CLS] , El , k , ##ilómetro , [MASK] , [SEP]",non_morphemic,12.253164055623902,1.8294096475682426,-1.8294096475682429
141,141,kilómetro,kilómetros,plur,2,default,0.0001296481350436,plural,plural,grandes,s,Los kilómetros [MASK],"[CLS] , Los , k , ##ilómetros , [MASK] , [SEP]",non_morphemic,8.950686430628522,-2.852482271940101,2.852482271939479
143,143,kilómetro,kilómetro##s,plur,3,artificial,9.298713848693296e-05,plural,plural,grandes,s,Los kilómetro##s [MASK],"[CLS] , Los , k , ##ilómetro , ##s , [MASK] , [SEP]",non_morphemic,9.2830493702142,-4.820702038038823,4.820702038038825
145,145,sable,sable,sing,2,default,1.1943716060613954e-07,plural,plural,grandes,s,El sable [MASK],"[CLS] , El , sab , ##le , [MASK] , [SEP]",non_morphemic,15.940475456552138,5.804844793154228,-5.804844793154227
147,147,sable,sables,plur,2,default,3.997677413281053e-05,plural,plural,grandes,s,Los sables [MASK],"[CLS] , Los , sab , ##les , [MASK] , [SEP]",non_morphemic,10.12721191917064,-5.2267741795519935,5.226774179551992
149,149,sable,sable##s,plur,3,artificial,0.0002650259120855,plural,plural,grandes,s,Los sable##s [MASK],"[CLS] , Los , sab , ##le , ##s , [MASK] , [SEP]",non_morphemic,8.235682955303448,-6.886525124107008,6.886525124106828
151,151,estamento,estamento,sing,2,default,5.4574378793859075e-08,plural,plural,grandes,s,El estamento [MASK],"[CLS] , El , estam , ##ento , [MASK] , [SEP]",non_morphemic,16.723701317188855,5.417673109825191,-5.417673109825188
153,153,estamento,estamentos,plur,2,default,2.936933742603287e-05,plural,plural,grandes,s,Los estamentos [MASK],"[CLS] , Los , estam , ##entos , [MASK] , [SEP]",non_morphemic,10.43555937255766,-6.424981028585799,6.424981028585802
155,155,estamento,estamento##s,plur,3,artificial,1.3782344467472283e-05,plural,plural,grandes,s,Los estamento##s [MASK],"[CLS] , Los , estam , ##ento , ##s , [MASK] , [SEP]",non_morphemic,11.192122171329682,-5.3536796458172695,5.3536796458172695
157,157,arista,arista,sing,2,default,4.998958047508495e-07,plural,plural,grandes,s,La arista [MASK],"[CLS] , La , ari , ##sta , [MASK] , [SEP]",non_morphemic,14.508866150738838,6.788750661179777,-6.788750661179773
159,159,arista,aristas,plur,2,default,0.0001784561754902,plural,plural,grandes,s,Las aristas [MASK],"[CLS] , Las , ari , ##stas , [MASK] , [SEP]",non_morphemic,8.631167502349037,-5.42736337752798,5.427363377527517
161,161,arista,arista##s,plur,3,artificial,2.9673059543711133e-05,plural,plural,grandes,s,Las arista##s [MASK],"[CLS] , Las , ari , ##sta , ##s , [MASK] , [SEP]",non_morphemic,10.425271009877475,-5.232044255428162,5.232044255428161
163,163,tinte,tinte,sing,2,default,3.031984618928618e-08,plural,plural,grandes,s,El tinte [MASK],"[CLS] , El , tin , ##te , [MASK] , [SEP]",non_morphemic,17.31146334909783,4.644666689947476,-4.644666689947478
165,165,tinte,tintes,plur,2,default,6.362027306749951e-06,plural,plural,grandes,s,Los tintes [MASK],"[CLS] , Los , tin , ##tes , [MASK] , [SEP]",non_morphemic,11.965163472482129,-7.597644818944641,7.597644818944643
167,167,tinte,tinte##s,plur,3,artificial,1.065271771949483e-05,plural,plural,grandes,s,Los tinte##s [MASK],"[CLS] , Los , tin , ##te , ##s , [MASK] , [SEP]",non_morphemic,11.449695513433884,-6.735938091499307,6.735938091499307
169,169,cortesano,cortesano,sing,2,default,2.6446079459674365e-07,plural,plural,grandes,s,El cortesano [MASK],"[CLS] , El , cortes , ##ano , [MASK] , [SEP]",non_morphemic,15.145572821221387,5.587378446456732,-5.587378446456731
171,171,cortesano,cortesanos,plur,2,default,7.143119000829756e-05,plural,plural,grandes,s,Los cortesanos [MASK],"[CLS] , Los , cortes , ##anos , [MASK] , [SEP]",non_morphemic,9.546775949153195,-5.24277970210518,5.2427797021051825
173,173,cortesano,cortesano##s,plur,3,artificial,2.454053537803702e-05,plural,plural,grandes,s,Los cortesano##s [MASK],"[CLS] , Los , cortes , ##ano , ##s , [MASK] , [SEP]",non_morphemic,10.61518430237356,-5.021086758768314,5.021086758768314
175,175,bajada,bajada,sing,2,default,1.442886485847339e-07,plural,plural,grandes,s,La bajada [MASK],"[CLS] , La , baja , ##da , [MASK] , [SEP]",non_morphemic,15.75145003964733,6.044540348284686,-6.044540348284687
177,177,bajada,bajadas,plur,2,default,1.6219437384279445e-05,plural,plural,grandes,s,Las bajadas [MASK],"[CLS] , Las , baja , ##das , [MASK] , [SEP]",non_morphemic,11.029300196421174,-4.545375792871118,4.54537579287112
179,179,bajada,bajada##s,plur,3,artificial,3.511261638777796e-06,plural,plural,grandes,s,Las bajada##s [MASK],"[CLS] , Las , baja , ##da , ##s , [MASK] , [SEP]",non_morphemic,12.559535143822794,-4.682588526082187,4.682588526082188
181,181,estridencia,estridencia,sing,2,default,9.038669901428876e-08,plural,plural,grandes,s,La estridencia [MASK],"[CLS] , La , estri , ##dencia , [MASK] , [SEP]",non_morphemic,16.219168715171357,4.22178836213776,-4.2217883621377625
183,183,estridencia,estridencias,plur,2,default,5.116877673572162e-06,plural,plural,grandes,s,Las estridencias [MASK],"[CLS] , Las , estri , ##dencias , [MASK] , [SEP]",non_morphemic,12.182966134314864,-6.0840463204129875,6.084046320412989
185,185,estridencia,estridencia##s,plur,3,artificial,8.789627827354707e-06,plural,plural,grandes,s,Las estridencia##s [MASK],"[CLS] , Las , estri , ##dencia , ##s , [MASK] , [SEP]",non_morphemic,11.641938187623786,-5.743279455291468,5.74327945529147
187,187,formalidad,formalidad,sing,2,default,2.01857144332962e-08,plural,plural,grandes,es,La formalidad [MASK],"[CLS] , La , formal , ##idad , [MASK] , [SEP]",non_morphemic,17.718290689000035,4.030496618573572,-4.030496618573574
189,189,formalidad,formalidades,plur,2,default,1.3830784837409738e-06,plural,plural,grandes,es,Las formalidades [MASK],"[CLS] , Las , formal , ##idades , [MASK] , [SEP]",non_morphemic,13.491198757982936,-6.149095605416541,6.149095605416538
191,191,formalidad,formalidad##es,plur,3,artificial,8.26814698484668e-07,plural,plural,grandes,es,Las formalidad##es [MASK],"[CLS] , Las , formal , ##idad , ##es , [MASK] , [SEP]",non_morphemic,14.005685231739164,-5.715878502904484,5.71587850290449
193,193,cuartilla,cuartilla,sing,2,default,3.728566184690863e-07,plural,plural,grandes,s,La cuartilla [MASK],"[CLS] , La , cuar , ##tilla , [MASK] , [SEP]",non_morphemic,14.802071892090725,6.3208798611964205,-6.320879861195968
195,195,cuartilla,cuartillas,plur,2,default,4.860717581323115e-06,plural,plural,grandes,s,Las cuartillas [MASK],"[CLS] , Las , cuar , ##tillas , [MASK] , [SEP]",non_morphemic,12.234324480473123,-4.792672190572365,4.792672190572364
197,197,cuartilla,cuartilla##s,plur,3,artificial,6.97458835929865e-06,plural,plural,grandes,s,Las cuartilla##s [MASK],"[CLS] , Las , cuar , ##tilla , ##s , [MASK] , [SEP]",non_morphemic,11.8732372485864,-4.552454984435888,4.552454984435891
199,199,vigilia,vigilia,sing,2,default,3.62692880173654e-08,plural,plural,grandes,s,La vigilia [MASK],"[CLS] , La , vigil , ##ia , [MASK] , [SEP]",non_morphemic,17.132294513914154,5.443995460143448,-5.443995460143448
201,201,vigilia,vigilias,plur,2,default,4.932705905957846e-06,plural,plural,grandes,s,Las vigilias [MASK],"[CLS] , Las , vigil , ##ias , [MASK] , [SEP]",non_morphemic,12.219622855175292,-4.233762737303749,4.233762737303748
203,203,vigilia,vigilia##s,plur,3,artificial,3.318004246466444e-06,plural,plural,grandes,s,Las vigilia##s [MASK],"[CLS] , Las , vigil , ##ia , ##s , [MASK] , [SEP]",non_morphemic,12.616147086369702,-4.062063248502783,4.062063248502784
205,205,vanidad,vanidad,sing,2,default,1.177404840291274e-07,plural,plural,grandes,es,La vanidad [MASK],"[CLS] , La , van , ##idad , [MASK] , [SEP]",non_morphemic,15.954782922354854,4.752971659618238,-4.752971659618237
207,207,vanidad,vanidades,plur,2,default,2.5591201847419143e-05,plural,plural,grandes,es,Las vanidades [MASK],"[CLS] , Las , van , ##idades , [MASK] , [SEP]",non_morphemic,10.57326194338471,-4.970535275505808,4.970535275505809
209,209,vanidad,vanidad##es,plur,3,artificial,1.7099333490477875e-05,plural,plural,grandes,es,Las vanidad##es [MASK],"[CLS] , Las , van , ##idad , ##es , [MASK] , [SEP]",non_morphemic,10.976471072380326,-4.82015508375658,4.820155083756581
211,211,cuita,cuita,sing,2,default,2.079056429238335e-07,plural,plural,grandes,s,La cuita [MASK],"[CLS] , La , cui , ##ta , [MASK] , [SEP]",non_morphemic,15.386181499960012,5.589816068090608,-5.589816068090609
213,213,cuita,cuitas,plur,2,default,2.002752989938017e-05,plural,plural,grandes,s,Las cuitas [MASK],"[CLS] , Las , cui , ##tas , [MASK] , [SEP]",non_morphemic,10.818402735942003,-4.32830809188861,4.3283080918886085
215,215,cuita,cuita##s,plur,3,artificial,7.949293831188697e-06,plural,plural,grandes,s,Las cuita##s [MASK],"[CLS] , Las , cui , ##ta , ##s , [MASK] , [SEP]",non_morphemic,11.742427459508892,-3.688062714352469,3.688062714352469
217,217,silva,silva,sing,2,default,9.285869850828021e-08,plural,plural,grandes,s,La silva [MASK],"[CLS] , La , sil , ##va , [MASK] , [SEP]",non_morphemic,16.192186870086278,4.98071484665358,-4.980714846653582
219,219,silva,silvas,plur,2,default,1.0543410098762251e-05,plural,plural,grandes,s,Las silvas [MASK],"[CLS] , Las , sil , ##vas , [MASK] , [SEP]",non_morphemic,11.460009528396446,-4.034697582919822,4.034697582919821
221,221,silva,silva##s,plur,3,artificial,6.707433840347221e-06,plural,plural,grandes,s,Las silva##s [MASK],"[CLS] , Las , sil , ##va , ##s , [MASK] , [SEP]",non_morphemic,11.912294118229047,-4.3720035436231885,4.372003543623188
223,223,tentativa,tentativa,sing,2,default,2.631220752391528e-08,plural,plural,grandes,s,La tentativa [MASK],"[CLS] , La , tenta , ##tiva , [MASK] , [SEP]",non_morphemic,17.453232841046244,6.5040244377330225,-6.504024437733022
225,225,tentativa,tentativas,plur,2,default,4.430875924299471e-05,plural,plural,grandes,s,Las tentativas [MASK],"[CLS] , Las , tenta , ##tivas , [MASK] , [SEP]",non_morphemic,10.024328174882807,-5.5813073798262085,5.581307379826207
227,227,tentativa,tentativa##s,plur,3,artificial,2.4572291295044124e-05,plural,plural,grandes,s,Las tentativa##s [MASK],"[CLS] , Las , tenta , ##tiva , ##s , [MASK] , [SEP]",non_morphemic,10.613891119977689,-5.335513214886403,5.335513214886406
229,229,cobrizo,cobrizo,sing,2,default,1.4151822824715057e-06,plural,plural,grandes,s,El cobrizo [MASK],"[CLS] , El , cobr , ##izo , [MASK] , [SEP]",non_morphemic,13.46825221363122,5.2340526372530825,-5.234052637252848
231,231,cobrizo,cobrizos,plur,2,default,4.252630606060848e-05,plural,plural,grandes,s,Los cobrizos [MASK],"[CLS] , Los , cobr , ##izos , [MASK] , [SEP]",non_morphemic,10.065387707382468,-4.037396380632771,4.037396380632775
