,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
101,101,bloqueo,bloqueo##s,plur,2,artificial,1.613639688002877e-05,plural,plural,grandes,s,Los bloqueo##s [MASK],"[CLS] , Los , bloqueo , ##s , [MASK] , [SEP]",morphemic,11.0344331616785,-6.039653881497703,6.039653881497702
103,103,arancel,arancel,sing,1,default,3.4244902025193376e-08,plural,plural,grandes,es,El arancel [MASK],"[CLS] , El , arancel , [MASK] , [SEP]",morphemic,17.189728129296594,4.516750220284644,-4.516750220284646
105,105,arancel,aranceles,plur,2,default,1.2945645266881911e-06,plural,plural,grandes,es,Los aranceles [MASK],"[CLS] , Los , arancel , ##es , [MASK] , [SEP]",morphemic,13.55733619219281,-5.814497940034066,5.814497940034062
107,107,arancel,arancel##es,plur,2,artificial,1.2945645266881911e-06,plural,plural,grandes,es,Los arancel##es [MASK],"[CLS] , Los , arancel , ##es , [MASK] , [SEP]",morphemic,13.55733619219281,-5.814497940034066,5.814497940034062
109,109,televisor,televisor,sing,1,default,1.2638403177334112e-06,plural,plural,grandes,es,El televisor [MASK],"[CLS] , El , televisor , [MASK] , [SEP]",morphemic,13.58135560112714,4.238616960723103,-4.238616960723104
111,111,televisor,televisores,plur,2,default,0.0002422898978693,plural,plural,grandes,es,Los televisores [MASK],"[CLS] , Los , televisor , ##es , [MASK] , [SEP]",morphemic,8.325375623667412,-6.0718211782028355,6.071821178202668
113,113,televisor,televisor##es,plur,2,artificial,0.0002422898978693,plural,plural,grandes,es,Los televisor##es [MASK],"[CLS] , Los , televisor , ##es , [MASK] , [SEP]",morphemic,8.325375623667412,-6.0718211782028355,6.071821178202668
115,115,suscrito,suscrito,sing,1,default,7.508726085347917e-09,plural,plural,grandes,s,El suscrito [MASK],"[CLS] , El , suscrito , [MASK] , [SEP]",morphemic,18.70720001467381,3.8977709158468166,-3.8977709158468112
117,117,suscrito,suscritos,plur,2,default,8.773240978143805e-08,plural,plural,grandes,s,Los suscritos [MASK],"[CLS] , Los , suscrito , ##s , [MASK] , [SEP]",morphemic,16.248974453026083,-3.0676365269089416,3.0676365269089407
119,119,suscrito,suscrito##s,plur,2,artificial,8.773240978143805e-08,plural,plural,grandes,s,Los suscrito##s [MASK],"[CLS] , Los , suscrito , ##s , [MASK] , [SEP]",morphemic,16.248974453026083,-3.0676365269089416,3.0676365269089407
121,121,cordillera,cordillera,sing,1,default,2.2169481326272944e-06,plural,plural,grandes,s,La cordillera [MASK],"[CLS] , La , cordillera , [MASK] , [SEP]",morphemic,13.019379022900438,5.402450501961489,-5.402450501961455
123,123,cordillera,cordilleras,plur,2,default,0.0006215916364453,plural,plural,grandes,s,Las cordilleras [MASK],"[CLS] , Las , cordillera , ##s , [MASK] , [SEP]",morphemic,7.383227213883314,-6.601720866615949,6.601720866615831
125,125,cordillera,cordillera##s,plur,2,artificial,0.0006215916364453,plural,plural,grandes,s,Las cordillera##s [MASK],"[CLS] , Las , cordillera , ##s , [MASK] , [SEP]",morphemic,7.383227213883314,-6.601720866615949,6.601720866615831
127,127,naranja,naranja,sing,1,default,9.68331960393698e-07,plural,plural,grandes,s,La naranja [MASK],"[CLS] , La , naranja , [MASK] , [SEP]",morphemic,13.847690874167348,5.439368250460451,-5.439368250460377
129,129,naranja,naranjas,plur,2,default,4.9636728363111615e-05,plural,plural,grandes,s,Las naranjas [MASK],"[CLS] , Las , naranja , ##s , [MASK] , [SEP]",morphemic,9.91077950706996,-4.476657829060969,4.476657829060967
131,131,naranja,naranja##s,plur,2,artificial,4.9636728363111615e-05,plural,plural,grandes,s,Las naranja##s [MASK],"[CLS] , Las , naranja , ##s , [MASK] , [SEP]",morphemic,9.91077950706996,-4.476657829060969,4.476657829060967
133,133,consumo,consumo,sing,1,default,1.3102265938869095e-08,plural,plural,grandes,s,El consumo [MASK],"[CLS] , El , consumo , [MASK] , [SEP]",morphemic,18.150480649264555,6.427875466561019,-6.42787546656102
135,135,consumo,consumos,plur,2,default,1.6286812751786783e-05,plural,plural,grandes,s,Los consumos [MASK],"[CLS] , Los , consumo , ##s , [MASK] , [SEP]",morphemic,11.0251548112286,-5.668908113463463,5.668908113463463
137,137,consumo,consumo##s,plur,2,artificial,1.6286812751786783e-05,plural,plural,grandes,s,Los consumo##s [MASK],"[CLS] , Los , consumo , ##s , [MASK] , [SEP]",morphemic,11.0251548112286,-5.668908113463463,5.668908113463463
139,139,décima,décima,sing,1,default,1.9812716800515773e-07,plural,plural,grandes,s,La décima [MASK],"[CLS] , La , décima , [MASK] , [SEP]",morphemic,15.434356749761951,6.586426752919394,-6.586426752919303
141,141,décima,décimas,plur,2,default,1.947628152265679e-05,plural,plural,grandes,s,Las décimas [MASK],"[CLS] , Las , décima , ##s , [MASK] , [SEP]",morphemic,10.846313164898383,-5.023586287828193,5.023586287828191
143,143,décima,décima##s,plur,2,artificial,1.947628152265679e-05,plural,plural,grandes,s,Las décima##s [MASK],"[CLS] , Las , décima , ##s , [MASK] , [SEP]",morphemic,10.846313164898383,-5.023586287828193,5.023586287828191
145,145,funeral,funeral,sing,1,default,7.163431519074948e-07,plural,plural,grandes,es,El funeral [MASK],"[CLS] , El , funeral , [MASK] , [SEP]",morphemic,14.149106522354693,4.010131804038849,-4.010131804038848
147,147,funeral,funerales,plur,2,default,3.829846900771372e-05,plural,plural,grandes,es,Los funerales [MASK],"[CLS] , Los , funeral , ##es , [MASK] , [SEP]",morphemic,10.17010063626558,-4.9888046771856285,4.988804677185629
149,149,funeral,funeral##es,plur,2,artificial,3.829846900771372e-05,plural,plural,grandes,es,Los funeral##es [MASK],"[CLS] , Los , funeral , ##es , [MASK] , [SEP]",morphemic,10.17010063626558,-4.9888046771856285,4.988804677185629
151,151,peruano,peruano,sing,1,default,7.9587358925437e-08,plural,plural,grandes,s,El peruano [MASK],"[CLS] , El , peruano , [MASK] , [SEP]",morphemic,16.3464105641767,4.43393520676544,-4.43393520676544
153,153,peruano,peruanos,plur,2,default,2.8468195523601025e-05,plural,plural,grandes,s,Los peruanos [MASK],"[CLS] , Los , peruano , ##s , [MASK] , [SEP]",morphemic,10.466723040361956,-4.312172939690456,4.3121729396904565
155,155,peruano,peruano##s,plur,2,artificial,2.8468195523601025e-05,plural,plural,grandes,s,Los peruano##s [MASK],"[CLS] , Los , peruano , ##s , [MASK] , [SEP]",morphemic,10.466723040361956,-4.312172939690456,4.3121729396904565
157,157,venezolano,venezolano,sing,1,default,1.916412770697207e-07,plural,plural,grandes,s,El venezolano [MASK],"[CLS] , El , venezolano , [MASK] , [SEP]",morphemic,15.467640561054086,4.773082733659164,-4.773082733659165
159,159,venezolano,venezolanos,plur,2,default,3.020158328581601e-05,plural,plural,grandes,s,Los venezolanos [MASK],"[CLS] , Los , venezolano , ##s , [MASK] , [SEP]",morphemic,10.407616208275032,-5.225951118802422,5.225951118802423
161,161,venezolano,venezolano##s,plur,2,artificial,3.020158328581601e-05,plural,plural,grandes,s,Los venezolano##s [MASK],"[CLS] , Los , venezolano , ##s , [MASK] , [SEP]",morphemic,10.407616208275032,-5.225951118802422,5.225951118802423
163,163,cuartel,cuartel,sing,1,default,6.165197419250036e-08,plural,plural,grandes,es,El cuartel [MASK],"[CLS] , El , cuartel , [MASK] , [SEP]",morphemic,16.60176058526158,7.101448006901158,-7.1014480069011565
165,165,cuartel,cuarteles,plur,2,default,9.243868407793344e-05,plural,plural,grandes,es,Los cuarteles [MASK],"[CLS] , Los , cuartel , ##es , [MASK] , [SEP]",morphemic,9.288965008077708,-5.705157192375024,5.705157192375026
167,167,cuartel,cuartel##es,plur,2,artificial,9.243868407793344e-05,plural,plural,grandes,es,Los cuartel##es [MASK],"[CLS] , Los , cuartel , ##es , [MASK] , [SEP]",morphemic,9.288965008077708,-5.705157192375024,5.705157192375026
169,169,derecha,derecha,sing,1,default,5.253903623270162e-07,plural,plural,grandes,s,La derecha [MASK],"[CLS] , La , derecha , [MASK] , [SEP]",morphemic,14.459124303359568,3.8065786032243913,-3.806578603224394
171,171,derecha,derechas,plur,2,default,3.028028368134983e-05,plural,plural,grandes,s,Las derechas [MASK],"[CLS] , Las , derecha , ##s , [MASK] , [SEP]",morphemic,10.405013760834228,-4.412866573777366,4.412866573777367
173,173,derecha,derecha##s,plur,2,artificial,3.028028368134983e-05,plural,plural,grandes,s,Las derecha##s [MASK],"[CLS] , Las , derecha , ##s , [MASK] , [SEP]",morphemic,10.405013760834228,-4.412866573777366,4.412866573777367
175,175,invento,invento,sing,1,default,6.607420033333257e-08,plural,plural,grandes,s,El invento [MASK],"[CLS] , El , invento , [MASK] , [SEP]",morphemic,16.532487478938183,5.8507747392455,-5.850774739245498
177,177,invento,inventos,plur,2,default,2.414148002571892e-05,plural,plural,grandes,s,Los inventos [MASK],"[CLS] , Los , invento , ##s , [MASK] , [SEP]",morphemic,10.631579034078214,-7.045555943546443,7.045555943546444
179,179,invento,invento##s,plur,2,artificial,2.414148002571892e-05,plural,plural,grandes,s,Los invento##s [MASK],"[CLS] , Los , invento , ##s , [MASK] , [SEP]",morphemic,10.631579034078214,-7.045555943546443,7.045555943546444
181,181,absurdo,absurdo,sing,1,default,1.0998861910138659e-07,plural,plural,grandes,s,El absurdo [MASK],"[CLS] , El , absurdo , [MASK] , [SEP]",morphemic,16.0228889392213,5.798223515409331,-5.798223515409331
183,183,absurdo,absurdos,plur,2,default,6.126700463937595e-05,plural,plural,grandes,s,Los absurdos [MASK],"[CLS] , Los , absurdo , ##s , [MASK] , [SEP]",morphemic,9.700269120305297,-5.080205007635625,5.080205007635626
185,185,absurdo,absurdo##s,plur,2,artificial,6.126700463937595e-05,plural,plural,grandes,s,Los absurdo##s [MASK],"[CLS] , Los , absurdo , ##s , [MASK] , [SEP]",morphemic,9.700269120305297,-5.080205007635625,5.080205007635626
187,187,tristeza,tristeza,sing,1,default,4.350463598257193e-07,plural,plural,grandes,s,La tristeza [MASK],"[CLS] , La , tristeza , [MASK] , [SEP]",morphemic,14.647813237224367,5.046747235260135,-5.046747235260134
189,189,tristeza,tristezas,plur,2,default,2.060992301267106e-05,plural,plural,grandes,s,Las tristezas [MASK],"[CLS] , Las , tristeza , ##s , [MASK] , [SEP]",morphemic,10.789737898504542,-5.141890412040228,5.141890412040228
191,191,tristeza,tristeza##s,plur,2,artificial,2.060992301267106e-05,plural,plural,grandes,s,Las tristeza##s [MASK],"[CLS] , Las , tristeza , ##s , [MASK] , [SEP]",morphemic,10.789737898504542,-5.141890412040228,5.141890412040228
193,193,monarca,monarca,sing,1,default,1.473604811508267e-07,plural,plural,grandes,s,El monarca [MASK],"[CLS] , El , monarca , [MASK] , [SEP]",morphemic,15.730383999306127,2.593036517885988,-2.593036517885986
195,195,monarca,monarcas,plur,2,default,1.9323581000207923e-05,plural,plural,grandes,s,Los monarcas [MASK],"[CLS] , Los , monarca , ##s , [MASK] , [SEP]",morphemic,10.85418439437782,-7.430993043012878,7.430993043012875
197,197,monarca,monarca##s,plur,2,artificial,1.9323581000207923e-05,plural,plural,grandes,s,Los monarca##s [MASK],"[CLS] , Los , monarca , ##s , [MASK] , [SEP]",morphemic,10.85418439437782,-7.430993043012878,7.430993043012875
199,199,subida,subida,sing,1,default,1.9719489330327638e-07,plural,plural,grandes,s,La subida [MASK],"[CLS] , La , subida , [MASK] , [SEP]",morphemic,15.439073291141195,5.875067689552891,-5.875067689552892
201,201,subida,subidas,plur,2,default,1.1995047316304408e-05,plural,plural,grandes,s,Las subidas [MASK],"[CLS] , Las , subida , ##s , [MASK] , [SEP]",morphemic,11.331016717011416,-5.303707108328446,5.303707108328444
203,203,subida,subida##s,plur,2,artificial,1.1995047316304408e-05,plural,plural,grandes,s,Las subida##s [MASK],"[CLS] , Las , subida , ##s , [MASK] , [SEP]",morphemic,11.331016717011416,-5.303707108328446,5.303707108328444
205,205,queso,queso,sing,1,default,5.507974378815561e-07,plural,plural,grandes,s,El queso [MASK],"[CLS] , El , queso , [MASK] , [SEP]",morphemic,14.411898721733891,5.587871492018506,-5.5878714920179755
207,207,queso,quesos,plur,2,default,7.714333332842216e-05,plural,plural,grandes,s,Los quesos [MASK],"[CLS] , Los , queso , ##s , [MASK] , [SEP]",morphemic,9.469845394704477,-6.783562695391238,6.783562695391238
209,209,queso,queso##s,plur,2,artificial,7.714333332842216e-05,plural,plural,grandes,s,Los queso##s [MASK],"[CLS] , Los , queso , ##s , [MASK] , [SEP]",morphemic,9.469845394704477,-6.783562695391238,6.783562695391238
211,211,pesa,pesa,sing,1,default,5.35993149242131e-06,plural,plural,grandes,s,La pesa [MASK],"[CLS] , La , pesa , [MASK] , [SEP]",morphemic,12.136559364227926,4.1824803985246035,-4.182480398524583
213,213,pesa,pesas,plur,2,default,6.0713380662491545e-05,plural,plural,grandes,s,Las pesas [MASK],"[CLS] , Las , pesa , ##s , [MASK] , [SEP]",morphemic,9.70934644494171,-6.247871472438156,6.247871472438156
215,215,pesa,pesa##s,plur,2,artificial,6.0713380662491545e-05,plural,plural,grandes,s,Las pesa##s [MASK],"[CLS] , Las , pesa , ##s , [MASK] , [SEP]",morphemic,9.70934644494171,-6.247871472438156,6.247871472438156
217,217,soledad,soledad,sing,1,default,1.545324863627684e-07,plural,plural,grandes,es,La soledad [MASK],"[CLS] , La , soledad , [MASK] , [SEP]",morphemic,15.682861494991586,5.676217082472437,-5.676217082472436
219,219,soledad,soledades,plur,2,default,3.1687752198195085e-05,plural,plural,grandes,es,Las soledades [MASK],"[CLS] , Las , soledad , ##es , [MASK] , [SEP]",morphemic,10.359580317727143,-4.780473679082332,4.780473679082331
221,221,soledad,soledad##es,plur,2,artificial,3.1687752198195085e-05,plural,plural,grandes,es,Las soledad##es [MASK],"[CLS] , Las , soledad , ##es , [MASK] , [SEP]",morphemic,10.359580317727143,-4.780473679082332,4.780473679082331
223,223,miente,miente,sing,1,default,7.523095746364561e-07,plural,plural,grandes,s,La miente [MASK],"[CLS] , La , miente , [MASK] , [SEP]",morphemic,14.100117929309215,4.0091592123559305,-4.009159212355933
225,225,miente,mientes,plur,2,default,6.940229650354013e-05,plural,plural,grandes,s,Las mientes [MASK],"[CLS] , Las , miente , ##s , [MASK] , [SEP]",morphemic,9.575590600169896,-4.038292892557449,4.038292892557448
227,227,miente,miente##s,plur,2,artificial,6.940229650354013e-05,plural,plural,grandes,s,Las miente##s [MASK],"[CLS] , Las , miente , ##s , [MASK] , [SEP]",morphemic,9.575590600169896,-4.038292892557449,4.038292892557448
229,229,miseria,miseria,sing,1,default,1.1111958286846857e-07,plural,plural,grandes,s,La miseria [MASK],"[CLS] , La , miseria , [MASK] , [SEP]",morphemic,16.012658892390842,5.695674926678363,-5.695674926678362
231,231,miseria,miserias,plur,2,default,5.319121555658057e-05,plural,plural,grandes,s,Las miserias [MASK],"[CLS] , Las , miseria , ##s , [MASK] , [SEP]",morphemic,9.841617296367575,-4.470011581639525,4.470011581639524
233,233,miseria,miseria##s,plur,2,artificial,5.319121555658057e-05,plural,plural,grandes,s,Las miseria##s [MASK],"[CLS] , Las , miseria , ##s , [MASK] , [SEP]",morphemic,9.841617296367575,-4.470011581639525,4.470011581639524
235,235,interferencia,interferencia,sing,1,default,1.875617527957729e-07,plural,plural,grandes,s,La interferencia [MASK],"[CLS] , La , interferencia , [MASK] , [SEP]",morphemic,15.48915769751505,5.0682182035930765,-5.0682182035930765
237,237,interferencia,interferencias,plur,2,default,5.472890279634157e-06,plural,plural,grandes,s,Las interferencias [MASK],"[CLS] , Las , interferencia , ##s , [MASK] , [SEP]",morphemic,12.115703693576233,-5.586561194264739,5.586561194264742
239,239,interferencia,interferencia##s,plur,2,artificial,5.472890279634157e-06,plural,plural,grandes,s,Las interferencia##s [MASK],"[CLS] , Las , interferencia , ##s , [MASK] , [SEP]",morphemic,12.115703693576233,-5.586561194264739,5.586561194264742
241,241,coherencia,coherencia,sing,1,default,7.952681180256604e-09,plural,plural,grandes,s,La coherencia [MASK],"[CLS] , La , coherencia , [MASK] , [SEP]",morphemic,18.649756709759792,3.917366929095488,-3.917366929095489
