,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
24,rumano,rumano,sing,2,default,3.564900907804258e-06,singular,singular,grande,s,El rumano [MASK],"[CLS] , El , rum , ##ano , [MASK] , [SEP]",non_morphemic,12.54437430033166
25,rumano,rumano,sing,2,default,3.2566973118264286e-08,plural,plural,grandes,s,El rumano [MASK],"[CLS] , El , rum , ##ano , [MASK] , [SEP]",non_morphemic,17.23996715663265
26,rumano,rumanos,plur,2,default,8.706324194918125e-08,singular,singular,grande,s,Los rumanos [MASK],"[CLS] , Los , rum , ##anos , [MASK] , [SEP]",non_morphemic,16.256631063413337
27,rumano,rumanos,plur,2,default,9.71052395470906e-06,plural,plural,grandes,s,Los rumanos [MASK],"[CLS] , Los , rum , ##anos , [MASK] , [SEP]",non_morphemic,11.542300316796654
28,rumano,rumano##s,plur,3,artificial,3.818541216560334e-08,singular,singular,grande,s,Los rumano##s [MASK],"[CLS] , Los , rum , ##ano , ##s , [MASK] , [SEP]",non_morphemic,17.08081227475039
29,rumano,rumano##s,plur,3,artificial,7.097817160683917e-06,plural,plural,grandes,s,Los rumano##s [MASK],"[CLS] , Los , rum , ##ano , ##s , [MASK] , [SEP]",non_morphemic,11.855723263344228
30,mandatario,mandatario,sing,2,default,8.68680035637226e-06,singular,singular,grande,s,El mandatario [MASK],"[CLS] , El , manda , ##tario , [MASK] , [SEP]",non_morphemic,11.653705884834743
31,mandatario,mandatario,sing,2,default,8.170858478706577e-08,plural,plural,grandes,s,El mandatario [MASK],"[CLS] , El , manda , ##tario , [MASK] , [SEP]",non_morphemic,16.32010676364758
32,mandatario,mandatarios,plur,2,default,7.16712733606073e-08,singular,singular,grande,s,Los mandatarios [MASK],"[CLS] , Los , manda , ##tarios , [MASK] , [SEP]",non_morphemic,16.45117582010236
33,mandatario,mandatarios,plur,2,default,2.538242915761657e-05,plural,plural,grandes,s,Los mandatarios [MASK],"[CLS] , Los , manda , ##tarios , [MASK] , [SEP]",non_morphemic,10.58145338876807
34,mandatario,mandatario##s,plur,3,artificial,5.515732937055873e-08,singular,singular,grande,s,Los mandatario##s [MASK],"[CLS] , Los , manda , ##tario , ##s , [MASK] , [SEP]",non_morphemic,16.71307620124564
35,mandatario,mandatario##s,plur,3,artificial,1.7382519217790104e-05,plural,plural,grandes,s,Los mandatario##s [MASK],"[CLS] , Los , manda , ##tario , ##s , [MASK] , [SEP]",non_morphemic,10.960045499391217
36,negociador,negociador,sing,2,default,1.1063948335277018e-07,singular,singular,grande,es,El negociador [MASK],"[CLS] , El , negociado , ##r , [MASK] , [SEP]",non_morphemic,16.016988819225087
37,negociador,negociador,sing,2,default,2.2501880914127526e-10,plural,plural,grandes,es,El negociador [MASK],"[CLS] , El , negociado , ##r , [MASK] , [SEP]",non_morphemic,22.21483712103465
38,negociador,negociadores,plur,2,default,1.813737354749989e-10,singular,singular,grande,es,Los negociadores [MASK],"[CLS] , Los , negociado , ##res , [MASK] , [SEP]",non_morphemic,22.430461376629967
39,negociador,negociadores,plur,2,default,1.2428883700010829e-08,plural,plural,grandes,es,Los negociadores [MASK],"[CLS] , Los , negociado , ##res , [MASK] , [SEP]",non_morphemic,18.20324274237455
40,negociador,negociador##es,plur,3,artificial,1.6272891367741238e-10,singular,singular,grande,es,Los negociador##es [MASK],"[CLS] , Los , negociado , ##r , ##es , [MASK] , [SEP]",non_morphemic,22.538935405891824
41,negociador,negociador##es,plur,3,artificial,1.6687527804037927e-08,plural,plural,grandes,es,Los negociador##es [MASK],"[CLS] , Los , negociado , ##r , ##es , [MASK] , [SEP]",non_morphemic,17.908604234627756
42,comicio,comicio,sing,2,default,9.972606676456053e-06,singular,singular,grande,s,El comicio [MASK],"[CLS] , El , com , ##icio , [MASK] , [SEP]",non_morphemic,11.515668556161536
43,comicio,comicio,sing,2,default,7.852815286923942e-08,plural,plural,grandes,s,El comicio [MASK],"[CLS] , El , com , ##icio , [MASK] , [SEP]",non_morphemic,16.359808641175373
44,comicio,comicios,plur,2,default,2.9966134462711125e-08,singular,singular,grande,s,Los comicios [MASK],"[CLS] , Los , com , ##icios , [MASK] , [SEP]",non_morphemic,17.323197944159688
45,comicio,comicios,plur,2,default,7.879710210545454e-06,plural,plural,grandes,s,Los comicios [MASK],"[CLS] , Los , com , ##icios , [MASK] , [SEP]",non_morphemic,11.751219430082205
46,comicio,comicio##s,plur,3,artificial,3.9242703309128046e-08,singular,singular,grande,s,Los comicio##s [MASK],"[CLS] , Los , com , ##icio , ##s , [MASK] , [SEP]",non_morphemic,17.05350031295224
47,comicio,comicio##s,plur,3,artificial,8.592608537583146e-06,plural,plural,grandes,s,Los comicio##s [MASK],"[CLS] , Los , com , ##icio , ##s , [MASK] , [SEP]",non_morphemic,11.66460819663701
48,sondeo,sondeo,sing,2,default,2.647474320838228e-05,singular,singular,grande,s,El sondeo [MASK],"[CLS] , El , son , ##deo , [MASK] , [SEP]",non_morphemic,10.539319365923946
49,sondeo,sondeo,sing,2,default,2.1500137847851875e-07,plural,plural,grandes,s,El sondeo [MASK],"[CLS] , El , son , ##deo , [MASK] , [SEP]",non_morphemic,15.352621397311308
50,sondeo,sondeos,plur,2,default,2.2718108994013164e-07,singular,singular,grande,s,Los sondeos [MASK],"[CLS] , Los , son , ##deos , [MASK] , [SEP]",non_morphemic,15.297518384460606
51,sondeo,sondeos,plur,2,default,3.9140631997724995e-05,plural,plural,grandes,s,Los sondeos [MASK],"[CLS] , Los , son , ##deos , [MASK] , [SEP]",non_morphemic,10.148349449020806
52,sondeo,sondeo##s,plur,3,artificial,1.6692625592895638e-07,singular,singular,grande,s,Los sondeo##s [MASK],"[CLS] , Los , son , ##deo , ##s , [MASK] , [SEP]",non_morphemic,15.605713703319108
53,sondeo,sondeo##s,plur,3,artificial,5.5544958740938455e-05,plural,plural,grandes,s,Los sondeo##s [MASK],"[CLS] , Los , son , ##deo , ##s , [MASK] , [SEP]",non_morphemic,9.798317797735105
54,insulto,insulto,sing,2,default,0.00012887716002296656,singular,singular,grande,s,El insulto [MASK],"[CLS] , El , insul , ##to , [MASK] , [SEP]",non_morphemic,8.956650855162628
55,insulto,insulto,sing,2,default,1.9892118530151492e-07,plural,plural,grandes,s,El insulto [MASK],"[CLS] , El , insul , ##to , [MASK] , [SEP]",non_morphemic,15.430357144433156
56,insulto,insultos,plur,2,default,3.9944274021763704e-07,singular,singular,grande,s,Los insultos [MASK],"[CLS] , Los , insul , ##tos , [MASK] , [SEP]",non_morphemic,14.733195410629287
57,insulto,insultos,plur,2,default,4.2664130887715146e-05,plural,plural,grandes,s,Los insultos [MASK],"[CLS] , Los , insul , ##tos , [MASK] , [SEP]",non_morphemic,10.062152016798112
58,insulto,insulto##s,plur,3,artificial,3.8484478181999293e-07,singular,singular,grande,s,Los insulto##s [MASK],"[CLS] , Los , insul , ##to , ##s , [MASK] , [SEP]",non_morphemic,14.77042574805504
59,insulto,insulto##s,plur,3,artificial,3.4770120691973716e-05,plural,plural,grandes,s,Los insulto##s [MASK],"[CLS] , Los , insul , ##to , ##s , [MASK] , [SEP]",non_morphemic,10.266752140797992
60,analista,analista,sing,2,default,1.5046479120428558e-06,singular,singular,grande,s,El analista [MASK],"[CLS] , El , anal , ##ista , [MASK] , [SEP]",non_morphemic,13.406951632619423
61,analista,analista,sing,2,default,8.314764876615754e-09,plural,plural,grandes,s,El analista [MASK],"[CLS] , El , anal , ##ista , [MASK] , [SEP]",non_morphemic,18.605233001716865
62,analista,analistas,plur,2,default,1.63238400574528e-08,singular,singular,grande,s,Los analistas [MASK],"[CLS] , Los , anal , ##istas , [MASK] , [SEP]",non_morphemic,17.930639217450558
63,analista,analistas,plur,2,default,1.1161641850776505e-05,plural,plural,grandes,s,Los analistas [MASK],"[CLS] , Los , anal , ##istas , [MASK] , [SEP]",non_morphemic,11.403027492586878
64,analista,analista##s,plur,3,artificial,8.907747428565926e-09,singular,singular,grande,s,Los analista##s [MASK],"[CLS] , Los , anal , ##ista , ##s , [MASK] , [SEP]",non_morphemic,18.536344441279933
65,analista,analista##s,plur,3,artificial,2.386534788456629e-06,plural,plural,grandes,s,Los analista##s [MASK],"[CLS] , Los , anal , ##ista , ##s , [MASK] , [SEP]",non_morphemic,12.945668123419768
66,nexo,nexo,sing,2,default,1.1837912097689696e-05,singular,singular,grande,s,El nexo [MASK],"[CLS] , El , ne , ##xo , [MASK] , [SEP]",non_morphemic,11.34420328715922
67,nexo,nexo,sing,2,default,2.4763467720845256e-08,plural,plural,grandes,s,El nexo [MASK],"[CLS] , El , ne , ##xo , [MASK] , [SEP]",non_morphemic,17.513896345590638
68,nexo,nexos,plur,2,default,1.0528248850505406e-07,singular,singular,grande,s,Los nexos [MASK],"[CLS] , Los , ne , ##xos , [MASK] , [SEP]",non_morphemic,16.066618732632662
69,nexo,nexos,plur,2,default,4.436783638084307e-05,plural,plural,grandes,s,Los nexos [MASK],"[CLS] , Los , ne , ##xos , [MASK] , [SEP]",non_morphemic,10.022995756871653
70,nexo,nexo##s,plur,3,artificial,4.479939264001587e-08,singular,singular,grande,s,Los nexo##s [MASK],"[CLS] , Los , ne , ##xo , ##s , [MASK] , [SEP]",non_morphemic,16.921071254759873
71,nexo,nexo##s,plur,3,artificial,1.7500575268059038e-05,plural,plural,grandes,s,Los nexo##s [MASK],"[CLS] , Los , ne , ##xo , ##s , [MASK] , [SEP]",non_morphemic,10.953276805114577
72,cautivo,cautivo,sing,2,default,9.974248678190634e-05,singular,singular,grande,s,El cautivo [MASK],"[CLS] , El , cautiv , ##o , [MASK] , [SEP]",non_morphemic,9.212918825513173
73,cautivo,cautivo,sing,2,default,2.4105429474730045e-07,plural,plural,grandes,s,El cautivo [MASK],"[CLS] , El , cautiv , ##o , [MASK] , [SEP]",non_morphemic,15.238243639421718
74,cautivo,cautivos,plur,2,default,8.123877819343761e-07,singular,singular,grande,s,Los cautivos [MASK],"[CLS] , Los , cautiv , ##os , [MASK] , [SEP]",non_morphemic,14.023288046823517
75,cautivo,cautivos,plur,2,default,7.906959945103154e-05,plural,plural,grandes,s,Los cautivos [MASK],"[CLS] , Los , cautiv , ##os , [MASK] , [SEP]",non_morphemic,9.445182087645737
76,cautivo,cautivo##s,plur,3,artificial,1.073965904652141e-06,singular,singular,grande,s,Los cautivo##s [MASK],"[CLS] , Los , cautiv , ##o , ##s , [MASK] , [SEP]",non_morphemic,13.744152308515467
77,cautivo,cautivo##s,plur,3,artificial,8.587934280512854e-05,plural,plural,grandes,s,Los cautivo##s [MASK],"[CLS] , Los , cautiv , ##o , ##s , [MASK] , [SEP]",non_morphemic,9.362567237461683
78,millar,millar,sing,2,default,0.00022331484069582075,singular,singular,grande,es,El millar [MASK],"[CLS] , El , milla , ##r , [MASK] , [SEP]",non_morphemic,8.406927940530252
79,millar,millar,sing,2,default,3.527875378495082e-07,plural,plural,grandes,es,El millar [MASK],"[CLS] , El , milla , ##r , [MASK] , [SEP]",non_morphemic,14.857399836993482
80,millar,millares,plur,2,default,2.3693232833466027e-06,singular,singular,grande,es,Los millares [MASK],"[CLS] , Los , milla , ##res , [MASK] , [SEP]",non_morphemic,12.952906178042868
81,millar,millares,plur,2,default,7.60152397560887e-05,plural,plural,grandes,es,Los millares [MASK],"[CLS] , Los , milla , ##res , [MASK] , [SEP]",non_morphemic,9.484576714673583
82,millar,millar##es,plur,3,artificial,1.716906467663648e-06,singular,singular,grande,es,Los millar##es [MASK],"[CLS] , Los , milla , ##r , ##es , [MASK] , [SEP]",non_morphemic,13.27498645181131
83,millar,millar##es,plur,3,artificial,6.59859724692069e-05,plural,plural,grandes,es,Los millar##es [MASK],"[CLS] , Los , milla , ##r , ##es , [MASK] , [SEP]",non_morphemic,9.626068376872674
84,reformista,reformista,sing,2,default,3.3985440950345946e-06,singular,singular,grande,s,El reformista [MASK],"[CLS] , El , reform , ##ista , [MASK] , [SEP]",non_morphemic,12.59216342539187
85,reformista,reformista,sing,2,default,3.1857052107397976e-08,plural,plural,grandes,s,El reformista [MASK],"[CLS] , El , reform , ##ista , [MASK] , [SEP]",non_morphemic,17.262007063192364
86,reformista,reformistas,plur,2,default,1.9750192592482563e-08,singular,singular,grande,s,Los reformistas [MASK],"[CLS] , Los , reform , ##istas , [MASK] , [SEP]",non_morphemic,17.74010259412872
87,reformista,reformistas,plur,2,default,1.0097292033606209e-05,plural,plural,grandes,s,Los reformistas [MASK],"[CLS] , Los , reform , ##istas , [MASK] , [SEP]",non_morphemic,11.503243285550976
88,reformista,reformista##s,plur,3,artificial,2.545933952546875e-08,singular,singular,grande,s,Los reformista##s [MASK],"[CLS] , Los , reform , ##ista , ##s , [MASK] , [SEP]",non_morphemic,17.486183185808443
89,reformista,reformista##s,plur,3,artificial,6.380007562256651e-06,plural,plural,grandes,s,Los reformista##s [MASK],"[CLS] , Los , reform , ##ista , ##s , [MASK] , [SEP]",non_morphemic,11.962341275301593
90,uruguaya,uruguaya,sing,2,default,1.199785947392229e-05,singular,singular,grande,s,La uruguaya [MASK],"[CLS] , La , uruguay , ##a , [MASK] , [SEP]",non_morphemic,11.330782301260516
91,uruguaya,uruguaya,sing,2,default,1.4203324383288418e-07,plural,plural,grandes,s,La uruguaya [MASK],"[CLS] , La , uruguay , ##a , [MASK] , [SEP]",non_morphemic,15.767204695245788
92,uruguaya,uruguayas,plur,2,default,1.236340239074707e-07,singular,singular,grande,s,Las uruguayas [MASK],"[CLS] , Las , uruguay , ##as , [MASK] , [SEP]",non_morphemic,15.90594005547156
93,uruguaya,uruguayas,plur,2,default,1.0183863196289167e-05,plural,plural,grandes,s,Las uruguayas [MASK],"[CLS] , Las , uruguay , ##as , [MASK] , [SEP]",non_morphemic,11.494706129999594
94,uruguaya,uruguaya##s,plur,3,artificial,8.373761772872967e-08,singular,singular,grande,s,Las uruguaya##s [MASK],"[CLS] , Las , uruguay , ##a , ##s , [MASK] , [SEP]",non_morphemic,16.295577525187
95,uruguaya,uruguaya##s,plur,3,artificial,5.008997959521366e-06,plural,plural,grandes,s,Las uruguaya##s [MASK],"[CLS] , Las , uruguay , ##a , ##s , [MASK] , [SEP]",non_morphemic,12.204274670951351
96,mejoría,mejoría,sing,2,default,1.0868021490750834e-05,singular,singular,grande,s,La mejoría [MASK],"[CLS] , La , mejor , ##ía , [MASK] , [SEP]",non_morphemic,11.4296858889683
97,mejoría,mejoría,sing,2,default,1.9210960999771487e-07,plural,plural,grandes,s,La mejoría [MASK],"[CLS] , La , mejor , ##ía , [MASK] , [SEP]",non_morphemic,15.465199742406945
98,mejoría,mejorías,plur,2,default,1.8840669469000204e-08,singular,singular,grande,s,Las mejorías [MASK],"[CLS] , Las , mejor , ##ías , [MASK] , [SEP]",non_morphemic,17.787248033981534
99,mejoría,mejorías,plur,2,default,1.4297151210485026e-05,plural,plural,grandes,s,Las mejorías [MASK],"[CLS] , Las , mejor , ##ías , [MASK] , [SEP]",non_morphemic,11.155450256594564
100,mejoría,mejoría##s,plur,3,artificial,9.973630810122813e-09,singular,singular,grande,s,Las mejoría##s [MASK],"[CLS] , Las , mejor , ##ía , ##s , [MASK] , [SEP]",non_morphemic,18.42332114573487
101,mejoría,mejoría##s,plur,3,artificial,7.479275154764764e-06,plural,plural,grandes,s,Las mejoría##s [MASK],"[CLS] , Las , mejor , ##ía , ##s , [MASK] , [SEP]",non_morphemic,11.80337467511664
102,urna,urna,sing,2,default,6.891594966873527e-05,singular,singular,grande,s,La urna [MASK],"[CLS] , La , ur , ##na , [MASK] , [SEP]",non_morphemic,9.582622916622094
103,urna,urna,sing,2,default,3.157305741297023e-07,plural,plural,grandes,s,La urna [MASK],"[CLS] , La , ur , ##na , [MASK] , [SEP]",non_morphemic,14.968376600554736
104,urna,urnas,plur,2,default,4.3521777115529403e-07,singular,singular,grande,s,Las urnas [MASK],"[CLS] , Las , ur , ##nas , [MASK] , [SEP]",non_morphemic,14.647419307782284
105,urna,urnas,plur,2,default,0.00012755373609252274,plural,plural,grandes,s,Las urnas [MASK],"[CLS] , Las , ur , ##nas , [MASK] , [SEP]",non_morphemic,8.966972822605724
106,urna,urna##s,plur,3,artificial,1.495858015232443e-07,singular,singular,grande,s,Las urna##s [MASK],"[CLS] , Las , ur , ##na , ##s , [MASK] , [SEP]",non_morphemic,15.715395685514217
107,urna,urna##s,plur,3,artificial,4.931624062010087e-05,plural,plural,grandes,s,Las urna##s [MASK],"[CLS] , Las , ur , ##na , ##s , [MASK] , [SEP]",non_morphemic,9.917257106821099
108,injerencia,injerencia,sing,2,default,7.85147562964994e-07,singular,singular,grande,s,La injerencia [MASK],"[CLS] , La , injer , ##encia , [MASK] , [SEP]",non_morphemic,14.057394158530354
109,injerencia,injerencia,sing,2,default,1.8802602141931857e-08,plural,plural,grandes,s,La injerencia [MASK],"[CLS] , La , injer , ##encia , [MASK] , [SEP]",non_morphemic,17.78927056488365
110,injerencia,injerencias,plur,2,default,2.1416801665452567e-09,singular,singular,grande,s,Las injerencias [MASK],"[CLS] , Las , injer , ##encias , [MASK] , [SEP]",non_morphemic,19.96167519140785
111,injerencia,injerencias,plur,2,default,6.956929041734838e-07,plural,plural,grandes,s,Las injerencias [MASK],"[CLS] , Las , injer , ##encias , [MASK] , [SEP]",non_morphemic,14.17835750361823
112,injerencia,injerencia##s,plur,3,artificial,2.2559871748484284e-09,singular,singular,grande,s,Las injerencia##s [MASK],"[CLS] , Las , injer , ##encia , ##s , [MASK] , [SEP]",non_morphemic,19.90967818823437
113,injerencia,injerencia##s,plur,3,artificial,1.0462395039212424e-06,plural,plural,grandes,s,Las injerencia##s [MASK],"[CLS] , Las , injer , ##encia , ##s , [MASK] , [SEP]",non_morphemic,13.77030824728744
114,pollito,pollito,sing,2,default,0.0003074923879466951,singular,singular,grande,s,El pollito [MASK],"[CLS] , El , pol , ##lito , [MASK] , [SEP]",non_morphemic,8.087060225668997
115,pollito,pollito,sing,2,default,7.058106916701945e-07,plural,plural,grandes,s,El pollito [MASK],"[CLS] , El , pol , ##lito , [MASK] , [SEP]",non_morphemic,14.163918777519898
116,pollito,pollitos,plur,2,default,2.0877921542705735e-06,singular,singular,grande,s,Los pollitos [MASK],"[CLS] , Los , pol , ##litos , [MASK] , [SEP]",non_morphemic,13.079403435872475
117,pollito,pollitos,plur,2,default,8.722308120923117e-05,plural,plural,grandes,s,Los pollitos [MASK],"[CLS] , Los , pol , ##litos , [MASK] , [SEP]",non_morphemic,9.347041569307878
118,pollito,pollito##s,plur,3,artificial,1.0611840934870997e-06,singular,singular,grande,s,Los pollito##s [MASK],"[CLS] , Los , pol , ##lito , ##s , [MASK] , [SEP]",non_morphemic,13.756125203970534
119,pollito,pollito##s,plur,3,artificial,7.970423030201346e-05,plural,plural,grandes,s,Los pollito##s [MASK],"[CLS] , Los , pol , ##lito , ##s , [MASK] , [SEP]",non_morphemic,9.4371878957597
120,indefinido,indefinido,sing,2,default,1.3922193602411426e-06,singular,singular,grande,s,El indefinido [MASK],"[CLS] , El , indefin , ##ido , [MASK] , [SEP]",non_morphemic,13.484611422087344
121,indefinido,indefinido,sing,2,default,2.6076394377128054e-08,plural,plural,grandes,s,El indefinido [MASK],"[CLS] , El , indefin , ##ido , [MASK] , [SEP]",non_morphemic,17.46223536185644
122,indefinido,indefinidos,plur,2,default,8.172530208128137e-09,singular,singular,grande,s,Los indefinidos [MASK],"[CLS] , Los , indefin , ##idos , [MASK] , [SEP]",non_morphemic,18.62248728102277
123,indefinido,indefinidos,plur,2,default,8.478069162265456e-07,plural,plural,grandes,s,Los indefinidos [MASK],"[CLS] , Los , indefin , ##idos , [MASK] , [SEP]",non_morphemic,13.980612920209598
124,indefinido,indefinido##s,plur,3,artificial,8.871270829047262e-09,singular,singular,grande,s,Los indefinido##s [MASK],"[CLS] , Los , indefin , ##ido , ##s , [MASK] , [SEP]",non_morphemic,18.540447778165127
125,indefinido,indefinido##s,plur,3,artificial,1.279650518881681e-06,plural,plural,grandes,s,Los indefinido##s [MASK],"[CLS] , Los , indefin , ##ido , ##s , [MASK] , [SEP]",non_morphemic,13.56892354943649
126,retoque,retoque,sing,2,default,6.626235972362338e-06,singular,singular,grande,s,El retoque [MASK],"[CLS] , El , reto , ##que , [MASK] , [SEP]",non_morphemic,11.924473641626475
127,retoque,retoque,sing,2,default,7.404806723343427e-08,plural,plural,grandes,s,El retoque [MASK],"[CLS] , El , reto , ##que , [MASK] , [SEP]",non_morphemic,16.418551397404645
128,retoque,retoques,plur,2,default,8.904292414513293e-09,singular,singular,grande,s,Los retoques [MASK],"[CLS] , Los , reto , ##ques , [MASK] , [SEP]",non_morphemic,18.536732382709037
129,retoque,retoques,plur,2,default,6.25934171694098e-06,plural,plural,grandes,s,Los retoques [MASK],"[CLS] , Los , reto , ##ques , [MASK] , [SEP]",non_morphemic,11.981435535419838
130,retoque,retoque##s,plur,3,artificial,6.737649549393154e-09,singular,singular,grande,s,Los retoque##s [MASK],"[CLS] , Los , reto , ##que , ##s , [MASK] , [SEP]",non_morphemic,18.815554704387225
131,retoque,retoque##s,plur,3,artificial,2.8952042612218065e-06,plural,plural,grandes,s,Los retoque##s [MASK],"[CLS] , Los , reto , ##que , ##s , [MASK] , [SEP]",non_morphemic,12.752454892875011
132,retroceso,retroceso,sing,2,default,3.142905370623339e-06,singular,singular,grande,s,El retroceso [MASK],"[CLS] , El , retroce , ##so , [MASK] , [SEP]",non_morphemic,12.670362908580673
133,retroceso,retroceso,sing,2,default,6.930113727321441e-08,plural,plural,grandes,s,El retroceso [MASK],"[CLS] , El , retroce , ##so , [MASK] , [SEP]",non_morphemic,16.484804520016315
134,retroceso,retrocesos,plur,2,default,2.759949424557817e-08,singular,singular,grande,s,Los retrocesos [MASK],"[CLS] , Los , retroce , ##sos , [MASK] , [SEP]",non_morphemic,17.405468388826776
135,retroceso,retrocesos,plur,2,default,8.725340194359887e-06,plural,plural,grandes,s,Los retrocesos [MASK],"[CLS] , Los , retroce , ##sos , [MASK] , [SEP]",non_morphemic,11.649279099878322
136,retroceso,retroceso##s,plur,3,artificial,3.651885194244642e-08,singular,singular,grande,s,Los retroceso##s [MASK],"[CLS] , Los , retroce , ##so , ##s , [MASK] , [SEP]",non_morphemic,17.125437218119956
137,retroceso,retroceso##s,plur,3,artificial,1.0827341611729935e-05,plural,plural,grandes,s,Los retroceso##s [MASK],"[CLS] , Los , retroce , ##so , ##s , [MASK] , [SEP]",non_morphemic,11.433435992297117
138,kilómetro,kilómetro,sing,2,default,2.9718095902353525e-05,singular,singular,grande,s,El kilómetro [MASK],"[CLS] , El , k , ##ilómetro , [MASK] , [SEP]",non_morphemic,10.42375440805566
139,kilómetro,kilómetro,sing,2,default,4.770000941789476e-06,plural,plural,grandes,s,El kilómetro [MASK],"[CLS] , El , k , ##ilómetro , [MASK] , [SEP]",non_morphemic,12.253164055623902
