,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
10,cierre,cierre##s,plur,2,artificial,1.315825848280383e-08,singular,singular,grande,s,Los cierre##s [MASK],"[CLS] , Los , cierre , ##s , [MASK] , [SEP]",morphemic,18.14621625393962
11,cierre,cierre##s,plur,2,artificial,3.6310161704022903e-06,plural,plural,grandes,s,Los cierre##s [MASK],"[CLS] , Los , cierre , ##s , [MASK] , [SEP]",morphemic,12.525998012112554
12,gestor,gestor,sing,1,default,8.336821224474988e-07,singular,singular,grande,es,El gestor [MASK],"[CLS] , El , gestor , [MASK] , [SEP]",morphemic,13.997413655387566
13,gestor,gestor,sing,1,default,1.8610089025372645e-09,plural,plural,grandes,es,El gestor [MASK],"[CLS] , El , gestor , [MASK] , [SEP]",morphemic,20.102147075559284
14,gestor,gestores,plur,2,default,4.7204404829415125e-09,singular,singular,grande,es,Los gestores [MASK],"[CLS] , Los , gestor , ##es , [MASK] , [SEP]",morphemic,19.171363719046134
15,gestor,gestores,plur,2,default,9.822426818573149e-07,plural,plural,grandes,es,Los gestores [MASK],"[CLS] , Los , gestor , ##es , [MASK] , [SEP]",morphemic,13.833427428922652
16,gestor,gestor##es,plur,2,artificial,4.7204404829415125e-09,singular,singular,grande,es,Los gestor##es [MASK],"[CLS] , Los , gestor , ##es , [MASK] , [SEP]",morphemic,19.171363719046134
17,gestor,gestor##es,plur,2,artificial,9.822426818573149e-07,plural,plural,grandes,es,Los gestor##es [MASK],"[CLS] , Los , gestor , ##es , [MASK] , [SEP]",morphemic,13.833427428922652
18,monopolio,monopolio,sing,1,default,1.0258921975037083e-05,singular,singular,grande,s,El monopolio [MASK],"[CLS] , El , monopolio , [MASK] , [SEP]",morphemic,11.487362794401113
19,monopolio,monopolio,sing,1,default,5.86885136044657e-08,plural,plural,grandes,s,El monopolio [MASK],"[CLS] , El , monopolio , [MASK] , [SEP]",morphemic,16.651021808911473
20,monopolio,monopolios,plur,2,default,8.467918810595165e-09,singular,singular,grande,s,Los monopolios [MASK],"[CLS] , Los , monopolio , ##s , [MASK] , [SEP]",morphemic,18.58698107150965
21,monopolio,monopolios,plur,2,default,4.769534371007467e-06,plural,plural,grandes,s,Los monopolios [MASK],"[CLS] , Los , monopolio , ##s , [MASK] , [SEP]",morphemic,12.253261873969782
22,monopolio,monopolio##s,plur,2,artificial,8.467918810595165e-09,singular,singular,grande,s,Los monopolio##s [MASK],"[CLS] , Los , monopolio , ##s , [MASK] , [SEP]",morphemic,18.58698107150965
23,monopolio,monopolio##s,plur,2,artificial,4.769534371007467e-06,plural,plural,grandes,s,Los monopolio##s [MASK],"[CLS] , Los , monopolio , ##s , [MASK] , [SEP]",morphemic,12.253261873969782
24,retorno,retorno,sing,1,default,9.772206794878002e-06,singular,singular,grande,s,El retorno [MASK],"[CLS] , El , retorno , [MASK] , [SEP]",morphemic,11.535968242811725
25,retorno,retorno,sing,1,default,1.821462518591943e-07,plural,plural,grandes,s,El retorno [MASK],"[CLS] , El , retorno , [MASK] , [SEP]",morphemic,15.518455890924555
26,retorno,retornos,plur,2,default,2.1814243211792927e-07,singular,singular,grande,s,Los retornos [MASK],"[CLS] , Los , retorno , ##s , [MASK] , [SEP]",morphemic,15.338117629163834
27,retorno,retornos,plur,2,default,5.404357216320932e-05,plural,plural,grandes,s,Los retornos [MASK],"[CLS] , Los , retorno , ##s , [MASK] , [SEP]",morphemic,9.825719944850984
28,retorno,retorno##s,plur,2,artificial,2.1814243211792927e-07,singular,singular,grande,s,Los retorno##s [MASK],"[CLS] , Los , retorno , ##s , [MASK] , [SEP]",morphemic,15.338117629163834
29,retorno,retorno##s,plur,2,artificial,5.404357216320932e-05,plural,plural,grandes,s,Los retorno##s [MASK],"[CLS] , Los , retorno , ##s , [MASK] , [SEP]",morphemic,9.825719944850984
30,planteamiento,planteamiento,sing,1,default,1.9742242329812143e-06,singular,singular,grande,s,El planteamiento [MASK],"[CLS] , El , planteamiento , [MASK] , [SEP]",morphemic,13.135335030201967
31,planteamiento,planteamiento,sing,1,default,2.7847130823488442e-08,plural,plural,grandes,s,El planteamiento [MASK],"[CLS] , El , planteamiento , [MASK] , [SEP]",morphemic,17.396535898376225
32,planteamiento,planteamientos,plur,2,default,1.908914359916025e-09,singular,singular,grande,s,Los planteamientos [MASK],"[CLS] , Los , planteamiento , ##s , [MASK] , [SEP]",morphemic,20.07673115443695
33,planteamiento,planteamientos,plur,2,default,1.0672297321434598e-05,plural,plural,grandes,s,Los planteamientos [MASK],"[CLS] , Los , planteamiento , ##s , [MASK] , [SEP]",morphemic,11.447859209224571
34,planteamiento,planteamiento##s,plur,2,artificial,1.908914359916025e-09,singular,singular,grande,s,Los planteamiento##s [MASK],"[CLS] , Los , planteamiento , ##s , [MASK] , [SEP]",morphemic,20.07673115443695
35,planteamiento,planteamiento##s,plur,2,artificial,1.0672297321434598e-05,plural,plural,grandes,s,Los planteamiento##s [MASK],"[CLS] , Los , planteamiento , ##s , [MASK] , [SEP]",morphemic,11.447859209224571
36,plantilla,plantilla,sing,1,default,3.236917473259382e-05,singular,singular,grande,s,La plantilla [MASK],"[CLS] , La , plantilla , [MASK] , [SEP]",morphemic,10.338303985173678
37,plantilla,plantilla,sing,1,default,1.3566497614192485e-07,plural,plural,grandes,s,La plantilla [MASK],"[CLS] , La , plantilla , [MASK] , [SEP]",morphemic,15.813077401119896
38,plantilla,plantillas,plur,2,default,6.099307281459687e-09,singular,singular,grande,s,Las plantillas [MASK],"[CLS] , Las , plantilla , ##s , [MASK] , [SEP]",morphemic,18.91509063263206
39,plantilla,plantillas,plur,2,default,1.8671821635507513e-06,plural,plural,grandes,s,Las plantillas [MASK],"[CLS] , Las , plantilla , ##s , [MASK] , [SEP]",morphemic,13.191080127971125
40,plantilla,plantilla##s,plur,2,artificial,6.099307281459687e-09,singular,singular,grande,s,Las plantilla##s [MASK],"[CLS] , Las , plantilla , ##s , [MASK] , [SEP]",morphemic,18.91509063263206
41,plantilla,plantilla##s,plur,2,artificial,1.8671821635507513e-06,plural,plural,grandes,s,Las plantilla##s [MASK],"[CLS] , Las , plantilla , ##s , [MASK] , [SEP]",morphemic,13.191080127971125
42,gesto,gesto,sing,1,default,4.454991722013801e-05,singular,singular,grande,s,El gesto [MASK],"[CLS] , El , gesto , [MASK] , [SEP]",morphemic,10.018900262183008
43,gesto,gesto,sing,1,default,2.1412068917925353e-07,plural,plural,grandes,s,El gesto [MASK],"[CLS] , El , gesto , [MASK] , [SEP]",morphemic,15.356726012767464
44,gesto,gestos,plur,2,default,1.6115668799443483e-08,singular,singular,grande,s,Los gestos [MASK],"[CLS] , Los , gesto , ##s , [MASK] , [SEP]",morphemic,17.94347382086823
45,gesto,gestos,plur,2,default,1.0209067113464698e-05,plural,plural,grandes,s,Los gestos [MASK],"[CLS] , Los , gesto , ##s , [MASK] , [SEP]",morphemic,11.492234299848109
46,gesto,gesto##s,plur,2,artificial,1.6115668799443483e-08,singular,singular,grande,s,Los gesto##s [MASK],"[CLS] , Los , gesto , ##s , [MASK] , [SEP]",morphemic,17.94347382086823
47,gesto,gesto##s,plur,2,artificial,1.0209067113464698e-05,plural,plural,grandes,s,Los gesto##s [MASK],"[CLS] , Los , gesto , ##s , [MASK] , [SEP]",morphemic,11.492234299848109
48,trazado,trazado,sing,1,default,2.7818607577501098e-06,singular,singular,grande,s,El trazado [MASK],"[CLS] , El , trazado , [MASK] , [SEP]",morphemic,12.792390516847862
49,trazado,trazado,sing,1,default,7.949375913085532e-08,plural,plural,grandes,s,El trazado [MASK],"[CLS] , El , trazado , [MASK] , [SEP]",morphemic,16.347587319866204
50,trazado,trazados,plur,2,default,6.755711012829124e-08,singular,singular,grande,s,Los trazados [MASK],"[CLS] , Los , trazado , ##s , [MASK] , [SEP]",morphemic,16.51029252081376
51,trazado,trazados,plur,2,default,2.9152835850254633e-05,plural,plural,grandes,s,Los trazados [MASK],"[CLS] , Los , trazado , ##s , [MASK] , [SEP]",morphemic,10.442958365156757
52,trazado,trazado##s,plur,2,artificial,6.755711012829124e-08,singular,singular,grande,s,Los trazado##s [MASK],"[CLS] , Los , trazado , ##s , [MASK] , [SEP]",morphemic,16.51029252081376
53,trazado,trazado##s,plur,2,artificial,2.9152835850254633e-05,plural,plural,grandes,s,Los trazado##s [MASK],"[CLS] , Los , trazado , ##s , [MASK] , [SEP]",morphemic,10.442958365156757
54,ciclista,ciclista,sing,1,default,3.545348818079219e-06,singular,singular,grande,s,El ciclista [MASK],"[CLS] , El , ciclista , [MASK] , [SEP]",morphemic,12.549874005619397
55,ciclista,ciclista,sing,1,default,6.278801834014303e-08,plural,plural,grandes,s,El ciclista [MASK],"[CLS] , El , ciclista , [MASK] , [SEP]",morphemic,16.583501572437186
56,ciclista,ciclistas,plur,2,default,1.724333920094523e-08,singular,singular,grande,s,Los ciclistas [MASK],"[CLS] , Los , ciclista , ##s , [MASK] , [SEP]",morphemic,17.87583990131623
57,ciclista,ciclistas,plur,2,default,2.7952573873335496e-05,plural,plural,grandes,s,Los ciclistas [MASK],"[CLS] , Los , ciclista , ##s , [MASK] , [SEP]",morphemic,10.48500127411162
58,ciclista,ciclista##s,plur,2,artificial,1.724333920094523e-08,singular,singular,grande,s,Los ciclista##s [MASK],"[CLS] , Los , ciclista , ##s , [MASK] , [SEP]",morphemic,17.87583990131623
59,ciclista,ciclista##s,plur,2,artificial,2.7952573873335496e-05,plural,plural,grandes,s,Los ciclista##s [MASK],"[CLS] , Los , ciclista , ##s , [MASK] , [SEP]",morphemic,10.48500127411162
60,coincidencia,coincidencia,sing,1,default,2.2989755962044e-05,singular,singular,grande,s,La coincidencia [MASK],"[CLS] , La , coincidencia , [MASK] , [SEP]",morphemic,10.680461834206637
61,coincidencia,coincidencia,sing,1,default,6.400581753496226e-08,plural,plural,grandes,s,La coincidencia [MASK],"[CLS] , La , coincidencia , [MASK] , [SEP]",morphemic,16.564291858734016
62,coincidencia,coincidencias,plur,2,default,3.075509624750339e-08,singular,singular,grande,s,Las coincidencias [MASK],"[CLS] , Las , coincidencia , ##s , [MASK] , [SEP]",morphemic,17.297210124799726
63,coincidencia,coincidencias,plur,2,default,6.411765753000509e-06,plural,plural,grandes,s,Las coincidencias [MASK],"[CLS] , Las , coincidencia , ##s , [MASK] , [SEP]",morphemic,11.957375856479354
64,coincidencia,coincidencia##s,plur,2,artificial,3.075509624750339e-08,singular,singular,grande,s,Las coincidencia##s [MASK],"[CLS] , Las , coincidencia , ##s , [MASK] , [SEP]",morphemic,17.297210124799726
65,coincidencia,coincidencia##s,plur,2,artificial,6.411765753000509e-06,plural,plural,grandes,s,Las coincidencia##s [MASK],"[CLS] , Las , coincidencia , ##s , [MASK] , [SEP]",morphemic,11.957375856479354
66,arteria,arteria,sing,1,default,0.00013112463057041168,singular,singular,grande,s,La arteria [MASK],"[CLS] , La , arteria , [MASK] , [SEP]",morphemic,8.93936230863663
67,arteria,arteria,sing,1,default,4.717030606116168e-07,plural,plural,grandes,s,La arteria [MASK],"[CLS] , La , arteria , [MASK] , [SEP]",morphemic,14.566916158206572
68,arteria,arterias,plur,2,default,8.168571241640166e-08,singular,singular,grande,s,Las arterias [MASK],"[CLS] , Las , arteria , ##s , [MASK] , [SEP]",morphemic,16.32038672899772
69,arteria,arterias,plur,2,default,6.72832247801125e-05,plural,plural,grandes,s,Las arterias [MASK],"[CLS] , Las , arteria , ##s , [MASK] , [SEP]",morphemic,9.606599612709333
70,arteria,arteria##s,plur,2,artificial,8.168571241640166e-08,singular,singular,grande,s,Las arteria##s [MASK],"[CLS] , Las , arteria , ##s , [MASK] , [SEP]",morphemic,16.32038672899772
71,arteria,arteria##s,plur,2,artificial,6.72832247801125e-05,plural,plural,grandes,s,Las arteria##s [MASK],"[CLS] , Las , arteria , ##s , [MASK] , [SEP]",morphemic,9.606599612709333
72,curioso,curioso,sing,1,default,4.460046693566255e-05,singular,singular,grande,s,El curioso [MASK],"[CLS] , El , curioso , [MASK] , [SEP]",morphemic,10.017766229583586
73,curioso,curioso,sing,1,default,1.1491854223777409e-07,plural,plural,grandes,s,El curioso [MASK],"[CLS] , El , curioso , [MASK] , [SEP]",morphemic,15.979042287933407
74,curioso,curiosos,plur,2,default,5.938558160778484e-07,singular,singular,grande,s,Los curiosos [MASK],"[CLS] , Los , curioso , ##s , [MASK] , [SEP]",morphemic,14.336629280924077
75,curioso,curiosos,plur,2,default,4.9697599024511874e-05,plural,plural,grandes,s,Los curiosos [MASK],"[CLS] , Los , curioso , ##s , [MASK] , [SEP]",morphemic,9.909553935394584
76,curioso,curioso##s,plur,2,artificial,5.938558160778484e-07,singular,singular,grande,s,Los curioso##s [MASK],"[CLS] , Los , curioso , ##s , [MASK] , [SEP]",morphemic,14.336629280924077
77,curioso,curioso##s,plur,2,artificial,4.9697599024511874e-05,plural,plural,grandes,s,Los curioso##s [MASK],"[CLS] , Los , curioso , ##s , [MASK] , [SEP]",morphemic,9.909553935394584
78,legítima,legítima,sing,1,default,1.45513240568107e-06,singular,singular,grande,s,La legítima [MASK],"[CLS] , La , legítima , [MASK] , [SEP]",morphemic,13.44041366101302
79,legítima,legítima,sing,1,default,2.9845148574736413e-09,plural,plural,grandes,s,La legítima [MASK],"[CLS] , La , legítima , [MASK] , [SEP]",morphemic,19.629828630120258
80,legítima,legítimas,plur,2,default,1.2747272570834411e-08,singular,singular,grande,s,Las legítimas [MASK],"[CLS] , Las , legítima , ##s , [MASK] , [SEP]",morphemic,18.177948504238255
81,legítima,legítimas,plur,2,default,1.4784077393414918e-06,plural,plural,grandes,s,Las legítimas [MASK],"[CLS] , Las , legítima , ##s , [MASK] , [SEP]",morphemic,13.424544901128503
82,legítima,legítima##s,plur,2,artificial,1.2747272570834411e-08,singular,singular,grande,s,Las legítima##s [MASK],"[CLS] , Las , legítima , ##s , [MASK] , [SEP]",morphemic,18.177948504238255
83,legítima,legítima##s,plur,2,artificial,1.4784077393414918e-06,plural,plural,grandes,s,Las legítima##s [MASK],"[CLS] , Las , legítima , ##s , [MASK] , [SEP]",morphemic,13.424544901128503
84,canciller,canciller,sing,1,default,1.6601690731476992e-05,singular,singular,grande,es,El canciller [MASK],"[CLS] , El , canciller , [MASK] , [SEP]",morphemic,11.006006016494473
85,canciller,canciller,sing,1,default,3.7400923247332685e-07,plural,plural,grandes,es,El canciller [MASK],"[CLS] , El , canciller , [MASK] , [SEP]",morphemic,14.79898535407901
86,canciller,cancilleres,plur,2,default,2.1235452507539776e-08,singular,singular,grande,es,Los cancilleres [MASK],"[CLS] , Los , canciller , ##es , [MASK] , [SEP]",morphemic,17.667593763893752
87,canciller,cancilleres,plur,2,default,1.3307457265909761e-05,plural,plural,grandes,es,Los cancilleres [MASK],"[CLS] , Los , canciller , ##es , [MASK] , [SEP]",morphemic,11.227185983183276
88,canciller,canciller##es,plur,2,artificial,2.1235452507539776e-08,singular,singular,grande,es,Los canciller##es [MASK],"[CLS] , Los , canciller , ##es , [MASK] , [SEP]",morphemic,17.667593763893752
89,canciller,canciller##es,plur,2,artificial,1.3307457265909761e-05,plural,plural,grandes,es,Los canciller##es [MASK],"[CLS] , Los , canciller , ##es , [MASK] , [SEP]",morphemic,11.227185983183276
90,árbitro,árbitro,sing,1,default,1.0805198371599545e-06,singular,singular,grande,s,El árbitro [MASK],"[CLS] , El , árbitro , [MASK] , [SEP]",morphemic,13.73806830192695
91,árbitro,árbitro,sing,1,default,1.2891198331033138e-08,plural,plural,grandes,s,El árbitro [MASK],"[CLS] , El , árbitro , [MASK] , [SEP]",morphemic,18.16672105837122
92,árbitro,árbitros,plur,2,default,4.689155730375205e-09,singular,singular,grande,s,Los árbitros [MASK],"[CLS] , Los , árbitro , ##s , [MASK] , [SEP]",morphemic,19.178013285538213
93,árbitro,árbitros,plur,2,default,5.249415153230075e-06,plural,plural,grandes,s,Los árbitros [MASK],"[CLS] , Los , árbitro , ##s , [MASK] , [SEP]",morphemic,12.157393886950862
94,árbitro,árbitro##s,plur,2,artificial,4.689155730375205e-09,singular,singular,grande,s,Los árbitro##s [MASK],"[CLS] , Los , árbitro , ##s , [MASK] , [SEP]",morphemic,19.178013285538213
95,árbitro,árbitro##s,plur,2,artificial,5.249415153230075e-06,plural,plural,grandes,s,Los árbitro##s [MASK],"[CLS] , Los , árbitro , ##s , [MASK] , [SEP]",morphemic,12.157393886950862
96,bloqueo,bloqueo,sing,1,default,1.6438703823951073e-05,singular,singular,grande,s,El bloqueo [MASK],"[CLS] , El , bloqueo , [MASK] , [SEP]",morphemic,11.01587201426986
97,bloqueo,bloqueo,sing,1,default,1.8045018634893495e-07,plural,plural,grandes,s,El bloqueo [MASK],"[CLS] , El , bloqueo , [MASK] , [SEP]",morphemic,15.527811073168012
98,bloqueo,bloqueos,plur,2,default,3.844308338329938e-08,singular,singular,grande,s,Los bloqueos [MASK],"[CLS] , Los , bloqueo , ##s , [MASK] , [SEP]",morphemic,17.074087043176203
99,bloqueo,bloqueos,plur,2,default,1.613639688002877e-05,plural,plural,grandes,s,Los bloqueos [MASK],"[CLS] , Los , bloqueo , ##s , [MASK] , [SEP]",morphemic,11.0344331616785
100,bloqueo,bloqueo##s,plur,2,artificial,3.844308338329938e-08,singular,singular,grande,s,Los bloqueo##s [MASK],"[CLS] , Los , bloqueo , ##s , [MASK] , [SEP]",morphemic,17.074087043176203
101,bloqueo,bloqueo##s,plur,2,artificial,1.613639688002877e-05,plural,plural,grandes,s,Los bloqueo##s [MASK],"[CLS] , Los , bloqueo , ##s , [MASK] , [SEP]",morphemic,11.0344331616785
102,arancel,arancel,sing,1,default,3.1346974083135137e-06,singular,singular,grande,es,El arancel [MASK],"[CLS] , El , arancel , [MASK] , [SEP]",morphemic,12.67297790901195
103,arancel,arancel,sing,1,default,3.424490202519337e-08,plural,plural,grandes,es,El arancel [MASK],"[CLS] , El , arancel , [MASK] , [SEP]",morphemic,17.189728129296594
104,arancel,aranceles,plur,2,default,3.8629521803557054e-09,singular,singular,grande,es,Los aranceles [MASK],"[CLS] , Los , arancel , ##es , [MASK] , [SEP]",morphemic,19.371834132226873
105,arancel,aranceles,plur,2,default,1.2945645266881911e-06,plural,plural,grandes,es,Los aranceles [MASK],"[CLS] , Los , arancel , ##es , [MASK] , [SEP]",morphemic,13.55733619219281
106,arancel,arancel##es,plur,2,artificial,3.8629521803557054e-09,singular,singular,grande,es,Los arancel##es [MASK],"[CLS] , Los , arancel , ##es , [MASK] , [SEP]",morphemic,19.371834132226873
107,arancel,arancel##es,plur,2,artificial,1.2945645266881911e-06,plural,plural,grandes,es,Los arancel##es [MASK],"[CLS] , Los , arancel , ##es , [MASK] , [SEP]",morphemic,13.55733619219281
108,televisor,televisor,sing,1,default,8.759920456213877e-05,singular,singular,grande,es,El televisor [MASK],"[CLS] , El , televisor , [MASK] , [SEP]",morphemic,9.342738640404036
109,televisor,televisor,sing,1,default,1.2638403177334112e-06,plural,plural,grandes,es,El televisor [MASK],"[CLS] , El , televisor , [MASK] , [SEP]",morphemic,13.581355601127141
110,televisor,televisores,plur,2,default,5.589550369222707e-07,singular,singular,grande,es,Los televisores [MASK],"[CLS] , Los , televisor , ##es , [MASK] , [SEP]",morphemic,14.397196801870248
111,televisor,televisores,plur,2,default,0.00024228989786934108,plural,plural,grandes,es,Los televisores [MASK],"[CLS] , Los , televisor , ##es , [MASK] , [SEP]",morphemic,8.325375623667412
112,televisor,televisor##es,plur,2,artificial,5.589550369222707e-07,singular,singular,grande,es,Los televisor##es [MASK],"[CLS] , Los , televisor , ##es , [MASK] , [SEP]",morphemic,14.397196801870248
113,televisor,televisor##es,plur,2,artificial,0.00024228989786934108,plural,plural,grandes,es,Los televisor##es [MASK],"[CLS] , Los , televisor , ##es , [MASK] , [SEP]",morphemic,8.325375623667412
114,suscrito,suscrito,sing,1,default,3.701235016251303e-07,singular,singular,grande,s,El suscrito [MASK],"[CLS] , El , suscrito , [MASK] , [SEP]",morphemic,14.809429098826993
115,suscrito,suscrito,sing,1,default,7.508726085347917e-09,plural,plural,grandes,s,El suscrito [MASK],"[CLS] , El , suscrito , [MASK] , [SEP]",morphemic,18.707200014673806
116,suscrito,suscritos,plur,2,default,4.082276738870405e-09,singular,singular,grande,s,Los suscritos [MASK],"[CLS] , Los , suscrito , ##s , [MASK] , [SEP]",morphemic,19.316610979935025
117,suscrito,suscritos,plur,2,default,8.773240978143804e-08,plural,plural,grandes,s,Los suscritos [MASK],"[CLS] , Los , suscrito , ##s , [MASK] , [SEP]",morphemic,16.248974453026083
118,suscrito,suscrito##s,plur,2,artificial,4.082276738870405e-09,singular,singular,grande,s,Los suscrito##s [MASK],"[CLS] , Los , suscrito , ##s , [MASK] , [SEP]",morphemic,19.316610979935025
119,suscrito,suscrito##s,plur,2,artificial,8.773240978143804e-08,plural,plural,grandes,s,Los suscrito##s [MASK],"[CLS] , Los , suscrito , ##s , [MASK] , [SEP]",morphemic,16.248974453026083
120,cordillera,cordillera,sing,1,default,0.0004920508363284171,singular,singular,grande,s,La cordillera [MASK],"[CLS] , La , cordillera , [MASK] , [SEP]",morphemic,7.6169285209389495
121,cordillera,cordillera,sing,1,default,2.2169481326272944e-06,plural,plural,grandes,s,La cordillera [MASK],"[CLS] , La , cordillera , [MASK] , [SEP]",morphemic,13.019379022900438
122,cordillera,cordilleras,plur,2,default,8.44139492528484e-07,singular,singular,grande,s,Las cordilleras [MASK],"[CLS] , Las , cordillera , ##s , [MASK] , [SEP]",morphemic,13.984948080499263
123,cordillera,cordilleras,plur,2,default,0.0006215916364453733,plural,plural,grandes,s,Las cordilleras [MASK],"[CLS] , Las , cordillera , ##s , [MASK] , [SEP]",morphemic,7.383227213883314
124,cordillera,cordillera##s,plur,2,artificial,8.44139492528484e-07,singular,singular,grande,s,Las cordillera##s [MASK],"[CLS] , Las , cordillera , ##s , [MASK] , [SEP]",morphemic,13.984948080499263
125,cordillera,cordillera##s,plur,2,artificial,0.0006215916364453733,plural,plural,grandes,s,Las cordillera##s [MASK],"[CLS] , Las , cordillera , ##s , [MASK] , [SEP]",morphemic,7.383227213883314
126,naranja,naranja,sing,1,default,0.00022300360433291644,singular,singular,grande,s,La naranja [MASK],"[CLS] , La , naranja , [MASK] , [SEP]",morphemic,8.408322623706898
127,naranja,naranja,sing,1,default,9.68331960393698e-07,plural,plural,grandes,s,La naranja [MASK],"[CLS] , La , naranja , [MASK] , [SEP]",morphemic,13.847690874167348
128,naranja,naranjas,plur,2,default,5.644368457069504e-07,singular,singular,grande,s,Las naranjas [MASK],"[CLS] , Las , naranja , ##s , [MASK] , [SEP]",morphemic,14.387437336130928
129,naranja,naranjas,plur,2,default,4.9636728363111615e-05,plural,plural,grandes,s,Las naranjas [MASK],"[CLS] , Las , naranja , ##s , [MASK] , [SEP]",morphemic,9.91077950706996
130,naranja,naranja##s,plur,2,artificial,5.644368457069504e-07,singular,singular,grande,s,Las naranja##s [MASK],"[CLS] , Las , naranja , ##s , [MASK] , [SEP]",morphemic,14.387437336130928
131,naranja,naranja##s,plur,2,artificial,4.9636728363111615e-05,plural,plural,grandes,s,Las naranja##s [MASK],"[CLS] , Las , naranja , ##s , [MASK] , [SEP]",morphemic,9.91077950706996
132,consumo,consumo,sing,1,default,8.108439033094328e-06,singular,singular,grande,s,El consumo [MASK],"[CLS] , El , consumo , [MASK] , [SEP]",morphemic,11.722605182703536
133,consumo,consumo,sing,1,default,1.3102265938869095e-08,plural,plural,grandes,s,El consumo [MASK],"[CLS] , El , consumo , [MASK] , [SEP]",morphemic,18.150480649264555
134,consumo,consumos,plur,2,default,5.62160842321191e-08,singular,singular,grande,s,Los consumos [MASK],"[CLS] , Los , consumo , ##s , [MASK] , [SEP]",morphemic,16.694062924692062
135,consumo,consumos,plur,2,default,1.6286812751786783e-05,plural,plural,grandes,s,Los consumos [MASK],"[CLS] , Los , consumo , ##s , [MASK] , [SEP]",morphemic,11.025154811228601
136,consumo,consumo##s,plur,2,artificial,5.62160842321191e-08,singular,singular,grande,s,Los consumo##s [MASK],"[CLS] , Los , consumo , ##s , [MASK] , [SEP]",morphemic,16.694062924692062
137,consumo,consumo##s,plur,2,artificial,1.6286812751786783e-05,plural,plural,grandes,s,Los consumo##s [MASK],"[CLS] , Los , consumo , ##s , [MASK] , [SEP]",morphemic,11.025154811228601
138,décima,décima,sing,1,default,0.0001436788443243131,singular,singular,grande,s,La décima [MASK],"[CLS] , La , décima , [MASK] , [SEP]",morphemic,8.847929996842558
139,décima,décima,sing,1,default,1.9812716800515773e-07,plural,plural,grandes,s,La décima [MASK],"[CLS] , La , décima , [MASK] , [SEP]",morphemic,15.434356749761953
140,décima,décimas,plur,2,default,1.2817113770324795e-07,singular,singular,grande,s,Las décimas [MASK],"[CLS] , Las , décima , ##s , [MASK] , [SEP]",morphemic,15.869899452726575
141,décima,décimas,plur,2,default,1.947628152265679e-05,plural,plural,grandes,s,Las décimas [MASK],"[CLS] , Las , décima , ##s , [MASK] , [SEP]",morphemic,10.846313164898383
142,décima,décima##s,plur,2,artificial,1.2817113770324795e-07,singular,singular,grande,s,Las décima##s [MASK],"[CLS] , Las , décima , ##s , [MASK] , [SEP]",morphemic,15.869899452726575
143,décima,décima##s,plur,2,artificial,1.947628152265679e-05,plural,plural,grandes,s,Las décima##s [MASK],"[CLS] , Las , décima , ##s , [MASK] , [SEP]",morphemic,10.846313164898383
144,funeral,funeral,sing,1,default,3.950929021812044e-05,singular,singular,grande,es,El funeral [MASK],"[CLS] , El , funeral , [MASK] , [SEP]",morphemic,10.138974718315845
145,funeral,funeral,sing,1,default,7.163431519074948e-07,plural,plural,grandes,es,El funeral [MASK],"[CLS] , El , funeral , [MASK] , [SEP]",morphemic,14.149106522354693
