,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,article_probs,article_number,article_type,article,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
23,23,shrao,shrao##s,plur,4,artificial,2.456902439007536e-05,plural,indefinite,Unos,s,[MASK] shrao##s,"[CLS] , [MASK] , sh , ##ra , ##o , ##s , [SEP]",nonmorphemic,10.614024079583183,3.1060933476933004,-3.106093347693288
25,25,mceo,mceo,sing,3,default,0.0002108727640006,plural,definite,Los,s,[MASK] mceo,"[CLS] , [MASK] , m , ##ce , ##o , [SEP]",nonmorphemic,8.464255620589242,3.5856032457401037,-3.5856032457404257
27,27,mceo,mceos,plur,3,default,0.0214780736714601,plural,definite,Los,s,[MASK] mceos,"[CLS] , [MASK] , m , ##ce , ##os , [SEP]",nonmorphemic,3.840722693462594,-4.341897919404351,4.341897919404388
29,29,mceo,mceo##s,plur,4,artificial,0.0042640008032321,plural,definite,Los,s,[MASK] mceo##s,"[CLS] , [MASK] , m , ##ce , ##o , ##s , [SEP]",nonmorphemic,5.457547403743332,-2.7417407403024026,2.7417407403024776
31,31,mceo,mceo,sing,3,default,2.352825731577468e-06,plural,indefinite,Unos,s,[MASK] mceo,"[CLS] , [MASK] , m , ##ce , ##o , [SEP]",nonmorphemic,12.959893513189812,6.756420182083145,-6.756420182083108
33,33,mceo,mceos,plur,3,default,5.914905341342092e-05,plural,indefinite,Unos,s,[MASK] mceos,"[CLS] , [MASK] , m , ##ce , ##os , [SEP]",nonmorphemic,9.735449970822268,0.4615001921799795,-0.4615001921799802
35,35,mceo,mceo##s,plur,4,artificial,2.1624951841658916e-05,plural,indefinite,Unos,s,[MASK] mceo##s,"[CLS] , [MASK] , m , ##ce , ##o , ##s , [SEP]",nonmorphemic,10.74166273212412,1.4423446430357636,-1.4423446430357645
37,37,lia,lia,sing,2,default,4.089010690222494e-05,plural,definite,Las,s,[MASK] lia,"[CLS] , [MASK] , li , ##a , [SEP]",nonmorphemic,10.104622409205597,4.203664439662624,-4.203664439662612
39,39,lia,lias,plur,2,default,0.0017293519340455,plural,definite,Las,s,[MASK] lias,"[CLS] , [MASK] , li , ##as , [SEP]",nonmorphemic,6.360008545252225,-2.3253573721096847,2.3253573721098415
41,41,lia,lia##s,plur,3,artificial,0.0010529189603403,plural,definite,Las,s,[MASK] lia##s,"[CLS] , [MASK] , li , ##a , ##s , [SEP]",nonmorphemic,6.856189009532364,-1.3096313148829077,1.3096313148829768
43,43,lia,lia,sing,2,default,7.002718120929785e-07,plural,indefinite,Unas,s,[MASK] lia,"[CLS] , [MASK] , li , ##a , [SEP]",nonmorphemic,14.171797274283133,5.8225098500888866,-5.822509850088679
45,45,lia,lias,plur,2,default,1.6307671103277244e-05,plural,indefinite,Unas,s,[MASK] lias,"[CLS] , [MASK] , li , ##as , [SEP]",nonmorphemic,11.02387494102538,0.12169929129840007,-0.1216992912983969
47,47,lia,lia##s,plur,3,artificial,2.562120062066242e-05,plural,indefinite,Unas,s,[MASK] lia##s,"[CLS] , [MASK] , li , ##a , ##s , [SEP]",nonmorphemic,10.572090399960512,0.9033031298633443,-0.9033031298633439
49,49,krio,krio,sing,2,default,0.000353837152943,plural,definite,Los,s,[MASK] krio,"[CLS] , [MASK] , k , ##rio , [SEP]",nonmorphemic,7.946673770607116,3.4329924471229054,-3.4329924471229414
51,51,krio,krios,plur,2,default,0.016290683299303,plural,definite,Los,s,[MASK] krios,"[CLS] , [MASK] , k , ##rios , [SEP]",nonmorphemic,4.117161911311545,-4.06892913841604,4.06892913841606
53,53,krio,krio##s,plur,3,artificial,0.0099093420431017,plural,definite,Los,s,[MASK] krio##s,"[CLS] , [MASK] , k , ##rio , ##s , [SEP]",nonmorphemic,4.61427732607325,-2.925317647578778,2.9253176475788343
55,55,krio,krio,sing,2,default,7.1904814831214026e-06,plural,indefinite,Unos,s,[MASK] krio,"[CLS] , [MASK] , k , ##rio , [SEP]",nonmorphemic,11.842752422809802,5.443812398520543,-5.44381239852049
57,57,krio,krios,plur,2,default,0.0001557422947371,plural,indefinite,Unos,s,[MASK] krios,"[CLS] , [MASK] , k , ##rios , [SEP]",nonmorphemic,8.767307873513186,-1.6508692836868697,1.6508692836866268
59,59,krio,krio##s,plur,3,artificial,0.0001113572143367,plural,indefinite,Unos,s,[MASK] krio##s,"[CLS] , [MASK] , k , ##rio , ##s , [SEP]",nonmorphemic,9.102767376626844,-0.44913289597604233,0.4491328959755997
61,61,floa,floa,sing,2,default,9.20516686164774e-05,plural,definite,Las,s,[MASK] floa,"[CLS] , [MASK] , flo , ##a , [SEP]",nonmorphemic,9.293160523165644,6.843029958256697,-6.843029958256697
63,63,floa,floas,plur,2,default,0.0098201306536793,plural,definite,Las,s,[MASK] floas,"[CLS] , [MASK] , flo , ##as , [SEP]",nonmorphemic,4.623320851848939,-2.7086671947241063,2.708667194724172
65,65,floa,floa##s,plur,3,artificial,0.0023764700163155,plural,definite,Las,s,[MASK] floa##s,"[CLS] , [MASK] , flo , ##a , ##s , [SEP]",nonmorphemic,6.042139078730564,-0.2925987161278254,0.29259871612781463
67,67,floa,floa,sing,2,default,1.0685931783882552e-06,plural,indefinite,Unas,s,[MASK] floa,"[CLS] , [MASK] , flo , ##a , [SEP]",nonmorphemic,13.749167561133689,7.802531731157448,-7.8025317311574405
69,69,floa,floas,plur,2,default,6.990066322032362e-05,plural,indefinite,Unas,s,[MASK] floas,"[CLS] , [MASK] , flo , ##as , [SEP]",nonmorphemic,9.568435420638998,-0.8678608780655317,0.8678608780655331
71,71,floa,floa##s,plur,3,artificial,2.9695082048419863e-05,plural,indefinite,Unas,s,[MASK] floa##s,"[CLS] , [MASK] , flo , ##a , ##s , [SEP]",nonmorphemic,10.42452911346205,1.4123139285782784,-1.412313928577824
73,73,cea,cea,sing,2,default,0.0001325035555055,plural,definite,Las,s,[MASK] cea,"[CLS] , [MASK] , ce , ##a , [SEP]",nonmorphemic,8.928901078893974,4.935996995815012,-4.935996995815282
75,75,cea,ceas,plur,2,default,0.0125300670042634,plural,definite,Las,s,[MASK] ceas,"[CLS] , [MASK] , ce , ##as , [SEP]",nonmorphemic,4.379624162581403,-3.4447507281366514,3.4447507281366927
77,77,cea,cea##s,plur,3,artificial,0.0060926098376512,plural,definite,Las,s,[MASK] cea##s,"[CLS] , [MASK] , ce , ##a , ##s , [SEP]",nonmorphemic,5.100678744289096,-2.1385750798427052,2.1385750798427203
79,79,cea,cea,sing,2,default,1.4236597962735686e-06,plural,indefinite,Unas,s,[MASK] cea,"[CLS] , [MASK] , ce , ##a , [SEP]",nonmorphemic,13.462279680628598,6.328608556700183,-6.328608556700179
81,81,cea,ceas,plur,2,default,2.308900911884848e-05,plural,indefinite,Unas,s,[MASK] ceas,"[CLS] , [MASK] , ce , ##as , [SEP]",nonmorphemic,10.676153849384072,-0.21003351103015255,0.21003351103015258
83,83,cea,cea##s,plur,3,artificial,3.7195542972767726e-05,plural,indefinite,Unas,s,[MASK] cea##s,"[CLS] , [MASK] , ce , ##a , ##s , [SEP]",nonmorphemic,10.199321616423278,0.7146225678250229,-0.7146225678250243
85,85,thro,thro,sing,2,default,0.000238470849581,plural,definite,Los,s,[MASK] thro,"[CLS] , [MASK] , th , ##ro , [SEP]",nonmorphemic,8.34126347908461,3.7271638615314195,-3.7271638615316744
87,87,thro,thros,plur,2,default,0.0503739155828952,plural,definite,Los,s,[MASK] thros,"[CLS] , [MASK] , th , ##ros , [SEP]",nonmorphemic,2.988281785837413,-3.5611138552136308,3.5611138552136645
89,89,thro,thro##s,plur,3,artificial,0.0035061209928244,plural,definite,Los,s,[MASK] thro##s,"[CLS] , [MASK] , th , ##ro , ##s , [SEP]",nonmorphemic,5.653244982860522,0.24147452837414907,-0.2414745283741417
91,91,thro,thro,sing,2,default,3.004468226208701e-06,plural,indefinite,Unos,s,[MASK] thro,"[CLS] , [MASK] , th , ##ro , [SEP]",nonmorphemic,12.715409968629016,7.133649891615065,-7.13364989161504
93,93,thro,thros,plur,2,default,0.0001625888980925,plural,indefinite,Unos,s,[MASK] thros,"[CLS] , [MASK] , th , ##ros , [SEP]",nonmorphemic,8.72428564059542,1.442504949846536,-1.4425049498464422
95,95,thro,thro##s,plur,3,artificial,3.665711483336054e-05,plural,indefinite,Unos,s,[MASK] thro##s,"[CLS] , [MASK] , th , ##ro , ##s , [SEP]",nonmorphemic,10.213903019321885,5.003893390465123,-5.003893390465112
97,97,caio,caio,sing,2,default,3.4062348277075216e-05,plural,definite,Los,s,[MASK] caio,"[CLS] , [MASK] , ca , ##io , [SEP]",nonmorphemic,10.287317939801737,4.636762137848181,-4.63676213784815
99,99,caio,caios,plur,2,default,0.0014259592862799,plural,definite,Los,s,[MASK] caios,"[CLS] , [MASK] , ca , ##ios , [SEP]",nonmorphemic,6.552910508393429,-3.01050323084438,3.010503230844327
101,101,caio,caio##s,plur,3,artificial,0.0019917380996048,plural,definite,Los,s,[MASK] caio##s,"[CLS] , [MASK] , ca , ##io , ##s , [SEP]",nonmorphemic,6.218747604565456,-1.5760499193420703,1.5760499193420792
103,103,caio,caio,sing,2,default,1.7997565464611398e-06,plural,indefinite,Unos,s,[MASK] caio,"[CLS] , [MASK] , ca , ##io , [SEP]",nonmorphemic,13.22785915417556,6.106259835461888,-6.106259835461794
105,105,caio,caios,plur,2,default,3.0205786970327608e-05,plural,indefinite,Unos,s,[MASK] caios,"[CLS] , [MASK] , ca , ##ios , [SEP]",nonmorphemic,10.407477030406485,-0.19733901215732708,0.1973390121573295
107,107,caio,caio##s,plur,3,artificial,3.823399674729444e-05,plural,indefinite,Unos,s,[MASK] caio##s,"[CLS] , [MASK] , ca , ##io , ##s , [SEP]",nonmorphemic,10.171785470931091,0.9329157208790129,-0.9329157208790138
109,109,physoo,physoo,sing,4,default,0.0001480489590903,plural,definite,Los,s,[MASK] physoo,"[CLS] , [MASK] , p , ##hy , ##so , ##o , [SEP]",nonmorphemic,8.817967534239266,2.5323295363031484,-2.532329536303622
111,111,physoo,physoos,plur,4,default,0.0093640424311161,plural,definite,Los,s,[MASK] physoos,"[CLS] , [MASK] , p , ##hy , ##so , ##os , [SEP]",nonmorphemic,4.670878198061293,-3.754705449901711,3.754705449902062
113,113,physoo,physoo##s,plur,5,artificial,0.0007619208772666,plural,definite,Los,s,[MASK] physoo##s,"[CLS] , [MASK] , p , ##hy , ##so , ##o , ##s , [SEP]",nonmorphemic,7.179667843276955,-0.3504687047288835,0.3504687047288923
115,115,physoo,physoo,sing,4,default,2.9275150836838293e-07,plural,indefinite,Unos,s,[MASK] physoo,"[CLS] , [MASK] , p , ##hy , ##so , ##o , [SEP]",nonmorphemic,15.043941682070644,7.543340662023818,-7.543340662023716
117,117,physoo,physoos,plur,4,default,7.881896635808516e-06,plural,indefinite,Unos,s,[MASK] physoos,"[CLS] , [MASK] , p , ##hy , ##so , ##os , [SEP]",nonmorphemic,11.75094199323222,2.9774507983443925,-2.977450798343897
119,119,physoo,physoo##s,plur,5,artificial,1.221302227349952e-06,plural,indefinite,Unos,s,[MASK] physoo##s,"[CLS] , [MASK] , p , ##hy , ##so , ##o , ##s , [SEP]",nonmorphemic,13.615592869017693,5.488104874677017,-5.488104874676849
121,121,cheia,cheia,sing,2,default,0.0002998248965013,plural,definite,Las,s,[MASK] cheia,"[CLS] , [MASK] , che , ##ia , [SEP]",nonmorphemic,8.112311932043323,5.565370642830949,-5.565370642831207
123,123,cheia,cheias,plur,2,default,0.0384828597307205,plural,definite,Las,s,[MASK] cheias,"[CLS] , [MASK] , che , ##ias , [SEP]",nonmorphemic,3.25754233861961,-3.5890507616663156,3.589050761666319
125,125,cheia,cheia##s,plur,3,artificial,0.0130170071497559,plural,definite,Las,s,[MASK] cheia##s,"[CLS] , [MASK] , che , ##ia , ##s , [SEP]",nonmorphemic,4.341498534235004,-2.00673253236545,2.006732532365476
127,127,cheia,cheia,sing,2,default,1.2432493349479046e-05,plural,indefinite,Unas,s,[MASK] cheia,"[CLS] , [MASK] , che , ##ia , [SEP]",nonmorphemic,11.29519708128796,6.68168928445179,-6.681689284451784
129,129,cheia,cheias,plur,2,default,0.000388094340451,plural,indefinite,Unas,s,[MASK] cheias,"[CLS] , [MASK] , che , ##ias , [SEP]",nonmorphemic,7.854262102403648,-1.268090161135368,1.2680901611352449
131,131,cheia,cheia##s,plur,3,artificial,0.0001473722077207,plural,indefinite,Unas,s,[MASK] cheia##s,"[CLS] , [MASK] , che , ##ia , ##s , [SEP]",nonmorphemic,8.822549146049495,0.2731619536309431,-0.2731619536309718
133,133,chroo,chroo,sing,3,default,0.0005250875256024,plural,definite,Los,s,[MASK] chroo,"[CLS] , [MASK] , ch , ##ro , ##o , [SEP]",nonmorphemic,7.551945593834923,4.598926568770479,-4.598926568770536
135,135,chroo,chroos,plur,3,default,0.0438658706843853,plural,definite,Los,s,[MASK] chroos,"[CLS] , [MASK] , ch , ##ro , ##os , [SEP]",nonmorphemic,3.126618694416398,-4.30003693534238,4.300036935342389
137,137,chroo,chroo##s,plur,4,artificial,0.0147268697619438,plural,definite,Los,s,[MASK] chroo##s,"[CLS] , [MASK] , ch , ##ro , ##o , ##s , [SEP]",nonmorphemic,4.218081578765787,-3.3467178985197075,3.3467178985198376
139,139,chroo,chroo,sing,3,default,5.630589384963969e-06,plural,indefinite,Unos,s,[MASK] chroo,"[CLS] , [MASK] , ch , ##ro , ##o , [SEP]",nonmorphemic,12.087296434797436,7.222497009913422,-7.22249700991341
141,141,chroo,chroos,plur,3,default,0.0001362222828902,plural,indefinite,Unos,s,[MASK] chroos,"[CLS] , [MASK] , ch , ##ro , ##os , [SEP]",nonmorphemic,8.901222573443853,-0.08783823176424832,0.0878382317646108
143,143,chroo,chroo##s,plur,4,artificial,5.256412987364456e-05,plural,indefinite,Unos,s,[MASK] chroo##s,"[CLS] , [MASK] , ch , ##ro , ##o , ##s , [SEP]",nonmorphemic,9.853476612414218,0.5042572205441083,-0.5042572205441077
145,145,knua,knua,sing,3,default,0.0006331159966066,plural,definite,Las,s,[MASK] knua,"[CLS] , [MASK] , k , ##nu , ##a , [SEP]",nonmorphemic,7.364856903624496,3.7687063265800305,-3.768706326580106
147,147,knua,knuas,plur,3,default,0.0187426749616861,plural,definite,Las,s,[MASK] knuas,"[CLS] , [MASK] , k , ##nu , ##as , [SEP]",nonmorphemic,3.976952271606691,-1.4787810929700203,1.4787810929700351
149,149,knua,knua##s,plur,4,artificial,0.0019654212519526,plural,definite,Las,s,[MASK] knua##s,"[CLS] , [MASK] , k , ##nu , ##a , ##s , [SEP]",nonmorphemic,6.2320486790524585,0.20355081738225866,-0.20355081738227104
151,151,knua,knua,sing,3,default,2.368182140344288e-05,plural,indefinite,Unas,s,[MASK] knua,"[CLS] , [MASK] , k , ##nu , ##a , [SEP]",nonmorphemic,10.650802833531335,4.027508227052995,-4.027508227052969
153,153,knua,knuas,plur,3,default,0.0002988153719343,plural,indefinite,Unas,s,[MASK] knuas,"[CLS] , [MASK] , k , ##nu , ##as , [SEP]",nonmorphemic,8.115684660465554,-0.2638129839898724,0.26381298399019054
155,155,knua,knua##s,plur,4,artificial,0.0001467359397793,plural,indefinite,Unas,s,[MASK] knua##s,"[CLS] , [MASK] , k , ##nu , ##a , ##s , [SEP]",nonmorphemic,8.826875914549316,0.5866427593071748,-0.5866427593071661
157,157,schraa,schraa,sing,4,default,0.0001074310348485,plural,definite,Las,s,[MASK] schraa,"[CLS] , [MASK] , s , ##ch , ##ra , ##a , [SEP]",nonmorphemic,9.138661452561486,4.615751720909854,-4.615751720910409
159,159,schraa,schraas,plur,4,default,0.0040712896734476,plural,definite,Las,s,[MASK] schraas,"[CLS] , [MASK] , s , ##ch , ##ra , ##as , [SEP]",nonmorphemic,5.503795456638355,-2.0969706423619385,2.0969706423620464
161,161,schraa,schraa##s,plur,5,artificial,0.0009134117863141,plural,definite,Las,s,[MASK] schraa##s,"[CLS] , [MASK] , s , ##ch , ##ra , ##a , ##s , [SEP]",nonmorphemic,6.998323753515043,0.13665911637382866,-0.1366591163738181
163,163,schraa,schraa,sing,4,default,1.5690534382883925e-06,plural,indefinite,Unas,s,[MASK] schraa,"[CLS] , [MASK] , s , ##ch , ##ra , ##a , [SEP]",nonmorphemic,13.365038025973488,6.505464559028917,-6.505464559028904
165,165,schraa,schraas,plur,4,default,3.810674388660118e-05,plural,indefinite,Unas,s,[MASK] schraas,"[CLS] , [MASK] , s , ##ch , ##ra , ##as , [SEP]",nonmorphemic,10.175119286597468,0.3464537171396689,-0.3464537171396676
167,167,schraa,schraa##s,plur,5,artificial,1.6669631804688834e-05,plural,indefinite,Unas,s,[MASK] schraa##s,"[CLS] , [MASK] , s , ##ch , ##ra , ##a , ##s , [SEP]",nonmorphemic,11.001921948746707,2.04873558129532,-2.0487355812951233
169,169,smoa,smoa,sing,3,default,7.179491512943059e-05,plural,definite,Las,s,[MASK] smoa,"[CLS] , [MASK] , s , ##mo , ##a , [SEP]",nonmorphemic,9.54169690434231,5.640484418134685,-5.640484418134681
171,171,smoa,smoas,plur,3,default,0.0078227408230304,plural,definite,Las,s,[MASK] smoas,"[CLS] , [MASK] , s , ##mo , ##as , [SEP]",nonmorphemic,4.850720296953219,-2.050344971596898,2.0503449715969584
173,173,smoa,smoa##s,plur,4,artificial,0.0006659098435193,plural,definite,Las,s,[MASK] smoa##s,"[CLS] , [MASK] , s , ##mo , ##a , ##s , [SEP]",nonmorphemic,7.314356266678339,0.8370961661426417,-0.8370961661426497
175,175,smoa,smoa,sing,3,default,1.94078779713891e-06,plural,indefinite,Unas,s,[MASK] smoa,"[CLS] , [MASK] , s , ##mo , ##a , [SEP]",nonmorphemic,13.152416586318171,6.3112607757813475,-6.311260775781348
177,177,smoa,smoas,plur,3,default,6.985450454521924e-05,plural,indefinite,Unas,s,[MASK] smoas,"[CLS] , [MASK] , s , ##mo , ##as , [SEP]",nonmorphemic,9.569095985504266,-0.1468611248526983,0.14686112485269814
179,179,smoa,smoa##s,plur,4,artificial,9.59684984991327e-06,plural,indefinite,Unas,s,[MASK] smoa##s,"[CLS] , [MASK] , s , ##mo , ##a , ##s , [SEP]",nonmorphemic,11.554075653974436,2.357978758642677,-2.357978758642527
181,181,shreia,shreia,sing,3,default,0.0011431103339418,plural,definite,Las,s,[MASK] shreia,"[CLS] , [MASK] , sh , ##re , ##ia , [SEP]",nonmorphemic,6.774002368695322,3.9348588703067167,-3.934858870306783
183,183,shreia,shreias,plur,3,default,0.0696344301104545,plural,definite,Las,s,[MASK] shreias,"[CLS] , [MASK] , sh , ##re , ##ias , [SEP]",nonmorphemic,2.6644961484632588,-3.852922343998364,3.852922343998415
185,185,shreia,shreia##s,plur,4,artificial,0.0166977643966674,plural,definite,Las,s,[MASK] shreia##s,"[CLS] , [MASK] , sh , ##re , ##ia , ##s , [SEP]",nonmorphemic,4.092480436983635,-3.0982713954432493,3.0982713954433447
187,187,shreia,shreia,sing,3,default,1.224757761519868e-05,plural,indefinite,Unas,s,[MASK] shreia,"[CLS] , [MASK] , sh , ##re , ##ia , [SEP]",nonmorphemic,11.310182386225865,5.300313069694193,-5.300313069694153
189,189,shreia,shreias,plur,3,default,0.0002836114144884,plural,indefinite,Unas,s,[MASK] shreias,"[CLS] , [MASK] , sh , ##re , ##ias , [SEP]",nonmorphemic,8.167905515567575,-1.0505599757736253,1.0505599757736084
191,191,shreia,shreia##s,plur,4,artificial,9.20412567211315e-05,plural,indefinite,Unas,s,[MASK] shreia##s,"[CLS] , [MASK] , sh , ##re , ##ia , ##s , [SEP]",nonmorphemic,9.29327363881458,-0.40593909191568045,0.40593909191567973
193,193,mcdaio,mcdaio,sing,4,default,2.3942222469486296e-05,plural,definite,Los,s,[MASK] mcdaio,"[CLS] , [MASK] , m , ##c , ##da , ##io , [SEP]",nonmorphemic,10.639867027160628,4.050431777818476,-4.050431777818436
195,195,mcdaio,mcdaios,plur,4,default,0.0013544941321015,plural,definite,Los,s,[MASK] mcdaios,"[CLS] , [MASK] , m , ##c , ##da , ##ios , [SEP]",nonmorphemic,6.60432722859946,-2.8190065147424557,2.8190065147424312
197,197,mcdaio,mcdaio##s,plur,5,artificial,0.0004495144239626,plural,definite,Los,s,[MASK] mcdaio##s,"[CLS] , [MASK] , m , ##c , ##da , ##io , ##s , [SEP]",nonmorphemic,7.707342615662693,-1.8399758833996795,1.8399758833994964
199,199,mcdaio,mcdaio,sing,4,default,3.675023663163302e-07,plural,indefinite,Unos,s,[MASK] mcdaio,"[CLS] , [MASK] , m , ##c , ##da , ##io , [SEP]",nonmorphemic,14.816536079358247,6.25360342236087,-6.25360342236046
201,201,mcdaio,mcdaios,plur,4,default,1.122901539929444e-05,plural,indefinite,Unos,s,[MASK] mcdaios,"[CLS] , [MASK] , m , ##c , ##da , ##ios , [SEP]",nonmorphemic,11.39700946898872,0.6670150886161945,-0.6670150886161931
203,203,mcdaio,mcdaio##s,plur,5,artificial,6.661183761025313e-06,plural,indefinite,Unos,s,[MASK] mcdaio##s,"[CLS] , [MASK] , m , ##c , ##da , ##io , ##s , [SEP]",nonmorphemic,11.919213347310505,1.5532303347376484,-1.5532303347376455
205,205,chuo,chuo,sing,2,default,0.0007276579854078,plural,definite,Los,s,[MASK] chuo,"[CLS] , [MASK] , chu , ##o , [SEP]",nonmorphemic,7.225679420422238,4.9058942271784,-4.9058942271784804
207,207,chuo,chuos,plur,2,default,0.1262580007314682,plural,definite,Los,s,[MASK] chuos,"[CLS] , [MASK] , chu , ##os , [SEP]",nonmorphemic,2.0694278407041558,-5.9145198172527,5.914519817252989
209,209,chuo,chuo##s,plur,3,artificial,0.0471500046551227,plural,definite,Los,s,[MASK] chuo##s,"[CLS] , [MASK] , chu , ##o , ##s , [SEP]",nonmorphemic,3.0544211711726064,-3.7863049544225067,3.7863049544225342
211,211,chuo,chuo,sing,2,default,2.8060305339749902e-05,plural,indefinite,Unos,s,[MASK] chuo,"[CLS] , [MASK] , chu , ##o , [SEP]",nonmorphemic,10.481154601675968,6.803184555170835,-6.803184555170833
213,213,chuo,chuos,plur,2,default,0.0009412680519744,plural,indefinite,Unos,s,[MASK] chuos,"[CLS] , [MASK] , chu , ##os , [SEP]",nonmorphemic,6.9682826003095375,-2.6727490121731687,2.672749012173088
215,215,chuo,chuo##s,plur,3,artificial,0.0004148303705733,plural,indefinite,Unos,s,[MASK] chuo##s,"[CLS] , [MASK] , chu , ##o , ##s , [SEP]",nonmorphemic,7.787640866899273,-0.2924021554405991,0.2924021554407806
217,217,scroa,scroa,sing,3,default,0.000133634544909,plural,definite,Las,s,[MASK] scroa,"[CLS] , [MASK] , s , ##cro , ##a , [SEP]",nonmorphemic,8.92040176060696,4.442993589372545,-4.442993589372544
219,219,scroa,scroas,plur,3,default,0.0101528875529766,plural,definite,Las,s,[MASK] scroas,"[CLS] , [MASK] , s , ##cro , ##as , [SEP]",nonmorphemic,4.589997125975382,-3.434661448140366,3.4346614481404925
221,221,scroa,scroa##s,plur,4,artificial,0.0016407073708251,plural,definite,Las,s,[MASK] scroa##s,"[CLS] , [MASK] , s , ##cro , ##a , ##s , [SEP]",nonmorphemic,6.412627806465498,0.13046976671195942,-0.1304697667119526
223,223,scroa,scroa,sing,3,default,3.4619874895724934e-06,plural,indefinite,Unas,s,[MASK] scroa,"[CLS] , [MASK] , s , ##cro , ##a , [SEP]",nonmorphemic,12.57366771485847,6.4413695847779895,-6.441369584777979
225,225,scroa,scroas,plur,3,default,0.000118096540973,plural,indefinite,Unas,s,[MASK] scroas,"[CLS] , [MASK] , s , ##cro , ##as , [SEP]",nonmorphemic,9.04400812415639,-0.6622405578755899,0.6622405578751144
227,227,scroa,scroa##s,plur,4,artificial,2.553353624534793e-05,plural,indefinite,Unas,s,[MASK] scroa##s,"[CLS] , [MASK] , s , ##cro , ##a , ##s , [SEP]",nonmorphemic,10.575517822971673,2.600607973248896,-2.6006079732487892
229,229,rao,rao,sing,2,default,0.0001635216904105,plural,definite,Los,s,[MASK] rao,"[CLS] , [MASK] , ra , ##o , [SEP]",nonmorphemic,8.718564913364391,4.938114780888428,-4.938114780888805
231,231,rao,raos,plur,2,default,0.0110793784260749,plural,definite,Los,s,[MASK] raos,"[CLS] , [MASK] , ra , ##os , [SEP]",nonmorphemic,4.502669697966287,-3.052426759127596,3.0524267591277163
233,233,rao,rao##s,plur,3,artificial,0.0049329563044011,plural,definite,Los,s,[MASK] rao##s,"[CLS] , [MASK] , ra , ##o , ##s , [SEP]",nonmorphemic,5.311816814584248,-1.6264591283680625,1.6264591283681094
235,235,rao,rao,sing,2,default,5.460213287733495e-06,plural,indefinite,Unos,s,[MASK] rao,"[CLS] , [MASK] , ra , ##o , [SEP]",nonmorphemic,12.118022705282971,6.682464566308071,-6.682464566308058
237,237,rao,raos,plur,2,default,7.843186176614836e-05,plural,indefinite,Unos,s,[MASK] raos,"[CLS] , [MASK] , ra , ##os , [SEP]",nonmorphemic,9.453280313087634,0.29200412086690086,-0.29200412086661187
