,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,article_probs,article_number,article_type,article,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
33,33,crea,creas,plur,1,default,1.0150368325412272e-05,plural,indefinite,Unas,s,[MASK] creas,"[CLS] , [MASK] , creas , [SEP]",single-token,11.49800056491692,0.19420533656611916,-0.19420533656612296
35,35,crea,crea##s,plur,2,artificial,0.0007119184010662,plural,indefinite,Unas,s,[MASK] crea##s,"[CLS] , [MASK] , crea , ##s , [SEP]",single-token,7.2475472583640626,-0.7039265638053696,0.703926563805591
37,37,pla,pla,sing,1,default,0.0004566538264043,plural,definite,Las,s,[MASK] pla,"[CLS] , [MASK] , pla , [SEP]",single-token,7.691584945568223,2.4033761832355793,-2.4033761832357015
39,39,pla,plas,plur,1,default,4.414640716277063e-05,plural,definite,Las,s,[MASK] plas,"[CLS] , [MASK] , plas , [SEP]",single-token,10.027999012192362,2.458206134224948,-2.458206134224934
41,41,pla,pla##s,plur,2,artificial,0.0008953663054853,plural,definite,Las,s,[MASK] pla##s,"[CLS] , [MASK] , pla , ##s , [SEP]",single-token,7.01827764354966,1.4661693692343851,-1.466169369234441
43,43,pla,pla,sing,1,default,4.055613771924982e-06,plural,indefinite,Unas,s,[MASK] pla,"[CLS] , [MASK] , pla , [SEP]",single-token,12.415408520093846,3.5826488838172477,-3.5826488838166677
45,45,pla,plas,plur,1,default,1.2568467582241285e-06,plural,indefinite,Unas,s,[MASK] plas,"[CLS] , [MASK] , plas , [SEP]",single-token,13.586904546508542,3.0565661808709557,-3.056566180870954
47,47,pla,pla##s,plur,2,artificial,2.420602140773553e-05,plural,indefinite,Unas,s,[MASK] pla##s,"[CLS] , [MASK] , pla , ##s , [SEP]",single-token,10.628909137250355,2.627639755730703,-2.6276397557307005
49,49,va,va,sing,1,default,0.0004510536964517,plural,definite,Las,s,[MASK] va,"[CLS] , [MASK] , va , [SEP]",single-token,7.703924164680245,3.7043729794261604,-3.704372979426179
51,51,va,vas,plur,1,default,0.0007734695682302,plural,definite,Las,s,[MASK] vas,"[CLS] , [MASK] , vas , [SEP]",single-token,7.164624231672474,0.1338400515074296,-0.13384005150736528
53,53,va,va##s,plur,2,artificial,0.025044247508049,plural,definite,Las,s,[MASK] va##s,"[CLS] , [MASK] , va , ##s , [SEP]",single-token,3.6871111182199017,-3.5187945654018224,3.5187945654019424
55,55,va,va,sing,1,default,6.291205409070244e-06,plural,indefinite,Unas,s,[MASK] va,"[CLS] , [MASK] , va , [SEP]",single-token,11.976357866650442,5.495193999936242,-5.495193999936219
57,57,va,vas,plur,1,default,2.444320443828474e-06,plural,indefinite,Unas,s,[MASK] vas,"[CLS] , [MASK] , vas , [SEP]",single-token,12.921743410753578,2.6785217235674015,-2.6785217235674024
59,59,va,va##s,plur,2,artificial,0.0002031528565566,plural,indefinite,Unas,s,[MASK] va##s,"[CLS] , [MASK] , va , ##s , [SEP]",single-token,8.501551874311659,-0.7084283551242816,0.7084283551241487
61,61,ga,ga,sing,1,default,5.3537212806986645e-05,plural,definite,Las,s,[MASK] ga,"[CLS] , [MASK] , ga , [SEP]",single-token,9.835133579370831,2.4649609454032984,-2.464960945403185
63,63,ga,gas,plur,1,default,2.7014144507120363e-05,plural,definite,Las,s,[MASK] gas,"[CLS] , [MASK] , gas , [SEP]",single-token,10.519149958498174,1.9560738728137999,-1.956073872813781
65,65,ga,ga##s,plur,2,artificial,0.0034965169616043,plural,definite,Las,s,[MASK] ga##s,"[CLS] , [MASK] , ga , ##s , [SEP]",single-token,5.655987959808422,-0.890405203134506,0.8904052031345017
67,67,ga,ga,sing,1,default,1.3966593996883605e-06,plural,indefinite,Unas,s,[MASK] ga,"[CLS] , [MASK] , ga , [SEP]",single-token,13.481427315798966,3.8555164955095815,-3.855516495509581
69,69,ga,gas,plur,1,default,4.184311990229617e-07,plural,indefinite,Unas,s,[MASK] gas,"[CLS] , [MASK] , gas , [SEP]",single-token,14.686753359521216,4.5877208310527315,-4.5877208310527315
71,71,ga,ga##s,plur,2,artificial,5.211971438257024e-05,plural,indefinite,Unas,s,[MASK] ga##s,"[CLS] , [MASK] , ga , ##s , [SEP]",single-token,9.86196728571938,1.2019981840335134,-1.2019981840332095
73,73,pro,pro,sing,1,default,0.0017131473869085,plural,definite,Los,s,[MASK] pro,"[CLS] , [MASK] , pro , [SEP]",single-token,6.369423023114589,0.09871096471232832,-0.09871096471230566
75,75,pro,pros,plur,1,default,0.0201133284717798,plural,definite,Los,s,[MASK] pros,"[CLS] , [MASK] , pros , [SEP]",single-token,3.906372575627358,-3.129737359900076,3.1297373599001013
77,77,pro,pro##s,plur,2,artificial,0.0007930734427645,plural,definite,Los,s,[MASK] pro##s,"[CLS] , [MASK] , pro , ##s , [SEP]",single-token,7.139594726791112,-2.4250292181987794,2.4250292181986786
79,79,pro,pro,sing,1,default,9.462885827815626e-06,plural,indefinite,Unos,s,[MASK] pro,"[CLS] , [MASK] , pro , [SEP]",single-token,11.56813316562608,3.6536411850868484,-3.653641185086625
81,81,pro,pros,plur,1,default,5.345805766410194e-05,plural,indefinite,Unos,s,[MASK] pros,"[CLS] , [MASK] , pros , [SEP]",single-token,9.836613180421924,0.841035337145712,-0.8410353371454741
83,83,pro,pro##s,plur,2,artificial,2.955639865831472e-05,plural,indefinite,Unos,s,[MASK] pro##s,"[CLS] , [MASK] , pro , ##s , [SEP]",single-token,10.42921030089245,0.9094600864899061,-0.909460086489906
85,85,gro,gro,sing,1,default,8.987342152977362e-05,plural,definite,Los,s,[MASK] gro,"[CLS] , [MASK] , gro , [SEP]",single-token,9.317108305028352,2.8903283905423,-2.8903283905422947
87,87,gro,gros,plur,1,default,0.000300210667774,plural,definite,Los,s,[MASK] gros,"[CLS] , [MASK] , gros , [SEP]",single-token,8.11102610383972,3.9878572737377924,-3.9878572737380567
89,89,gro,gro##s,plur,2,artificial,0.0019946114625781,plural,definite,Los,s,[MASK] gro##s,"[CLS] , [MASK] , gro , ##s , [SEP]",single-token,6.217306003207556,-0.10774521587173425,0.10774521587171906
91,91,gro,gro,sing,1,default,1.00565557659138e-06,plural,indefinite,Unos,s,[MASK] gro,"[CLS] , [MASK] , gro , [SEP]",single-token,13.809870914101898,5.338136252423595,-5.338136252423185
93,93,gro,gros,plur,1,default,7.278902103280416e-06,plural,indefinite,Unos,s,[MASK] gros,"[CLS] , [MASK] , gros , [SEP]",single-token,11.830530517117603,5.518240062314482,-5.518240062314462
95,95,gro,gro##s,plur,2,artificial,1.2185705600131769e-05,plural,indefinite,Unos,s,[MASK] gro##s,"[CLS] , [MASK] , gro , ##s , [SEP]",single-token,11.315246965289823,3.1699353016467207,-3.169935301646445
97,97,fa,fa,sing,1,default,1.965058072528336e-05,plural,definite,Las,s,[MASK] fa,"[CLS] , [MASK] , fa , [SEP]",single-token,10.837403666636163,3.520977821435049,-3.5209778214350425
99,99,fa,fas,plur,1,default,0.0003078554582316,plural,definite,Las,s,[MASK] fas,"[CLS] , [MASK] , fas , [SEP]",single-token,8.085880176598103,2.027115730100447,-2.027115730100557
101,101,fa,fa##s,plur,2,artificial,7.762232417007908e-05,plural,definite,Las,s,[MASK] fa##s,"[CLS] , [MASK] , fa , ##s , [SEP]",single-token,9.463655489543696,0.7213082647358338,-0.7213082647353821
103,103,fa,fa,sing,1,default,1.761322891979944e-06,plural,indefinite,Unas,s,[MASK] fa,"[CLS] , [MASK] , fa , [SEP]",single-token,13.249445388086048,5.297902139345354,-5.297902139345349
105,105,fa,fas,plur,1,default,3.406402584005264e-06,plural,indefinite,Unas,s,[MASK] fas,"[CLS] , [MASK] , fas , [SEP]",single-token,12.589853784233838,3.5430270271122293,-3.543027027111788
107,107,fa,fa##s,plur,2,artificial,2.4559521989431232e-06,plural,indefinite,Unas,s,[MASK] fa##s,"[CLS] , [MASK] , fa , ##s , [SEP]",single-token,12.916996010839826,2.6736899060152197,-2.6736899060152193
109,109,ro,ro,sing,1,default,0.0001944488467415,plural,definite,Los,s,[MASK] ro,"[CLS] , [MASK] , ro , [SEP]",single-token,8.545341428253957,2.141607742580585,-2.141607742580982
111,111,ro,ros,plur,1,default,0.0011451477184891,plural,definite,Los,s,[MASK] ros,"[CLS] , [MASK] , ros , [SEP]",single-token,6.772221638516304,-1.8366166125149084,1.8366166125149306
113,113,ro,ro##s,plur,2,artificial,0.0023689330555498,plural,definite,Los,s,[MASK] ro##s,"[CLS] , [MASK] , ro , ##s , [SEP]",single-token,6.045315612731632,0.9836911697073134,-0.983691169707326
115,115,ro,ro,sing,1,default,7.895158091741905e-07,plural,indefinite,Unos,s,[MASK] ro,"[CLS] , [MASK] , ro , [SEP]",single-token,14.0518459791647,5.14912042725013,-5.149120427249874
117,117,ro,ros,plur,1,default,5.810394668515073e-06,plural,indefinite,Unos,s,[MASK] ros,"[CLS] , [MASK] , ros , [SEP]",single-token,12.055862060231105,0.48886870702921215,-0.4888687070292127
119,119,ro,ro##s,plur,2,artificial,3.126441515632905e-05,plural,indefinite,Unos,s,[MASK] ro##s,"[CLS] , [MASK] , ro , ##s , [SEP]",single-token,10.373030003138554,3.0696696416580966,-3.0696696416579856
121,121,ho,ho,sing,1,default,0.0001772874238668,plural,definite,Los,s,[MASK] ho,"[CLS] , [MASK] , ho , [SEP]",single-token,8.637738278777181,1.7785573486252186,-1.7785573486251705
123,123,ho,hos,plur,1,default,0.0023982634302228,plural,definite,Los,s,[MASK] hos,"[CLS] , [MASK] , hos , [SEP]",single-token,6.0330103742723615,0.6171279020163318,-0.6171279020163514
125,125,ho,ho##s,plur,2,artificial,0.0010669875191524,plural,definite,Los,s,[MASK] ho##s,"[CLS] , [MASK] , ho , ##s , [SEP]",single-token,6.842916003870143,-0.060272569696540934,0.06027256969650272
127,127,ho,ho,sing,1,default,1.864245632532402e-06,plural,indefinite,Unos,s,[MASK] ho,"[CLS] , [MASK] , ho , [SEP]",single-token,13.192654073273058,5.013833896537161,-5.013833896537159
129,129,ho,hos,plur,1,default,1.855733171396423e-05,plural,indefinite,Unos,s,[MASK] hos,"[CLS] , [MASK] , hos , [SEP]",single-token,10.894645606352867,3.6103320663522496,-3.6103320663522362
131,131,ho,ho##s,plur,2,artificial,8.883561349648517e-06,plural,indefinite,Unos,s,[MASK] ho##s,"[CLS] , [MASK] , ho , ##s , [SEP]",single-token,11.631308028472064,3.655215257059247,-3.6552152570590555
133,133,rea,rea,sing,1,default,0.0001938325585797,plural,definite,Las,s,[MASK] rea,"[CLS] , [MASK] , rea , [SEP]",single-token,8.548515871690718,2.8220925846207967,-2.822092584621011
135,135,rea,reas,plur,1,default,0.0037453128024935,plural,definite,Las,s,[MASK] reas,"[CLS] , [MASK] , reas , [SEP]",single-token,5.587250140135564,-2.886805560357648,2.8868055603580904
137,137,rea,rea##s,plur,2,artificial,0.0003234791802242,plural,definite,Las,s,[MASK] rea##s,"[CLS] , [MASK] , rea , ##s , [SEP]",single-token,8.036375803979261,-0.5191106648209143,0.5191106648209121
139,139,rea,rea,sing,1,default,1.878726379800355e-06,plural,indefinite,Unas,s,[MASK] rea,"[CLS] , [MASK] , rea , [SEP]",single-token,13.18491646825348,4.4970211953076,-4.497021195307271
141,141,rea,reas,plur,1,default,1.1356831237208098e-05,plural,indefinite,Unas,s,[MASK] reas,"[CLS] , [MASK] , reas , [SEP]",single-token,11.385691123968986,-0.13712209400677366,0.1371220940067736
143,143,rea,rea##s,plur,2,artificial,3.719291953530046e-06,plural,indefinite,Unas,s,[MASK] rea##s,"[CLS] , [MASK] , rea , ##s , [SEP]",single-token,12.501977242867806,1.3936128389134623,-1.3936128389134617
145,145,pa,pa,sing,1,default,0.0001843054487835,plural,definite,Las,s,[MASK] pa,"[CLS] , [MASK] , pa , [SEP]",single-token,8.598916128974784,2.6432666403796174,-2.643266640379917
147,147,pa,pas,plur,1,default,6.987655069679022e-05,plural,definite,Las,s,[MASK] pas,"[CLS] , [MASK] , pas , [SEP]",single-token,9.568780434294611,1.8920001719510768,-1.8920001719509094
149,149,pa,pa##s,plur,2,artificial,0.0002849502197932,plural,definite,Las,s,[MASK] pa##s,"[CLS] , [MASK] , pa , ##s , [SEP]",single-token,8.163196060343871,1.7203244515652871,-1.7203244515654381
151,151,pa,pa,sing,1,default,3.989461220044177e-06,plural,indefinite,Unas,s,[MASK] pa,"[CLS] , [MASK] , pa , [SEP]",single-token,12.431854368750605,4.623123202095087,-4.62312320209507
153,153,pa,pas,plur,1,default,1.8863070181396324e-06,plural,indefinite,Unas,s,[MASK] pas,"[CLS] , [MASK] , pas , [SEP]",single-token,13.180889599016576,3.4482956028148664,-3.4482956028148664
155,155,pa,pa##s,plur,2,artificial,1.14143895189045e-05,plural,indefinite,Unas,s,[MASK] pa##s,"[CLS] , [MASK] , pa , ##s , [SEP]",single-token,11.380635760016728,3.670981407153871,-3.670981407153706
157,157,ba,ba,sing,1,default,0.0001390896068187,plural,definite,Las,s,[MASK] ba,"[CLS] , [MASK] , ba , [SEP]",single-token,8.880392179161058,3.4653468403265393,-3.465346840326833
159,159,ba,bas,plur,1,default,8.065780275501311e-05,plural,definite,Las,s,[MASK] bas,"[CLS] , [MASK] , bas , [SEP]",single-token,9.425295009715615,2.4309219451435604,-2.430921945143536
161,161,ba,ba##s,plur,2,artificial,0.0005991553771309,plural,definite,Las,s,[MASK] ba##s,"[CLS] , [MASK] , ba , ##s , [SEP]",single-token,7.419989599277079,1.5614013600939325,-1.5614013600940062
163,163,ba,ba,sing,1,default,1.818124815144984e-06,plural,indefinite,Unas,s,[MASK] ba,"[CLS] , [MASK] , ba , [SEP]",single-token,13.217704909370386,4.488133519120053,-4.488133519119885
165,165,ba,bas,plur,1,default,3.640335251020588e-07,plural,indefinite,Unas,s,[MASK] bas,"[CLS] , [MASK] , bas , [SEP]",single-token,14.82601987162206,4.2635974649558985,-4.263597464955898
167,167,ba,ba##s,plur,2,artificial,5.824928848596755e-06,plural,indefinite,Unas,s,[MASK] ba##s,"[CLS] , [MASK] , ba , ##s , [SEP]",single-token,12.053363773420289,2.976214450738455,-2.976214450738155
169,169,co,co,sing,1,default,1.9452296328381635e-05,plural,definite,Los,s,[MASK] co,"[CLS] , [MASK] , co , [SEP]",single-token,10.847545431712856,1.955595495831286,-1.9555954958310298
171,171,co,cos,plur,1,default,0.002591298893094,plural,definite,Los,s,[MASK] cos,"[CLS] , [MASK] , cos , [SEP]",single-token,5.955596025856234,-1.5347395356004698,1.5347395356005575
173,173,co,co##s,plur,2,artificial,0.0001373157138004,plural,definite,Los,s,[MASK] co##s,"[CLS] , [MASK] , co , ##s , [SEP]",single-token,8.893227803082944,1.5020771491548155,-1.5020771491553928
175,175,co,co,sing,1,default,1.048294322458787e-07,plural,indefinite,Unos,s,[MASK] co,"[CLS] , [MASK] , co , [SEP]",single-token,16.070931262447385,5.636696853910413,-5.636696853910416
177,177,co,cos,plur,1,default,2.149733336409554e-05,plural,indefinite,Unos,s,[MASK] cos,"[CLS] , [MASK] , cos , [SEP]",single-token,10.747581660099913,1.8254938986408433,-1.8254938986407114
179,179,co,co##s,plur,2,artificial,1.4158267731545493e-06,plural,indefinite,Unos,s,[MASK] co##s,"[CLS] , [MASK] , co , ##s , [SEP]",single-token,13.467796905519156,4.793623792519105,-4.793623792518779
181,181,to,to,sing,1,default,1.2289313417568335e-05,plural,definite,Los,s,[MASK] to,"[CLS] , [MASK] , to , [SEP]",single-token,11.30678050107554,2.129982013014926,-2.1299820130141436
183,183,to,tos,plur,1,default,0.0092577617615461,plural,definite,Los,s,[MASK] tos,"[CLS] , [MASK] , tos , [SEP]",single-token,4.682292969956904,-2.6515974570436516,2.6515974570437297
185,185,to,to##s,plur,2,artificial,0.0004644026339519,plural,definite,Los,s,[MASK] to##s,"[CLS] , [MASK] , to , ##s , [SEP]",single-token,7.674758636425405,-0.9355105846041125,0.935510584604167
187,187,to,to,sing,1,default,2.037515287156566e-06,plural,indefinite,Unos,s,[MASK] to,"[CLS] , [MASK] , to , [SEP]",single-token,13.103779488960612,3.287619578582058,-3.2876195785820586
189,189,to,tos,plur,1,default,4.978642027708702e-05,plural,indefinite,Unos,s,[MASK] tos,"[CLS] , [MASK] , tos , [SEP]",single-token,9.90776829631809,1.4917211433147948,-1.491721143314401
191,191,to,to##s,plur,2,artificial,5.914778375881724e-05,plural,indefinite,Unos,s,[MASK] to##s,"[CLS] , [MASK] , to , ##s , [SEP]",single-token,9.735471436393691,2.00841138262786,-2.0084113826277656
193,193,ha,ha,sing,1,default,0.000151291678776,plural,definite,Las,s,[MASK] ha,"[CLS] , [MASK] , ha , [SEP]",single-token,8.796300936858009,3.020933162437724,-3.0209331624379314
195,195,ha,has,plur,1,default,0.0040392158553004,plural,definite,Las,s,[MASK] has,"[CLS] , [MASK] , has , [SEP]",single-token,5.51170470107066,0.74578337023482,-0.7457833702348169
197,197,ha,ha##s,plur,2,artificial,0.0003206406254321,plural,definite,Las,s,[MASK] ha##s,"[CLS] , [MASK] , ha , ##s , [SEP]",single-token,8.045189608935463,-0.29734802297749496,0.2973480229777785
199,199,ha,ha,sing,1,default,5.972909207230259e-07,plural,indefinite,Unas,s,[MASK] ha,"[CLS] , [MASK] , ha , [SEP]",single-token,14.33086153785436,6.0589251760986045,-6.058925176098226
201,201,ha,has,plur,1,default,1.0579530680843163e-05,plural,indefinite,Unas,s,[MASK] has,"[CLS] , [MASK] , has , [SEP]",single-token,11.456589491606564,2.5877460911503576,-2.5877460911498398
203,203,ha,ha##s,plur,2,artificial,1.308856917603407e-05,plural,indefinite,Unas,s,[MASK] ha##s,"[CLS] , [MASK] , ha , ##s , [SEP]",single-token,11.243771290660565,2.3344153144415127,-2.33441531444093
205,205,ca,ca,sing,1,default,8.764042286202312e-05,plural,definite,Las,s,[MASK] ca,"[CLS] , [MASK] , ca , [SEP]",single-token,9.342268218259797,2.679342759182341,-2.6793427591823087
207,207,ca,cas,plur,1,default,0.00018552345864,plural,definite,Las,s,[MASK] cas,"[CLS] , [MASK] , cas , [SEP]",single-token,8.592329222240737,1.6139292359370652,-1.6139292359374926
209,209,ca,ca##s,plur,2,artificial,0.0001681591966189,plural,definite,Las,s,[MASK] ca##s,"[CLS] , [MASK] , ca , ##s , [SEP]",single-token,8.690599428327157,1.667330240599803,-1.6673302406000607
211,211,ca,ca,sing,1,default,2.993609768964234e-06,plural,indefinite,Unas,s,[MASK] ca,"[CLS] , [MASK] , ca , [SEP]",single-token,12.719030618148828,4.153990316841066,-4.153990316840956
213,213,ca,cas,plur,1,default,1.3681375321539235e-06,plural,indefinite,Unas,s,[MASK] cas,"[CLS] , [MASK] , cas , [SEP]",single-token,13.502060208617005,4.538789301279747,-4.538789301279107
215,215,ca,ca##s,plur,2,artificial,8.064300345722586e-06,plural,indefinite,Unas,s,[MASK] ca##s,"[CLS] , [MASK] , ca , ##s , [SEP]",single-token,11.72806360207555,2.9466829967731876,-2.946682996772547
217,217,ta,ta,sing,1,default,7.445322989951819e-05,plural,definite,Las,s,[MASK] ta,"[CLS] , [MASK] , ta , [SEP]",single-token,9.50533941630292,3.9657527272723154,-3.9657527272722923
219,219,ta,tas,plur,1,default,0.0026025774423033,plural,definite,Las,s,[MASK] tas,"[CLS] , [MASK] , tas , [SEP]",single-token,5.951253001029001,-1.1527671935685389,1.1527671935685955
221,221,ta,ta##s,plur,2,artificial,0.0004913763841614,plural,definite,Las,s,[MASK] ta##s,"[CLS] , [MASK] , ta , ##s , [SEP]",single-token,7.618300157311615,-0.30668258905257595,0.30668258905262785
223,223,ta,ta,sing,1,default,1.339924324383901e-06,plural,indefinite,Unas,s,[MASK] ta,"[CLS] , [MASK] , ta , [SEP]",single-token,13.522897419936562,6.518955739278904,-6.518955739278864
225,225,ta,tas,plur,1,default,2.0410228898981583e-05,plural,indefinite,Unas,s,[MASK] tas,"[CLS] , [MASK] , tas , [SEP]",single-token,10.799474366164665,1.2386446354892495,-1.2386446354892473
227,227,ta,ta##s,plur,2,artificial,7.576469670311781e-06,plural,indefinite,Unas,s,[MASK] ta##s,"[CLS] , [MASK] , ta , ##s , [SEP]",single-token,11.790463209504743,2.4420489762080795,-2.4420489762080817
229,229,so,so,sing,1,default,0.0005322167999111,plural,definite,Los,s,[MASK] so,"[CLS] , [MASK] , so , [SEP]",single-token,7.538459633005885,3.0727606144532222,-3.0727606144532387
231,231,so,sos,plur,1,default,0.0185053627938032,plural,definite,Los,s,[MASK] sos,"[CLS] , [MASK] , sos , [SEP]",single-token,3.989694708159044,-2.858546757456883,2.8585467574569083
233,233,so,so##s,plur,2,artificial,0.0040816636756062,plural,definite,Los,s,[MASK] so##s,"[CLS] , [MASK] , so , ##s , [SEP]",single-token,5.50125061005008,-1.8093628371155992,1.809362837115673
235,235,so,so,sing,1,default,3.844788807327859e-06,plural,indefinite,Unos,s,[MASK] so,"[CLS] , [MASK] , so , [SEP]",single-token,12.468791883087915,5.933579002457856,-5.933579002457816
237,237,so,sos,plur,1,default,0.0001202037383336,plural,indefinite,Unos,s,[MASK] sos,"[CLS] , [MASK] , sos , [SEP]",single-token,9.026322435401225,0.21807802012276944,-0.21807802012301022
239,239,so,so##s,plur,2,artificial,2.6411873477627523e-05,plural,indefinite,Unos,s,[MASK] so##s,"[CLS] , [MASK] , so , ##s , [SEP]",single-token,10.541696895980106,2.2774986777972774,-2.277498677797066
241,241,sea,sea,sing,1,default,9.956096619134767e-05,plural,definite,Las,s,[MASK] sea,"[CLS] , [MASK] , sea , [SEP]",single-token,9.214740375898195,2.1299675810236662,-2.1299675810235974
243,243,sea,seas,plur,1,default,0.0003357104142196,plural,definite,Las,s,[MASK] seas,"[CLS] , [MASK] , seas , [SEP]",single-token,7.999261632059566,0.5282044628501108,-0.5282044628501515
245,245,sea,sea##s,plur,2,artificial,0.0046682497486472,plural,definite,Las,s,[MASK] sea##s,"[CLS] , [MASK] , sea , ##s , [SEP]",single-token,5.36697106370813,-2.5698513700636605,2.569851370063794
247,247,sea,sea,sing,1,default,5.249494279269129e-07,plural,indefinite,Unas,s,[MASK] sea,"[CLS] , [MASK] , sea , [SEP]",single-token,14.459963906752863,4.392135574498402,-4.392135574498405
249,249,sea,seas,plur,1,default,3.17235680995509e-05,plural,indefinite,Unas,s,[MASK] seas,"[CLS] , [MASK] , seas , [SEP]",single-token,10.358450680148357,0.6952376286824471,-0.695237628682446
251,251,sea,sea##s,plur,2,artificial,2.1901469153817743e-05,plural,indefinite,Unas,s,[MASK] sea##s,"[CLS] , [MASK] , sea , ##s , [SEP]",single-token,10.72895683874268,-1.3872717946823947,1.3872717946823963
253,253,bo,bo,sing,1,default,0.0002916963421739,plural,definite,Los,s,[MASK] bo,"[CLS] , [MASK] , bo , [SEP]",single-token,8.139797220853952,2.420342351045048,-2.420342351045246
255,255,bo,bos,plur,1,default,0.0002585561887826,plural,definite,Los,s,[MASK] bos,"[CLS] , [MASK] , bos , [SEP]",single-token,8.260397522906189,2.480199427109538,-2.480199427109821
257,257,bo,bo##s,plur,2,artificial,0.0022935359738767,plural,definite,Los,s,[MASK] bo##s,"[CLS] , [MASK] , bo , ##s , [SEP]",single-token,6.077660558906516,-0.04305514417817058,0.04305514417819869
259,259,bo,bo,sing,1,default,2.0006873455713503e-06,plural,indefinite,Unos,s,[MASK] bo,"[CLS] , [MASK] , bo , [SEP]",single-token,13.12201976366062,5.430845236872821,-5.4308452368727425
261,261,bo,bos,plur,1,default,4.084600732312538e-06,plural,indefinite,Unos,s,[MASK] bos,"[CLS] , [MASK] , bos , [SEP]",single-token,12.408286574377138,4.573579272663024,-4.573579272662996
263,263,bo,bo##s,plur,2,artificial,1.627752135391347e-05,plural,indefinite,Unos,s,[MASK] bo##s,"[CLS] , [MASK] , bo , ##s , [SEP]",single-token,11.025725459969356,3.619163467766855,-3.6191634677667825
265,265,vea,vea,sing,1,default,0.0005052326596342,plural,definite,Las,s,[MASK] vea,"[CLS] , [MASK] , vea , [SEP]",single-token,7.590491522637234,1.261864638547566,-1.2618646385475332
267,267,vea,veas,plur,1,default,0.0018628328107297,plural,definite,Las,s,[MASK] veas,"[CLS] , [MASK] , veas , [SEP]",single-token,6.28565693334908,0.7180041350378623,-0.7180041350378673
