,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
47,47,empresario,empresario##s,plur,2,artificial,0.0032684416510164,plural,plural,son,s,[MASK] empresario##s [MASK],"[CLS] , [MASK] , empresario , ##s , [MASK] , [SEP]",single-token,5.723441966985638,-0.8317866182263085,0.8317866182263153
49,49,sindicato,sindicato,sing,1,default,0.0009439475252293,plural,plural,son,s,[MASK] sindicato [MASK],"[CLS] , [MASK] , sindicato , [MASK] , [SEP]",single-token,6.965439981044646,2.855268108128163,-2.855268108128168
51,51,sindicato,sindicatos,plur,1,default,0.0159254930913448,plural,plural,son,s,[MASK] sindicatos [MASK],"[CLS] , [MASK] , sindicatos , [MASK] , [SEP]",single-token,4.13983411465351,-1.728554259120795,1.7285542591208172
53,53,sindicato,sindicato##s,plur,2,artificial,0.0127789881080389,plural,plural,son,s,[MASK] sindicato##s [MASK],"[CLS] , [MASK] , sindicato , ##s , [MASK] , [SEP]",single-token,4.359953010942208,-0.7902360060418419,0.7902360060418505
55,55,mes,mes,sing,1,default,6.752816989319399e-05,plural,plural,son,es,[MASK] mes [MASK],"[CLS] , [MASK] , mes , [MASK] , [SEP]",single-token,9.602965715393442,2.665695660660387,-2.66569566066031
57,57,mes,meses,plur,1,default,0.0007483179797418,plural,plural,son,es,[MASK] meses [MASK],"[CLS] , [MASK] , meses , [MASK] , [SEP]",single-token,7.19768256371527,0.2227744572152286,-0.22277445721520955
59,59,mes,mes##es,plur,2,artificial,0.0009025603067129,plural,plural,son,es,[MASK] mes##es [MASK],"[CLS] , [MASK] , mes , ##es , [MASK] , [SEP]",single-token,7.010275048147076,-0.04001807115018874,0.04001807115018332
61,61,comarca,comarca,sing,1,default,0.0004399166500661,plural,plural,son,s,[MASK] comarca [MASK],"[CLS] , [MASK] , comarca , [MASK] , [SEP]",single-token,7.728925280664248,2.9488873164913683,-2.9488873164914766
63,63,comarca,comarcas,plur,1,default,0.001493755262345,plural,plural,son,s,[MASK] comarcas [MASK],"[CLS] , [MASK] , comarcas , [MASK] , [SEP]",single-token,6.506462019381821,-0.9192046641183618,0.9192046641184226
65,65,comarca,comarca##s,plur,2,artificial,0.0018574985442683,plural,plural,son,s,[MASK] comarca##s [MASK],"[CLS] , [MASK] , comarca , ##s , [MASK] , [SEP]",single-token,6.28852456507748,-1.22055248632926,1.220552486329331
67,67,provincia,provincia,sing,1,default,0.0045039667747914,plural,plural,son,s,[MASK] provincia [MASK],"[CLS] , [MASK] , provincia , [MASK] , [SEP]",single-token,5.402796764994452,2.186282197035311,-2.1862821970353266
69,69,provincia,provincias,plur,1,default,0.016744427382946,plural,plural,son,s,[MASK] provincias [MASK],"[CLS] , [MASK] , provincias , [MASK] , [SEP]",single-token,4.089689769621303,-3.8324918466958877,3.832491846696096
71,71,provincia,provincia##s,plur,2,artificial,0.0132161695510149,plural,plural,son,s,[MASK] provincia##s [MASK],"[CLS] , [MASK] , provincia , ##s , [MASK] , [SEP]",single-token,4.326314233062527,-2.574298410855338,2.5742984108553606
73,73,extranjero,extranjero,sing,1,default,0.0002405982668278,plural,plural,son,s,[MASK] extranjero [MASK],"[CLS] , [MASK] , extranjero , [MASK] , [SEP]",single-token,8.332381957991313,2.572782998460726,-2.5727829984610264
75,75,extranjero,extranjeros,plur,1,default,0.003107905620709,plural,plural,son,s,[MASK] extranjeros [MASK],"[CLS] , [MASK] , extranjeros , [MASK] , [SEP]",single-token,5.773806213505035,-1.9300379445010618,1.930037944501208
77,77,extranjero,extranjero##s,plur,2,artificial,0.0039342907257378,plural,plural,son,s,[MASK] extranjero##s [MASK],"[CLS] , [MASK] , extranjero , ##s , [MASK] , [SEP]",single-token,5.538024660948186,-1.6709460909180134,1.6709460909180427
79,79,persona,persona,sing,1,default,0.0001473526790505,plural,plural,son,s,[MASK] persona [MASK],"[CLS] , [MASK] , persona , [MASK] , [SEP]",single-token,8.822681667401723,3.5846301014507382,-3.584630101450925
81,81,persona,personas,plur,1,default,0.0026211848016828,plural,plural,son,s,[MASK] personas [MASK],"[CLS] , [MASK] , personas , [MASK] , [SEP]",single-token,5.944128849044481,-0.8414201389075533,0.8414201389076237
83,83,persona,persona##s,plur,2,artificial,0.0049996962770819,plural,plural,son,s,[MASK] persona##s [MASK],"[CLS] , [MASK] , persona , ##s , [MASK] , [SEP]",single-token,5.29837811297667,0.02783100553375384,-0.02783100553375631
85,85,accidente,accidente,sing,1,default,0.0001203847059514,plural,plural,son,s,[MASK] accidente [MASK],"[CLS] , [MASK] , accidente , [MASK] , [SEP]",single-token,9.02481806013958,3.2689714640587777,-3.268971464059088
87,87,accidente,accidentes,plur,1,default,0.0013893058057874,plural,plural,son,s,[MASK] accidentes [MASK],"[CLS] , [MASK] , accidentes , [MASK] , [SEP]",single-token,6.578951076888194,-0.6799268122344664,0.679926812234576
89,89,accidente,accidente##s,plur,2,artificial,0.0023594063241034,plural,plural,son,s,[MASK] accidente##s [MASK],"[CLS] , [MASK] , accidente , ##s , [MASK] , [SEP]",single-token,6.049345249173808,-0.29406696598897053,0.2940669659889624
91,91,riesgo,riesgo,sing,1,default,0.0004391732800286,plural,plural,son,s,[MASK] riesgo [MASK],"[CLS] , [MASK] , riesgo , [MASK] , [SEP]",single-token,7.730616507441538,2.200085690079539,-2.200085690079575
93,93,riesgo,riesgos,plur,1,default,0.0014118632534518,plural,plural,son,s,[MASK] riesgos [MASK],"[CLS] , [MASK] , riesgos , [MASK] , [SEP]",single-token,6.5628449905982125,-0.637267560160578,0.6372675601605448
95,95,riesgo,riesgo##s,plur,2,artificial,0.0025112743023782,plural,plural,son,s,[MASK] riesgo##s [MASK],"[CLS] , [MASK] , riesgo , ##s , [MASK] , [SEP]",single-token,5.98696496447895,-0.5114464758297004,0.511446475829714
97,97,empresa,empresa,sing,1,default,0.0001847783569246,plural,plural,son,s,[MASK] empresa [MASK],"[CLS] , [MASK] , empresa , [MASK] , [SEP]",single-token,8.596353521823916,2.905212464444036,-2.9052124644443134
99,99,empresa,empresas,plur,1,default,0.0042142458260059,plural,plural,son,s,[MASK] empresas [MASK],"[CLS] , [MASK] , empresas , [MASK] , [SEP]",single-token,5.469284629752011,-1.6591911412398481,1.6591911412398872
101,101,empresa,empresa##s,plur,2,artificial,0.0029446843545883,plural,plural,son,s,[MASK] empresa##s [MASK],"[CLS] , [MASK] , empresa , ##s , [MASK] , [SEP]",single-token,5.827753647728595,-0.33240219706559415,0.33240219706558954
103,103,cambio,cambio,sing,1,default,0.0013836126308888,plural,plural,son,s,[MASK] cambio [MASK],"[CLS] , [MASK] , cambio , [MASK] , [SEP]",single-token,6.583057351939735,2.591997644925993,-2.591997644926005
105,105,cambio,cambios,plur,1,default,0.0132657932117581,plural,plural,son,s,[MASK] cambios [MASK],"[CLS] , [MASK] , cambios , [MASK] , [SEP]",single-token,4.32256649583698,-2.0194454463203684,2.0194454463204146
107,107,cambio,cambio##s,plur,2,artificial,0.0043420786969363,plural,plural,son,s,[MASK] cambio##s [MASK],"[CLS] , [MASK] , cambio , ##s , [MASK] , [SEP]",single-token,5.43940208310798,-1.136862236292199,1.136862236292213
109,109,premio,premio,sing,1,default,0.0006686057895421,plural,plural,son,s,[MASK] premio [MASK],"[CLS] , [MASK] , premio , [MASK] , [SEP]",single-token,7.310315924814154,2.615394108696843,-2.615394108696982
111,111,premio,premios,plur,1,default,0.0010571298189461,plural,plural,son,s,[MASK] premios [MASK],"[CLS] , [MASK] , premios , [MASK] , [SEP]",single-token,6.852197761332727,-1.4512524103856794,1.4512524103860378
113,113,premio,premio##s,plur,2,artificial,0.0008682252373546,plural,plural,son,s,[MASK] premio##s [MASK],"[CLS] , [MASK] , premio , ##s , [MASK] , [SEP]",single-token,7.049059386925737,-0.82213788703777,0.8221378870377466
115,115,proyecto,proyecto,sing,1,default,0.0006547413649968,plural,plural,son,s,[MASK] proyecto [MASK],"[CLS] , [MASK] , proyecto , [MASK] , [SEP]",single-token,7.331270262907969,3.136669173890393,-3.1366691738905104
117,117,proyecto,proyectos,plur,1,default,0.0053152004256844,plural,plural,son,s,[MASK] proyectos [MASK],"[CLS] , [MASK] , proyectos , [MASK] , [SEP]",single-token,5.237184558457167,-1.810903055962143,1.8109030559621364
119,119,proyecto,proyecto##s,plur,2,artificial,0.0046874871477484,plural,plural,son,s,[MASK] proyecto##s [MASK],"[CLS] , [MASK] , proyecto , ##s , [MASK] , [SEP]",single-token,5.362858629503027,-1.9263057653788245,1.9263057653788926
121,121,abogado,abogado,sing,1,default,0.0008623787434771,plural,plural,son,s,[MASK] abogado [MASK],"[CLS] , [MASK] , abogado , [MASK] , [SEP]",single-token,7.055816006214927,2.7843837150182935,-2.7843837150183655
123,123,abogado,abogados,plur,1,default,0.0193547327071428,plural,plural,son,s,[MASK] abogados [MASK],"[CLS] , [MASK] , abogados , [MASK] , [SEP]",single-token,3.9448183050637553,-2.229820270090281,2.2298202700903142
125,125,abogado,abogado##s,plur,2,artificial,0.0126443253830075,plural,plural,son,s,[MASK] abogado##s [MASK],"[CLS] , [MASK] , abogado , ##s , [MASK] , [SEP]",single-token,4.370546750777068,-1.6378512923089632,1.6378512923089794
127,127,gobierno,gobierno,sing,1,default,0.0026418750640004,plural,plural,son,s,[MASK] gobierno [MASK],"[CLS] , [MASK] , gobierno , [MASK] , [SEP]",single-token,5.9362663624178165,2.3761582374398986,-2.376158237439929
129,129,gobierno,gobiernos,plur,1,default,0.027311323210597,plural,plural,son,s,[MASK] gobiernos [MASK],"[CLS] , [MASK] , gobiernos , [MASK] , [SEP]",single-token,3.600453893165425,-2.602189031772453,2.6021890317724923
131,131,gobierno,gobierno##s,plur,2,artificial,0.0163867268711328,plural,plural,son,s,[MASK] gobierno##s [MASK],"[CLS] , [MASK] , gobierno , ##s , [MASK] , [SEP]",single-token,4.111283608968142,-2.2035460306987824,2.2035460306988286
133,133,estado,estado,sing,1,default,0.0019755091052502,plural,plural,son,s,[MASK] estado [MASK],"[CLS] , [MASK] , estado , [MASK] , [SEP]",single-token,6.226929139037022,1.171411978020517,-1.1714119780205257
135,135,estado,estados,plur,1,default,0.0111340237781405,plural,plural,son,s,[MASK] estados [MASK],"[CLS] , [MASK] , estados , [MASK] , [SEP]",single-token,4.497749653589857,-2.776442037386585,2.7764420373865875
137,137,estado,estado##s,plur,2,artificial,0.0084785027429461,plural,plural,son,s,[MASK] estado##s [MASK],"[CLS] , [MASK] , estado , ##s , [MASK] , [SEP]",single-token,4.770221408099288,-1.1456484273112686,1.1456484273112792
139,139,propuesta,propuesta,sing,1,default,0.0001379208115395,plural,plural,son,s,[MASK] propuesta [MASK],"[CLS] , [MASK] , propuesta , [MASK] , [SEP]",single-token,8.888830866933983,2.896626460589398,-2.8966264605894763
141,141,propuesta,propuestas,plur,1,default,0.0025414105039089,plural,plural,son,s,[MASK] propuestas [MASK],"[CLS] , [MASK] , propuestas , [MASK] , [SEP]",single-token,5.975036035583238,-1.7571105473935207,1.7571105473936202
143,143,propuesta,propuesta##s,plur,2,artificial,0.0012140675680711,plural,plural,son,s,[MASK] propuesta##s [MASK],"[CLS] , [MASK] , propuesta , ##s , [MASK] , [SEP]",single-token,6.713778930503871,-1.1236357838843931,1.1236357838844213
145,145,compañía,compañía,sing,1,default,0.002896215301007,plural,plural,son,s,[MASK] compañía [MASK],"[CLS] , [MASK] , compañía , [MASK] , [SEP]",single-token,5.844350462951681,2.219945430576118,-2.2199454305761273
147,147,compañía,compañías,plur,1,default,0.0323718599975109,plural,plural,son,s,[MASK] compañías [MASK],"[CLS] , [MASK] , compañías , [MASK] , [SEP]",single-token,3.430465752159995,-3.812671696625203,3.812671696625246
149,149,compañía,compañía##s,plur,2,artificial,0.0168841108679771,plural,plural,son,s,[MASK] compañía##s [MASK],"[CLS] , [MASK] , compañía , ##s , [MASK] , [SEP]",single-token,4.08138228463135,-1.2371206715957657,1.237120671595772
151,151,sistema,sistema,sing,1,default,0.0010176874930039,plural,plural,son,s,[MASK] sistema [MASK],"[CLS] , [MASK] , sistema , [MASK] , [SEP]",single-token,6.890222389314338,2.0805411592682663,-2.0805411592682606
153,153,sistema,sistemas,plur,1,default,0.004592147655785,plural,plural,son,s,[MASK] sistemas [MASK],"[CLS] , [MASK] , sistemas , [MASK] , [SEP]",single-token,5.38340746547637,-1.7879262573249752,1.787926257325039
155,155,sistema,sistema##s,plur,2,artificial,0.007571242749691,plural,plural,son,s,[MASK] sistema##s [MASK],"[CLS] , [MASK] , sistema , ##s , [MASK] , [SEP]",single-token,4.88339805728014,-0.582721209191611,0.5827212091916261
157,157,ordenador,ordenador,sing,1,default,0.0005126862088218,plural,plural,son,es,[MASK] ordenador [MASK],"[CLS] , [MASK] , ordenador , [MASK] , [SEP]",single-token,7.575846578655125,2.140746645742115,-2.1407466457421767
159,159,ordenador,ordenadores,plur,1,default,0.002284460235387,plural,plural,son,es,[MASK] ordenadores [MASK],"[CLS] , [MASK] , ordenadores , [MASK] , [SEP]",single-token,6.0816255033776665,-0.9573330816710133,0.9573330816710661
161,161,ordenador,ordenador##es,plur,2,artificial,0.0057839723303914,plural,plural,son,es,[MASK] ordenador##es [MASK],"[CLS] , [MASK] , ordenador , ##es , [MASK] , [SEP]",single-token,5.152664577956029,-1.846423090434353,1.8464230904344334
163,163,práctica,práctica,sing,1,default,0.0004782625765074,plural,plural,son,s,[MASK] práctica [MASK],"[CLS] , [MASK] , práctica , [MASK] , [SEP]",single-token,7.645350653058348,2.3664765043643996,-2.3664765043643903
165,165,práctica,prácticas,plur,1,default,0.0013497573090717,plural,plural,son,s,[MASK] prácticas [MASK],"[CLS] , [MASK] , prácticas , [MASK] , [SEP]",single-token,6.607830473750538,-1.8020973198101844,1.8020973198102526
167,167,práctica,práctica##s,plur,2,artificial,0.0013251045020297,plural,plural,son,s,[MASK] práctica##s [MASK],"[CLS] , [MASK] , práctica , ##s , [MASK] , [SEP]",single-token,6.6262639531975935,-2.0087847884940047,2.0087847884943235
169,169,medida,medida,sing,1,default,0.0007753997924737,plural,plural,son,s,[MASK] medida [MASK],"[CLS] , [MASK] , medida , [MASK] , [SEP]",single-token,7.162131800365135,2.74465279103047,-2.7446527910305494
171,171,medida,medidas,plur,1,default,0.0012840906856581,plural,plural,son,s,[MASK] medidas [MASK],"[CLS] , [MASK] , medidas , [MASK] , [SEP]",single-token,6.657704448748746,-1.0356279192043898,1.0356279192044138
173,173,medida,medida##s,plur,2,artificial,0.0036758393980562,plural,plural,son,s,[MASK] medida##s [MASK],"[CLS] , [MASK] , medida , ##s , [MASK] , [SEP]",single-token,5.60597376476403,-0.26683719590290433,0.26683719590290217
175,175,programa,programa,sing,1,default,0.0008957044337876,plural,plural,son,s,[MASK] programa [MASK],"[CLS] , [MASK] , programa , [MASK] , [SEP]",single-token,7.017900072414307,1.7597636556229261,-1.7597636556229337
177,177,programa,programas,plur,1,default,0.0028807574417442,plural,plural,son,s,[MASK] programas [MASK],"[CLS] , [MASK] , programas , [MASK] , [SEP]",single-token,5.849702018807252,-1.114208752800172,1.1142087528002278
179,179,programa,programa##s,plur,2,artificial,0.0064830817282199,plural,plural,son,s,[MASK] programa##s [MASK],"[CLS] , [MASK] , programa , ##s , [MASK] , [SEP]",single-token,5.038559306325475,-1.2967066814227186,1.2967066814227286
181,181,fabricante,fabricante,sing,1,default,0.0004015520098619,plural,plural,son,s,[MASK] fabricante [MASK],"[CLS] , [MASK] , fabricante , [MASK] , [SEP]",single-token,7.820173494082919,2.3453570319646087,-2.3453570319646255
183,183,fabricante,fabricantes,plur,1,default,0.013540593907237,plural,plural,son,s,[MASK] fabricantes [MASK],"[CLS] , [MASK] , fabricantes , [MASK] , [SEP]",single-token,4.302063149296227,-2.7381014118814964,2.7381014118815967
185,185,fabricante,fabricante##s,plur,2,artificial,0.013607389293611,plural,plural,son,s,[MASK] fabricante##s [MASK],"[CLS] , [MASK] , fabricante , ##s , [MASK] , [SEP]",single-token,4.297142303378079,-1.8404236285854676,1.8404236285854882
187,187,consumidor,consumidor,sing,1,default,0.0001324889453826,plural,plural,son,es,[MASK] consumidor [MASK],"[CLS] , [MASK] , consumidor , [MASK] , [SEP]",single-token,8.929011347092924,1.6944771121803788,-1.694477112180694
189,189,consumidor,consumidores,plur,1,default,0.0005936445668339,plural,plural,son,es,[MASK] consumidores [MASK],"[CLS] , [MASK] , consumidores , [MASK] , [SEP]",single-token,7.42922979003118,-1.7145818424617412,1.7145818424619836
191,191,consumidor,consumidor##es,plur,2,artificial,0.0014497129013761,plural,plural,son,es,[MASK] consumidor##es [MASK],"[CLS] , [MASK] , consumidor , ##es , [MASK] , [SEP]",single-token,6.536389741204959,-1.9591560198302167,1.959156019830252
193,193,recurso,recurso,sing,1,default,0.0006197129841893,plural,plural,son,s,[MASK] recurso [MASK],"[CLS] , [MASK] , recurso , [MASK] , [SEP]",single-token,7.3862541158365085,3.1559529365776813,-3.155952936577826
195,195,recurso,recursos,plur,1,default,0.0030478937551379,plural,plural,son,s,[MASK] recursos [MASK],"[CLS] , [MASK] , recursos , [MASK] , [SEP]",single-token,5.79330449900348,-0.8552851639431323,0.8552851639431517
197,197,recurso,recurso##s,plur,2,artificial,0.0017224261537194,plural,plural,son,s,[MASK] recurso##s [MASK],"[CLS] , [MASK] , recurso , ##s , [MASK] , [SEP]",single-token,6.364021427566198,-0.11219595759693135,0.11219595759697917
199,199,tribunal,tribunal,sing,1,default,0.0003571822016965,plural,plural,son,es,[MASK] tribunal [MASK],"[CLS] , [MASK] , tribunal , [MASK] , [SEP]",single-token,7.937264537480618,3.063021193837523,-3.0630211938376872
201,201,tribunal,tribunales,plur,1,default,0.0135811334475874,plural,plural,son,es,[MASK] tribunales [MASK],"[CLS] , [MASK] , tribunales , [MASK] , [SEP]",single-token,4.299073695858302,-1.129146617997133,1.1291466179971454
203,203,tribunal,tribunal##es,plur,2,artificial,0.0128126516938209,plural,plural,son,es,[MASK] tribunal##es [MASK],"[CLS] , [MASK] , tribunal , ##es , [MASK] , [SEP]",single-token,4.357322182635864,-1.7390641595364826,1.7390641595365177
205,205,caso,caso,sing,1,default,0.0001975563063751,plural,plural,son,s,[MASK] caso [MASK],"[CLS] , [MASK] , caso , [MASK] , [SEP]",single-token,8.529486918684531,2.6175974666362674,-2.6175974666366955
207,207,caso,casos,plur,1,default,0.0017814157763496,plural,plural,son,s,[MASK] casos [MASK],"[CLS] , [MASK] , casos , [MASK] , [SEP]",single-token,6.330346850853478,-1.0000500670157155,1.000050067015771
209,209,caso,caso##s,plur,2,artificial,0.0019261850975453,plural,plural,son,s,[MASK] caso##s [MASK],"[CLS] , [MASK] , caso , ##s , [MASK] , [SEP]",single-token,6.252213865579418,0.05576418545712425,-0.055764185457121154
211,211,amenaza,amenaza,sing,1,default,0.0005150395445525,plural,plural,son,s,[MASK] amenaza [MASK],"[CLS] , [MASK] , amenaza , [MASK] , [SEP]",single-token,7.571266874709436,2.8956213814965075,-2.895621381496626
213,213,amenaza,amenazas,plur,1,default,0.0033997045829892,plural,plural,son,s,[MASK] amenazas [MASK],"[CLS] , [MASK] , amenazas , [MASK] , [SEP]",single-token,5.684066738491059,-1.2711772593375112,1.271177259337608
215,215,amenaza,amenaza##s,plur,2,artificial,0.0057699456810951,plural,plural,son,s,[MASK] amenaza##s [MASK],"[CLS] , [MASK] , amenaza , ##s , [MASK] , [SEP]",single-token,5.155092612528083,-2.1731186901573327,2.1731186901573576
217,217,noticia,noticia,sing,1,default,0.00067197275348,plural,plural,son,s,[MASK] noticia [MASK],"[CLS] , [MASK] , noticia , [MASK] , [SEP]",single-token,7.305292763679665,3.8856549058219993,-3.8856549058221135
219,219,noticia,noticias,plur,1,default,0.0066654658876359,plural,plural,son,s,[MASK] noticias [MASK],"[CLS] , [MASK] , noticias , [MASK] , [SEP]",single-token,5.010815427173853,-0.684861622124596,0.6848616221246189
221,221,noticia,noticia##s,plur,2,artificial,0.0155203472822904,plural,plural,son,s,[MASK] noticia##s [MASK],"[CLS] , [MASK] , noticia , ##s , [MASK] , [SEP]",single-token,4.1656033880411725,-1.947551789996476,1.9475517899964918
223,223,diario,diario,sing,1,default,0.0002315855963388,plural,plural,son,s,[MASK] diario [MASK],"[CLS] , [MASK] , diario , [MASK] , [SEP]",single-token,8.37056100617333,2.916091028343364,-2.916091028343543
225,225,diario,diarios,plur,1,default,0.0008973914664238,plural,plural,son,s,[MASK] diarios [MASK],"[CLS] , [MASK] , diarios , [MASK] , [SEP]",single-token,7.016018373689947,-0.9047627691761884,0.9047627691763336
227,227,diario,diario##s,plur,2,artificial,0.0027174514252692,plural,plural,son,s,[MASK] diario##s [MASK],"[CLS] , [MASK] , diario , ##s , [MASK] , [SEP]",single-token,5.908060813914592,-0.08999357338288227,0.0899935733828877
229,229,peligro,peligro,sing,1,default,0.0008420781814493,plural,plural,son,s,[MASK] peligro [MASK],"[CLS] , [MASK] , peligro , [MASK] , [SEP]",single-token,7.079637695954853,2.599641746116342,-2.599641746116366
231,231,peligro,peligros,plur,1,default,0.0043258150108158,plural,plural,son,s,[MASK] peligros [MASK],"[CLS] , [MASK] , peligros , [MASK] , [SEP]",single-token,5.443154714544087,-1.438645439246045,1.4386454392460541
233,233,peligro,peligro##s,plur,2,artificial,0.0080769769847393,plural,plural,son,s,[MASK] peligro##s [MASK],"[CLS] , [MASK] , peligro , ##s , [MASK] , [SEP]",single-token,4.818737612007367,-1.31568190930515,1.3156819093051515
235,235,fondo,fondo,sing,1,default,0.0016076837200671,plural,plural,son,s,[MASK] fondo [MASK],"[CLS] , [MASK] , fondo , [MASK] , [SEP]",single-token,6.432960819072205,1.9657740332615958,-1.96577403326162
237,237,fondo,fondos,plur,1,default,0.0046480256132781,plural,plural,son,s,[MASK] fondos [MASK],"[CLS] , [MASK] , fondos , [MASK] , [SEP]",single-token,5.371312748845699,-1.4925532806687336,1.4925532806687938
239,239,fondo,fondo##s,plur,2,artificial,0.0073840008117258,plural,plural,son,s,[MASK] fondo##s [MASK],"[CLS] , [MASK] , fondo , ##s , [MASK] , [SEP]",single-token,4.908439671851221,-0.7161612953373293,0.7161612953373235
241,241,bolsa,bolsa,sing,1,default,0.0001526145497336,plural,plural,son,s,[MASK] bolsa [MASK],"[CLS] , [MASK] , bolsa , [MASK] , [SEP]",single-token,8.787595098090875,3.3838677080349795,-3.3838677080356083
