,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
71,71,arteria,arteria##s,plur,2,artificial,0.0122707774862647,plural,plural,son,s,[MASK] arteria##s [MASK],"[CLS] , [MASK] , arteria , ##s , [MASK] , [SEP]",morphemic,4.400534657453033,-3.0294742580206044,3.0294742580206675
73,73,curioso,curioso,sing,1,default,0.0006974967545829,plural,plural,son,s,[MASK] curioso [MASK],"[CLS] , [MASK] , curioso , [MASK] , [SEP]",morphemic,7.268012697207218,3.0078373454856377,-3.007837345485737
75,75,curioso,curiosos,plur,2,default,0.011278904043138,plural,plural,son,s,[MASK] curiosos [MASK],"[CLS] , [MASK] , curioso , ##s , [MASK] , [SEP]",morphemic,4.484821196928769,-2.1688233301586646,2.1688233301587374
77,77,curioso,curioso##s,plur,2,artificial,0.011278904043138,plural,plural,son,s,[MASK] curioso##s [MASK],"[CLS] , [MASK] , curioso , ##s , [MASK] , [SEP]",morphemic,4.484821196928769,-2.1688233301586646,2.1688233301587374
79,79,legítima,legítima,sing,1,default,0.0006822242867201,plural,plural,son,s,[MASK] legítima [MASK],"[CLS] , [MASK] , legítima , [MASK] , [SEP]",morphemic,7.290152088026846,2.4499530560859,-2.449953056085973
81,81,legítima,legítimas,plur,2,default,0.0060055581852793,plural,plural,son,s,[MASK] legítimas [MASK],"[CLS] , [MASK] , legítima , ##s , [MASK] , [SEP]",morphemic,5.115069874351379,-2.3174324341105734,2.317432434110689
83,83,legítima,legítima##s,plur,2,artificial,0.0060055581852793,plural,plural,son,s,[MASK] legítima##s [MASK],"[CLS] , [MASK] , legítima , ##s , [MASK] , [SEP]",morphemic,5.115069874351379,-2.3174324341105734,2.317432434110689
85,85,canciller,canciller,sing,1,default,0.001633686129935,plural,plural,son,es,[MASK] canciller [MASK],"[CLS] , [MASK] , canciller , [MASK] , [SEP]",morphemic,6.416916387938418,2.338715503122023,-2.3387155031220734
87,87,canciller,cancilleres,plur,2,default,0.0361130088567733,plural,plural,son,es,[MASK] cancilleres [MASK],"[CLS] , [MASK] , canciller , ##es , [MASK] , [SEP]",morphemic,3.321102122412676,-4.319785547556776,4.319785547556976
89,89,canciller,canciller##es,plur,2,artificial,0.0361130088567733,plural,plural,son,es,[MASK] canciller##es [MASK],"[CLS] , [MASK] , canciller , ##es , [MASK] , [SEP]",morphemic,3.321102122412676,-4.319785547556776,4.319785547556976
91,91,árbitro,árbitro,sing,1,default,0.0005470886826515,plural,plural,son,s,[MASK] árbitro [MASK],"[CLS] , [MASK] , árbitro , [MASK] , [SEP]",morphemic,7.510899643177692,2.0731496804268295,-2.073149680426847
93,93,árbitro,árbitros,plur,2,default,0.0132992509752511,plural,plural,son,s,[MASK] árbitros [MASK],"[CLS] , [MASK] , árbitro , ##s , [MASK] , [SEP]",morphemic,4.320047562990613,-3.1366085606578125,3.136608560657901
95,95,árbitro,árbitro##s,plur,2,artificial,0.0132992509752511,plural,plural,son,s,[MASK] árbitro##s [MASK],"[CLS] , [MASK] , árbitro , ##s , [MASK] , [SEP]",morphemic,4.320047562990613,-3.1366085606578125,3.136608560657901
97,97,bloqueo,bloqueo,sing,1,default,0.000608280301094,plural,plural,son,s,[MASK] bloqueo [MASK],"[CLS] , [MASK] , bloqueo , [MASK] , [SEP]",morphemic,7.4048747606996095,2.627901605501826,-2.6279016055019078
99,99,bloqueo,bloqueos,plur,2,default,0.0080692991614341,plural,plural,son,s,[MASK] bloqueos [MASK],"[CLS] , [MASK] , bloqueo , ##s , [MASK] , [SEP]",morphemic,4.819688645399131,-1.546080037926079,1.5460800379261035
101,101,bloqueo,bloqueo##s,plur,2,artificial,0.0080692991614341,plural,plural,son,s,[MASK] bloqueo##s [MASK],"[CLS] , [MASK] , bloqueo , ##s , [MASK] , [SEP]",morphemic,4.819688645399131,-1.546080037926079,1.5460800379261035
103,103,arancel,arancel,sing,1,default,0.0001082218732335,plural,plural,son,es,[MASK] arancel [MASK],"[CLS] , [MASK] , arancel , [MASK] , [SEP]",morphemic,9.131327056404386,2.3964004904263136,-2.39640049042684
105,105,arancel,aranceles,plur,2,default,0.0019777205307036,plural,plural,son,es,[MASK] aranceles [MASK],"[CLS] , [MASK] , arancel , ##es , [MASK] , [SEP]",morphemic,6.2258103445890685,-0.8228048528714025,0.8228048528713808
107,107,arancel,arancel##es,plur,2,artificial,0.0019777205307036,plural,plural,son,es,[MASK] arancel##es [MASK],"[CLS] , [MASK] , arancel , ##es , [MASK] , [SEP]",morphemic,6.2258103445890685,-0.8228048528714025,0.8228048528713808
109,109,televisor,televisor,sing,1,default,0.0009625013335607,plural,plural,son,es,[MASK] televisor [MASK],"[CLS] , [MASK] , televisor , [MASK] , [SEP]",morphemic,6.945975106285586,1.5697579282487224,-1.5697579282488066
111,111,televisor,televisores,plur,2,default,0.0210496019572019,plural,plural,son,es,[MASK] televisores [MASK],"[CLS] , [MASK] , televisor , ##es , [MASK] , [SEP]",morphemic,3.860873628429113,-2.7857003251280634,2.785700325128111
113,113,televisor,televisor##es,plur,2,artificial,0.0210496019572019,plural,plural,son,es,[MASK] televisor##es [MASK],"[CLS] , [MASK] , televisor , ##es , [MASK] , [SEP]",morphemic,3.860873628429113,-2.7857003251280634,2.785700325128111
115,115,suscrito,suscrito,sing,1,default,0.0001136710852733,plural,plural,son,s,[MASK] suscrito [MASK],"[CLS] , [MASK] , suscrito , [MASK] , [SEP]",morphemic,9.08220149673156,1.6225520303192127,-1.6225520303197827
117,117,suscrito,suscritos,plur,2,default,7.297630509128794e-05,plural,plural,son,s,[MASK] suscritos [MASK],"[CLS] , [MASK] , suscrito , ##s , [MASK] , [SEP]",morphemic,9.525375757296478,-0.7174165935632821,0.7174165935632828
119,119,suscrito,suscrito##s,plur,2,artificial,7.297630509128794e-05,plural,plural,son,s,[MASK] suscrito##s [MASK],"[CLS] , [MASK] , suscrito , ##s , [MASK] , [SEP]",morphemic,9.525375757296478,-0.7174165935632821,0.7174165935632828
121,121,cordillera,cordillera,sing,1,default,0.0004613837809301,plural,plural,son,s,[MASK] cordillera [MASK],"[CLS] , [MASK] , cordillera , [MASK] , [SEP]",morphemic,7.68128036470594,2.26946985011271,-2.269469850112896
123,123,cordillera,cordilleras,plur,2,default,0.0098854815587401,plural,plural,son,s,[MASK] cordilleras [MASK],"[CLS] , [MASK] , cordillera , ##s , [MASK] , [SEP]",morphemic,4.616688107436877,-3.6028084814625885,3.6028084814629433
125,125,cordillera,cordillera##s,plur,2,artificial,0.0098854815587401,plural,plural,son,s,[MASK] cordillera##s [MASK],"[CLS] , [MASK] , cordillera , ##s , [MASK] , [SEP]",morphemic,4.616688107436877,-3.6028084814625885,3.6028084814629433
127,127,naranja,naranja,sing,1,default,0.0002067243185592,plural,plural,son,s,[MASK] naranja [MASK],"[CLS] , [MASK] , naranja , [MASK] , [SEP]",morphemic,8.48412444672485,2.634506318379012,-2.6345063183793993
129,129,naranja,naranjas,plur,2,default,0.0156752225011587,plural,plural,son,s,[MASK] naranjas [MASK],"[CLS] , [MASK] , naranja , ##s , [MASK] , [SEP]",morphemic,4.155673997912622,-2.1457076641119457,2.145707664111989
131,131,naranja,naranja##s,plur,2,artificial,0.0156752225011587,plural,plural,son,s,[MASK] naranja##s [MASK],"[CLS] , [MASK] , naranja , ##s , [MASK] , [SEP]",morphemic,4.155673997912622,-2.1457076641119457,2.145707664111989
133,133,consumo,consumo,sing,1,default,9.266290726372972e-05,plural,plural,son,s,[MASK] consumo [MASK],"[CLS] , [MASK] , consumo , [MASK] , [SEP]",morphemic,9.286542302861136,2.680391240119059,-2.680391240118998
135,135,consumo,consumos,plur,2,default,0.0018542663892731,plural,plural,son,s,[MASK] consumos [MASK],"[CLS] , [MASK] , consumo , ##s , [MASK] , [SEP]",morphemic,6.290266138625387,-0.8942218159425623,0.8942218159426376
137,137,consumo,consumo##s,plur,2,artificial,0.0018542663892731,plural,plural,son,s,[MASK] consumo##s [MASK],"[CLS] , [MASK] , consumo , ##s , [MASK] , [SEP]",morphemic,6.290266138625387,-0.8942218159425623,0.8942218159426376
139,139,décima,décima,sing,1,default,0.0003515788994263,plural,plural,son,s,[MASK] décima [MASK],"[CLS] , [MASK] , décima , [MASK] , [SEP]",morphemic,7.953076406962109,2.3423734100986824,-2.3423734100989204
141,141,décima,décimas,plur,2,default,0.0092726564034819,plural,plural,son,s,[MASK] décimas [MASK],"[CLS] , [MASK] , décima , ##s , [MASK] , [SEP]",morphemic,4.680685381287192,-1.9540043482084037,1.9540043482084402
143,143,décima,décima##s,plur,2,artificial,0.0092726564034819,plural,plural,son,s,[MASK] décima##s [MASK],"[CLS] , [MASK] , décima , ##s , [MASK] , [SEP]",morphemic,4.680685381287192,-1.9540043482084037,1.9540043482084402
145,145,funeral,funeral,sing,1,default,0.0004658148391172,plural,plural,son,es,[MASK] funeral [MASK],"[CLS] , [MASK] , funeral , [MASK] , [SEP]",morphemic,7.671722343749613,2.795515059017907,-2.7955150590179647
147,147,funeral,funerales,plur,2,default,0.0050197443924844,plural,plural,son,es,[MASK] funerales [MASK],"[CLS] , [MASK] , funeral , ##es , [MASK] , [SEP]",morphemic,5.294376264406644,-2.2930665099265815,2.293066509926759
149,149,funeral,funeral##es,plur,2,artificial,0.0050197443924844,plural,plural,son,es,[MASK] funeral##es [MASK],"[CLS] , [MASK] , funeral , ##es , [MASK] , [SEP]",morphemic,5.294376264406644,-2.2930665099265815,2.293066509926759
151,151,peruano,peruano,sing,1,default,0.0001151872129412,plural,plural,son,s,[MASK] peruano [MASK],"[CLS] , [MASK] , peruano , [MASK] , [SEP]",morphemic,9.06895181463729,1.7493366637985437,-1.7493366637988361
153,153,peruano,peruanos,plur,2,default,0.0024467250332236,plural,plural,son,s,[MASK] peruanos [MASK],"[CLS] , [MASK] , peruano , ##s , [MASK] , [SEP]",morphemic,6.013004869767369,-3.5056014841541634,3.5056014841541514
155,155,peruano,peruano##s,plur,2,artificial,0.0024467250332236,plural,plural,son,s,[MASK] peruano##s [MASK],"[CLS] , [MASK] , peruano , ##s , [MASK] , [SEP]",morphemic,6.013004869767369,-3.5056014841541634,3.5056014841541514
157,157,venezolano,venezolano,sing,1,default,7.443627691827714e-05,plural,plural,son,s,[MASK] venezolano [MASK],"[CLS] , [MASK] , venezolano , [MASK] , [SEP]",morphemic,9.505567141972463,1.6516738554173367,-1.651673855417137
159,159,venezolano,venezolanos,plur,2,default,0.0014052654150873,plural,plural,son,s,[MASK] venezolanos [MASK],"[CLS] , [MASK] , venezolano , ##s , [MASK] , [SEP]",morphemic,6.567529086501735,-3.1752386135468322,3.175238613546802
161,161,venezolano,venezolano##s,plur,2,artificial,0.0014052654150873,plural,plural,son,s,[MASK] venezolano##s [MASK],"[CLS] , [MASK] , venezolano , ##s , [MASK] , [SEP]",morphemic,6.567529086501735,-3.1752386135468322,3.175238613546802
163,163,cuartel,cuartel,sing,1,default,0.000676586467307,plural,plural,son,es,[MASK] cuartel [MASK],"[CLS] , [MASK] , cuartel , [MASK] , [SEP]",morphemic,7.298450302841838,2.7660293888159018,-2.766029388815987
165,165,cuartel,cuarteles,plur,2,default,0.0231290217489004,plural,plural,son,es,[MASK] cuarteles [MASK],"[CLS] , [MASK] , cuartel , ##es , [MASK] , [SEP]",morphemic,3.766667097238878,-2.209227553663688,2.209227553663704
167,167,cuartel,cuartel##es,plur,2,artificial,0.0231290217489004,plural,plural,son,es,[MASK] cuartel##es [MASK],"[CLS] , [MASK] , cuartel , ##es , [MASK] , [SEP]",morphemic,3.766667097238878,-2.209227553663688,2.209227553663704
169,169,derecha,derecha,sing,1,default,0.000299987004837,plural,plural,son,s,[MASK] derecha [MASK],"[CLS] , [MASK] , derecha , [MASK] , [SEP]",morphemic,8.11177140145622,2.3023027919763273,-2.302302791976396
171,171,derecha,derechas,plur,2,default,0.0062428857199847,plural,plural,son,s,[MASK] derechas [MASK],"[CLS] , [MASK] , derecha , ##s , [MASK] , [SEP]",morphemic,5.076312748374452,-1.2551417427922864,1.2551417427923068
173,173,derecha,derecha##s,plur,2,artificial,0.0062428857199847,plural,plural,son,s,[MASK] derecha##s [MASK],"[CLS] , [MASK] , derecha , ##s , [MASK] , [SEP]",morphemic,5.076312748374452,-1.2551417427922864,1.2551417427923068
175,175,invento,invento,sing,1,default,0.0011664037592709,plural,plural,son,s,[MASK] invento [MASK],"[CLS] , [MASK] , invento , [MASK] , [SEP]",morphemic,6.75382997374619,2.6350092428140686,-2.6350092428140743
177,177,invento,inventos,plur,2,default,0.0163826346397399,plural,plural,son,s,[MASK] inventos [MASK],"[CLS] , [MASK] , invento , ##s , [MASK] , [SEP]",morphemic,4.111533368574399,-2.893718674023326,2.8937186740233543
179,179,invento,invento##s,plur,2,artificial,0.0163826346397399,plural,plural,son,s,[MASK] invento##s [MASK],"[CLS] , [MASK] , invento , ##s , [MASK] , [SEP]",morphemic,4.111533368574399,-2.893718674023326,2.8937186740233543
181,181,absurdo,absurdo,sing,1,default,0.0007432571728713,plural,plural,son,s,[MASK] absurdo [MASK],"[CLS] , [MASK] , absurdo , [MASK] , [SEP]",morphemic,7.204468445447964,3.4366002050367914,-3.4366002050368976
183,183,absurdo,absurdos,plur,2,default,0.0096327969804406,plural,plural,son,s,[MASK] absurdos [MASK],"[CLS] , [MASK] , absurdo , ##s , [MASK] , [SEP]",morphemic,4.64258165085274,-1.038593770889702,1.0385937708897175
185,185,absurdo,absurdo##s,plur,2,artificial,0.0096327969804406,plural,plural,son,s,[MASK] absurdo##s [MASK],"[CLS] , [MASK] , absurdo , ##s , [MASK] , [SEP]",morphemic,4.64258165085274,-1.038593770889702,1.0385937708897175
187,187,tristeza,tristeza,sing,1,default,0.0015634255250915,plural,plural,son,s,[MASK] tristeza [MASK],"[CLS] , [MASK] , tristeza , [MASK] , [SEP]",morphemic,6.460876015656859,2.8324932285442452,-2.832493228544301
189,189,tristeza,tristezas,plur,2,default,0.0134223960340023,plural,plural,son,s,[MASK] tristezas [MASK],"[CLS] , [MASK] , tristeza , ##s , [MASK] , [SEP]",morphemic,4.310830621348335,-2.173432875204279,2.173432875204324
191,191,tristeza,tristeza##s,plur,2,artificial,0.0134223960340023,plural,plural,son,s,[MASK] tristeza##s [MASK],"[CLS] , [MASK] , tristeza , ##s , [MASK] , [SEP]",morphemic,4.310830621348335,-2.173432875204279,2.173432875204324
193,193,monarca,monarca,sing,1,default,0.0013565438566729,plural,plural,son,s,[MASK] monarca [MASK],"[CLS] , [MASK] , monarca , [MASK] , [SEP]",morphemic,6.602815095630125,3.0353546709617074,-3.0353546709617376
195,195,monarca,monarcas,plur,2,default,0.0126131568104028,plural,plural,son,s,[MASK] monarcas [MASK],"[CLS] , [MASK] , monarca , ##s , [MASK] , [SEP]",morphemic,4.373014818511418,-3.5499601008285735,3.5499601008287422
197,197,monarca,monarca##s,plur,2,artificial,0.0126131568104028,plural,plural,son,s,[MASK] monarca##s [MASK],"[CLS] , [MASK] , monarca , ##s , [MASK] , [SEP]",morphemic,4.373014818511418,-3.5499601008285735,3.5499601008287422
199,199,subida,subida,sing,1,default,0.0001245324383489,plural,plural,son,s,[MASK] subida [MASK],"[CLS] , [MASK] , subida , [MASK] , [SEP]",morphemic,8.990944327008723,3.5041900220841455,-3.5041900220847615
201,201,subida,subidas,plur,2,default,0.0027244430966675,plural,plural,son,s,[MASK] subidas [MASK],"[CLS] , [MASK] , subida , ##s , [MASK] , [SEP]",morphemic,5.905491239948358,-1.844948783180314,1.8449487831804834
203,203,subida,subida##s,plur,2,artificial,0.0027244430966675,plural,plural,son,s,[MASK] subida##s [MASK],"[CLS] , [MASK] , subida , ##s , [MASK] , [SEP]",morphemic,5.905491239948358,-1.844948783180314,1.8449487831804834
205,205,queso,queso,sing,1,default,0.0030922552105039,plural,plural,son,s,[MASK] queso [MASK],"[CLS] , [MASK] , queso , [MASK] , [SEP]",morphemic,5.778854612690303,1.8882732414476813,-1.888273241447688
207,207,queso,quesos,plur,2,default,0.0395381599664688,plural,plural,son,s,[MASK] quesos [MASK],"[CLS] , [MASK] , queso , ##s , [MASK] , [SEP]",morphemic,3.2304889983248057,-3.4929595356258534,3.4929595356258716
209,209,queso,queso##s,plur,2,artificial,0.0395381599664688,plural,plural,son,s,[MASK] queso##s [MASK],"[CLS] , [MASK] , queso , ##s , [MASK] , [SEP]",morphemic,3.2304889983248057,-3.4929595356258534,3.4929595356258716
211,211,pesa,pesa,sing,1,default,0.0003326318692415,plural,plural,son,s,[MASK] pesa [MASK],"[CLS] , [MASK] , pesa , [MASK] , [SEP]",morphemic,8.008474177270207,1.7042899557118396,-1.7042899557120912
213,213,pesa,pesas,plur,2,default,0.0068561830557882,plural,plural,son,s,[MASK] pesas [MASK],"[CLS] , [MASK] , pesa , ##s , [MASK] , [SEP]",morphemic,4.982604397957294,-0.9387684466080906,0.938768446608082
215,215,pesa,pesa##s,plur,2,artificial,0.0068561830557882,plural,plural,son,s,[MASK] pesa##s [MASK],"[CLS] , [MASK] , pesa , ##s , [MASK] , [SEP]",morphemic,4.982604397957294,-0.9387684466080906,0.938768446608082
217,217,soledad,soledad,sing,1,default,0.000953753478825,plural,plural,son,es,[MASK] soledad [MASK],"[CLS] , [MASK] , soledad , [MASK] , [SEP]",morphemic,6.9551053278492265,2.524785035351794,-2.524785035351888
219,219,soledad,soledades,plur,2,default,0.0142994979396462,plural,plural,son,es,[MASK] soledades [MASK],"[CLS] , [MASK] , soledad , ##es , [MASK] , [SEP]",morphemic,4.247530851448262,-2.3641395493718242,2.364139549371835
221,221,soledad,soledad##es,plur,2,artificial,0.0142994979396462,plural,plural,son,es,[MASK] soledad##es [MASK],"[CLS] , [MASK] , soledad , ##es , [MASK] , [SEP]",morphemic,4.247530851448262,-2.3641395493718242,2.364139549371835
223,223,miente,miente,sing,1,default,8.944730507209897e-05,plural,plural,son,s,[MASK] miente [MASK],"[CLS] , [MASK] , miente , [MASK] , [SEP]",morphemic,9.321860876220814,2.1727251477631304,-2.1727251477630296
225,225,miente,mientes,plur,2,default,0.0001663799630478,plural,plural,son,s,[MASK] mientes [MASK],"[CLS] , [MASK] , miente , ##s , [MASK] , [SEP]",morphemic,8.701236451203746,0.6901058817545049,-0.6901058817543784
227,227,miente,miente##s,plur,2,artificial,0.0001663799630478,plural,plural,son,s,[MASK] miente##s [MASK],"[CLS] , [MASK] , miente , ##s , [MASK] , [SEP]",morphemic,8.701236451203746,0.6901058817545049,-0.6901058817543784
229,229,miseria,miseria,sing,1,default,0.0013008813839405,plural,plural,son,s,[MASK] miseria [MASK],"[CLS] , [MASK] , miseria , [MASK] , [SEP]",morphemic,6.644713256597842,2.5066991362382787,-2.506699136238338
231,231,miseria,miserias,plur,2,default,0.0128966206684708,plural,plural,son,s,[MASK] miserias [MASK],"[CLS] , [MASK] , miseria , ##s , [MASK] , [SEP]",morphemic,4.35078996561742,-2.299729823324501,2.299729823324528
233,233,miseria,miseria##s,plur,2,artificial,0.0128966206684708,plural,plural,son,s,[MASK] miseria##s [MASK],"[CLS] , [MASK] , miseria , ##s , [MASK] , [SEP]",morphemic,4.35078996561742,-2.299729823324501,2.299729823324528
