,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
53,53,sondeo,sondeo##s,plur,3,artificial,0.0303597841411829,plural,plural,son,s,Los sondeo##s [MASK],"[CLS] , Los , son , ##deo , ##s , [MASK] , [SEP]",non_morphemic,3.4946364364541966,-5.052245644303449,5.052245644303535
55,55,insulto,insulto,sing,2,default,0.000776951899752,plural,plural,son,s,El insulto [MASK],"[CLS] , El , insul , ##to , [MASK] , [SEP]",non_morphemic,7.160132114593879,3.8187098311741416,-3.8187098311741687
57,57,insulto,insultos,plur,2,default,0.0609275326132774,plural,plural,son,s,Los insultos [MASK],"[CLS] , Los , insul , ##tos , [MASK] , [SEP]",non_morphemic,2.79807011097453,-5.164599388241753,5.1645993882418955
59,59,insulto,insulto##s,plur,3,artificial,0.0807225853204727,plural,plural,son,s,Los insulto##s [MASK],"[CLS] , Los , insul , ##to , ##s , [MASK] , [SEP]",non_morphemic,2.516736875198033,-5.414266204097519,5.414266204097651
61,61,analista,analista,sing,2,default,0.0003014240355696,plural,plural,son,s,El analista [MASK],"[CLS] , El , anal , ##ista , [MASK] , [SEP]",non_morphemic,8.106992528535885,4.47702314767496,-4.477023147675134
63,63,analista,analistas,plur,2,default,0.0878427475690841,plural,plural,son,s,Los analistas [MASK],"[CLS] , Los , anal , ##istas , [MASK] , [SEP]",non_morphemic,2.4322070224627867,-5.139685704108411,5.139685704108503
65,65,analista,analista##s,plur,3,artificial,0.0602578185498714,plural,plural,son,s,Los analista##s [MASK],"[CLS] , Los , anal , ##ista , ##s , [MASK] , [SEP]",non_morphemic,2.8091229465679746,-5.2825012389369,5.2825012389369705
67,67,nexo,nexo,sing,2,default,0.0084217563271522,plural,plural,son,s,El nexo [MASK],"[CLS] , El , ne , ##xo , [MASK] , [SEP]",non_morphemic,4.776936882556685,3.4054050906447606,-3.405405090644767
69,69,nexo,nexos,plur,2,default,0.0895405411720275,plural,plural,son,s,Los nexos [MASK],"[CLS] , Los , ne , ##xos , [MASK] , [SEP]",non_morphemic,2.413063782273939,-3.7696099196927895,3.769609919692801
71,71,nexo,nexo##s,plur,3,artificial,0.0588719248771667,plural,plural,son,s,Los nexo##s [MASK],"[CLS] , Los , ne , ##xo , ##s , [MASK] , [SEP]",non_morphemic,2.832390959395364,-3.264161513020579,3.264161513020613
73,73,cautivo,cautivo,sing,2,default,0.0001491037837695,plural,plural,son,s,El cautivo [MASK],"[CLS] , El , cautiv , ##o , [MASK] , [SEP]",non_morphemic,8.810867959120994,3.202191466695546,-3.202191466695743
75,75,cautivo,cautivos,plur,2,default,0.0191566757857799,plural,plural,son,s,Los cautivos [MASK],"[CLS] , Los , cautiv , ##os , [MASK] , [SEP]",non_morphemic,3.955104019102524,-5.007043959846973,5.007043959847081
77,77,cautivo,cautivo##s,plur,3,artificial,0.0385757274925708,plural,plural,son,s,Los cautivo##s [MASK],"[CLS] , Los , cautiv , ##o , ##s , [MASK] , [SEP]",non_morphemic,3.25513202173846,-5.146866889408969,5.146866889409223
79,79,millar,millar,sing,2,default,0.0002048570167971,plural,plural,son,es,El millar [MASK],"[CLS] , El , milla , ##r , [MASK] , [SEP]",non_morphemic,8.49319830121569,3.0475497418465096,-3.047549741846881
81,81,millar,millares,plur,2,default,0.0199673138558864,plural,plural,son,es,Los millares [MASK],"[CLS] , Los , milla , ##res , [MASK] , [SEP]",non_morphemic,3.9136586495706864,-4.277298439427252,4.277298439427469
83,83,millar,millar##es,plur,3,artificial,0.0251311920583248,plural,plural,son,es,Los millar##es [MASK],"[CLS] , Los , milla , ##r , ##es , [MASK] , [SEP]",non_morphemic,3.683645492884151,-4.524728733552173,4.524728733552444
85,85,reformista,reformista,sing,2,default,0.0001798676239559,plural,plural,son,s,El reformista [MASK],"[CLS] , El , reform , ##ista , [MASK] , [SEP]",non_morphemic,8.623289400096809,3.490936205746003,-3.490936205746227
87,87,reformista,reformistas,plur,2,default,0.0216633565723896,plural,plural,son,s,Los reformistas [MASK],"[CLS] , Los , reform , ##istas , [MASK] , [SEP]",non_morphemic,3.832133083007701,-5.155052281520904,5.155052281521494
89,89,reformista,reformista##s,plur,3,artificial,0.0210711024701595,plural,plural,son,s,Los reformista##s [MASK],"[CLS] , Los , reform , ##ista , ##s , [MASK] , [SEP]",non_morphemic,3.8598527283697592,-5.114707020246087,5.114707020246308
91,91,uruguaya,uruguaya,sing,2,default,0.00011715945584,plural,plural,son,s,La uruguaya [MASK],"[CLS] , La , uruguay , ##a , [MASK] , [SEP]",non_morphemic,9.051974680604037,3.817897785951052,-3.8178977859511334
93,93,uruguaya,uruguayas,plur,2,default,0.0220612324774265,plural,plural,son,s,Las uruguayas [MASK],"[CLS] , Las , uruguay , ##as , [MASK] , [SEP]",non_morphemic,3.813933397387109,-5.198586452314897,5.198586452315655
95,95,uruguaya,uruguaya##s,plur,3,artificial,0.023221543058753,plural,plural,son,s,Las uruguaya##s [MASK],"[CLS] , Las , uruguay , ##a , ##s , [MASK] , [SEP]",non_morphemic,3.76267485105502,-5.320416444665985,5.320416444666268
97,97,mejoría,mejoría,sing,2,default,0.0003826415922958,plural,plural,son,s,La mejoría [MASK],"[CLS] , La , mejor , ##ía , [MASK] , [SEP]",non_morphemic,7.868411797259054,4.047557361321749,-4.047557361321852
99,99,mejoría,mejorías,plur,2,default,0.0406125709414482,plural,plural,son,s,Las mejorías [MASK],"[CLS] , Las , mejor , ##ías , [MASK] , [SEP]",non_morphemic,3.203677631199937,-4.76510849344089,4.765108493441166
101,101,mejoría,mejoría##s,plur,3,artificial,0.0368119850754737,plural,plural,son,s,Las mejoría##s [MASK],"[CLS] , Las , mejor , ##ía , ##s , [MASK] , [SEP]",non_morphemic,3.3019318054311824,-4.60307543434074,4.603075434340903
103,103,urna,urna,sing,2,default,0.000240415072767,plural,plural,son,s,La urna [MASK],"[CLS] , La , ur , ##na , [MASK] , [SEP]",non_morphemic,8.333143658570433,3.956941596205893,-3.956941596206154
105,105,urna,urnas,plur,2,default,0.0343543887138366,plural,plural,son,s,Las urnas [MASK],"[CLS] , Las , ur , ##nas , [MASK] , [SEP]",non_morphemic,3.3710255038800256,-4.828230344177742,4.828230344177797
107,107,urna,urna##s,plur,3,artificial,0.0179957803338766,plural,plural,son,s,Las urna##s [MASK],"[CLS] , Las , ur , ##na , ##s , [MASK] , [SEP]",non_morphemic,4.017617974463762,-4.74827758601661,4.748277586017136
109,109,injerencia,injerencia,sing,2,default,0.0009572301059961,plural,plural,son,s,La injerencia [MASK],"[CLS] , La , injer , ##encia , [MASK] , [SEP]",non_morphemic,6.951466750276595,3.0051689555469085,-3.005168955546939
111,111,injerencia,injerencias,plur,2,default,0.0124079007655382,plural,plural,son,s,Las injerencias [MASK],"[CLS] , Las , injer , ##encias , [MASK] , [SEP]",non_morphemic,4.389421850759303,-3.9409332868406155,3.9409332868406546
113,113,injerencia,injerencia##s,plur,3,artificial,0.0184031892567873,plural,plural,son,s,Las injerencia##s [MASK],"[CLS] , Las , injer , ##encia , ##s , [MASK] , [SEP]",non_morphemic,3.99523130021374,-4.442025169140896,4.442025169141238
115,115,pollito,pollito,sing,2,default,0.000163024131325,plural,plural,son,s,El pollito [MASK],"[CLS] , El , pol , ##lito , [MASK] , [SEP]",non_morphemic,8.72161232317598,3.5633569037789687,-3.563356903779412
117,117,pollito,pollitos,plur,2,default,0.0582326054573059,plural,plural,son,s,Los pollitos [MASK],"[CLS] , Los , pol , ##litos , [MASK] , [SEP]",non_morphemic,2.843309849890484,-5.642866187917009,5.642866187917046
119,119,pollito,pollito##s,plur,3,artificial,0.0133968302980065,plural,plural,son,s,Los pollito##s [MASK],"[CLS] , Los , pol , ##lito , ##s , [MASK] , [SEP]",non_morphemic,4.3127371449313205,-5.424984086832877,5.424984086832875
121,121,indefinido,indefinido,sing,2,default,0.0008368239505216,plural,plural,son,s,El indefinido [MASK],"[CLS] , El , indefin , ##ido , [MASK] , [SEP]",non_morphemic,7.085896843502918,3.9259962230002023,-3.925996223000258
123,123,indefinido,indefinidos,plur,2,default,0.1430303454399109,plural,plural,son,s,Los indefinidos [MASK],"[CLS] , Los , indefin , ##idos , [MASK] , [SEP]",non_morphemic,1.9446984653612087,-5.994070541532697,5.994070541532791
125,125,indefinido,indefinido##s,plur,3,artificial,0.0603808276355266,plural,plural,son,s,Los indefinido##s [MASK],"[CLS] , Los , indefin , ##ido , ##s , [MASK] , [SEP]",non_morphemic,2.807083647683662,-5.49472912076018,5.4947291207602325
127,127,retoque,retoque,sing,2,default,0.0001923616946442,plural,plural,son,s,El retoque [MASK],"[CLS] , El , reto , ##que , [MASK] , [SEP]",non_morphemic,8.556133131840003,3.257364228961121,-3.2573642289611473
129,129,retoque,retoques,plur,2,default,0.0290543138980865,plural,plural,son,s,Los retoques [MASK],"[CLS] , Los , reto , ##ques , [MASK] , [SEP]",non_morphemic,3.5385883076355658,-4.661273926025222,4.661273926025407
131,131,retoque,retoque##s,plur,3,artificial,0.0182735882699489,plural,plural,son,s,Los retoque##s [MASK],"[CLS] , Los , reto , ##que , ##s , [MASK] , [SEP]",non_morphemic,4.002298525580571,-4.64590356471982,4.645903564720301
133,133,retroceso,retroceso,sing,2,default,0.000539437693078,plural,plural,son,s,El retroceso [MASK],"[CLS] , El , retroce , ##so , [MASK] , [SEP]",non_morphemic,7.52498327005964,3.5764822199418433,-3.5764822199419726
135,135,retroceso,retrocesos,plur,2,default,0.0363314487040042,plural,plural,son,s,Los retrocesos [MASK],"[CLS] , Los , retroce , ##sos , [MASK] , [SEP]",non_morphemic,3.3150715572984177,-4.879766935580522,4.879766935580562
137,137,retroceso,retroceso##s,plur,3,artificial,0.0500029325485229,plural,plural,son,s,Los retroceso##s [MASK],"[CLS] , Los , retroce , ##so , ##s , [MASK] , [SEP]",non_morphemic,2.995673624303433,-4.972038813243127,4.97203881324336
139,139,kilómetro,kilómetro,sing,2,default,0.0010339495493099,plural,plural,son,s,El kilómetro [MASK],"[CLS] , El , k , ##ilómetro , [MASK] , [SEP]",non_morphemic,6.87436929585617,3.4951014453440976,-3.4951014453441065
141,141,kilómetro,kilómetros,plur,2,default,0.050997320562601,plural,plural,son,s,Los kilómetros [MASK],"[CLS] , Los , k , ##ilómetros , [MASK] , [SEP]",non_morphemic,2.9759821856261937,-2.1321686608234662,2.1321686608234747
143,143,kilómetro,kilómetro##s,plur,3,artificial,0.0544667951762676,plural,plural,son,s,Los kilómetro##s [MASK],"[CLS] , Los , k , ##ilómetro , ##s , [MASK] , [SEP]",non_morphemic,2.910164025809729,-2.278461542053176,2.278461542053184
145,145,sable,sable,sing,2,default,9.51862457441166e-05,plural,plural,son,s,El sable [MASK],"[CLS] , El , sab , ##le , [MASK] , [SEP]",non_morphemic,9.259675104082598,3.3983612107477166,-3.3983612107476846
147,147,sable,sables,plur,2,default,0.012826700694859,plural,plural,son,s,Los sables [MASK],"[CLS] , Los , sab , ##les , [MASK] , [SEP]",non_morphemic,4.35622628893066,-4.746873914081744,4.746873914081922
149,149,sable,sable##s,plur,3,artificial,0.0099413348361849,plural,plural,son,s,Los sable##s [MASK],"[CLS] , Los , sab , ##le , ##s , [MASK] , [SEP]",non_morphemic,4.611053977975037,-5.024545684033423,5.024545684033415
151,151,estamento,estamento,sing,2,default,0.000346950488165,plural,plural,son,s,El estamento [MASK],"[CLS] , El , estam , ##ento , [MASK] , [SEP]",non_morphemic,7.966328473601344,3.6648607133820192,-3.664860713382076
153,153,estamento,estamentos,plur,2,default,0.0091117303818464,plural,plural,son,s,Los estamentos [MASK],"[CLS] , Los , estam , ##entos , [MASK] , [SEP]",non_morphemic,4.698192642624631,-3.265210608955903,3.2652106089560777
155,155,estamento,estamento##s,plur,3,artificial,0.0443283654749393,plural,plural,son,s,Los estamento##s [MASK],"[CLS] , Los , estam , ##ento , ##s , [MASK] , [SEP]",non_morphemic,3.116130502663598,-4.357787123095375,4.3577871230954734
157,157,arista,arista,sing,2,default,0.0002162779710488,plural,plural,son,s,La arista [MASK],"[CLS] , La , ari , ##sta , [MASK] , [SEP]",non_morphemic,8.438946074626157,5.225224921328911,-5.225224921329091
159,159,arista,aristas,plur,2,default,0.055844809859991,plural,plural,son,s,Las aristas [MASK],"[CLS] , Las , ari , ##stas , [MASK] , [SEP]",non_morphemic,2.885178687776394,-3.9759321354618073,3.975932135461877
161,161,arista,arista##s,plur,3,artificial,0.0341212712228298,plural,plural,son,s,Las arista##s [MASK],"[CLS] , Las , ari , ##sta , ##s , [MASK] , [SEP]",non_morphemic,3.3778342996426804,-3.7837773401746704,3.78377734017474
163,163,tinte,tinte,sing,2,default,0.0008453894406557,plural,plural,son,s,El tinte [MASK],"[CLS] , El , tin , ##te , [MASK] , [SEP]",non_morphemic,7.07571316026243,3.1178426603430265,-3.1178426603430336
165,165,tinte,tintes,plur,2,default,0.0495531484484672,plural,plural,son,s,Los tintes [MASK],"[CLS] , Los , tin , ##tes , [MASK] , [SEP]",non_morphemic,3.004709479387897,-4.931593384158797,4.931593384159056
167,167,tinte,tinte##s,plur,3,artificial,0.0688064843416214,plural,plural,son,s,Los tinte##s [MASK],"[CLS] , Los , tin , ##te , ##s , [MASK] , [SEP]",non_morphemic,2.6764572893325376,-5.478194275584585,5.478194275584926
169,169,cortesano,cortesano,sing,2,default,0.0005403955001384,plural,plural,son,s,El cortesano [MASK],"[CLS] , El , cortes , ##ano , [MASK] , [SEP]",non_morphemic,7.523209278821852,4.267942918025799,-4.267942918025803
171,171,cortesano,cortesanos,plur,2,default,0.0345859266817569,plural,plural,son,s,Los cortesanos [MASK],"[CLS] , Los , cortes , ##anos , [MASK] , [SEP]",non_morphemic,3.3643084229627744,-5.315657622170497,5.315657622170791
173,173,cortesano,cortesano##s,plur,3,artificial,0.0356281884014606,plural,plural,son,s,Los cortesano##s [MASK],"[CLS] , Los , cortes , ##ano , ##s , [MASK] , [SEP]",non_morphemic,3.334618145409749,-5.337381323582026,5.33738132358216
175,175,bajada,bajada,sing,2,default,0.0001666958996793,plural,plural,son,s,La bajada [MASK],"[CLS] , La , baja , ##da , [MASK] , [SEP]",non_morphemic,8.699339365514684,3.7493934121428474,-3.7493934121429886
177,177,bajada,bajadas,plur,2,default,0.0150592755526304,plural,plural,son,s,Las bajadas [MASK],"[CLS] , Las , baja , ##das , [MASK] , [SEP]",non_morphemic,4.195761161842433,-4.712111524891733,4.712111524892258
179,179,bajada,bajada##s,plur,3,artificial,0.0183717235922813,plural,plural,son,s,Las bajada##s [MASK],"[CLS] , Las , baja , ##da , ##s , [MASK] , [SEP]",non_morphemic,3.996942557685037,-4.3023023859733165,4.302302385973607
181,181,estridencia,estridencia,sing,2,default,0.0012019835412502,plural,plural,son,s,La estridencia [MASK],"[CLS] , La , estri , ##dencia , [MASK] , [SEP]",non_morphemic,6.7237821357663385,3.0669865729020604,-3.0669865729020827
183,183,estridencia,estridencias,plur,2,default,0.0629572868347168,plural,plural,son,s,Las estridencias [MASK],"[CLS] , Las , estri , ##dencias , [MASK] , [SEP]",non_morphemic,2.7652987692780835,-4.332320652699425,4.332320652699473
185,185,estridencia,estridencia##s,plur,3,artificial,0.0629124492406845,plural,plural,son,s,Las estridencia##s [MASK],"[CLS] , Las , estri , ##dencia , ##s , [MASK] , [SEP]",non_morphemic,2.7660112137039934,-4.411426980541126,4.411426980541186
187,187,formalidad,formalidad,sing,2,default,0.0012028736528009,plural,plural,son,es,La formalidad [MASK],"[CLS] , La , formal , ##idad , [MASK] , [SEP]",non_morphemic,6.723041874270947,3.6019964216171902,-3.601996421617203
189,189,formalidad,formalidades,plur,2,default,0.0076198023743927,plural,plural,son,es,Las formalidades [MASK],"[CLS] , Las , formal , ##idades , [MASK] , [SEP]",non_morphemic,4.877004844738965,-3.294128511896367,3.2941285118965085
191,191,formalidad,formalidad##es,plur,3,artificial,0.0577569641172885,plural,plural,son,es,Las formalidad##es [MASK],"[CLS] , Las , formal , ##idad , ##es , [MASK] , [SEP]",non_morphemic,2.8515113460751573,-4.402976080338884,4.402976080338889
193,193,cuartilla,cuartilla,sing,2,default,0.0002895870711654,plural,plural,son,s,La cuartilla [MASK],"[CLS] , La , cuar , ##tilla , [MASK] , [SEP]",non_morphemic,8.147054542215013,3.864907632990411,-3.8649076329905556
195,195,cuartilla,cuartillas,plur,2,default,0.0836772322654724,plural,plural,son,s,Las cuartillas [MASK],"[CLS] , Las , cuar , ##tillas , [MASK] , [SEP]",non_morphemic,2.4807883544339315,-5.444361658169239,5.444361658169346
197,197,cuartilla,cuartilla##s,plur,3,artificial,0.0633191838860511,plural,plural,son,s,Las cuartilla##s [MASK],"[CLS] , Las , cuar , ##tilla , ##s , [MASK] , [SEP]",non_morphemic,2.7595669327755195,-5.241882367508386,5.241882367508458
199,199,vigilia,vigilia,sing,2,default,0.0002640169986989,plural,plural,son,s,La vigilia [MASK],"[CLS] , La , vigil , ##ia , [MASK] , [SEP]",non_morphemic,8.239497067879725,3.679418616521164,-3.6794186165212883
201,201,vigilia,vigilias,plur,2,default,0.0326192826032638,plural,plural,son,s,Las vigilias [MASK],"[CLS] , Las , vigil , ##ias , [MASK] , [SEP]",non_morphemic,3.4228516745736024,-3.739948829281533,3.739948829281568
203,203,vigilia,vigilia##s,plur,3,artificial,0.057275716215372,plural,plural,son,s,Las vigilia##s [MASK],"[CLS] , Las , vigil , ##ia , ##s , [MASK] , [SEP]",non_morphemic,2.8598785458692206,-4.21224884841587,4.212248848415969
205,205,vanidad,vanidad,sing,2,default,0.0007589047309011,plural,plural,son,es,La vanidad [MASK],"[CLS] , La , van , ##idad , [MASK] , [SEP]",non_morphemic,7.183634307681201,3.830037167668737,-3.8300371676687663
207,207,vanidad,vanidades,plur,2,default,0.0659623891115188,plural,plural,son,es,Las vanidades [MASK],"[CLS] , Las , van , ##idades , [MASK] , [SEP]",non_morphemic,2.718670561335427,-5.0547142133474345,5.054714213347479
209,209,vanidad,vanidad##es,plur,3,artificial,0.0834150984883308,plural,plural,son,es,Las vanidad##es [MASK],"[CLS] , Las , van , ##idad , ##es , [MASK] , [SEP]",non_morphemic,2.483925948972316,-5.402796654712014,5.402796654712244
211,211,cuita,cuita,sing,2,default,0.000357777957106,plural,plural,son,s,La cuita [MASK],"[CLS] , La , cui , ##ta , [MASK] , [SEP]",non_morphemic,7.935597995534189,4.462017052978549,-4.462017052978573
213,213,cuita,cuitas,plur,2,default,0.0554852411150932,plural,plural,son,s,Las cuitas [MASK],"[CLS] , Las , cui , ##tas , [MASK] , [SEP]",non_morphemic,2.891638219448474,-3.68433139535333,3.684331395353347
215,215,cuita,cuita##s,plur,3,artificial,0.0306399837136268,plural,plural,son,s,Las cuita##s [MASK],"[CLS] , Las , cui , ##ta , ##s , [MASK] , [SEP]",non_morphemic,3.485449465649481,-3.007208312265185,3.0072083122652473
217,217,silva,silva,sing,2,default,0.0003075689892284,plural,plural,son,s,La silva [MASK],"[CLS] , La , sil , ##va , [MASK] , [SEP]",non_morphemic,8.086811140667074,4.135451901611838,-4.13545190161202
219,219,silva,silvas,plur,2,default,0.0241221543401479,plural,plural,son,s,Las silvas [MASK],"[CLS] , Las , sil , ##vas , [MASK] , [SEP]",non_morphemic,3.724624593526823,-4.939938499527816,4.939938499528309
221,221,silva,silva##s,plur,3,artificial,0.034455370157957,plural,plural,son,s,Las silva##s [MASK],"[CLS] , Las , sil , ##va , ##s , [MASK] , [SEP]",non_morphemic,3.3680904110016194,-4.6382378779591384,4.638237877959343
223,223,tentativa,tentativa,sing,2,default,0.0001623790012672,plural,plural,son,s,La tentativa [MASK],"[CLS] , La , tenta , ##tiva , [MASK] , [SEP]",non_morphemic,8.725577441138528,4.171246520790988,-4.17124652079132
225,225,tentativa,tentativas,plur,2,default,0.045134250074625,plural,plural,son,s,Las tentativas [MASK],"[CLS] , Las , tenta , ##tivas , [MASK] , [SEP]",non_morphemic,3.098113895532897,-4.113548313820443,4.11354831382057
227,227,tentativa,tentativa##s,plur,3,artificial,0.0802804082632064,plural,plural,son,s,Las tentativa##s [MASK],"[CLS] , Las , tenta , ##tiva , ##s , [MASK] , [SEP]",non_morphemic,2.522229669576068,-4.397800921948061,4.397800921948151
229,229,cobrizo,cobrizo,sing,2,default,0.0005983898881822,plural,plural,son,s,El cobrizo [MASK],"[CLS] , El , cobr , ##izo , [MASK] , [SEP]",non_morphemic,7.421268029537886,4.37638427397092,-4.376384273971057
231,231,cobrizo,cobrizos,plur,2,default,0.1387751698493957,plural,plural,son,s,Los cobrizos [MASK],"[CLS] , Los , cobr , ##izos , [MASK] , [SEP]",non_morphemic,1.9749001384873976,-5.391130955748442,5.391130955748517
233,233,cobrizo,cobrizo##s,plur,3,artificial,0.0969180762767791,plural,plural,son,s,Los cobrizo##s [MASK],"[CLS] , Los , cobr , ##izo , ##s , [MASK] , [SEP]",non_morphemic,2.3338892317989037,-5.700292512442741,5.700292512442988
235,235,peculiaridad,peculiaridad,sing,2,default,0.0012326115975156,plural,plural,son,es,La peculiaridad [MASK],"[CLS] , La , peculiar , ##idad , [MASK] , [SEP]",non_morphemic,6.698620110494802,3.5434966837178616,-3.5434966837178954
237,237,peculiaridad,peculiaridades,plur,2,default,0.0166074093431234,plural,plural,son,es,Las peculiaridades [MASK],"[CLS] , Las , peculiar , ##idades , [MASK] , [SEP]",non_morphemic,4.09790633723108,-2.7939433434893246,2.793943343489379
239,239,peculiaridad,peculiaridad##es,plur,3,artificial,0.0178451836109161,plural,plural,son,es,Las peculiaridad##es [MASK],"[CLS] , Las , peculiar , ##idad , ##es , [MASK] , [SEP]",non_morphemic,4.026021632884982,-3.0689601943287483,3.068960194328794
