,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
111,111,televisor,televisores,plur,2,default,0.0207033529877662,plural,plural,son,es,Los televisores [MASK],"[CLS] , Los , televisor , ##es , [MASK] , [SEP]",morphemic,3.877459611742845,-6.093646107182213,6.0936461071822094
113,113,televisor,televisor##es,plur,2,artificial,0.0207033529877662,plural,plural,son,es,Los televisor##es [MASK],"[CLS] , Los , televisor , ##es , [MASK] , [SEP]",morphemic,3.877459611742845,-6.093646107182213,6.0936461071822094
115,115,suscrito,suscrito,sing,1,default,0.0013021274935454,plural,plural,son,s,El suscrito [MASK],"[CLS] , El , suscrito , [MASK] , [SEP]",morphemic,6.643755818679897,1.9609442264594552,-1.960944226459458
117,117,suscrito,suscritos,plur,2,default,0.0082953870296478,plural,plural,son,s,Los suscritos [MASK],"[CLS] , Los , suscrito , ##s , [MASK] , [SEP]",morphemic,4.792055698242796,-4.100954139782038,4.100954139782142
119,119,suscrito,suscrito##s,plur,2,artificial,0.0082953870296478,plural,plural,son,s,Los suscrito##s [MASK],"[CLS] , Los , suscrito , ##s , [MASK] , [SEP]",morphemic,4.792055698242796,-4.100954139782038,4.100954139782142
121,121,cordillera,cordillera,sing,1,default,0.0013186702271923,plural,plural,son,s,La cordillera [MASK],"[CLS] , La , cordillera , [MASK] , [SEP]",morphemic,6.631131453798122,3.3442172044113514,-3.3442172044113825
123,123,cordillera,cordilleras,plur,2,default,0.0381048023700714,plural,plural,son,s,Las cordilleras [MASK],"[CLS] , Las , cordillera , ##s , [MASK] , [SEP]",morphemic,3.267414958334102,-6.345980563851308,6.345980563851308
125,125,cordillera,cordillera##s,plur,2,artificial,0.0381048023700714,plural,plural,son,s,Las cordillera##s [MASK],"[CLS] , Las , cordillera , ##s , [MASK] , [SEP]",morphemic,3.267414958334102,-6.345980563851308,6.345980563851308
127,127,naranja,naranja,sing,1,default,0.0002628605870995,plural,plural,son,s,La naranja [MASK],"[CLS] , La , naranja , [MASK] , [SEP]",morphemic,8.243886753406223,4.206539674435706,-4.20653967443596
129,129,naranja,naranjas,plur,2,default,0.0450282879173755,plural,plural,son,s,Las naranjas [MASK],"[CLS] , Las , naranja , ##s , [MASK] , [SEP]",morphemic,3.100464366324725,-5.5770073063973,5.577007306397571
131,131,naranja,naranja##s,plur,2,artificial,0.0450282879173755,plural,plural,son,s,Las naranja##s [MASK],"[CLS] , Las , naranja , ##s , [MASK] , [SEP]",morphemic,3.100464366324725,-5.5770073063973,5.577007306397571
133,133,consumo,consumo,sing,1,default,4.856738087255508e-05,plural,plural,son,s,El consumo [MASK],"[CLS] , El , consumo , [MASK] , [SEP]",morphemic,9.93255842785874,4.717966042078226,-4.717966042078207
135,135,consumo,consumos,plur,2,default,0.0743203312158584,plural,plural,son,s,Los consumos [MASK],"[CLS] , Los , consumo , ##s , [MASK] , [SEP]",morphemic,2.599370727868368,-4.294763502161571,4.294763502161621
137,137,consumo,consumo##s,plur,2,artificial,0.0743203312158584,plural,plural,son,s,Los consumo##s [MASK],"[CLS] , Los , consumo , ##s , [MASK] , [SEP]",morphemic,2.599370727868368,-4.294763502161571,4.294763502161621
139,139,décima,décima,sing,1,default,0.000509568140842,plural,plural,son,s,La décima [MASK],"[CLS] , La , décima , [MASK] , [SEP]",morphemic,7.581946973631568,3.9172159012135475,-3.9172159012135843
141,141,décima,décimas,plur,2,default,0.0701995939016342,plural,plural,son,s,Las décimas [MASK],"[CLS] , Las , décima , ##s , [MASK] , [SEP]",morphemic,2.6564127528441097,-4.4804977796837875,4.480497779683904
143,143,décima,décima##s,plur,2,artificial,0.0701995939016342,plural,plural,son,s,Las décima##s [MASK],"[CLS] , Las , décima , ##s , [MASK] , [SEP]",morphemic,2.6564127528441097,-4.4804977796837875,4.480497779683904
145,145,funeral,funeral,sing,1,default,0.000207569784834,plural,plural,son,es,El funeral [MASK],"[CLS] , El , funeral , [MASK] , [SEP]",morphemic,8.480042962380626,3.7907186021696058,-3.790718602169838
147,147,funeral,funerales,plur,2,default,0.0095978258177638,plural,plural,son,es,Los funerales [MASK],"[CLS] , Los , funeral , ##es , [MASK] , [SEP]",morphemic,4.646218683474477,-4.035550114043169,4.035550114043207
149,149,funeral,funeral##es,plur,2,artificial,0.0095978258177638,plural,plural,son,es,Los funeral##es [MASK],"[CLS] , Los , funeral , ##es , [MASK] , [SEP]",morphemic,4.646218683474477,-4.035550114043169,4.035550114043207
151,151,peruano,peruano,sing,1,default,0.0002798197674565,plural,plural,son,s,El peruano [MASK],"[CLS] , El , peruano , [MASK] , [SEP]",morphemic,8.181364849706219,4.584557594181913,-4.5845575941819146
153,153,peruano,peruanos,plur,2,default,0.0267906095832586,plural,plural,son,s,Los peruanos [MASK],"[CLS] , Los , peruano , ##s , [MASK] , [SEP]",morphemic,3.619703841550164,-5.666358971765028,5.666358971765027
155,155,peruano,peruano##s,plur,2,artificial,0.0267906095832586,plural,plural,son,s,Los peruano##s [MASK],"[CLS] , Los , peruano , ##s , [MASK] , [SEP]",morphemic,3.619703841550164,-5.666358971765028,5.666358971765027
157,157,venezolano,venezolano,sing,1,default,0.0003353108186274,plural,plural,son,s,El venezolano [MASK],"[CLS] , El , venezolano , [MASK] , [SEP]",morphemic,8.000452639496725,4.14795105983197,-4.147951059832198
159,159,venezolano,venezolanos,plur,2,default,0.0106271775439381,plural,plural,son,s,Los venezolanos [MASK],"[CLS] , Los , venezolano , ##s , [MASK] , [SEP]",morphemic,4.544340639858251,-5.489302595752847,5.489302595752842
161,161,venezolano,venezolano##s,plur,2,artificial,0.0106271775439381,plural,plural,son,s,Los venezolano##s [MASK],"[CLS] , Los , venezolano , ##s , [MASK] , [SEP]",morphemic,4.544340639858251,-5.489302595752847,5.489302595752842
163,163,cuartel,cuartel,sing,1,default,0.0002124942548107,plural,plural,son,es,El cuartel [MASK],"[CLS] , El , cuartel , [MASK] , [SEP]",morphemic,8.45659560615006,4.686829964890499,-4.686829964890666
165,165,cuartel,cuarteles,plur,2,default,0.0720131322741508,plural,plural,son,es,Los cuarteles [MASK],"[CLS] , Los , cuartel , ##es , [MASK] , [SEP]",morphemic,2.630906783901068,-5.474406239460956,5.474406239461202
167,167,cuartel,cuartel##es,plur,2,artificial,0.0720131322741508,plural,plural,son,es,Los cuartel##es [MASK],"[CLS] , Los , cuartel , ##es , [MASK] , [SEP]",morphemic,2.630906783901068,-5.474406239460956,5.474406239461202
169,169,derecha,derecha,sing,1,default,0.0009207536350004,plural,plural,son,s,La derecha [MASK],"[CLS] , La , derecha , [MASK] , [SEP]",morphemic,6.990318054777831,3.3525962070482844,-3.352596207048324
171,171,derecha,derechas,plur,2,default,0.0508935339748859,plural,plural,son,s,Las derechas [MASK],"[CLS] , Las , derecha , ##s , [MASK] , [SEP]",morphemic,2.978019397387369,-4.606315191428999,4.606315191429057
173,173,derecha,derecha##s,plur,2,artificial,0.0508935339748859,plural,plural,son,s,Las derecha##s [MASK],"[CLS] , Las , derecha , ##s , [MASK] , [SEP]",morphemic,2.978019397387369,-4.606315191428999,4.606315191429057
175,175,invento,invento,sing,1,default,0.000397501658881,plural,plural,son,s,El invento [MASK],"[CLS] , El , invento , [MASK] , [SEP]",morphemic,7.830311450592852,3.621862353354456,-3.6218623533546626
177,177,invento,inventos,plur,2,default,0.020346401259303,plural,plural,son,s,Los inventos [MASK],"[CLS] , Los , invento , ##s , [MASK] , [SEP]",morphemic,3.894851225026664,-5.349452006892405,5.349452006892402
179,179,invento,invento##s,plur,2,artificial,0.020346401259303,plural,plural,son,s,Los invento##s [MASK],"[CLS] , Los , invento , ##s , [MASK] , [SEP]",morphemic,3.894851225026664,-5.349452006892405,5.349452006892402
181,181,absurdo,absurdo,sing,1,default,0.0007594026392325,plural,plural,son,s,El absurdo [MASK],"[CLS] , El , absurdo , [MASK] , [SEP]",morphemic,7.1829784347544186,4.1981286688930215,-4.19812866889312
183,183,absurdo,absurdos,plur,2,default,0.0650287568569183,plural,plural,son,s,Los absurdos [MASK],"[CLS] , Los , absurdo , ##s , [MASK] , [SEP]",morphemic,2.7329256937389985,-4.007604202906348,4.0076042029063865
185,185,absurdo,absurdo##s,plur,2,artificial,0.0650287568569183,plural,plural,son,s,Los absurdo##s [MASK],"[CLS] , Los , absurdo , ##s , [MASK] , [SEP]",morphemic,2.7329256937389985,-4.007604202906348,4.0076042029063865
187,187,tristeza,tristeza,sing,1,default,0.0005952430656179,plural,plural,son,s,La tristeza [MASK],"[CLS] , La , tristeza , [MASK] , [SEP]",morphemic,7.426540722193963,4.146450004640265,-4.1464500046403945
189,189,tristeza,tristezas,plur,2,default,0.0615773946046829,plural,plural,son,s,Las tristezas [MASK],"[CLS] , Las , tristeza , ##s , [MASK] , [SEP]",morphemic,2.7874604464960884,-3.952554291557245,3.952554291557283
191,191,tristeza,tristeza##s,plur,2,artificial,0.0615773946046829,plural,plural,son,s,Las tristeza##s [MASK],"[CLS] , Las , tristeza , ##s , [MASK] , [SEP]",morphemic,2.7874604464960884,-3.952554291557245,3.952554291557283
193,193,monarca,monarca,sing,1,default,0.0010505417594686,plural,plural,son,s,El monarca [MASK],"[CLS] , El , monarca , [MASK] , [SEP]",morphemic,6.858449286476339,2.934817441707857,-2.9348174417078674
195,195,monarca,monarcas,plur,2,default,0.0190628003329038,plural,plural,son,s,Los monarcas [MASK],"[CLS] , Los , monarca , ##s , [MASK] , [SEP]",morphemic,3.960016469569891,-6.160730295154235,6.160730295154233
197,197,monarca,monarca##s,plur,2,artificial,0.0190628003329038,plural,plural,son,s,Los monarca##s [MASK],"[CLS] , Los , monarca , ##s , [MASK] , [SEP]",morphemic,3.960016469569891,-6.160730295154235,6.160730295154233
199,199,subida,subida,sing,1,default,0.0003165735688526,plural,plural,son,s,La subida [MASK],"[CLS] , La , subida , [MASK] , [SEP]",morphemic,8.057954898359235,4.7140831535283265,-4.7140831535283825
201,201,subida,subidas,plur,2,default,0.0133185302838683,plural,plural,son,s,Las subidas [MASK],"[CLS] , Las , subida , ##s , [MASK] , [SEP]",morphemic,4.3185989590066205,-4.20427798682855,4.204277986828858
203,203,subida,subida##s,plur,2,artificial,0.0133185302838683,plural,plural,son,s,Las subida##s [MASK],"[CLS] , Las , subida , ##s , [MASK] , [SEP]",morphemic,4.3185989590066205,-4.20427798682855,4.204277986828858
205,205,queso,queso,sing,1,default,0.0006217880290932,plural,plural,son,s,El queso [MASK],"[CLS] , El , queso , [MASK] , [SEP]",morphemic,7.382911312546018,3.4936509303559964,-3.493650930356145
207,207,queso,quesos,plur,2,default,0.0663791373372078,plural,plural,son,s,Los quesos [MASK],"[CLS] , Los , queso , ##s , [MASK] , [SEP]",morphemic,2.712372468598681,-6.8415593014082186,6.8415593014082186
209,209,queso,queso##s,plur,2,artificial,0.0663791373372078,plural,plural,son,s,Los queso##s [MASK],"[CLS] , Los , queso , ##s , [MASK] , [SEP]",morphemic,2.712372468598681,-6.8415593014082186,6.8415593014082186
211,211,pesa,pesa,sing,1,default,0.0019052110146731,plural,plural,son,s,La pesa [MASK],"[CLS] , La , pesa , [MASK] , [SEP]",morphemic,6.263162507680612,3.966928508120901,-3.9669285081209082
213,213,pesa,pesas,plur,2,default,0.0368677340447902,plural,plural,son,s,Las pesas [MASK],"[CLS] , Las , pesa , ##s , [MASK] , [SEP]",morphemic,3.300418526590792,-5.222622855418028,5.222622855418244
215,215,pesa,pesa##s,plur,2,artificial,0.0368677340447902,plural,plural,son,s,Las pesa##s [MASK],"[CLS] , Las , pesa , ##s , [MASK] , [SEP]",morphemic,3.300418526590792,-5.222622855418028,5.222622855418244
217,217,soledad,soledad,sing,1,default,0.0003570551634766,plural,plural,son,es,La soledad [MASK],"[CLS] , La , soledad , [MASK] , [SEP]",morphemic,7.937620268579208,4.050159418832781,-4.050159418832824
219,219,soledad,soledades,plur,2,default,0.0241343881934881,plural,plural,son,es,Las soledades [MASK],"[CLS] , Las , soledad , ##es , [MASK] , [SEP]",morphemic,3.724117559538894,-3.4293913130822977,3.4293913130823546
221,221,soledad,soledad##es,plur,2,artificial,0.0241343881934881,plural,plural,son,es,Las soledad##es [MASK],"[CLS] , Las , soledad , ##es , [MASK] , [SEP]",morphemic,3.724117559538894,-3.4293913130822977,3.4293913130823546
223,223,miente,miente,sing,1,default,2.5868714146781716e-05,plural,plural,son,s,La miente [MASK],"[CLS] , La , miente , [MASK] , [SEP]",morphemic,10.562476267416727,3.723732836370268,-3.7237328363702353
225,225,miente,mientes,plur,2,default,0.0142043875530362,plural,plural,son,s,Las mientes [MASK],"[CLS] , Las , miente , ##s , [MASK] , [SEP]",morphemic,4.254204379492034,-3.449163355201721,3.4491633552017835
227,227,miente,miente##s,plur,2,artificial,0.0142043875530362,plural,plural,son,s,Las miente##s [MASK],"[CLS] , Las , miente , ##s , [MASK] , [SEP]",morphemic,4.254204379492034,-3.449163355201721,3.4491633552017835
229,229,miseria,miseria,sing,1,default,0.0006383383879438,plural,plural,son,s,La miseria [MASK],"[CLS] , La , miseria , [MASK] , [SEP]",morphemic,7.3566420265991646,3.676615256412051,-3.6766152564120547
231,231,miseria,miserias,plur,2,default,0.034746516495943,plural,plural,son,s,Las miserias [MASK],"[CLS] , Las , miseria , ##s , [MASK] , [SEP]",morphemic,3.3596759567172367,-4.1849408904297505,4.184940890429831
233,233,miseria,miseria##s,plur,2,artificial,0.034746516495943,plural,plural,son,s,Las miseria##s [MASK],"[CLS] , Las , miseria , ##s , [MASK] , [SEP]",morphemic,3.3596759567172367,-4.1849408904297505,4.184940890429831
235,235,interferencia,interferencia,sing,1,default,0.0014028884470462,plural,plural,son,s,La interferencia [MASK],"[CLS] , La , interferencia , [MASK] , [SEP]",morphemic,6.569221991324935,3.4724516541384642,-3.47245165413852
237,237,interferencia,interferencias,plur,2,default,0.0518138706684112,plural,plural,son,s,Las interferencias [MASK],"[CLS] , Las , interferencia , ##s , [MASK] , [SEP]",morphemic,2.9600973920401774,-4.424610100607465,4.424610100607599
239,239,interferencia,interferencia##s,plur,2,artificial,0.0518138706684112,plural,plural,son,s,Las interferencia##s [MASK],"[CLS] , Las , interferencia , ##s , [MASK] , [SEP]",morphemic,2.9600973920401774,-4.424610100607465,4.424610100607599
241,241,coherencia,coherencia,sing,1,default,0.0013228154275566,plural,plural,son,s,La coherencia [MASK],"[CLS] , La , coherencia , [MASK] , [SEP]",morphemic,6.627992914121022,3.1361218517186575,-3.1361218517186806
243,243,coherencia,coherencias,plur,2,default,0.0255583841353654,plural,plural,son,s,Las coherencias [MASK],"[CLS] , Las , coherencia , ##s , [MASK] , [SEP]",morphemic,3.666789869962354,-4.291187203047308,4.291187203047398
245,245,coherencia,coherencia##s,plur,2,artificial,0.0255583841353654,plural,plural,son,s,Las coherencia##s [MASK],"[CLS] , Las , coherencia , ##s , [MASK] , [SEP]",morphemic,3.666789869962354,-4.291187203047308,4.291187203047398
247,247,postura,postura,sing,1,default,0.0009537018486298,plural,plural,son,s,La postura [MASK],"[CLS] , La , postura , [MASK] , [SEP]",morphemic,6.955159463004582,4.534044335881087,-4.534044335881152
249,249,postura,posturas,plur,2,default,0.0331673808395862,plural,plural,son,s,Las posturas [MASK],"[CLS] , Las , postura , ##s , [MASK] , [SEP]",morphemic,3.4061883908656814,-3.289102471428241,3.289102471428264
