,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
65,65,comarca,comarca##s,plur,2,artificial,0.0068295798264443,plural,plural,son,s,Las comarca##s [MASK],"[CLS] , Las , comarca , ##s , [MASK] , [SEP]",single-token,4.986492126113997,-3.879504213240774,3.879504213241385
67,67,provincia,provincia,sing,1,default,0.007657750044018,plural,plural,son,s,La provincia [MASK],"[CLS] , La , provincia , [MASK] , [SEP]",single-token,4.872037066311119,3.4160156011406917,-3.4160156011406957
69,69,provincia,provincias,plur,1,default,0.3355388343334198,plural,plural,son,s,Las provincias [MASK],"[CLS] , Las , provincias , [MASK] , [SEP]",single-token,1.0920175786477653,-6.180423705971983,6.180423705971988
71,71,provincia,provincia##s,plur,2,artificial,0.0866495668888092,plural,plural,son,s,Las provincia##s [MASK],"[CLS] , Las , provincia , ##s , [MASK] , [SEP]",single-token,2.445883261231061,-5.566596514970622,5.566596514970796
73,73,extranjero,extranjero,sing,1,default,0.0012318480294197,plural,plural,son,s,El extranjero [MASK],"[CLS] , El , extranjero , [MASK] , [SEP]",single-token,6.69923977422307,3.4613356460186453,-3.4613356460187097
75,75,extranjero,extranjeros,plur,1,default,0.1411487460136413,plural,plural,son,s,Los extranjeros [MASK],"[CLS] , Los , extranjeros , [MASK] , [SEP]",single-token,1.957941008391239,-6.4548659375877735,6.454865937588011
77,77,extranjero,extranjero##s,plur,2,artificial,0.1066842228174209,plural,plural,son,s,Los extranjero##s [MASK],"[CLS] , Los , extranjero , ##s , [MASK] , [SEP]",single-token,2.237881996486422,-5.717241759401739,5.717241759401999
79,79,persona,persona,sing,1,default,0.0004845562798436,plural,plural,son,s,La persona [MASK],"[CLS] , La , persona , [MASK] , [SEP]",single-token,7.632276972711526,4.251285070724087,-4.2512850707242364
81,81,persona,personas,plur,1,default,0.0259172599762678,plural,plural,son,s,Las personas [MASK],"[CLS] , Las , personas , [MASK] , [SEP]",single-token,3.65284612387798,-2.8145632356068706,2.8145632356068795
83,83,persona,persona##s,plur,2,artificial,0.0183991678059101,plural,plural,son,s,Las persona##s [MASK],"[CLS] , Las , persona , ##s , [MASK] , [SEP]",single-token,3.9954498433296792,-2.068224845827572,2.0682248458276
85,85,accidente,accidente,sing,1,default,0.0002321171778021,plural,plural,son,s,El accidente [MASK],"[CLS] , El , accidente , [MASK] , [SEP]",single-token,8.36826823707293,3.2094578429098677,-3.2094578429100276
87,87,accidente,accidentes,plur,1,default,0.0333873853087425,plural,plural,son,s,Los accidentes [MASK],"[CLS] , Los , accidentes , [MASK] , [SEP]",single-token,3.3995771357075544,-4.317781940991405,4.317781940991529
89,89,accidente,accidente##s,plur,2,artificial,0.0246457681059837,plural,plural,son,s,Los accidente##s [MASK],"[CLS] , Los , accidente , ##s , [MASK] , [SEP]",single-token,3.703150072502448,-4.275306210542507,4.2753062105427
91,91,riesgo,riesgo,sing,1,default,0.0009824964217841,plural,plural,son,s,El riesgo [MASK],"[CLS] , El , riesgo , [MASK] , [SEP]",single-token,6.925413856177451,2.845542467401274,-2.845542467401337
93,93,riesgo,riesgos,plur,1,default,0.0771441608667373,plural,plural,son,s,Los riesgos [MASK],"[CLS] , Los , riesgos , [MASK] , [SEP]",single-token,2.5620793884975623,-4.811334132607856,4.811334132607975
95,95,riesgo,riesgo##s,plur,2,artificial,0.0447552762925624,plural,plural,son,s,Los riesgo##s [MASK],"[CLS] , Los , riesgo , ##s , [MASK] , [SEP]",single-token,3.106545935232586,-4.215578988191785,4.215578988191934
97,97,empresa,empresa,sing,1,default,0.0008036858635023,plural,plural,son,s,La empresa [MASK],"[CLS] , La , empresa , [MASK] , [SEP]",single-token,7.126302082172008,3.4373274945199586,-3.4373274945199856
99,99,empresa,empresas,plur,1,default,0.0317537561058998,plural,plural,son,s,Las empresas [MASK],"[CLS] , Las , empresas , [MASK] , [SEP]",single-token,3.449744258092605,-5.152745296205359,5.152745296205764
101,101,empresa,empresa##s,plur,2,artificial,0.0858102142810821,plural,plural,son,s,Las empresa##s [MASK],"[CLS] , Las , empresa , ##s , [MASK] , [SEP]",single-token,2.4556172320087595,-4.01590060829178,4.01590060829184
103,103,cambio,cambio,sing,1,default,0.0005656577413901,plural,plural,son,s,El cambio [MASK],"[CLS] , El , cambio , [MASK] , [SEP]",single-token,7.4775213598546895,3.6406679538130353,-3.6406679538131557
105,105,cambio,cambios,plur,1,default,0.0945553928613662,plural,plural,son,s,Los cambios [MASK],"[CLS] , Los , cambios , [MASK] , [SEP]",single-token,2.358569448366561,-5.07453931531445,5.07453931531456
107,107,cambio,cambio##s,plur,2,artificial,0.0316316895186901,plural,plural,son,s,Los cambio##s [MASK],"[CLS] , Los , cambio , ##s , [MASK] , [SEP]",single-token,3.4535958280202914,-3.857022844209358,3.8570228442093613
109,109,premio,premio,sing,1,default,0.0011787094408646,plural,plural,son,s,El premio [MASK],"[CLS] , El , premio , [MASK] , [SEP]",single-token,6.743335133207007,4.778987786505714,-4.778987786505733
111,111,premio,premios,plur,1,default,0.0287404879927635,plural,plural,son,s,Los premios [MASK],"[CLS] , Los , premios , [MASK] , [SEP]",single-token,3.549448418908133,-6.048636436089527,6.048636436089526
113,113,premio,premio##s,plur,2,artificial,0.0434366948902606,plural,plural,son,s,Los premio##s [MASK],"[CLS] , Los , premio , ##s , [MASK] , [SEP]",single-token,3.1364506907293728,-6.047699962372091,6.047699962372192
115,115,proyecto,proyecto,sing,1,default,0.000359627068974,plural,plural,son,s,El proyecto [MASK],"[CLS] , El , proyecto , [MASK] , [SEP]",single-token,7.930442982966039,5.47843692605948,-5.478436926059695
117,117,proyecto,proyectos,plur,1,default,0.043753232806921,plural,plural,son,s,Los proyectos [MASK],"[CLS] , Los , proyectos , [MASK] , [SEP]",single-token,3.129189776178824,-4.724493558294602,4.724493558294827
119,119,proyecto,proyecto##s,plur,2,artificial,0.0201013218611478,plural,plural,son,s,Los proyecto##s [MASK],"[CLS] , Los , proyecto , ##s , [MASK] , [SEP]",single-token,3.9069697018432663,-4.099936995657803,4.09993699565796
121,121,abogado,abogado,sing,1,default,0.0004040561325382,plural,plural,son,s,El abogado [MASK],"[CLS] , El , abogado , [MASK] , [SEP]",single-token,7.813956747728312,3.6676464533105086,-3.6676464533106135
123,123,abogado,abogados,plur,1,default,0.0466503910720348,plural,plural,son,s,Los abogados [MASK],"[CLS] , Los , abogados , [MASK] , [SEP]",single-token,3.0650739686149224,-5.145079186774091,5.145079186774408
125,125,abogado,abogado##s,plur,2,artificial,0.0873318240046501,plural,plural,son,s,Los abogado##s [MASK],"[CLS] , Los , abogado , ##s , [MASK] , [SEP]",single-token,2.4380403464279947,-5.1911673248225965,5.191167324822697
127,127,gobierno,gobierno,sing,1,default,0.0014161050785332,plural,plural,son,s,El gobierno [MASK],"[CLS] , El , gobierno , [MASK] , [SEP]",single-token,6.55984507846015,3.2760003340474215,-3.276000334047484
129,129,gobierno,gobiernos,plur,1,default,0.0271967574954032,plural,plural,son,s,Los gobiernos [MASK],"[CLS] , Los , gobiernos , [MASK] , [SEP]",single-token,3.60465752251405,-4.465045950159583,4.4650459501596185
131,131,gobierno,gobierno##s,plur,2,artificial,0.0226755104959011,plural,plural,son,s,Los gobierno##s [MASK],"[CLS] , Los , gobierno , ##s , [MASK] , [SEP]",single-token,3.786469769633433,-3.8161120622166305,3.816112062216668
133,133,estado,estado,sing,1,default,0.0053432118147611,plural,plural,son,s,El estado [MASK],"[CLS] , El , estado , [MASK] , [SEP]",single-token,5.231928343378252,2.445241000464537,-2.4452410004645477
135,135,estado,estados,plur,1,default,0.131850317120552,plural,plural,son,s,Los estados [MASK],"[CLS] , Los , estados , [MASK] , [SEP]",single-token,2.026087961024171,-4.879065167674274,4.879065167674334
137,137,estado,estado##s,plur,2,artificial,0.1380636096000671,plural,plural,son,s,Los estado##s [MASK],"[CLS] , Los , estado , ##s , [MASK] , [SEP]",single-token,1.980040760893819,-4.648895138941071,4.648895138941121
139,139,propuesta,propuesta,sing,1,default,0.0002910809707827,plural,plural,son,s,La propuesta [MASK],"[CLS] , La , propuesta , [MASK] , [SEP]",single-token,8.141909079384495,5.47557026723217,-5.475570267232467
141,141,propuesta,propuestas,plur,1,default,0.0747882425785064,plural,plural,son,s,Las propuestas [MASK],"[CLS] , Las , propuestas , [MASK] , [SEP]",single-token,2.593094591135853,-5.102943387163725,5.102943387163882
143,143,propuesta,propuesta##s,plur,2,artificial,0.0231606047600507,plural,plural,son,s,Las propuesta##s [MASK],"[CLS] , Las , propuesta , ##s , [MASK] , [SEP]",single-token,3.765302514353548,-3.569748410442743,3.569748410442812
145,145,compañía,compañía,sing,1,default,0.0011906542349606,plural,plural,son,s,La compañía [MASK],"[CLS] , La , compañía , [MASK] , [SEP]",single-token,6.73325234565298,4.01564646719916,-4.015646467199222
147,147,compañía,compañías,plur,1,default,0.1310465335845947,plural,plural,son,s,Las compañías [MASK],"[CLS] , Las , compañías , [MASK] , [SEP]",single-token,2.032202800653021,-4.943534330731618,4.943534330731713
149,149,compañía,compañía##s,plur,2,artificial,0.1607138067483902,plural,plural,son,s,Las compañía##s [MASK],"[CLS] , Las , compañía , ##s , [MASK] , [SEP]",single-token,1.8281300936356093,-4.083531891943091,4.0835318919431085
151,151,sistema,sistema,sing,1,default,0.0029540017712861,plural,plural,son,s,El sistema [MASK],"[CLS] , El , sistema , [MASK] , [SEP]",single-token,5.8245944952502,2.478862810069186,-2.478862810069196
153,153,sistema,sistemas,plur,1,default,0.0400341600179672,plural,plural,son,s,Los sistemas [MASK],"[CLS] , Los , sistemas , [MASK] , [SEP]",single-token,3.2180221888699245,-4.952356825502167,4.952356825502483
155,155,sistema,sistema##s,plur,2,artificial,0.0916924476623535,plural,plural,son,s,Los sistema##s [MASK],"[CLS] , Los , sistema , ##s , [MASK] , [SEP]",single-token,2.389315262300588,-4.636480293957634,4.636480293957733
157,157,ordenador,ordenador,sing,1,default,0.0011790700955316,plural,plural,son,es,El ordenador [MASK],"[CLS] , El , ordenador , [MASK] , [SEP]",single-token,6.74302920581705,3.832481817471305,-3.8324818174713404
159,159,ordenador,ordenadores,plur,1,default,0.1043303459882736,plural,plural,son,es,Los ordenadores [MASK],"[CLS] , Los , ordenadores , [MASK] , [SEP]",single-token,2.26019301022027,-5.750760539091459,5.750760539091485
161,161,ordenador,ordenador##es,plur,2,artificial,0.1758018732070922,plural,plural,son,es,Los ordenador##es [MASK],"[CLS] , Los , ordenador , ##es , [MASK] , [SEP]",single-token,1.7383976384573827,-6.209491239328903,6.20949123932905
163,163,práctica,práctica,sing,1,default,0.0003289835294708,plural,plural,son,s,La práctica [MASK],"[CLS] , La , práctica , [MASK] , [SEP]",single-token,8.019502870850665,4.182688165970396,-4.1826881659705775
165,165,práctica,prácticas,plur,1,default,0.002227074932307,plural,plural,son,s,Las prácticas [MASK],"[CLS] , Las , prácticas , [MASK] , [SEP]",single-token,6.1070662440762815,-2.205712267260469,2.205712267260782
167,167,práctica,práctica##s,plur,2,artificial,0.0297668315470218,plural,plural,son,s,Las práctica##s [MASK],"[CLS] , Las , práctica , ##s , [MASK] , [SEP]",single-token,3.5143605406894545,-3.511083601822294,3.5110836018223477
169,169,medida,medida,sing,1,default,0.0003926526696886,plural,plural,son,s,La medida [MASK],"[CLS] , La , medida , [MASK] , [SEP]",single-token,7.842585129010293,5.615795581077828,-5.615795581078049
171,171,medida,medidas,plur,1,default,0.0146068418398499,plural,plural,son,s,Las medidas [MASK],"[CLS] , Las , medidas , [MASK] , [SEP]",single-token,4.226265240867712,-2.5313330528786793,2.531333052878725
173,173,medida,medida##s,plur,2,artificial,0.1513559967279434,plural,plural,son,s,Las medida##s [MASK],"[CLS] , Las , medida , ##s , [MASK] , [SEP]",single-token,1.888120622707362,-3.6321636320474333,3.6321636320474453
175,175,programa,programa,sing,1,default,0.0018810040783137,plural,plural,son,s,El programa [MASK],"[CLS] , El , programa , [MASK] , [SEP]",single-token,6.2759495605030695,2.8801355485069515,-2.880135548506955
177,177,programa,programas,plur,1,default,0.060359988361597,plural,plural,son,s,Los programas [MASK],"[CLS] , Los , programas , [MASK] , [SEP]",single-token,2.807428837898991,-4.432380176880028,4.432380176880116
179,179,programa,programa##s,plur,2,artificial,0.0604648031294345,plural,plural,son,s,Los programa##s [MASK],"[CLS] , Los , programa , ##s , [MASK] , [SEP]",single-token,2.8056938496927346,-4.407239524817585,4.407239524817695
181,181,fabricante,fabricante,sing,1,default,0.0040020896121859,plural,plural,son,s,El fabricante [MASK],"[CLS] , El , fabricante , [MASK] , [SEP]",single-token,5.5209386512207255,3.6382732604933454,-3.6382732604933588
183,183,fabricante,fabricantes,plur,1,default,0.2066470384597778,plural,plural,son,s,Los fabricantes [MASK],"[CLS] , Los , fabricantes , [MASK] , [SEP]",single-token,1.5767430693161624,-6.453273405768131,6.45327340576824
185,185,fabricante,fabricante##s,plur,2,artificial,0.231903925538063,plural,plural,son,s,Los fabricante##s [MASK],"[CLS] , Los , fabricante , ##s , [MASK] , [SEP]",single-token,1.461432107144807,-5.743712889357057,5.7437128893571
187,187,consumidor,consumidor,sing,1,default,0.0002732947759795,plural,plural,son,es,El consumidor [MASK],"[CLS] , El , consumidor , [MASK] , [SEP]",single-token,8.204959579813767,2.114569652119962,-2.11456965212029
189,189,consumidor,consumidores,plur,1,default,0.0037820537108927,plural,plural,son,es,Los consumidores [MASK],"[CLS] , Los , consumidores , [MASK] , [SEP]",single-token,5.577488107129952,-4.240421222637764,4.24042122263774
191,191,consumidor,consumidor##es,plur,2,artificial,0.0262168645858764,plural,plural,son,es,Los consumidor##es [MASK],"[CLS] , Los , consumidor , ##es , [MASK] , [SEP]",single-token,3.641352388808539,-5.5380239456481455,5.53802394564834
193,193,recurso,recurso,sing,1,default,0.000868919014465,plural,plural,son,s,El recurso [MASK],"[CLS] , El , recurso , [MASK] , [SEP]",single-token,7.048260630982946,4.1711121323429,-4.171112132342972
195,195,recurso,recursos,plur,1,default,0.0140429427847266,plural,plural,son,s,Los recursos [MASK],"[CLS] , Los , recursos , [MASK] , [SEP]",single-token,4.26563530229574,-3.7589406655779083,3.7589406655780153
197,197,recurso,recurso##s,plur,2,artificial,0.0025679036043584,plural,plural,son,s,Los recurso##s [MASK],"[CLS] , Los , recurso , ##s , [MASK] , [SEP]",single-token,5.964665431102563,-3.1769389446890175,3.1769389446893577
199,199,tribunal,tribunal,sing,1,default,0.0005317053874023,plural,plural,son,es,El tribunal [MASK],"[CLS] , El , tribunal , [MASK] , [SEP]",single-token,7.539421005095447,3.166727622912542,-3.1667276229125876
201,201,tribunal,tribunales,plur,1,default,0.0258990060538053,plural,plural,son,es,Los tribunales [MASK],"[CLS] , Los , tribunales , [MASK] , [SEP]",single-token,3.653550687313986,-4.261507585618695,4.261507585618956
203,203,tribunal,tribunal##es,plur,2,artificial,0.0487313345074653,plural,plural,son,es,Los tribunal##es [MASK],"[CLS] , Los , tribunal , ##es , [MASK] , [SEP]",single-token,3.0214330367544164,-5.0836347943598525,5.083634794360036
205,205,caso,caso,sing,1,default,0.0006879221764393,plural,plural,son,s,El caso [MASK],"[CLS] , El , caso , [MASK] , [SEP]",single-token,7.281834842069517,4.879502321117622,-4.879502321117644
207,207,caso,casos,plur,1,default,0.0546969510614872,plural,plural,son,s,Los casos [MASK],"[CLS] , Los , casos , [MASK] , [SEP]",single-token,2.9059473103858062,-3.5063944490637295,3.5063944490637406
209,209,caso,caso##s,plur,2,artificial,0.0254048611968755,plural,plural,son,s,Los caso##s [MASK],"[CLS] , Los , caso , ##s , [MASK] , [SEP]",single-token,3.672814737565791,-2.673135253639987,2.673135253640033
211,211,amenaza,amenaza,sing,1,default,0.0001969313307199,plural,plural,son,s,La amenaza [MASK],"[CLS] , La , amenaza , [MASK] , [SEP]",single-token,8.532655465018252,3.090267656954601,-3.090267656954919
213,213,amenaza,amenazas,plur,1,default,0.003899100003764,plural,plural,son,s,Las amenazas [MASK],"[CLS] , Las , amenazas , [MASK] , [SEP]",single-token,5.547009520743262,-2.8355636942730564,2.8355636942734432
215,215,amenaza,amenaza##s,plur,2,artificial,0.0082403644919395,plural,plural,son,s,Las amenaza##s [MASK],"[CLS] , Las , amenaza , ##s , [MASK] , [SEP]",single-token,4.798710701580389,-3.9402971775392013,3.9402971775392825
217,217,noticia,noticia,sing,1,default,0.0002557921689003,plural,plural,son,s,La noticia [MASK],"[CLS] , La , noticia , [MASK] , [SEP]",single-token,8.271145283438386,5.27640197270385,-5.276401972704126
219,219,noticia,noticias,plur,1,default,0.0323222838342189,plural,plural,son,s,Las noticias [MASK],"[CLS] , Las , noticias , [MASK] , [SEP]",single-token,3.4319983846382995,-3.9604801493083746,3.960480149308477
221,221,noticia,noticia##s,plur,2,artificial,0.0641250982880592,plural,plural,son,s,Las noticia##s [MASK],"[CLS] , Las , noticia , ##s , [MASK] , [SEP]",single-token,2.746919442735119,-4.835990948642013,4.835990948642052
223,223,diario,diario,sing,1,default,0.002107800450176,plural,plural,son,s,El diario [MASK],"[CLS] , El , diario , [MASK] , [SEP]",single-token,6.16211031588822,3.295845498322962,-3.2958454983229615
225,225,diario,diarios,plur,1,default,0.0245323721319437,plural,plural,son,s,Los diarios [MASK],"[CLS] , Los , diarios , [MASK] , [SEP]",single-token,3.707761722087418,-4.694198543483709,4.694198543483858
227,227,diario,diario##s,plur,2,artificial,0.0083944639191031,plural,plural,son,s,Los diario##s [MASK],"[CLS] , Los , diario , ##s , [MASK] , [SEP]",single-token,4.780182847656193,-3.2693300122753817,3.2693300122754283
229,229,peligro,peligro,sing,1,default,0.0022691027261316,plural,plural,son,s,El peligro [MASK],"[CLS] , El , peligro , [MASK] , [SEP]",single-token,6.088370800462375,2.9942255347905,-2.9942255347905333
231,231,peligro,peligros,plur,1,default,0.0604862011969089,plural,plural,son,s,Los peligros [MASK],"[CLS] , Los , peligros , [MASK] , [SEP]",single-token,2.805340019349336,-5.2284731804519655,5.228473180452074
233,233,peligro,peligro##s,plur,2,artificial,0.08011244982481,plural,plural,son,s,Los peligro##s [MASK],"[CLS] , Los , peligro , ##s , [MASK] , [SEP]",single-token,2.524324008461116,-4.892238594030944,4.8922385940311015
235,235,fondo,fondo,sing,1,default,0.00095760502154,plural,plural,son,s,El fondo [MASK],"[CLS] , El , fondo , [MASK] , [SEP]",single-token,6.951075159853646,3.886667682652433,-3.8866676826525097
237,237,fondo,fondos,plur,1,default,0.0539935901761055,plural,plural,son,s,Los fondos [MASK],"[CLS] , Los , fondos , [MASK] , [SEP]",single-token,2.9188899399058084,-4.744417693490035,4.7444176934901225
239,239,fondo,fondo##s,plur,2,artificial,0.0263541862368583,plural,plural,son,s,Los fondo##s [MASK],"[CLS] , Los , fondo , ##s , [MASK] , [SEP]",single-token,3.6361281461443338,-3.9523048574986217,3.9523048574986213
241,241,bolsa,bolsa,sing,1,default,9.435918036615476e-05,plural,plural,son,s,La bolsa [MASK],"[CLS] , La , bolsa , [MASK] , [SEP]",single-token,9.268401989705056,3.8023119119569646,-3.8023119119569637
243,243,bolsa,bolsas,plur,1,default,0.0135089978575706,plural,plural,son,s,Las bolsas [MASK],"[CLS] , Las , bolsas , [MASK] , [SEP]",single-token,4.304399307587348,-4.143945679553314,4.143945679553465
245,245,bolsa,bolsa##s,plur,2,artificial,0.0208539795130491,plural,plural,son,s,Las bolsa##s [MASK],"[CLS] , Las , bolsa , ##s , [MASK] , [SEP]",single-token,3.87021048501432,-4.482840511816306,4.482840511816659
247,247,modelo,modelo,sing,1,default,0.0022975183092057,plural,plural,son,s,El modelo [MASK],"[CLS] , El , modelo , [MASK] , [SEP]",single-token,6.075925734579779,3.9282898580068393,-3.9282898580068695
249,249,modelo,modelos,plur,1,default,0.1673694103956222,plural,plural,son,s,Los modelos [MASK],"[CLS] , Los , modelos , [MASK] , [SEP]",single-token,1.7875518712230136,-6.546833933360275,6.546833933360463
251,251,modelo,modelo##s,plur,2,artificial,0.2071663439273834,plural,plural,son,s,Los modelo##s [MASK],"[CLS] , Los , modelo , ##s , [MASK] , [SEP]",single-token,1.5742332145733409,-5.826470899926477,5.8264708999265595
253,253,norma,norma,sing,1,default,0.0009516969439573,plural,plural,son,s,La norma [MASK],"[CLS] , La , norma , [MASK] , [SEP]",single-token,6.957263910031871,5.555111891866608,-5.5551118918666695
255,255,norma,normas,plur,1,default,0.0358863547444343,plural,plural,son,s,Las normas [MASK],"[CLS] , Las , normas , [MASK] , [SEP]",single-token,3.3273981464249567,-3.8924350579022717,3.8924350579023996
257,257,norma,norma##s,plur,2,artificial,0.1551992893218994,plural,plural,son,s,Las norma##s [MASK],"[CLS] , Las , norma , ##s , [MASK] , [SEP]",single-token,1.863045250354976,-4.091239003854652,4.091239003854652
