,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
21,21,lia,lias,plur,2,default,0.0037663851398974,plural,plural,son,s,[MASK] lias [MASK],"[CLS] , [MASK] , li , ##as , [MASK] , [SEP]",nonmorphemic,5.581639586345387,-0.04736191692366898,0.04736191692365357
23,23,lia,lia##s,plur,3,artificial,0.0022604141850024,plural,plural,son,s,[MASK] lia##s [MASK],"[CLS] , [MASK] , li , ##a , ##s , [MASK] , [SEP]",nonmorphemic,6.092207214789219,1.121619738710467,-1.1216197387104772
25,25,krio,krio,sing,2,default,0.0001893868902698,plural,plural,son,s,[MASK] krio [MASK],"[CLS] , [MASK] , k , ##rio , [MASK] , [SEP]",nonmorphemic,8.571718596768337,3.087905888013796,-3.0879058880138697
27,27,krio,krios,plur,2,default,0.001566665363498,plural,plural,son,s,[MASK] krios [MASK],"[CLS] , [MASK] , k , ##rios , [MASK] , [SEP]",nonmorphemic,6.458805890744347,0.22260665286843473,-0.2226066528684377
29,29,krio,krio##s,plur,3,artificial,0.0011802130611613,plural,plural,son,s,[MASK] krio##s [MASK],"[CLS] , [MASK] , k , ##rio , ##s , [MASK] , [SEP]",nonmorphemic,6.742060296497394,0.5292635399089072,-0.5292635399089278
31,31,floa,floa,sing,2,default,0.0003108948876615,plural,plural,son,s,[MASK] floa [MASK],"[CLS] , [MASK] , flo , ##a , [MASK] , [SEP]",nonmorphemic,8.076055684709383,3.023424725221484,-3.023424725221679
33,33,floa,floas,plur,2,default,0.0077310050837695,plural,plural,son,s,[MASK] floas [MASK],"[CLS] , [MASK] , flo , ##as , [MASK] , [SEP]",nonmorphemic,4.862516401061613,-0.38933570160323505,0.3893357016032427
35,35,floa,floa##s,plur,3,artificial,0.0025324828457087,plural,plural,son,s,[MASK] floa##s [MASK],"[CLS] , [MASK] , flo , ##a , ##s , [MASK] , [SEP]",nonmorphemic,5.97855509552332,0.9132685722276683,-0.9132685722276659
37,37,cea,cea,sing,2,default,0.0006300006643868,plural,plural,son,s,[MASK] cea [MASK],"[CLS] , [MASK] , ce , ##a , [MASK] , [SEP]",nonmorphemic,7.369789683996873,2.9153161483137406,-2.9153161483138916
39,39,cea,ceas,plur,2,default,0.0075293583795428,plural,plural,son,s,[MASK] ceas [MASK],"[CLS] , [MASK] , ce , ##as , [MASK] , [SEP]",nonmorphemic,4.88894544936084,-1.507724865218644,1.507724865218653
41,41,cea,cea##s,plur,3,artificial,0.0062356176786124,plural,plural,son,s,[MASK] cea##s [MASK],"[CLS] , [MASK] , ce , ##a , ##s , [MASK] , [SEP]",nonmorphemic,5.077477638419678,0.31380032658952395,-0.3138003265895252
43,43,thro,thro,sing,2,default,0.0002272434503538,plural,plural,son,s,[MASK] thro [MASK],"[CLS] , [MASK] , th , ##ro , [MASK] , [SEP]",nonmorphemic,8.389488646647205,2.465779834392131,-2.4657798343923507
45,45,thro,thros,plur,2,default,0.00154934450984,plural,plural,son,s,[MASK] thros [MASK],"[CLS] , [MASK] , th , ##ros , [MASK] , [SEP]",nonmorphemic,6.469923334374497,-0.09385729951410315,0.09385729951411229
47,47,thro,thro##s,plur,3,artificial,0.0016685693990439,plural,plural,son,s,[MASK] thro##s [MASK],"[CLS] , [MASK] , th , ##ro , ##s , [MASK] , [SEP]",nonmorphemic,6.3957886669645285,0.6996703113617864,-0.6996703113617928
49,49,caio,caio,sing,2,default,0.000541713903658,plural,plural,son,s,[MASK] caio [MASK],"[CLS] , [MASK] , ca , ##io , [MASK] , [SEP]",nonmorphemic,7.520772548917433,2.668596719861184,-2.668596719861342
51,51,caio,caios,plur,2,default,0.0015188744291663,plural,plural,son,s,[MASK] caios [MASK],"[CLS] , [MASK] , ca , ##ios , [MASK] , [SEP]",nonmorphemic,6.489785725562205,-0.14830926422366986,0.14830926422370222
53,53,caio,caio##s,plur,3,artificial,0.0024885484017431,plural,plural,son,s,[MASK] caio##s [MASK],"[CLS] , [MASK] , ca , ##io , ##s , [MASK] , [SEP]",nonmorphemic,5.996055709686775,0.4659457202720825,-0.4659457202721077
55,55,physoo,physoo,sing,4,default,0.0004639796679839,plural,plural,son,s,[MASK] physoo [MASK],"[CLS] , [MASK] , p , ##hy , ##so , ##o , [MASK] , [SEP]",nonmorphemic,7.675669825698208,1.9527592803648472,-1.9527592803649487
57,57,physoo,physoos,plur,4,default,0.0015055015683174,plural,plural,son,s,[MASK] physoos [MASK],"[CLS] , [MASK] , p , ##hy , ##so , ##os , [MASK] , [SEP]",nonmorphemic,6.498629168317746,0.030403647550420132,-0.030403647550410508
59,59,physoo,physoo##s,plur,5,artificial,0.0004051649593748,plural,plural,son,s,[MASK] physoo##s [MASK],"[CLS] , [MASK] , p , ##hy , ##so , ##o , ##s , [MASK] , [SEP]",nonmorphemic,7.811216266686444,1.4048814967643564,-1.4048814967643486
61,61,cheia,cheia,sing,2,default,0.0003641324292402,plural,plural,son,s,[MASK] cheia [MASK],"[CLS] , [MASK] , che , ##ia , [MASK] , [SEP]",nonmorphemic,7.917992939898591,2.513569368187053,-2.5135693681872433
63,63,cheia,cheias,plur,2,default,0.0065511972643435,plural,plural,son,s,[MASK] cheias [MASK],"[CLS] , [MASK] , che , ##ias , [MASK] , [SEP]",nonmorphemic,5.0281074575893605,-0.5714817094909277,0.571481709490941
65,65,cheia,cheia##s,plur,3,artificial,0.0050522191449999,plural,plural,son,s,[MASK] cheia##s [MASK],"[CLS] , [MASK] , che , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,5.287927697564538,-0.5298743064678861,0.5298743064678931
67,67,chroo,chroo,sing,3,default,0.0007375965942628,plural,plural,son,s,[MASK] chroo [MASK],"[CLS] , [MASK] , ch , ##ro , ##o , [MASK] , [SEP]",nonmorphemic,7.212113503055126,2.3277573090022043,-2.327757309002291
69,69,chroo,chroos,plur,3,default,0.0054259551689028,plural,plural,son,s,[MASK] chroos [MASK],"[CLS] , [MASK] , ch , ##ro , ##os , [MASK] , [SEP]",nonmorphemic,5.216561327053236,-0.7304176693477924,0.7304176693477855
71,71,chroo,chroo##s,plur,4,artificial,0.0061938380822539,plural,plural,son,s,[MASK] chroo##s [MASK],"[CLS] , [MASK] , ch , ##ro , ##o , ##s , [MASK] , [SEP]",nonmorphemic,5.084200338836108,-0.0886568648015249,0.08865686480153027
73,73,knua,knua,sing,3,default,0.0002041909174295,plural,plural,son,s,[MASK] knua [MASK],"[CLS] , [MASK] , k , ##nu , ##a , [MASK] , [SEP]",nonmorphemic,8.496455132020598,2.6643910603829273,-2.664391060382995
75,75,knua,knuas,plur,3,default,0.0015337807126343,plural,plural,son,s,[MASK] knuas [MASK],"[CLS] , [MASK] , k , ##nu , ##as , [MASK] , [SEP]",nonmorphemic,6.480019537602184,0.016774175522307644,-0.016774175522269893
77,77,knua,knua##s,plur,4,artificial,0.0005004284903407,plural,plural,son,s,[MASK] knua##s [MASK],"[CLS] , [MASK] , k , ##nu , ##a , ##s , [MASK] , [SEP]",nonmorphemic,7.600045845858949,1.5824513549817727,-1.5824513549817898
79,79,schraa,schraa,sing,4,default,0.000128787374706,plural,plural,son,s,[MASK] schraa [MASK],"[CLS] , [MASK] , s , ##ch , ##ra , ##a , [MASK] , [SEP]",nonmorphemic,8.957347771567422,3.119785294343509,-3.1197852943435462
81,81,schraa,schraas,plur,4,default,0.0029500583186745,plural,plural,son,s,[MASK] schraas [MASK],"[CLS] , [MASK] , s , ##ch , ##ra , ##as , [MASK] , [SEP]",nonmorphemic,5.825930339783588,0.023706915714406307,-0.023706915714423234
83,83,schraa,schraa##s,plur,5,artificial,0.0011210304219275,plural,plural,son,s,[MASK] schraa##s [MASK],"[CLS] , [MASK] , s , ##ch , ##ra , ##a , ##s , [MASK] , [SEP]",nonmorphemic,6.793506997055557,1.110363496883286,-1.1103634968833278
85,85,smoa,smoa,sing,3,default,0.0002527423494029,plural,plural,son,s,[MASK] smoa [MASK],"[CLS] , [MASK] , s , ##mo , ##a , [MASK] , [SEP]",nonmorphemic,8.283139969946237,3.0394625879044552,-3.0394625879047594
87,87,smoa,smoas,plur,3,default,0.0041134492494165,plural,plural,son,s,[MASK] smoas [MASK],"[CLS] , [MASK] , s , ##mo , ##as , [MASK] , [SEP]",nonmorphemic,5.493493368998776,-0.21911282926026132,0.21911282926024342
89,89,smoa,smoa##s,plur,4,artificial,0.0016527578700333,plural,plural,son,s,[MASK] smoa##s [MASK],"[CLS] , [MASK] , s , ##mo , ##a , ##s , [MASK] , [SEP]",nonmorphemic,6.405309949981024,1.5061698930725518,-1.506169893072591
91,91,shreia,shreia,sing,3,default,0.0004806312499567,plural,plural,son,s,[MASK] shreia [MASK],"[CLS] , [MASK] , sh , ##re , ##ia , [MASK] , [SEP]",nonmorphemic,7.640410213977655,2.2560582330775185,-2.256058233077688
93,93,shreia,shreias,plur,3,default,0.0148642053827643,plural,plural,son,s,[MASK] shreias [MASK],"[CLS] , [MASK] , sh , ##re , ##ias , [MASK] , [SEP]",nonmorphemic,4.208799279543498,-2.1884842700837277,2.188484270083727
95,95,shreia,shreia##s,plur,4,artificial,0.0048397313803434,plural,plural,son,s,[MASK] shreia##s [MASK],"[CLS] , [MASK] , sh , ##re , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,5.330896059722817,-1.0592755684550088,1.0592755684550106
97,97,mcdaio,mcdaio,sing,4,default,0.0002658666344359,plural,plural,son,s,[MASK] mcdaio [MASK],"[CLS] , [MASK] , m , ##c , ##da , ##io , [MASK] , [SEP]",nonmorphemic,8.232515749213631,3.6009459971152955,-3.60094599711549
99,99,mcdaio,mcdaios,plur,4,default,0.0017860105726867,plural,plural,son,s,[MASK] mcdaios [MASK],"[CLS] , [MASK] , m , ##c , ##da , ##ios , [MASK] , [SEP]",nonmorphemic,6.327770876787909,0.47620213253603083,-0.4762021325360495
101,101,mcdaio,mcdaio##s,plur,5,artificial,0.0035131899639964,plural,plural,son,s,[MASK] mcdaio##s [MASK],"[CLS] , [MASK] , m , ##c , ##da , ##io , ##s , [MASK] , [SEP]",nonmorphemic,5.651230832581315,0.846859489608093,-0.8468594896080905
103,103,chuo,chuo,sing,2,default,0.0011320903431624,plural,plural,son,s,[MASK] chuo [MASK],"[CLS] , [MASK] , chu , ##o , [MASK] , [SEP]",nonmorphemic,6.783689493938305,2.6528500798314516,-2.6528500798314627
105,105,chuo,chuos,plur,2,default,0.0139366006478667,plural,plural,son,s,[MASK] chuos [MASK],"[CLS] , [MASK] , chu , ##os , [MASK] , [SEP]",nonmorphemic,4.273236759351109,-1.7522249457422463,1.752224945742249
107,107,chuo,chuo##s,plur,3,artificial,0.0081777581945061,plural,plural,son,s,[MASK] chuo##s [MASK],"[CLS] , [MASK] , chu , ##o , ##s , [MASK] , [SEP]",nonmorphemic,4.806337225279933,-0.3519445065541156,0.3519445065541201
109,109,scroa,scroa,sing,3,default,0.0002071938361041,plural,plural,son,s,[MASK] scroa [MASK],"[CLS] , [MASK] , s , ##cro , ##a , [MASK] , [SEP]",nonmorphemic,8.481855796553658,3.301298077188161,-3.301298077188279
111,111,scroa,scroas,plur,3,default,0.005122706759721,plural,plural,son,s,[MASK] scroas [MASK],"[CLS] , [MASK] , s , ##cro , ##as , [MASK] , [SEP]",nonmorphemic,5.27407231561629,-0.9564469853533453,0.9564469853533658
113,113,scroa,scroa##s,plur,4,artificial,0.0005147314514033,plural,plural,son,s,[MASK] scroa##s [MASK],"[CLS] , [MASK] , s , ##cro , ##a , ##s , [MASK] , [SEP]",nonmorphemic,7.57186524689047,2.236703394065514,-2.2367033940655987
115,115,rao,rao,sing,2,default,0.0008330568671226,plural,plural,son,s,[MASK] rao [MASK],"[CLS] , [MASK] , ra , ##o , [MASK] , [SEP]",nonmorphemic,7.090408650273253,2.6710057231976005,-2.6710057231976547
117,117,rao,raos,plur,2,default,0.0065881181508302,plural,plural,son,s,[MASK] raos [MASK],"[CLS] , [MASK] , ra , ##os , [MASK] , [SEP]",nonmorphemic,5.022487532578885,0.30856890567215967,-0.3085689056721614
119,119,rao,rao##s,plur,3,artificial,0.004905950743705,plural,plural,son,s,[MASK] rao##s [MASK],"[CLS] , [MASK] , ra , ##o , ##s , [MASK] , [SEP]",nonmorphemic,5.317306373207445,1.0670967982639636,-1.067096798263964
121,121,sqeia,sqeia,sing,4,default,0.0004049430717714,plural,plural,son,s,[MASK] sqeia [MASK],"[CLS] , [MASK] , s , ##q , ##ei , ##a , [MASK] , [SEP]",nonmorphemic,7.811764064265088,3.4507670969216893,-3.4507670969217203
123,123,sqeia,sqeias,plur,4,default,0.0095678530633449,plural,plural,son,s,[MASK] sqeias [MASK],"[CLS] , [MASK] , s , ##q , ##ei , ##as , [MASK] , [SEP]",nonmorphemic,4.649346438983656,-1.1448659932167402,1.144865993216739
125,125,sqeia,sqeia##s,plur,5,artificial,0.0075462614186108,plural,plural,son,s,[MASK] sqeia##s [MASK],"[CLS] , [MASK] , s , ##q , ##ei , ##a , ##s , [MASK] , [SEP]",nonmorphemic,4.886703014704436,0.08576051319739886,-0.08576051319739318
127,127,khia,khia,sing,3,default,0.0001858881150837,plural,plural,son,s,[MASK] khia [MASK],"[CLS] , [MASK] , k , ##hi , ##a , [MASK] , [SEP]",nonmorphemic,8.59036559705145,2.478743142126098,-2.478743142126607
129,129,khia,khias,plur,3,default,0.0019586677663028,plural,plural,son,s,[MASK] khias [MASK],"[CLS] , [MASK] , k , ##hi , ##as , [MASK] , [SEP]",nonmorphemic,6.235490747917999,0.1838765987588884,-0.1838765987588915
131,131,khia,khia##s,plur,4,artificial,0.000462368276203,plural,plural,son,s,[MASK] khia##s [MASK],"[CLS] , [MASK] , k , ##hi , ##a , ##s , [MASK] , [SEP]",nonmorphemic,7.679148849786974,1.5666933213011918,-1.566693321301295
133,133,hyaia,hyaia,sing,3,default,0.0003394376835785,plural,plural,son,s,[MASK] hyaia [MASK],"[CLS] , [MASK] , h , ##ya , ##ia , [MASK] , [SEP]",nonmorphemic,7.988220181337596,2.6304622164775218,-2.630462216477755
135,135,hyaia,hyaias,plur,3,default,0.0161013156175613,plural,plural,son,s,[MASK] hyaias [MASK],"[CLS] , [MASK] , h , ##ya , ##ias , [MASK] , [SEP]",nonmorphemic,4.128854294953759,-1.7824688658364565,1.782468865836487
137,137,hyaia,hyaia##s,plur,4,artificial,0.0038599122781306,plural,plural,son,s,[MASK] hyaia##s [MASK],"[CLS] , [MASK] , h , ##ya , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,5.557110821636522,0.11312386436036537,-0.11312386436036825
139,139,phea,phea,sing,3,default,0.0002361684746574,plural,plural,son,s,[MASK] phea [MASK],"[CLS] , [MASK] , p , ##he , ##a , [MASK] , [SEP]",nonmorphemic,8.350965131959487,2.7401809257901686,-2.7401809257904213
141,141,phea,pheas,plur,3,default,0.0028865011408925,plural,plural,son,s,[MASK] pheas [MASK],"[CLS] , [MASK] , p , ##he , ##as , [MASK] , [SEP]",nonmorphemic,5.847710188212193,-0.9709387372694627,0.9709387372694723
143,143,phea,phea##s,plur,4,artificial,0.0019286531023681,plural,plural,son,s,[MASK] phea##s [MASK],"[CLS] , [MASK] , p , ##he , ##a , ##s , [MASK] , [SEP]",nonmorphemic,6.250933394113716,0.46832900739218,-0.4683290073921595
145,145,hydro,hydro,sing,3,default,0.0005559604032896,plural,plural,son,s,[MASK] hydro [MASK],"[CLS] , [MASK] , h , ##yd , ##ro , [MASK] , [SEP]",nonmorphemic,7.494813483354703,2.51931379742304,-2.5193137974231155
147,147,hydro,hydros,plur,3,default,0.0051554404199123,plural,plural,son,s,[MASK] hydros [MASK],"[CLS] , [MASK] , h , ##yd , ##ros , [MASK] , [SEP]",nonmorphemic,5.267702729680107,-0.4540805304458111,0.4540805304458298
149,149,hydro,hydro##s,plur,4,artificial,0.0025195232592523,plural,plural,son,s,[MASK] hydro##s [MASK],"[CLS] , [MASK] , h , ##yd , ##ro , ##s , [MASK] , [SEP]",nonmorphemic,5.98368557819252,0.5195788871962916,-0.5195788871962905
151,151,pfeia,pfeia,sing,3,default,0.0003550427500158,plural,plural,son,s,[MASK] pfeia [MASK],"[CLS] , [MASK] , p , ##fe , ##ia , [MASK] , [SEP]",nonmorphemic,7.943272353159203,2.9255027931870705,-2.925502793187215
153,153,pfeia,pfeias,plur,3,default,0.0076831271871924,plural,plural,son,s,[MASK] pfeias [MASK],"[CLS] , [MASK] , p , ##fe , ##ias , [MASK] , [SEP]",nonmorphemic,4.868728628867862,-1.468519205275042,1.4685192052750387
155,155,pfeia,pfeia##s,plur,4,artificial,0.0035450081340968,plural,plural,son,s,[MASK] pfeia##s [MASK],"[CLS] , [MASK] , p , ##fe , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,5.642214824474061,0.19079448787535203,-0.19079448787536687
157,157,symbea,symbea,sing,4,default,0.0002065912995021,plural,plural,son,s,[MASK] symbea [MASK],"[CLS] , [MASK] , s , ##y , ##mb , ##ea , [MASK] , [SEP]",nonmorphemic,8.484768114933273,2.999535596428056,-2.999535596428424
159,159,symbea,symbeas,plur,4,default,0.0062932362779974,plural,plural,son,s,[MASK] symbeas [MASK],"[CLS] , [MASK] , s , ##y , ##mb , ##eas , [MASK] , [SEP]",nonmorphemic,5.068279828980176,-1.9581733061104591,1.9581733061105124
161,161,symbea,symbea##s,plur,5,artificial,0.0013765450567007,plural,plural,son,s,[MASK] symbea##s [MASK],"[CLS] , [MASK] , s , ##y , ##mb , ##ea , ##s , [MASK] , [SEP]",nonmorphemic,6.588178501116224,-0.016391730457930187,0.016391730457948304
163,163,giao,giao,sing,3,default,0.000896660843864,plural,plural,son,s,[MASK] giao [MASK],"[CLS] , [MASK] , gi , ##a , ##o , [MASK] , [SEP]",nonmorphemic,7.016832867889462,2.1100034877834117,-2.110003487783504
165,165,giao,giaos,plur,3,default,0.0103317713364958,plural,plural,son,s,[MASK] giaos [MASK],"[CLS] , [MASK] , gi , ##a , ##os , [MASK] , [SEP]",nonmorphemic,4.572531535575344,-0.8332581671141028,0.8332581671141066
167,167,giao,giao##s,plur,4,artificial,0.0070623699575662,plural,plural,son,s,[MASK] giao##s [MASK],"[CLS] , [MASK] , gi , ##a , ##o , ##s , [MASK] , [SEP]",nonmorphemic,4.952974595767064,0.254173712677205,-0.25417371267720834
169,169,mea,mea,sing,2,default,0.0002224950731033,plural,plural,son,s,[MASK] mea [MASK],"[CLS] , [MASK] , me , ##a , [MASK] , [SEP]",nonmorphemic,8.410605599958895,2.166903435107659,-2.1669034351078365
171,171,mea,meas,plur,2,default,0.0002636799472384,plural,plural,son,s,[MASK] meas [MASK],"[CLS] , [MASK] , me , ##as , [MASK] , [SEP]",nonmorphemic,8.240774511340216,1.5421332447018345,-1.5421332447018499
173,173,mea,mea##s,plur,3,artificial,0.0003077766741625,plural,plural,son,s,[MASK] mea##s [MASK],"[CLS] , [MASK] , me , ##a , ##s , [MASK] , [SEP]",nonmorphemic,8.086136121878836,2.3732066335032913,-2.373206633503583
175,175,smaia,smaia,sing,3,default,0.0003665780241135,plural,plural,son,s,[MASK] smaia [MASK],"[CLS] , [MASK] , s , ##ma , ##ia , [MASK] , [SEP]",nonmorphemic,7.911299169490337,2.825362664435623,-2.8253626644357483
177,177,smaia,smaias,plur,3,default,0.0101739624515175,plural,plural,son,s,[MASK] smaias [MASK],"[CLS] , [MASK] , s , ##ma , ##ias , [MASK] , [SEP]",nonmorphemic,4.587923523219632,-1.7079706688636467,1.707970668863668
179,179,smaia,smaia##s,plur,4,artificial,0.0035348148085176,plural,plural,son,s,[MASK] smaia##s [MASK],"[CLS] , [MASK] , s , ##ma , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,5.6450943689782624,0.17022657277370712,-0.1702265727737194
181,181,kheo,kheo,sing,3,default,0.0008013453334569,plural,plural,son,s,[MASK] kheo [MASK],"[CLS] , [MASK] , k , ##he , ##o , [MASK] , [SEP]",nonmorphemic,7.129218575893498,1.9902544349467437,-1.9902544349468485
183,183,kheo,kheos,plur,3,default,0.0018539376324042,plural,plural,son,s,[MASK] kheos [MASK],"[CLS] , [MASK] , k , ##he , ##os , [MASK] , [SEP]",nonmorphemic,6.290443451884192,-0.07835540415183306,0.07835540415184142
185,185,kheo,kheo##s,plur,4,artificial,0.0028028083033859,plural,plural,son,s,[MASK] kheo##s [MASK],"[CLS] , [MASK] , k , ##he , ##o , ##s , [MASK] , [SEP]",nonmorphemic,5.877133398939826,0.1222815802498678,-0.12228158024987393
187,187,blaia,blaia,sing,2,default,9.76967203314416e-05,plural,plural,son,s,[MASK] blaia [MASK],"[CLS] , [MASK] , bla , ##ia , [MASK] , [SEP]",nonmorphemic,9.23364256824621,2.9790143634033646,-2.9790143634033583
189,189,blaia,blaias,plur,2,default,0.0012767495354637,plural,plural,son,s,[MASK] blaias [MASK],"[CLS] , [MASK] , bla , ##ias , [MASK] , [SEP]",nonmorphemic,6.663437856279352,-0.22415537449581446,0.22415537449580514
191,191,blaia,blaia##s,plur,3,artificial,0.0011092980857938,plural,plural,son,s,[MASK] blaia##s [MASK],"[CLS] , [MASK] , bla , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,6.804027818819407,0.12356237049313723,-0.12356237049311448
193,193,mcfoa,mcfoa,sing,4,default,0.0001095020925276,plural,plural,son,s,[MASK] mcfoa [MASK],"[CLS] , [MASK] , m , ##c , ##fo , ##a , [MASK] , [SEP]",nonmorphemic,9.11956689904838,4.083765540026115,-4.083765540026938
195,195,mcfoa,mcfoas,plur,4,default,0.001893350156024,plural,plural,son,s,[MASK] mcfoas [MASK],"[CLS] , [MASK] , m , ##c , ##fo , ##as , [MASK] , [SEP]",nonmorphemic,6.269407449732665,-0.07454776296261478,0.07454776296260972
197,197,mcfoa,mcfoa##s,plur,5,artificial,0.0016383723122999,plural,plural,son,s,[MASK] mcfoa##s [MASK],"[CLS] , [MASK] , m , ##c , ##fo , ##a , ##s , [MASK] , [SEP]",nonmorphemic,6.414052022492893,0.9718528648383309,-0.9718528648383261
199,199,swia,swia,sing,3,default,0.0006663976819254,plural,plural,son,s,[MASK] swia [MASK],"[CLS] , [MASK] , s , ##w , ##ia , [MASK] , [SEP]",nonmorphemic,7.3136239456209235,2.74070689018811,-2.7407068901881773
201,201,swia,swias,plur,3,default,0.0048499559052288,plural,plural,son,s,[MASK] swias [MASK],"[CLS] , [MASK] , s , ##w , ##ias , [MASK] , [SEP]",nonmorphemic,5.328785665779466,0.45697460154637604,-0.45697460154637964
203,203,swia,swia##s,plur,4,artificial,0.0043670255690813,plural,plural,son,s,[MASK] swia##s [MASK],"[CLS] , [MASK] , s , ##w , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,5.433673149428003,0.4929820262564837,-0.4929820262564746
205,205,kho,kho,sing,2,default,0.000326184235746,plural,plural,son,s,[MASK] kho [MASK],"[CLS] , [MASK] , k , ##ho , [MASK] , [SEP]",nonmorphemic,8.02804819590394,2.664310008782534,-2.6643100087826403
207,207,kho,khos,plur,2,default,0.0027662911452353,plural,plural,son,s,[MASK] khos [MASK],"[CLS] , [MASK] , k , ##hos , [MASK] , [SEP]",nonmorphemic,5.890247792697775,0.0013970388585757831,-0.001397038858542353
209,209,kho,kho##s,plur,3,artificial,0.0019629150629043,plural,plural,son,s,[MASK] kho##s [MASK],"[CLS] , [MASK] , k , ##ho , ##s , [MASK] , [SEP]",nonmorphemic,6.233324633648723,0.251468312464878,-0.25146831246489904
211,211,swea,swea,sing,3,default,0.0006579228211194,plural,plural,son,s,[MASK] swea [MASK],"[CLS] , [MASK] , s , ##w , ##ea , [MASK] , [SEP]",nonmorphemic,7.326422926649903,2.9508690900843435,-2.950869090084382
213,213,swea,sweas,plur,3,default,0.0034237212967127,plural,plural,son,s,[MASK] sweas [MASK],"[CLS] , [MASK] , s , ##w , ##eas , [MASK] , [SEP]",nonmorphemic,5.6770272210036525,0.7268900228489237,-0.7268900228489403
215,215,swea,swea##s,plur,4,artificial,0.0030352286994457,plural,plural,son,s,[MASK] swea##s [MASK],"[CLS] , [MASK] , s , ##w , ##ea , ##s , [MASK] , [SEP]",nonmorphemic,5.797468503291286,0.9136915714584113,-0.9136915714584082
217,217,meia,meia,sing,2,default,3.186136382282712e-05,plural,plural,son,s,[MASK] meia [MASK],"[CLS] , [MASK] , me , ##ia , [MASK] , [SEP]",nonmorphemic,10.354116447655707,2.1143455193242513,-2.114345519323946
219,219,meia,meias,plur,2,default,9.947533544618636e-05,plural,plural,son,s,[MASK] meias [MASK],"[CLS] , [MASK] , me , ##ias , [MASK] , [SEP]",nonmorphemic,9.215600829491231,1.0421351922582698,-1.0421351922580349
221,221,meia,meia##s,plur,3,artificial,0.0002369482972426,plural,plural,son,s,[MASK] meia##s [MASK],"[CLS] , [MASK] , me , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,8.347668595722798,1.0022292758302633,-1.0022292758303768
