,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
23,23,pla,pla##s,plur,2,artificial,0.0007885253871791,plural,plural,son,s,[MASK] pla##s [MASK],"[CLS] , [MASK] , pla , ##s , [MASK] , [SEP]",single-token,7.145345955276562,1.76398566259091,-1.7639856625909
25,25,va,va,sing,1,default,7.394556450890377e-05,plural,plural,son,s,[MASK] va [MASK],"[CLS] , [MASK] , va , [MASK] , [SEP]",single-token,9.512181350201937,3.27684452960309,-3.2768445296030597
27,27,va,vas,plur,1,default,0.0001314769906457,plural,plural,son,s,[MASK] vas [MASK],"[CLS] , [MASK] , vas , [MASK] , [SEP]",single-token,8.936678697734491,1.3987012627737299,-1.3987012627740456
29,29,va,va##s,plur,2,artificial,0.003307718783617,plural,plural,son,s,[MASK] va##s [MASK],"[CLS] , [MASK] , va , ##s , [MASK] , [SEP]",single-token,5.711496516432814,-0.360492719851913,0.360492719851917
31,31,ga,ga,sing,1,default,0.000355619500624,plural,plural,son,s,[MASK] ga [MASK],"[CLS] , [MASK] , ga , [MASK] , [SEP]",single-token,7.941649217177895,1.2468871436514908,-1.246887143651475
33,33,ga,gas,plur,1,default,0.0002683578350115,plural,plural,son,s,[MASK] gas [MASK],"[CLS] , [MASK] , gas , [MASK] , [SEP]",single-token,8.223189262780306,1.9972091417823563,-1.9972091417825593
35,35,ga,ga##s,plur,2,artificial,0.0035119086969643,plural,plural,son,s,[MASK] ga##s [MASK],"[CLS] , [MASK] , ga , ##s , [MASK] , [SEP]",single-token,5.651595600994705,0.5774082923160719,-0.5774082923160925
37,37,pro,pro,sing,1,default,0.0002087761240545,plural,plural,son,s,[MASK] pro [MASK],"[CLS] , [MASK] , pro , [MASK] , [SEP]",single-token,8.474248056891739,1.5808590927875796,-1.5808590927878454
39,39,pro,pros,plur,1,default,0.002567864023149,plural,plural,son,s,[MASK] pros [MASK],"[CLS] , [MASK] , pros , [MASK] , [SEP]",single-token,5.964680845043493,0.9091558670503188,-0.9091558670503197
41,41,pro,pro##s,plur,2,artificial,9.496707207290456e-05,plural,plural,son,s,[MASK] pro##s [MASK],"[CLS] , [MASK] , pro , ##s , [MASK] , [SEP]",single-token,9.26198033620568,1.2275547358397336,-1.2275547358395498
43,43,gro,gro,sing,1,default,0.0003892068634741,plural,plural,son,s,[MASK] gro [MASK],"[CLS] , [MASK] , gro , [MASK] , [SEP]",single-token,7.851399572982374,2.041319319366787,-2.0413193193667603
45,45,gro,gros,plur,1,default,0.0005028244922868,plural,plural,son,s,[MASK] gros [MASK],"[CLS] , [MASK] , gros , [MASK] , [SEP]",single-token,7.595269370646792,2.7101512917842827,-2.7101512917844555
47,47,gro,gro##s,plur,2,artificial,0.0020026469137519,plural,plural,son,s,[MASK] gro##s [MASK],"[CLS] , [MASK] , gro , ##s , [MASK] , [SEP]",single-token,6.213285516543334,0.28214507908821673,-0.2821450790882348
49,49,fa,fa,sing,1,default,1.177875583380228e-05,plural,plural,son,s,[MASK] fa [MASK],"[CLS] , [MASK] , fa , [MASK] , [SEP]",single-token,11.349213002143618,2.813261937412422,-2.8132619374123995
51,51,fa,fas,plur,1,default,0.0004439225594978,plural,plural,son,s,[MASK] fas [MASK],"[CLS] , [MASK] , fas , [MASK] , [SEP]",single-token,7.71986042628953,2.8532333018509135,-2.8532333018510765
53,53,fa,fa##s,plur,2,artificial,5.063134813099168e-05,plural,plural,son,s,[MASK] fa##s [MASK],"[CLS] , [MASK] , fa , ##s , [MASK] , [SEP]",single-token,9.890939645218806,1.7685079604684564,-1.7685079604681482
55,55,ro,ro,sing,1,default,0.000340176949976,plural,plural,son,s,[MASK] ro [MASK],"[CLS] , [MASK] , ro , [MASK] , [SEP]",single-token,7.986044634630651,2.218823424999832,-2.2188234249998513
57,57,ro,ros,plur,1,default,0.0013243157882243,plural,plural,son,s,[MASK] ros [MASK],"[CLS] , [MASK] , ros , [MASK] , [SEP]",single-token,6.626859339163027,0.767974806279133,-0.7679748062791419
59,59,ro,ro##s,plur,2,artificial,0.0019700923003256,plural,plural,son,s,[MASK] ro##s [MASK],"[CLS] , [MASK] , ro , ##s , [MASK] , [SEP]",single-token,6.229674884372632,1.2590837845007794,-1.2590837845007874
61,61,ho,ho,sing,1,default,0.0007131278980523,plural,plural,son,s,[MASK] ho [MASK],"[CLS] , [MASK] , ho , [MASK] , [SEP]",single-token,7.245849773479122,2.218678574099969,-2.218678574100012
63,63,ho,hos,plur,1,default,0.0005754281883127,plural,plural,son,s,[MASK] hos [MASK],"[CLS] , [MASK] , hos , [MASK] , [SEP]",single-token,7.460396118973414,1.7220267771090478,-1.722026777109214
65,65,ho,ho##s,plur,2,artificial,0.0018583450000733,plural,plural,son,s,[MASK] ho##s [MASK],"[CLS] , [MASK] , ho , ##s , [MASK] , [SEP]",single-token,6.288068972257414,0.9399537468058865,-0.9399537468058861
67,67,rea,rea,sing,1,default,0.000245524715865,plural,plural,son,s,[MASK] rea [MASK],"[CLS] , [MASK] , rea , [MASK] , [SEP]",single-token,8.312112940175842,2.6695403668721944,-2.6695403668723143
69,69,rea,reas,plur,1,default,0.0005120146088302,plural,plural,son,s,[MASK] reas [MASK],"[CLS] , [MASK] , reas , [MASK] , [SEP]",single-token,7.57715740046031,-0.313295470369928,0.31329547036993943
71,71,rea,rea##s,plur,2,artificial,0.0018426880706101,plural,plural,son,s,[MASK] rea##s [MASK],"[CLS] , [MASK] , rea , ##s , [MASK] , [SEP]",single-token,6.296529865508763,0.4228067524611463,-0.4228067524611631
73,73,pa,pa,sing,1,default,0.000120766540931,plural,plural,son,s,[MASK] pa [MASK],"[CLS] , [MASK] , pa , [MASK] , [SEP]",single-token,9.021651289876758,1.7449093876336992,-1.7449093876341832
75,75,pa,pas,plur,1,default,0.0001337545691058,plural,plural,son,s,[MASK] pas [MASK],"[CLS] , [MASK] , pas , [MASK] , [SEP]",single-token,8.91950401123293,2.443774739106119,-2.443774739106126
77,77,pa,pa##s,plur,2,artificial,0.0001939718495123,plural,plural,son,s,[MASK] pa##s [MASK],"[CLS] , [MASK] , pa , ##s , [MASK] , [SEP]",single-token,8.54779751503644,1.9563880212552966,-1.9563880212552962
79,79,ba,ba,sing,1,default,0.000358579942258,plural,plural,son,s,[MASK] ba [MASK],"[CLS] , [MASK] , ba , [MASK] , [SEP]",single-token,7.933358931826413,1.4806023775923505,-1.4806023775925403
81,81,ba,bas,plur,1,default,0.0001283892779611,plural,plural,son,s,[MASK] bas [MASK],"[CLS] , [MASK] , bas , [MASK] , [SEP]",single-token,8.960443675170964,1.643676689265276,-1.6436766892653045
83,83,ba,ba##s,plur,2,artificial,0.0009783153655007,plural,plural,son,s,[MASK] ba##s [MASK],"[CLS] , [MASK] , ba , ##s , [MASK] , [SEP]",single-token,6.929678480296166,1.0360111994419317,-1.0360111994419496
85,85,co,co,sing,1,default,0.0001308114733546,plural,plural,son,s,[MASK] co [MASK],"[CLS] , [MASK] , co , [MASK] , [SEP]",single-token,8.941753406009036,2.668255394967489,-2.6682553949681984
87,87,co,cos,plur,1,default,0.0006653119344264,plural,plural,son,s,[MASK] cos [MASK],"[CLS] , [MASK] , cos , [MASK] , [SEP]",single-token,7.315254552963936,1.4672312669383896,-1.4672312669384002
89,89,co,co##s,plur,2,artificial,0.0017733187414705,plural,plural,son,s,[MASK] co##s [MASK],"[CLS] , [MASK] , co , ##s , [MASK] , [SEP]",single-token,6.334902492824584,0.8674607998130739,-0.8674607998131044
91,91,to,to,sing,1,default,0.0006793068023398,plural,plural,son,s,[MASK] to [MASK],"[CLS] , [MASK] , to , [MASK] , [SEP]",single-token,7.294437688067926,0.2221122754611704,-0.2221122754611412
93,93,to,tos,plur,1,default,0.0028295356314629,plural,plural,son,s,[MASK] tos [MASK],"[CLS] , [MASK] , tos , [MASK] , [SEP]",single-token,5.867642668613156,0.2886523684570621,-0.28865236845705083
95,95,to,to##s,plur,2,artificial,0.0036378840450197,plural,plural,son,s,[MASK] to##s [MASK],"[CLS] , [MASK] , to , ##s , [MASK] , [SEP]",single-token,5.616353072670766,0.7173518987118976,-0.7173518987119026
97,97,ha,ha,sing,1,default,0.000449320214102,plural,plural,son,s,[MASK] ha [MASK],"[CLS] , [MASK] , ha , [MASK] , [SEP]",single-token,7.70777475268865,0.5259332998488429,-0.5259332998488719
99,99,ha,has,plur,1,default,0.0007769726216793,plural,plural,son,s,[MASK] has [MASK],"[CLS] , [MASK] , has , [MASK] , [SEP]",single-token,7.160105444151396,-0.5662804284396001,0.5662804284398102
101,101,ha,ha##s,plur,2,artificial,0.0012050247751176,plural,plural,son,s,[MASK] ha##s [MASK],"[CLS] , [MASK] , ha , ##s , [MASK] , [SEP]",single-token,6.72125515198728,0.9541597852706616,-0.9541597852706681
103,103,ca,ca,sing,1,default,4.835887739318423e-05,plural,plural,son,s,[MASK] ca [MASK],"[CLS] , [MASK] , ca , [MASK] , [SEP]",single-token,9.936860746027564,3.3508744488621254,-3.3508744488621125
105,105,ca,cas,plur,1,default,0.0001944371906574,plural,plural,son,s,[MASK] cas [MASK],"[CLS] , [MASK] , cas , [MASK] , [SEP]",single-token,8.545401374268884,1.9839654550806936,-1.9839654550810804
107,107,ca,ca##s,plur,2,artificial,0.0002074775256915,plural,plural,son,s,[MASK] ca##s [MASK],"[CLS] , [MASK] , ca , ##s , [MASK] , [SEP]",single-token,8.480487534079938,2.4504441736938656,-2.4504441736938394
109,109,ta,ta,sing,1,default,6.967517401790246e-05,plural,plural,son,s,[MASK] ta [MASK],"[CLS] , [MASK] , ta , [MASK] , [SEP]",single-token,9.571666487033504,2.754343981746829,-2.7543439817467714
111,111,ta,tas,plur,1,default,0.0018527540378272,plural,plural,son,s,[MASK] tas [MASK],"[CLS] , [MASK] , tas , [MASK] , [SEP]",single-token,6.291082077765458,0.7416931133742324,-0.7416931133742584
113,113,ta,ta##s,plur,2,artificial,0.0003647567355073,plural,plural,son,s,[MASK] ta##s [MASK],"[CLS] , [MASK] , ta , ##s , [MASK] , [SEP]",single-token,7.916279904638938,0.9369988500521034,-0.9369988500523727
115,115,so,so,sing,1,default,0.0008284464129246,plural,plural,son,s,[MASK] so [MASK],"[CLS] , [MASK] , so , [MASK] , [SEP]",single-token,7.095958402821728,2.0691069985265207,-2.069106998526602
117,117,so,sos,plur,1,default,0.0020043153781443,plural,plural,son,s,[MASK] sos [MASK],"[CLS] , [MASK] , sos , [MASK] , [SEP]",single-token,6.212452733818014,0.6710959109565264,-0.6710959109565581
119,119,so,so##s,plur,2,artificial,0.0025298420805484,plural,plural,son,s,[MASK] so##s [MASK],"[CLS] , [MASK] , so , ##s , [MASK] , [SEP]",single-token,5.979598396946411,0.9124965232221989,-0.9124965232221977
121,121,sea,sea,sing,1,default,8.902268746169284e-05,plural,plural,son,s,[MASK] sea [MASK],"[CLS] , [MASK] , sea , [MASK] , [SEP]",single-token,9.3266193054176,2.3271378811244423,-2.3271378811243815
123,123,sea,seas,plur,1,default,8.163829625118524e-05,plural,plural,son,s,[MASK] seas [MASK],"[CLS] , [MASK] , seas , [MASK] , [SEP]",single-token,9.41321208928516,2.143442599026736,-2.143442599026622
125,125,sea,sea##s,plur,2,artificial,0.004320453852415,plural,plural,son,s,[MASK] sea##s [MASK],"[CLS] , [MASK] , sea , ##s , [MASK] , [SEP]",single-token,5.44439482381495,0.5215983305551877,-0.5215983305551954
127,127,bo,bo,sing,1,default,0.0006149620166979,plural,plural,son,s,[MASK] bo [MASK],"[CLS] , [MASK] , bo , [MASK] , [SEP]",single-token,7.393950053531785,1.343180106524537,-1.3431801065246214
129,129,bo,bos,plur,1,default,0.000357525947038,plural,plural,son,s,[MASK] bos [MASK],"[CLS] , [MASK] , bos , [MASK] , [SEP]",single-token,7.93630261933644,2.414229449821681,-2.414229449821907
131,131,bo,bo##s,plur,2,artificial,0.0011897237272933,plural,plural,son,s,[MASK] bo##s [MASK],"[CLS] , [MASK] , bo , ##s , [MASK] , [SEP]",single-token,6.734034160750847,0.5316871659930884,-0.5316871659930971
133,133,vea,vea,sing,1,default,0.0001843714417191,plural,plural,son,s,[MASK] vea [MASK],"[CLS] , [MASK] , vea , [MASK] , [SEP]",single-token,8.598558130206944,1.8763970589718273,-1.8763970589719043
135,135,vea,veas,plur,1,default,0.0002778826747089,plural,plural,son,s,[MASK] veas [MASK],"[CLS] , [MASK] , veas , [MASK] , [SEP]",single-token,8.188311566775804,1.754404529255492,-1.7544045292556787
137,137,vea,vea##s,plur,2,artificial,0.0013989205472171,plural,plural,son,s,[MASK] vea##s [MASK],"[CLS] , [MASK] , vea , ##s , [MASK] , [SEP]",single-token,6.572054377465425,1.3220953782062796,-1.3220953782062903
139,139,tra,tra,sing,1,default,6.80880038999021e-05,plural,plural,son,s,[MASK] tra [MASK],"[CLS] , [MASK] , tra , [MASK] , [SEP]",single-token,9.594709514512235,2.2967333901745004,-2.2967333901743894
141,141,tra,tras,plur,1,default,0.000548152020201,plural,plural,son,s,[MASK] tras [MASK],"[CLS] , [MASK] , tras , [MASK] , [SEP]",single-token,7.508957900360984,0.5277738837188215,-0.5277738837189749
143,143,tra,tra##s,plur,2,artificial,4.654373333323747e-05,plural,plural,son,s,[MASK] tra##s [MASK],"[CLS] , [MASK] , tra , ##s , [MASK] , [SEP]",single-token,9.97511818557561,1.628594364697479,-1.6285943646972327
145,145,cla,cla,sing,1,default,0.0002588799688965,plural,plural,son,s,[MASK] cla [MASK],"[CLS] , [MASK] , cla , [MASK] , [SEP]",single-token,8.259146044240522,3.011364465042817,-3.0113644650428357
147,147,cla,clas,plur,1,default,0.0004381015605758,plural,plural,son,s,[MASK] clas [MASK],"[CLS] , [MASK] , clas , [MASK] , [SEP]",single-token,7.7330598010053935,2.997692544024267,-2.99769254402446
149,149,cla,cla##s,plur,2,artificial,0.0104074142873287,plural,plural,son,s,[MASK] cla##s [MASK],"[CLS] , [MASK] , cla , ##s , [MASK] , [SEP]",single-token,4.565236814592884,0.2467766507070941,-0.24677665070709365
151,151,po,po,sing,1,default,4.06817598559428e-05,plural,plural,son,s,[MASK] po [MASK],"[CLS] , [MASK] , po , [MASK] , [SEP]",single-token,10.10973072675743,2.2225194266001704,-2.2225194265999155
153,153,po,pos,plur,1,default,0.0012248759157955,plural,plural,son,s,[MASK] pos [MASK],"[CLS] , [MASK] , pos , [MASK] , [SEP]",single-token,6.704915733344063,1.6251249698353893,-1.625124969835432
155,155,po,po##s,plur,2,artificial,0.0019646116998046,plural,plural,son,s,[MASK] po##s [MASK],"[CLS] , [MASK] , po , ##s , [MASK] , [SEP]",single-token,6.232460661429895,-0.20257901587254246,0.20257901587255345
157,157,sa,sa,sing,1,default,0.000546044902876,plural,plural,son,s,[MASK] sa [MASK],"[CLS] , [MASK] , sa , [MASK] , [SEP]",single-token,7.512809345901198,2.402277483351569,-2.402277483351596
159,159,sa,sas,plur,1,default,0.0027283981908112,plural,plural,son,s,[MASK] sas [MASK],"[CLS] , [MASK] , sas , [MASK] , [SEP]",single-token,5.904040585279049,-0.23533537066106813,0.23533537066105295
161,161,sa,sa##s,plur,2,artificial,0.001274142996408,plural,plural,son,s,[MASK] sa##s [MASK],"[CLS] , [MASK] , sa , ##s , [MASK] , [SEP]",single-token,6.665481486052308,0.948772324458508,-0.9487723244585426
163,163,bra,bra,sing,1,default,0.0005162850138731,plural,plural,son,s,[MASK] bra [MASK],"[CLS] , [MASK] , bra , [MASK] , [SEP]",single-token,7.568851592505879,2.558175599716254,-2.558175599716311
165,165,bra,bras,plur,1,default,0.0006407262408174,plural,plural,son,s,[MASK] bras [MASK],"[CLS] , [MASK] , bras , [MASK] , [SEP]",single-token,7.352908273676866,0.27326249020233195,-0.27326249020230564
167,167,bra,bra##s,plur,2,artificial,0.0014551128260791,plural,plural,son,s,[MASK] bra##s [MASK],"[CLS] , [MASK] , bra , ##s , [MASK] , [SEP]",single-token,6.532671837668041,0.8648915061476146,-0.8648915061476214
169,169,cao,cao,sing,2,default,0.0002571472723502,plural,plural,son,s,[MASK] cao [MASK],"[CLS] , [MASK] , ca , ##o , [MASK] , [SEP]",single-token,8.265861593031701,2.8893699309898127,-2.8893699309900582
171,171,cao,caos,plur,1,default,0.001697305124253,plural,plural,son,s,[MASK] caos [MASK],"[CLS] , [MASK] , caos , [MASK] , [SEP]",single-token,6.378713506739875,2.3983922525489394,-2.398392252548959
173,173,cao,cao##s,plur,3,artificial,0.0013324284227564,plural,plural,son,s,[MASK] cao##s [MASK],"[CLS] , [MASK] , ca , ##o , ##s , [MASK] , [SEP]",single-token,6.620752119872504,1.58984522908208,-1.5898452290821379
175,175,fra,fra,sing,1,default,0.0002117628318956,plural,plural,son,s,[MASK] fra [MASK],"[CLS] , [MASK] , fra , [MASK] , [SEP]",single-token,8.460043626997276,2.464933837540415,-2.4649338375404595
177,177,fra,fras,plur,1,default,0.00014548303443,plural,plural,son,s,[MASK] fras [MASK],"[CLS] , [MASK] , fras , [MASK] , [SEP]",single-token,8.835451080006429,2.4648623052936136,-2.464862305294102
179,179,fra,fra##s,plur,2,artificial,0.0016994086327031,plural,plural,son,s,[MASK] fra##s [MASK],"[CLS] , [MASK] , fra , ##s , [MASK] , [SEP]",single-token,6.377474951554184,1.1200333414707906,-1.1200333414707988
181,181,vo,vo,sing,1,default,0.0002228110533906,plural,plural,son,s,[MASK] vo [MASK],"[CLS] , [MASK] , vo , [MASK] , [SEP]",single-token,8.409186439873276,2.781563795552816,-2.781563795552877
183,183,vo,vos,plur,1,default,0.0010221425909548,plural,plural,son,s,[MASK] vos [MASK],"[CLS] , [MASK] , vos , [MASK] , [SEP]",single-token,6.885854275450551,2.4531612409061063,-2.4531612409062027
185,185,vo,vo##s,plur,2,artificial,0.0013306017499417,plural,plural,son,s,[MASK] vo##s [MASK],"[CLS] , [MASK] , vo , ##s , [MASK] , [SEP]",single-token,6.622123995505009,1.4283280398288367,-1.4283280398288352
187,187,dio,dio,sing,1,default,0.000193022438907,plural,plural,son,s,[MASK] dio [MASK],"[CLS] , [MASK] , dio , [MASK] , [SEP]",single-token,8.552704112050323,1.3710751732245328,-1.3710751732248023
189,189,dio,dios,plur,1,default,0.0010675141820684,plural,plural,son,s,[MASK] dios [MASK],"[CLS] , [MASK] , dios , [MASK] , [SEP]",single-token,6.84242252763976,3.0422459383350438,-3.0422459383350478
191,191,dio,dio##s,plur,2,artificial,0.0116982031613588,plural,plural,son,s,[MASK] dio##s [MASK],"[CLS] , [MASK] , dio , ##s , [MASK] , [SEP]",single-token,4.448320024924657,-0.7606778164329517,0.7606778164329586
193,193,mo,mo,sing,1,default,0.0004305962356738,plural,plural,son,s,[MASK] mo [MASK],"[CLS] , [MASK] , mo , [MASK] , [SEP]",single-token,7.750339715120819,2.9836349607850536,-2.9836349607852224
195,195,mo,mos,plur,1,default,0.0059506269171833,plural,plural,son,s,[MASK] mos [MASK],"[CLS] , [MASK] , mos , [MASK] , [SEP]",single-token,5.124258700742516,0.0017569829955261795,-0.0017569829955288948
197,197,mo,mo##s,plur,2,artificial,0.0028310236521065,plural,plural,son,s,[MASK] mo##s [MASK],"[CLS] , [MASK] , mo , ##s , [MASK] , [SEP]",single-token,5.867116918204645,1.3705014537985072,-1.370501453798511
199,199,dia,dia,sing,1,default,0.0002552620717324,plural,plural,son,s,[MASK] dia [MASK],"[CLS] , [MASK] , dia , [MASK] , [SEP]",single-token,8.273219808277062,3.6947293193774486,-3.6947293193775668
201,201,dia,dias,plur,1,default,0.0045858519151806,plural,plural,son,s,[MASK] dias [MASK],"[CLS] , [MASK] , dias , [MASK] , [SEP]",single-token,5.384779385695627,0.020290826535926065,-0.020290826535933726
203,203,dia,dia##s,plur,2,artificial,0.0018869847990572,plural,plural,son,s,[MASK] dia##s [MASK],"[CLS] , [MASK] , dia , ##s , [MASK] , [SEP]",single-token,6.272775068241713,0.34806298119712675,-0.3480629811971282
205,205,na,na,sing,1,default,0.0003651232109405,plural,plural,son,s,[MASK] na [MASK],"[CLS] , [MASK] , na , [MASK] , [SEP]",single-token,7.915275697123191,2.432565693749992,-2.4325656937500097
207,207,na,nas,plur,1,default,0.0019832758698612,plural,plural,son,s,[MASK] nas [MASK],"[CLS] , [MASK] , nas , [MASK] , [SEP]",single-token,6.223005321691643,0.05506567846140076,-0.0550656784613867
209,209,na,na##s,plur,2,artificial,0.0020040839444845,plural,plural,son,s,[MASK] na##s [MASK],"[CLS] , [MASK] , na , ##s , [MASK] , [SEP]",single-token,6.212568208171451,0.7682074424591958,-0.7682074424592242
211,211,fo,fo,sing,1,default,0.0001180257968371,plural,plural,son,s,[MASK] fo [MASK],"[CLS] , [MASK] , fo , [MASK] , [SEP]",single-token,9.0446073401277,1.8557051849322077,-1.8557051849327122
213,213,fo,fos,plur,1,default,4.0353545045945793e-05,plural,plural,son,s,[MASK] fos [MASK],"[CLS] , [MASK] , fos , [MASK] , [SEP]",single-token,10.117831309711123,3.330590686944629,-3.3305906869445434
215,215,fo,fo##s,plur,2,artificial,0.0014868964208289,plural,plural,son,s,[MASK] fo##s [MASK],"[CLS] , [MASK] , fo , ##s , [MASK] , [SEP]",single-token,6.511064270400319,0.8409284873941987,-0.8409284873942385
217,217,ra,ra,sing,1,default,0.0001104760012822,plural,plural,son,s,[MASK] ra [MASK],"[CLS] , [MASK] , ra , [MASK] , [SEP]",single-token,9.110712243560414,2.6789159972943155,-2.6789159972944683
219,219,ra,ras,plur,1,default,0.0013514639576897,plural,plural,son,s,[MASK] ras [MASK],"[CLS] , [MASK] , ras , [MASK] , [SEP]",single-token,6.606566860979478,0.40076400190141115,-0.4007640019013696
221,221,ra,ra##s,plur,2,artificial,0.0011145144235342,plural,plural,son,s,[MASK] ra##s [MASK],"[CLS] , [MASK] , ra , ##s , [MASK] , [SEP]",single-token,6.799336463513458,1.2108850547855194,-1.2108850547855787
223,223,do,do,sing,1,default,0.0018275337060913,plural,plural,son,s,[MASK] do [MASK],"[CLS] , [MASK] , do , [MASK] , [SEP]",single-token,6.304787922684793,1.0646753824347845,-1.064675382434805
225,225,do,dos,plur,1,default,0.0144727183505892,plural,plural,son,s,[MASK] dos [MASK],"[CLS] , [MASK] , dos , [MASK] , [SEP]",single-token,4.235489894849799,-0.7430371926268826,0.7430371926268882
227,227,do,do##s,plur,2,artificial,0.0004648363392334,plural,plural,son,s,[MASK] do##s [MASK],"[CLS] , [MASK] , do , ##s , [MASK] , [SEP]",single-token,7.6738251729666525,2.008875340060981,-2.008875340061051
229,229,bla,bla,sing,1,default,0.0001246308383997,plural,plural,son,s,[MASK] bla [MASK],"[CLS] , [MASK] , bla , [MASK] , [SEP]",single-token,8.990154483038346,2.378191569147905,-2.378191569148265
231,231,bla,blas,plur,1,default,0.0011606139596551,plural,plural,son,s,[MASK] blas [MASK],"[CLS] , [MASK] , blas , [MASK] , [SEP]",single-token,6.758806138315975,1.5920734023205325,-1.5920734023205831
233,233,bla,bla##s,plur,2,artificial,0.0008553016814403,plural,plural,son,s,[MASK] bla##s [MASK],"[CLS] , [MASK] , bla , ##s , [MASK] , [SEP]",single-token,7.064056307472392,0.9682217416543599,-0.9682217416543768
235,235,lo,lo,sing,1,default,0.0060333823785185,plural,plural,son,s,[MASK] lo [MASK],"[CLS] , [MASK] , lo , [MASK] , [SEP]",single-token,5.110447500375278,1.5874142391624368,-1.587414239162449
237,237,lo,los,plur,1,default,0.0036206690128892,plural,plural,son,s,[MASK] los [MASK],"[CLS] , [MASK] , los , [MASK] , [SEP]",single-token,5.621096460029352,-0.5448785165871284,0.5448785165871344
239,239,lo,lo##s,plur,2,artificial,0.0173234120011329,plural,plural,son,s,[MASK] lo##s [MASK],"[CLS] , [MASK] , lo , ##s , [MASK] , [SEP]",single-token,4.055696397493413,-0.5386075316500261,0.5386075316500294
241,241,la,la,sing,1,default,0.000148019840708,plural,plural,son,s,[MASK] la [MASK],"[CLS] , [MASK] , la , [MASK] , [SEP]",single-token,8.818164234347387,2.063375054158586,-2.0633750541585707
243,243,la,las,plur,1,default,0.0011845531407743,plural,plural,son,s,[MASK] las [MASK],"[CLS] , [MASK] , las , [MASK] , [SEP]",single-token,6.738389671906704,-0.6155256866239114,0.6155256866239106
245,245,la,la##s,plur,2,artificial,0.002480226336047,plural,plural,son,s,[MASK] la##s [MASK],"[CLS] , [MASK] , la , ##s , [MASK] , [SEP]",single-token,5.999405458434499,0.07301083289511734,-0.07301083289511168
247,247,ma,ma,sing,1,default,0.0002769498678389,plural,plural,son,s,[MASK] ma [MASK],"[CLS] , [MASK] , ma , [MASK] , [SEP]",single-token,8.19167405068696,1.910671735231178,-1.910671735231499
249,249,ma,mas,plur,1,default,0.0007623906130902,plural,plural,son,s,[MASK] mas [MASK],"[CLS] , [MASK] , mas , [MASK] , [SEP]",single-token,7.1790515180161245,2.1918372095158762,-2.1918372095159264
251,251,ma,ma##s,plur,2,artificial,0.0004553330945782,plural,plural,son,s,[MASK] ma##s [MASK],"[CLS] , [MASK] , ma , ##s , [MASK] , [SEP]",single-token,7.694481330854122,1.6743794171895718,-1.6743794171896322
