,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
55,55,physoo,physoo,sing,4,default,0.0006618319894187,plural,plural,son,s,El physoo [MASK],"[CLS] , El , p , ##hy , ##so , ##o , [MASK] , [SEP]",nonmorphemic,7.320498826656871,4.278789470678154,-4.278789470678177
57,57,physoo,physoos,plur,4,default,0.1562540233135223,plural,plural,son,s,Los physoos [MASK],"[CLS] , Los , p , ##hy , ##so , ##os , [MASK] , [SEP]",nonmorphemic,1.8562722414905883,-6.514034688131831,6.514034688131956
59,59,physoo,physoo##s,plur,5,artificial,0.1321963965892791,plural,plural,son,s,Los physoo##s [MASK],"[CLS] , Los , p , ##hy , ##so , ##o , ##s , [MASK] , [SEP]",nonmorphemic,2.0234666092032145,-5.918558159509013,5.918558159509239
61,61,cheia,cheia,sing,2,default,0.0001178122038254,plural,plural,son,s,La cheia [MASK],"[CLS] , La , che , ##ia , [MASK] , [SEP]",nonmorphemic,9.046418694273529,3.977267281037288,-3.977267281037718
63,63,cheia,cheias,plur,2,default,0.0129291508346796,plural,plural,son,s,Las cheias [MASK],"[CLS] , Las , che , ##ias , [MASK] , [SEP]",nonmorphemic,4.348270762393706,-5.202691098783759,5.202691098783757
65,65,cheia,cheia##s,plur,3,artificial,0.0163090471178293,plural,plural,son,s,Las cheia##s [MASK],"[CLS] , Las , che , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,4.116035287242346,-5.188113191082662,5.18811319108266
67,67,chroo,chroo,sing,3,default,0.0003918302245438,plural,plural,son,s,El chroo [MASK],"[CLS] , El , ch , ##ro , ##o , [MASK] , [SEP]",nonmorphemic,7.8446819126425344,3.5836858983923516,-3.583685898392373
69,69,chroo,chroos,plur,3,default,0.0636252760887146,plural,plural,son,s,Los chroos [MASK],"[CLS] , Los , ch , ##ro , ##os , [MASK] , [SEP]",nonmorphemic,2.754744464809044,-5.7490624389329135,5.7490624389330485
71,71,chroo,chroo##s,plur,4,artificial,0.055543016642332,plural,plural,son,s,Los chroo##s [MASK],"[CLS] , Los , ch , ##ro , ##o , ##s , [MASK] , [SEP]",nonmorphemic,2.890597483808364,-6.0875807553632,6.087580755363497
73,73,knua,knua,sing,3,default,0.0004286386538296,plural,plural,son,s,La knua [MASK],"[CLS] , La , k , ##nu , ##a , [MASK] , [SEP]",nonmorphemic,7.754896292734465,4.107156260935182,-4.1071562609353975
75,75,knua,knuas,plur,3,default,0.0550889819860458,plural,plural,son,s,Las knuas [MASK],"[CLS] , Las , k , ##nu , ##as , [MASK] , [SEP]",nonmorphemic,2.8988055467743368,-3.482385143847736,3.482385143847791
77,77,knua,knua##s,plur,4,artificial,0.0568063147366046,plural,plural,son,s,Las knua##s [MASK],"[CLS] , Las , k , ##nu , ##a , ##s , [MASK] , [SEP]",nonmorphemic,2.8681077844942835,-3.3138638043808553,3.313863804380876
79,79,schraa,schraa,sing,4,default,0.0001479958737036,plural,plural,son,s,La schraa [MASK],"[CLS] , La , s , ##ch , ##ra , ##a , [MASK] , [SEP]",nonmorphemic,8.818326164969761,4.088782716425175,-4.088782716425318
81,81,schraa,schraas,plur,4,default,0.021649220958352,plural,plural,son,s,Las schraas [MASK],"[CLS] , Las , s , ##ch , ##ra , ##as , [MASK] , [SEP]",nonmorphemic,3.8327858086289983,-3.849847326133317,3.8498473261334714
83,83,schraa,schraa##s,plur,5,artificial,0.0337953753769397,plural,plural,son,s,Las schraa##s [MASK],"[CLS] , Las , s , ##ch , ##ra , ##a , ##s , [MASK] , [SEP]",nonmorphemic,3.38743130902177,-3.648123732529465,3.6481237325294686
85,85,smoa,smoa,sing,3,default,0.0001491237635491,plural,plural,son,s,La smoa [MASK],"[CLS] , La , s , ##mo , ##a , [MASK] , [SEP]",nonmorphemic,8.810733968952627,4.8618526593959315,-4.861852659396206
87,87,smoa,smoas,plur,3,default,0.0325629487633705,plural,plural,son,s,Las smoas [MASK],"[CLS] , Las , s , ##mo , ##as , [MASK] , [SEP]",nonmorphemic,3.424580177962887,-4.128338848515352,4.128338848515528
89,89,smoa,smoa##s,plur,4,artificial,0.0788794234395027,plural,plural,son,s,Las smoa##s [MASK],"[CLS] , Las , s , ##mo , ##a , ##s , [MASK] , [SEP]",nonmorphemic,2.5398348780514035,-3.5551037000337256,3.555103700033747
91,91,shreia,shreia,sing,3,default,0.0002558210107963,plural,plural,son,s,La shreia [MASK],"[CLS] , La , sh , ##re , ##ia , [MASK] , [SEP]",nonmorphemic,8.27103253459939,3.799469921451961,-3.79946992145216
93,93,shreia,shreias,plur,3,default,0.0657017156481742,plural,plural,son,s,Las shreias [MASK],"[CLS] , Las , sh , ##re , ##ias , [MASK] , [SEP]",nonmorphemic,2.722630240466093,-6.700633101123063,6.700633101123061
95,95,shreia,shreia##s,plur,4,artificial,0.0816723704338073,plural,plural,son,s,Las shreia##s [MASK],"[CLS] , Las , sh , ##re , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,2.505039517497741,-6.5590094869984625,6.559009486999162
97,97,mcdaio,mcdaio,sing,4,default,0.0003006097686011,plural,plural,son,s,El mcdaio [MASK],"[CLS] , El , m , ##c , ##da , ##io , [MASK] , [SEP]",nonmorphemic,8.109697584163655,5.43352363160475,-5.433523631604864
99,99,mcdaio,mcdaios,plur,4,default,0.0854442343115806,plural,plural,son,s,Los mcdaios [MASK],"[CLS] , Los , m , ##c , ##da , ##ios , [MASK] , [SEP]",nonmorphemic,2.4598913461080305,-4.116256234148057,4.11625623414808
101,101,mcdaio,mcdaio##s,plur,5,artificial,0.1390014588832855,plural,plural,son,s,Los mcdaio##s [MASK],"[CLS] , Los , m , ##c , ##da , ##io , ##s , [MASK] , [SEP]",nonmorphemic,1.973270850343318,-4.405450818440986,4.4054508184410075
103,103,chuo,chuo,sing,2,default,0.0002380614023422,plural,plural,son,s,El chuo [MASK],"[CLS] , El , chu , ##o , [MASK] , [SEP]",nonmorphemic,8.34298192453248,3.7741670435463464,-3.774167043546682
105,105,chuo,chuos,plur,2,default,0.0315122902393341,plural,plural,son,s,Los chuos [MASK],"[CLS] , Los , chu , ##os , [MASK] , [SEP]",nonmorphemic,3.457377642917572,-4.734224951163219,4.734224951163235
107,107,chuo,chuo##s,plur,3,artificial,0.0399896688759326,plural,plural,son,s,Los chuo##s [MASK],"[CLS] , Los , chu , ##o , ##s , [MASK] , [SEP]",nonmorphemic,3.2191341363294166,-5.296642291332142,5.296642291332214
109,109,scroa,scroa,sing,3,default,0.00036352101597,plural,plural,son,s,La scroa [MASK],"[CLS] , La , s , ##cro , ##a , [MASK] , [SEP]",nonmorphemic,7.9196734470635075,4.413393023019749,-4.413393023019849
111,111,scroa,scroas,plur,3,default,0.0399910062551498,plural,plural,son,s,Las scroas [MASK],"[CLS] , Las , s , ##cro , ##as , [MASK] , [SEP]",nonmorphemic,3.2191006937705717,-4.5324945426565435,4.532494542656719
113,113,scroa,scroa##s,plur,4,artificial,0.0989507511258125,plural,plural,son,s,Las scroa##s [MASK],"[CLS] , Las , s , ##cro , ##a , ##s , [MASK] , [SEP]",nonmorphemic,2.313133015999134,-4.022449955755976,4.022449955755978
115,115,rao,rao,sing,2,default,0.0009151039994321,plural,plural,son,s,El rao [MASK],"[CLS] , El , ra , ##o , [MASK] , [SEP]",nonmorphemic,6.996472838566014,3.5289148913950488,-3.528914891395131
117,117,rao,raos,plur,2,default,0.0730358213186264,plural,plural,son,s,Los raos [MASK],"[CLS] , Los , ra , ##os , [MASK] , [SEP]",nonmorphemic,2.616805255194208,-4.179042796375475,4.179042796375558
119,119,rao,rao##s,plur,3,artificial,0.0613687075674533,plural,plural,son,s,Los rao##s [MASK],"[CLS] , Los , ra , ##o , ##s , [MASK] , [SEP]",nonmorphemic,2.7908552224826453,-3.6906972453268603,3.690697245326882
121,121,sqeia,sqeia,sing,4,default,0.0002545257448218,plural,plural,son,s,La sqeia [MASK],"[CLS] , La , s , ##q , ##ei , ##a , [MASK] , [SEP]",nonmorphemic,8.276108568654204,4.153734259047512,-4.153734259047806
123,123,sqeia,sqeias,plur,4,default,0.0170277077704668,plural,plural,son,s,Las sqeias [MASK],"[CLS] , Las , s , ##q , ##ei , ##as , [MASK] , [SEP]",nonmorphemic,4.072913392869697,-3.8307304402041886,3.8307304402043227
125,125,sqeia,sqeia##s,plur,5,artificial,0.0431721620261669,plural,plural,son,s,Las sqeia##s [MASK],"[CLS] , Las , s , ##q , ##ei , ##a , ##s , [MASK] , [SEP]",nonmorphemic,3.142559388987839,-4.121185750682153,4.121185750682159
127,127,khia,khia,sing,3,default,0.0005447274888865,plural,plural,son,s,La khia [MASK],"[CLS] , La , k , ##hi , ##a , [MASK] , [SEP]",nonmorphemic,7.515224908744537,4.206315926272767,-4.206315926272884
129,129,khia,khias,plur,3,default,0.1249792352318763,plural,plural,son,s,Las khias [MASK],"[CLS] , Las , k , ##hi , ##as , [MASK] , [SEP]",nonmorphemic,2.0796076736239724,-4.710260827404072,4.710260827404088
131,131,khia,khia##s,plur,4,artificial,0.1039814203977584,plural,plural,son,s,Las khia##s [MASK],"[CLS] , Las , k , ##hi , ##a , ##s , [MASK] , [SEP]",nonmorphemic,2.263543045822133,-4.671561159105497,4.671561159105571
133,133,hyaia,hyaia,sing,3,default,0.0001016110109048,plural,plural,son,s,La hyaia [MASK],"[CLS] , La , h , ##ya , ##ia , [MASK] , [SEP]",nonmorphemic,9.19435865364392,4.238134358367566,-4.238134358368431
135,135,hyaia,hyaias,plur,3,default,0.0156279895454645,plural,plural,son,s,Las hyaias [MASK],"[CLS] , Las , h , ##ya , ##ias , [MASK] , [SEP]",nonmorphemic,4.158691770751367,-5.410766648702395,5.410766648702394
137,137,hyaia,hyaia##s,plur,4,artificial,0.0132248206064105,plural,plural,son,s,Las hyaia##s [MASK],"[CLS] , Las , h , ##ya , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,4.325659866062441,-4.684612340813505,4.684612340813739
139,139,phea,phea,sing,3,default,0.0003081029572058,plural,plural,son,s,La phea [MASK],"[CLS] , La , p , ##he , ##a , [MASK] , [SEP]",nonmorphemic,8.085076554206328,4.630206104914505,-4.630206104914657
141,141,phea,pheas,plur,3,default,0.063543751835823,plural,plural,son,s,Las pheas [MASK],"[CLS] , Las , p , ##he , ##as , [MASK] , [SEP]",nonmorphemic,2.756026605050109,-4.854829799116091,4.854829799116106
143,143,phea,phea##s,plur,4,artificial,0.1027987524867057,plural,plural,son,s,Las phea##s [MASK],"[CLS] , Las , p , ##he , ##a , ##s , [MASK] , [SEP]",nonmorphemic,2.274982061378035,-4.47078238171791,4.4707823817179095
145,145,hydro,hydro,sing,3,default,0.0007413785206153,plural,plural,son,s,El hydro [MASK],"[CLS] , El , h , ##yd , ##ro , [MASK] , [SEP]",nonmorphemic,7.206999239052,4.400503263627711,-4.4005032636278445
147,147,hydro,hydros,plur,3,default,0.063893549144268,plural,plural,son,s,Los hydros [MASK],"[CLS] , Los , h , ##yd , ##ros , [MASK] , [SEP]",nonmorphemic,2.750536875053553,-7.021411039380766,7.021411039380765
149,149,hydro,hydro##s,plur,4,artificial,0.0896059200167656,plural,plural,son,s,Los hydro##s [MASK],"[CLS] , Los , h , ##yd , ##ro , ##s , [MASK] , [SEP]",nonmorphemic,2.412333889568198,-6.922170573934552,6.922170573934553
151,151,pfeia,pfeia,sing,3,default,0.000137481605634,plural,plural,son,s,La pfeia [MASK],"[CLS] , La , p , ##fe , ##ia , [MASK] , [SEP]",nonmorphemic,8.892020427013211,4.448672238831955,-4.448672238832633
153,153,pfeia,pfeias,plur,3,default,0.0438348799943923,plural,plural,son,s,Las pfeias [MASK],"[CLS] , Las , p , ##fe , ##ias , [MASK] , [SEP]",nonmorphemic,3.1273254316117574,-4.9902840938331146,4.990284093833402
155,155,pfeia,pfeia##s,plur,4,artificial,0.0402842126786708,plural,plural,son,s,Las pfeia##s [MASK],"[CLS] , Las , p , ##fe , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,3.2117956317277288,-5.266738873555031,5.266738873555327
157,157,symbea,symbea,sing,4,default,8.714680006960407e-05,plural,plural,son,s,La symbea [MASK],"[CLS] , La , s , ##y , ##mb , ##ea , [MASK] , [SEP]",nonmorphemic,9.347916504175457,4.824353189534628,-4.824353189534622
159,159,symbea,symbeas,plur,4,default,0.0494806841015815,plural,plural,son,s,Las symbeas [MASK],"[CLS] , Las , s , ##y , ##mb , ##eas , [MASK] , [SEP]",nonmorphemic,3.0061729057332647,-5.662999197620498,5.662999197620675
161,161,symbea,symbea##s,plur,5,artificial,0.0881309956312179,plural,plural,son,s,Las symbea##s [MASK],"[CLS] , Las , s , ##y , ##mb , ##ea , ##s , [MASK] , [SEP]",nonmorphemic,2.4289309846324647,-5.682072531349331,5.68207253134959
163,163,giao,giao,sing,3,default,0.0003681380476336,plural,plural,son,s,El giao [MASK],"[CLS] , El , gi , ##a , ##o , [MASK] , [SEP]",nonmorphemic,7.907052560699418,3.1615143264987946,-3.161514326499041
165,165,giao,giaos,plur,3,default,0.0418434739112854,plural,plural,son,s,Los giaos [MASK],"[CLS] , Los , gi , ##a , ##os , [MASK] , [SEP]",nonmorphemic,3.173819434199738,-5.188105589290368,5.188105589290571
167,167,giao,giao##s,plur,4,artificial,0.0403366833925247,plural,plural,son,s,Los giao##s [MASK],"[CLS] , Los , gi , ##a , ##o , ##s , [MASK] , [SEP]",nonmorphemic,3.2104939661839453,-5.681077984914948,5.681077984915174
169,169,mea,mea,sing,2,default,7.973777974257246e-05,plural,plural,son,s,La mea [MASK],"[CLS] , La , me , ##a , [MASK] , [SEP]",nonmorphemic,9.43676706010861,3.7293376372313833,-3.729337637231369
171,171,mea,meas,plur,2,default,0.0049195908941328,plural,plural,son,s,Las meas [MASK],"[CLS] , Las , me , ##as , [MASK] , [SEP]",nonmorphemic,5.31452990353422,-3.8925304928090085,3.8925304928099784
173,173,mea,mea##s,plur,3,artificial,0.0105141457170248,plural,plural,son,s,Las mea##s [MASK],"[CLS] , Las , me , ##a , ##s , [MASK] , [SEP]",nonmorphemic,4.555033717348144,-2.3097872726518114,2.3097872726518895
175,175,smaia,smaia,sing,3,default,0.0001008876861305,plural,plural,son,s,La smaia [MASK],"[CLS] , La , s , ##ma , ##ia , [MASK] , [SEP]",nonmorphemic,9.201502678383353,4.414615531324687,-4.414615531325574
177,177,smaia,smaias,plur,3,default,0.0314154103398323,plural,plural,son,s,Las smaias [MASK],"[CLS] , Las , s , ##ma , ##ias , [MASK] , [SEP]",nonmorphemic,3.460456731304772,-4.955728593382222,4.955728593382641
179,179,smaia,smaia##s,plur,4,artificial,0.0197496563196182,plural,plural,son,s,Las smaia##s [MASK],"[CLS] , Las , s , ##ma , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,3.9246191893247326,-4.123365430552938,4.123365430553215
181,181,kheo,kheo,sing,3,default,0.0012165724765509,plural,plural,son,s,El kheo [MASK],"[CLS] , El , k , ##he , ##o , [MASK] , [SEP]",nonmorphemic,6.711717819586138,3.742713973564268,-3.7427139735642974
183,183,kheo,kheos,plur,3,default,0.0610386729240417,plural,plural,son,s,Los kheos [MASK],"[CLS] , Los , k , ##he , ##os , [MASK] , [SEP]",nonmorphemic,2.796247633329404,-3.68704029482777,3.6870402948278107
185,185,kheo,kheo##s,plur,4,artificial,0.0794731378555297,plural,plural,son,s,Los kheo##s [MASK],"[CLS] , Los , k , ##he , ##o , ##s , [MASK] , [SEP]",nonmorphemic,2.5323362030287573,-4.8149471773507875,4.814947177350841
187,187,blaia,blaia,sing,2,default,4.71820130769629e-05,plural,plural,son,s,La blaia [MASK],"[CLS] , La , bla , ##ia , [MASK] , [SEP]",nonmorphemic,9.961497816879676,4.8606715508222536,-4.8606715508222464
189,189,blaia,blaias,plur,2,default,0.0161140635609626,plural,plural,son,s,Las blaias [MASK],"[CLS] , Las , bla , ##ias , [MASK] , [SEP]",nonmorphemic,4.128062875178993,-4.047869690267974,4.0478696902681515
191,191,blaia,blaia##s,plur,3,artificial,0.0040477435104548,plural,plural,son,s,Las blaia##s [MASK],"[CLS] , Las , bla , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,5.509595711046207,-3.3500928821426603,3.3500928821431324
193,193,mcfoa,mcfoa,sing,4,default,7.066097896313295e-05,plural,plural,son,s,La mcfoa [MASK],"[CLS] , La , m , ##c , ##fo , ##a , [MASK] , [SEP]",nonmorphemic,9.557617061570332,5.637922341381003,-5.637922341381003
195,195,mcfoa,mcfoas,plur,4,default,0.0231008026748895,plural,plural,son,s,Las mcfoas [MASK],"[CLS] , Las , m , ##c , ##fo , ##as , [MASK] , [SEP]",nonmorphemic,3.767887914227364,-3.810317402056535,3.8103174020565667
197,197,mcfoa,mcfoa##s,plur,5,artificial,0.0457779765129089,plural,plural,son,s,Las mcfoa##s [MASK],"[CLS] , Las , m , ##c , ##fo , ##a , ##s , [MASK] , [SEP]",nonmorphemic,3.0839521656768447,-3.0920835469051893,3.0920835469052297
199,199,swia,swia,sing,3,default,0.0010505112586542,plural,plural,son,s,La swia [MASK],"[CLS] , La , s , ##w , ##ia , [MASK] , [SEP]",nonmorphemic,6.858478320312284,3.970879144313352,-3.970879144313444
201,201,swia,swias,plur,3,default,0.1427515745162964,plural,plural,son,s,Las swias [MASK],"[CLS] , Las , s , ##w , ##ias , [MASK] , [SEP]",nonmorphemic,1.9466494006203567,-3.2739410931252446,3.2739410931252557
203,203,swia,swia##s,plur,4,artificial,0.1031252741813659,plural,plural,son,s,Las swia##s [MASK],"[CLS] , Las , s , ##w , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,2.2718107756024293,-2.7124872437632015,2.7124872437632015
205,205,kho,kho,sing,2,default,0.000495497661177,plural,plural,son,s,El kho [MASK],"[CLS] , El , k , ##ho , [MASK] , [SEP]",nonmorphemic,7.609947924332376,3.961748094871004,-3.961748094871141
207,207,kho,khos,plur,2,default,0.0637721121311187,plural,plural,son,s,Los khos [MASK],"[CLS] , Los , k , ##hos , [MASK] , [SEP]",nonmorphemic,2.752439298125844,-2.9596123983000533,2.959612398300055
209,209,kho,kho##s,plur,3,artificial,0.0546411126852035,plural,plural,son,s,Los kho##s [MASK],"[CLS] , Los , k , ##ho , ##s , [MASK] , [SEP]",nonmorphemic,2.9069686999956934,-3.5365290506077507,3.536529050607809
211,211,swea,swea,sing,3,default,0.0010334940161556,plural,plural,son,s,La swea [MASK],"[CLS] , La , s , ##w , ##ea , [MASK] , [SEP]",nonmorphemic,6.874809968742521,4.077907678898949,-4.07790767889895
213,213,swea,sweas,plur,3,default,0.1460264325141906,plural,plural,son,s,Las sweas [MASK],"[CLS] , Las , s , ##w , ##eas , [MASK] , [SEP]",nonmorphemic,1.9239676290426555,-3.0417647724769523,3.0417647724769625
215,215,swea,swea##s,plur,4,artificial,0.0901187062263488,plural,plural,son,s,Las swea##s [MASK],"[CLS] , Las , s , ##w , ##ea , ##s , [MASK] , [SEP]",nonmorphemic,2.4066275196424387,-2.4233594096044326,2.423359409604439
217,217,meia,meia,sing,2,default,7.981706585269421e-05,plural,plural,son,s,La meia [MASK],"[CLS] , La , me , ##ia , [MASK] , [SEP]",nonmorphemic,9.435773218569643,3.5939717685456074,-3.59397176854559
219,219,meia,meias,plur,2,default,0.0160434618592262,plural,plural,son,s,Las meias [MASK],"[CLS] , Las , me , ##ias , [MASK] , [SEP]",nonmorphemic,4.132453873195935,-3.0370960368016338,3.037096036801697
221,221,meia,meia##s,plur,3,artificial,0.0029499121010303,plural,plural,son,s,Las meia##s [MASK],"[CLS] , Las , me , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,5.825979905335225,-2.568104696783503,2.568104696783535
223,223,psychuo,psychuo,sing,4,default,0.0003495981800369,plural,plural,son,s,El psychuo [MASK],"[CLS] , El , ps , ##y , ##chu , ##o , [MASK] , [SEP]",nonmorphemic,7.958726120040289,4.4516014852369885,-4.4516014852372505
225,225,psychuo,psychuos,plur,4,default,0.0704889148473739,plural,plural,son,s,Los psychuos [MASK],"[CLS] , Los , ps , ##y , ##chu , ##os , [MASK] , [SEP]",nonmorphemic,2.652299817734284,-6.493296670076487,6.49329667007682
227,227,psychuo,psychuo##s,plur,5,artificial,0.0729374140501022,plural,plural,son,s,Los psychuo##s [MASK],"[CLS] , Los , ps , ##y , ##chu , ##o , ##s , [MASK] , [SEP]",nonmorphemic,2.6181535473408246,-6.525925593421752,6.525925593422433
229,229,tho,tho,sing,2,default,0.0010120932711288,plural,plural,son,s,El tho [MASK],"[CLS] , El , th , ##o , [MASK] , [SEP]",nonmorphemic,6.895734547216741,3.5765886261937325,-3.5765886261937627
231,231,tho,thos,plur,2,default,0.1285868287086486,plural,plural,son,s,Los thos [MASK],"[CLS] , Los , th , ##os , [MASK] , [SEP]",nonmorphemic,2.051150893041008,-4.891175743348935,4.891175743348939
233,233,tho,tho##s,plur,3,artificial,0.0915419459342956,plural,plural,son,s,Los tho##s [MASK],"[CLS] , Los , th , ##o , ##s , [MASK] , [SEP]",nonmorphemic,2.390957986234106,-4.393563869217078,4.3935638692170915
235,235,pluo,pluo,sing,2,default,0.0005287629319354,plural,plural,son,s,El pluo [MASK],"[CLS] , El , plu , ##o , [MASK] , [SEP]",nonmorphemic,7.544970370341659,4.02529051432471,-4.025290514324876
237,237,pluo,pluos,plur,2,default,0.0390366874635219,plural,plural,son,s,Los pluos [MASK],"[CLS] , Los , plu , ##os , [MASK] , [SEP]",nonmorphemic,3.2432533708445206,-4.160409513318163,4.160409513318244
