,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,article_probs,article_number,article_type,article,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
33,33,spia,spias,plur,2,default,0.0002809909638017,plural,indefinite,Unas,s,[MASK] spias,"[CLS] , [MASK] , sp , ##ias , [SEP]",nonmorphemic,8.177188046436761,-1.8174257346383396,1.817425734638191
35,35,spia,spia##s,plur,3,artificial,9.52210757532157e-05,plural,indefinite,Unas,s,[MASK] spia##s,"[CLS] , [MASK] , sp , ##ia , ##s , [SEP]",nonmorphemic,9.259309256706418,1.1588649029915796,-1.158864902991383
37,37,splio,splio,sing,2,default,0.0004448225663509,plural,definite,Los,s,[MASK] splio,"[CLS] , [MASK] , sp , ##lio , [SEP]",nonmorphemic,7.7178350826122,3.1124930304892118,-3.1124930304892597
39,39,splio,splios,plur,2,default,0.0210165996104478,plural,definite,Los,s,[MASK] splios,"[CLS] , [MASK] , sp , ##lios , [SEP]",nonmorphemic,3.862442695865445,-4.105759166399237,4.105759166399437
41,41,splio,splio##s,plur,3,artificial,0.002712927525863,plural,definite,Los,s,[MASK] splio##s,"[CLS] , [MASK] , sp , ##lio , ##s , [SEP]",nonmorphemic,5.909726959313817,-0.7846623351678019,0.7846623351678444
43,43,splio,splio,sing,2,default,2.924791715486208e-06,plural,indefinite,Unos,s,[MASK] splio,"[CLS] , [MASK] , sp , ##lio , [SEP]",nonmorphemic,12.742287288196676,6.5079069007822845,-6.5079069007822765
45,45,splio,splios,plur,2,default,0.0001365828793495,plural,indefinite,Unos,s,[MASK] splios,"[CLS] , [MASK] , sp , ##lios , [SEP]",nonmorphemic,8.898578952872985,-0.44615111338764457,0.4461511133869892
47,47,splio,splio##s,plur,3,artificial,7.535567419836298e-06,plural,indefinite,Unos,s,[MASK] splio##s,"[CLS] , [MASK] , sp , ##lio , ##s , [SEP]",nonmorphemic,11.795876424164154,3.3008298742285085,-3.30082987422843
49,49,spreo,spreo,sing,2,default,0.0001868439139798,plural,definite,Los,s,[MASK] spreo,"[CLS] , [MASK] , sp , ##reo , [SEP]",nonmorphemic,8.58523697425269,2.568456645716286,-2.5684566457164233
51,51,spreo,spreos,plur,2,default,0.0174270514398813,plural,definite,Los,s,[MASK] spreos,"[CLS] , [MASK] , sp , ##reos , [SEP]",nonmorphemic,4.049731599573248,-3.7853388322647046,3.785338832264822
53,53,spreo,spreo##s,plur,3,artificial,0.0007977149216458,plural,definite,Los,s,[MASK] spreo##s,"[CLS] , [MASK] , sp , ##reo , ##s , [SEP]",nonmorphemic,7.133759265385587,0.314478970160593,-0.31447897016057763
55,55,spreo,spreo,sing,2,default,8.416896548624209e-07,plural,indefinite,Unos,s,[MASK] spreo,"[CLS] , [MASK] , sp , ##reo , [SEP]",nonmorphemic,13.98785447157022,6.88446092561898,-6.884460925618943
57,57,spreo,spreos,plur,2,default,0.0001622750860406,plural,indefinite,Unos,s,[MASK] spreos,"[CLS] , [MASK] , sp , ##reos , [SEP]",nonmorphemic,8.72621760083007,-0.05456354256800999,0.054563542568371384
59,59,spreo,spreo##s,plur,3,artificial,2.263205260533141e-06,plural,indefinite,Unos,s,[MASK] spreo##s,"[CLS] , [MASK] , sp , ##reo , ##s , [SEP]",nonmorphemic,12.998728492583378,5.032542193406304,-5.032542193406174
61,61,doa,doa,sing,2,default,0.0002279176551382,plural,definite,Las,s,[MASK] doa,"[CLS] , [MASK] , do , ##a , [SEP]",nonmorphemic,8.386526155918546,4.923524867241266,-4.9235248672416985
63,63,doa,doas,plur,2,default,0.0243311058729887,plural,definite,Las,s,[MASK] doas,"[CLS] , [MASK] , do , ##as , [SEP]",nonmorphemic,3.715999670158066,-2.943170550995948,2.943170550995964
65,65,doa,doa##s,plur,3,artificial,0.003429849166423,plural,definite,Las,s,[MASK] doa##s,"[CLS] , [MASK] , do , ##a , ##s , [SEP]",nonmorphemic,5.675238993574975,0.013988977115967138,-0.013988977115967874
67,67,doa,doa,sing,2,default,4.1210300878447015e-06,plural,indefinite,Unas,s,[MASK] doa,"[CLS] , [MASK] , do , ##a , [SEP]",nonmorphemic,12.39940740453143,5.900537953593148,-5.900537953593085
69,69,doa,doas,plur,2,default,9.106330981012434e-05,plural,indefinite,Unas,s,[MASK] doas,"[CLS] , [MASK] , do , ##as , [SEP]",nonmorphemic,9.303955581143802,-0.7419806234958948,0.7419806234958954
71,71,doa,doa##s,plur,3,artificial,5.787483314634301e-05,plural,indefinite,Unas,s,[MASK] doa##s,"[CLS] , [MASK] , do , ##a , ##s , [SEP]",nonmorphemic,9.757227928562584,1.6978574424132553,-1.6978574424130015
73,73,dweia,dweia,sing,4,default,2.928013236669358e-05,plural,definite,Las,s,[MASK] dweia,"[CLS] , [MASK] , d , ##w , ##ei , ##a , [SEP]",nonmorphemic,10.438601348160972,4.071554639000076,-4.071554639000069
75,75,dweia,dweias,plur,4,default,9.394808148499578e-05,plural,definite,Las,s,[MASK] dweias,"[CLS] , [MASK] , d , ##w , ##ei , ##as , [SEP]",nonmorphemic,9.27276825290941,1.9561681724126814,-1.9561681724126088
77,77,dweia,dweia##s,plur,5,artificial,4.60073133581318e-05,plural,definite,Las,s,[MASK] dweia##s,"[CLS] , [MASK] , d , ##w , ##ei , ##a , ##s , [SEP]",nonmorphemic,9.986710188065778,2.4999846652150666,-2.4999846652149977
79,79,dweia,dweia,sing,4,default,1.0130438568012323e-06,plural,indefinite,Unas,s,[MASK] dweia,"[CLS] , [MASK] , d , ##w , ##ei , ##a , [SEP]",nonmorphemic,13.802551039655386,4.275084419574469,-4.27508441957447
81,81,dweia,dweias,plur,4,default,2.405073018962866e-06,plural,indefinite,Unas,s,[MASK] dweias,"[CLS] , [MASK] , d , ##w , ##ei , ##as , [SEP]",nonmorphemic,12.937930293552323,2.906735375734465,-2.9067353757344665
83,83,dweia,dweia##s,plur,5,artificial,1.810514163480548e-06,plural,indefinite,Unas,s,[MASK] dweia##s,"[CLS] , [MASK] , d , ##w , ##ei , ##a , ##s , [SEP]",nonmorphemic,13.22189968480498,2.9906673414754916,-2.9906673414754934
85,85,maia,maia,sing,2,default,0.0002989195636473,plural,definite,Las,s,[MASK] maia,"[CLS] , [MASK] , ma , ##ia , [SEP]",nonmorphemic,8.115336038667202,5.221434649578655,-5.221434649578854
87,87,maia,maias,plur,2,default,0.0478718690574169,plural,definite,Las,s,[MASK] maias,"[CLS] , [MASK] , ma , ##ias , [SEP]",nonmorphemic,3.0392272318983853,-3.7664075363448113,3.766407536344811
89,89,maia,maia##s,plur,3,artificial,0.0189494416117668,plural,definite,Las,s,[MASK] maia##s,"[CLS] , [MASK] , ma , ##ia , ##s , [SEP]",nonmorphemic,3.965980814285374,-2.7052763985183934,2.705276398518432
91,91,maia,maia,sing,2,default,7.5053399086755235e-06,plural,indefinite,Unas,s,[MASK] maia,"[CLS] , [MASK] , ma , ##ia , [SEP]",nonmorphemic,11.799895802941691,6.454738566565953,-6.454738566565948
93,93,maia,maias,plur,2,default,0.0005082440911792,plural,indefinite,Unas,s,[MASK] maias,"[CLS] , [MASK] , ma , ##ias , [SEP]",nonmorphemic,7.584548731338997,-1.2947673559192543,1.2947673559196298
95,95,maia,maia##s,plur,3,artificial,0.0001235999370692,plural,indefinite,Unas,s,[MASK] maia##s,"[CLS] , [MASK] , ma , ##ia , ##s , [SEP]",nonmorphemic,8.99846052208944,-0.3234080817945326,0.32340808179429237
97,97,croo,croo,sing,2,default,0.0001446532551199,plural,definite,Los,s,[MASK] croo,"[CLS] , [MASK] , cro , ##o , [SEP]",nonmorphemic,8.84117102337383,5.371048386215103,-5.371048386215236
99,99,croo,croos,plur,2,default,0.0159470085054636,plural,definite,Los,s,[MASK] croos,"[CLS] , [MASK] , cro , ##os , [SEP]",nonmorphemic,4.13848402185822,-1.463208278364104,1.4632082783641143
101,101,croo,croo##s,plur,3,artificial,0.0009339452371932,plural,definite,Los,s,[MASK] croo##s,"[CLS] , [MASK] , cro , ##o , ##s , [SEP]",nonmorphemic,6.976092754009787,2.1555419291531512,-2.1555419291532094
103,103,croo,croo,sing,2,default,2.2737756353308214e-06,plural,indefinite,Unos,s,[MASK] croo,"[CLS] , [MASK] , cro , ##o , [SEP]",nonmorphemic,12.994068832705588,6.928519201365548,-6.92851920136554
105,105,croo,croos,plur,2,default,8.527757745468989e-05,plural,indefinite,Unos,s,[MASK] croos,"[CLS] , [MASK] , cro , ##os , [SEP]",nonmorphemic,9.369599004907426,1.4156362069448178,-1.4156362069447963
107,107,croo,croo##s,plur,3,artificial,9.402474461239764e-06,plural,indefinite,Unos,s,[MASK] croo##s,"[CLS] , [MASK] , cro , ##o , ##s , [SEP]",nonmorphemic,11.574537662772611,4.451596715400345,-4.451596715400285
109,109,mccreo,mccreo,sing,4,default,0.0001666879397816,plural,definite,Los,s,[MASK] mccreo,"[CLS] , [MASK] , m , ##c , ##cre , ##o , [SEP]",nonmorphemic,8.699387117665143,3.592471648976387,-3.5924716489769577
111,111,mccreo,mccreos,plur,4,default,0.004081561230123,plural,definite,Los,s,[MASK] mccreos,"[CLS] , [MASK] , m , ##c , ##cre , ##os , [SEP]",nonmorphemic,5.501275709317684,-1.2861637957762007,1.2861637957762246
113,113,mccreo,mccreo##s,plur,5,artificial,0.0001171666081063,plural,definite,Los,s,[MASK] mccreo##s,"[CLS] , [MASK] , m , ##c , ##cre , ##o , ##s , [SEP]",nonmorphemic,9.051913635185388,1.8438831492970449,-1.8438831492973933
115,115,mccreo,mccreo,sing,4,default,2.6336188057030085e-06,plural,indefinite,Unos,s,[MASK] mccreo,"[CLS] , [MASK] , m , ##c , ##cre , ##o , [SEP]",nonmorphemic,12.847151685806056,6.542523320844156,-6.542523320844145
117,117,mccreo,mccreos,plur,4,default,4.406745210872032e-05,plural,indefinite,Unos,s,[MASK] mccreos,"[CLS] , [MASK] , m , ##c , ##cre , ##os , [SEP]",nonmorphemic,10.029789095423862,2.3123225659810345,-2.3123225659810003
119,119,mccreo,mccreo##s,plur,5,artificial,2.709437012526905e-06,plural,indefinite,Unos,s,[MASK] mccreo##s,"[CLS] , [MASK] , m , ##c , ##cre , ##o , ##s , [SEP]",nonmorphemic,12.81876968910955,4.305787938307395,-4.305787938306991
121,121,blaa,blaa,sing,2,default,5.007490108255297e-05,plural,definite,Las,s,[MASK] blaa,"[CLS] , [MASK] , bla , ##a , [SEP]",nonmorphemic,9.901990651800205,4.804315010744019,-4.80431501074402
123,123,blaa,blaas,plur,2,default,0.0071872761473059,plural,definite,Las,s,[MASK] blaas,"[CLS] , [MASK] , bla , ##as , [SEP]",nonmorphemic,4.935443018066324,-2.743029148812691,2.7430291488128615
125,125,blaa,blaa##s,plur,3,artificial,0.0006224974640645,plural,definite,Las,s,[MASK] blaa##s,"[CLS] , [MASK] , bla , ##a , ##s , [SEP]",nonmorphemic,7.381771003425663,-0.7947001420301385,0.7947001420302087
127,127,blaa,blaa,sing,2,default,7.201898597486434e-07,plural,indefinite,Unas,s,[MASK] blaa,"[CLS] , [MASK] , bla , ##a , [SEP]",nonmorphemic,14.14375096560215,5.846266700947945,-5.8462667009478615
129,129,blaa,blaas,plur,2,default,1.3102520824759267e-05,plural,indefinite,Unas,s,[MASK] blaas,"[CLS] , [MASK] , bla , ##as , [SEP]",nonmorphemic,11.24270591689839,0.23269457460303933,-0.2326945746030388
131,131,blaa,blaa##s,plur,3,artificial,8.41867586132139e-06,plural,indefinite,Unas,s,[MASK] blaa##s,"[CLS] , [MASK] , bla , ##a , ##s , [SEP]",nonmorphemic,11.685058003202592,1.3428754496034259,-1.3428754496034265
133,133,czoia,czoia,sing,3,default,0.0002167178608942,plural,definite,Las,s,[MASK] czoia,"[CLS] , [MASK] , c , ##zo , ##ia , [SEP]",nonmorphemic,8.43691423060216,5.188691203669503,-5.18869120366986
135,135,czoia,czoias,plur,3,default,0.0493634156882762,plural,definite,Las,s,[MASK] czoias,"[CLS] , [MASK] , c , ##zo , ##ias , [SEP]",nonmorphemic,3.008545702259807,-3.846341154337813,3.84634115433786
137,137,czoia,czoia##s,plur,4,artificial,0.0077763074077665,plural,definite,Las,s,[MASK] czoia##s,"[CLS] , [MASK] , c , ##zo , ##ia , ##s , [SEP]",nonmorphemic,4.8566736797136105,-2.7060094010751436,2.7060094010752933
139,139,czoia,czoia,sing,3,default,8.015108505787794e-06,plural,indefinite,Unas,s,[MASK] czoia,"[CLS] , [MASK] , c , ##zo , ##ia , [SEP]",nonmorphemic,11.73418223415437,6.055012257329317,-6.0550122573293015
141,141,czoia,czoias,plur,3,default,0.0003546334046404,plural,indefinite,Unas,s,[MASK] czoias,"[CLS] , [MASK] , c , ##zo , ##ias , [SEP]",nonmorphemic,7.9444259650371984,-1.0033831424827424,1.0033831424826936
143,143,czoia,czoia##s,plur,4,artificial,7.222835120046511e-05,plural,indefinite,Unas,s,[MASK] czoia##s,"[CLS] , [MASK] , c , ##zo , ##ia , ##s , [SEP]",nonmorphemic,9.535677913235782,-0.36904712444715493,0.3690471244471548
145,145,grao,grao,sing,2,default,3.055797060369514e-05,plural,definite,Los,s,[MASK] grao,"[CLS] , [MASK] , gra , ##o , [SEP]",nonmorphemic,10.395885002818142,4.573262733973879,-4.573262733973869
147,147,grao,graos,plur,2,default,0.003953281790018,plural,definite,Los,s,[MASK] graos,"[CLS] , [MASK] , gra , ##os , [SEP]",nonmorphemic,5.533209212103753,-4.272949723947807,4.272949723947786
149,149,grao,grao##s,plur,3,artificial,0.0018627524841576,plural,definite,Los,s,[MASK] grao##s,"[CLS] , [MASK] , gra , ##o , ##s , [SEP]",nonmorphemic,6.285700054934396,-1.7450708908671748,1.7450708908671388
151,151,grao,grao,sing,2,default,2.308849616383668e-06,plural,indefinite,Unos,s,[MASK] grao,"[CLS] , [MASK] , gra , ##o , [SEP]",nonmorphemic,12.978761159040047,6.912872275914452,-6.912872275914419
153,153,grao,graos,plur,2,default,0.0001722762535791,plural,indefinite,Unos,s,[MASK] graos,"[CLS] , [MASK] , gra , ##os , [SEP]",nonmorphemic,8.666411244130531,-1.257050624272809,1.257050624272319
155,155,grao,grao##s,plur,3,artificial,4.726884071715176e-05,plural,indefinite,Unos,s,[MASK] grao##s,"[CLS] , [MASK] , gra , ##o , ##s , [SEP]",nonmorphemic,9.959659238165772,0.8907671139625393,-0.8907671139618264
157,157,splo,splo,sing,2,default,0.0004269789496902,plural,definite,Los,s,[MASK] splo,"[CLS] , [MASK] , sp , ##lo , [SEP]",nonmorphemic,7.758775844100169,2.837566409796217,-2.8375664097962954
159,159,splo,splos,plur,2,default,0.0082782078534364,plural,definite,Los,s,[MASK] splos,"[CLS] , [MASK] , sp , ##los , [SEP]",nonmorphemic,4.794128776833779,-3.620572119729581,3.620572119729825
161,161,splo,splo##s,plur,3,artificial,0.0024438893888145,plural,definite,Los,s,[MASK] splo##s,"[CLS] , [MASK] , sp , ##lo , ##s , [SEP]",nonmorphemic,6.014164496956152,-1.7378806732153693,1.7378806732154108
163,163,splo,splo,sing,2,default,5.530307589651784e-06,plural,indefinite,Unos,s,[MASK] splo,"[CLS] , [MASK] , sp , ##lo , [SEP]",nonmorphemic,12.105267121978365,6.693000288818236,-6.6930002888182205
165,165,splo,splos,plur,2,default,8.84734618011862e-05,plural,indefinite,Unos,s,[MASK] splos,"[CLS] , [MASK] , sp , ##los , [SEP]",nonmorphemic,9.332807917572648,0.6734847541311524,-0.6734847541306008
167,167,splo,splo##s,plur,3,artificial,1.1993682164757049e-05,plural,indefinite,Unos,s,[MASK] splo##s,"[CLS] , [MASK] , sp , ##lo , ##s , [SEP]",nonmorphemic,11.33113053308908,3.5114898304163686,-3.511489830416208
169,169,noia,noia,sing,2,default,0.0002988298074342,plural,definite,Las,s,[MASK] noia,"[CLS] , [MASK] , no , ##ia , [SEP]",nonmorphemic,8.11563635253835,5.460837341652885,-5.460837341652989
171,171,noia,noias,plur,2,default,0.0264746006578207,plural,definite,Las,s,[MASK] noias,"[CLS] , [MASK] , no , ##ias , [SEP]",nonmorphemic,3.631569471354577,-3.966463581987734,3.9664635819878398
173,173,noia,noia##s,plur,3,artificial,0.0511760972440242,plural,definite,Las,s,[MASK] noia##s,"[CLS] , [MASK] , no , ##ia , ##s , [SEP]",nonmorphemic,2.9724827066480435,-4.27808587287156,4.278085872871684
175,175,noia,noia,sing,2,default,1.368828998238314e-05,plural,indefinite,Unas,s,[MASK] noia,"[CLS] , [MASK] , no , ##ia , [SEP]",nonmorphemic,11.198969836445135,6.2462258566578015,-6.246225856657793
177,177,noia,noias,plur,2,default,0.000447564467322,plural,indefinite,Unas,s,[MASK] noias,"[CLS] , [MASK] , no , ##ias , [SEP]",nonmorphemic,7.711689969570231,-1.854493711757553,1.8544937117573705
179,179,noia,noia##s,plur,3,artificial,0.0004003456851933,plural,indefinite,Unas,s,[MASK] noia##s,"[CLS] , [MASK] , no , ##ia , ##s , [SEP]",nonmorphemic,7.823182171090034,-1.760281599572819,1.7602815995727787
181,181,smeo,smeo,sing,3,default,0.0001351909304503,plural,definite,Los,s,[MASK] smeo,"[CLS] , [MASK] , s , ##me , ##o , [SEP]",nonmorphemic,8.908822479073475,5.632160682253916,-5.6321606822541765
183,183,smeo,smeos,plur,3,default,0.0394385308027267,plural,definite,Los,s,[MASK] smeos,"[CLS] , [MASK] , s , ##me , ##os , [SEP]",nonmorphemic,3.2330120013937167,-3.6294170091145252,3.629417009114614
185,185,smeo,smeo##s,plur,4,artificial,0.0030518181156367,plural,definite,Los,s,[MASK] smeo##s,"[CLS] , [MASK] , s , ##me , ##o , ##s , [SEP]",nonmorphemic,5.792017762474481,-1.6128296306395056,1.6128296306396295
187,187,smeo,smeo,sing,3,default,5.955214419373078e-07,plural,indefinite,Unos,s,[MASK] smeo,"[CLS] , [MASK] , s , ##me , ##o , [SEP]",nonmorphemic,14.33382844218751,8.19893315036795,-8.198933150367926
189,189,smeo,smeos,plur,3,default,7.965468103066087e-05,plural,indefinite,Unos,s,[MASK] smeos,"[CLS] , [MASK] , s , ##me , ##os , [SEP]",nonmorphemic,9.437809753333086,0.8210811712873021,-0.8210811712870925
191,191,smeo,smeo##s,plur,4,artificial,1.0468254004081246e-05,plural,indefinite,Unos,s,[MASK] smeo##s,"[CLS] , [MASK] , s , ##me , ##o , ##s , [SEP]",nonmorphemic,11.467163308775968,2.1680802041516873,-2.1680802041516873
193,193,bloa,bloa,sing,2,default,5.232706098468043e-05,plural,definite,Las,s,[MASK] bloa,"[CLS] , [MASK] , blo , ##a , [SEP]",nonmorphemic,9.85799690226303,6.197118735935893,-6.197118735935894
195,195,bloa,bloas,plur,2,default,0.0068999268114566,plural,definite,Las,s,[MASK] bloas,"[CLS] , [MASK] , blo , ##as , [SEP]",nonmorphemic,4.976244474470442,-2.5780644189516773,2.578064418951739
197,197,bloa,bloa##s,plur,3,artificial,0.0006813915679231,plural,definite,Las,s,[MASK] bloa##s,"[CLS] , [MASK] , blo , ##a , ##s , [SEP]",nonmorphemic,7.291373427449829,-0.7774982314723564,0.7774982314725647
199,199,bloa,bloa,sing,2,default,1.119705416385841e-06,plural,indefinite,Unas,s,[MASK] bloa,"[CLS] , [MASK] , blo , ##a , [SEP]",nonmorphemic,13.702444928337451,6.539805389721271,-6.539805389721186
201,201,bloa,bloas,plur,2,default,7.159635424613953e-05,plural,indefinite,Unas,s,[MASK] bloas,"[CLS] , [MASK] , blo , ##as , [SEP]",nonmorphemic,9.544466403644064,-0.9542561418660558,0.9542561418660578
203,203,bloa,bloa##s,plur,3,artificial,2.532853977754712e-05,plural,indefinite,Unas,s,[MASK] bloa##s,"[CLS] , [MASK] , blo , ##a , ##s , [SEP]",nonmorphemic,10.583578743557634,0.18936252405538667,-0.18936252405538775
205,205,stia,stia,sing,2,default,0.0003854497917927,plural,definite,Las,s,[MASK] stia,"[CLS] , [MASK] , st , ##ia , [SEP]",nonmorphemic,7.861099615225759,4.530394601681364,-4.53039460168157
207,207,stia,stias,plur,2,default,0.0404704436659812,plural,definite,Las,s,[MASK] stias,"[CLS] , [MASK] , st , ##ias , [SEP]",nonmorphemic,3.207183357318248,-3.889461030306158,3.889461030306231
209,209,stia,stia##s,plur,3,artificial,0.0081139924004673,plural,definite,Las,s,[MASK] stia##s,"[CLS] , [MASK] , st , ##ia , ##s , [SEP]",nonmorphemic,4.814165250793415,-1.581701770435762,1.5817017704357534
211,211,stia,stia,sing,2,default,1.1022336366295347e-05,plural,indefinite,Unas,s,[MASK] stia,"[CLS] , [MASK] , st , ##ia , [SEP]",nonmorphemic,11.415586765250202,6.194469907731304,-6.194469907731291
213,213,stia,stias,plur,2,default,0.0003801643033511,plural,indefinite,Unas,s,[MASK] stias,"[CLS] , [MASK] , st , ##ias , [SEP]",nonmorphemic,7.874907021451962,-1.1521797182754892,1.1521797182756692
215,215,stia,stia##s,plur,3,artificial,0.0001430250122211,plural,indefinite,Unas,s,[MASK] stia##s,"[CLS] , [MASK] , st , ##ia , ##s , [SEP]",nonmorphemic,8.852491032361774,0.6727176085613156,-0.672717608561622
217,217,daa,daa,sing,2,default,0.0002988451451528,plural,definite,Las,s,[MASK] daa,"[CLS] , [MASK] , da , ##a , [SEP]",nonmorphemic,8.115585027922561,3.4175224919257587,-3.417522491926031
219,219,daa,daas,plur,2,default,0.0128094181418418,plural,definite,Las,s,[MASK] daas,"[CLS] , [MASK] , da , ##as , [SEP]",nonmorphemic,4.357574586287635,-3.262066471064464,3.262066471064578
221,221,daa,daa##s,plur,3,artificial,0.0038340003229677,plural,definite,Las,s,[MASK] daa##s,"[CLS] , [MASK] , da , ##a , ##s , [SEP]",nonmorphemic,5.563846550120877,-1.7381920992452482,1.7381920992452728
223,223,daa,daa,sing,2,default,4.078979145560879e-06,plural,indefinite,Unas,s,[MASK] daa,"[CLS] , [MASK] , da , ##a , [SEP]",nonmorphemic,12.409663810277156,5.614007890585054,-5.614007890584977
225,225,daa,daas,plur,2,default,3.0558650905732065e-05,plural,indefinite,Unas,s,[MASK] daas,"[CLS] , [MASK] , da , ##as , [SEP]",nonmorphemic,10.395862740395248,0.3585729741324748,-0.3585729741324737
227,227,daa,daa##s,plur,3,artificial,8.510425686836243e-05,plural,indefinite,Unas,s,[MASK] daa##s,"[CLS] , [MASK] , da , ##a , ##s , [SEP]",nonmorphemic,9.371633501681098,0.5141825895433261,-0.5141825895428865
229,229,mcfaia,mcfaia,sing,4,default,5.493498974828981e-05,plural,definite,Las,s,[MASK] mcfaia,"[CLS] , [MASK] , m , ##c , ##fa , ##ia , [SEP]",nonmorphemic,9.809360076426724,4.759988712569272,-4.759988712569264
231,231,mcfaia,mcfaias,plur,4,default,0.0045592025853693,plural,definite,Las,s,[MASK] mcfaias,"[CLS] , [MASK] , m , ##c , ##fa , ##ias , [SEP]",nonmorphemic,5.3906075423771975,-3.358183876431526,3.3581838764315193
233,233,mcfaia,mcfaia##s,plur,5,artificial,0.0007694395026192,plural,definite,Las,s,[MASK] mcfaia##s,"[CLS] , [MASK] , m , ##c , ##fa , ##ia , ##s , [SEP]",nonmorphemic,7.169848226854335,-2.151888852209832,2.1518888522098227
235,235,mcfaia,mcfaia,sing,4,default,1.6618984091110178e-06,plural,indefinite,Unas,s,[MASK] mcfaia,"[CLS] , [MASK] , m , ##c , ##fa , ##ia , [SEP]",nonmorphemic,13.307549989084576,5.237583606421957,-5.237583606421825
237,237,mcfaia,mcfaias,plur,4,default,5.487539237947203e-05,plural,indefinite,Unas,s,[MASK] mcfaias,"[CLS] , [MASK] , m , ##c , ##fa , ##ias , [SEP]",nonmorphemic,9.810445536171322,-1.128150007248049,1.1281500072480501
239,239,mcfaia,mcfaia##s,plur,5,artificial,1.537531534268055e-05,plural,indefinite,Unas,s,[MASK] mcfaia##s,"[CLS] , [MASK] , m , ##c , ##fa , ##ia , ##s , [SEP]",nonmorphemic,11.082747234388975,-0.20138837919066788,0.20138837919066663
