,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
115,115,rao,rao,sing,2,default,2.5494905457890127e-06,plural,plural,grandes,s,[MASK] rao [MASK],"[CLS] , [MASK] , ra , ##o , [MASK] , [SEP]",nonmorphemic,12.879617004718908,3.4922665858892135,-3.4922665858892126
117,117,rao,raos,plur,2,default,5.689078170689754e-05,plural,plural,grandes,s,[MASK] raos [MASK],"[CLS] , [MASK] , ra , ##os , [MASK] , [SEP]",nonmorphemic,9.774377238622934,-2.6337738537148585,2.6337738537148576
119,119,rao,rao##s,plur,3,artificial,8.004521805560216e-05,plural,plural,grandes,s,[MASK] rao##s [MASK],"[CLS] , [MASK] , ra , ##o , ##s , [MASK] , [SEP]",nonmorphemic,9.432918857275242,-2.564011598317194,2.5640115983171947
121,121,sqeia,sqeia,sing,4,default,6.435237196456001e-07,plural,plural,grandes,s,[MASK] sqeia [MASK],"[CLS] , [MASK] , s , ##q , ##ei , ##a , [MASK] , [SEP]",nonmorphemic,14.256306950223433,4.005199450336837,-4.005199450336837
123,123,sqeia,sqeias,plur,4,default,3.207109693903476e-05,plural,plural,grandes,s,[MASK] sqeias [MASK],"[CLS] , [MASK] , s , ##q , ##ei , ##as , [MASK] , [SEP]",nonmorphemic,10.347555340321728,-2.6546486547202015,2.654648654720201
125,125,sqeia,sqeia##s,plur,5,artificial,2.3530374164693058e-05,plural,plural,grandes,s,[MASK] sqeia##s [MASK],"[CLS] , [MASK] , s , ##q , ##ei , ##a , ##s , [MASK] , [SEP]",nonmorphemic,10.657218453749516,-1.537903866537615,1.5379038665376148
127,127,khia,khia,sing,3,default,1.092974252969725e-05,plural,plural,grandes,s,[MASK] khia [MASK],"[CLS] , [MASK] , k , ##hi , ##a , [MASK] , [SEP]",nonmorphemic,11.424022812348134,1.9770230657816459,-1.9770230657816479
129,129,khia,khias,plur,3,default,0.0001261555589735,plural,plural,grandes,s,[MASK] khias [MASK],"[CLS] , [MASK] , k , ##hi , ##as , [MASK] , [SEP]",nonmorphemic,8.977994817470371,-2.1358665981849416,2.135866598184539
131,131,khia,khia##s,plur,4,artificial,2.5159475626423955e-05,plural,plural,grandes,s,[MASK] khia##s [MASK],"[CLS] , [MASK] , k , ##hi , ##a , ##s , [MASK] , [SEP]",nonmorphemic,10.5902759679063,0.8599853200072474,-0.859985320007248
133,133,hyaia,hyaia,sing,3,default,1.3782577070742263e-06,plural,plural,grandes,s,[MASK] hyaia [MASK],"[CLS] , [MASK] , h , ##ya , ##ia , [MASK] , [SEP]",nonmorphemic,13.494690387564644,3.469473850645846,-3.469473850645848
135,135,hyaia,hyaias,plur,3,default,5.621960735879839e-05,plural,plural,grandes,s,[MASK] hyaias [MASK],"[CLS] , [MASK] , h , ##ya , ##ias , [MASK] , [SEP]",nonmorphemic,9.786244976523111,-2.578214574668607,2.5782145746686065
137,137,hyaia,hyaia##s,plur,4,artificial,3.779886901611462e-05,plural,plural,grandes,s,[MASK] hyaia##s [MASK],"[CLS] , [MASK] , h , ##ya , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,10.18323137599496,-1.2942123399009837,1.2942123399009855
139,139,phea,phea,sing,3,default,1.7897983752845905e-06,plural,plural,grandes,s,[MASK] phea [MASK],"[CLS] , [MASK] , p , ##he , ##a , [MASK] , [SEP]",nonmorphemic,13.233407583961732,3.8571729642722516,-3.8571729642722503
141,141,phea,pheas,plur,3,default,9.390285413246602e-05,plural,plural,grandes,s,[MASK] pheas [MASK],"[CLS] , [MASK] , p , ##he , ##as , [MASK] , [SEP]",nonmorphemic,9.273249776765066,-2.2524766719231675,2.252476671923166
143,143,phea,phea##s,plur,4,artificial,1.8059236026601862e-05,plural,plural,grandes,s,[MASK] phea##s [MASK],"[CLS] , [MASK] , p , ##he , ##a , ##s , [MASK] , [SEP]",nonmorphemic,10.921853312830216,-0.5141229496617132,0.5141229496617101
145,145,hydro,hydro,sing,3,default,6.085825248192123e-07,plural,plural,grandes,s,[MASK] hydro [MASK],"[CLS] , [MASK] , h , ##yd , ##ro , [MASK] , [SEP]",nonmorphemic,14.312133313633526,3.568798991700115,-3.568798991700116
147,147,hydro,hydros,plur,3,default,3.740180909517221e-05,plural,plural,grandes,s,[MASK] hydros [MASK],"[CLS] , [MASK] , h , ##yd , ##ros , [MASK] , [SEP]",nonmorphemic,10.193791483184985,-2.5501527306708756,2.5501527306708764
149,149,hydro,hydro##s,plur,4,artificial,8.245817298302427e-06,plural,plural,grandes,s,[MASK] hydro##s [MASK],"[CLS] , [MASK] , h , ##yd , ##ro , ##s , [MASK] , [SEP]",nonmorphemic,11.705804480327831,-0.6503191283748642,0.6503191283748628
151,151,pfeia,pfeia,sing,3,default,1.5779630757606355e-06,plural,plural,grandes,s,[MASK] pfeia [MASK],"[CLS] , [MASK] , p , ##fe , ##ia , [MASK] , [SEP]",nonmorphemic,13.359375735205594,3.837245919739436,-3.837245919739436
153,153,pfeia,pfeias,plur,3,default,3.967433076468296e-05,plural,plural,grandes,s,[MASK] pfeias [MASK],"[CLS] , [MASK] , p , ##fe , ##ias , [MASK] , [SEP]",nonmorphemic,10.134806159628964,-2.866996772525436,2.8669967725254355
155,155,pfeia,pfeia##s,plur,4,artificial,2.9312270271475427e-05,plural,plural,grandes,s,[MASK] pfeia##s [MASK],"[CLS] , [MASK] , p , ##fe , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,10.43750434900894,-1.3254613090933187,1.3254613090933176
157,157,symbea,symbea,sing,4,default,1.066943354999239e-06,plural,plural,grandes,s,[MASK] symbea [MASK],"[CLS] , [MASK] , s , ##y , ##mb , ##ea , [MASK] , [SEP]",nonmorphemic,13.750712675152064,3.7066613213609116,-3.7066613213609116
159,159,symbea,symbeas,plur,4,default,0.0001003414508886,plural,plural,grandes,s,[MASK] symbeas [MASK],"[CLS] , [MASK] , s , ##y , ##mb , ##eas , [MASK] , [SEP]",nonmorphemic,9.206931679289132,-3.4289321967276454,3.428932196727012
161,161,symbea,symbea##s,plur,5,artificial,3.0433469873969443e-05,plural,plural,grandes,s,[MASK] symbea##s [MASK],"[CLS] , [MASK] , s , ##y , ##mb , ##ea , ##s , [MASK] , [SEP]",nonmorphemic,10.399967572492692,-1.859208028013688,1.8592080280136878
163,163,giao,giao,sing,3,default,2.2380622795026284e-06,plural,plural,grandes,s,[MASK] giao [MASK],"[CLS] , [MASK] , gi , ##a , ##o , [MASK] , [SEP]",nonmorphemic,13.009900120265746,3.6135034511928854,-3.6135034511928876
165,165,giao,giaos,plur,3,default,0.000109131753561,plural,plural,grandes,s,[MASK] giaos [MASK],"[CLS] , [MASK] , gi , ##a , ##os , [MASK] , [SEP]",nonmorphemic,9.122954657416308,-2.562562051006209,2.5625620510054103
167,167,giao,giao##s,plur,4,artificial,5.014161069993861e-05,plural,plural,grandes,s,[MASK] giao##s [MASK],"[CLS] , [MASK] , gi , ##a , ##o , ##s , [MASK] , [SEP]",nonmorphemic,9.900659341698663,-1.3639660192669627,1.3639660192669611
169,169,mea,mea,sing,2,default,4.426598479767563e-06,plural,plural,grandes,s,[MASK] mea [MASK],"[CLS] , [MASK] , me , ##a , [MASK] , [SEP]",nonmorphemic,12.3278791063697,2.4679546759839113,-2.4679546759839126
171,171,mea,meas,plur,2,default,1.3297806617629249e-05,plural,plural,grandes,s,[MASK] meas [MASK],"[CLS] , [MASK] , me , ##as , [MASK] , [SEP]",nonmorphemic,11.227911452304426,0.6591129421382149,-0.659112942138215
173,173,mea,mea##s,plur,3,artificial,5.932442491030088e-06,plural,plural,grandes,s,[MASK] mea##s [MASK],"[CLS] , [MASK] , me , ##a , ##s , [MASK] , [SEP]",nonmorphemic,12.035074542567996,1.734212861187066,-1.7342128611870677
175,175,smaia,smaia,sing,3,default,9.591465186531425e-07,plural,plural,grandes,s,[MASK] smaia [MASK],"[CLS] , [MASK] , s , ##ma , ##ia , [MASK] , [SEP]",nonmorphemic,13.857221990987352,3.608363141893772,-3.6083631418937707
177,177,smaia,smaias,plur,3,default,3.565311635611579e-05,plural,plural,grandes,s,[MASK] smaias [MASK],"[CLS] , [MASK] , s , ##ma , ##ias , [MASK] , [SEP]",nonmorphemic,10.24167399960565,-3.0312080692022416,3.0312080692022416
179,179,smaia,smaia##s,plur,4,artificial,3.823620863840915e-05,plural,plural,grandes,s,[MASK] smaia##s [MASK],"[CLS] , [MASK] , s , ##ma , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,10.171727621181528,-1.889793444531044,1.8897934445310443
181,181,kheo,kheo,sing,3,default,1.030270414048573e-05,plural,plural,grandes,s,[MASK] kheo [MASK],"[CLS] , [MASK] , k , ##he , ##o , [MASK] , [SEP]",nonmorphemic,11.483104159274497,2.026664753552188,-2.026664753552188
183,183,kheo,kheos,plur,3,default,5.723085268982686e-05,plural,plural,grandes,s,[MASK] kheos [MASK],"[CLS] , [MASK] , k , ##he , ##os , [MASK] , [SEP]",nonmorphemic,9.768417422303797,-3.3408822992545915,3.3408822992545915
185,185,kheo,kheo##s,plur,4,artificial,0.0001022882715915,plural,plural,grandes,s,[MASK] kheo##s [MASK],"[CLS] , [MASK] , k , ##he , ##o , ##s , [MASK] , [SEP]",nonmorphemic,9.187715538778276,-3.1386446163148296,3.1386446163145063
187,187,blaia,blaia,sing,2,default,9.766010862222174e-07,plural,plural,grandes,s,[MASK] blaia [MASK],"[CLS] , [MASK] , bla , ##ia , [MASK] , [SEP]",nonmorphemic,13.83918757307063,3.9487608935355656,-3.9487608935355674
189,189,blaia,blaias,plur,2,default,2.599440813355613e-05,plural,plural,grandes,s,[MASK] blaias [MASK],"[CLS] , [MASK] , bla , ##ias , [MASK] , [SEP]",nonmorphemic,10.557629114860347,-2.000522512822723,2.000522512822722
191,191,blaia,blaia##s,plur,3,artificial,5.579781645792536e-05,plural,plural,grandes,s,[MASK] blaia##s [MASK],"[CLS] , [MASK] , bla , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,9.793775820921068,-2.1547632129077847,2.154763212907784
193,193,mcfoa,mcfoa,sing,4,default,3.495657097118965e-07,plural,plural,grandes,s,[MASK] mcfoa [MASK],"[CLS] , [MASK] , m , ##c , ##fo , ##a , [MASK] , [SEP]",nonmorphemic,14.866574282323738,4.064995774364528,-4.064995774364528
195,195,mcfoa,mcfoas,plur,4,default,2.1693376766052097e-05,plural,plural,grandes,s,[MASK] mcfoas [MASK],"[CLS] , [MASK] , m , ##c , ##fo , ##as , [MASK] , [SEP]",nonmorphemic,10.738503562160682,-2.588937769408707,2.5889377694087075
197,197,mcfoa,mcfoa##s,plur,5,artificial,1.5517611245741136e-05,plural,plural,grandes,s,[MASK] mcfoa##s [MASK],"[CLS] , [MASK] , m , ##c , ##fo , ##a , ##s , [MASK] , [SEP]",nonmorphemic,11.0735349696338,-1.7211503372971428,1.721150337297141
199,199,swia,swia,sing,3,default,9.736730817166972e-07,plural,plural,grandes,s,[MASK] swia [MASK],"[CLS] , [MASK] , s , ##w , ##ia , [MASK] , [SEP]",nonmorphemic,13.842190234700013,2.6440047191311233,-2.6440047191311202
201,201,swia,swias,plur,3,default,3.436576298554428e-05,plural,plural,grandes,s,[MASK] swias [MASK],"[CLS] , [MASK] , s , ##w , ##ias , [MASK] , [SEP]",nonmorphemic,10.278449751235188,-2.2619657149328685,2.2619657149328667
203,203,swia,swia##s,plur,4,artificial,2.1639538317685947e-05,plural,plural,grandes,s,[MASK] swia##s [MASK],"[CLS] , [MASK] , s , ##w , ##ia , ##s , [MASK] , [SEP]",nonmorphemic,10.740988438886134,-1.9211682752353543,1.921168275235354
205,205,kho,kho,sing,2,default,8.058222192630637e-06,plural,plural,grandes,s,[MASK] kho [MASK],"[CLS] , [MASK] , k , ##ho , [MASK] , [SEP]",nonmorphemic,11.728817597409154,2.3119473125763506,-2.31194731257635
207,207,kho,khos,plur,2,default,0.0001813438284443,plural,plural,grandes,s,[MASK] khos [MASK],"[CLS] , [MASK] , k , ##hos , [MASK] , [SEP]",nonmorphemic,8.615115724000711,-3.49295799946276,3.4929579994623814
209,209,kho,kho##s,plur,3,artificial,0.0001521586236776,plural,plural,grandes,s,[MASK] kho##s [MASK],"[CLS] , [MASK] , k , ##ho , ##s , [MASK] , [SEP]",nonmorphemic,8.790587004438922,-3.009694527223788,3.0096945272232736
211,211,swea,swea,sing,3,default,2.16511079997872e-06,plural,plural,grandes,s,[MASK] swea [MASK],"[CLS] , [MASK] , s , ##w , ##ea , [MASK] , [SEP]",nonmorphemic,13.04303902000009,2.12072176786355,-2.1207217678635506
213,213,swea,sweas,plur,3,default,3.8873189623700455e-05,plural,plural,grandes,s,[MASK] sweas [MASK],"[CLS] , [MASK] , s , ##w , ##eas , [MASK] , [SEP]",nonmorphemic,10.155205757714516,-2.4522171907033012,2.4522171907033004
215,215,swea,swea##s,plur,4,artificial,2.9417713449220173e-05,plural,plural,grandes,s,[MASK] swea##s [MASK],"[CLS] , [MASK] , s , ##w , ##ea , ##s , [MASK] , [SEP]",nonmorphemic,10.433913566776058,-1.9257411172476537,1.9257411172476533
