,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
37,37,dynoa,dynoa,sing,3,default,2.497706418580492e-06,plural,plural,grandes,s,[MASK] dynoa [MASK],"[CLS] , [MASK] , d , ##yn , ##oa , [MASK] , [SEP]",morphemic,12.900137679756751,2.64383026368105,-2.643830263681051
39,39,dynoa,dynoas,plur,4,default,3.30149669025559e-05,plural,plural,grandes,s,[MASK] dynoas [MASK],"[CLS] , [MASK] , d , ##yn , ##oa , ##s , [MASK] , [SEP]",morphemic,10.318549556815412,-2.064765983037958,2.064765983037957
41,41,dynoa,dynoa##s,plur,4,artificial,3.30149669025559e-05,plural,plural,grandes,s,[MASK] dynoa##s [MASK],"[CLS] , [MASK] , d , ##yn , ##oa , ##s , [MASK] , [SEP]",morphemic,10.318549556815412,-2.064765983037958,2.064765983037957
43,43,mcoa,mcoa,sing,2,default,4.507243431817187e-07,plural,plural,grandes,s,[MASK] mcoa [MASK],"[CLS] , [MASK] , m , ##coa , [MASK] , [SEP]",morphemic,14.6124098967676,4.031634285024378,-4.031634285024379
45,45,mcoa,mcoas,plur,3,default,1.7639418729231693e-05,plural,plural,grandes,s,[MASK] mcoas [MASK],"[CLS] , [MASK] , m , ##coa , ##s , [MASK] , [SEP]",morphemic,10.945374459786168,-2.038924224524223,2.038924224524224
47,47,mcoa,mcoa##s,plur,3,artificial,1.7639418729231693e-05,plural,plural,grandes,s,[MASK] mcoa##s [MASK],"[CLS] , [MASK] , m , ##coa , ##s , [MASK] , [SEP]",morphemic,10.945374459786168,-2.038924224524223,2.038924224524224
49,49,skoo,skoo,sing,3,default,9.859578540272196e-07,plural,plural,grandes,s,[MASK] skoo [MASK],"[CLS] , [MASK] , s , ##k , ##oo , [MASK] , [SEP]",morphemic,13.829652227651644,3.242751086396,-3.2427510863959994
51,51,skoo,skoos,plur,4,default,2.8004575142404065e-05,plural,plural,grandes,s,[MASK] skoos [MASK],"[CLS] , [MASK] , s , ##k , ##oo , ##s , [MASK] , [SEP]",morphemic,10.483142663194055,-2.0378169582694774,2.0378169582694747
53,53,skoo,skoo##s,plur,4,artificial,2.8004575142404065e-05,plural,plural,grandes,s,[MASK] skoo##s [MASK],"[CLS] , [MASK] , s , ##k , ##oo , ##s , [MASK] , [SEP]",morphemic,10.483142663194055,-2.0378169582694774,2.0378169582694747
55,55,dwoo,dwoo,sing,3,default,1.0753019523690457e-06,plural,plural,grandes,s,[MASK] dwoo [MASK],"[CLS] , [MASK] , d , ##w , ##oo , [MASK] , [SEP]",morphemic,13.74290904990102,2.508558375036012,-2.5085583750360128
57,57,dwoo,dwoos,plur,4,default,3.1588981073582545e-05,plural,plural,grandes,s,[MASK] dwoos [MASK],"[CLS] , [MASK] , d , ##w , ##oo , ##s , [MASK] , [SEP]",morphemic,10.362702198384545,-1.8446035066847308,1.8446035066847317
59,59,dwoo,dwoo##s,plur,4,artificial,3.1588981073582545e-05,plural,plural,grandes,s,[MASK] dwoo##s [MASK],"[CLS] , [MASK] , d , ##w , ##oo , ##s , [MASK] , [SEP]",morphemic,10.362702198384545,-1.8446035066847308,1.8446035066847317
61,61,syniao,syniao,sing,3,default,1.1402138397897945e-06,plural,plural,grandes,s,[MASK] syniao [MASK],"[CLS] , [MASK] , s , ##yn , ##iao , [MASK] , [SEP]",morphemic,13.684294734385588,3.8248977544874663,-3.8248977544874663
63,63,syniao,syniaos,plur,4,default,1.826314655772876e-05,plural,plural,grandes,s,[MASK] syniaos [MASK],"[CLS] , [MASK] , s , ##yn , ##iao , ##s , [MASK] , [SEP]",morphemic,10.910625377942416,-2.042132352241527,2.0421323522415302
65,65,syniao,syniao##s,plur,4,artificial,1.826314655772876e-05,plural,plural,grandes,s,[MASK] syniao##s [MASK],"[CLS] , [MASK] , s , ##yn , ##iao , ##s , [MASK] , [SEP]",morphemic,10.910625377942416,-2.042132352241527,2.0421323522415302
67,67,mckoa,mckoa,sing,4,default,1.2345404911684454e-06,plural,plural,grandes,s,[MASK] mckoa [MASK],"[CLS] , [MASK] , m , ##c , ##k , ##oa , [MASK] , [SEP]",morphemic,13.604811729048652,3.545519759031512,-3.5455197590315137
69,69,mckoa,mckoas,plur,5,default,6.459856376750395e-05,plural,plural,grandes,s,[MASK] mckoas [MASK],"[CLS] , [MASK] , m , ##c , ##k , ##oa , ##s , [MASK] , [SEP]",morphemic,9.647318380124045,-2.1598586519347336,2.1598586519347327
71,71,mckoa,mckoa##s,plur,5,artificial,6.459856376750395e-05,plural,plural,grandes,s,[MASK] mckoa##s [MASK],"[CLS] , [MASK] , m , ##c , ##k , ##oa , ##s , [MASK] , [SEP]",morphemic,9.647318380124045,-2.1598586519347336,2.1598586519347327
73,73,dro,dro,sing,1,default,1.4635925253969615e-06,plural,plural,grandes,s,[MASK] dro [MASK],"[CLS] , [MASK] , dro , [MASK] , [SEP]",morphemic,13.434616510812925,2.9713602382314157,-2.9713602382314135
75,75,dro,dros,plur,2,default,3.896509952028282e-05,plural,plural,grandes,s,[MASK] dros [MASK],"[CLS] , [MASK] , dro , ##s , [MASK] , [SEP]",morphemic,10.152844196577751,-1.634342198719878,1.6343421987198776
77,77,dro,dro##s,plur,2,artificial,3.896509952028282e-05,plural,plural,grandes,s,[MASK] dro##s [MASK],"[CLS] , [MASK] , dro , ##s , [MASK] , [SEP]",morphemic,10.152844196577751,-1.634342198719878,1.6343421987198776
79,79,via,via,sing,1,default,1.154100664280122e-05,plural,plural,grandes,s,[MASK] via [MASK],"[CLS] , [MASK] , via , [MASK] , [SEP]",morphemic,11.36960406994336,1.2891616181258154,-1.2891616181258156
81,81,via,vias,plur,2,default,8.313824946526438e-05,plural,plural,grandes,s,[MASK] vias [MASK],"[CLS] , [MASK] , via , ##s , [MASK] , [SEP]",morphemic,9.39500567962649,-4.519521712169732,4.519521712169731
83,83,via,via##s,plur,2,artificial,8.313824946526438e-05,plural,plural,grandes,s,[MASK] via##s [MASK],"[CLS] , [MASK] , via , ##s , [MASK] , [SEP]",morphemic,9.39500567962649,-4.519521712169732,4.519521712169731
85,85,gneo,gneo,sing,2,default,1.4690931493532844e-06,plural,plural,grandes,s,[MASK] gneo [MASK],"[CLS] , [MASK] , g , ##neo , [MASK] , [SEP]",morphemic,13.430865252739784,3.732462929997155,-3.7324629299971575
87,87,gneo,gneos,plur,3,default,0.000114366361231,plural,plural,grandes,s,[MASK] gneos [MASK],"[CLS] , [MASK] , g , ##neo , ##s , [MASK] , [SEP]",morphemic,9.076103567441228,-3.3607015296351825,3.3607015296345053
89,89,gneo,gneo##s,plur,3,artificial,0.000114366361231,plural,plural,grandes,s,[MASK] gneo##s [MASK],"[CLS] , [MASK] , g , ##neo , ##s , [MASK] , [SEP]",morphemic,9.076103567441228,-3.3607015296351825,3.3607015296345053
91,91,sriao,sriao,sing,2,default,7.69716848481039e-07,plural,plural,grandes,s,[MASK] sriao [MASK],"[CLS] , [MASK] , sr , ##iao , [MASK] , [SEP]",morphemic,14.077243118973064,4.499651898346723,-4.499651898346725
93,93,sriao,sriaos,plur,3,default,2.0002671590191312e-05,plural,plural,grandes,s,[MASK] sriaos [MASK],"[CLS] , [MASK] , sr , ##iao , ##s , [MASK] , [SEP]",morphemic,10.819644713821663,-1.677634218315811,1.677634218315808
95,95,sriao,sriao##s,plur,3,artificial,2.0002671590191312e-05,plural,plural,grandes,s,[MASK] sriao##s [MASK],"[CLS] , [MASK] , sr , ##iao , ##s , [MASK] , [SEP]",morphemic,10.819644713821663,-1.677634218315811,1.677634218315808
97,97,sta,sta,sing,1,default,3.9244602589860733e-07,plural,plural,grandes,s,[MASK] sta [MASK],"[CLS] , [MASK] , sta , [MASK] , [SEP]",morphemic,14.750866822813936,1.8430099613226858,-1.8430099613226851
99,99,sta,stas,plur,2,default,5.248498837318039e-06,plural,plural,grandes,s,[MASK] stas [MASK],"[CLS] , [MASK] , sta , ##s , [MASK] , [SEP]",morphemic,12.157568457997108,-4.542083694065806,4.542083694065806
101,101,sta,sta##s,plur,2,artificial,5.248498837318039e-06,plural,plural,grandes,s,[MASK] sta##s [MASK],"[CLS] , [MASK] , sta , ##s , [MASK] , [SEP]",morphemic,12.157568457997108,-4.542083694065806,4.542083694065806
103,103,wua,wua,sing,2,default,8.778767437433999e-07,plural,plural,grandes,s,[MASK] wua [MASK],"[CLS] , [MASK] , w , ##ua , [MASK] , [SEP]",morphemic,13.94575963614609,3.7105245924324013,-3.7105245924324013
105,105,wua,wuas,plur,3,default,5.205528577789664e-05,plural,plural,grandes,s,[MASK] wuas [MASK],"[CLS] , [MASK] , w , ##ua , ##s , [MASK] , [SEP]",morphemic,9.863204216130494,-2.1813611037327583,2.181361103732759
107,107,wua,wua##s,plur,3,artificial,5.205528577789664e-05,plural,plural,grandes,s,[MASK] wua##s [MASK],"[CLS] , [MASK] , w , ##ua , ##s , [MASK] , [SEP]",morphemic,9.863204216130494,-2.1813611037327583,2.181361103732759
109,109,qoa,qoa,sing,2,default,1.4666198921986506e-06,plural,plural,grandes,s,[MASK] qoa [MASK],"[CLS] , [MASK] , q , ##oa , [MASK] , [SEP]",morphemic,13.432550197899458,3.139344288712847,-3.139344288712846
111,111,qoa,qoas,plur,3,default,1.7315078366664238e-05,plural,plural,grandes,s,[MASK] qoas [MASK],"[CLS] , [MASK] , q , ##oa , ##s , [MASK] , [SEP]",morphemic,10.963932854179372,-1.7158594065031476,1.7158594065031487
113,113,qoa,qoa##s,plur,3,artificial,1.7315078366664238e-05,plural,plural,grandes,s,[MASK] qoa##s [MASK],"[CLS] , [MASK] , q , ##oa , ##s , [MASK] , [SEP]",morphemic,10.963932854179372,-1.7158594065031476,1.7158594065031487
115,115,craa,craa,sing,2,default,7.560125254713057e-07,plural,plural,grandes,s,[MASK] craa [MASK],"[CLS] , [MASK] , cr , ##aa , [MASK] , [SEP]",morphemic,14.09520789282039,3.0775738402530184,-3.0775738402530175
117,117,craa,craas,plur,3,default,3.122473935945891e-05,plural,plural,grandes,s,[MASK] craas [MASK],"[CLS] , [MASK] , cr , ##aa , ##s , [MASK] , [SEP]",morphemic,10.374299849162526,-1.8733376906661814,1.873337690666183
119,119,craa,craa##s,plur,3,artificial,3.122473935945891e-05,plural,plural,grandes,s,[MASK] craa##s [MASK],"[CLS] , [MASK] , cr , ##aa , ##s , [MASK] , [SEP]",morphemic,10.374299849162526,-1.8733376906661814,1.873337690666183
121,121,xoa,xoa,sing,2,default,2.7337564461049624e-06,plural,plural,grandes,s,[MASK] xoa [MASK],"[CLS] , [MASK] , x , ##oa , [MASK] , [SEP]",morphemic,12.809833906986576,2.556198141723012,-2.556198141723012
123,123,xoa,xoas,plur,3,default,3.493613257887773e-05,plural,plural,grandes,s,[MASK] xoas [MASK],"[CLS] , [MASK] , x , ##oa , ##s , [MASK] , [SEP]",morphemic,10.26198894688102,-1.816014195422568,1.816014195422567
125,125,xoa,xoa##s,plur,3,artificial,3.493613257887773e-05,plural,plural,grandes,s,[MASK] xoa##s [MASK],"[CLS] , [MASK] , x , ##oa , ##s , [MASK] , [SEP]",morphemic,10.26198894688102,-1.816014195422568,1.816014195422567
127,127,spa,spa,sing,1,default,1.0462788850418292e-05,plural,plural,grandes,s,[MASK] spa [MASK],"[CLS] , [MASK] , spa , [MASK] , [SEP]",morphemic,11.467685514365543,2.310482954486366,-2.310482954486074
129,129,spa,spas,plur,2,default,0.0001941492664627,plural,plural,grandes,s,[MASK] spas [MASK],"[CLS] , [MASK] , spa , ##s , [MASK] , [SEP]",morphemic,8.546883279992175,-4.056059820351646,4.056059820351271
131,131,spa,spa##s,plur,2,artificial,0.0001941492664627,plural,plural,grandes,s,[MASK] spa##s [MASK],"[CLS] , [MASK] , spa , ##s , [MASK] , [SEP]",morphemic,8.546883279992175,-4.056059820351646,4.056059820351271
133,133,rio,rio,sing,1,default,1.9031381270906424e-06,plural,plural,grandes,s,[MASK] rio [MASK],"[CLS] , [MASK] , rio , [MASK] , [SEP]",morphemic,13.172006388421682,5.654450897606847,-5.654450897606726
135,135,rio,rios,plur,2,default,0.0001764050684869,plural,plural,grandes,s,[MASK] rios [MASK],"[CLS] , [MASK] , rio , ##s , [MASK] , [SEP]",morphemic,8.642727681885267,-4.000970851985233,4.000970851985068
137,137,rio,rio##s,plur,2,artificial,0.0001764050684869,plural,plural,grandes,s,[MASK] rio##s [MASK],"[CLS] , [MASK] , rio , ##s , [MASK] , [SEP]",morphemic,8.642727681885267,-4.000970851985233,4.000970851985068
139,139,bro,bro,sing,1,default,3.263807457187795e-06,plural,plural,grandes,s,[MASK] bro [MASK],"[CLS] , [MASK] , bro , [MASK] , [SEP]",morphemic,12.632616112434553,4.303174042301979,-4.303174042301666
141,141,bro,bros,plur,2,default,0.0002458313247188,plural,plural,grandes,s,[MASK] bros [MASK],"[CLS] , [MASK] , bro , ##s , [MASK] , [SEP]",morphemic,8.310864929086803,-2.424004561644537,2.4240045616441614
143,143,bro,bro##s,plur,2,artificial,0.0002458313247188,plural,plural,grandes,s,[MASK] bro##s [MASK],"[CLS] , [MASK] , bro , ##s , [MASK] , [SEP]",morphemic,8.310864929086803,-2.424004561644537,2.4240045616441614
145,145,twoa,twoa,sing,3,default,2.9876055123168044e-06,plural,plural,grandes,s,[MASK] twoa [MASK],"[CLS] , [MASK] , t , ##w , ##oa , [MASK] , [SEP]",morphemic,12.721038323399997,3.00031464341558,-3.0003146434155825
147,147,twoa,twoas,plur,4,default,5.6063970987452194e-05,plural,plural,grandes,s,[MASK] twoas [MASK],"[CLS] , [MASK] , t , ##w , ##oa , ##s , [MASK] , [SEP]",morphemic,9.789017180140275,-1.25954816494734,1.2595481649473415
149,149,twoa,twoa##s,plur,4,artificial,5.6063970987452194e-05,plural,plural,grandes,s,[MASK] twoa##s [MASK],"[CLS] , [MASK] , t , ##w , ##oa , ##s , [MASK] , [SEP]",morphemic,9.789017180140275,-1.25954816494734,1.2595481649473415
151,151,cluo,cluo,sing,2,default,8.216296123464417e-07,plural,plural,grandes,s,[MASK] cluo [MASK],"[CLS] , [MASK] , cl , ##uo , [MASK] , [SEP]",morphemic,14.01197613669038,3.5644865083867607,-3.564486508386761
153,153,cluo,cluos,plur,3,default,1.917773624882102e-05,plural,plural,grandes,s,[MASK] cluos [MASK],"[CLS] , [MASK] , cl , ##uo , ##s , [MASK] , [SEP]",morphemic,10.861760522126342,-3.3165568638499607,3.3165568638499603
155,155,cluo,cluo##s,plur,3,artificial,1.917773624882102e-05,plural,plural,grandes,s,[MASK] cluo##s [MASK],"[CLS] , [MASK] , cl , ##uo , ##s , [MASK] , [SEP]",morphemic,10.861760522126342,-3.3165568638499607,3.3165568638499603
157,157,slia,slia,sing,2,default,2.728690333242412e-06,plural,plural,grandes,s,[MASK] slia [MASK],"[CLS] , [MASK] , s , ##lia , [MASK] , [SEP]",morphemic,12.811688795288372,3.7889422576695555,-3.788942257668894
159,159,slia,slias,plur,3,default,4.81540264445357e-05,plural,plural,grandes,s,[MASK] slias [MASK],"[CLS] , [MASK] , s , ##lia , ##s , [MASK] , [SEP]",morphemic,9.941105800276867,-2.1889610258372763,2.188961025837276
161,161,slia,slia##s,plur,3,artificial,4.81540264445357e-05,plural,plural,grandes,s,[MASK] slia##s [MASK],"[CLS] , [MASK] , s , ##lia , ##s , [MASK] , [SEP]",morphemic,9.941105800276867,-2.1889610258372763,2.188961025837276
163,163,coo,coo,sing,1,default,1.887736516437144e-06,plural,plural,grandes,s,[MASK] coo [MASK],"[CLS] , [MASK] , coo , [MASK] , [SEP]",morphemic,13.180132056951797,2.258013705481657,-2.258013705481656
165,165,coo,coos,plur,2,default,1.888995393528603e-05,plural,plural,grandes,s,[MASK] coos [MASK],"[CLS] , [MASK] , coo , ##s , [MASK] , [SEP]",morphemic,10.876880315030537,-0.6819133995234345,0.681913399523437
167,167,coo,coo##s,plur,2,artificial,1.888995393528603e-05,plural,plural,grandes,s,[MASK] coo##s [MASK],"[CLS] , [MASK] , coo , ##s , [MASK] , [SEP]",morphemic,10.876880315030537,-0.6819133995234345,0.681913399523437
169,169,kaa,kaa,sing,2,default,1.3590679373010062e-06,plural,plural,grandes,s,[MASK] kaa [MASK],"[CLS] , [MASK] , k , ##aa , [MASK] , [SEP]",morphemic,13.508711433389124,3.433101627308128,-3.4331016273081296
171,171,kaa,kaas,plur,3,default,5.708114258595742e-05,plural,plural,grandes,s,[MASK] kaas [MASK],"[CLS] , [MASK] , k , ##aa , ##s , [MASK] , [SEP]",morphemic,9.771036748282723,-1.8982562542581398,1.8982562542581394
173,173,kaa,kaa##s,plur,3,artificial,5.708114258595742e-05,plural,plural,grandes,s,[MASK] kaa##s [MASK],"[CLS] , [MASK] , k , ##aa , ##s , [MASK] , [SEP]",morphemic,9.771036748282723,-1.8982562542581398,1.8982562542581394
175,175,spua,spua,sing,2,default,9.862618526312872e-07,plural,plural,grandes,s,[MASK] spua [MASK],"[CLS] , [MASK] , sp , ##ua , [MASK] , [SEP]",morphemic,13.829343946981444,4.243787702239382,-4.243787702239382
177,177,spua,spuas,plur,3,default,3.404078961466439e-05,plural,plural,grandes,s,[MASK] spuas [MASK],"[CLS] , [MASK] , sp , ##ua , ##s , [MASK] , [SEP]",morphemic,10.287951057857622,-2.2427434957794343,2.242743495779432
179,179,spua,spua##s,plur,3,artificial,3.404078961466439e-05,plural,plural,grandes,s,[MASK] spua##s [MASK],"[CLS] , [MASK] , sp , ##ua , ##s , [MASK] , [SEP]",morphemic,10.287951057857622,-2.2427434957794343,2.242743495779432
181,181,sho,sho,sing,1,default,3.945515345549211e-06,plural,plural,grandes,s,[MASK] sho [MASK],"[CLS] , [MASK] , sho , [MASK] , [SEP]",morphemic,12.44293097961278,2.324893018689215,-2.324893018689213
183,183,sho,shos,plur,2,default,7.818612357368693e-05,plural,plural,grandes,s,[MASK] shos [MASK],"[CLS] , [MASK] , sho , ##s , [MASK] , [SEP]",morphemic,9.456418374065567,-2.4778156409526364,2.477815640952638
185,185,sho,sho##s,plur,2,artificial,7.818612357368693e-05,plural,plural,grandes,s,[MASK] sho##s [MASK],"[CLS] , [MASK] , sho , ##s , [MASK] , [SEP]",morphemic,9.456418374065567,-2.4778156409526364,2.477815640952638
187,187,tea,tea,sing,1,default,4.160322077950696e-06,plural,plural,grandes,s,[MASK] tea [MASK],"[CLS] , [MASK] , tea , [MASK] , [SEP]",morphemic,12.389918064103774,3.583193239140652,-3.5831932391403316
189,189,tea,teas,plur,2,default,0.0001225044834427,plural,plural,grandes,s,[MASK] teas [MASK],"[CLS] , [MASK] , tea , ##s , [MASK] , [SEP]",morphemic,9.007362929116557,-2.830359550719967,2.830359550719529
191,191,tea,tea##s,plur,2,artificial,0.0001225044834427,plural,plural,grandes,s,[MASK] tea##s [MASK],"[CLS] , [MASK] , tea , ##s , [MASK] , [SEP]",morphemic,9.007362929116557,-2.830359550719967,2.830359550719529
193,193,smea,smea,sing,2,default,1.4455977179750334e-06,plural,plural,grandes,s,[MASK] smea [MASK],"[CLS] , [MASK] , s , ##mea , [MASK] , [SEP]",morphemic,13.446987676270195,3.641769360409752,-3.6417693604097514
195,195,smea,smeas,plur,3,default,1.138605148298666e-05,plural,plural,grandes,s,[MASK] smeas [MASK],"[CLS] , [MASK] , s , ##mea , ##s , [MASK] , [SEP]",morphemic,11.383121505841295,0.4101667319777036,-0.4101667319777044
197,197,smea,smea##s,plur,3,artificial,1.138605148298666e-05,plural,plural,grandes,s,[MASK] smea##s [MASK],"[CLS] , [MASK] , s , ##mea , ##s , [MASK] , [SEP]",morphemic,11.383121505841295,0.4101667319777036,-0.4101667319777044
199,199,sroa,sroa,sing,2,default,1.2268948239579911e-06,plural,plural,grandes,s,[MASK] sroa [MASK],"[CLS] , [MASK] , sr , ##oa , [MASK] , [SEP]",morphemic,13.611024113955148,3.4792175049628167,-3.4792175049628153
201,201,sroa,sroas,plur,3,default,2.648473491717596e-05,plural,plural,grandes,s,[MASK] sroas [MASK],"[CLS] , [MASK] , sr , ##oa , ##s , [MASK] , [SEP]",morphemic,10.53894203180866,-2.9343967322977047,2.9343967322977025
203,203,sroa,sroa##s,plur,3,artificial,2.648473491717596e-05,plural,plural,grandes,s,[MASK] sroa##s [MASK],"[CLS] , [MASK] , sr , ##oa , ##s , [MASK] , [SEP]",morphemic,10.53894203180866,-2.9343967322977047,2.9343967322977025
205,205,phoa,phoa,sing,2,default,1.813917492654582e-06,plural,plural,grandes,s,[MASK] phoa [MASK],"[CLS] , [MASK] , p , ##hoa , [MASK] , [SEP]",morphemic,13.220021690958122,1.9675179418488575,-1.9675179418488578
207,207,phoa,phoas,plur,3,default,3.32039016939234e-05,plural,plural,grandes,s,[MASK] phoas [MASK],"[CLS] , [MASK] , p , ##hoa , ##s , [MASK] , [SEP]",morphemic,10.312843168045564,-1.8331689481155067,1.833168948115507
209,209,phoa,phoa##s,plur,3,artificial,3.32039016939234e-05,plural,plural,grandes,s,[MASK] phoa##s [MASK],"[CLS] , [MASK] , p , ##hoa , ##s , [MASK] , [SEP]",morphemic,10.312843168045564,-1.8331689481155067,1.833168948115507
211,211,dynaa,dynaa,sing,3,default,5.069109647592995e-07,plural,plural,grandes,s,[MASK] dynaa [MASK],"[CLS] , [MASK] , d , ##yn , ##aa , [MASK] , [SEP]",morphemic,14.494930460691402,3.743603775203205,-3.7436037752032068
213,213,dynaa,dynaas,plur,4,default,1.5142773918341844e-05,plural,plural,grandes,s,[MASK] dynaas [MASK],"[CLS] , [MASK] , d , ##yn , ##aa , ##s , [MASK] , [SEP]",morphemic,11.09798710888118,-1.418705937360528,1.418705937360527
215,215,dynaa,dynaa##s,plur,4,artificial,1.5142773918341844e-05,plural,plural,grandes,s,[MASK] dynaa##s [MASK],"[CLS] , [MASK] , d , ##yn , ##aa , ##s , [MASK] , [SEP]",morphemic,11.09798710888118,-1.418705937360528,1.418705937360527
217,217,schwuo,schwuo,sing,4,default,1.9534576267687958e-07,plural,plural,grandes,s,[MASK] schwuo [MASK],"[CLS] , [MASK] , s , ##ch , ##w , ##uo , [MASK] , [SEP]",morphemic,15.4484947066103,4.080460627477191,-4.080460627477195
219,219,schwuo,schwuos,plur,5,default,3.714763124662568e-06,plural,plural,grandes,s,[MASK] schwuos [MASK],"[CLS] , [MASK] , s , ##ch , ##w , ##uo , ##s , [MASK] , [SEP]",morphemic,12.503195643694838,-0.4360189383612827,0.43601893836128214
221,221,schwuo,schwuo##s,plur,5,artificial,3.714763124662568e-06,plural,plural,grandes,s,[MASK] schwuo##s [MASK],"[CLS] , [MASK] , s , ##ch , ##w , ##uo , ##s , [MASK] , [SEP]",morphemic,12.503195643694838,-0.4360189383612827,0.43601893836128214
223,223,mckoo,mckoo,sing,4,default,7.530972538916103e-07,plural,plural,grandes,s,[MASK] mckoo [MASK],"[CLS] , [MASK] , m , ##c , ##k , ##oo , [MASK] , [SEP]",morphemic,14.099071462251796,3.556967736485422,-3.556967736485421
