,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
61,61,syniao,syniao,sing,3,default,3.210170120837575e-07,plural,plural,grandes,s,El syniao [MASK],"[CLS] , El , s , ##yn , ##iao , [MASK] , [SEP]",morphemic,14.951771718075031,5.068331630637788,-5.06833163063779
63,63,syniao,syniaos,plur,4,default,1.3646392289956566e-05,plural,plural,grandes,s,Los syniaos [MASK],"[CLS] , Los , s , ##yn , ##iao , ##s , [MASK] , [SEP]",morphemic,11.20203537236908,-3.8951225137954317,3.8951225137954317
65,65,syniao,syniao##s,plur,4,artificial,1.3646392289956566e-05,plural,plural,grandes,s,Los syniao##s [MASK],"[CLS] , Los , s , ##yn , ##iao , ##s , [MASK] , [SEP]",morphemic,11.20203537236908,-3.8951225137954317,3.8951225137954317
67,67,mckoa,mckoa,sing,4,default,3.7395054164335306e-07,plural,plural,grandes,s,La mckoa [MASK],"[CLS] , La , m , ##c , ##k , ##oa , [MASK] , [SEP]",morphemic,14.799142289871885,4.534611787748673,-4.534611787748672
69,69,mckoa,mckoas,plur,5,default,3.352891144459136e-05,plural,plural,grandes,s,Las mckoas [MASK],"[CLS] , Las , m , ##c , ##k , ##oa , ##s , [MASK] , [SEP]",morphemic,10.303102463131204,-3.5990848879524666,3.599084887952467
71,71,mckoa,mckoa##s,plur,5,artificial,3.352891144459136e-05,plural,plural,grandes,s,Las mckoa##s [MASK],"[CLS] , Las , m , ##c , ##k , ##oa , ##s , [MASK] , [SEP]",morphemic,10.303102463131204,-3.5990848879524666,3.599084887952467
73,73,dro,dro,sing,1,default,6.128234417701606e-07,plural,plural,grandes,s,El dro [MASK],"[CLS] , El , dro , [MASK] , [SEP]",morphemic,14.305188965710292,5.69427213496061,-5.694272134960151
75,75,dro,dros,plur,2,default,8.928224997362122e-05,plural,plural,grandes,s,Los dros [MASK],"[CLS] , Los , dro , ##s , [MASK] , [SEP]",morphemic,9.32370785833138,-5.148661635713966,5.1486616357139665
77,77,dro,dro##s,plur,2,artificial,8.928224997362122e-05,plural,plural,grandes,s,Los dro##s [MASK],"[CLS] , Los , dro , ##s , [MASK] , [SEP]",morphemic,9.32370785833138,-5.148661635713966,5.1486616357139665
79,79,via,via,sing,1,default,2.560874179380335e-07,plural,plural,grandes,s,La via [MASK],"[CLS] , La , via , [MASK] , [SEP]",morphemic,15.177746974436175,6.209373010561189,-6.209373010560992
81,81,via,vias,plur,2,default,1.6309066268149763e-05,plural,plural,grandes,s,Las vias [MASK],"[CLS] , Las , via , ##s , [MASK] , [SEP]",morphemic,11.02378939201062,-5.630712512939507,5.630712512939505
83,83,via,via##s,plur,2,artificial,1.6309066268149763e-05,plural,plural,grandes,s,Las via##s [MASK],"[CLS] , Las , via , ##s , [MASK] , [SEP]",morphemic,11.02378939201062,-5.630712512939507,5.630712512939505
85,85,gneo,gneo,sing,2,default,4.536283029210608e-07,plural,plural,grandes,s,El gneo [MASK],"[CLS] , El , g , ##neo , [MASK] , [SEP]",morphemic,14.60598769026898,5.145224624170853,-5.145224624170853
87,87,gneo,gneos,plur,3,default,3.941573231713846e-05,plural,plural,grandes,s,Los gneos [MASK],"[CLS] , Los , g , ##neo , ##s , [MASK] , [SEP]",morphemic,10.141345523969072,-4.633279709985194,4.633279709985193
89,89,gneo,gneo##s,plur,3,artificial,3.941573231713846e-05,plural,plural,grandes,s,Los gneo##s [MASK],"[CLS] , Los , g , ##neo , ##s , [MASK] , [SEP]",morphemic,10.141345523969072,-4.633279709985194,4.633279709985193
91,91,sriao,sriao,sing,2,default,1.1541782214408158e-06,plural,plural,grandes,s,El sriao [MASK],"[CLS] , El , sr , ##iao , [MASK] , [SEP]",morphemic,13.672121963812376,4.849809673212214,-4.849809673211557
93,93,sriao,sriaos,plur,3,default,1.7402315279468894e-05,plural,plural,grandes,s,Los sriaos [MASK],"[CLS] , Los , sr , ##iao , ##s , [MASK] , [SEP]",morphemic,10.958907298557316,-3.6761532027171206,3.6761532027171193
95,95,sriao,sriao##s,plur,3,artificial,1.7402315279468894e-05,plural,plural,grandes,s,Los sriao##s [MASK],"[CLS] , Los , sr , ##iao , ##s , [MASK] , [SEP]",morphemic,10.958907298557316,-3.6761532027171206,3.6761532027171193
97,97,sta,sta,sing,1,default,2.5075919118933143e-10,plural,plural,grandes,s,La sta [MASK],"[CLS] , La , sta , [MASK] , [SEP]",morphemic,22.10652803496533,2.5809269277401974,-2.5809269277401916
99,99,sta,stas,plur,2,default,5.782347329841286e-07,plural,plural,grandes,s,Las stas [MASK],"[CLS] , Las , sta , ##s , [MASK] , [SEP]",morphemic,14.363285938286078,-6.01229862091426,6.012298620914257
101,101,sta,sta##s,plur,2,artificial,5.782347329841286e-07,plural,plural,grandes,s,Las sta##s [MASK],"[CLS] , Las , sta , ##s , [MASK] , [SEP]",morphemic,14.363285938286078,-6.01229862091426,6.012298620914257
103,103,wua,wua,sing,2,default,7.496439025089785e-08,plural,plural,grandes,s,La wua [MASK],"[CLS] , La , w , ##ua , [MASK] , [SEP]",morphemic,16.406252632816418,5.1472216290995885,-5.1472216290995885
105,105,wua,wuas,plur,3,default,6.038439096300863e-06,plural,plural,grandes,s,Las wuas [MASK],"[CLS] , Las , w , ##ua , ##s , [MASK] , [SEP]",morphemic,12.017365007180516,-3.868974765781706,3.8689747657817044
107,107,wua,wua##s,plur,3,artificial,6.038439096300863e-06,plural,plural,grandes,s,Las wua##s [MASK],"[CLS] , Las , w , ##ua , ##s , [MASK] , [SEP]",morphemic,12.017365007180516,-3.868974765781706,3.8689747657817044
109,109,qoa,qoa,sing,2,default,3.76936640122949e-07,plural,plural,grandes,s,La qoa [MASK],"[CLS] , La , q , ##oa , [MASK] , [SEP]",morphemic,14.791188726956978,4.88335334856021,-4.883353348560211
111,111,qoa,qoas,plur,3,default,5.781427717010956e-06,plural,plural,grandes,s,Las qoas [MASK],"[CLS] , Las , q , ##oa , ##s , [MASK] , [SEP]",morphemic,12.060859895918414,-3.7192354143508215,3.719235414350822
113,113,qoa,qoa##s,plur,3,artificial,5.781427717010956e-06,plural,plural,grandes,s,Las qoa##s [MASK],"[CLS] , Las , q , ##oa , ##s , [MASK] , [SEP]",morphemic,12.060859895918414,-3.7192354143508215,3.719235414350822
115,115,craa,craa,sing,2,default,1.6540464287118087e-07,plural,plural,grandes,s,La craa [MASK],"[CLS] , La , cr , ##aa , [MASK] , [SEP]",morphemic,15.614870984187425,5.5349560584143855,-5.534956058414385
117,117,craa,craas,plur,3,default,2.9356324375839904e-06,plural,plural,grandes,s,Las craas [MASK],"[CLS] , Las , cr , ##aa , ##s , [MASK] , [SEP]",morphemic,12.738587646607709,-3.6066979292842234,3.606697929284222
119,119,craa,craa##s,plur,3,artificial,2.9356324375839904e-06,plural,plural,grandes,s,Las craa##s [MASK],"[CLS] , Las , cr , ##aa , ##s , [MASK] , [SEP]",morphemic,12.738587646607709,-3.6066979292842234,3.606697929284222
121,121,xoa,xoa,sing,2,default,2.695403509278549e-07,plural,plural,grandes,s,La xoa [MASK],"[CLS] , La , x , ##oa , [MASK] , [SEP]",morphemic,15.126547732655313,4.585160222346053,-4.585160222346051
123,123,xoa,xoas,plur,3,default,7.134251973184291e-06,plural,plural,grandes,s,Las xoas [MASK],"[CLS] , Las , x , ##oa , ##s , [MASK] , [SEP]",morphemic,11.85060315160866,-4.391157224417036,4.391157224417035
125,125,xoa,xoa##s,plur,3,artificial,7.134251973184291e-06,plural,plural,grandes,s,Las xoa##s [MASK],"[CLS] , Las , x , ##oa , ##s , [MASK] , [SEP]",morphemic,11.85060315160866,-4.391157224417036,4.391157224417035
127,127,spa,spa,sing,1,default,9.80910954240244e-07,plural,plural,grandes,s,La spa [MASK],"[CLS] , La , spa , [MASK] , [SEP]",morphemic,13.834784151898235,4.959054889489808,-4.959054889489523
129,129,spa,spas,plur,2,default,5.7601388107286766e-05,plural,plural,grandes,s,Las spas [MASK],"[CLS] , Las , spa , ##s , [MASK] , [SEP]",morphemic,9.761963891467968,-5.185800560957025,5.1858005609570235
131,131,spa,spa##s,plur,2,artificial,5.7601388107286766e-05,plural,plural,grandes,s,Las spa##s [MASK],"[CLS] , Las , spa , ##s , [MASK] , [SEP]",morphemic,9.761963891467968,-5.185800560957025,5.1858005609570235
133,133,rio,rio,sing,1,default,7.259962785610696e-06,plural,plural,grandes,s,El rio [MASK],"[CLS] , El , rio , [MASK] , [SEP]",morphemic,11.833135855089647,6.778159159222279,-6.778159159222272
135,135,rio,rios,plur,2,default,0.0001057391054928,plural,plural,grandes,s,Los rios [MASK],"[CLS] , Los , rio , ##s , [MASK] , [SEP]",morphemic,9.154535766689344,-5.17686085773429,5.176860857734004
137,137,rio,rio##s,plur,2,artificial,0.0001057391054928,plural,plural,grandes,s,Los rio##s [MASK],"[CLS] , Los , rio , ##s , [MASK] , [SEP]",morphemic,9.154535766689344,-5.17686085773429,5.176860857734004
139,139,bro,bro,sing,1,default,2.343562300666236e-06,plural,plural,grandes,s,El bro [MASK],"[CLS] , El , bro , [MASK] , [SEP]",morphemic,12.963838435483742,5.070600458648507,-5.070600458648487
141,141,bro,bros,plur,2,default,0.0001508183631813,plural,plural,grandes,s,Los bros [MASK],"[CLS] , Los , bro , ##s , [MASK] , [SEP]",morphemic,8.79943433804461,-4.505618056568521,4.505618056568418
143,143,bro,bro##s,plur,2,artificial,0.0001508183631813,plural,plural,grandes,s,Los bro##s [MASK],"[CLS] , Los , bro , ##s , [MASK] , [SEP]",morphemic,8.79943433804461,-4.505618056568521,4.505618056568418
145,145,twoa,twoa,sing,3,default,2.258897438878193e-06,plural,plural,grandes,s,La twoa [MASK],"[CLS] , La , t , ##w , ##oa , [MASK] , [SEP]",morphemic,13.000633722625407,4.230509748545755,-4.230509748545693
147,147,twoa,twoas,plur,4,default,5.08789271407295e-05,plural,plural,grandes,s,Las twoas [MASK],"[CLS] , Las , t , ##w , ##oa , ##s , [MASK] , [SEP]",morphemic,9.88606172522529,-3.15431309729963,3.1543130972996294
149,149,twoa,twoa##s,plur,4,artificial,5.08789271407295e-05,plural,plural,grandes,s,Las twoa##s [MASK],"[CLS] , Las , t , ##w , ##oa , ##s , [MASK] , [SEP]",morphemic,9.88606172522529,-3.15431309729963,3.1543130972996294
151,151,cluo,cluo,sing,2,default,2.7881569053533894e-07,plural,plural,grandes,s,El cluo [MASK],"[CLS] , El , cl , ##uo , [MASK] , [SEP]",morphemic,15.092714880822475,4.776485363697779,-4.776485363697782
153,153,cluo,cluos,plur,3,default,1.6311247236444615e-05,plural,plural,grandes,s,Los cluos [MASK],"[CLS] , Los , cl , ##uo , ##s , [MASK] , [SEP]",morphemic,11.02365567359631,-4.9021844809132045,4.9021844809132045
155,155,cluo,cluo##s,plur,3,artificial,1.6311247236444615e-05,plural,plural,grandes,s,Los cluo##s [MASK],"[CLS] , Los , cl , ##uo , ##s , [MASK] , [SEP]",morphemic,11.02365567359631,-4.9021844809132045,4.9021844809132045
157,157,slia,slia,sing,2,default,5.475693569678697e-07,plural,plural,grandes,s,La slia [MASK],"[CLS] , La , s , ##lia , [MASK] , [SEP]",morphemic,14.417776703885544,6.136531723886179,-6.136531723885932
159,159,slia,slias,plur,3,default,8.84781820786884e-06,plural,plural,grandes,s,Las slias [MASK],"[CLS] , Las , s , ##lia , ##s , [MASK] , [SEP]",morphemic,11.635339659522309,-5.041136639395635,5.041136639395633
161,161,slia,slia##s,plur,3,artificial,8.84781820786884e-06,plural,plural,grandes,s,Las slia##s [MASK],"[CLS] , Las , s , ##lia , ##s , [MASK] , [SEP]",morphemic,11.635339659522309,-5.041136639395635,5.041136639395633
163,163,coo,coo,sing,1,default,3.940102999422379e-07,plural,plural,grandes,s,El coo [MASK],"[CLS] , El , coo , [MASK] , [SEP]",morphemic,14.746888786004796,4.672562611510763,-4.672562611510765
165,165,coo,coos,plur,2,default,2.2990107026998885e-05,plural,plural,grandes,s,Los coos [MASK],"[CLS] , Los , coo , ##s , [MASK] , [SEP]",morphemic,10.680446563828168,-3.4647283359202863,3.464728335920286
167,167,coo,coo##s,plur,2,artificial,2.2990107026998885e-05,plural,plural,grandes,s,Los coo##s [MASK],"[CLS] , Los , coo , ##s , [MASK] , [SEP]",morphemic,10.680446563828168,-3.4647283359202863,3.464728335920286
169,169,kaa,kaa,sing,2,default,8.518290997017175e-07,plural,plural,grandes,s,La kaa [MASK],"[CLS] , La , k , ##aa , [MASK] , [SEP]",morphemic,13.975879917441956,4.4723129352076985,-4.472312935207699
171,171,kaa,kaas,plur,3,default,9.70451656030491e-05,plural,plural,grandes,s,Las kaas [MASK],"[CLS] , Las , k , ##aa , ##s , [MASK] , [SEP]",morphemic,9.240334063056766,-3.269783021940638,3.2697830219406376
173,173,kaa,kaa##s,plur,3,artificial,9.70451656030491e-05,plural,plural,grandes,s,Las kaa##s [MASK],"[CLS] , Las , k , ##aa , ##s , [MASK] , [SEP]",morphemic,9.240334063056766,-3.269783021940638,3.2697830219406376
175,175,spua,spua,sing,2,default,2.5778601298043213e-07,plural,plural,grandes,s,La spua [MASK],"[CLS] , La , sp , ##ua , [MASK] , [SEP]",morphemic,15.171136003225715,5.546245557231124,-5.546245557231127
177,177,spua,spuas,plur,3,default,6.762913471902721e-06,plural,plural,grandes,s,Las spuas [MASK],"[CLS] , Las , sp , ##ua , ##s , [MASK] , [SEP]",morphemic,11.90405677378975,-4.079790170843673,4.079790170843672
179,179,spua,spua##s,plur,3,artificial,6.762913471902721e-06,plural,plural,grandes,s,Las spua##s [MASK],"[CLS] , Las , sp , ##ua , ##s , [MASK] , [SEP]",morphemic,11.90405677378975,-4.079790170843673,4.079790170843672
181,181,sho,sho,sing,1,default,2.798384457491921e-07,plural,plural,grandes,s,El sho [MASK],"[CLS] , El , sho , [MASK] , [SEP]",morphemic,15.08905337976104,3.7902784223247554,-3.7902784223247568
183,183,sho,shos,plur,2,default,4.811917096958496e-05,plural,plural,grandes,s,Los shos [MASK],"[CLS] , Los , sho , ##s , [MASK] , [SEP]",morphemic,9.941829895402195,-4.466874155500795,4.466874155500793
185,185,sho,sho##s,plur,2,artificial,4.811917096958496e-05,plural,plural,grandes,s,Los sho##s [MASK],"[CLS] , Los , sho , ##s , [MASK] , [SEP]",morphemic,9.941829895402195,-4.466874155500795,4.466874155500793
187,187,tea,tea,sing,1,default,3.4777048085743445e-07,plural,plural,grandes,s,La tea [MASK],"[CLS] , La , tea , [MASK] , [SEP]",morphemic,14.87172311252864,6.948444355292745,-6.948444355292536
189,189,tea,teas,plur,2,default,4.375029675429687e-05,plural,plural,grandes,s,Las teas [MASK],"[CLS] , Las , tea , ##s , [MASK] , [SEP]",morphemic,10.037012162228296,-4.598615669993853,4.59861566999385
191,191,tea,tea##s,plur,2,artificial,4.375029675429687e-05,plural,plural,grandes,s,Las tea##s [MASK],"[CLS] , Las , tea , ##s , [MASK] , [SEP]",morphemic,10.037012162228296,-4.598615669993853,4.59861566999385
193,193,smea,smea,sing,2,default,2.101206320048732e-07,plural,plural,grandes,s,La smea [MASK],"[CLS] , La , s , ##mea , [MASK] , [SEP]",morphemic,15.375584033036915,5.5895290921446,-5.589529092144602
195,195,smea,smeas,plur,3,default,1.8605245713843036e-05,plural,plural,grandes,s,Las smeas [MASK],"[CLS] , Las , s , ##mea , ##s , [MASK] , [SEP]",morphemic,10.892066989381464,-4.215477974288442,4.215477974288441
197,197,smea,smea##s,plur,3,artificial,1.8605245713843036e-05,plural,plural,grandes,s,Las smea##s [MASK],"[CLS] , Las , s , ##mea , ##s , [MASK] , [SEP]",morphemic,10.892066989381464,-4.215477974288442,4.215477974288441
199,199,sroa,sroa,sing,2,default,6.509623631245631e-07,plural,plural,grandes,s,La sroa [MASK],"[CLS] , La , sr , ##oa , [MASK] , [SEP]",morphemic,14.244814010349897,4.758193083563192,-4.758193083563191
201,201,sroa,sroas,plur,3,default,4.070011073054047e-06,plural,plural,grandes,s,Las sroas [MASK],"[CLS] , Las , sr , ##oa , ##s , [MASK] , [SEP]",morphemic,12.411864837861373,-4.233864797180413,4.233864797180415
203,203,sroa,sroa##s,plur,3,artificial,4.070011073054047e-06,plural,plural,grandes,s,Las sroa##s [MASK],"[CLS] , Las , sr , ##oa , ##s , [MASK] , [SEP]",morphemic,12.411864837861373,-4.233864797180413,4.233864797180415
205,205,phoa,phoa,sing,2,default,5.324185394783854e-07,plural,plural,grandes,s,La phoa [MASK],"[CLS] , La , p , ##hoa , [MASK] , [SEP]",morphemic,14.445835928570462,4.687871959612094,-4.687871959612094
207,207,phoa,phoas,plur,3,default,1.8375492800259963e-05,plural,plural,grandes,s,Las phoas [MASK],"[CLS] , Las , p , ##hoa , ##s , [MASK] , [SEP]",morphemic,10.904492694163231,-4.015316079252512,4.0153160792525115
209,209,phoa,phoa##s,plur,3,artificial,1.8375492800259963e-05,plural,plural,grandes,s,Las phoa##s [MASK],"[CLS] , Las , p , ##hoa , ##s , [MASK] , [SEP]",morphemic,10.904492694163231,-4.015316079252512,4.0153160792525115
211,211,dynaa,dynaa,sing,3,default,1.446327360099531e-07,plural,plural,grandes,s,La dynaa [MASK],"[CLS] , La , d , ##yn , ##aa , [MASK] , [SEP]",morphemic,15.749068162733796,5.491893721704935,-5.491893721704937
213,213,dynaa,dynaas,plur,4,default,4.671167062042514e-06,plural,plural,grandes,s,Las dynaas [MASK],"[CLS] , Las , d , ##yn , ##aa , ##s , [MASK] , [SEP]",morphemic,12.274101611285872,-3.591745411975774,3.591745411975773
215,215,dynaa,dynaa##s,plur,4,artificial,4.671167062042514e-06,plural,plural,grandes,s,Las dynaa##s [MASK],"[CLS] , Las , d , ##yn , ##aa , ##s , [MASK] , [SEP]",morphemic,12.274101611285872,-3.591745411975774,3.591745411975773
217,217,schwuo,schwuo,sing,4,default,4.69082209519911e-07,plural,plural,grandes,s,El schwuo [MASK],"[CLS] , El , s , ##ch , ##w , ##uo , [MASK] , [SEP]",morphemic,14.572487797038232,4.7598877319772495,-4.759887731977252
219,219,schwuo,schwuos,plur,5,default,4.693935261457227e-05,plural,plural,grandes,s,Los schwuos [MASK],"[CLS] , Los , s , ##ch , ##w , ##uo , ##s , [MASK] , [SEP]",morphemic,9.966654159401047,-2.7378530504852563,2.737853050485255
221,221,schwuo,schwuo##s,plur,5,artificial,4.693935261457227e-05,plural,plural,grandes,s,Los schwuo##s [MASK],"[CLS] , Los , s , ##ch , ##w , ##uo , ##s , [MASK] , [SEP]",morphemic,9.966654159401047,-2.7378530504852563,2.737853050485255
223,223,mckoo,mckoo,sing,4,default,5.005321099815774e-07,plural,plural,grandes,s,El mckoo [MASK],"[CLS] , El , m , ##c , ##k , ##oo , [MASK] , [SEP]",morphemic,14.507594084441685,3.9989614522296577,-3.998961452229655
225,225,mckoo,mckoos,plur,5,default,2.7329833756084557e-05,plural,plural,grandes,s,Los mckoos [MASK],"[CLS] , Los , m , ##c , ##k , ##oo , ##s , [MASK] , [SEP]",morphemic,10.507531640879074,-4.1181984477833815,4.1181984477833815
227,227,mckoo,mckoo##s,plur,5,artificial,2.7329833756084557e-05,plural,plural,grandes,s,Los mckoo##s [MASK],"[CLS] , Los , m , ##c , ##k , ##oo , ##s , [MASK] , [SEP]",morphemic,10.507531640879074,-4.1181984477833815,4.1181984477833815
229,229,mccoa,mccoa,sing,3,default,1.0686587614827658e-08,plural,plural,grandes,s,La mccoa [MASK],"[CLS] , La , m , ##c , ##coa , [MASK] , [SEP]",morphemic,18.354276375700557,6.518400190980625,-6.518400190980623
231,231,mccoa,mccoas,plur,4,default,1.4760061048946227e-06,plural,plural,grandes,s,Las mccoas [MASK],"[CLS] , Las , m , ##c , ##coa , ##s , [MASK] , [SEP]",morphemic,13.42617069568708,-4.004627162254252,4.004627162254253
233,233,mccoa,mccoa##s,plur,4,artificial,1.4760061048946227e-06,plural,plural,grandes,s,Las mccoa##s [MASK],"[CLS] , Las , m , ##c , ##coa , ##s , [MASK] , [SEP]",morphemic,13.42617069568708,-4.004627162254252,4.004627162254253
235,235,knio,knio,sing,2,default,2.728949937136349e-07,plural,plural,grandes,s,El knio [MASK],"[CLS] , El , k , ##nio , [MASK] , [SEP]",morphemic,15.114178754165373,4.521401389751052,-4.521401389751052
237,237,knio,knios,plur,3,default,1.4477425793302244e-05,plural,plural,grandes,s,Los knios [MASK],"[CLS] , Los , k , ##nio , ##s , [MASK] , [SEP]",morphemic,11.1429199635165,-3.01622579987022,3.0162257998702193
