,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,article_number,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
97,ha,ha,sing,1,default,5.835349270455481e-07,plural,plural,grandes,s,La ha [MASK],"[CLS] , La , ha , [MASK] , [SEP]",single-token,14.354161529178223
98,ha,has,plur,1,default,1.6008403690648265e-05,singular,singular,grande,s,Las has [MASK],"[CLS] , Las , has , [MASK] , [SEP]",single-token,11.042396742944323
99,ha,has,plur,1,default,4.9019246944226325e-05,plural,plural,grandes,s,Las has [MASK],"[CLS] , Las , has , [MASK] , [SEP]",single-token,9.923297542197194
100,ha,ha##s,plur,2,artificial,3.375331658617142e-08,singular,singular,grande,s,Las ha##s [MASK],"[CLS] , Las , ha , ##s , [MASK] , [SEP]",single-token,17.20418715523608
101,ha,ha##s,plur,2,artificial,2.5242534320568666e-06,plural,plural,grandes,s,Las ha##s [MASK],"[CLS] , Las , ha , ##s , [MASK] , [SEP]",single-token,12.88956520942861
102,ca,ca,sing,1,default,1.74911674548639e-05,singular,singular,grande,s,La ca [MASK],"[CLS] , La , ca , [MASK] , [SEP]",single-token,10.953814521312156
103,ca,ca,sing,1,default,5.2069719203018394e-08,plural,plural,grandes,s,La ca [MASK],"[CLS] , La , ca , [MASK] , [SEP]",single-token,16.770682262468718
104,ca,cas,plur,1,default,3.281082854300621e-07,singular,singular,grande,s,Las cas [MASK],"[CLS] , Las , cas , [MASK] , [SEP]",single-token,14.929922144539706
105,ca,cas,plur,1,default,4.755265308631351e-06,plural,plural,grandes,s,Las cas [MASK],"[CLS] , Las , cas , [MASK] , [SEP]",single-token,12.256258067807071
106,ca,ca##s,plur,2,artificial,4.3292601503708283e-08,singular,singular,grande,s,Las ca##s [MASK],"[CLS] , Las , ca , ##s , [MASK] , [SEP]",single-token,16.955284082502384
107,ca,ca##s,plur,2,artificial,2.8371603093546582e-06,plural,plural,grandes,s,Las ca##s [MASK],"[CLS] , Las , ca , ##s , [MASK] , [SEP]",single-token,12.772706897088016
108,ta,ta,sing,1,default,8.498756506014615e-05,singular,singular,grande,s,La ta [MASK],"[CLS] , La , ta , [MASK] , [SEP]",single-token,9.373005605585927
109,ta,ta,sing,1,default,3.270265551691409e-07,plural,plural,grandes,s,La ta [MASK],"[CLS] , La , ta , [MASK] , [SEP]",single-token,14.933224460878066
110,ta,tas,plur,1,default,1.532506212242879e-05,singular,singular,grande,s,Las tas [MASK],"[CLS] , Las , tas , [MASK] , [SEP]",single-token,11.086021022484388
111,ta,tas,plur,1,default,0.00041054547182284296,plural,plural,grandes,s,Las tas [MASK],"[CLS] , Las , tas , [MASK] , [SEP]",single-token,7.798023863409108
112,ta,ta##s,plur,2,artificial,1.427462308356553e-07,singular,singular,grande,s,Las ta##s [MASK],"[CLS] , Las , ta , ##s , [MASK] , [SEP]",single-token,15.76219739271226
113,ta,ta##s,plur,2,artificial,5.570348548644688e-06,plural,plural,grandes,s,Las ta##s [MASK],"[CLS] , Las , ta , ##s , [MASK] , [SEP]",single-token,12.09805292992459
114,so,so,sing,1,default,4.454438112588832e-06,singular,singular,grande,s,El so [MASK],"[CLS] , El , so , [MASK] , [SEP]",single-token,12.321609630116296
115,so,so,sing,1,default,5.607582309608006e-08,plural,plural,grandes,s,El so [MASK],"[CLS] , El , so , [MASK] , [SEP]",single-token,16.696561078162265
116,so,sos,plur,1,default,2.9948816973046632e-06,singular,singular,grande,s,Los sos [MASK],"[CLS] , Los , sos , [MASK] , [SEP]",single-token,12.71860582724223
117,so,sos,plur,1,default,8.656697900732979e-05,plural,plural,grandes,s,Los sos [MASK],"[CLS] , Los , sos , [MASK] , [SEP]",single-token,9.354592119876276
118,so,so##s,plur,2,artificial,1.1745397188178686e-07,singular,singular,grande,s,Los so##s [MASK],"[CLS] , Los , so , ##s , [MASK] , [SEP]",single-token,15.957219308773558
119,so,so##s,plur,2,artificial,5.030235115555115e-06,plural,plural,grandes,s,Los so##s [MASK],"[CLS] , Los , so , ##s , [MASK] , [SEP]",single-token,12.200043832289937
120,sea,sea,sing,1,default,0.00037389344652183354,singular,singular,grande,s,La sea [MASK],"[CLS] , La , sea , [MASK] , [SEP]",single-token,7.891539703490165
121,sea,sea,sing,1,default,1.3114945431880187e-06,plural,plural,grandes,s,La sea [MASK],"[CLS] , La , sea , [MASK] , [SEP]",single-token,13.54434319838926
122,sea,seas,plur,1,default,2.3934584532980807e-05,singular,singular,grande,s,Las seas [MASK],"[CLS] , Las , seas , [MASK] , [SEP]",single-token,10.640186093407879
123,sea,seas,plur,1,default,0.0005215434939600527,plural,plural,grandes,s,Las seas [MASK],"[CLS] , Las , seas , [MASK] , [SEP]",single-token,7.558717885351981
124,sea,sea##s,plur,2,artificial,5.065310801910528e-07,singular,singular,grande,s,Las sea##s [MASK],"[CLS] , Las , sea , ##s , [MASK] , [SEP]",single-token,14.495680152472856
125,sea,sea##s,plur,2,artificial,2.741969728958793e-05,plural,plural,grandes,s,Las sea##s [MASK],"[CLS] , Las , sea , ##s , [MASK] , [SEP]",single-token,10.504248923658078
126,bo,bo,sing,1,default,0.00018151213589590043,singular,singular,grande,s,El bo [MASK],"[CLS] , El , bo , [MASK] , [SEP]",single-token,8.614188042054472
127,bo,bo,sing,1,default,3.022254873030761e-07,plural,plural,grandes,s,El bo [MASK],"[CLS] , El , bo , [MASK] , [SEP]",single-token,15.012092451474592
128,bo,bos,plur,1,default,3.7232580325508025e-06,singular,singular,grande,s,Los bos [MASK],"[CLS] , Los , bos , [MASK] , [SEP]",single-token,12.50091145777974
129,bo,bos,plur,1,default,0.00013552754535339773,plural,plural,grandes,s,Los bos [MASK],"[CLS] , Los , bos , [MASK] , [SEP]",single-token,8.906335651563525
130,bo,bo##s,plur,2,artificial,1.9992349109543284e-07,singular,singular,grande,s,Los bo##s [MASK],"[CLS] , Los , bo , ##s , [MASK] , [SEP]",single-token,15.425331088110033
131,bo,bo##s,plur,2,artificial,1.3811615644954145e-05,plural,plural,grandes,s,Los bo##s [MASK],"[CLS] , Los , bo , ##s , [MASK] , [SEP]",single-token,11.190000606440712
132,vea,vea,sing,1,default,0.00011520546104293317,singular,singular,grande,s,La vea [MASK],"[CLS] , La , vea , [MASK] , [SEP]",single-token,9.068793405939486
133,vea,vea,sing,1,default,1.3235467122285627e-06,plural,plural,grandes,s,La vea [MASK],"[CLS] , La , vea , [MASK] , [SEP]",single-token,13.535195521433966
134,vea,veas,plur,1,default,8.951410563895479e-06,singular,singular,grande,s,Las veas [MASK],"[CLS] , Las , veas , [MASK] , [SEP]",single-token,11.623699433191335
135,vea,veas,plur,1,default,0.00021872245997656137,plural,plural,grandes,s,Las veas [MASK],"[CLS] , Las , veas , [MASK] , [SEP]",single-token,8.427706937902279
136,vea,vea##s,plur,2,artificial,2.852323177648941e-06,singular,singular,grande,s,Las vea##s [MASK],"[CLS] , Las , vea , ##s , [MASK] , [SEP]",single-token,12.767376745685821
137,vea,vea##s,plur,2,artificial,7.78692337917164e-05,plural,plural,grandes,s,Las vea##s [MASK],"[CLS] , Las , vea , ##s , [MASK] , [SEP]",single-token,9.460479628006215
138,tra,tra,sing,1,default,6.907673196110409e-06,singular,singular,grande,s,La tra [MASK],"[CLS] , La , tra , [MASK] , [SEP]",single-token,11.88287770683156
139,tra,tra,sing,1,default,2.7402167646073394e-08,plural,plural,grandes,s,La tra [MASK],"[CLS] , La , tra , [MASK] , [SEP]",single-token,17.41264371551095
140,tra,tras,plur,1,default,6.1784789977537e-06,singular,singular,grande,s,Las tras [MASK],"[CLS] , Las , tras , [MASK] , [SEP]",single-token,11.994438433654734
141,tra,tras,plur,1,default,5.735897138947621e-05,plural,plural,grandes,s,Las tras [MASK],"[CLS] , Las , tras , [MASK] , [SEP]",single-token,9.766181294374212
142,tra,tra##s,plur,2,artificial,1.4004478465778902e-08,singular,singular,grande,s,Las tra##s [MASK],"[CLS] , Las , tra , ##s , [MASK] , [SEP]",single-token,18.083888668072404
143,tra,tra##s,plur,2,artificial,8.10554183772183e-07,plural,plural,grandes,s,Las tra##s [MASK],"[CLS] , Las , tra , ##s , [MASK] , [SEP]",single-token,14.025547645726128
144,cla,cla,sing,1,default,2.90510924969567e-05,singular,singular,grande,s,La cla [MASK],"[CLS] , La , cla , [MASK] , [SEP]",single-token,10.446454467905108
145,cla,cla,sing,1,default,1.8949373270515935e-07,plural,plural,grandes,s,La cla [MASK],"[CLS] , La , cla , [MASK] , [SEP]",single-token,15.47890988576684
146,cla,clas,plur,1,default,3.518188691487012e-07,singular,singular,grande,s,Las clas [MASK],"[CLS] , Las , clas , [MASK] , [SEP]",single-token,14.860149370070223
147,cla,clas,plur,1,default,2.014290657825768e-05,plural,plural,grandes,s,Las clas [MASK],"[CLS] , Las , clas , [MASK] , [SEP]",single-token,10.812658362404688
148,cla,cla##s,plur,2,artificial,3.3041803249034274e-07,singular,singular,grande,s,Las cla##s [MASK],"[CLS] , Las , cla , ##s , [MASK] , [SEP]",single-token,14.922907219033625
149,cla,cla##s,plur,2,artificial,2.5012102923938073e-05,plural,plural,grandes,s,Las cla##s [MASK],"[CLS] , Las , cla , ##s , [MASK] , [SEP]",single-token,10.596150733285358
150,po,po,sing,1,default,8.965035931396415e-07,singular,singular,grande,s,El po [MASK],"[CLS] , El , po , [MASK] , [SEP]",single-token,13.924763535945349
151,po,po,sing,1,default,6.690486387128658e-09,plural,plural,grandes,s,El po [MASK],"[CLS] , El , po , [MASK] , [SEP]",single-token,18.822579261842378
152,po,pos,plur,1,default,7.425861099363829e-07,singular,singular,grande,s,Los pos [MASK],"[CLS] , Los , pos , [MASK] , [SEP]",single-token,14.11312700001561
153,po,pos,plur,1,default,5.378304194891825e-05,plural,plural,grandes,s,Los pos [MASK],"[CLS] , Los , pos , [MASK] , [SEP]",single-token,9.830552345894644
154,po,po##s,plur,2,artificial,2.2763707363537833e-07,singular,singular,grande,s,Los po##s [MASK],"[CLS] , Los , po , ##s , [MASK] , [SEP]",single-token,15.2955132585244
155,po,po##s,plur,2,artificial,2.475560177117586e-05,plural,plural,grandes,s,Los po##s [MASK],"[CLS] , Los , po , ##s , [MASK] , [SEP]",single-token,10.60645876037037
156,sa,sa,sing,1,default,0.00021995573479216546,singular,singular,grande,s,La sa [MASK],"[CLS] , La , sa , [MASK] , [SEP]",single-token,8.42208423734661
157,sa,sa,sing,1,default,2.3135191895562457e-07,plural,plural,grandes,s,La sa [MASK],"[CLS] , La , sa , [MASK] , [SEP]",single-token,15.279325827028172
158,sa,sas,plur,1,default,6.407335462199626e-08,singular,singular,grande,s,Las sas [MASK],"[CLS] , Las , sas , [MASK] , [SEP]",single-token,16.56323724396479
159,sa,sas,plur,1,default,4.048890787089476e-06,plural,plural,grandes,s,Las sas [MASK],"[CLS] , Las , sas , [MASK] , [SEP]",single-token,12.417067594088723
160,sa,sa##s,plur,2,artificial,1.2608650195033988e-06,singular,singular,grande,s,Las sa##s [MASK],"[CLS] , Las , sa , ##s , [MASK] , [SEP]",single-token,13.58371254913489
