,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal
25,rumano,rumano,sing,2,default,0.00020130016491748393,plural,son,s,El rumano [MASK],"[CLS] , El , rum , ##ano , [MASK] , [SEP]",nonmorphemic,8.510713406056649
26,rumano,rumhnos,plur,3,default,0.0001356842985842377,singular,es,s,Los rumhnos [MASK],"[CLS] , Los , rum , ##hn , ##os , [MASK] , [SEP]",nonmorphemic,8.905179704640126
27,rumano,rumhnos,plur,3,default,0.04974546656012535,plural,son,s,Los rumhnos [MASK],"[CLS] , Los , rum , ##hn , ##os , [MASK] , [SEP]",nonmorphemic,3.0008359439492085
28,rumano,rumano##s,plur,3,artificial,0.0088387131690979,singular,es,s,El rumano##s [MASK],"[CLS] , El , rum , ##ano , ##s , [MASK] , [SEP]",nonmorphemic,4.728613982035368
29,rumano,rumano##s,plur,3,artificial,0.011353624984622002,plural,son,s,El rumano##s [MASK],"[CLS] , El , rum , ##ano , ##s , [MASK] , [SEP]",nonmorphemic,4.478218204141247
30,mandatario,mandatario,sing,2,default,0.02206072211265564,singular,es,s,El mandatario [MASK],"[CLS] , El , manda , ##tario , [MASK] , [SEP]",nonmorphemic,3.8139565316646196
31,mandatario,mandatario,sing,2,default,0.0011757798492908478,plural,son,s,El mandatario [MASK],"[CLS] , El , manda , ##tario , [MASK] , [SEP]",nonmorphemic,6.745823650014341
32,mandatario,mandatirios,plur,3,default,0.0001418453612131998,singular,es,s,Los mandatirios [MASK],"[CLS] , Los , manda , ##tir , ##ios , [MASK] , [SEP]",nonmorphemic,8.860773099301241
33,mandatario,mandatirios,plur,3,default,0.0397978350520134,plural,son,s,Los mandatirios [MASK],"[CLS] , Los , manda , ##tir , ##ios , [MASK] , [SEP]",nonmorphemic,3.223942763849299
34,mandatario,mandatario##s,plur,3,artificial,0.004082696046680212,singular,es,s,El mandatario##s [MASK],"[CLS] , El , manda , ##tario , ##s , [MASK] , [SEP]",nonmorphemic,5.500997713040496
35,mandatario,mandatario##s,plur,3,artificial,0.01867632567882538,plural,son,s,El mandatario##s [MASK],"[CLS] , El , manda , ##tario , ##s , [MASK] , [SEP]",nonmorphemic,3.9804985636647423
36,negociadore,negociadore,sing,2,default,0.013747927732765675,singular,es,s,El negociadore [MASK],"[CLS] , El , negociado , ##re , [MASK] , [SEP]",nonmorphemic,4.286867176571817
37,negociadore,negociadore,sing,2,default,0.0002028874441748485,plural,son,s,El negociadore [MASK],"[CLS] , El , negociado , ##re , [MASK] , [SEP]",nonmorphemic,8.502859194886355
38,negociadore,npgociadores,plur,4,default,0.00036497582914307714,singular,es,s,Los npgociadores [MASK],"[CLS] , Los , n , ##p , ##goci , ##adores , [MASK] , [SEP]",nonmorphemic,7.915679428100341
39,negociadore,npgociadores,plur,4,default,0.11392167955636978,plural,son,s,Los npgociadores [MASK],"[CLS] , Los , n , ##p , ##goci , ##adores , [MASK] , [SEP]",nonmorphemic,2.1722440881303675
40,negociadore,negociadore##s,plur,3,artificial,0.02996806986629963,singular,es,s,El negociadore##s [MASK],"[CLS] , El , negociado , ##re , ##s , [MASK] , [SEP]",nonmorphemic,3.50762280191968
41,negociadore,negociadore##s,plur,3,artificial,0.0019232836784794927,plural,son,s,El negociadore##s [MASK],"[CLS] , El , negociado , ##re , ##s , [MASK] , [SEP]",nonmorphemic,6.253721304545225
42,comicio,comicio,sing,2,default,0.05390731617808342,singular,es,s,El comicio [MASK],"[CLS] , El , com , ##icio , [MASK] , [SEP]",nonmorphemic,2.920489074135953
43,comicio,comicio,sing,2,default,0.0004926609108224511,plural,son,s,El comicio [MASK],"[CLS] , El , com , ##icio , [MASK] , [SEP]",nonmorphemic,7.615689428232164
44,comicio,comiciob,plur,3,default,0.002077098935842514,singular,es,s,Los comiciob [MASK],"[CLS] , Los , com , ##icio , ##b , [MASK] , [SEP]",nonmorphemic,6.176783101210822
45,comicio,comiciob,plur,3,default,0.07664959132671356,plural,son,s,Los comiciob [MASK],"[CLS] , Los , com , ##icio , ##b , [MASK] , [SEP]",nonmorphemic,2.5685110053587157
46,comicio,comicio##s,plur,3,artificial,0.005122973117977381,singular,es,s,El comicio##s [MASK],"[CLS] , El , com , ##icio , ##s , [MASK] , [SEP]",nonmorphemic,5.27402032135928
47,comicio,comicio##s,plur,3,artificial,0.04531959444284439,plural,son,s,El comicio##s [MASK],"[CLS] , El , com , ##icio , ##s , [MASK] , [SEP]",nonmorphemic,3.0940157916080824
48,sondeo,sondeo,sing,2,default,0.008330155164003372,singular,es,s,El sondeo [MASK],"[CLS] , El , son , ##deo , [MASK] , [SEP]",nonmorphemic,4.787873195845611
49,sondeo,sondeo,sing,2,default,0.0007932824082672596,plural,son,s,El sondeo [MASK],"[CLS] , El , son , ##deo , [MASK] , [SEP]",nonmorphemic,7.139331273286968
50,sondeo,sonfeos,plur,3,default,0.00016623392002657056,singular,es,s,Los sonfeos [MASK],"[CLS] , Los , son , ##feo , ##s , [MASK] , [SEP]",nonmorphemic,8.70211460475084
51,sondeo,sonfeos,plur,3,default,0.033498965203762054,plural,son,s,Los sonfeos [MASK],"[CLS] , Los , son , ##feo , ##s , [MASK] , [SEP]",nonmorphemic,3.3962407300681434
52,sondeo,sondeo##s,plur,3,artificial,0.0022618896327912807,singular,es,s,El sondeo##s [MASK],"[CLS] , El , son , ##deo , ##s , [MASK] , [SEP]",nonmorphemic,6.091554694348031
53,sondeo,sondeo##s,plur,3,artificial,0.014964955858886242,plural,son,s,El sondeo##s [MASK],"[CLS] , El , son , ##deo , ##s , [MASK] , [SEP]",nonmorphemic,4.202044087305197
54,insulto,insulto,sing,2,default,0.0353865921497345,singular,es,s,El insulto [MASK],"[CLS] , El , insul , ##to , [MASK] , [SEP]",nonmorphemic,3.3414222834197376
55,insulto,insulto,sing,2,default,0.0007769518997520208,plural,son,s,El insulto [MASK],"[CLS] , El , insul , ##to , [MASK] , [SEP]",nonmorphemic,7.160132114593879
56,insulto,inssltos,plur,4,default,0.0006148617248982191,singular,es,s,Los inssltos [MASK],"[CLS] , Los , ins , ##s , ##l , ##tos , [MASK] , [SEP]",nonmorphemic,7.394113153001382
57,insulto,inssltos,plur,4,default,0.03419366478919983,plural,son,s,Los inssltos [MASK],"[CLS] , Los , ins , ##s , ##l , ##tos , [MASK] , [SEP]",nonmorphemic,3.375714892154517
58,insulto,insulto##s,plur,3,artificial,0.009002970531582832,singular,es,s,El insulto##s [MASK],"[CLS] , El , insul , ##to , ##s , [MASK] , [SEP]",nonmorphemic,4.710200697038669
59,insulto,insulto##s,plur,3,artificial,0.003214697353541851,plural,son,s,El insulto##s [MASK],"[CLS] , El , insul , ##to , ##s , [MASK] , [SEP]",nonmorphemic,5.740022061480414
60,analista,analista,sing,2,default,0.026516996324062347,singular,es,s,El analista [MASK],"[CLS] , El , anal , ##ista , [MASK] , [SEP]",nonmorphemic,3.6299693808609246
61,analista,analista,sing,2,default,0.0003014240355696529,plural,son,s,El analista [MASK],"[CLS] , El , anal , ##ista , [MASK] , [SEP]",nonmorphemic,8.106992528535885
62,analista,analistgs,plur,3,default,0.00041142161353491247,singular,es,s,Los analistgs [MASK],"[CLS] , Los , anal , ##ist , ##gs , [MASK] , [SEP]",nonmorphemic,7.795892045579685
63,analista,analistgs,plur,3,default,0.0897829607129097,plural,son,s,Los analistgs [MASK],"[CLS] , Los , anal , ##ist , ##gs , [MASK] , [SEP]",nonmorphemic,2.4103600687505113
64,analista,analista##s,plur,3,artificial,0.019437208771705627,singular,es,s,El analista##s [MASK],"[CLS] , El , anal , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,3.9405660719610687
65,analista,analista##s,plur,3,artificial,0.05630079284310341,plural,son,s,El analista##s [MASK],"[CLS] , El , anal , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,2.877046661464896
66,nexo,nexo,sing,2,default,0.2537180185317993,singular,es,s,El nexo [MASK],"[CLS] , El , ne , ##xo , [MASK] , [SEP]",nonmorphemic,1.3715317919119239
67,nexo,nexo,sing,2,default,0.008421756327152252,plural,son,s,El nexo [MASK],"[CLS] , El , ne , ##xo , [MASK] , [SEP]",nonmorphemic,4.776936882556685
68,nexo,nexls,plur,3,default,0.0007553509785793722,singular,es,s,Los nexls [MASK],"[CLS] , Los , ne , ##x , ##ls , [MASK] , [SEP]",nonmorphemic,7.188328044444338
69,nexo,nexls,plur,3,default,0.06056394800543785,plural,son,s,Los nexls [MASK],"[CLS] , Los , ne , ##x , ##ls , [MASK] , [SEP]",nonmorphemic,2.8040554803424587
70,nexo,nexo##s,plur,3,artificial,0.1646992266178131,singular,es,s,El nexo##s [MASK],"[CLS] , El , ne , ##xo , ##s , [MASK] , [SEP]",nonmorphemic,1.803634337511977
71,nexo,nexo##s,plur,3,artificial,0.026014752686023712,plural,son,s,El nexo##s [MASK],"[CLS] , El , ne , ##xo , ##s , [MASK] , [SEP]",nonmorphemic,3.649091490876497
72,cautivo,cautivo,sing,2,default,0.00366591801866889,singular,es,s,El cautivo [MASK],"[CLS] , El , cautiv , ##o , [MASK] , [SEP]",nonmorphemic,5.608676492425448
73,cautivo,cautivo,sing,2,default,0.00014910378376953304,plural,son,s,El cautivo [MASK],"[CLS] , El , cautiv , ##o , [MASK] , [SEP]",nonmorphemic,8.810867959120994
74,cautivo,cañtivos,plur,2,default,0.0006772020133212209,singular,es,s,Los cañtivos [MASK],"[CLS] , Los , cañ , ##tivos , [MASK] , [SEP]",nonmorphemic,7.297540934701413
75,cautivo,cañtivos,plur,2,default,0.1411084532737732,plural,son,s,Los cañtivos [MASK],"[CLS] , Los , cañ , ##tivos , [MASK] , [SEP]",nonmorphemic,1.9582265121108506
76,cautivo,cautivo##s,plur,3,artificial,0.001706099952571094,singular,es,s,El cautivo##s [MASK],"[CLS] , El , cautiv , ##o , ##s , [MASK] , [SEP]",nonmorphemic,6.373545242783016
77,cautivo,cautivo##s,plur,3,artificial,0.001984638161957264,plural,son,s,El cautivo##s [MASK],"[CLS] , El , cautiv , ##o , ##s , [MASK] , [SEP]",nonmorphemic,6.222318667626752
78,millare,millare,sing,2,default,0.029967118054628372,singular,es,s,El millare [MASK],"[CLS] , El , milla , ##re , [MASK] , [SEP]",nonmorphemic,3.507654563284059
79,millare,millare,sing,2,default,0.00041871253051795065,plural,son,s,El millare [MASK],"[CLS] , El , milla , ##re , [MASK] , [SEP]",nonmorphemic,7.778325958188632
80,millare,miluares,plur,3,default,0.0007728491327725351,singular,es,s,Los miluares [MASK],"[CLS] , Los , mil , ##uar , ##es , [MASK] , [SEP]",nonmorphemic,7.165426699482724
81,millare,miluares,plur,3,default,0.0733276754617691,plural,son,s,Los miluares [MASK],"[CLS] , Los , mil , ##uar , ##es , [MASK] , [SEP]",nonmorphemic,2.6128171770683726
82,millare,millare##s,plur,3,artificial,0.026797890663146973,singular,es,s,El millare##s [MASK],"[CLS] , El , milla , ##re , ##s , [MASK] , [SEP]",nonmorphemic,3.6194321011618467
83,millare,millare##s,plur,3,artificial,0.00571409473195672,plural,son,s,El millare##s [MASK],"[CLS] , El , milla , ##re , ##s , [MASK] , [SEP]",nonmorphemic,5.164819396389612
84,reformista,reformista,sing,2,default,0.005902654025703669,singular,es,s,El reformista [MASK],"[CLS] , El , reform , ##ista , [MASK] , [SEP]",nonmorphemic,5.132353194350806
85,reformista,reformista,sing,2,default,0.0001798676239559427,plural,son,s,El reformista [MASK],"[CLS] , El , reform , ##ista , [MASK] , [SEP]",nonmorphemic,8.623289400096809
86,reformista,reforiistas,plur,3,default,0.00022411397367250174,singular,es,s,Los reforiistas [MASK],"[CLS] , Los , refor , ##ii , ##stas , [MASK] , [SEP]",nonmorphemic,8.403355824471724
87,reformista,reforiistas,plur,3,default,0.06873641163110733,plural,son,s,Los reforiistas [MASK],"[CLS] , Los , refor , ##ii , ##stas , [MASK] , [SEP]",nonmorphemic,2.6774762109726695
88,reformista,reformista##s,plur,3,artificial,0.00479875598102808,singular,es,s,El reformista##s [MASK],"[CLS] , El , reform , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,5.339398565277951
89,reformista,reformista##s,plur,3,artificial,0.004882544279098511,plural,son,s,El reformista##s [MASK],"[CLS] , El , reform , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,5.322088826314776
90,uruguaya,uruguaya,sing,2,default,0.005331743974238634,singular,es,s,La uruguaya [MASK],"[CLS] , La , uruguay , ##a , [MASK] , [SEP]",nonmorphemic,5.2340768946529845
91,uruguaya,uruguaya,sing,2,default,0.0001171594558400102,plural,son,s,La uruguaya [MASK],"[CLS] , La , uruguay , ##a , [MASK] , [SEP]",nonmorphemic,9.051974680604037
92,uruguaya,uruluayas,plur,4,default,0.00011867664579767734,singular,es,s,Las uruluayas [MASK],"[CLS] , Las , ur , ##ulu , ##aya , ##s , [MASK] , [SEP]",nonmorphemic,9.039108025515388
93,uruguaya,uruluayas,plur,4,default,0.038840871304273605,plural,son,s,Las uruluayas [MASK],"[CLS] , Las , ur , ##ulu , ##aya , ##s , [MASK] , [SEP]",nonmorphemic,3.2482822026418994
94,uruguaya,uruguaya##s,plur,3,artificial,0.003636628622189164,singular,es,s,La uruguaya##s [MASK],"[CLS] , La , uruguay , ##a , ##s , [MASK] , [SEP]",nonmorphemic,5.616698229219521
95,uruguaya,uruguaya##s,plur,3,artificial,0.006405494641512632,plural,son,s,La uruguaya##s [MASK],"[CLS] , La , uruguay , ##a , ##s , [MASK] , [SEP]",nonmorphemic,5.050599119212881
96,mejoría,mejoría,sing,2,default,0.021909072995185852,singular,es,s,La mejoría [MASK],"[CLS] , La , mejor , ##ía , [MASK] , [SEP]",nonmorphemic,3.8208544359373056
97,mejoría,mejoría,sing,2,default,0.0003826415922958404,plural,son,s,La mejoría [MASK],"[CLS] , La , mejor , ##ía , [MASK] , [SEP]",nonmorphemic,7.868411797259054
98,mejoría,meborías,plur,3,default,0.00024256136384792626,singular,es,s,Las meborías [MASK],"[CLS] , Las , me , ##bor , ##ías , [MASK] , [SEP]",nonmorphemic,8.324255832802104
99,mejoría,meborías,plur,3,default,0.030947623774409294,plural,son,s,Las meborías [MASK],"[CLS] , Las , me , ##bor , ##ías , [MASK] , [SEP]",nonmorphemic,3.475459059070086
100,mejoría,mejoría##s,plur,3,artificial,0.005888461135327816,singular,es,s,La mejoría##s [MASK],"[CLS] , La , mejor , ##ía , ##s , [MASK] , [SEP]",nonmorphemic,5.134760582801621
101,mejoría,mejoría##s,plur,3,artificial,0.047184981405735016,plural,son,s,La mejoría##s [MASK],"[CLS] , La , mejor , ##ía , ##s , [MASK] , [SEP]",nonmorphemic,3.053679627580445
102,urna,urna,sing,2,default,0.012573019601404667,singular,es,s,La urna [MASK],"[CLS] , La , ur , ##na , [MASK] , [SEP]",nonmorphemic,4.37620206236454
103,urna,urna,sing,2,default,0.00024041507276706398,plural,son,s,La urna [MASK],"[CLS] , La , ur , ##na , [MASK] , [SEP]",nonmorphemic,8.333143658570433
104,urna,urnab,plur,2,default,0.0031111284624785185,singular,es,s,Las urnab [MASK],"[CLS] , Las , ur , ##nab , [MASK] , [SEP]",nonmorphemic,5.772769768933467
105,urna,urnab,plur,2,default,0.13505816459655762,plural,son,s,Las urnab [MASK],"[CLS] , Las , ur , ##nab , [MASK] , [SEP]",nonmorphemic,2.0020497444690384
106,urna,urna##s,plur,3,artificial,0.00432618660852313,singular,es,s,La urna##s [MASK],"[CLS] , La , ur , ##na , ##s , [MASK] , [SEP]",nonmorphemic,5.443068815876044
107,urna,urna##s,plur,3,artificial,0.010005447082221508,plural,son,s,La urna##s [MASK],"[CLS] , La , ur , ##na , ##s , [MASK] , [SEP]",nonmorphemic,4.604625626065613
108,injerencia,injerencia,sing,2,default,0.019326118752360344,singular,es,s,La injerencia [MASK],"[CLS] , La , injer , ##encia , [MASK] , [SEP]",nonmorphemic,3.946297794729687
109,injerencia,injerencia,sing,2,default,0.0009572301059961319,plural,son,s,La injerencia [MASK],"[CLS] , La , injer , ##encia , [MASK] , [SEP]",nonmorphemic,6.951466750276595
110,injerencia,injeeencias,plur,4,default,0.002010413445532322,singular,es,s,Las injeeencias [MASK],"[CLS] , Las , in , ##je , ##een , ##cias , [MASK] , [SEP]",nonmorphemic,6.209414883768636
111,injerencia,injeeencias,plur,4,default,0.07487475872039795,plural,son,s,Las injeeencias [MASK],"[CLS] , Las , in , ##je , ##een , ##cias , [MASK] , [SEP]",nonmorphemic,2.5919384449837963
112,injerencia,injerencia##s,plur,3,artificial,0.0068656401708722115,singular,es,s,La injerencia##s [MASK],"[CLS] , La , injer , ##encia , ##s , [MASK] , [SEP]",nonmorphemic,4.981225992708211
113,injerencia,injerencia##s,plur,3,artificial,0.025177594274282455,plural,son,s,La injerencia##s [MASK],"[CLS] , La , injer , ##encia , ##s , [MASK] , [SEP]",nonmorphemic,3.681800796062828
114,pollito,pollito,sing,2,default,0.005751725286245346,singular,es,s,El pollito [MASK],"[CLS] , El , pol , ##lito , [MASK] , [SEP]",nonmorphemic,5.158255419397012
115,pollito,pollito,sing,2,default,0.00016302413132507354,plural,son,s,El pollito [MASK],"[CLS] , El , pol , ##lito , [MASK] , [SEP]",nonmorphemic,8.72161232317598
116,pollito,pñllitos,plur,4,default,0.0004069618880748749,singular,es,s,Los pñllitos [MASK],"[CLS] , Los , p , ##ñ , ##lli , ##tos , [MASK] , [SEP]",nonmorphemic,7.806791017999954
117,pollito,pñllitos,plur,4,default,0.07387778908014297,plural,son,s,Los pñllitos [MASK],"[CLS] , Los , p , ##ñ , ##lli , ##tos , [MASK] , [SEP]",nonmorphemic,2.6053430499226122
118,pollito,pollito##s,plur,3,artificial,0.0036700814962387085,singular,es,s,El pollito##s [MASK],"[CLS] , El , pol , ##lito , ##s , [MASK] , [SEP]",nonmorphemic,5.607541411102615
119,pollito,pollito##s,plur,3,artificial,0.006423413287848234,plural,son,s,El pollito##s [MASK],"[CLS] , El , pol , ##lito , ##s , [MASK] , [SEP]",nonmorphemic,5.04780563779004
120,indefinido,indefinido,sing,2,default,0.042429957538843155,singular,es,s,El indefinido [MASK],"[CLS] , El , indefin , ##ido , [MASK] , [SEP]",nonmorphemic,3.159900620502716
121,indefinido,indefinido,sing,2,default,0.0008368239505216479,plural,son,s,El indefinido [MASK],"[CLS] , El , indefin , ##ido , [MASK] , [SEP]",nonmorphemic,7.085896843502918
122,indefinido,indefinñdos,plur,3,default,0.000677366042509675,singular,es,s,Los indefinñdos [MASK],"[CLS] , Los , indefin , ##ñ , ##dos , [MASK] , [SEP]",nonmorphemic,7.297298747993185
123,indefinido,indefinñdos,plur,3,default,0.06791503727436066,plural,son,s,Los indefinñdos [MASK],"[CLS] , Los , indefin , ##ñ , ##dos , [MASK] , [SEP]",nonmorphemic,2.689497806869423
124,indefinido,indefinido##s,plur,3,artificial,0.01271119900047779,singular,es,s,El indefinido##s [MASK],"[CLS] , El , indefin , ##ido , ##s , [MASK] , [SEP]",nonmorphemic,4.3652718630233105
125,indefinido,indefinido##s,plur,3,artificial,0.017261166125535965,plural,son,s,El indefinido##s [MASK],"[CLS] , El , indefin , ##ido , ##s , [MASK] , [SEP]",nonmorphemic,4.059296033295299
126,retoque,retoque,sing,2,default,0.0049977428279817104,singular,es,s,El retoque [MASK],"[CLS] , El , reto , ##que , [MASK] , [SEP]",nonmorphemic,5.298768902878882
127,retoque,retoque,sing,2,default,0.00019236169464420527,plural,son,s,El retoque [MASK],"[CLS] , El , reto , ##que , [MASK] , [SEP]",nonmorphemic,8.556133131840003
128,retoque,reyoques,plur,3,default,9.123216295847669e-05,singular,es,s,Los reyoques [MASK],"[CLS] , Los , rey , ##o , ##ques , [MASK] , [SEP]",nonmorphemic,9.302103059036941
129,retoque,reyoques,plur,3,default,0.02211461029946804,plural,son,s,Los reyoques [MASK],"[CLS] , Los , rey , ##o , ##ques , [MASK] , [SEP]",nonmorphemic,3.8115167893650153
130,retoque,retoque##s,plur,3,artificial,0.005939498543739319,singular,es,s,El retoque##s [MASK],"[CLS] , El , reto , ##que , ##s , [MASK] , [SEP]",nonmorphemic,5.126130569417079
131,retoque,retoque##s,plur,3,artificial,0.004508896265178919,plural,son,s,El retoque##s [MASK],"[CLS] , El , reto , ##que , ##s , [MASK] , [SEP]",nonmorphemic,5.401702885977958
132,retroceso,retroceso,sing,2,default,0.019283585250377655,singular,es,s,El retroceso [MASK],"[CLS] , El , retroce , ##so , [MASK] , [SEP]",nonmorphemic,3.9485010501177964
133,retroceso,retroceso,sing,2,default,0.0005394376930780709,plural,son,s,El retroceso [MASK],"[CLS] , El , retroce , ##so , [MASK] , [SEP]",nonmorphemic,7.52498327005964
134,retroceso,retroiesos,plur,3,default,0.0011207383358851075,singular,es,s,Los retroiesos [MASK],"[CLS] , Los , retro , ##ies , ##os , [MASK] , [SEP]",nonmorphemic,6.793767582401926
135,retroceso,retroiesos,plur,3,default,0.08739735931158066,plural,son,s,Los retroiesos [MASK],"[CLS] , Los , retro , ##ies , ##os , [MASK] , [SEP]",nonmorphemic,2.4372902106034022
136,retroceso,retroceso##s,plur,3,artificial,0.004454760812222958,singular,es,s,El retroceso##s [MASK],"[CLS] , El , retroce , ##so , ##s , [MASK] , [SEP]",nonmorphemic,5.41378190923742
137,retroceso,retroceso##s,plur,3,artificial,0.001659674453549087,plural,son,s,El retroceso##s [MASK],"[CLS] , El , retroce , ##so , ##s , [MASK] , [SEP]",nonmorphemic,6.401133808166048
138,kilómetro,kilómetro,sing,2,default,0.0340723916888237,singular,es,s,El kilómetro [MASK],"[CLS] , El , k , ##ilómetro , [MASK] , [SEP]",nonmorphemic,3.379267850512073
139,kilómetro,kilómetro,sing,2,default,0.0010339495493099093,plural,son,s,El kilómetro [MASK],"[CLS] , El , k , ##ilómetro , [MASK] , [SEP]",nonmorphemic,6.87436929585617
140,kilómetro,kilótetros,plur,4,default,0.0005735580343753099,singular,es,s,Los kilótetros [MASK],"[CLS] , Los , k , ##iló , ##te , ##tros , [MASK] , [SEP]",nonmorphemic,7.463651433183581
141,kilómetro,kilótetros,plur,4,default,0.21875742077827454,plural,son,s,Los kilótetros [MASK],"[CLS] , Los , k , ##iló , ##te , ##tros , [MASK] , [SEP]",nonmorphemic,1.5197918307619778
142,kilómetro,kilómetro##s,plur,3,artificial,0.03297674283385277,singular,es,s,El kilómetro##s [MASK],"[CLS] , El , k , ##ilómetro , ##s , [MASK] , [SEP]",nonmorphemic,3.4119527285880924
143,kilómetro,kilómetro##s,plur,3,artificial,0.0008704058709554374,plural,son,s,El kilómetro##s [MASK],"[CLS] , El , k , ##ilómetro , ##s , [MASK] , [SEP]",nonmorphemic,7.04655093676191
144,sable,sable,sing,2,default,0.0028474999126046896,singular,es,s,El sable [MASK],"[CLS] , El , sab , ##le , [MASK] , [SEP]",nonmorphemic,5.861313893334882
