,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal
16,activo,activo##s,plur,2,artificial,0.012830064631998539,singular,es,s,El activo##s [MASK],"[CLS] , El , activo , ##s , [MASK] , [SEP]",single-token,4.3559640627991945
17,activo,activo##s,plur,2,artificial,0.032364167273044586,plural,son,s,El activo##s [MASK],"[CLS] , El , activo , ##s , [MASK] , [SEP]",single-token,3.430703416558843
18,permiso,permiso,sing,1,default,0.027180250734090805,singular,es,s,El permiso [MASK],"[CLS] , El , permiso , [MASK] , [SEP]",single-token,3.6052646453535355
19,permiso,permiso,sing,1,default,0.0005311091081239283,plural,son,s,El permiso [MASK],"[CLS] , El , permiso , [MASK] , [SEP]",single-token,7.5405430811368825
20,permiso,pevmisos,plur,3,default,0.0005887756124138832,singular,es,s,Los pevmisos [MASK],"[CLS] , Los , pe , ##v , ##misos , [MASK] , [SEP]",single-token,7.437465410541433
21,permiso,pevmisos,plur,3,default,0.01055943313986063,plural,son,s,Los pevmisos [MASK],"[CLS] , Los , pe , ##v , ##misos , [MASK] , [SEP]",single-token,4.550735682082282
22,permiso,permiso##s,plur,2,artificial,0.003284749109297991,singular,es,s,El permiso##s [MASK],"[CLS] , El , permiso , ##s , [MASK] , [SEP]",single-token,5.71846500460518
23,permiso,permiso##s,plur,2,artificial,0.030430588871240616,plural,son,s,El permiso##s [MASK],"[CLS] , El , permiso , ##s , [MASK] , [SEP]",single-token,3.4923069635930446
24,cálculo,cálculo,sing,1,default,0.08334746956825256,singular,es,s,El cálculo [MASK],"[CLS] , El , cálculo , [MASK] , [SEP]",single-token,2.4847370293553284
25,cálculo,cálculo,sing,1,default,0.001644919509999454,plural,son,s,El cálculo [MASK],"[CLS] , El , cálculo , [MASK] , [SEP]",single-token,6.4100638260534355
26,cálculo,cálcuuos,plur,4,default,0.0001346774079138413,singular,es,s,Los cálcuuos [MASK],"[CLS] , Los , cál , ##cu , ##uo , ##s , [MASK] , [SEP]",single-token,8.912628210115587
27,cálculo,cálcuuos,plur,4,default,0.025827908888459206,plural,son,s,Los cálcuuos [MASK],"[CLS] , Los , cál , ##cu , ##uo , ##s , [MASK] , [SEP]",single-token,3.6562996318507763
28,cálculo,cálculo##s,plur,2,artificial,0.06556117534637451,singular,es,s,El cálculo##s [MASK],"[CLS] , El , cálculo , ##s , [MASK] , [SEP]",single-token,2.7247715974701605
29,cálculo,cálculo##s,plur,2,artificial,0.00532547477632761,plural,son,s,El cálculo##s [MASK],"[CLS] , El , cálculo , ##s , [MASK] , [SEP]",single-token,5.235253411487424
30,empleo,empleo,sing,1,default,0.014852171763777733,singular,es,s,El empleo [MASK],"[CLS] , El , empleo , [MASK] , [SEP]",single-token,4.209609177707398
31,empleo,empleo,sing,1,default,0.0008143489249050617,plural,son,s,El empleo [MASK],"[CLS] , El , empleo , [MASK] , [SEP]",single-token,7.11312162913338
32,empleo,impleos,plur,2,default,0.0006974044372327626,singular,es,s,Los impleos [MASK],"[CLS] , Los , imple , ##os , [MASK] , [SEP]",single-token,7.268145061206741
33,empleo,impleos,plur,2,default,0.048363786190748215,plural,son,s,Los impleos [MASK],"[CLS] , Los , imple , ##os , [MASK] , [SEP]",single-token,3.0290039645146574
34,empleo,empleo##s,plur,2,artificial,0.03667784109711647,singular,es,s,El empleo##s [MASK],"[CLS] , El , empleo , ##s , [MASK] , [SEP]",single-token,3.305582491092786
35,empleo,empleo##s,plur,2,artificial,0.006441045552492142,plural,son,s,El empleo##s [MASK],"[CLS] , El , empleo , ##s , [MASK] , [SEP]",single-token,5.045064399172225
36,sectore,sectore,sing,2,default,0.056634675711393356,singular,es,s,El sectore [MASK],"[CLS] , El , sector , ##e , [MASK] , [SEP]",single-token,2.8711338362857606
37,sectore,sectore,sing,2,default,0.0004593095218297094,plural,son,s,El sectore [MASK],"[CLS] , El , sector , ##e , [MASK] , [SEP]",single-token,7.685786235670167
38,sectore,sectohes,plur,3,default,0.00025950101553462446,singular,es,s,Los sectohes [MASK],"[CLS] , Los , sec , ##to , ##hes , [MASK] , [SEP]",single-token,8.256749941937763
39,sectore,sectohes,plur,3,default,0.14250163733959198,plural,son,s,Los sectohes [MASK],"[CLS] , Los , sec , ##to , ##hes , [MASK] , [SEP]",single-token,1.9484017892370427
40,sectore,sectore##s,plur,3,artificial,0.06962401419878006,singular,es,s,El sectore##s [MASK],"[CLS] , El , sector , ##e , ##s , [MASK] , [SEP]",single-token,2.664645739559807
41,sectore,sectore##s,plur,3,artificial,0.00090815220028162,plural,son,s,El sectore##s [MASK],"[CLS] , El , sector , ##e , ##s , [MASK] , [SEP]",single-token,7.0040985719543585
42,empresario,empresario,sing,1,default,0.01781146600842476,singular,es,s,El empresario [MASK],"[CLS] , El , empresario , [MASK] , [SEP]",single-token,4.027912871287994
43,empresario,empresario,sing,1,default,0.00036600642488338053,plural,son,s,El empresario [MASK],"[CLS] , El , empresario , [MASK] , [SEP]",single-token,7.912859670390807
44,empresario,emprñsarios,plur,5,default,0.00014009881124366075,singular,es,s,Los emprñsarios [MASK],"[CLS] , Los , emp , ##r , ##ñ , ##sar , ##ios , [MASK] , [SEP]",single-token,8.873162589713266
45,empresario,emprñsarios,plur,5,default,0.027235068380832672,plural,son,s,Los emprñsarios [MASK],"[CLS] , Los , emp , ##r , ##ñ , ##sar , ##ios , [MASK] , [SEP]",single-token,3.603249857379221
46,empresario,empresario##s,plur,2,artificial,0.022060660645365715,singular,es,s,El empresario##s [MASK],"[CLS] , El , empresario , ##s , [MASK] , [SEP]",single-token,3.8139593179458324
47,empresario,empresario##s,plur,2,artificial,0.08001772314310074,plural,son,s,El empresario##s [MASK],"[CLS] , El , empresario , ##s , [MASK] , [SEP]",single-token,2.5255071295557006
48,sindicato,sindicato,sing,1,default,0.11826631426811218,singular,es,s,El sindicato [MASK],"[CLS] , El , sindicato , [MASK] , [SEP]",single-token,2.1348162969139164
49,sindicato,sindicato,sing,1,default,0.003622952848672867,plural,son,s,El sindicato [MASK],"[CLS] , El , sindicato , [MASK] , [SEP]",single-token,5.6204658815969255
50,sindicato,sindimatos,plur,4,default,0.00024381808179896325,singular,es,s,Los sindimatos [MASK],"[CLS] , Los , sin , ##di , ##ma , ##tos , [MASK] , [SEP]",single-token,8.319088177141614
51,sindicato,sindimatos,plur,4,default,0.04374687373638153,plural,son,s,Los sindimatos [MASK],"[CLS] , Los , sin , ##di , ##ma , ##tos , [MASK] , [SEP]",single-token,3.1293351261858557
52,sindicato,sindicato##s,plur,2,artificial,0.009989014826714993,singular,es,s,El sindicato##s [MASK],"[CLS] , El , sindicato , ##s , [MASK] , [SEP]",single-token,4.606269307128992
53,sindicato,sindicato##s,plur,2,artificial,0.025596335530281067,plural,son,s,El sindicato##s [MASK],"[CLS] , El , sindicato , ##s , [MASK] , [SEP]",single-token,3.665306081091003
54,mese,mese,sing,2,default,0.02327348291873932,singular,es,s,El mese [MASK],"[CLS] , El , mes , ##e , [MASK] , [SEP]",single-token,3.7604406386634768
55,mese,mese,sing,2,default,0.00042114846291951835,plural,son,s,El mese [MASK],"[CLS] , El , mes , ##e , [MASK] , [SEP]",single-token,7.772525142931707
56,mese,meres,plur,2,default,0.000962622812949121,singular,es,s,Los meres [MASK],"[CLS] , Los , mere , ##s , [MASK] , [SEP]",single-token,6.945848902073034
57,mese,meres,plur,2,default,0.03372664377093315,plural,son,s,Los meres [MASK],"[CLS] , Los , mere , ##s , [MASK] , [SEP]",single-token,3.389467137648128
58,mese,mese##s,plur,3,artificial,0.0655490979552269,singular,es,s,El mese##s [MASK],"[CLS] , El , mes , ##e , ##s , [MASK] , [SEP]",single-token,2.7249558300383283
59,mese,mese##s,plur,3,artificial,0.0029524629935622215,plural,son,s,El mese##s [MASK],"[CLS] , El , mes , ##e , ##s , [MASK] , [SEP]",single-token,5.825115543904509
60,comarca,comarca,sing,1,default,0.11631203442811966,singular,es,s,La comarca [MASK],"[CLS] , La , comarca , [MASK] , [SEP]",single-token,2.151478747355054
61,comarca,comarca,sing,1,default,0.002044118707999587,plural,son,s,La comarca [MASK],"[CLS] , La , comarca , [MASK] , [SEP]",single-token,6.192788532006306
62,comarca,comañcas,plur,3,default,0.00019135900947730988,singular,es,s,Las comañcas [MASK],"[CLS] , Las , coma , ##ñ , ##cas , [MASK] , [SEP]",single-token,8.561359263441837
63,comarca,comañcas,plur,3,default,0.021559767425060272,plural,son,s,Las comañcas [MASK],"[CLS] , Las , coma , ##ñ , ##cas , [MASK] , [SEP]",single-token,3.836926320334391
64,comarca,comarca##s,plur,2,artificial,0.003121030982583761,singular,es,s,La comarca##s [MASK],"[CLS] , La , comarca , ##s , [MASK] , [SEP]",single-token,5.769591888609233
65,comarca,comarca##s,plur,2,artificial,0.00525295827537775,plural,son,s,La comarca##s [MASK],"[CLS] , La , comarca , ##s , [MASK] , [SEP]",single-token,5.248963880050091
66,provincia,provincia,sing,1,default,0.2331620752811432,singular,es,s,La provincia [MASK],"[CLS] , La , provincia , [MASK] , [SEP]",single-token,1.4560214651704273
67,provincia,provincia,sing,1,default,0.00765775004401803,plural,son,s,La provincia [MASK],"[CLS] , La , provincia , [MASK] , [SEP]",single-token,4.872037066311119
68,provincia,poovincias,plur,4,default,4.900810745311901e-05,singular,es,s,Las poovincias [MASK],"[CLS] , Las , po , ##ov , ##inc , ##ias , [MASK] , [SEP]",single-token,9.923524815313431
69,provincia,poovincias,plur,4,default,0.013590831309556961,plural,son,s,Las poovincias [MASK],"[CLS] , Las , po , ##ov , ##inc , ##ias , [MASK] , [SEP]",single-token,4.298359882008775
70,provincia,provincia##s,plur,2,artificial,0.002852248726412654,singular,es,s,La provincia##s [MASK],"[CLS] , La , provincia , ##s , [MASK] , [SEP]",single-token,5.859647569008132
71,provincia,provincia##s,plur,2,artificial,0.06503541767597198,plural,son,s,La provincia##s [MASK],"[CLS] , La , provincia , ##s , [MASK] , [SEP]",single-token,2.732823270161047
72,extranjero,extranjero,sing,1,default,0.03924606367945671,singular,es,s,El extranjero [MASK],"[CLS] , El , extranjero , [MASK] , [SEP]",single-token,3.2379041282044247
73,extranjero,extranjero,sing,1,default,0.0012318480294197798,plural,son,s,El extranjero [MASK],"[CLS] , El , extranjero , [MASK] , [SEP]",single-token,6.69923977422307
74,extranjero,uxtranjeros,plur,4,default,0.0002018641389440745,singular,es,s,Los uxtranjeros [MASK],"[CLS] , Los , u , ##x , ##tran , ##jeros , [MASK] , [SEP]",single-token,8.507915666330899
75,extranjero,uxtranjeros,plur,4,default,0.066321462392807,plural,son,s,Los uxtranjeros [MASK],"[CLS] , Los , u , ##x , ##tran , ##jeros , [MASK] , [SEP]",single-token,2.7132417178432164
76,extranjero,extranjero##s,plur,2,artificial,0.009778673760592937,singular,es,s,El extranjero##s [MASK],"[CLS] , El , extranjero , ##s , [MASK] , [SEP]",single-token,4.627551411432248
77,extranjero,extranjero##s,plur,2,artificial,0.018272897228598595,plural,son,s,El extranjero##s [MASK],"[CLS] , El , extranjero , ##s , [MASK] , [SEP]",single-token,4.0023363426971015
78,persona,persona,sing,1,default,0.03401369974017143,singular,es,s,La persona [MASK],"[CLS] , La , persona , [MASK] , [SEP]",single-token,3.380991901987439
79,persona,persona,sing,1,default,0.0004845562798436731,plural,son,s,La persona [MASK],"[CLS] , La , persona , [MASK] , [SEP]",single-token,7.632276972711526
80,persona,pprsonas,plur,3,default,0.0003303390112705529,singular,es,s,Las pprsonas [MASK],"[CLS] , Las , pp , ##rs , ##onas , [MASK] , [SEP]",single-token,8.015391123941884
81,persona,pprsonas,plur,3,default,0.07007473707199097,plural,son,s,Las pprsonas [MASK],"[CLS] , Las , pp , ##rs , ##onas , [MASK] , [SEP]",single-token,2.658192934032638
82,persona,persona##s,plur,2,artificial,0.007090181112289429,singular,es,s,La persona##s [MASK],"[CLS] , La , persona , ##s , [MASK] , [SEP]",single-token,4.94904439401268
83,persona,persona##s,plur,2,artificial,0.01824898086488247,plural,son,s,La persona##s [MASK],"[CLS] , La , persona , ##s , [MASK] , [SEP]",single-token,4.003646043533054
84,accidente,accidente,sing,1,default,0.005748534109443426,singular,es,s,El accidente [MASK],"[CLS] , El , accidente , [MASK] , [SEP]",single-token,5.158810394163063
85,accidente,accidente,sing,1,default,0.00023211717780213803,plural,son,s,El accidente [MASK],"[CLS] , El , accidente , [MASK] , [SEP]",single-token,8.36826823707293
86,accidente,accqdentes,plur,4,default,0.0007476507453247905,singular,es,s,Los accqdentes [MASK],"[CLS] , Los , ac , ##c , ##q , ##dentes , [MASK] , [SEP]",single-token,7.198574607044942
87,accidente,accqdentes,plur,4,default,0.031122928485274315,plural,son,s,Los accqdentes [MASK],"[CLS] , Los , ac , ##c , ##q , ##dentes , [MASK] , [SEP]",single-token,3.4698104811021087
88,accidente,accidente##s,plur,2,artificial,0.003480922896414995,singular,es,s,El accidente##s [MASK],"[CLS] , El , accidente , ##s , [MASK] , [SEP]",single-token,5.660457820235838
89,accidente,accidente##s,plur,2,artificial,0.003660026006400585,plural,son,s,El accidente##s [MASK],"[CLS] , El , accidente , ##s , [MASK] , [SEP]",single-token,5.610285026020176
90,riesgo,riesgo,sing,1,default,0.016909640282392502,singular,es,s,El riesgo [MASK],"[CLS] , El , riesgo , [MASK] , [SEP]",single-token,4.079871388776177
91,riesgo,riesgo,sing,1,default,0.0009824964217841625,plural,son,s,El riesgo [MASK],"[CLS] , El , riesgo , [MASK] , [SEP]",single-token,6.925413856177451
92,riesgo,viesgos,plur,3,default,0.00033745120163075626,singular,es,s,Los viesgos [MASK],"[CLS] , Los , vie , ##s , ##gos , [MASK] , [SEP]",single-token,7.99408964586623
93,riesgo,viesgos,plur,3,default,0.053204089403152466,plural,son,s,Los viesgos [MASK],"[CLS] , Los , vie , ##s , ##gos , [MASK] , [SEP]",single-token,2.933620017108459
94,riesgo,riesgo##s,plur,2,artificial,0.01815427467226982,singular,es,s,El riesgo##s [MASK],"[CLS] , El , riesgo , ##s , [MASK] , [SEP]",single-token,4.0088492268682305
95,riesgo,riesgo##s,plur,2,artificial,0.028824780136346817,plural,son,s,El riesgo##s [MASK],"[CLS] , El , riesgo , ##s , [MASK] , [SEP]",single-token,3.546519840389606
96,empresa,empresa,sing,1,default,0.024997621774673462,singular,es,s,La empresa [MASK],"[CLS] , La , empresa , [MASK] , [SEP]",single-token,3.688974587652049
97,empresa,empresa,sing,1,default,0.0008036858635023236,plural,son,s,La empresa [MASK],"[CLS] , La , empresa , [MASK] , [SEP]",single-token,7.126302082172008
98,empresa,empresqs,plur,3,default,0.0010626778239384294,singular,es,s,Las empresqs [MASK],"[CLS] , Las , empres , ##q , ##s , [MASK] , [SEP]",single-token,6.846963307462688
99,empresa,empresqs,plur,3,default,0.035644978284835815,plural,son,s,Las empresqs [MASK],"[CLS] , Las , empres , ##q , ##s , [MASK] , [SEP]",single-token,3.3341470036191887
100,empresa,empresa##s,plur,2,artificial,0.008999748155474663,singular,es,s,La empresa##s [MASK],"[CLS] , La , empresa , ##s , [MASK] , [SEP]",single-token,4.7105586847624785
101,empresa,empresa##s,plur,2,artificial,0.19810959696769714,plural,son,s,La empresa##s [MASK],"[CLS] , La , empresa , ##s , [MASK] , [SEP]",single-token,1.6189348813844375
102,cambio,cambio,sing,1,default,0.021561339497566223,singular,es,s,El cambio [MASK],"[CLS] , El , cambio , [MASK] , [SEP]",single-token,3.836853406041654
103,cambio,cambio,sing,1,default,0.0005656577413901687,plural,son,s,El cambio [MASK],"[CLS] , El , cambio , [MASK] , [SEP]",single-token,7.4775213598546895
104,cambio,cañbios,plur,2,default,0.0004942150553688407,singular,es,s,Los cañbios [MASK],"[CLS] , Los , cañ , ##bios , [MASK] , [SEP]",single-token,7.6125398007522955
105,cambio,cañbios,plur,2,default,0.08674720674753189,plural,son,s,Los cañbios [MASK],"[CLS] , Los , cañ , ##bios , [MASK] , [SEP]",single-token,2.4447570595492767
106,cambio,cambio##s,plur,2,artificial,0.006791521329432726,singular,es,s,El cambio##s [MASK],"[CLS] , El , cambio , ##s , [MASK] , [SEP]",single-token,4.992080308099618
107,cambio,cambio##s,plur,2,artificial,0.014518973417580128,plural,son,s,El cambio##s [MASK],"[CLS] , El , cambio , ##s , [MASK] , [SEP]",single-token,4.232298973353526
108,premio,premio,sing,1,default,0.1402473896741867,singular,es,s,El premio [MASK],"[CLS] , El , premio , [MASK] , [SEP]",single-token,1.9643473467012937
109,premio,premio,sing,1,default,0.0011787094408646226,plural,son,s,El premio [MASK],"[CLS] , El , premio , [MASK] , [SEP]",single-token,6.743335133207007
110,premio,eremios,plur,3,default,9.054730617208406e-05,singular,es,s,Los eremios [MASK],"[CLS] , Los , er , ##emi , ##os , [MASK] , [SEP]",single-token,9.309638123695446
111,premio,eremios,plur,3,default,0.04046420753002167,plural,son,s,Los eremios [MASK],"[CLS] , Los , er , ##emi , ##os , [MASK] , [SEP]",single-token,3.2073374603107188
112,premio,premio##s,plur,2,artificial,0.001891769701614976,singular,es,s,El premio##s [MASK],"[CLS] , El , premio , ##s , [MASK] , [SEP]",single-token,6.270242537952014
113,premio,premio##s,plur,2,artificial,0.037761393934488297,plural,son,s,El premio##s [MASK],"[CLS] , El , premio , ##s , [MASK] , [SEP]",single-token,3.2764680227482708
114,proyecto,proyecto,sing,1,default,0.08612065017223358,singular,es,s,El proyecto [MASK],"[CLS] , El , proyecto , [MASK] , [SEP]",single-token,2.4520060569065585
115,proyecto,proyecto,sing,1,default,0.0003596270689740777,plural,son,s,El proyecto [MASK],"[CLS] , El , proyecto , [MASK] , [SEP]",single-token,7.930442982966039
116,proyecto,prgyectos,plur,4,default,0.001557379262521863,singular,es,s,Los prgyectos [MASK],"[CLS] , Los , pr , ##gy , ##ec , ##tos , [MASK] , [SEP]",single-token,6.464750830357668
117,proyecto,prgyectos,plur,4,default,0.10733662545681,plural,son,s,Los prgyectos [MASK],"[CLS] , Los , pr , ##gy , ##ec , ##tos , [MASK] , [SEP]",single-token,2.231785350618356
118,proyecto,proyecto##s,plur,2,artificial,0.004812844097614288,singular,es,s,El proyecto##s [MASK],"[CLS] , El , proyecto , ##s , [MASK] , [SEP]",single-token,5.336467081121326
119,proyecto,proyecto##s,plur,2,artificial,0.017255358397960663,plural,son,s,El proyecto##s [MASK],"[CLS] , El , proyecto , ##s , [MASK] , [SEP]",single-token,4.059632551974991
120,abogado,abogado,sing,1,default,0.01582268998026848,singular,es,s,El abogado [MASK],"[CLS] , El , abogado , [MASK] , [SEP]",single-token,4.146310294417804
121,abogado,abogado,sing,1,default,0.00040405613253824413,plural,son,s,El abogado [MASK],"[CLS] , El , abogado , [MASK] , [SEP]",single-token,7.813956747728312
122,abogado,abogaños,plur,3,default,0.00043735827784985304,singular,es,s,Los abogaños [MASK],"[CLS] , Los , abo , ##ga , ##ños , [MASK] , [SEP]",single-token,7.734757840988509
123,abogado,abogaños,plur,3,default,0.08163163810968399,plural,son,s,Los abogaños [MASK],"[CLS] , Los , abo , ##ga , ##ños , [MASK] , [SEP]",single-token,2.5055383702243996
124,abogado,abogado##s,plur,2,artificial,0.00640998175367713,singular,es,s,El abogado##s [MASK],"[CLS] , El , abogado , ##s , [MASK] , [SEP]",single-token,5.049898854593839
125,abogado,abogado##s,plur,2,artificial,0.08853914588689804,plural,son,s,El abogado##s [MASK],"[CLS] , El , abogado , ##s , [MASK] , [SEP]",single-token,2.4243104983601125
126,gobierno,gobierno,sing,1,default,0.03748386353254318,singular,es,s,El gobierno [MASK],"[CLS] , El , gobierno , [MASK] , [SEP]",single-token,3.283844744412728
127,gobierno,gobierno,sing,1,default,0.0014161050785332918,plural,son,s,El gobierno [MASK],"[CLS] , El , gobierno , [MASK] , [SEP]",single-token,6.55984507846015
128,gobierno,gobiernes,plur,2,default,0.0004869455297011882,singular,es,s,Los gobiernes [MASK],"[CLS] , Los , gobier , ##nes , [MASK] , [SEP]",single-token,7.62735828980007
129,gobierno,gobiernes,plur,2,default,0.10138867050409317,plural,son,s,Los gobiernes [MASK],"[CLS] , Los , gobier , ##nes , [MASK] , [SEP]",single-token,2.2887939247962614
130,gobierno,gobierno##s,plur,2,artificial,0.0017349293921142817,singular,es,s,El gobierno##s [MASK],"[CLS] , El , gobierno , ##s , [MASK] , [SEP]",single-token,6.356788562599161
131,gobierno,gobierno##s,plur,2,artificial,0.012446964159607887,plural,son,s,El gobierno##s [MASK],"[CLS] , El , gobierno , ##s , [MASK] , [SEP]",single-token,4.3862785284076375
132,estado,estado,sing,1,default,0.06162501871585846,singular,es,s,El estado [MASK],"[CLS] , El , estado , [MASK] , [SEP]",single-token,2.786687342913715
133,estado,estado,sing,1,default,0.005343211814761162,plural,son,s,El estado [MASK],"[CLS] , El , estado , [MASK] , [SEP]",single-token,5.231928343378252
134,estado,eswados,plur,3,default,0.004140328150242567,singular,es,s,Los eswados [MASK],"[CLS] , Los , es , ##w , ##ados , [MASK] , [SEP]",single-token,5.486980230942471
135,estado,eswados,plur,3,default,0.029721640050411224,plural,son,s,Los eswados [MASK],"[CLS] , Los , es , ##w , ##ados , [MASK] , [SEP]",single-token,3.515879877263093
136,estado,estado##s,plur,2,artificial,0.0068192011676728725,singular,es,s,El estado##s [MASK],"[CLS] , El , estado , ##s , [MASK] , [SEP]",single-token,4.988012944826874
137,estado,estado##s,plur,2,artificial,0.08011848479509354,plural,son,s,El estado##s [MASK],"[CLS] , El , estado , ##s , [MASK] , [SEP]",single-token,2.524248680057138
138,propuesta,propuesta,sing,1,default,0.06950623542070389,singular,es,s,La propuesta [MASK],"[CLS] , La , propuesta , [MASK] , [SEP]",single-token,2.666338812152326
139,propuesta,propuesta,sing,1,default,0.0002910809707827866,plural,son,s,La propuesta [MASK],"[CLS] , La , propuesta , [MASK] , [SEP]",single-token,8.141909079384495
140,propuesta,prypuestas,plur,3,default,0.0006558064487762749,singular,es,s,Las prypuestas [MASK],"[CLS] , Las , pr , ##y , ##puestas , [MASK] , [SEP]",single-token,7.329644860152433
141,propuesta,prypuestas,plur,3,default,0.05534098297357559,plural,son,s,Las prypuestas [MASK],"[CLS] , Las , pr , ##y , ##puestas , [MASK] , [SEP]",single-token,2.8942415423384693
142,propuesta,propuesta##s,plur,2,artificial,0.005077914334833622,singular,es,s,La propuesta##s [MASK],"[CLS] , La , propuesta , ##s , [MASK] , [SEP]",single-token,5.282854665705354
143,propuesta,propuesta##s,plur,2,artificial,0.0497983917593956,plural,son,s,La propuesta##s [MASK],"[CLS] , La , propuesta , ##s , [MASK] , [SEP]",single-token,2.999772589461032
144,compañía,compañía,sing,1,default,0.06603265553712845,singular,es,s,La compañía [MASK],"[CLS] , La , compañía , [MASK] , [SEP]",single-token,2.717605878453821
145,compañía,compañía,sing,1,default,0.0011906542349606752,plural,son,s,La compañía [MASK],"[CLS] , La , compañía , [MASK] , [SEP]",single-token,6.73325234565298
146,compañía,cpmpañías,plur,5,default,0.0002865653077606112,singular,es,s,Las cpmpañías [MASK],"[CLS] , Las , c , ##p , ##mpa , ##ñ , ##ías , [MASK] , [SEP]",single-token,8.157544097487385
147,compañía,cpmpañías,plur,5,default,0.01596752367913723,plural,son,s,Las cpmpañías [MASK],"[CLS] , Las , c , ##p , ##mpa , ##ñ , ##ías , [MASK] , [SEP]",single-token,4.137198389571293
148,compañía,compañía##s,plur,2,artificial,0.0037614195607602596,singular,es,s,La compañía##s [MASK],"[CLS] , La , compañía , ##s , [MASK] , [SEP]",single-token,5.582958850076278
149,compañía,compañía##s,plur,2,artificial,0.026791272684931755,plural,son,s,La compañía##s [MASK],"[CLS] , La , compañía , ##s , [MASK] , [SEP]",single-token,3.619679090584162
150,sistema,sistema,sing,1,default,0.03523442521691322,singular,es,s,El sistema [MASK],"[CLS] , El , sistema , [MASK] , [SEP]",single-token,3.3457316851810144
151,sistema,sistema,sing,1,default,0.00295400177128613,plural,son,s,El sistema [MASK],"[CLS] , El , sistema , [MASK] , [SEP]",single-token,5.8245944952502
152,sistema,sisteuas,plur,4,default,0.0003233077877666801,singular,es,s,Los sisteuas [MASK],"[CLS] , Los , sist , ##e , ##ua , ##s , [MASK] , [SEP]",single-token,8.03690578516334
153,sistema,sisteuas,plur,4,default,0.051459409296512604,plural,son,s,Los sisteuas [MASK],"[CLS] , Los , sist , ##e , ##ua , ##s , [MASK] , [SEP]",single-token,2.9669619510806906
154,sistema,sistema##s,plur,2,artificial,0.008182713761925697,singular,es,s,El sistema##s [MASK],"[CLS] , El , sistema , ##s , [MASK] , [SEP]",single-token,4.80573142764961
155,sistema,sistema##s,plur,2,artificial,0.017695922404527664,plural,son,s,El sistema##s [MASK],"[CLS] , El , sistema , ##s , [MASK] , [SEP]",single-token,4.034421038567759
156,ordenadore,ordenadore,sing,2,default,0.04883775860071182,singular,es,s,El ordenadore [MASK],"[CLS] , El , ordenador , ##e , [MASK] , [SEP]",single-token,3.019251523489053
