,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,article_probs,article_number,article_type,article,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
21,21,drua,druas,plur,3,default,6.005810428177938e-05,plural,indefinite,Unas,s,[MASK] druas,"[CLS] , [MASK] , d , ##ru , ##as , [SEP]",nonmorphemic,9.720198059647172,-1.41764357148781,1.4176435714878102
23,23,drua,drua##s,plur,4,artificial,9.123882591666188e-06,plural,indefinite,Unas,s,[MASK] drua##s,"[CLS] , [MASK] , d , ##ru , ##a , ##s , [SEP]",nonmorphemic,11.604615121701846,0.8342208471294015,-0.8342208471294035
25,25,pia,pia,sing,2,default,0.0001860733755165,plural,definite,Las,s,[MASK] pia,"[CLS] , [MASK] , pi , ##a , [SEP]",nonmorphemic,8.589369470018017,4.856147260900373,-4.856147260900754
27,27,pia,pias,plur,2,default,0.0135681014508008,plural,definite,Las,s,[MASK] pias,"[CLS] , [MASK] , pi , ##as , [SEP]",nonmorphemic,4.300033722749393,-3.3263096215185124,3.326309621518604
29,29,pia,pia##s,plur,3,artificial,0.0013107346603646,plural,definite,Las,s,[MASK] pia##s,"[CLS] , [MASK] , pi , ##a , ##s , [SEP]",nonmorphemic,6.637167489525229,-0.9120679814980726,0.9120679814981061
31,31,pia,pia,sing,2,default,1.023576351144584e-05,plural,indefinite,Unas,s,[MASK] pia,"[CLS] , [MASK] , pi , ##a , [SEP]",nonmorphemic,11.48962274354384,5.816122976799139,-5.816122976799109
33,33,pia,pias,plur,2,default,0.0001795278221834,plural,indefinite,Unas,s,[MASK] pias,"[CLS] , [MASK] , pi , ##as , [SEP]",nonmorphemic,8.625180363810463,-1.2082439091831088,1.2082439091828594
35,35,pia,pia##s,plur,3,artificial,4.018226900370792e-05,plural,indefinite,Unas,s,[MASK] pia##s,"[CLS] , [MASK] , pi , ##a , ##s , [SEP]",nonmorphemic,10.122084729198594,0.3992510027445846,-0.39925100274458447
37,37,scha,scha,sing,2,default,3.273777474532835e-05,plural,definite,Las,s,[MASK] scha,"[CLS] , [MASK] , s , ##cha , [SEP]",nonmorphemic,10.326980955792132,4.52332360208225,-4.523323602082236
39,39,scha,schas,plur,2,default,0.0019526369869709,plural,definite,Las,s,[MASK] schas,"[CLS] , [MASK] , s , ##chas , [SEP]",nonmorphemic,6.2385745189312845,-2.271002778248257,2.271002778248505
41,41,scha,scha##s,plur,3,artificial,0.0009490895317867,plural,definite,Las,s,[MASK] scha##s,"[CLS] , [MASK] , s , ##cha , ##s , [SEP]",nonmorphemic,6.960007420509622,-0.281357363617305,0.2813573636172638
43,43,scha,scha,sing,2,default,6.007351203152211e-07,plural,indefinite,Unas,s,[MASK] scha,"[CLS] , [MASK] , s , ##cha , [SEP]",nonmorphemic,14.325111731150567,6.403094317378789,-6.40309431737854
45,45,scha,schas,plur,2,default,5.165586480870843e-05,plural,indefinite,Unas,s,[MASK] schas,"[CLS] , [MASK] , s , ##chas , [SEP]",nonmorphemic,9.870906819789491,0.1539792654122074,-0.15397926541220647
47,47,scha,scha##s,plur,3,artificial,5.453770427266136e-06,plural,indefinite,Unas,s,[MASK] scha##s,"[CLS] , [MASK] , s , ##cha , ##s , [SEP]",nonmorphemic,12.11920336697059,3.2469034520812414,-3.246903452080577
49,49,schloo,schloo,sing,4,default,0.0003211983421351,plural,definite,Los,s,[MASK] schloo,"[CLS] , [MASK] , s , ##ch , ##lo , ##o , [SEP]",nonmorphemic,8.043451737377042,3.388362402565546,-3.3883624025657806
51,51,schloo,schloos,plur,4,default,0.052724502980709,plural,definite,Los,s,[MASK] schloos,"[CLS] , [MASK] , s , ##ch , ##lo , ##os , [SEP]",nonmorphemic,2.942674979295981,-4.023162875905722,4.023162875905776
53,53,schloo,schloo##s,plur,5,artificial,0.0047909966669976,plural,definite,Los,s,[MASK] schloo##s,"[CLS] , [MASK] , s , ##ch , ##lo , ##o , ##s , [SEP]",nonmorphemic,5.341016816761279,-1.6891054182895822,1.6891054182896792
55,55,schloo,schloo,sing,4,default,1.0912444849964231e-06,plural,indefinite,Unos,s,[MASK] schloo,"[CLS] , [MASK] , s , ##ch , ##lo , ##o , [SEP]",nonmorphemic,13.72819178364599,8.505039265122564,-8.505039265122555
57,57,schloo,schloos,plur,4,default,6.347963062580675e-05,plural,indefinite,Unos,s,[MASK] schloos,"[CLS] , [MASK] , s , ##ch , ##lo , ##os , [SEP]",nonmorphemic,9.6647914810721,2.131019090346352,-2.1310190903462916
59,59,schloo,schloo##s,plur,5,artificial,1.9642877305159345e-05,plural,indefinite,Unos,s,[MASK] schloo##s,"[CLS] , [MASK] , s , ##ch , ##lo , ##o , ##s , [SEP]",nonmorphemic,10.837795763469012,3.6043710856452362,-3.60437108564516
61,61,zoia,zoia,sing,2,default,0.0007112785242497,plural,definite,Las,s,[MASK] zoia,"[CLS] , [MASK] , zo , ##ia , [SEP]",nonmorphemic,7.248446468934512,4.069267295781217,-4.069267295781346
63,63,zoia,zoias,plur,2,default,0.0653429329395294,plural,definite,Las,s,[MASK] zoias,"[CLS] , [MASK] , zo , ##ias , [SEP]",nonmorphemic,2.728105986465389,-4.282062462560798,4.282062462560882
65,65,zoia,zoia##s,plur,3,artificial,0.0162636209279298,plural,definite,Las,s,[MASK] zoia##s,"[CLS] , [MASK] , zo , ##ia , ##s , [SEP]",nonmorphemic,4.118824510359473,-2.4672456694766067,2.467245669476616
67,67,zoia,zoia,sing,2,default,1.8128288502339277e-05,plural,indefinite,Unas,s,[MASK] zoia,"[CLS] , [MASK] , zo , ##ia , [SEP]",nonmorphemic,10.918036939068982,4.989698340296018,-4.989698340295997
69,69,zoia,zoias,plur,2,default,0.0008854259504005,plural,indefinite,Unas,s,[MASK] zoias,"[CLS] , [MASK] , zo , ##ias , [SEP]",nonmorphemic,7.029441728856378,-2.2575220834979675,2.257522083497931
71,71,zoia,zoia##s,plur,3,artificial,0.0001797706063371,plural,indefinite,Unas,s,[MASK] zoia##s,"[CLS] , [MASK] , zo , ##ia , ##s , [SEP]",nonmorphemic,8.623828929062357,-0.4089755854496282,0.40897558544957957
73,73,speo,speo,sing,2,default,0.0002311173884663,plural,definite,Los,s,[MASK] speo,"[CLS] , [MASK] , spe , ##o , [SEP]",nonmorphemic,8.372584801340656,4.183310069157269,-4.183310069157582
75,75,speo,speos,plur,2,default,0.0249508116394281,plural,definite,Los,s,[MASK] speos,"[CLS] , [MASK] , spe , ##os , [SEP]",nonmorphemic,3.690848926675317,-3.2082266703401006,3.2082266703401943
77,77,speo,speo##s,plur,3,artificial,0.0027061209548264,plural,definite,Los,s,[MASK] speo##s,"[CLS] , [MASK] , spe , ##o , ##s , [SEP]",nonmorphemic,5.912239051479184,-0.07122236373611912,0.07122236373609758
79,79,speo,speo,sing,2,default,1.7412196484656306e-06,plural,indefinite,Unos,s,[MASK] speo,"[CLS] , [MASK] , spe , ##o , [SEP]",nonmorphemic,13.260924742892682,7.610386358899952,-7.610386358899929
81,81,speo,speos,plur,2,default,2.471531115588732e-05,plural,indefinite,Unos,s,[MASK] speos,"[CLS] , [MASK] , spe , ##os , [SEP]",nonmorphemic,10.60808762152586,2.259527205724231,-2.2595272057238325
83,83,speo,speo##s,plur,3,artificial,8.019947017601226e-06,plural,indefinite,Unos,s,[MASK] speo##s,"[CLS] , [MASK] , spe , ##o , ##s , [SEP]",nonmorphemic,11.73357874239181,5.024682032040881,-5.024682032040854
85,85,wraa,wraa,sing,3,default,0.0002782859082799,plural,definite,Las,s,[MASK] wraa,"[CLS] , [MASK] , w , ##ra , ##a , [SEP]",nonmorphemic,8.18686152571284,3.8725209812261117,-3.872520981226254
87,87,wraa,wraas,plur,3,default,0.0028395527042448,plural,definite,Las,s,[MASK] wraas,"[CLS] , [MASK] , w , ##ra , ##as , [SEP]",nonmorphemic,5.864108737718548,0.6002311407919354,-0.6002311407919522
89,89,wraa,wraa##s,plur,4,artificial,0.0042401277460157,plural,definite,Las,s,[MASK] wraa##s,"[CLS] , [MASK] , w , ##ra , ##a , ##s , [SEP]",nonmorphemic,5.463161881414825,-0.6951217599023582,0.695121759902377
91,91,wraa,wraa,sing,3,default,6.423858849302633e-06,plural,indefinite,Unas,s,[MASK] wraa,"[CLS] , [MASK] , w , ##ra , ##a , [SEP]",nonmorphemic,11.955491553961174,5.647500983939014,-5.647500983939003
93,93,wraa,wraas,plur,3,default,7.724540046183392e-05,plural,indefinite,Unas,s,[MASK] wraas,"[CLS] , [MASK] , w , ##ra , ##as , [SEP]",nonmorphemic,9.468523184906186,3.047477715299121,-3.0474777152990944
95,95,wraa,wraa##s,plur,4,artificial,5.2701016102219e-05,plural,indefinite,Unas,s,[MASK] wraa##s,"[CLS] , [MASK] , w , ##ra , ##a , ##s , [SEP]",nonmorphemic,9.85087582172581,1.8561582800817247,-1.856158280081452
97,97,schreia,schreia,sing,4,default,0.0001408022217219,plural,definite,Las,s,[MASK] schreia,"[CLS] , [MASK] , s , ##ch , ##re , ##ia , [SEP]",nonmorphemic,8.868154335089471,5.02135604754699,-5.021356047547484
99,99,schreia,schreias,plur,4,default,0.0199976209551095,plural,definite,Las,s,[MASK] schreias,"[CLS] , [MASK] , s , ##ch , ##re , ##ias , [SEP]",nonmorphemic,3.9121419647480455,-3.2576646557845437,3.257664655784551
101,101,schreia,schreia##s,plur,5,artificial,0.0024958529975265,plural,definite,Las,s,[MASK] schreia##s,"[CLS] , [MASK] , s , ##ch , ##re , ##ia , ##s , [SEP]",nonmorphemic,5.993124725431092,-1.8356300287129033,1.8356300287129967
103,103,schreia,schreia,sing,4,default,2.868390083676786e-06,plural,indefinite,Unas,s,[MASK] schreia,"[CLS] , [MASK] , s , ##ch , ##re , ##ia , [SEP]",nonmorphemic,12.76175963203615,5.990042707976115,-5.99004270797606
105,105,schreia,schreias,plur,4,default,9.643919474910943e-05,plural,indefinite,Unas,s,[MASK] schreias,"[CLS] , [MASK] , s , ##ch , ##re , ##ias , [SEP]",nonmorphemic,9.246597854446538,-0.5514794050029366,0.5514794050029359
107,107,schreia,schreia##s,plur,5,artificial,5.3369127272162586e-05,plural,indefinite,Unas,s,[MASK] schreia##s,"[CLS] , [MASK] , s , ##ch , ##re , ##ia , ##s , [SEP]",nonmorphemic,9.838278120156795,0.0744361733661254,-0.07443617336612562
109,109,croo,croo,sing,2,default,0.0001446532551199,plural,definite,Los,s,[MASK] croo,"[CLS] , [MASK] , cro , ##o , [SEP]",nonmorphemic,8.84117102337383,5.371048386215103,-5.371048386215236
111,111,croo,croos,plur,2,default,0.0159470085054636,plural,definite,Los,s,[MASK] croos,"[CLS] , [MASK] , cro , ##os , [SEP]",nonmorphemic,4.13848402185822,-1.463208278364104,1.4632082783641143
113,113,croo,croo##s,plur,3,artificial,0.0009339452371932,plural,definite,Los,s,[MASK] croo##s,"[CLS] , [MASK] , cro , ##o , ##s , [SEP]",nonmorphemic,6.976092754009787,2.1555419291531512,-2.1555419291532094
115,115,croo,croo,sing,2,default,2.2737756353308214e-06,plural,indefinite,Unos,s,[MASK] croo,"[CLS] , [MASK] , cro , ##o , [SEP]",nonmorphemic,12.994068832705588,6.928519201365548,-6.92851920136554
117,117,croo,croos,plur,2,default,8.527757745468989e-05,plural,indefinite,Unos,s,[MASK] croos,"[CLS] , [MASK] , cro , ##os , [SEP]",nonmorphemic,9.369599004907426,1.4156362069448178,-1.4156362069447963
119,119,croo,croo##s,plur,3,artificial,9.402474461239764e-06,plural,indefinite,Unos,s,[MASK] croo##s,"[CLS] , [MASK] , cro , ##o , ##s , [SEP]",nonmorphemic,11.574537662772611,4.451596715400345,-4.451596715400285
121,121,mcgua,mcgua,sing,3,default,8.347904804395512e-05,plural,definite,Las,s,[MASK] mcgua,"[CLS] , [MASK] , m , ##c , ##gua , [SEP]",nonmorphemic,9.390914879222844,4.325615445608206,-4.325615445608205
123,123,mcgua,mcguas,plur,3,default,0.0028752225916832,plural,definite,Las,s,[MASK] mcguas,"[CLS] , [MASK] , m , ##c , ##guas , [SEP]",nonmorphemic,5.851625184535664,-2.4294709667938976,2.429470966793889
125,125,mcgua,mcgua##s,plur,4,artificial,0.0005372845917008,plural,definite,Las,s,[MASK] mcgua##s,"[CLS] , [MASK] , m , ##c , ##gua , ##s , [SEP]",nonmorphemic,7.528982637914323,-1.5771398286403961,1.5771398286409046
127,127,mcgua,mcgua,sing,3,default,2.21191862692649e-06,plural,indefinite,Unas,s,[MASK] mcgua,"[CLS] , [MASK] , m , ##c , ##gua , [SEP]",nonmorphemic,13.021650262084604,5.700778988737227,-5.700778988737215
129,129,mcgua,mcguas,plur,3,default,3.026766898983624e-05,plural,indefinite,Unas,s,[MASK] mcguas,"[CLS] , [MASK] , m , ##c , ##guas , [SEP]",nonmorphemic,10.405430445169191,0.5018052695428317,-0.501805269542831
131,131,mcgua,mcgua##s,plur,4,artificial,9.710394806461409e-06,plural,indefinite,Unas,s,[MASK] mcgua##s,"[CLS] , [MASK] , m , ##c , ##gua , ##s , [SEP]",nonmorphemic,11.542313616707874,0.6125993434061758,-0.6125993434061746
133,133,blao,blao,sing,2,default,0.0002006957947742,plural,definite,Los,s,[MASK] blao,"[CLS] , [MASK] , bla , ##o , [SEP]",nonmorphemic,8.513720255175619,4.324612145064942,-4.324612145065033
135,135,blao,blaos,plur,2,default,0.0128260310739278,plural,definite,Los,s,[MASK] blaos,"[CLS] , [MASK] , bla , ##os , [SEP]",nonmorphemic,4.356278495528954,-2.7708945249522072,2.770894524952256
137,137,blao,blao##s,plur,3,artificial,0.003707181662321,plural,definite,Los,s,[MASK] blao##s,"[CLS] , [MASK] , bla , ##o , ##s , [SEP]",nonmorphemic,5.597483350802202,-1.0758543625282444,1.0758543625282293
139,139,blao,blao,sing,2,default,2.711705292313127e-06,plural,indefinite,Unos,s,[MASK] blao,"[CLS] , [MASK] , bla , ##o , [SEP]",nonmorphemic,12.817932861817056,6.175471846343956,-6.1754718463439335
141,141,blao,blaos,plur,2,default,7.677844405407086e-05,plural,indefinite,Unos,s,[MASK] blaos,"[CLS] , [MASK] , bla , ##os , [SEP]",nonmorphemic,9.47458663358692,0.5867042664777475,-0.5867042664771702
143,143,blao,blao##s,plur,3,artificial,5.177113416721113e-05,plural,indefinite,Unos,s,[MASK] blao##s,"[CLS] , [MASK] , bla , ##o , ##s , [SEP]",nonmorphemic,9.868677819482611,1.2078937992863121,-1.2078937992860472
145,145,mcfua,mcfua,sing,4,default,1.5340832760557532e-05,plural,definite,Las,s,[MASK] mcfua,"[CLS] , [MASK] , m , ##c , ##fu , ##a , [SEP]",nonmorphemic,11.084992476630486,4.701693080522087,-4.701693080522085
147,147,mcfua,mcfuas,plur,4,default,0.0009850650094449,plural,definite,Las,s,[MASK] mcfuas,"[CLS] , [MASK] , m , ##c , ##fu , ##as , [SEP]",nonmorphemic,6.922802919533552,-1.991478851930097,1.9914788519306705
149,149,mcfua,mcfua##s,plur,5,artificial,2.996803232235834e-05,plural,definite,Las,s,[MASK] mcfua##s,"[CLS] , [MASK] , m , ##c , ##fu , ##a , ##s , [SEP]",nonmorphemic,10.415379333700711,0.5714082819110544,-0.571408281911056
151,151,mcfua,mcfua,sing,4,default,6.672981385236199e-07,plural,indefinite,Unas,s,[MASK] mcfua,"[CLS] , [MASK] , m , ##c , ##fu , ##a , [SEP]",nonmorphemic,14.220028906605226,5.475528181866633,-5.475528181866593
153,153,mcfua,mcfuas,plur,4,default,1.6054542356869206e-05,plural,indefinite,Unas,s,[MASK] mcfuas,"[CLS] , [MASK] , m , ##c , ##fu , ##as , [SEP]",nonmorphemic,11.039518735539795,0.04203128632895492,-0.042031286328955544
155,155,mcfua,mcfua##s,plur,5,artificial,1.2270345450815512e-06,plural,indefinite,Unas,s,[MASK] mcfua##s,"[CLS] , [MASK] , m , ##c , ##fu , ##a , ##s , [SEP]",nonmorphemic,13.610910238531126,1.9479779809751907,-1.9479779809751885
157,157,dweo,dweo,sing,3,default,8.949412585934624e-05,plural,definite,Los,s,[MASK] dweo,"[CLS] , [MASK] , d , ##w , ##eo , [SEP]",nonmorphemic,9.32133756769386,2.626920622914768,-2.626920622914722
159,159,dweo,dweos,plur,3,default,0.0004346083733253,plural,definite,Los,s,[MASK] dweos,"[CLS] , [MASK] , d , ##w , ##eos , [SEP]",nonmorphemic,7.741065223587284,-0.14740646082980557,0.1474064608297987
161,161,dweo,dweo##s,plur,4,artificial,0.0001396158186253,plural,definite,Los,s,[MASK] dweo##s,"[CLS] , [MASK] , d , ##w , ##eo , ##s , [SEP]",nonmorphemic,8.876616060120613,1.303581184803135,-1.30358118480308
163,163,dweo,dweo,sing,3,default,3.5815660339721944e-06,plural,indefinite,Unos,s,[MASK] dweo,"[CLS] , [MASK] , d , ##w , ##eo , [SEP]",nonmorphemic,12.539710413543462,2.2887964418940285,-2.288796441894027
165,165,dweo,dweos,plur,3,default,1.1448489203758072e-05,plural,indefinite,Unos,s,[MASK] dweos,"[CLS] , [MASK] , d , ##w , ##eos , [SEP]",nonmorphemic,11.377652783939867,0.39648529061000914,-0.39648529061001136
167,167,dweo,dweo##s,plur,4,artificial,5.573336693487363e-06,plural,indefinite,Unos,s,[MASK] dweo##s,"[CLS] , [MASK] , d , ##w , ##eo , ##s , [SEP]",nonmorphemic,12.09751663607756,1.2085656251463224,-1.2085656251463222
169,169,weia,weia,sing,3,default,5.879985837964341e-05,plural,definite,Las,s,[MASK] weia,"[CLS] , [MASK] , w , ##ei , ##a , [SEP]",nonmorphemic,9.74137111157206,6.768256211445063,-6.768256211445062
171,171,weia,weias,plur,3,default,0.0022435307037085,plural,definite,Las,s,[MASK] weias,"[CLS] , [MASK] , w , ##ei , ##as , [SEP]",nonmorphemic,6.099704447012942,-0.10871598774990954,0.1087159877499222
173,173,weia,weia##s,plur,4,artificial,0.0078069167211651,plural,definite,Las,s,[MASK] weia##s,"[CLS] , [MASK] , w , ##ei , ##a , ##s , [SEP]",nonmorphemic,4.852745179101444,-2.039217482219189,2.0392174822192137
175,175,weia,weia,sing,3,default,1.7436333337172982e-06,plural,indefinite,Unas,s,[MASK] weia,"[CLS] , [MASK] , w , ##ei , ##a , [SEP]",nonmorphemic,13.2595394990101,8.59360303958271,-8.59360303958271
177,177,weia,weias,plur,3,default,3.980991095886566e-05,plural,indefinite,Unas,s,[MASK] weias,"[CLS] , [MASK] , w , ##ei , ##as , [SEP]",nonmorphemic,10.131394657607007,2.4572860048327296,-2.4572860048325884
179,179,weia,weia##s,plur,4,artificial,0.0001102706446545,plural,indefinite,Unas,s,[MASK] weia##s,"[CLS] , [MASK] , w , ##ei , ##a , ##s , [SEP]",nonmorphemic,9.112572808064773,0.4727474152772597,-0.4727474152769573
181,181,schmeia,schmeia,sing,4,default,8.161796722561121e-05,plural,definite,Las,s,[MASK] schmeia,"[CLS] , [MASK] , s , ##ch , ##me , ##ia , [SEP]",nonmorphemic,9.413461133643349,5.936809058411383,-5.936809058411382
183,183,schmeia,schmeias,plur,4,default,0.0177660547196865,plural,definite,Las,s,[MASK] schmeias,"[CLS] , [MASK] , s , ##ch , ##me , ##ias , [SEP]",nonmorphemic,4.03046568061649,-3.1651519669058494,3.165151966905924
185,185,schmeia,schmeia##s,plur,5,artificial,0.0020113410428166,plural,definite,Las,s,[MASK] schmeia##s,"[CLS] , [MASK] , s , ##ch , ##me , ##ia , ##s , [SEP]",nonmorphemic,6.208953593899524,-1.8358574036349946,1.835857403635284
187,187,schmeia,schmeia,sing,4,default,1.901032646856038e-06,plural,indefinite,Unas,s,[MASK] schmeia,"[CLS] , [MASK] , s , ##ch , ##me , ##ia , [SEP]",nonmorphemic,13.173113321088328,6.689399703509141,-6.6893997035090935
189,189,schmeia,schmeias,plur,4,default,0.0001021617281367,plural,indefinite,Unas,s,[MASK] schmeias,"[CLS] , [MASK] , s , ##ch , ##me , ##ias , [SEP]",nonmorphemic,9.1889534304012,-0.6539963914495299,0.6539963914494605
191,191,schmeia,schmeia##s,plur,5,artificial,3.632788502727635e-05,plural,indefinite,Unas,s,[MASK] schmeia##s,"[CLS] , [MASK] , s , ##ch , ##me , ##ia , ##s , [SEP]",nonmorphemic,10.222924929025089,0.2918253506856825,-0.29182535068568083
193,193,shea,shea,sing,2,default,0.0004544919065665,plural,definite,Las,s,[MASK] shea,"[CLS] , [MASK] , sh , ##ea , [SEP]",nonmorphemic,7.696330451839627,4.419755877731576,-4.419755877731674
195,195,shea,sheas,plur,2,default,0.0168383810669183,plural,definite,Las,s,[MASK] sheas,"[CLS] , [MASK] , sh , ##eas , [SEP]",nonmorphemic,4.084094410958077,-3.6612763832574657,3.661276383257474
197,197,shea,shea##s,plur,3,artificial,0.0043700132519006,plural,definite,Las,s,[MASK] shea##s,"[CLS] , [MASK] , sh , ##ea , ##s , [SEP]",nonmorphemic,5.432989237407687,-2.119765247126714,2.11976524712675
199,199,shea,shea,sing,2,default,1.05967856143252e-05,plural,indefinite,Unas,s,[MASK] shea,"[CLS] , [MASK] , sh , ##ea , [SEP]",nonmorphemic,11.454959846765576,5.734226233865305,-5.7342262338653
201,201,shea,sheas,plur,2,default,0.0001415038277627,plural,indefinite,Unas,s,[MASK] sheas,"[CLS] , [MASK] , sh , ##eas , [SEP]",nonmorphemic,8.863183789919724,-1.1843414579882658,1.1843414579876295
203,203,shea,shea##s,plur,3,artificial,6.14714517723769e-05,plural,indefinite,Unas,s,[MASK] shea##s,"[CLS] , [MASK] , sh , ##ea , ##s , [SEP]",nonmorphemic,9.69693768974857,0.17529104203611823,-0.17529104203611645
205,205,shrio,shrio,sing,2,default,0.0005927854217588,plural,definite,Los,s,[MASK] shrio,"[CLS] , [MASK] , sh , ##rio , [SEP]",nonmorphemic,7.430678076459401,4.457296402158001,-4.457296402158152
207,207,shrio,shrios,plur,2,default,0.0554586835205554,plural,definite,Los,s,[MASK] shrios,"[CLS] , [MASK] , sh , ##rios , [SEP]",nonmorphemic,2.8921169765346724,-4.1784976887333665,4.178497688733367
209,209,shrio,shrio##s,plur,3,artificial,0.0173868406563997,plural,definite,Los,s,[MASK] shrio##s,"[CLS] , [MASK] , sh , ##rio , ##s , [SEP]",nonmorphemic,4.052041643003714,-2.0710138100723343,2.071013810072362
211,211,shrio,shrio,sing,2,default,1.7182931060233386e-06,plural,indefinite,Unos,s,[MASK] shrio,"[CLS] , [MASK] , sh , ##rio , [SEP]",nonmorphemic,13.274179140093166,7.296561185962247,-7.2965611859622435
213,213,shrio,shrios,plur,2,default,6.710286106681451e-05,plural,indefinite,Unos,s,[MASK] shrios,"[CLS] , [MASK] , sh , ##rios , [SEP]",nonmorphemic,9.609283876045954,0.2694172962297703,-0.2694172962297703
215,215,shrio,shrio##s,plur,3,artificial,2.9901193556725048e-05,plural,indefinite,Unos,s,[MASK] shrio##s,"[CLS] , [MASK] , sh , ##rio , ##s , [SEP]",nonmorphemic,10.417612160079228,1.7446732178618145,-1.744673217861383
217,217,dynao,dynao,sing,4,default,0.0004307843337301,plural,definite,Los,s,[MASK] dynao,"[CLS] , [MASK] , d , ##yn , ##a , ##o , [SEP]",nonmorphemic,7.74990297887226,3.1538639231501593,-3.1538639231501913
219,219,dynao,dynaos,plur,4,default,0.0225970968604087,plural,definite,Los,s,[MASK] dynaos,"[CLS] , [MASK] , d , ##yn , ##a , ##os , [SEP]",nonmorphemic,3.7899338384593046,-3.981444252318005,3.9814442523181044
221,221,dynao,dynao##s,plur,5,artificial,0.0023000072687864,plural,definite,Los,s,[MASK] dynao##s,"[CLS] , [MASK] , d , ##yn , ##a , ##o , ##s , [SEP]",nonmorphemic,6.0748429957101004,-0.5964292882806728,0.5964292882807153
223,223,dynao,dynao,sing,4,default,2.8457252483349293e-06,plural,indefinite,Unos,s,[MASK] dynao,"[CLS] , [MASK] , d , ##yn , ##a , ##o , [SEP]",nonmorphemic,12.769692602544024,6.88392398281638,-6.883923982816355
225,225,dynao,dynaos,plur,4,default,3.833105802186765e-05,plural,indefinite,Unos,s,[MASK] dynaos,"[CLS] , [MASK] , d , ##yn , ##a , ##os , [SEP]",nonmorphemic,10.169250075982047,1.619347515036731,-1.619347515036432
227,227,dynao,dynao##s,plur,5,artificial,2.1473046217579395e-05,plural,indefinite,Unos,s,[MASK] dynao##s,"[CLS] , [MASK] , d , ##yn , ##a , ##o , ##s , [SEP]",nonmorphemic,10.748712073623778,2.8242835689728834,-2.8242835689728447
229,229,staa,staa,sing,2,default,0.0001028266415232,plural,definite,Las,s,[MASK] staa,"[CLS] , [MASK] , sta , ##a , [SEP]",nonmorphemic,9.182466079732285,4.5685477092524716,-4.56854770925324
231,231,staa,staas,plur,2,default,0.0063745132647454,plural,definite,Las,s,[MASK] staas,"[CLS] , [MASK] , sta , ##as , [SEP]",nonmorphemic,5.055447541480666,-2.59429453866157,2.5942945386616363
233,233,staa,staa##s,plur,3,artificial,0.0037587406113743,plural,definite,Las,s,[MASK] staa##s,"[CLS] , [MASK] , sta , ##a , ##s , [SEP]",nonmorphemic,5.583671321469942,-1.1753288254321728,1.175328825432198
235,235,staa,staa,sing,2,default,3.475889116089093e-06,plural,indefinite,Unas,s,[MASK] staa,"[CLS] , [MASK] , sta , ##a , [SEP]",nonmorphemic,12.569660250929234,5.825903993563456,-5.825903993563393
