,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
25,cálculo,cálculo,sing,1,default,2.4984474933376077e-08,plural,grandes,s,El cálculo [MASK],"[CLS] , El , cálculo , [MASK] , [SEP]",single-token,17.50501120764519
26,cálculo,cálcuuos,plur,4,default,2.577233431111381e-07,singular,grande,s,Los cálcuuos [MASK],"[CLS] , Los , cál , ##cu , ##uo , ##s , [MASK] , [SEP]",single-token,15.171379140886993
27,cálculo,cálcuuos,plur,4,default,3.2128933526109904e-05,plural,grandes,s,Los cálcuuos [MASK],"[CLS] , Los , cál , ##cu , ##uo , ##s , [MASK] , [SEP]",single-token,10.345753577852067
28,cálculo,cálculo##s,plur,2,artificial,7.510877821914619e-06,singular,grande,s,El cálculo##s [MASK],"[CLS] , El , cálculo , ##s , [MASK] , [SEP]",single-token,11.799158211946473
29,cálculo,cálculo##s,plur,2,artificial,1.314111977990251e-05,plural,grandes,s,El cálculo##s [MASK],"[CLS] , El , cálculo , ##s , [MASK] , [SEP]",single-token,11.239764329368095
30,empleo,empleo,sing,1,default,2.1693830376534606e-07,singular,grande,s,El empleo [MASK],"[CLS] , El , empleo , [MASK] , [SEP]",single-token,15.343652838276375
31,empleo,empleo,sing,1,default,5.151947313208893e-09,plural,grandes,s,El empleo [MASK],"[CLS] , El , empleo , [MASK] , [SEP]",single-token,19.083891074670078
32,empleo,impleos,plur,2,default,6.872203925922804e-07,singular,grande,s,Los impleos [MASK],"[CLS] , Los , imple , ##os , [MASK] , [SEP]",single-token,14.190610791815201
33,empleo,impleos,plur,2,default,2.2339097995427437e-05,plural,grandes,s,Los impleos [MASK],"[CLS] , Los , imple , ##os , [MASK] , [SEP]",single-token,10.709172141350203
34,empleo,empleo##s,plur,2,artificial,1.0982510048052063e-06,singular,grande,s,El empleo##s [MASK],"[CLS] , El , empleo , ##s , [MASK] , [SEP]",single-token,13.721791639176116
35,empleo,empleo##s,plur,2,artificial,1.1415576409490313e-05,plural,grandes,s,El empleo##s [MASK],"[CLS] , El , empleo , ##s , [MASK] , [SEP]",single-token,11.380531783463226
36,sectore,sectore,sing,2,default,4.418048411025666e-05,singular,grande,s,El sectore [MASK],"[CLS] , El , sector , ##e , [MASK] , [SEP]",single-token,10.027227402353374
37,sectore,sectore,sing,2,default,2.552017406287632e-07,plural,grandes,s,El sectore [MASK],"[CLS] , El , sector , ##e , [MASK] , [SEP]",single-token,15.181211464853414
38,sectore,sectohes,plur,3,default,1.3527831299597892e-07,singular,grande,s,Los sectohes [MASK],"[CLS] , Los , sec , ##to , ##hes , [MASK] , [SEP]",single-token,15.815931602895265
39,sectore,sectohes,plur,3,default,1.6484586012666114e-05,plural,grandes,s,Los sectohes [MASK],"[CLS] , Los , sec , ##to , ##hes , [MASK] , [SEP]",single-token,11.013084794727337
40,sectore,sectore##s,plur,3,artificial,1.7255260900128633e-05,singular,grande,s,El sectore##s [MASK],"[CLS] , El , sector , ##e , ##s , [MASK] , [SEP]",single-token,10.967393481266164
41,sectore,sectore##s,plur,3,artificial,6.730678592248296e-07,plural,grandes,s,El sectore##s [MASK],"[CLS] , El , sector , ##e , ##s , [MASK] , [SEP]",single-token,14.211419681441498
42,empresario,empresario,sing,1,default,3.712904117492144e-06,singular,grande,s,El empresario [MASK],"[CLS] , El , empresario , [MASK] , [SEP]",single-token,12.503696206562998
43,empresario,empresario,sing,1,default,2.5434882644503887e-08,plural,grandes,s,El empresario [MASK],"[CLS] , El , empresario , [MASK] , [SEP]",single-token,17.487144272619663
44,empresario,emprñsarios,plur,5,default,2.483779182327339e-09,singular,grande,s,Los emprñsarios [MASK],"[CLS] , Los , emp , ##r , ##ñ , ##sar , ##ios , [MASK] , [SEP]",single-token,19.81348457283015
45,empresario,emprñsarios,plur,5,default,1.7447477773657738e-07,plural,grandes,s,Los emprñsarios [MASK],"[CLS] , Los , emp , ##r , ##ñ , ##sar , ##ios , [MASK] , [SEP]",single-token,15.561485645942403
46,empresario,empresario##s,plur,2,artificial,1.867482865236525e-06,singular,grande,s,El empresario##s [MASK],"[CLS] , El , empresario , ##s , [MASK] , [SEP]",single-token,13.190919095223018
47,empresario,empresario##s,plur,2,artificial,4.0426381019642577e-05,plural,grandes,s,El empresario##s [MASK],"[CLS] , El , empresario , ##s , [MASK] , [SEP]",single-token,10.116027990570279
48,sindicato,sindicato,sing,1,default,3.367281533428468e-05,singular,grande,s,El sindicato [MASK],"[CLS] , El , sindicato , [MASK] , [SEP]",single-token,10.298819712775003
49,sindicato,sindicato,sing,1,default,4.5850828200855176e-07,plural,grandes,s,El sindicato [MASK],"[CLS] , El , sindicato , [MASK] , [SEP]",single-token,14.595287482144652
50,sindicato,sindimatos,plur,4,default,3.073784426987913e-08,singular,grande,s,Los sindimatos [MASK],"[CLS] , Los , sin , ##di , ##ma , ##tos , [MASK] , [SEP]",single-token,17.29777122914542
51,sindicato,sindimatos,plur,4,default,1.4400681720871944e-05,plural,grandes,s,Los sindimatos [MASK],"[CLS] , Los , sin , ##di , ##ma , ##tos , [MASK] , [SEP]",single-token,11.148235010775686
52,sindicato,sindicato##s,plur,2,artificial,8.070640433288645e-06,singular,grande,s,El sindicato##s [MASK],"[CLS] , El , sindicato , ##s , [MASK] , [SEP]",single-token,11.727277719068082
53,sindicato,sindicato##s,plur,2,artificial,0.0001814981660572812,plural,grandes,s,El sindicato##s [MASK],"[CLS] , El , sindicato , ##s , [MASK] , [SEP]",single-token,8.614265008678014
54,mese,mese,sing,2,default,5.984641393297352e-05,singular,grande,s,El mese [MASK],"[CLS] , El , mes , ##e , [MASK] , [SEP]",single-token,9.72372904533314
55,mese,mese,sing,2,default,2.2929674514671206e-07,plural,grandes,s,El mese [MASK],"[CLS] , El , mes , ##e , [MASK] , [SEP]",single-token,15.288248841920709
56,mese,meres,plur,2,default,4.6863507918715186e-07,singular,grande,s,Los meres [MASK],"[CLS] , Los , mere , ##s , [MASK] , [SEP]",single-token,14.573441454120237
57,mese,meres,plur,2,default,4.4986867578700185e-05,plural,grandes,s,Los meres [MASK],"[CLS] , Los , mere , ##s , [MASK] , [SEP]",single-token,10.009139942369519
58,mese,mese##s,plur,3,artificial,5.064606011728756e-05,singular,grande,s,El mese##s [MASK],"[CLS] , El , mes , ##e , ##s , [MASK] , [SEP]",single-token,9.890649116725754
59,mese,mese##s,plur,3,artificial,2.82019141195633e-06,plural,grandes,s,El mese##s [MASK],"[CLS] , El , mes , ##e , ##s , [MASK] , [SEP]",single-token,12.778705798737503
60,comarca,comarca,sing,1,default,2.3186865291791037e-05,singular,grande,s,La comarca [MASK],"[CLS] , La , comarca , [MASK] , [SEP]",single-token,10.671924590832027
61,comarca,comarca,sing,1,default,1.0306953868166602e-07,plural,grandes,s,La comarca [MASK],"[CLS] , La , comarca , [MASK] , [SEP]",single-token,16.08786194368471
62,comarca,comañcas,plur,3,default,2.7344121633632312e-08,singular,grande,s,Las comañcas [MASK],"[CLS] , Las , coma , ##ñ , ##cas , [MASK] , [SEP]",single-token,17.414764262308044
63,comarca,comañcas,plur,3,default,1.0887503094636486e-06,plural,grandes,s,Las comañcas [MASK],"[CLS] , Las , coma , ##ñ , ##cas , [MASK] , [SEP]",single-token,13.730480024542175
64,comarca,comarca##s,plur,2,artificial,4.414343379721686e-07,singular,grande,s,La comarca##s [MASK],"[CLS] , La , comarca , ##s , [MASK] , [SEP]",single-token,14.633236552827887
65,comarca,comarca##s,plur,2,artificial,2.522099021007307e-05,plural,grandes,s,La comarca##s [MASK],"[CLS] , La , comarca , ##s , [MASK] , [SEP]",single-token,10.587833965308773
66,provincia,provincia,sing,1,default,1.055002667271765e-05,singular,grande,s,La provincia [MASK],"[CLS] , La , provincia , [MASK] , [SEP]",single-token,11.459382169825712
67,provincia,provincia,sing,1,default,2.8893771286675474e-07,plural,grandes,s,La provincia [MASK],"[CLS] , La , provincia , [MASK] , [SEP]",single-token,15.057054698475747
68,provincia,poovincias,plur,4,default,6.770071081518836e-08,singular,grande,s,Las poovincias [MASK],"[CLS] , Las , po , ##ov , ##inc , ##ias , [MASK] , [SEP]",single-token,16.508169157597507
69,provincia,poovincias,plur,4,default,4.8906158554018475e-06,plural,grandes,s,Las poovincias [MASK],"[CLS] , Las , po , ##ov , ##inc , ##ias , [MASK] , [SEP]",single-token,12.228192320607528
70,provincia,provincia##s,plur,2,artificial,1.8765920231089694e-06,singular,grande,s,La provincia##s [MASK],"[CLS] , La , provincia , ##s , [MASK] , [SEP]",single-token,13.186053179814103
71,provincia,provincia##s,plur,2,artificial,4.51807354693301e-05,plural,grandes,s,La provincia##s [MASK],"[CLS] , La , provincia , ##s , [MASK] , [SEP]",single-token,10.004839768408615
72,extranjero,extranjero,sing,1,default,1.3545036381401587e-05,singular,grande,s,El extranjero [MASK],"[CLS] , El , extranjero , [MASK] , [SEP]",single-token,11.209490396465405
73,extranjero,extranjero,sing,1,default,2.770969160792447e-07,plural,grandes,s,El extranjero [MASK],"[CLS] , El , extranjero , [MASK] , [SEP]",single-token,15.098898514409548
74,extranjero,uxtranjeros,plur,4,default,8.368104431610845e-08,singular,grande,s,Los uxtranjeros [MASK],"[CLS] , Los , u , ##x , ##tran , ##jeros , [MASK] , [SEP]",single-token,16.296253356830658
75,extranjero,uxtranjeros,plur,4,default,3.6619653656089213e-06,plural,grandes,s,Los uxtranjeros [MASK],"[CLS] , Los , u , ##x , ##tran , ##jeros , [MASK] , [SEP]",single-token,12.517510569536876
76,extranjero,extranjero##s,plur,2,artificial,4.403751063364325e-06,singular,grande,s,El extranjero##s [MASK],"[CLS] , El , extranjero , ##s , [MASK] , [SEP]",single-token,12.333053865823079
77,extranjero,extranjero##s,plur,2,artificial,5.1299677579663694e-05,plural,grandes,s,El extranjero##s [MASK],"[CLS] , El , extranjero , ##s , [MASK] , [SEP]",single-token,9.87782609080411
78,persona,persona,sing,1,default,2.979570308525581e-05,singular,grande,s,La persona [MASK],"[CLS] , La , persona , [MASK] , [SEP]",single-token,10.421146366619487
79,persona,persona,sing,1,default,2.554499722862147e-08,plural,grandes,s,La persona [MASK],"[CLS] , La , persona , [MASK] , [SEP]",single-token,17.482824342653714
80,persona,pprsonas,plur,3,default,2.0716520054975263e-08,singular,grande,s,Las pprsonas [MASK],"[CLS] , Las , pp , ##rs , ##onas , [MASK] , [SEP]",single-token,17.69233438467519
81,persona,pprsonas,plur,3,default,2.5905876555043506e-06,plural,grandes,s,Las pprsonas [MASK],"[CLS] , Las , pp , ##rs , ##onas , [MASK] , [SEP]",single-token,12.86362581397226
82,persona,persona##s,plur,2,artificial,2.023288772079468e-07,singular,grande,s,La persona##s [MASK],"[CLS] , La , persona , ##s , [MASK] , [SEP]",single-token,15.4133713584815
83,persona,persona##s,plur,2,artificial,1.523864375485573e-05,plural,grandes,s,La persona##s [MASK],"[CLS] , La , persona , ##s , [MASK] , [SEP]",single-token,11.091676004129372
84,accidente,accidente,sing,1,default,1.7092059351853095e-05,singular,grande,s,El accidente [MASK],"[CLS] , El , accidente , [MASK] , [SEP]",single-token,10.976896567695364
85,accidente,accidente,sing,1,default,5.73119720570503e-08,plural,grandes,s,El accidente [MASK],"[CLS] , El , accidente , [MASK] , [SEP]",single-token,16.674756298626676
86,accidente,accqdentes,plur,4,default,1.3661586528712633e-08,singular,grande,s,Los accqdentes [MASK],"[CLS] , Los , ac , ##c , ##q , ##dentes , [MASK] , [SEP]",single-token,18.108677845425525
87,accidente,accqdentes,plur,4,default,1.1111145568065695e-06,plural,grandes,s,Los accqdentes [MASK],"[CLS] , Los , ac , ##c , ##q , ##dentes , [MASK] , [SEP]",single-token,13.710146941185343
88,accidente,accidente##s,plur,2,artificial,3.923748408851679e-06,singular,grande,s,El accidente##s [MASK],"[CLS] , El , accidente , ##s , [MASK] , [SEP]",single-token,12.448463134307582
89,accidente,accidente##s,plur,2,artificial,7.249757618410513e-05,plural,grandes,s,El accidente##s [MASK],"[CLS] , El , accidente , ##s , [MASK] , [SEP]",single-token,9.531957428605882
90,riesgo,riesgo,sing,1,default,6.4345417740696575e-06,singular,grande,s,El riesgo [MASK],"[CLS] , El , riesgo , [MASK] , [SEP]",single-token,11.953829927832405
91,riesgo,riesgo,sing,1,default,2.0405009237833838e-08,plural,grandes,s,El riesgo [MASK],"[CLS] , El , riesgo , [MASK] , [SEP]",single-token,17.707485415364715
92,riesgo,viesgos,plur,3,default,1.8446509386649268e-07,singular,grande,s,Los viesgos [MASK],"[CLS] , Los , vie , ##s , ##gos , [MASK] , [SEP]",single-token,15.50580558450065
93,riesgo,viesgos,plur,3,default,1.0289113561157137e-05,plural,grandes,s,Los viesgos [MASK],"[CLS] , Los , vie , ##s , ##gos , [MASK] , [SEP]",single-token,11.484424157489208
94,riesgo,riesgo##s,plur,2,artificial,1.7113477497332497e-06,singular,grande,s,El riesgo##s [MASK],"[CLS] , El , riesgo , ##s , [MASK] , [SEP]",single-token,13.27822934014417
95,riesgo,riesgo##s,plur,2,artificial,2.5180877855746076e-05,plural,grandes,s,El riesgo##s [MASK],"[CLS] , El , riesgo , ##s , [MASK] , [SEP]",single-token,10.589425666741084
96,empresa,empresa,sing,1,default,2.959399125757045e-06,singular,grande,s,La empresa [MASK],"[CLS] , La , empresa , [MASK] , [SEP]",single-token,12.730524308290251
97,empresa,empresa,sing,1,default,9.26631287256896e-08,plural,grandes,s,La empresa [MASK],"[CLS] , La , empresa , [MASK] , [SEP]",single-token,16.194295191871905
98,empresa,empresqs,plur,3,default,1.9674683215953337e-08,singular,grande,s,Las empresqs [MASK],"[CLS] , Las , empres , ##q , ##s , [MASK] , [SEP]",single-token,17.743933143613564
99,empresa,empresqs,plur,3,default,2.9190434815973276e-06,plural,grandes,s,Las empresqs [MASK],"[CLS] , Las , empres , ##q , ##s , [MASK] , [SEP]",single-token,12.744254570143863
100,empresa,empresa##s,plur,2,artificial,1.9664464616653277e-06,singular,grande,s,La empresa##s [MASK],"[CLS] , La , empresa , ##s , [MASK] , [SEP]",single-token,13.139282470634415
101,empresa,empresa##s,plur,2,artificial,7.300614379346371e-05,plural,grandes,s,La empresa##s [MASK],"[CLS] , La , empresa , ##s , [MASK] , [SEP]",single-token,9.52496695880297
102,cambio,cambio,sing,1,default,5.486531154019758e-05,singular,grande,s,El cambio [MASK],"[CLS] , El , cambio , [MASK] , [SEP]",single-token,9.810629257232748
103,cambio,cambio,sing,1,default,2.572179198523372e-07,plural,grandes,s,El cambio [MASK],"[CLS] , El , cambio , [MASK] , [SEP]",single-token,15.173342174178192
104,cambio,cañbios,plur,2,default,6.18613285041647e-07,singular,grande,s,Los cañbios [MASK],"[CLS] , Los , cañ , ##bios , [MASK] , [SEP]",single-token,14.295785500945371
105,cambio,cañbios,plur,2,default,1.508610148448497e-05,plural,grandes,s,Los cañbios [MASK],"[CLS] , Los , cañ , ##bios , [MASK] , [SEP]",single-token,11.101736669491629
106,cambio,cambio##s,plur,2,artificial,1.1056416951760184e-05,singular,grande,s,El cambio##s [MASK],"[CLS] , El , cambio , ##s , [MASK] , [SEP]",single-token,11.412499578936592
107,cambio,cambio##s,plur,2,artificial,0.00020069419406354427,plural,grandes,s,El cambio##s [MASK],"[CLS] , El , cambio , ##s , [MASK] , [SEP]",single-token,8.51372823101318
108,premio,premio,sing,1,default,1.1028411790903192e-05,singular,grande,s,El premio [MASK],"[CLS] , El , premio , [MASK] , [SEP]",single-token,11.415035725011723
109,premio,premio,sing,1,default,2.0757225627221487e-07,plural,grandes,s,El premio [MASK],"[CLS] , El , premio , [MASK] , [SEP]",single-token,15.387786334892589
110,premio,eremios,plur,3,default,1.4002276316205098e-07,singular,grande,s,Los eremios [MASK],"[CLS] , Los , er , ##emi , ##os , [MASK] , [SEP]",single-token,15.78146083353943
111,premio,eremios,plur,3,default,9.118113666772842e-06,plural,grandes,s,Los eremios [MASK],"[CLS] , Los , er , ##emi , ##os , [MASK] , [SEP]",single-token,11.605247610054978
112,premio,premio##s,plur,2,artificial,6.026523351465585e-06,singular,grande,s,El premio##s [MASK],"[CLS] , El , premio , ##s , [MASK] , [SEP]",single-token,12.019340272128277
113,premio,premio##s,plur,2,artificial,0.00011675853602355346,plural,grandes,s,El premio##s [MASK],"[CLS] , El , premio , ##s , [MASK] , [SEP]",single-token,9.055402550395836
114,proyecto,proyecto,sing,1,default,4.178051312919706e-06,singular,grande,s,El proyecto [MASK],"[CLS] , El , proyecto , [MASK] , [SEP]",single-token,12.385665613210799
115,proyecto,proyecto,sing,1,default,1.3165301737672053e-08,plural,grandes,s,El proyecto [MASK],"[CLS] , El , proyecto , [MASK] , [SEP]",single-token,18.145681124574345
116,proyecto,prgyectos,plur,4,default,8.717561428284171e-08,singular,grande,s,Los prgyectos [MASK],"[CLS] , Los , pr , ##gy , ##ec , ##tos , [MASK] , [SEP]",single-token,16.255341197861295
117,proyecto,prgyectos,plur,4,default,1.5186613381956704e-05,plural,grandes,s,Los prgyectos [MASK],"[CLS] , Los , pr , ##gy , ##ec , ##tos , [MASK] , [SEP]",single-token,11.095096216710346
118,proyecto,proyecto##s,plur,2,artificial,1.7889925629788195e-07,singular,grande,s,El proyecto##s [MASK],"[CLS] , El , proyecto , ##s , [MASK] , [SEP]",single-token,15.536443003523207
119,proyecto,proyecto##s,plur,2,artificial,2.9110724426573142e-05,plural,grandes,s,El proyecto##s [MASK],"[CLS] , El , proyecto , ##s , [MASK] , [SEP]",single-token,10.444403914684266
120,abogado,abogado,sing,1,default,1.6342056596840848e-06,singular,grande,s,El abogado [MASK],"[CLS] , El , abogado , [MASK] , [SEP]",single-token,13.324353706726752
121,abogado,abogado,sing,1,default,2.2608347194363887e-08,plural,grandes,s,El abogado [MASK],"[CLS] , El , abogado , [MASK] , [SEP]",single-token,17.604946653975844
122,abogado,abogaños,plur,3,default,1.377317602191397e-07,singular,grande,s,Los abogaños [MASK],"[CLS] , Los , abo , ##ga , ##ños , [MASK] , [SEP]",single-token,15.79795780988291
123,abogado,abogaños,plur,3,default,1.0312219274055678e-05,plural,grandes,s,Los abogaños [MASK],"[CLS] , Los , abo , ##ga , ##ños , [MASK] , [SEP]",single-token,11.48218102858375
124,abogado,abogado##s,plur,2,artificial,9.634596835894627e-07,singular,grande,s,El abogado##s [MASK],"[CLS] , El , abogado , ##s , [MASK] , [SEP]",single-token,13.852735193673261
125,abogado,abogado##s,plur,2,artificial,8.993063966045156e-05,plural,grandes,s,El abogado##s [MASK],"[CLS] , El , abogado , ##s , [MASK] , [SEP]",single-token,9.316471855192564
126,gobierno,gobierno,sing,1,default,6.363954071275657e-06,singular,grande,s,El gobierno [MASK],"[CLS] , El , gobierno , [MASK] , [SEP]",single-token,11.964860664473347
127,gobierno,gobierno,sing,1,default,4.8357094328821404e-08,plural,grandes,s,El gobierno [MASK],"[CLS] , El , gobierno , [MASK] , [SEP]",single-token,16.844652897189782
128,gobierno,gobiernes,plur,2,default,3.328942739244667e-07,singular,grande,s,Los gobiernes [MASK],"[CLS] , Los , gobier , ##nes , [MASK] , [SEP]",single-token,14.915440893100728
129,gobierno,gobiernes,plur,2,default,4.94281375722494e-05,plural,grandes,s,Los gobiernes [MASK],"[CLS] , Los , gobier , ##nes , [MASK] , [SEP]",single-token,9.914990709440426
130,gobierno,gobierno##s,plur,2,artificial,3.3028427424142137e-06,singular,grande,s,El gobierno##s [MASK],"[CLS] , El , gobierno , ##s , [MASK] , [SEP]",single-token,12.620727023220612
131,gobierno,gobierno##s,plur,2,artificial,0.00018096412532031536,plural,grandes,s,El gobierno##s [MASK],"[CLS] , El , gobierno , ##s , [MASK] , [SEP]",single-token,8.61721174899338
132,estado,estado,sing,1,default,6.598054460482672e-05,singular,grande,s,El estado [MASK],"[CLS] , El , estado , [MASK] , [SEP]",single-token,9.626150638108381
133,estado,estado,sing,1,default,8.893483141036995e-07,plural,grandes,s,El estado [MASK],"[CLS] , El , estado , [MASK] , [SEP]",single-token,13.93277687377669
134,estado,eswados,plur,3,default,3.6036517485626973e-06,singular,grande,s,Los eswados [MASK],"[CLS] , Los , es , ##w , ##ados , [MASK] , [SEP]",single-token,12.533562852031725
135,estado,eswados,plur,3,default,3.561292396625504e-05,plural,grandes,s,Los eswados [MASK],"[CLS] , Los , es , ##w , ##ados , [MASK] , [SEP]",single-token,10.242801953226765
136,estado,estado##s,plur,2,artificial,1.4255016367314965e-06,singular,grande,s,El estado##s [MASK],"[CLS] , El , estado , ##s , [MASK] , [SEP]",single-token,13.460986780413707
137,estado,estado##s,plur,2,artificial,7.113306492101401e-05,plural,grandes,s,El estado##s [MASK],"[CLS] , El , estado , ##s , [MASK] , [SEP]",single-token,9.550958281140913
138,propuesta,propuesta,sing,1,default,1.9052424704568693e-06,singular,grande,s,La propuesta [MASK],"[CLS] , La , propuesta , [MASK] , [SEP]",single-token,13.170901276405438
139,propuesta,propuesta,sing,1,default,1.885019251801623e-09,plural,grandes,s,La propuesta [MASK],"[CLS] , La , propuesta , [MASK] , [SEP]",single-token,20.08932780294123
140,propuesta,prypuestas,plur,3,default,2.439094615169779e-08,singular,grande,s,Las prypuestas [MASK],"[CLS] , Las , pr , ##y , ##puestas , [MASK] , [SEP]",single-token,17.52905383286346
141,propuesta,prypuestas,plur,3,default,3.2794539492897457e-06,plural,grandes,s,Las prypuestas [MASK],"[CLS] , Las , pr , ##y , ##puestas , [MASK] , [SEP]",single-token,12.627833628302445
142,propuesta,propuesta##s,plur,2,artificial,1.328802454736433e-06,singular,grande,s,La propuesta##s [MASK],"[CLS] , La , propuesta , ##s , [MASK] , [SEP]",single-token,13.531232431315775
143,propuesta,propuesta##s,plur,2,artificial,2.982963269460015e-05,plural,grandes,s,La propuesta##s [MASK],"[CLS] , La , propuesta , ##s , [MASK] , [SEP]",single-token,10.420008272802058
144,compañía,compañía,sing,1,default,1.1096947673649993e-05,singular,grande,s,La compañía [MASK],"[CLS] , La , compañía , [MASK] , [SEP]",single-token,11.408840471816973
145,compañía,compañía,sing,1,default,6.740199864907481e-07,plural,grandes,s,La compañía [MASK],"[CLS] , La , compañía , [MASK] , [SEP]",single-token,14.210006072926658
146,compañía,cpmpañías,plur,5,default,2.661977838158691e-08,singular,grande,s,Las cpmpañías [MASK],"[CLS] , Las , c , ##p , ##mpa , ##ñ , ##ías , [MASK] , [SEP]",single-token,17.441611349273796
147,compañía,cpmpañías,plur,5,default,1.1046009831261472e-06,plural,grandes,s,Las cpmpañías [MASK],"[CLS] , Las , c , ##p , ##mpa , ##ñ , ##ías , [MASK] , [SEP]",single-token,13.716026389450617
148,compañía,compañía##s,plur,2,artificial,2.5540939532220364e-06,singular,grande,s,La compañía##s [MASK],"[CLS] , La , compañía , ##s , [MASK] , [SEP]",single-token,12.877813014334363
149,compañía,compañía##s,plur,2,artificial,0.0001379066234221682,plural,grandes,s,La compañía##s [MASK],"[CLS] , La , compañía , ##s , [MASK] , [SEP]",single-token,8.888933743700843
150,sistema,sistema,sing,1,default,1.366465676255757e-05,singular,grande,s,El sistema [MASK],"[CLS] , El , sistema , [MASK] , [SEP]",single-token,11.200697856897687
