,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
34,planteamiento,planteamiento##s,plur,2,artificial,1.5164539846068692e-08,singular,grande,s,El planteamiento##s [MASK],"[CLS] , El , planteamiento , ##s , [MASK] , [SEP]",morphemic,18.00430603942029
35,planteamiento,planteamiento##s,plur,2,artificial,2.2217140212887898e-05,plural,grandes,s,El planteamiento##s [MASK],"[CLS] , El , planteamiento , ##s , [MASK] , [SEP]",morphemic,10.714646485326144
36,plantilla,plantilla,sing,1,default,3.236917473259382e-05,singular,grande,s,La plantilla [MASK],"[CLS] , La , plantilla , [MASK] , [SEP]",morphemic,10.338303985173678
37,plantilla,plantilla,sing,1,default,1.3566497614192485e-07,plural,grandes,s,La plantilla [MASK],"[CLS] , La , plantilla , [MASK] , [SEP]",morphemic,15.813077401119896
38,plantilla,pyantillas,plur,3,default,1.5736527814169676e-07,singular,grande,s,Las pyantillas [MASK],"[CLS] , Las , p , ##yan , ##tillas , [MASK] , [SEP]",morphemic,15.664696121602393
39,plantilla,pyantillas,plur,3,default,1.2419803169905208e-05,plural,grandes,s,Las pyantillas [MASK],"[CLS] , Las , p , ##yan , ##tillas , [MASK] , [SEP]",morphemic,11.296218329418238
40,plantilla,plantilla##s,plur,2,artificial,6.9942920788435e-08,singular,grande,s,La plantilla##s [MASK],"[CLS] , La , plantilla , ##s , [MASK] , [SEP]",morphemic,16.475586344838653
41,plantilla,plantilla##s,plur,2,artificial,6.301329449343029e-06,plural,grandes,s,La plantilla##s [MASK],"[CLS] , La , plantilla , ##s , [MASK] , [SEP]",morphemic,11.974749923123914
42,gesto,gesto,sing,1,default,4.454991722013801e-05,singular,grande,s,El gesto [MASK],"[CLS] , El , gesto , [MASK] , [SEP]",morphemic,10.018900262183008
43,gesto,gesto,sing,1,default,2.1412068917925353e-07,plural,grandes,s,El gesto [MASK],"[CLS] , El , gesto , [MASK] , [SEP]",morphemic,15.356726012767464
44,gesto,gesqos,plur,3,default,4.042118746383494e-07,singular,grande,s,Los gesqos [MASK],"[CLS] , Los , ges , ##q , ##os , [MASK] , [SEP]",morphemic,14.721326654282864
45,gesto,gesqos,plur,3,default,1.435272042726865e-05,plural,grandes,s,Los gesqos [MASK],"[CLS] , Los , ges , ##q , ##os , [MASK] , [SEP]",morphemic,11.15157105691291
46,gesto,gesto##s,plur,2,artificial,5.420727688942861e-07,singular,grande,s,El gesto##s [MASK],"[CLS] , El , gesto , ##s , [MASK] , [SEP]",morphemic,14.427865584566268
47,gesto,gesto##s,plur,2,artificial,5.021225297241472e-05,plural,grandes,s,El gesto##s [MASK],"[CLS] , El , gesto , ##s , [MASK] , [SEP]",morphemic,9.899251477934197
48,trazado,trazado,sing,1,default,2.7818607577501098e-06,singular,grande,s,El trazado [MASK],"[CLS] , El , trazado , [MASK] , [SEP]",morphemic,12.792390516847862
49,trazado,trazado,sing,1,default,7.949375913085532e-08,plural,grandes,s,El trazado [MASK],"[CLS] , El , trazado , [MASK] , [SEP]",morphemic,16.347587319866204
50,trazado,tjazados,plur,3,default,4.1795871652539063e-07,singular,grande,s,Los tjazados [MASK],"[CLS] , Los , t , ##ja , ##zados , [MASK] , [SEP]",morphemic,14.687883173592493
51,trazado,tjazados,plur,3,default,9.300642886955757e-06,plural,grandes,s,Los tjazados [MASK],"[CLS] , Los , t , ##ja , ##zados , [MASK] , [SEP]",morphemic,11.585427032564617
52,trazado,trazado##s,plur,2,artificial,8.608838584223122e-07,singular,grande,s,El trazado##s [MASK],"[CLS] , El , trazado , ##s , [MASK] , [SEP]",morphemic,13.965306233112928
53,trazado,trazado##s,plur,2,artificial,5.4230687965173274e-05,plural,grandes,s,El trazado##s [MASK],"[CLS] , El , trazado , ##s , [MASK] , [SEP]",morphemic,9.8222636111292
54,ciclista,ciclista,sing,1,default,3.545348818079219e-06,singular,grande,s,El ciclista [MASK],"[CLS] , El , ciclista , [MASK] , [SEP]",morphemic,12.549874005619397
55,ciclista,ciclista,sing,1,default,6.278801834014303e-08,plural,grandes,s,El ciclista [MASK],"[CLS] , El , ciclista , [MASK] , [SEP]",morphemic,16.583501572437186
56,ciclista,ciclistfs,plur,5,default,1.8144105240480712e-07,singular,grande,s,Los ciclistfs [MASK],"[CLS] , Los , cic , ##lis , ##t , ##f , ##s , [MASK] , [SEP]",morphemic,15.522335016132802
57,ciclista,ciclistfs,plur,5,default,2.172408130718395e-05,plural,grandes,s,Los ciclistfs [MASK],"[CLS] , Los , cic , ##lis , ##t , ##f , ##s , [MASK] , [SEP]",morphemic,10.737089175063273
58,ciclista,ciclista##s,plur,2,artificial,3.9158911135928065e-07,singular,grande,s,El ciclista##s [MASK],"[CLS] , El , ciclista , ##s , [MASK] , [SEP]",morphemic,14.753052732194305
59,ciclista,ciclista##s,plur,2,artificial,3.486957211862318e-05,plural,grandes,s,El ciclista##s [MASK],"[CLS] , El , ciclista , ##s , [MASK] , [SEP]",morphemic,10.263895968111301
60,coincidencia,coincidencia,sing,1,default,2.2989755962044e-05,singular,grande,s,La coincidencia [MASK],"[CLS] , La , coincidencia , [MASK] , [SEP]",morphemic,10.680461834206637
61,coincidencia,coincidencia,sing,1,default,6.400581753496226e-08,plural,grandes,s,La coincidencia [MASK],"[CLS] , La , coincidencia , [MASK] , [SEP]",morphemic,16.564291858734016
62,coincidencia,cwincidencias,plur,5,default,2.3350408184796834e-07,singular,grande,s,Las cwincidencias [MASK],"[CLS] , Las , c , ##w , ##inc , ##idencia , ##s , [MASK] , [SEP]",morphemic,15.270066278842636
63,coincidencia,cwincidencias,plur,5,default,1.6966785551630892e-05,plural,grandes,s,Las cwincidencias [MASK],"[CLS] , Las , c , ##w , ##inc , ##idencia , ##s , [MASK] , [SEP]",morphemic,10.984252916128105
64,coincidencia,coincidencia##s,plur,2,artificial,8.120762231556e-07,singular,grande,s,La coincidencia##s [MASK],"[CLS] , La , coincidencia , ##s , [MASK] , [SEP]",morphemic,14.023671630309048
65,coincidencia,coincidencia##s,plur,2,artificial,1.1369227649993263e-05,plural,grandes,s,La coincidencia##s [MASK],"[CLS] , La , coincidencia , ##s , [MASK] , [SEP]",morphemic,11.38460018126958
66,arteria,arteria,sing,1,default,0.00013112463057041168,singular,grande,s,La arteria [MASK],"[CLS] , La , arteria , [MASK] , [SEP]",morphemic,8.93936230863663
67,arteria,arteria,sing,1,default,4.717030606116168e-07,plural,grandes,s,La arteria [MASK],"[CLS] , La , arteria , [MASK] , [SEP]",morphemic,14.566916158206572
68,arteria,artekias,plur,3,default,6.897623450186074e-08,singular,grande,s,Las artekias [MASK],"[CLS] , Las , arte , ##k , ##ias , [MASK] , [SEP]",morphemic,16.489503819187195
69,arteria,artekias,plur,3,default,3.1206561743601924e-06,plural,grandes,s,Las artekias [MASK],"[CLS] , Las , arte , ##k , ##ias , [MASK] , [SEP]",morphemic,12.67746726596048
70,arteria,arteria##s,plur,2,artificial,5.784892778137873e-07,singular,grande,s,La arteria##s [MASK],"[CLS] , La , arteria , ##s , [MASK] , [SEP]",morphemic,14.362845824946351
71,arteria,arteria##s,plur,2,artificial,0.00014863374235574156,plural,grandes,s,La arteria##s [MASK],"[CLS] , La , arteria , ##s , [MASK] , [SEP]",morphemic,8.81402538311392
72,curioso,curioso,sing,1,default,4.460046693566255e-05,singular,grande,s,El curioso [MASK],"[CLS] , El , curioso , [MASK] , [SEP]",morphemic,10.017766229583586
73,curioso,curioso,sing,1,default,1.1491854223777409e-07,plural,grandes,s,El curioso [MASK],"[CLS] , El , curioso , [MASK] , [SEP]",morphemic,15.979042287933407
74,curioso,curiosqs,plur,3,default,2.0478271522961222e-08,singular,grande,s,Los curiosqs [MASK],"[CLS] , Los , curios , ##q , ##s , [MASK] , [SEP]",morphemic,17.70390143862975
75,curioso,curiosqs,plur,3,default,1.7177516156152706e-06,plural,grandes,s,Los curiosqs [MASK],"[CLS] , Los , curios , ##q , ##s , [MASK] , [SEP]",morphemic,13.274494322494105
76,curioso,curioso##s,plur,2,artificial,1.3488948752637953e-05,singular,grande,s,El curioso##s [MASK],"[CLS] , El , curioso , ##s , [MASK] , [SEP]",morphemic,11.213639818680482
77,curioso,curioso##s,plur,2,artificial,4.9561185733182356e-05,plural,grandes,s,El curioso##s [MASK],"[CLS] , El , curioso , ##s , [MASK] , [SEP]",morphemic,9.91230257628408
78,legítima,legítima,sing,1,default,1.45513240568107e-06,singular,grande,s,La legítima [MASK],"[CLS] , La , legítima , [MASK] , [SEP]",morphemic,13.44041366101302
79,legítima,legítima,sing,1,default,2.9845148574736413e-09,plural,grandes,s,La legítima [MASK],"[CLS] , La , legítima , [MASK] , [SEP]",morphemic,19.629828630120258
80,legítima,legítimas,plur,2,default,1.2747272570834411e-08,singular,grande,s,Las legítimas [MASK],"[CLS] , Las , legítima , ##s , [MASK] , [SEP]",morphemic,18.177948504238255
81,legítima,legítimas,plur,2,default,1.4784077393414918e-06,plural,grandes,s,Las legítimas [MASK],"[CLS] , Las , legítima , ##s , [MASK] , [SEP]",morphemic,13.424544901128503
82,legítima,legítima##s,plur,2,artificial,5.901340500713559e-07,singular,grande,s,La legítima##s [MASK],"[CLS] , La , legítima , ##s , [MASK] , [SEP]",morphemic,14.342916122342682
83,legítima,legítima##s,plur,2,artificial,1.3990336810820736e-05,plural,grandes,s,La legítima##s [MASK],"[CLS] , La , legítima , ##s , [MASK] , [SEP]",morphemic,11.177143694464409
84,cancillere,cancillere,sing,2,default,6.929143637535162e-06,singular,grande,s,El cancillere [MASK],"[CLS] , El , canciller , ##e , [MASK] , [SEP]",morphemic,11.879774325625512
85,cancillere,cancillere,sing,2,default,5.412247219283017e-07,plural,grandes,s,El cancillere [MASK],"[CLS] , El , canciller , ##e , [MASK] , [SEP]",morphemic,14.429431261855115
86,cancillere,cantilleres,plur,3,default,5.036603170083254e-07,singular,grande,s,Los cantilleres [MASK],"[CLS] , Los , can , ##till , ##eres , [MASK] , [SEP]",morphemic,14.501363770287577
87,cancillere,cantilleres,plur,3,default,9.089975719689392e-06,plural,grandes,s,Los cantilleres [MASK],"[CLS] , Los , can , ##till , ##eres , [MASK] , [SEP]",morphemic,11.608338320879731
88,cancillere,cancillere##s,plur,3,artificial,2.7700264126906404e-06,singular,grande,s,El cancillere##s [MASK],"[CLS] , El , canciller , ##e , ##s , [MASK] , [SEP]",morphemic,12.796653702543107
89,cancillere,cancillere##s,plur,3,artificial,1.1076850569224916e-05,plural,grandes,s,El cancillere##s [MASK],"[CLS] , El , canciller , ##e , ##s , [MASK] , [SEP]",morphemic,11.410653161705095
90,árbitro,árbitro,sing,1,default,1.0805198371599545e-06,singular,grande,s,El árbitro [MASK],"[CLS] , El , árbitro , [MASK] , [SEP]",morphemic,13.73806830192695
91,árbitro,árbitro,sing,1,default,1.2891198331033138e-08,plural,grandes,s,El árbitro [MASK],"[CLS] , El , árbitro , [MASK] , [SEP]",morphemic,18.16672105837122
92,árbitro,árbitros,plur,2,default,4.689155730375205e-09,singular,grande,s,Los árbitros [MASK],"[CLS] , Los , árbitro , ##s , [MASK] , [SEP]",morphemic,19.178013285538213
93,árbitro,árbitros,plur,2,default,5.249415153230075e-06,plural,grandes,s,Los árbitros [MASK],"[CLS] , Los , árbitro , ##s , [MASK] , [SEP]",morphemic,12.157393886950862
94,árbitro,árbitro##s,plur,2,artificial,2.005106303215598e-08,singular,grande,s,El árbitro##s [MASK],"[CLS] , El , árbitro , ##s , [MASK] , [SEP]",morphemic,17.724983665539146
95,árbitro,árbitro##s,plur,2,artificial,4.55264898846508e-06,plural,grandes,s,El árbitro##s [MASK],"[CLS] , El , árbitro , ##s , [MASK] , [SEP]",morphemic,12.29980129914428
96,bloqueo,bloqueo,sing,1,default,1.6438703823951073e-05,singular,grande,s,El bloqueo [MASK],"[CLS] , El , bloqueo , [MASK] , [SEP]",morphemic,11.01587201426986
97,bloqueo,bloqueo,sing,1,default,1.8045018634893495e-07,plural,grandes,s,El bloqueo [MASK],"[CLS] , El , bloqueo , [MASK] , [SEP]",morphemic,15.527811073168012
98,bloqueo,bsoqueos,plur,4,default,1.9744817336686538e-08,singular,grande,s,Los bsoqueos [MASK],"[CLS] , Los , b , ##so , ##queo , ##s , [MASK] , [SEP]",morphemic,17.740374793368012
99,bloqueo,bsoqueos,plur,4,default,2.598049832158722e-06,plural,grandes,s,Los bsoqueos [MASK],"[CLS] , Los , b , ##so , ##queo , ##s , [MASK] , [SEP]",morphemic,12.860749458930334
100,bloqueo,bloqueo##s,plur,2,artificial,1.7174738786707167e-06,singular,grande,s,El bloqueo##s [MASK],"[CLS] , El , bloqueo , ##s , [MASK] , [SEP]",morphemic,13.27465602189091
101,bloqueo,bloqueo##s,plur,2,artificial,5.3521453082794324e-05,plural,grandes,s,El bloqueo##s [MASK],"[CLS] , El , bloqueo , ##s , [MASK] , [SEP]",morphemic,9.835427992236436
102,arancele,arancele,sing,2,default,3.6826907034992473e-06,singular,grande,s,El arancele [MASK],"[CLS] , El , arancel , ##e , [MASK] , [SEP]",morphemic,12.511866903528434
103,arancele,arancele,sing,2,default,9.175676041195402e-08,plural,grandes,s,El arancele [MASK],"[CLS] , El , arancel , ##e , [MASK] , [SEP]",morphemic,16.204124669762113
104,arancele,arancelec,plur,2,default,4.245455187401603e-08,singular,grande,s,Los arancelec [MASK],"[CLS] , Los , arancel , ##ec , [MASK] , [SEP]",morphemic,16.97483170086781
105,arancele,arancelec,plur,2,default,2.0579177544277627e-06,plural,grandes,s,Los arancelec [MASK],"[CLS] , Los , arancel , ##ec , [MASK] , [SEP]",morphemic,13.093815885185897
106,arancele,arancele##s,plur,3,artificial,5.314878421813773e-07,singular,grande,s,El arancele##s [MASK],"[CLS] , El , arancel , ##e , ##s , [MASK] , [SEP]",morphemic,14.447585513967187
107,arancele,arancele##s,plur,3,artificial,1.0617375664878637e-05,plural,grandes,s,El arancele##s [MASK],"[CLS] , El , arancel , ##e , ##s , [MASK] , [SEP]",morphemic,11.453018685222784
108,televisore,televisore,sing,2,default,0.00018833628564607352,singular,grande,s,El televisore [MASK],"[CLS] , El , televisor , ##e , [MASK] , [SEP]",morphemic,8.57728143961196
109,televisore,televisore,sing,2,default,1.379726768391265e-06,plural,grandes,s,El televisore [MASK],"[CLS] , El , televisor , ##e , [MASK] , [SEP]",morphemic,13.493625072317917
110,televisore,televisxres,plur,3,default,2.2860348281028564e-07,singular,grande,s,Los televisxres [MASK],"[CLS] , Los , televis , ##x , ##res , [MASK] , [SEP]",morphemic,15.291276850311183
111,televisore,televisxres,plur,3,default,4.3278676457703114e-05,plural,grandes,s,Los televisxres [MASK],"[CLS] , Los , televis , ##x , ##res , [MASK] , [SEP]",morphemic,10.047850504815486
112,televisore,televisore##s,plur,3,artificial,2.081173806800507e-05,singular,grande,s,El televisore##s [MASK],"[CLS] , El , televisor , ##e , ##s , [MASK] , [SEP]",morphemic,10.779993400238851
113,televisore,televisore##s,plur,3,artificial,0.00013910018606111407,plural,grandes,s,El televisore##s [MASK],"[CLS] , El , televisor , ##e , ##s , [MASK] , [SEP]",morphemic,8.880316121428912
114,suscrito,suscrito,sing,1,default,3.701235016251303e-07,singular,grande,s,El suscrito [MASK],"[CLS] , El , suscrito , [MASK] , [SEP]",morphemic,14.809429098826993
115,suscrito,suscrito,sing,1,default,7.508726085347917e-09,plural,grandes,s,El suscrito [MASK],"[CLS] , El , suscrito , [MASK] , [SEP]",morphemic,18.707200014673806
116,suscrito,suscnitos,plur,4,default,2.431439156680426e-07,singular,grande,s,Los suscnitos [MASK],"[CLS] , Los , sus , ##c , ##ni , ##tos , [MASK] , [SEP]",morphemic,15.229612323366544
117,suscrito,suscnitos,plur,4,default,1.6733187294448726e-05,plural,grandes,s,Los suscnitos [MASK],"[CLS] , Los , sus , ##c , ##ni , ##tos , [MASK] , [SEP]",morphemic,10.998116547396167
118,suscrito,suscrito##s,plur,2,artificial,9.59928883048633e-08,singular,grande,s,El suscrito##s [MASK],"[CLS] , El , suscrito , ##s , [MASK] , [SEP]",morphemic,16.158991728380318
119,suscrito,suscrito##s,plur,2,artificial,9.673769909568364e-07,plural,grandes,s,El suscrito##s [MASK],"[CLS] , El , suscrito , ##s , [MASK] , [SEP]",morphemic,13.848677561255478
120,cordillera,cordillera,sing,1,default,0.0004920508363284171,singular,grande,s,La cordillera [MASK],"[CLS] , La , cordillera , [MASK] , [SEP]",morphemic,7.6169285209389495
121,cordillera,cordillera,sing,1,default,2.2169481326272944e-06,plural,grandes,s,La cordillera [MASK],"[CLS] , La , cordillera , [MASK] , [SEP]",morphemic,13.019379022900438
122,cordillera,cordillerls,plur,4,default,1.6219987131194102e-08,singular,grande,s,Las cordillerls [MASK],"[CLS] , Las , cor , ##dill , ##er , ##ls , [MASK] , [SEP]",morphemic,17.937021581650697
123,cordillera,cordillerls,plur,4,default,5.132061460244586e-07,plural,grandes,s,Las cordillerls [MASK],"[CLS] , Las , cor , ##dill , ##er , ##ls , [MASK] , [SEP]",morphemic,14.482588228391101
124,cordillera,cordillera##s,plur,2,artificial,6.07781475991942e-06,singular,grande,s,La cordillera##s [MASK],"[CLS] , La , cordillera , ##s , [MASK] , [SEP]",morphemic,12.010865341078004
125,cordillera,cordillera##s,plur,2,artificial,0.0010886513628065586,plural,grandes,s,La cordillera##s [MASK],"[CLS] , La , cordillera , ##s , [MASK] , [SEP]",morphemic,6.822815630635049
126,naranja,naranja,sing,1,default,0.00022300360433291644,singular,grande,s,La naranja [MASK],"[CLS] , La , naranja , [MASK] , [SEP]",morphemic,8.408322623706898
127,naranja,naranja,sing,1,default,9.68331960393698e-07,plural,grandes,s,La naranja [MASK],"[CLS] , La , naranja , [MASK] , [SEP]",morphemic,13.847690874167348
128,naranja,naraqjas,plur,4,default,9.913847520692798e-08,singular,grande,s,Las naraqjas [MASK],"[CLS] , Las , nar , ##a , ##q , ##jas , [MASK] , [SEP]",morphemic,16.126748224672703
129,naranja,naraqjas,plur,4,default,2.1175587789912242e-06,plural,grandes,s,Las naraqjas [MASK],"[CLS] , Las , nar , ##a , ##q , ##jas , [MASK] , [SEP]",morphemic,13.065246652131925
130,naranja,naranja##s,plur,2,artificial,5.446062004921259e-06,singular,grande,s,La naranja##s [MASK],"[CLS] , La , naranja , ##s , [MASK] , [SEP]",morphemic,12.120617778371486
131,naranja,naranja##s,plur,2,artificial,4.1724379116203636e-05,plural,grandes,s,La naranja##s [MASK],"[CLS] , La , naranja , ##s , [MASK] , [SEP]",morphemic,10.084424968905672
132,consumo,consumo,sing,1,default,8.108439033094328e-06,singular,grande,s,El consumo [MASK],"[CLS] , El , consumo , [MASK] , [SEP]",morphemic,11.722605182703536
133,consumo,consumo,sing,1,default,1.3102265938869095e-08,plural,grandes,s,El consumo [MASK],"[CLS] , El , consumo , [MASK] , [SEP]",morphemic,18.150480649264555
134,consumo,consueos,plur,2,default,7.225551144074416e-07,singular,grande,s,Los consueos [MASK],"[CLS] , Los , consue , ##os , [MASK] , [SEP]",morphemic,14.140472136952344
135,consumo,consueos,plur,2,default,2.2174772311700508e-05,plural,grandes,s,Los consueos [MASK],"[CLS] , Los , consue , ##os , [MASK] , [SEP]",morphemic,10.716555297613882
136,consumo,consumo##s,plur,2,artificial,2.773476239781303e-07,singular,grande,s,El consumo##s [MASK],"[CLS] , El , consumo , ##s , [MASK] , [SEP]",morphemic,15.097994157353577
137,consumo,consumo##s,plur,2,artificial,2.7950663934461772e-05,plural,grandes,s,El consumo##s [MASK],"[CLS] , El , consumo , ##s , [MASK] , [SEP]",morphemic,10.485069604281726
138,décima,décima,sing,1,default,0.0001436788443243131,singular,grande,s,La décima [MASK],"[CLS] , La , décima , [MASK] , [SEP]",morphemic,8.847929996842558
139,décima,décima,sing,1,default,1.9812716800515773e-07,plural,grandes,s,La décima [MASK],"[CLS] , La , décima , [MASK] , [SEP]",morphemic,15.434356749761953
140,décima,décisas,plur,3,default,3.4572703810908934e-08,singular,grande,s,Las décisas [MASK],"[CLS] , Las , déc , ##isa , ##s , [MASK] , [SEP]",morphemic,17.180201373432944
141,décima,décisas,plur,3,default,3.6416279272089014e-06,plural,grandes,s,Las décisas [MASK],"[CLS] , Las , déc , ##isa , ##s , [MASK] , [SEP]",morphemic,12.523079743544685
142,décima,décima##s,plur,2,artificial,1.8658694216355798e-06,singular,grande,s,La décima##s [MASK],"[CLS] , La , décima , ##s , [MASK] , [SEP]",morphemic,13.191783435674932
143,décima,décima##s,plur,2,artificial,5.732089630328119e-05,plural,grandes,s,La décima##s [MASK],"[CLS] , La , décima , ##s , [MASK] , [SEP]",morphemic,9.766845318293319
144,funerale,funerale,sing,2,default,3.088726589339785e-05,singular,grande,s,El funerale [MASK],"[CLS] , El , funeral , ##e , [MASK] , [SEP]",morphemic,10.385166566009783
145,funerale,funerale,sing,2,default,3.9967235920812527e-07,plural,grandes,s,El funerale [MASK],"[CLS] , El , funeral , ##e , [MASK] , [SEP]",morphemic,14.732620727465441
146,funerale,funeralqs,plur,3,default,7.345896335664293e-08,singular,grande,s,Los funeralqs [MASK],"[CLS] , Los , funeral , ##q , ##s , [MASK] , [SEP]",morphemic,16.426538908325533
147,funerale,funeralqs,plur,3,default,4.224432359478669e-06,plural,grandes,s,Los funeralqs [MASK],"[CLS] , Los , funeral , ##q , ##s , [MASK] , [SEP]",morphemic,12.374625658967394
