,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
30,mandatario,mandatario,sing,2,default,8.68680035637226e-06,singular,grande,s,El mandatario [MASK],"[CLS] , El , manda , ##tario , [MASK] , [SEP]",nonmorphemic,11.653705884834743
31,mandatario,mandatario,sing,2,default,8.170858478706577e-08,plural,grandes,s,El mandatario [MASK],"[CLS] , El , manda , ##tario , [MASK] , [SEP]",nonmorphemic,16.32010676364758
32,mandatario,mandatirios,plur,3,default,8.107861759754087e-08,singular,grande,s,Los mandatirios [MASK],"[CLS] , Los , manda , ##tir , ##ios , [MASK] , [SEP]",nonmorphemic,16.327846565365622
33,mandatario,mandatirios,plur,3,default,9.973126907425467e-06,plural,grandes,s,Los mandatirios [MASK],"[CLS] , Los , manda , ##tir , ##ios , [MASK] , [SEP]",nonmorphemic,11.515616391525189
34,mandatario,mandatario##s,plur,3,artificial,4.4782841541746166e-06,singular,grande,s,El mandatario##s [MASK],"[CLS] , El , manda , ##tario , ##s , [MASK] , [SEP]",nonmorphemic,12.31627058620142
35,mandatario,mandatario##s,plur,3,artificial,2.3721162506262772e-05,plural,grandes,s,El mandatario##s [MASK],"[CLS] , El , manda , ##tario , ##s , [MASK] , [SEP]",nonmorphemic,10.649142975496774
36,negociadore,negociadore,sing,2,default,9.519192644802388e-06,singular,grande,s,El negociadore [MASK],"[CLS] , El , negociado , ##re , [MASK] , [SEP]",nonmorphemic,11.562200518975487
37,negociadore,negociadore,sing,2,default,3.953167393433432e-08,plural,grandes,s,El negociadore [MASK],"[CLS] , El , negociado , ##re , [MASK] , [SEP]",nonmorphemic,17.046163614611427
38,negociadore,npgociadores,plur,4,default,4.457434243931857e-08,singular,grande,s,Los npgociadores [MASK],"[CLS] , Los , n , ##p , ##goci , ##adores , [MASK] , [SEP]",nonmorphemic,16.926107425087988
39,negociadore,npgociadores,plur,4,default,4.34861749454285e-06,plural,grandes,s,Los npgociadores [MASK],"[CLS] , Los , n , ##p , ##goci , ##adores , [MASK] , [SEP]",nonmorphemic,12.345652580724789
40,negociadore,negociadore##s,plur,3,artificial,1.3521211030820268e-06,singular,grande,s,El negociadore##s [MASK],"[CLS] , El , negociado , ##re , ##s , [MASK] , [SEP]",nonmorphemic,13.513836011069426
41,negociadore,negociadore##s,plur,3,artificial,9.387491672896431e-07,plural,grandes,s,El negociadore##s [MASK],"[CLS] , El , negociado , ##re , ##s , [MASK] , [SEP]",nonmorphemic,13.878717520910119
42,comicio,comicio,sing,2,default,9.972606676456053e-06,singular,grande,s,El comicio [MASK],"[CLS] , El , com , ##icio , [MASK] , [SEP]",nonmorphemic,11.515668556161536
43,comicio,comicio,sing,2,default,7.852815286923942e-08,plural,grandes,s,El comicio [MASK],"[CLS] , El , com , ##icio , [MASK] , [SEP]",nonmorphemic,16.359808641175373
44,comicio,comiciob,plur,3,default,5.155447979632299e-07,singular,grande,s,Los comiciob [MASK],"[CLS] , Los , com , ##icio , ##b , [MASK] , [SEP]",nonmorphemic,14.478041635299626
45,comicio,comiciob,plur,3,default,8.387985872104764e-06,plural,grandes,s,Los comiciob [MASK],"[CLS] , Los , com , ##icio , ##b , [MASK] , [SEP]",nonmorphemic,11.68871012922445
46,comicio,comicio##s,plur,3,artificial,1.7282671933571692e-06,singular,grande,s,El comicio##s [MASK],"[CLS] , El , com , ##icio , ##s , [MASK] , [SEP]",nonmorphemic,13.268391273750346
47,comicio,comicio##s,plur,3,artificial,6.231158749869792e-06,plural,grandes,s,El comicio##s [MASK],"[CLS] , El , com , ##icio , ##s , [MASK] , [SEP]",nonmorphemic,11.985948247296179
48,sondeo,sondeo,sing,2,default,2.647474320838228e-05,singular,grande,s,El sondeo [MASK],"[CLS] , El , son , ##deo , [MASK] , [SEP]",nonmorphemic,10.539319365923946
49,sondeo,sondeo,sing,2,default,2.1500137847851875e-07,plural,grandes,s,El sondeo [MASK],"[CLS] , El , son , ##deo , [MASK] , [SEP]",nonmorphemic,15.352621397311308
50,sondeo,sonfeos,plur,3,default,4.105532624976149e-08,singular,grande,s,Los sonfeos [MASK],"[CLS] , Los , son , ##feo , ##s , [MASK] , [SEP]",nonmorphemic,17.00834525916612
51,sondeo,sonfeos,plur,3,default,3.937492874683812e-05,plural,grandes,s,Los sonfeos [MASK],"[CLS] , Los , son , ##feo , ##s , [MASK] , [SEP]",nonmorphemic,10.142381270424226
52,sondeo,sondeo##s,plur,3,artificial,3.304350002508727e-06,singular,grande,s,El sondeo##s [MASK],"[CLS] , El , son , ##deo , ##s , [MASK] , [SEP]",nonmorphemic,12.620270774953353
53,sondeo,sondeo##s,plur,3,artificial,0.00013490222045220435,plural,grandes,s,El sondeo##s [MASK],"[CLS] , El , son , ##deo , ##s , [MASK] , [SEP]",nonmorphemic,8.91096033489934
54,insulto,insulto,sing,2,default,0.00012887716002296656,singular,grande,s,El insulto [MASK],"[CLS] , El , insul , ##to , [MASK] , [SEP]",nonmorphemic,8.956650855162628
55,insulto,insulto,sing,2,default,1.9892118530151492e-07,plural,grandes,s,El insulto [MASK],"[CLS] , El , insul , ##to , [MASK] , [SEP]",nonmorphemic,15.430357144433156
56,insulto,inssltos,plur,4,default,1.1447598424751959e-08,singular,grande,s,Los inssltos [MASK],"[CLS] , Los , ins , ##s , ##l , ##tos , [MASK] , [SEP]",nonmorphemic,18.285485873508776
57,insulto,inssltos,plur,4,default,1.0635012586135417e-06,plural,grandes,s,Los inssltos [MASK],"[CLS] , Los , ins , ##s , ##l , ##tos , [MASK] , [SEP]",nonmorphemic,13.753944018843217
58,insulto,insulto##s,plur,3,artificial,0.00013246394519228488,singular,grande,s,El insulto##s [MASK],"[CLS] , El , insul , ##to , ##s , [MASK] , [SEP]",nonmorphemic,8.92920006132346
59,insulto,insulto##s,plur,3,artificial,6.84613041812554e-05,plural,grandes,s,El insulto##s [MASK],"[CLS] , El , insul , ##to , ##s , [MASK] , [SEP]",nonmorphemic,9.58924187477703
60,analista,analista,sing,2,default,1.5046479120428558e-06,singular,grande,s,El analista [MASK],"[CLS] , El , anal , ##ista , [MASK] , [SEP]",nonmorphemic,13.406951632619423
61,analista,analista,sing,2,default,8.314764876615754e-09,plural,grandes,s,El analista [MASK],"[CLS] , El , anal , ##ista , [MASK] , [SEP]",nonmorphemic,18.605233001716865
62,analista,analistgs,plur,3,default,7.273492741433074e-08,singular,grande,s,Los analistgs [MASK],"[CLS] , Los , anal , ##ist , ##gs , [MASK] , [SEP]",nonmorphemic,16.436444135668403
63,analista,analistgs,plur,3,default,1.0821228897839319e-05,plural,grandes,s,Los analistgs [MASK],"[CLS] , Los , anal , ##ist , ##gs , [MASK] , [SEP]",nonmorphemic,11.434000714485158
64,analista,analista##s,plur,3,artificial,1.0451921070853132e-06,singular,grande,s,El analista##s [MASK],"[CLS] , El , anal , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,13.771309854911596
65,analista,analista##s,plur,3,artificial,1.656602216826286e-05,plural,grandes,s,El analista##s [MASK],"[CLS] , El , anal , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,11.008156817610727
66,nexo,nexo,sing,2,default,1.1837912097689696e-05,singular,grande,s,El nexo [MASK],"[CLS] , El , ne , ##xo , [MASK] , [SEP]",nonmorphemic,11.34420328715922
67,nexo,nexo,sing,2,default,2.4763467720845256e-08,plural,grandes,s,El nexo [MASK],"[CLS] , El , ne , ##xo , [MASK] , [SEP]",nonmorphemic,17.513896345590638
68,nexo,nexls,plur,3,default,2.5368581191287376e-07,singular,grande,s,Los nexls [MASK],"[CLS] , Los , ne , ##x , ##ls , [MASK] , [SEP]",nonmorphemic,15.187169296568502
69,nexo,nexls,plur,3,default,2.0769923139596358e-05,plural,grandes,s,Los nexls [MASK],"[CLS] , Los , ne , ##x , ##ls , [MASK] , [SEP]",nonmorphemic,10.782004620632144
70,nexo,nexo##s,plur,3,artificial,7.238106718432391e-06,singular,grande,s,El nexo##s [MASK],"[CLS] , El , ne , ##xo , ##s , [MASK] , [SEP]",nonmorphemic,11.836150888743466
71,nexo,nexo##s,plur,3,artificial,1.9855615391861647e-06,plural,grandes,s,El nexo##s [MASK],"[CLS] , El , ne , ##xo , ##s , [MASK] , [SEP]",nonmorphemic,13.129608792553649
72,cautivo,cautivo,sing,2,default,9.974248678190634e-05,singular,grande,s,El cautivo [MASK],"[CLS] , El , cautiv , ##o , [MASK] , [SEP]",nonmorphemic,9.212918825513173
73,cautivo,cautivo,sing,2,default,2.4105429474730045e-07,plural,grandes,s,El cautivo [MASK],"[CLS] , El , cautiv , ##o , [MASK] , [SEP]",nonmorphemic,15.238243639421718
74,cautivo,cañtivos,plur,2,default,7.667566137570248e-08,singular,grande,s,Los cañtivos [MASK],"[CLS] , Los , cañ , ##tivos , [MASK] , [SEP]",nonmorphemic,16.383681501281277
75,cautivo,cañtivos,plur,2,default,4.271511443221243e-06,plural,grandes,s,Los cañtivos [MASK],"[CLS] , Los , cañ , ##tivos , [MASK] , [SEP]",nonmorphemic,12.363542825388118
76,cautivo,cautivo##s,plur,3,artificial,4.533163519226946e-05,singular,grande,s,El cautivo##s [MASK],"[CLS] , El , cautiv , ##o , ##s , [MASK] , [SEP]",nonmorphemic,10.001505420591993
77,cautivo,cautivo##s,plur,3,artificial,8.850248559610918e-05,plural,grandes,s,El cautivo##s [MASK],"[CLS] , El , cautiv , ##o , ##s , [MASK] , [SEP]",nonmorphemic,9.332479920513048
78,millare,millare,sing,2,default,0.00013577922072727233,singular,grande,s,El millare [MASK],"[CLS] , El , milla , ##re , [MASK] , [SEP]",nonmorphemic,8.904480368337818
79,millare,millare,sing,2,default,4.605587093919894e-07,plural,grandes,s,El millare [MASK],"[CLS] , El , milla , ##re , [MASK] , [SEP]",nonmorphemic,14.590825498840926
80,millare,miluares,plur,3,default,4.223407472636609e-07,singular,grande,s,Los miluares [MASK],"[CLS] , Los , mil , ##uar , ##es , [MASK] , [SEP]",nonmorphemic,14.677453390758448
81,millare,miluares,plur,3,default,8.056456863414496e-06,plural,grandes,s,Los miluares [MASK],"[CLS] , Los , mil , ##uar , ##es , [MASK] , [SEP]",nonmorphemic,11.729036693205858
82,millare,millare##s,plur,3,artificial,5.1819075451930985e-05,singular,grande,s,El millare##s [MASK],"[CLS] , El , milla , ##re , ##s , [MASK] , [SEP]",nonmorphemic,9.86775222451917
83,millare,millare##s,plur,3,artificial,2.3636448531760834e-05,plural,grandes,s,El millare##s [MASK],"[CLS] , El , milla , ##re , ##s , [MASK] , [SEP]",nonmorphemic,10.652720608025223
84,reformista,reformista,sing,2,default,3.3985440950345946e-06,singular,grande,s,El reformista [MASK],"[CLS] , El , reform , ##ista , [MASK] , [SEP]",nonmorphemic,12.59216342539187
85,reformista,reformista,sing,2,default,3.1857052107397976e-08,plural,grandes,s,El reformista [MASK],"[CLS] , El , reform , ##ista , [MASK] , [SEP]",nonmorphemic,17.262007063192364
86,reformista,reforiistas,plur,3,default,9.732977446219593e-08,singular,grande,s,Los reforiistas [MASK],"[CLS] , Los , refor , ##ii , ##stas , [MASK] , [SEP]",nonmorphemic,16.14516088775927
87,reformista,reforiistas,plur,3,default,6.44477222522255e-06,plural,grandes,s,Los reforiistas [MASK],"[CLS] , Los , refor , ##ii , ##stas , [MASK] , [SEP]",nonmorphemic,11.952241263512995
88,reformista,reformista##s,plur,3,artificial,3.939007910958026e-06,singular,grande,s,El reformista##s [MASK],"[CLS] , El , reform , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,12.444581665610418
89,reformista,reformista##s,plur,3,artificial,2.70550990535412e-05,plural,grandes,s,El reformista##s [MASK],"[CLS] , El , reform , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,10.517635065684587
90,uruguaya,uruguaya,sing,2,default,1.199785947392229e-05,singular,grande,s,La uruguaya [MASK],"[CLS] , La , uruguay , ##a , [MASK] , [SEP]",nonmorphemic,11.330782301260516
91,uruguaya,uruguaya,sing,2,default,1.4203324383288418e-07,plural,grandes,s,La uruguaya [MASK],"[CLS] , La , uruguay , ##a , [MASK] , [SEP]",nonmorphemic,15.767204695245788
92,uruguaya,uruluayas,plur,4,default,4.563395066270459e-07,singular,grande,s,Las uruluayas [MASK],"[CLS] , Las , ur , ##ulu , ##aya , ##s , [MASK] , [SEP]",nonmorphemic,14.600028772381682
93,uruguaya,uruluayas,plur,4,default,1.2921963389089797e-05,plural,grandes,s,Las uruluayas [MASK],"[CLS] , Las , ur , ##ulu , ##aya , ##s , [MASK] , [SEP]",nonmorphemic,11.256582106055514
94,uruguaya,uruguaya##s,plur,3,artificial,2.2127140255179256e-05,singular,grande,s,La uruguaya##s [MASK],"[CLS] , La , uruguay , ##a , ##s , [MASK] , [SEP]",nonmorphemic,10.718705637051412
95,uruguaya,uruguaya##s,plur,3,artificial,0.00020173686789348722,plural,grandes,s,La uruguaya##s [MASK],"[CLS] , La , uruguay , ##a , ##s , [MASK] , [SEP]",nonmorphemic,8.508546343919159
96,mejoría,mejoría,sing,2,default,1.0868021490750834e-05,singular,grande,s,La mejoría [MASK],"[CLS] , La , mejor , ##ía , [MASK] , [SEP]",nonmorphemic,11.4296858889683
97,mejoría,mejoría,sing,2,default,1.9210960999771487e-07,plural,grandes,s,La mejoría [MASK],"[CLS] , La , mejor , ##ía , [MASK] , [SEP]",nonmorphemic,15.465199742406945
98,mejoría,meborías,plur,3,default,5.115888939144497e-07,singular,grande,s,Las meborías [MASK],"[CLS] , Las , me , ##bor , ##ías , [MASK] , [SEP]",nonmorphemic,14.485744476010488
99,mejoría,meborías,plur,3,default,1.5029776477604173e-05,plural,grandes,s,Las meborías [MASK],"[CLS] , Las , me , ##bor , ##ías , [MASK] , [SEP]",nonmorphemic,11.105477226059532
100,mejoría,mejoría##s,plur,3,artificial,1.39665542064904e-06,singular,grande,s,La mejoría##s [MASK],"[CLS] , La , mejor , ##ía , ##s , [MASK] , [SEP]",nonmorphemic,13.481430164772016
101,mejoría,mejoría##s,plur,3,artificial,9.481640154263005e-05,plural,grandes,s,La mejoría##s [MASK],"[CLS] , La , mejor , ##ía , ##s , [MASK] , [SEP]",nonmorphemic,9.263568151615099
102,urna,urna,sing,2,default,6.891594966873527e-05,singular,grande,s,La urna [MASK],"[CLS] , La , ur , ##na , [MASK] , [SEP]",nonmorphemic,9.582622916622094
103,urna,urna,sing,2,default,3.157305741297023e-07,plural,grandes,s,La urna [MASK],"[CLS] , La , ur , ##na , [MASK] , [SEP]",nonmorphemic,14.968376600554736
104,urna,urnab,plur,2,default,4.928311341245717e-07,singular,grande,s,Las urnab [MASK],"[CLS] , Las , ur , ##nab , [MASK] , [SEP]",nonmorphemic,14.523099248710224
105,urna,urnab,plur,2,default,1.2612525097210892e-05,plural,grandes,s,Las urnab [MASK],"[CLS] , Las , ur , ##nab , [MASK] , [SEP]",nonmorphemic,11.280820182418468
106,urna,urna##s,plur,3,artificial,1.0869041943806224e-05,singular,grande,s,La urna##s [MASK],"[CLS] , La , ur , ##na , ##s , [MASK] , [SEP]",nonmorphemic,11.429591998359829
107,urna,urna##s,plur,3,artificial,8.216806600103155e-05,plural,grandes,s,La urna##s [MASK],"[CLS] , La , ur , ##na , ##s , [MASK] , [SEP]",nonmorphemic,9.406743822856138
108,injerencia,injerencia,sing,2,default,7.85147562964994e-07,singular,grande,s,La injerencia [MASK],"[CLS] , La , injer , ##encia , [MASK] , [SEP]",nonmorphemic,14.057394158530354
109,injerencia,injerencia,sing,2,default,1.8802602141931857e-08,plural,grandes,s,La injerencia [MASK],"[CLS] , La , injer , ##encia , [MASK] , [SEP]",nonmorphemic,17.78927056488365
110,injerencia,injeeencias,plur,4,default,1.7990490164265793e-07,singular,grande,s,Las injeeencias [MASK],"[CLS] , Las , in , ##je , ##een , ##cias , [MASK] , [SEP]",nonmorphemic,15.530837449876067
111,injerencia,injeeencias,plur,4,default,1.318847353104502e-05,plural,grandes,s,Las injeeencias [MASK],"[CLS] , Las , in , ##je , ##een , ##cias , [MASK] , [SEP]",nonmorphemic,11.23616732719338
112,injerencia,injerencia##s,plur,3,artificial,9.524985244979689e-08,singular,grande,s,La injerencia##s [MASK],"[CLS] , La , injer , ##encia , ##s , [MASK] , [SEP]",nonmorphemic,16.166762372024298
113,injerencia,injerencia##s,plur,3,artificial,5.468154085974675e-06,plural,grandes,s,La injerencia##s [MASK],"[CLS] , La , injer , ##encia , ##s , [MASK] , [SEP]",nonmorphemic,12.116569459913896
114,pollito,pollito,sing,2,default,0.0003074923879466951,singular,grande,s,El pollito [MASK],"[CLS] , El , pol , ##lito , [MASK] , [SEP]",nonmorphemic,8.087060225668997
115,pollito,pollito,sing,2,default,7.058106916701945e-07,plural,grandes,s,El pollito [MASK],"[CLS] , El , pol , ##lito , [MASK] , [SEP]",nonmorphemic,14.163918777519898
116,pollito,pñllitos,plur,4,default,5.292608875606675e-07,singular,grande,s,Los pñllitos [MASK],"[CLS] , Los , p , ##ñ , ##lli , ##tos , [MASK] , [SEP]",nonmorphemic,14.451784355464868
117,pollito,pñllitos,plur,4,default,4.619356695911847e-05,plural,grandes,s,Los pñllitos [MASK],"[CLS] , Los , p , ##ñ , ##lli , ##tos , [MASK] , [SEP]",nonmorphemic,9.982670012880954
118,pollito,pollito##s,plur,3,artificial,2.2122934751678258e-05,singular,grande,s,El pollito##s [MASK],"[CLS] , El , pol , ##lito , ##s , [MASK] , [SEP]",nonmorphemic,10.71889571598407
119,pollito,pollito##s,plur,3,artificial,6.028733332641423e-05,plural,grandes,s,El pollito##s [MASK],"[CLS] , El , pol , ##lito , ##s , [MASK] , [SEP]",nonmorphemic,9.71638853721884
120,indefinido,indefinido,sing,2,default,1.3922193602411426e-06,singular,grande,s,El indefinido [MASK],"[CLS] , El , indefin , ##ido , [MASK] , [SEP]",nonmorphemic,13.484611422087344
121,indefinido,indefinido,sing,2,default,2.6076394377128054e-08,plural,grandes,s,El indefinido [MASK],"[CLS] , El , indefin , ##ido , [MASK] , [SEP]",nonmorphemic,17.46223536185644
122,indefinido,indefinñdos,plur,3,default,7.779637201110745e-08,singular,grande,s,Los indefinñdos [MASK],"[CLS] , Los , indefin , ##ñ , ##dos , [MASK] , [SEP]",nonmorphemic,16.36917103909736
123,indefinido,indefinñdos,plur,3,default,4.059098046127474e-06,plural,grandes,s,Los indefinñdos [MASK],"[CLS] , Los , indefin , ##ñ , ##dos , [MASK] , [SEP]",nonmorphemic,12.414549765157199
124,indefinido,indefinido##s,plur,3,artificial,8.229455488617532e-06,singular,grande,s,El indefinido##s [MASK],"[CLS] , El , indefin , ##ido , ##s , [MASK] , [SEP]",nonmorphemic,11.707790707235949
125,indefinido,indefinido##s,plur,3,artificial,6.934970588190481e-05,plural,grandes,s,El indefinido##s [MASK],"[CLS] , El , indefin , ##ido , ##s , [MASK] , [SEP]",nonmorphemic,9.576348652280851
126,retoque,retoque,sing,2,default,6.626235972362338e-06,singular,grande,s,El retoque [MASK],"[CLS] , El , reto , ##que , [MASK] , [SEP]",nonmorphemic,11.924473641626475
127,retoque,retoque,sing,2,default,7.404806723343427e-08,plural,grandes,s,El retoque [MASK],"[CLS] , El , reto , ##que , [MASK] , [SEP]",nonmorphemic,16.418551397404645
128,retoque,reyoques,plur,3,default,4.949777689944312e-07,singular,grande,s,Los reyoques [MASK],"[CLS] , Los , rey , ##o , ##ques , [MASK] , [SEP]",nonmorphemic,14.518752986508616
129,retoque,reyoques,plur,3,default,1.7466081771999598e-05,plural,grandes,s,Los reyoques [MASK],"[CLS] , Los , rey , ##o , ##ques , [MASK] , [SEP]",nonmorphemic,10.955249742201968
130,retoque,retoque##s,plur,3,artificial,9.323468361799314e-07,singular,grande,s,El retoque##s [MASK],"[CLS] , El , reto , ##que , ##s , [MASK] , [SEP]",nonmorphemic,13.885560949664454
131,retoque,retoque##s,plur,3,artificial,1.727003837004304e-05,plural,grandes,s,El retoque##s [MASK],"[CLS] , El , reto , ##que , ##s , [MASK] , [SEP]",nonmorphemic,10.966537444033804
132,retroceso,retroceso,sing,2,default,3.142905370623339e-06,singular,grande,s,El retroceso [MASK],"[CLS] , El , retroce , ##so , [MASK] , [SEP]",nonmorphemic,12.670362908580673
133,retroceso,retroceso,sing,2,default,6.930113727321441e-08,plural,grandes,s,El retroceso [MASK],"[CLS] , El , retroce , ##so , [MASK] , [SEP]",nonmorphemic,16.484804520016315
134,retroceso,retroiesos,plur,3,default,7.719171080111664e-09,singular,grande,s,Los retroiesos [MASK],"[CLS] , Los , retro , ##ies , ##os , [MASK] , [SEP]",nonmorphemic,18.679558851717154
135,retroceso,retroiesos,plur,3,default,7.75276987496909e-07,plural,grandes,s,Los retroiesos [MASK],"[CLS] , Los , retro , ##ies , ##os , [MASK] , [SEP]",nonmorphemic,14.070045468224563
136,retroceso,retroceso##s,plur,3,artificial,2.483940806996543e-05,singular,grande,s,El retroceso##s [MASK],"[CLS] , El , retroce , ##so , ##s , [MASK] , [SEP]",nonmorphemic,10.603079130894464
137,retroceso,retroceso##s,plur,3,artificial,4.040004932903685e-05,plural,grandes,s,El retroceso##s [MASK],"[CLS] , El , retroce , ##so , ##s , [MASK] , [SEP]",nonmorphemic,10.116679551982152
138,kilómetro,kilómetro,sing,2,default,2.9718095902353525e-05,singular,grande,s,El kilómetro [MASK],"[CLS] , El , k , ##ilómetro , [MASK] , [SEP]",nonmorphemic,10.42375440805566
139,kilómetro,kilómetro,sing,2,default,4.770000941789476e-06,plural,grandes,s,El kilómetro [MASK],"[CLS] , El , k , ##ilómetro , [MASK] , [SEP]",nonmorphemic,12.253164055623902
140,kilómetro,kilótetros,plur,4,default,2.4246517682513513e-07,singular,grande,s,Los kilótetros [MASK],"[CLS] , Los , k , ##iló , ##te , ##tros , [MASK] , [SEP]",nonmorphemic,15.232407737601536
