reservas, ([CLS],reserva,##s,[SEP])
errores, ([CLS],error,##es,[SEP])
créditos, ([CLS],crédito,##s,[SEP])
coronas, ([CLS],corona,##s,[SEP])
límites, ([CLS],límite,##s,[SEP])
negocios, ([CLS],negocio,##s,[SEP])
directivos, ([CLS],directivo,##s,[SEP])
niveles, ([CLS],nivel,##es,[SEP])
miembros, ([CLS],miembro,##s,[SEP])
funcionarios, ([CLS],funcionario,##s,[SEP])
accionistas, ([CLS],accion,##ista,##s,[SEP])
francos, ([CLS],franco,##s,[SEP])
ingresos, ([CLS],ingreso,##s,[SEP])
necesidades, ([CLS],necesidad,##es,[SEP])
productos, ([CLS],producto,##s,[SEP])
estadísticas, ([CLS],estadística,##s,[SEP])
expertos, ([CLS],experto,##s,[SEP])
caminos, ([CLS],camino,##s,[SEP])
circunstancias, ([CLS],circunstancia,##s,[SEP])
mercados, ([CLS],mercado,##s,[SEP])
autoridades, ([CLS],autoridad,##es,[SEP])
intentos, ([CLS],intento,##s,[SEP])
ahorros, ([CLS],ahorro,##s,[SEP])
pruebas, ([CLS],prueba,##s,[SEP])
grupos, ([CLS],grupo,##s,[SEP])
rumores, ([CLS],rumor,##es,[SEP])
llamadas, ([CLS],llamada,##s,[SEP])
mensajes, ([CLS],mensaje,##s,[SEP])
víctimas, ([CLS],víctima,##s,[SEP])
desafíos, ([CLS],desafío,##s,[SEP])
presidentes, ([CLS],presidente,##s,[SEP])
militares, ([CLS],militar,##es,[SEP])
días, ([CLS],día,##s,[SEP])
nativos, ([CLS],nativo,##s,[SEP])
soldados, ([CLS],soldado,##s,[SEP])
demandas, ([CLS],demanda,##s,[SEP])
pasos, ([CLS],paso,##s,[SEP])
minutos, ([CLS],minuto,##s,[SEP])
mexicanos, ([CLS],mexicano,##s,[SEP])
candidatos, ([CLS],candidato,##s,[SEP])
posibilidades, ([CLS],posibilidad,##es,[SEP])
votos, ([CLS],voto,##s,[SEP])
incidentes, ([CLS],incidente,##s,[SEP])
obstáculos, ([CLS],obstáculo,##s,[SEP])
observadores, ([CLS],observador,##es,[SEP])
zonas, ([CLS],zona,##s,[SEP])
organismos, ([CLS],organismo,##s,[SEP])
fritas, ([CLS],fri,##ta,##s,[SEP])
palabras, ([CLS],palabra,##s,[SEP])
frases, ([CLS],frase,##s,[SEP])
encuestas, ([CLS],encuesta,##s,[SEP])
medios, ([CLS],medio,##s,[SEP])
dudas, ([CLS],duda,##s,[SEP])
partidos, ([CLS],partido,##s,[SEP])
semanas, ([CLS],semana,##s,[SEP])
asuntos, ([CLS],asunto,##s,[SEP])
nacionalistas, ([CLS],nacionalista,##s,[SEP])
populares, ([CLS],popular,##es,[SEP])
formas, ([CLS],forma,##s,[SEP])
materias, ([CLS],materia,##s,[SEP])
senadores, ([CLS],senador,##es,[SEP])
firmantes, ([CLS],firma,##n,##te,##s,[SEP])
perspectivas, ([CLS],perspectiva,##s,[SEP])
plazos, ([CLS],plazo,##s,[SEP])
promesas, ([CLS],promesa,##s,[SEP])
hombres, ([CLS],hombre,##s,[SEP])
médicos, ([CLS],médico,##s,[SEP])
molestias, ([CLS],molestia,##s,[SEP])
mujeres, ([CLS],mujer,##es,[SEP])
ministros, ([CLS],ministro,##s,[SEP])
diputados, ([CLS],diputado,##s,[SEP])
asistentes, ([CLS],asistente,##s,[SEP])
territorios, ([CLS],territorio,##s,[SEP])
exigencias, ([CLS],exigencia,##s,[SEP])
consecuencias, ([CLS],consecuencia,##s,[SEP])
partes, ([CLS],parte,##s,[SEP])
bases, ([CLS],base,##s,[SEP])
prostitutas, ([CLS],prostituta,##s,[SEP])
líderes, ([CLS],líder,##es,[SEP])
acontecimientos, ([CLS],acontecimiento,##s,[SEP])
actividades, ([CLS],actividad,##es,[SEP])
turistas, ([CLS],tur,##ista,##s,[SEP])
especialistas, ([CLS],especialista,##s,[SEP])
calles, ([CLS],calle,##s,[SEP])
honores, ([CLS],honor,##es,[SEP])
metros, ([CLS],metro,##s,[SEP])
corredores, ([CLS],corredor,##es,[SEP])
golpes, ([CLS],golpe,##s,[SEP])
responsables, ([CLS],responsable,##s,[SEP])
eventos, ([CLS],evento,##s,[SEP])
norteamericanos, ([CLS],norteamericano,##s,[SEP])
policías, ([CLS],policía,##s,[SEP])
fiestas, ([CLS],fiesta,##s,[SEP])
perdedores, ([CLS],perdedor,##es,[SEP])
conductores, ([CLS],conductor,##es,[SEP])
jefes, ([CLS],jefe,##s,[SEP])
periódicos, ([CLS],periódico,##s,[SEP])
detalles, ([CLS],detalle,##s,[SEP])
fotos, ([CLS],foto,##s,[SEP])
vinos, ([CLS],vino,##s,[SEP])
fuentes, ([CLS],fuente,##s,[SEP])
litros, ([CLS],lit,##ro,##s,[SEP])
productores, ([CLS],productor,##es,[SEP])
exportadores, ([CLS],exportador,##es,[SEP])
salarios, ([CLS],salario,##s,[SEP])
diferencias, ([CLS],diferencia,##s,[SEP])
precios, ([CLS],precio,##s,[SEP])
industriales, ([CLS],industrial,##es,[SEP])
puestos, ([CLS],puesto,##s,[SEP])
mesas, ([CLS],mesa,##s,[SEP])
críticas, ([CLS],crítica,##s,[SEP])
instrumentos, ([CLS],instrumento,##s,[SEP])
procesos, ([CLS],proceso,##s,[SEP])
mecanismos, ([CLS],mecanismo,##s,[SEP])
carreteras, ([CLS],carretera,##s,[SEP])
pollos, ([CLS],pollo,##s,[SEP])
huevos, ([CLS],huevo,##s,[SEP])
pobladores, ([CLS],poblado,##re,##s,[SEP])
componentes, ([CLS],componente,##s,[SEP])
videojuegos, ([CLS],videojuego,##s,[SEP])
discos, ([CLS],disco,##s,[SEP])
contenidos, ([CLS],contenido,##s,[SEP])
redes, ([CLS],rede,##s,[SEP])
juegos, ([CLS],juego,##s,[SEP])
vídeos, ([CLS],vídeo,##s,[SEP])
unidades, ([CLS],unidad,##es,[SEP])
comunidades, ([CLS],comunidad,##es,[SEP])
letras, ([CLS],letra,##s,[SEP])
interlocutores, ([CLS],interlocu,##tore,##s,[SEP])
desempleados, ([CLS],desemple,##ado,##s,[SEP])
delincuentes, ([CLS],delincuente,##s,[SEP])
descuentos, ([CLS],descuento,##s,[SEP])
cosas, ([CLS],cosa,##s,[SEP])
dificultades, ([CLS],dificultad,##es,[SEP])
pesos, ([CLS],peso,##s,[SEP])
aguas, ([CLS],agua,##s,[SEP])
valores, ([CLS],valor,##es,[SEP])
inconvenientes, ([CLS],inconveniente,##s,[SEP])
aliados, ([CLS],aliado,##s,[SEP])
aspectos, ([CLS],aspecto,##s,[SEP])
señales, ([CLS],señal,##es,[SEP])
dirigentes, ([CLS],dirigente,##s,[SEP])
deseos, ([CLS],deseo,##s,[SEP])
sombras, ([CLS],sombra,##s,[SEP])
piedras, ([CLS],piedra,##s,[SEP])
manifestantes, ([CLS],manifes,##tante,##s,[SEP])
ropas, ([CLS],ropa,##s,[SEP])
gritos, ([CLS],grito,##s,[SEP])
profesores, ([CLS],profesor,##es,[SEP])
palos, ([CLS],palo,##s,[SEP])
heridos, ([CLS],herido,##s,[SEP])
oficios, ([CLS],oficio,##s,[SEP])
trabajadores, ([CLS],trabajador,##es,[SEP])
estudiantes, ([CLS],estudiante,##s,[SEP])
carreras, ([CLS],carrera,##s,[SEP])
universitarios, ([CLS],universitario,##s,[SEP])
salidas, ([CLS],salida,##s,[SEP])
estudios, ([CLS],estudio,##s,[SEP])
alumnos, ([CLS],alumno,##s,[SEP])
vías, ([CLS],vía,##s,[SEP])
problemas, ([CLS],problema,##s,[SEP])
oficinas, ([CLS],oficina,##s,[SEP])
cifras, ([CLS],cifra,##s,[SEP])
datos, ([CLS],dato,##s,[SEP])
iniciativas, ([CLS],iniciativa,##s,[SEP])
hijos, ([CLS],hijo,##s,[SEP])
pesetas, ([CLS],pese,##ta,##s,[SEP])
incendios, ([CLS],incendio,##s,[SEP])
hechos, ([CLS],hecho,##s,[SEP])
asesores, ([CLS],asesor,##es,[SEP])
certificados, ([CLS],certificado,##s,[SEP])
ventas, ([CLS],venta,##s,[SEP])
sociedades, ([CLS],sociedad,##es,[SEP])
euros, ([CLS],euro,##s,[SEP])
reformas, ([CLS],reforma,##s,[SEP])
centros, ([CLS],centro,##s,[SEP])
laboratorios, ([CLS],laboratorio,##s,[SEP])
fármacos, ([CLS],fárma,##co,##s,[SEP])
camas, ([CLS],cama,##s,[SEP])
pacientes, ([CLS],paciente,##s,[SEP])
prioridades, ([CLS],prioridad,##es,[SEP])
trabajos, ([CLS],trabajo,##s,[SEP])
órganos, ([CLS],órgano,##s,[SEP])
niños, ([CLS],niño,##s,[SEP])
políticas, ([CLS],política,##s,[SEP])
colectivos, ([CLS],colectivo,##s,[SEP])
causas, ([CLS],causa,##s,[SEP])
efectivos, ([CLS],efectivo,##s,[SEP])
obras, ([CLS],obra,##s,[SEP])
plantas, ([CLS],planta,##s,[SEP])
delegados, ([CLS],delegado,##s,[SEP])
islas, ([CLS],isla,##s,[SEP])
tiempos, ([CLS],tiempo,##s,[SEP])
socios, ([CLS],socio,##s,[SEP])
opositores, ([CLS],opos,##itores,[SEP])
documentos, ([CLS],documento,##s,[SEP])
actos, ([CLS],acto,##s,[SEP])
comentarios, ([CLS],comentario,##s,[SEP])
parlamentarios, ([CLS],parlamentario,##s,[SEP])
tormentas, ([CLS],tormenta,##s,[SEP])
escaños, ([CLS],esca,##ño,##s,[SEP])
asientos, ([CLS],asiento,##s,[SEP])
comienzos, ([CLS],comienzo,##s,[SEP])
logros, ([CLS],logro,##s,[SEP])
derechos, ([CLS],derecho,##s,[SEP])
ciudades, ([CLS],ciudad,##es,[SEP])
fincas, ([CLS],finca,##s,[SEP])
artes, ([CLS],arte,##s,[SEP])
cámaras, ([CLS],cámara,##s,[SEP])
irregularidades, ([CLS],irregular,##idad,##es,[SEP])
canales, ([CLS],canal,##es,[SEP])
seguidores, ([CLS],seguido,##re,##s,[SEP])
tanques, ([CLS],tanque,##s,[SEP])
preguntas, ([CLS],pregunta,##s,[SEP])
actores, ([CLS],actor,##es,[SEP])
esfuerzos, ([CLS],esfuerzo,##s,[SEP])
incentivos, ([CLS],incentivo,##s,[SEP])
círculos, ([CLS],círculo,##s,[SEP])
campos, ([CLS],campo,##s,[SEP])
afiliados, ([CLS],afili,##ado,##s,[SEP])
siglas, ([CLS],sig,##la,##s,[SEP])
elementos, ([CLS],elemento,##s,[SEP])
amigos, ([CLS],amigo,##s,[SEP])
cargos, ([CLS],cargo,##s,[SEP])
delitos, ([CLS],delito,##s,[SEP])
votantes, ([CLS],vo,##tante,##s,[SEP])
hojas, ([CLS],hoja,##s,[SEP])
rayos, ([CLS],rayo,##s,[SEP])
historias, ([CLS],historia,##s,[SEP])
vueltas, ([CLS],vuelta,##s,[SEP])
figuras, ([CLS],figura,##s,[SEP])
grabados, ([CLS],grabado,##s,[SEP])
páginas, ([CLS],página,##s,[SEP])
reinos, ([CLS],reino,##s,[SEP])
poetas, ([CLS],poeta,##s,[SEP])
músicos, ([CLS],músico,##s,[SEP])
esclavos, ([CLS],esclavo,##s,[SEP])
vidas, ([CLS],vida,##s,[SEP])
realidades, ([CLS],realidad,##es,[SEP])
alturas, ([CLS],altura,##s,[SEP])
reyes, ([CLS],rey,##es,[SEP])
brazos, ([CLS],brazo,##s,[SEP])
gentes, ([CLS],gente,##s,[SEP])
ideas, ([CLS],idea,##s,[SEP])
agujas, ([CLS],aguja,##s,[SEP])
criaturas, ([CLS],criatura,##s,[SEP])
papeles, ([CLS],papel,##es,[SEP])
impuestos, ([CLS],impuesto,##s,[SEP])
ejercicios, ([CLS],ejercicio,##s,[SEP])
pagos, ([CLS],pago,##s,[SEP])
recuerdos, ([CLS],recuerdo,##s,[SEP])
libros, ([CLS],libro,##s,[SEP])
conductas, ([CLS],conducta,##s,[SEP])
tareas, ([CLS],tarea,##s,[SEP])
viajes, ([CLS],viaje,##s,[SEP])
lectores, ([CLS],lector,##es,[SEP])
especialidades, ([CLS],especialidad,##es,[SEP])
manos, ([CLS],mano,##s,[SEP])
juicios, ([CLS],juicio,##s,[SEP])
ganas, ([CLS],gana,##s,[SEP])
ensayos, ([CLS],ensayo,##s,[SEP])
clases, ([CLS],clase,##s,[SEP])
blancos, ([CLS],blanco,##s,[SEP])
negros, ([CLS],negro,##s,[SEP])
lenguas, ([CLS],lengua,##s,[SEP])
es, ([CLS],e,##s,[SEP])
rasgos, ([CLS],ras,##go,##s,[SEP])
modalidades, ([CLS],modalidad,##es,[SEP])
variedades, ([CLS],variedad,##es,[SEP])
tardes, ([CLS],tarde,##s,[SEP])
novelas, ([CLS],novela,##s,[SEP])
aventuras, ([CLS],aventura,##s,[SEP])
restos, ([CLS],resto,##s,[SEP])
ojos, ([CLS],ojo,##s,[SEP])
bacterias, ([CLS],bacteri,##a,##s,[SEP])
monstruos, ([CLS],monstruo,##s,[SEP])
ratas, ([CLS],rata,##s,[SEP])
gobernantes, ([CLS],gobernante,##s,[SEP])
dientes, ([CLS],diente,##s,[SEP])
pesadillas, ([CLS],pesadilla,##s,[SEP])
animales, ([CLS],animal,##es,[SEP])
sueños, ([CLS],sueño,##s,[SEP])
noches, ([CLS],noche,##s,[SEP])
éxitos, ([CLS],éxito,##s,[SEP])
habitantes, ([CLS],habitan,##te,##s,[SEP])
indígenas, ([CLS],indígena,##s,[SEP])
alrededores, ([CLS],alrededor,##es,[SEP])
asentamientos, ([CLS],asentamiento,##s,[SEP])
lugares, ([CLS],lugar,##es,[SEP])
fanáticos, ([CLS],fan,##áticos,[SEP])
seres, ([CLS],ser,##es,[SEP])
compañeros, ([CLS],compañero,##s,[SEP])
llamas, ([CLS],llama,##s,[SEP])
mañanas, ([CLS],mañana,##s,[SEP])
asesinos, ([CLS],asesino,##s,[SEP])
sacrificios, ([CLS],sacrificio,##s,[SEP])
héroes, ([CLS],héroe,##s,[SEP])
pies, ([CLS],pie,##s,[SEP])
viejos, ([CLS],viejo,##s,[SEP])
fronteras, ([CLS],frontera,##s,[SEP])
revistas, ([CLS],revista,##s,[SEP])
colores, ([CLS],color,##es,[SEP])
automóviles, ([CLS],automóvil,##es,[SEP])
nombres, ([CLS],nombre,##s,[SEP])
ejecutivos, ([CLS],ejecutivo,##s,[SEP])
anuncios, ([CLS],anuncio,##s,[SEP])
maravillas, ([CLS],maravilla,##s,[SEP])
personajes, ([CLS],personaje,##s,[SEP])
dibujos, ([CLS],dibujo,##s,[SEP])
décadas, ([CLS],década,##s,[SEP])
idiomas, ([CLS],idioma,##s,[SEP])
banderas, ([CLS],bandera,##s,[SEP])
daños, ([CLS],daño,##s,[SEP])
atributos, ([CLS],atrib,##utos,[SEP])
sobres, ([CLS],sobre,##s,[SEP])
flechas, ([CLS],flecha,##s,[SEP])
amantes, ([CLS],amante,##s,[SEP])
ecosistemas, ([CLS],ecosistema,##s,[SEP])
aires, ([CLS],aire,##s,[SEP])
artículos, ([CLS],artículo,##s,[SEP])
griegos, ([CLS],griego,##s,[SEP])
categorías, ([CLS],categoría,##s,[SEP])
cadenas, ([CLS],cadena,##s,[SEP])
alimentos, ([CLS],alimento,##s,[SEP])
momentos, ([CLS],momento,##s,[SEP])
cabezas, ([CLS],cabeza,##s,[SEP])
lágrimas, ([CLS],lágri,##ma,##s,[SEP])
intelectuales, ([CLS],intelectual,##es,[SEP])
enfermeras, ([CLS],enfermera,##s,[SEP])
vestidos, ([CLS],vestido,##s,[SEP])
primas, ([CLS],prima,##s,[SEP])
amigas, ([CLS],amiga,##s,[SEP])
puertas, ([CLS],puerta,##s,[SEP])
queridos, ([CLS],querido,##s,[SEP])
hombros, ([CLS],hombro,##s,[SEP])
trozos, ([CLS],trozo,##s,[SEP])
padres, ([CLS],padre,##s,[SEP])
versos, ([CLS],verso,##s,[SEP])
rodillas, ([CLS],rodilla,##s,[SEP])
chicos, ([CLS],chico,##s,[SEP])
gemelos, ([CLS],geme,##lo,##s,[SEP])
milagros, ([CLS],milagro,##s,[SEP])
ministerios, ([CLS],ministerio,##s,[SEP])
adultos, ([CLS],adulto,##s,[SEP])
refugiados, ([CLS],refugiado,##s,[SEP])
semejantes, ([CLS],semejante,##s,[SEP])
ángeles, ([CLS],ángel,##es,[SEP])
nubes, ([CLS],nube,##s,[SEP])
espaldas, ([CLS],espalda,##s,[SEP])
facultades, ([CLS],facultad,##es,[SEP])
escuelas, ([CLS],escuela,##s,[SEP])
edades, ([CLS],edad,##es,[SEP])
prejuicios, ([CLS],prej,##uicios,[SEP])
chicas, ([CLS],chica,##s,[SEP])
oportunidades, ([CLS],oportunidad,##es,[SEP])
extranjeras, ([CLS],extranjera,##s,[SEP])
gramos, ([CLS],gra,##mos,[SEP])
costumbres, ([CLS],costumbre,##s,[SEP])
besos, ([CLS],beso,##s,[SEP])
parejas, ([CLS],pareja,##s,[SEP])
mitos, ([CLS],mito,##s,[SEP])
cualidades, ([CLS],cuali,##dades,[SEP])
enfermedades, ([CLS],enfermedad,##es,[SEP])
regalos, ([CLS],regalo,##s,[SEP])
niñas, ([CLS],niña,##s,[SEP])
mortales, ([CLS],mortal,##es,[SEP])
uñas, ([CLS],u,##ña,##s,[SEP])
tarjetas, ([CLS],tarjeta,##s,[SEP])
huellas, ([CLS],huella,##s,[SEP])
botellas, ([CLS],botella,##s,[SEP])
multas, ([CLS],multa,##s,[SEP])
duros, ([CLS],duro,##s,[SEP])
agujeros, ([CLS],agujero,##s,[SEP])
siglos, ([CLS],siglo,##s,[SEP])
poderes, ([CLS],poder,##es,[SEP])
descendientes, ([CLS],descendiente,##s,[SEP])
bares, ([CLS],bar,##es,[SEP])
estrellas, ([CLS],estrella,##s,[SEP])
hembras, ([CLS],hembra,##s,[SEP])
sugerencias, ([CLS],sugerencia,##s,[SEP])
famosos, ([CLS],famoso,##s,[SEP])
monjes, ([CLS],monje,##s,[SEP])
poses, ([CLS],pose,##s,[SEP])
conejos, ([CLS],conejo,##s,[SEP])
naves, ([CLS],nave,##s,[SEP])
motores, ([CLS],motor,##es,[SEP])
pueblos, ([CLS],pueblo,##s,[SEP])
tonterías, ([CLS],tontería,##s,[SEP])
pájaros, ([CLS],pájaro,##s,[SEP])
males, ([CLS],male,##s,[SEP])
bebés, ([CLS],bebé,##s,[SEP])
adolescentes, ([CLS],adolescente,##s,[SEP])
obispos, ([CLS],obispo,##s,[SEP])
virtudes, ([CLS],virtud,##es,[SEP])
deberes, ([CLS],deber,##es,[SEP])
tiros, ([CLS],tiro,##s,[SEP])
guerras, ([CLS],guerra,##s,[SEP])
saldos, ([CLS],saldo,##s,[SEP])
nervios, ([CLS],nervi,##o,##s,[SEP])
bromas, ([CLS],broma,##s,[SEP])
católicos, ([CLS],católico,##s,[SEP])
ventanas, ([CLS],ventana,##s,[SEP])
luchas, ([CLS],lucha,##s,[SEP])
potencias, ([CLS],potencia,##s,[SEP])
películas, ([CLS],película,##s,[SEP])
mejoras, ([CLS],mejora,##s,[SEP])
faltas, ([CLS],falta,##s,[SEP])
piernas, ([CLS],pierna,##s,[SEP])
equipos, ([CLS],equipo,##s,[SEP])
jugadores, ([CLS],jugador,##es,[SEP])
defensas, ([CLS],defensa,##s,[SEP])
reglas, ([CLS],regla,##s,[SEP])
segundos, ([CLS],segundo,##s,[SEP])
rivales, ([CLS],rival,##es,[SEP])
títulos, ([CLS],título,##s,[SEP])
temporadas, ([CLS],temporada,##s,[SEP])
goles, ([CLS],gole,##s,[SEP])
criterios, ([CLS],criterio,##s,[SEP])
aficionados, ([CLS],aficionado,##s,[SEP])
campesinos, ([CLS],campesino,##s,[SEP])
armas, ([CLS],arma,##s,[SEP])
capacidades, ([CLS],capacidad,##es,[SEP])
perfiles, ([CLS],perfil,##es,[SEP])
derrotas, ([CLS],derrota,##s,[SEP])
clasificados, ([CLS],clasificado,##s,[SEP])
tipos, ([CLS],tipo,##s,[SEP])
talentos, ([CLS],talento,##s,[SEP])
universidades, ([CLS],universidad,##es,[SEP])
asistencias, ([CLS],asistencia,##s,[SEP])
ingredientes, ([CLS],ingre,##diente,##s,[SEP])
centímetros, ([CLS],centí,##metros,[SEP])
rebotes, ([CLS],rebo,##te,##s,[SEP])
aldeas, ([CLS],aldea,##s,[SEP])
ricos, ([CLS],rico,##s,[SEP])
domingos, ([CLS],domingo,##s,[SEP])
protagonistas, ([CLS],protagonista,##s,[SEP])
características, ([CLS],característica,##s,[SEP])
frutos, ([CLS],fruto,##s,[SEP])
cimientos, ([CLS],ci,##miento,##s,[SEP])
atractivos, ([CLS],atractivo,##s,[SEP])
etapas, ([CLS],etapa,##s,[SEP])
propósitos, ([CLS],propósito,##s,[SEP])
motivos, ([CLS],motivo,##s,[SEP])
directores, ([CLS],director,##es,[SEP])
rondas, ([CLS],ronda,##s,[SEP])
garras, ([CLS],gar,##ra,##s,[SEP])
herederos, ([CLS],heredero,##s,[SEP])
probabilidades, ([CLS],probabilidad,##es,[SEP])
ataques, ([CLS],ataque,##s,[SEP])
puertos, ([CLS],puerto,##s,[SEP])
fuerzas, ([CLS],fuerza,##s,[SEP])
radios, ([CLS],radio,##s,[SEP])
personalidades, ([CLS],personalidad,##es,[SEP])
teléfonos, ([CLS],teléfono,##s,[SEP])
patrocinadores, ([CLS],patrocinado,##re,##s,[SEP])
toques, ([CLS],toque,##s,[SEP])
colaboradores, ([CLS],colaborador,##es,[SEP])
fechas, ([CLS],fecha,##s,[SEP])
organizadores, ([CLS],organizador,##es,[SEP])
genes, ([CLS],gene,##s,[SEP])
individuos, ([CLS],individuo,##s,[SEP])
bits, ([CLS],bit,##s,[SEP])
presas, ([CLS],presa,##s,[SEP])
parámetros, ([CLS],parámetro,##s,[SEP])
huesos, ([CLS],hueso,##s,[SEP])
planetas, ([CLS],planeta,##s,[SEP])
materiales, ([CLS],material,##es,[SEP])
físicos, ([CLS],físico,##s,[SEP])
células, ([CLS],célula,##s,[SEP])
ladrillos, ([CLS],ladrillo,##s,[SEP])
turnos, ([CLS],turno,##s,[SEP])
tiras, ([CLS],tira,##s,[SEP])
tumores, ([CLS],tumor,##es,[SEP])
técnicas, ([CLS],técnica,##s,[SEP])
sustancias, ([CLS],sustancia,##s,[SEP])
cantidades, ([CLS],cantidad,##es,[SEP])
aparatos, ([CLS],aparato,##s,[SEP])
insectos, ([CLS],insecto,##s,[SEP])
enlaces, ([CLS],enlace,##s,[SEP])
moléculas, ([CLS],molé,##culas,[SEP])
tejidos, ([CLS],tejido,##s,[SEP])
ejércitos, ([CLS],ejército,##s,[SEP])
toneladas, ([CLS],tonelada,##s,[SEP])
presupuestos, ([CLS],presupuesto,##s,[SEP])
ciencias, ([CLS],ciencia,##s,[SEP])
tratamientos, ([CLS],tratamiento,##s,[SEP])
mamíferos, ([CLS],mam,##íferos,[SEP])
aves, ([CLS],ave,##s,[SEP])
pieles, ([CLS],piel,##es,[SEP])
plumas, ([CLS],pluma,##s,[SEP])
especies, ([CLS],especie,##s,[SEP])
movimientos, ([CLS],movimiento,##s,[SEP])
milímetros, ([CLS],milí,##metros,[SEP])
tinieblas, ([CLS],tin,##ieblas,[SEP])
objetos, ([CLS],objeto,##s,[SEP])
mundos, ([CLS],mundo,##s,[SEP])
dioses, ([CLS],dios,##es,[SEP])
hospitales, ([CLS],hospital,##es,[SEP])
casas, ([CLS],casa,##s,[SEP])
experimentos, ([CLS],experimento,##s,[SEP])
ambientes, ([CLS],ambiente,##s,[SEP])
comportamientos, ([CLS],comportamiento,##s,[SEP])
machos, ([CLS],macho,##s,[SEP])
peleas, ([CLS],pelea,##s,[SEP])
monos, ([CLS],mono,##s,[SEP])
árboles, ([CLS],árbol,##es,[SEP])
bienes, ([CLS],bien,##es,[SEP])
montañas, ([CLS],montaña,##s,[SEP])
propiedades, ([CLS],propiedad,##es,[SEP])
valles, ([CLS],valle,##s,[SEP])
grados, ([CLS],grado,##s,[SEP])
