,lemma,word_form,word_number,n_tokens,tokenization_type,adj_probs,adj_number,adj,affix,sentence,model_token_inputs,source,surprisal
15,activo,activis,plur,2,default,0.0006083969492465258,plural,grandes,s,[MASK] activis [MASK],"[CLS] , [MASK] , activi , ##s , [MASK] , [SEP]",single-token,7.4046830119794045
16,activo,activo##s,plur,2,artificial,4.919741627418261e-07,singular,grande,s,[MASK] activo##s [MASK],"[CLS] , El , activo , ##s , [MASK] , [SEP]",single-token,14.524839636585437
17,activo,activo##s,plur,2,artificial,9.878294804366305e-06,plural,grandes,s,[MASK] activo##s [MASK],"[CLS] , El , activo , ##s , [MASK] , [SEP]",single-token,11.525170651751163
18,permiso,permiso,sing,1,default,1.3179128472984303e-05,singular,grande,s,[MASK] permiso [MASK],"[CLS] , [MASK] , permiso , [MASK] , [SEP]",single-token,11.23687615603952
19,permiso,permiso,sing,1,default,3.177445478286245e-06,plural,grandes,s,[MASK] permiso [MASK],"[CLS] , [MASK] , permiso , [MASK] , [SEP]",single-token,12.65943299271255
20,permiso,pevmisos,plur,3,default,8.39070798974717e-06,singular,grande,s,[MASK] pevmisos [MASK],"[CLS] , [MASK] , pe , ##v , ##misos , [MASK] , [SEP]",single-token,11.688385656093383
21,permiso,pevmisos,plur,3,default,0.000938938872423023,plural,grandes,s,[MASK] pevmisos [MASK],"[CLS] , [MASK] , pe , ##v , ##misos , [MASK] , [SEP]",single-token,6.970760179466046
22,permiso,permiso##s,plur,2,artificial,4.689771770927109e-08,singular,grande,s,[MASK] permiso##s [MASK],"[CLS] , El , permiso , ##s , [MASK] , [SEP]",single-token,16.875296825593583
23,permiso,permiso##s,plur,2,artificial,2.1442181150632678e-06,plural,grandes,s,[MASK] permiso##s [MASK],"[CLS] , El , permiso , ##s , [MASK] , [SEP]",single-token,13.0527355871581
24,cálculo,cálculo,sing,1,default,3.5143377772328677e-06,singular,grande,s,[MASK] cálculo [MASK],"[CLS] , [MASK] , cálculo , [MASK] , [SEP]",single-token,12.558659449531246
25,cálculo,cálculo,sing,1,default,1.839439278228383e-06,plural,grandes,s,[MASK] cálculo [MASK],"[CLS] , [MASK] , cálculo , [MASK] , [SEP]",single-token,13.206049772879348
26,cálculo,cálcuuos,plur,4,default,2.788465053527034e-06,singular,grande,s,[MASK] cálcuuos [MASK],"[CLS] , [MASK] , cál , ##cu , ##uo , ##s , [MASK] , [SEP]",single-token,12.79001927355071
27,cálculo,cálcuuos,plur,4,default,0.0007170141907408834,plural,grandes,s,[MASK] cálcuuos [MASK],"[CLS] , [MASK] , cál , ##cu , ##uo , ##s , [MASK] , [SEP]",single-token,7.24041492573222
28,cálculo,cálculo##s,plur,2,artificial,7.510877821914619e-06,singular,grande,s,[MASK] cálculo##s [MASK],"[CLS] , El , cálculo , ##s , [MASK] , [SEP]",single-token,11.799158211946473
29,cálculo,cálculo##s,plur,2,artificial,1.314111977990251e-05,plural,grandes,s,[MASK] cálculo##s [MASK],"[CLS] , El , cálculo , ##s , [MASK] , [SEP]",single-token,11.239764329368095
30,empleo,empleo,sing,1,default,4.62974094261881e-06,singular,grande,s,[MASK] empleo [MASK],"[CLS] , [MASK] , empleo , [MASK] , [SEP]",single-token,12.283009643349683
31,empleo,empleo,sing,1,default,8.731523735150404e-07,plural,grandes,s,[MASK] empleo [MASK],"[CLS] , [MASK] , empleo , [MASK] , [SEP]",single-token,13.951155756228296
32,empleo,impleos,plur,2,default,3.219554400857305e-06,singular,grande,s,[MASK] impleos [MASK],"[CLS] , [MASK] , imple , ##os , [MASK] , [SEP]",single-token,12.646267592810945
33,empleo,impleos,plur,2,default,0.0002988321939483285,plural,grandes,s,[MASK] impleos [MASK],"[CLS] , [MASK] , imple , ##os , [MASK] , [SEP]",single-token,8.115628366371949
34,empleo,empleo##s,plur,2,artificial,1.0982510048052063e-06,singular,grande,s,[MASK] empleo##s [MASK],"[CLS] , El , empleo , ##s , [MASK] , [SEP]",single-token,13.721791639176116
35,empleo,empleo##s,plur,2,artificial,1.1415576409490313e-05,plural,grandes,s,[MASK] empleo##s [MASK],"[CLS] , El , empleo , ##s , [MASK] , [SEP]",single-token,11.380531783463226
36,sectore,sectore,sing,2,default,4.273371450835839e-05,singular,grande,s,[MASK] sectore [MASK],"[CLS] , [MASK] , sector , ##e , [MASK] , [SEP]",single-token,10.060522382333215
37,sectore,sectore,sing,2,default,4.791833362105535e-06,plural,grandes,s,[MASK] sectore [MASK],"[CLS] , [MASK] , sector , ##e , [MASK] , [SEP]",single-token,12.24859747194075
38,sectore,sectohes,plur,3,default,2.580987711553462e-05,singular,grande,s,[MASK] sectohes [MASK],"[CLS] , [MASK] , sec , ##to , ##hes , [MASK] , [SEP]",single-token,10.564753305363466
39,sectore,sectohes,plur,3,default,0.0004353471740614623,plural,grandes,s,[MASK] sectohes [MASK],"[CLS] , [MASK] , sec , ##to , ##hes , [MASK] , [SEP]",single-token,7.739366743898354
40,sectore,sectore##s,plur,3,artificial,1.7255260900128633e-05,singular,grande,s,[MASK] sectore##s [MASK],"[CLS] , El , sector , ##e , ##s , [MASK] , [SEP]",single-token,10.967393481266164
41,sectore,sectore##s,plur,3,artificial,6.730678592248296e-07,plural,grandes,s,[MASK] sectore##s [MASK],"[CLS] , El , sector , ##e , ##s , [MASK] , [SEP]",single-token,14.211419681441498
42,empresario,empresario,sing,1,default,1.2283338037377689e-05,singular,grande,s,[MASK] empresario [MASK],"[CLS] , [MASK] , empresario , [MASK] , [SEP]",single-token,11.307266845035564
43,empresario,empresario,sing,1,default,1.840124781438135e-07,plural,grandes,s,[MASK] empresario [MASK],"[CLS] , [MASK] , empresario , [MASK] , [SEP]",single-token,15.50826226563784
44,empresario,emprñsarios,plur,5,default,6.760777182535094e-07,singular,grande,s,[MASK] emprñsarios [MASK],"[CLS] , [MASK] , emp , ##r , ##ñ , ##sar , ##ios , [MASK] , [SEP]",single-token,14.206957799681106
45,empresario,emprñsarios,plur,5,default,0.00016025552758947015,plural,grandes,s,[MASK] emprñsarios [MASK],"[CLS] , [MASK] , emp , ##r , ##ñ , ##sar , ##ios , [MASK] , [SEP]",single-token,8.738740969220348
46,empresario,empresario##s,plur,2,artificial,1.867482865236525e-06,singular,grande,s,[MASK] empresario##s [MASK],"[CLS] , El , empresario , ##s , [MASK] , [SEP]",single-token,13.190919095223018
47,empresario,empresario##s,plur,2,artificial,4.0426381019642577e-05,plural,grandes,s,[MASK] empresario##s [MASK],"[CLS] , El , empresario , ##s , [MASK] , [SEP]",single-token,10.116027990570279
48,sindicato,sindicato,sing,1,default,3.625066938184318e-06,singular,grande,s,[MASK] sindicato [MASK],"[CLS] , [MASK] , sindicato , [MASK] , [SEP]",single-token,12.527637804122106
49,sindicato,sindicato,sing,1,default,5.012484507460613e-07,plural,grandes,s,[MASK] sindicato [MASK],"[CLS] , [MASK] , sindicato , [MASK] , [SEP]",single-token,14.506163949111334
50,sindicato,sindimatos,plur,4,default,3.530192316247849e-06,singular,grande,s,[MASK] sindimatos [MASK],"[CLS] , [MASK] , sin , ##di , ##ma , ##tos , [MASK] , [SEP]",single-token,12.554158207979608
51,sindicato,sindimatos,plur,4,default,0.0012152085546404123,plural,grandes,s,[MASK] sindimatos [MASK],"[CLS] , [MASK] , sin , ##di , ##ma , ##tos , [MASK] , [SEP]",single-token,6.712839567009981
52,sindicato,sindicato##s,plur,2,artificial,8.070640433288645e-06,singular,grande,s,[MASK] sindicato##s [MASK],"[CLS] , El , sindicato , ##s , [MASK] , [SEP]",single-token,11.727277719068082
53,sindicato,sindicato##s,plur,2,artificial,0.0001814981660572812,plural,grandes,s,[MASK] sindicato##s [MASK],"[CLS] , El , sindicato , ##s , [MASK] , [SEP]",single-token,8.614265008678014
54,mese,mese,sing,2,default,7.276783435372636e-05,singular,grande,s,[MASK] mese [MASK],"[CLS] , [MASK] , mes , ##e , [MASK] , [SEP]",single-token,9.528236536200295
55,mese,mese,sing,2,default,7.152781563490862e-06,plural,grandes,s,[MASK] mese [MASK],"[CLS] , [MASK] , mes , ##e , [MASK] , [SEP]",single-token,11.84800924705199
56,mese,meres,plur,2,default,2.593485260149464e-05,singular,grande,s,[MASK] meres [MASK],"[CLS] , [MASK] , mere , ##s , [MASK] , [SEP]",single-token,10.5599228335588
57,mese,meres,plur,2,default,0.00010044460941571742,plural,grandes,s,[MASK] meres [MASK],"[CLS] , [MASK] , mere , ##s , [MASK] , [SEP]",single-token,9.20590413249655
58,mese,mese##s,plur,3,artificial,5.064606011728756e-05,singular,grande,s,[MASK] mese##s [MASK],"[CLS] , El , mes , ##e , ##s , [MASK] , [SEP]",single-token,9.890649116725754
59,mese,mese##s,plur,3,artificial,2.82019141195633e-06,plural,grandes,s,[MASK] mese##s [MASK],"[CLS] , El , mes , ##e , ##s , [MASK] , [SEP]",single-token,12.778705798737503
60,comarca,comarca,sing,1,default,8.162664016708732e-05,singular,grande,s,[MASK] comarca [MASK],"[CLS] , [MASK] , comarca , [MASK] , [SEP]",single-token,9.413354876638934
61,comarca,comarca,sing,1,default,3.6112553516431944e-06,plural,grandes,s,[MASK] comarca [MASK],"[CLS] , [MASK] , comarca , [MASK] , [SEP]",single-token,12.531455103230561
62,comarca,comañcas,plur,3,default,6.132901944511104e-06,singular,grande,s,[MASK] comañcas [MASK],"[CLS] , [MASK] , coma , ##ñ , ##cas , [MASK] , [SEP]",single-token,12.001842519625134
63,comarca,comañcas,plur,3,default,0.0004546646086964756,plural,grandes,s,[MASK] comañcas [MASK],"[CLS] , [MASK] , coma , ##ñ , ##cas , [MASK] , [SEP]",single-token,7.69595053456662
64,comarca,comarca##s,plur,2,artificial,4.414343379721686e-07,singular,grande,s,[MASK] comarca##s [MASK],"[CLS] , La , comarca , ##s , [MASK] , [SEP]",single-token,14.633236552827887
65,comarca,comarca##s,plur,2,artificial,2.522099021007307e-05,plural,grandes,s,[MASK] comarca##s [MASK],"[CLS] , La , comarca , ##s , [MASK] , [SEP]",single-token,10.587833965308773
66,provincia,provincia,sing,1,default,2.6227044145343825e-05,singular,grande,s,[MASK] provincia [MASK],"[CLS] , [MASK] , provincia , [MASK] , [SEP]",single-token,10.548719460281301
67,provincia,provincia,sing,1,default,2.250400939374231e-06,plural,grandes,s,[MASK] provincia [MASK],"[CLS] , [MASK] , provincia , [MASK] , [SEP]",single-token,13.004402162345402
68,provincia,poovincias,plur,4,default,1.1093895409430843e-05,singular,grande,s,[MASK] poovincias [MASK],"[CLS] , [MASK] , po , ##ov , ##inc , ##ias , [MASK] , [SEP]",single-token,11.409115564045507
69,provincia,poovincias,plur,4,default,0.0009007974294945598,plural,grandes,s,[MASK] poovincias [MASK],"[CLS] , [MASK] , po , ##ov , ##inc , ##ias , [MASK] , [SEP]",single-token,7.012230154163559
70,provincia,provincia##s,plur,2,artificial,1.8765920231089694e-06,singular,grande,s,[MASK] provincia##s [MASK],"[CLS] , La , provincia , ##s , [MASK] , [SEP]",single-token,13.186053179814103
71,provincia,provincia##s,plur,2,artificial,4.51807354693301e-05,plural,grandes,s,[MASK] provincia##s [MASK],"[CLS] , La , provincia , ##s , [MASK] , [SEP]",single-token,10.004839768408615
72,extranjero,extranjero,sing,1,default,4.220926257403335e-06,singular,grande,s,[MASK] extranjero [MASK],"[CLS] , [MASK] , extranjero , [MASK] , [SEP]",single-token,12.375455961725587
73,extranjero,extranjero,sing,1,default,1.3035577950404331e-08,plural,grandes,s,[MASK] extranjero [MASK],"[CLS] , [MASK] , extranjero , [MASK] , [SEP]",single-token,18.155583452192936
74,extranjero,uxtranjeros,plur,4,default,1.2307414181123022e-06,singular,grande,s,[MASK] uxtranjeros [MASK],"[CLS] , [MASK] , u , ##x , ##tran , ##jeros , [MASK] , [SEP]",single-token,13.607893791225118
75,extranjero,uxtranjeros,plur,4,default,8.22637157398276e-05,plural,grandes,s,[MASK] uxtranjeros [MASK],"[CLS] , [MASK] , u , ##x , ##tran , ##jeros , [MASK] , [SEP]",single-token,9.405580425505919
76,extranjero,extranjero##s,plur,2,artificial,4.403751063364325e-06,singular,grande,s,[MASK] extranjero##s [MASK],"[CLS] , El , extranjero , ##s , [MASK] , [SEP]",single-token,12.333053865823079
77,extranjero,extranjero##s,plur,2,artificial,5.1299677579663694e-05,plural,grandes,s,[MASK] extranjero##s [MASK],"[CLS] , El , extranjero , ##s , [MASK] , [SEP]",single-token,9.87782609080411
78,persona,persona,sing,1,default,1.5446372344740666e-05,singular,grande,s,[MASK] persona [MASK],"[CLS] , [MASK] , persona , [MASK] , [SEP]",single-token,11.078136381883445
79,persona,persona,sing,1,default,3.5736434256250504e-07,plural,grandes,s,[MASK] persona [MASK],"[CLS] , [MASK] , persona , [MASK] , [SEP]",single-token,14.844510008189653
80,persona,pprsonas,plur,3,default,6.200704774528276e-06,singular,grande,s,[MASK] pprsonas [MASK],"[CLS] , [MASK] , pp , ##rs , ##onas , [MASK] , [SEP]",single-token,11.990847599062537
81,persona,pprsonas,plur,3,default,0.0003254821931477636,plural,grandes,s,[MASK] pprsonas [MASK],"[CLS] , [MASK] , pp , ##rs , ##onas , [MASK] , [SEP]",single-token,8.03020280396335
82,persona,persona##s,plur,2,artificial,2.023288772079468e-07,singular,grande,s,[MASK] persona##s [MASK],"[CLS] , La , persona , ##s , [MASK] , [SEP]",single-token,15.4133713584815
83,persona,persona##s,plur,2,artificial,1.523864375485573e-05,plural,grandes,s,[MASK] persona##s [MASK],"[CLS] , La , persona , ##s , [MASK] , [SEP]",single-token,11.091676004129372
84,accidente,accidente,sing,1,default,2.6774552679853514e-05,singular,grande,s,[MASK] accidente [MASK],"[CLS] , [MASK] , accidente , [MASK] , [SEP]",single-token,10.528058648404809
85,accidente,accidente,sing,1,default,1.3499364968083682e-06,plural,grandes,s,[MASK] accidente [MASK],"[CLS] , [MASK] , accidente , [MASK] , [SEP]",single-token,13.515453006021533
86,accidente,accqdentes,plur,4,default,3.302641289337771e-06,singular,grande,s,[MASK] accqdentes [MASK],"[CLS] , [MASK] , ac , ##c , ##q , ##dentes , [MASK] , [SEP]",single-token,12.620788018925253
87,accidente,accqdentes,plur,4,default,0.0002612263197079301,plural,grandes,s,[MASK] accqdentes [MASK],"[CLS] , [MASK] , ac , ##c , ##q , ##dentes , [MASK] , [SEP]",single-token,8.250123401059808
88,accidente,accidente##s,plur,2,artificial,3.923748408851679e-06,singular,grande,s,[MASK] accidente##s [MASK],"[CLS] , El , accidente , ##s , [MASK] , [SEP]",single-token,12.448463134307582
89,accidente,accidente##s,plur,2,artificial,7.249757618410513e-05,plural,grandes,s,[MASK] accidente##s [MASK],"[CLS] , El , accidente , ##s , [MASK] , [SEP]",single-token,9.531957428605882
90,riesgo,riesgo,sing,1,default,4.35698420915287e-05,singular,grande,s,[MASK] riesgo [MASK],"[CLS] , [MASK] , riesgo , [MASK] , [SEP]",single-token,10.041145342089168
91,riesgo,riesgo,sing,1,default,3.5132111406710465e-06,plural,grandes,s,[MASK] riesgo [MASK],"[CLS] , [MASK] , riesgo , [MASK] , [SEP]",single-token,12.558980083819144
92,riesgo,viesgos,plur,3,default,2.0488505469984375e-05,singular,grande,s,[MASK] viesgos [MASK],"[CLS] , [MASK] , vie , ##s , ##gos , [MASK] , [SEP]",single-token,10.795646537857117
93,riesgo,viesgos,plur,3,default,0.0005442059482447803,plural,grandes,s,[MASK] viesgos [MASK],"[CLS] , [MASK] , vie , ##s , ##gos , [MASK] , [SEP]",single-token,7.516182801419846
94,riesgo,riesgo##s,plur,2,artificial,1.7113477497332497e-06,singular,grande,s,[MASK] riesgo##s [MASK],"[CLS] , El , riesgo , ##s , [MASK] , [SEP]",single-token,13.27822934014417
95,riesgo,riesgo##s,plur,2,artificial,2.5180877855746076e-05,plural,grandes,s,[MASK] riesgo##s [MASK],"[CLS] , El , riesgo , ##s , [MASK] , [SEP]",single-token,10.589425666741084
96,empresa,empresa,sing,1,default,2.316673271707259e-05,singular,grande,s,[MASK] empresa [MASK],"[CLS] , [MASK] , empresa , [MASK] , [SEP]",single-token,10.672793242969043
97,empresa,empresa,sing,1,default,2.3468792278436013e-06,plural,grandes,s,[MASK] empresa [MASK],"[CLS] , [MASK] , empresa , [MASK] , [SEP]",single-token,12.962424100517568
98,empresa,empresqs,plur,3,default,5.162175148143433e-05,singular,grande,s,[MASK] empresqs [MASK],"[CLS] , [MASK] , empres , ##q , ##s , [MASK] , [SEP]",single-token,9.87156743396205
99,empresa,empresqs,plur,3,default,0.0014971377095207572,plural,grandes,s,[MASK] empresqs [MASK],"[CLS] , [MASK] , empres , ##q , ##s , [MASK] , [SEP]",single-token,6.50420018744767
100,empresa,empresa##s,plur,2,artificial,1.9664464616653277e-06,singular,grande,s,[MASK] empresa##s [MASK],"[CLS] , La , empresa , ##s , [MASK] , [SEP]",single-token,13.139282470634415
101,empresa,empresa##s,plur,2,artificial,7.300614379346371e-05,plural,grandes,s,[MASK] empresa##s [MASK],"[CLS] , La , empresa , ##s , [MASK] , [SEP]",single-token,9.52496695880297
102,cambio,cambio,sing,1,default,6.228462734725326e-05,singular,grande,s,[MASK] cambio [MASK],"[CLS] , [MASK] , cambio , [MASK] , [SEP]",single-token,9.683795914669671
103,cambio,cambio,sing,1,default,1.5371419067378156e-05,plural,grandes,s,[MASK] cambio [MASK],"[CLS] , [MASK] , cambio , [MASK] , [SEP]",single-token,11.083000677585337
104,cambio,cañbios,plur,2,default,1.6937812688411213e-05,singular,grande,s,[MASK] cañbios [MASK],"[CLS] , [MASK] , cañ , ##bios , [MASK] , [SEP]",single-token,10.985961998186351
105,cambio,cañbios,plur,2,default,0.000884014240000397,plural,grandes,s,[MASK] cañbios [MASK],"[CLS] , [MASK] , cañ , ##bios , [MASK] , [SEP]",single-token,7.031037386858639
106,cambio,cambio##s,plur,2,artificial,1.1056416951760184e-05,singular,grande,s,[MASK] cambio##s [MASK],"[CLS] , El , cambio , ##s , [MASK] , [SEP]",single-token,11.412499578936592
107,cambio,cambio##s,plur,2,artificial,0.00020069419406354427,plural,grandes,s,[MASK] cambio##s [MASK],"[CLS] , El , cambio , ##s , [MASK] , [SEP]",single-token,8.51372823101318
108,premio,premio,sing,1,default,6.614944140892476e-05,singular,grande,s,[MASK] premio [MASK],"[CLS] , [MASK] , premio , [MASK] , [SEP]",single-token,9.62359411174849
109,premio,premio,sing,1,default,6.525360277009895e-06,plural,grandes,s,[MASK] premio [MASK],"[CLS] , [MASK] , premio , [MASK] , [SEP]",single-token,11.939814391412385
110,premio,eremios,plur,3,default,1.217866247316124e-05,singular,grande,s,[MASK] eremios [MASK],"[CLS] , [MASK] , er , ##emi , ##os , [MASK] , [SEP]",single-token,11.31582511508181
111,premio,eremios,plur,3,default,0.001417640713043511,plural,grandes,s,[MASK] eremios [MASK],"[CLS] , [MASK] , er , ##emi , ##os , [MASK] , [SEP]",single-token,6.558761258828124
112,premio,premio##s,plur,2,artificial,6.026523351465585e-06,singular,grande,s,[MASK] premio##s [MASK],"[CLS] , El , premio , ##s , [MASK] , [SEP]",single-token,12.019340272128277
113,premio,premio##s,plur,2,artificial,0.00011675853602355346,plural,grandes,s,[MASK] premio##s [MASK],"[CLS] , El , premio , ##s , [MASK] , [SEP]",single-token,9.055402550395836
114,proyecto,proyecto,sing,1,default,1.7448293874622323e-05,singular,grande,s,[MASK] proyecto [MASK],"[CLS] , [MASK] , proyecto , [MASK] , [SEP]",single-token,10.956268686323801
115,proyecto,proyecto,sing,1,default,3.1409906569024315e-06,plural,grandes,s,[MASK] proyecto [MASK],"[CLS] , [MASK] , proyecto , [MASK] , [SEP]",single-token,12.670972311973657
116,proyecto,prgyectos,plur,4,default,4.564251412375597e-06,singular,grande,s,[MASK] prgyectos [MASK],"[CLS] , [MASK] , pr , ##gy , ##ec , ##tos , [MASK] , [SEP]",single-token,12.297256041509755
117,proyecto,prgyectos,plur,4,default,0.00065289915073663,plural,grandes,s,[MASK] prgyectos [MASK],"[CLS] , [MASK] , pr , ##gy , ##ec , ##tos , [MASK] , [SEP]",single-token,7.334087880528192
118,proyecto,proyecto##s,plur,2,artificial,1.7889925629788195e-07,singular,grande,s,[MASK] proyecto##s [MASK],"[CLS] , El , proyecto , ##s , [MASK] , [SEP]",single-token,15.536443003523207
119,proyecto,proyecto##s,plur,2,artificial,2.9110724426573142e-05,plural,grandes,s,[MASK] proyecto##s [MASK],"[CLS] , El , proyecto , ##s , [MASK] , [SEP]",single-token,10.444403914684266
120,abogado,abogado,sing,1,default,1.2087220056855585e-05,singular,grande,s,[MASK] abogado [MASK],"[CLS] , [MASK] , abogado , [MASK] , [SEP]",single-token,11.323361857175444
121,abogado,abogado,sing,1,default,6.771227276658465e-07,plural,grandes,s,[MASK] abogado [MASK],"[CLS] , [MASK] , abogado , [MASK] , [SEP]",single-token,14.205413298830214
122,abogado,abogaños,plur,3,default,9.38842731557088e-06,singular,grande,s,[MASK] abogaños [MASK],"[CLS] , [MASK] , abo , ##ga , ##ños , [MASK] , [SEP]",single-token,11.576032763801011
123,abogado,abogaños,plur,3,default,0.0017442600801587105,plural,grandes,s,[MASK] abogaños [MASK],"[CLS] , [MASK] , abo , ##ga , ##ños , [MASK] , [SEP]",single-token,6.351424836082533
124,abogado,abogado##s,plur,2,artificial,9.634596835894627e-07,singular,grande,s,[MASK] abogado##s [MASK],"[CLS] , El , abogado , ##s , [MASK] , [SEP]",single-token,13.852735193673261
125,abogado,abogado##s,plur,2,artificial,8.993063966045156e-05,plural,grandes,s,[MASK] abogado##s [MASK],"[CLS] , El , abogado , ##s , [MASK] , [SEP]",single-token,9.316471855192564
126,gobierno,gobierno,sing,1,default,6.594884780497523e-06,singular,grande,s,[MASK] gobierno [MASK],"[CLS] , [MASK] , gobierno , [MASK] , [SEP]",single-token,11.929216242683392
127,gobierno,gobierno,sing,1,default,1.2399638080751174e-06,plural,grandes,s,[MASK] gobierno [MASK],"[CLS] , [MASK] , gobierno , [MASK] , [SEP]",single-token,13.600428365809474
128,gobierno,gobiernes,plur,2,default,1.986457937164232e-05,singular,grande,s,[MASK] gobiernes [MASK],"[CLS] , [MASK] , gobier , ##nes , [MASK] , [SEP]",single-token,10.826572343266601
129,gobierno,gobiernes,plur,2,default,0.0003840023709926754,plural,grandes,s,[MASK] gobiernes [MASK],"[CLS] , [MASK] , gobier , ##nes , [MASK] , [SEP]",single-token,7.864861830935517
130,gobierno,gobierno##s,plur,2,artificial,3.3028427424142137e-06,singular,grande,s,[MASK] gobierno##s [MASK],"[CLS] , El , gobierno , ##s , [MASK] , [SEP]",single-token,12.620727023220612
131,gobierno,gobierno##s,plur,2,artificial,0.00018096412532031536,plural,grandes,s,[MASK] gobierno##s [MASK],"[CLS] , El , gobierno , ##s , [MASK] , [SEP]",single-token,8.61721174899338
132,estado,estado,sing,1,default,3.612554428400472e-05,singular,grande,s,[MASK] estado [MASK],"[CLS] , [MASK] , estado , [MASK] , [SEP]",single-token,10.228510344959927
133,estado,estado,sing,1,default,9.83615973382257e-06,plural,grandes,s,[MASK] estado [MASK],"[CLS] , [MASK] , estado , [MASK] , [SEP]",single-token,11.529445194028632
134,estado,eswados,plur,3,default,3.8108675653347746e-05,singular,grande,s,[MASK] eswados [MASK],"[CLS] , [MASK] , es , ##w , ##ados , [MASK] , [SEP]",single-token,10.175068594316073
135,estado,eswados,plur,3,default,1.136579385274672e-06,plural,grandes,s,[MASK] eswados [MASK],"[CLS] , [MASK] , es , ##w , ##ados , [MASK] , [SEP]",single-token,13.687487345433626
136,estado,estado##s,plur,2,artificial,1.4255016367314965e-06,singular,grande,s,[MASK] estado##s [MASK],"[CLS] , El , estado , ##s , [MASK] , [SEP]",single-token,13.460986780413707
137,estado,estado##s,plur,2,artificial,7.113306492101401e-05,plural,grandes,s,[MASK] estado##s [MASK],"[CLS] , El , estado , ##s , [MASK] , [SEP]",single-token,9.550958281140913
138,propuesta,propuesta,sing,1,default,3.944231502828188e-05,singular,grande,s,[MASK] propuesta [MASK],"[CLS] , [MASK] , propuesta , [MASK] , [SEP]",single-token,10.140671332480819
139,propuesta,propuesta,sing,1,default,1.1999990192634868e-06,plural,grandes,s,[MASK] propuesta [MASK],"[CLS] , [MASK] , propuesta , [MASK] , [SEP]",single-token,13.633189818451081
140,propuesta,prypuestas,plur,3,default,1.5513130620092852e-06,singular,grande,s,[MASK] prypuestas [MASK],"[CLS] , [MASK] , pr , ##y , ##puestas , [MASK] , [SEP]",single-token,13.37640884887078
141,propuesta,prypuestas,plur,3,default,0.0001865896483650431,plural,grandes,s,[MASK] prypuestas [MASK],"[CLS] , [MASK] , pr , ##y , ##puestas , [MASK] , [SEP]",single-token,8.586598746089594
142,propuesta,propuesta##s,plur,2,artificial,1.328802454736433e-06,singular,grande,s,[MASK] propuesta##s [MASK],"[CLS] , La , propuesta , ##s , [MASK] , [SEP]",single-token,13.531232431315775
