,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal
22,monopolio,monopolio##s,plur,2,artificial,0.0008839732618071139,singular,es,s, [MASK] monopolio##s [MASK],"[CLS] , El , monopolio , ##s , [MASK] , [SEP]",morphemic,7.031083742608607
23,monopolio,monopolio##s,plur,2,artificial,0.005320832133293152,plural,son,s, [MASK] monopolio##s [MASK],"[CLS] , El , monopolio , ##s , [MASK] , [SEP]",morphemic,5.236125571827749
24,retorno,retorno,sing,1,default,0.0020018492359668016,singular,es,s, [MASK] retorno [MASK],"[CLS] , [MASK] , retorno , [MASK] , [SEP]",morphemic,6.213683907634691
25,retorno,retorno,sing,1,default,7.547139830421656e-05,plural,son,s, [MASK] retorno [MASK],"[CLS] , [MASK] , retorno , [MASK] , [SEP]",morphemic,9.49175680389139
26,retorno,retoknos,plur,3,default,0.004155843518674374,singular,es,s, [MASK] retoknos [MASK],"[CLS] , [MASK] , reto , ##k , ##nos , [MASK] , [SEP]",morphemic,5.483239858361039
27,retorno,retoknos,plur,3,default,0.0007461754139512777,plural,son,s, [MASK] retoknos [MASK],"[CLS] , [MASK] , reto , ##k , ##nos , [MASK] , [SEP]",morphemic,7.20054984605656
28,retorno,retorno##s,plur,2,artificial,0.006416320335119963,singular,es,s, [MASK] retorno##s [MASK],"[CLS] , El , retorno , ##s , [MASK] , [SEP]",morphemic,5.048910482120627
29,retorno,retorno##s,plur,2,artificial,0.05054502189159393,plural,son,s, [MASK] retorno##s [MASK],"[CLS] , El , retorno , ##s , [MASK] , [SEP]",morphemic,2.984890817265241
30,planteamiento,planteamiento,sing,1,default,0.0028455080464482307,singular,es,s, [MASK] planteamiento [MASK],"[CLS] , [MASK] , planteamiento , [MASK] , [SEP]",morphemic,5.862013652145009
31,planteamiento,planteamiento,sing,1,default,0.00012232811423018575,plural,son,s, [MASK] planteamiento [MASK],"[CLS] , [MASK] , planteamiento , [MASK] , [SEP]",morphemic,9.008803662456412
32,planteamiento,plantnamientos,plur,3,default,0.00019385860650800169,singular,es,s, [MASK] plantnamientos [MASK],"[CLS] , [MASK] , plan , ##tn , ##amientos , [MASK] , [SEP]",morphemic,8.548381497061406
33,planteamiento,plantnamientos,plur,3,default,0.0018167358357459307,plural,son,s, [MASK] plantnamientos [MASK],"[CLS] , [MASK] , plan , ##tn , ##amientos , [MASK] , [SEP]",morphemic,6.310713884977387
34,planteamiento,planteamiento##s,plur,2,artificial,0.0014761704951524734,singular,es,s, [MASK] planteamiento##s [MASK],"[CLS] , El , planteamiento , ##s , [MASK] , [SEP]",morphemic,6.518304047853893
35,planteamiento,planteamiento##s,plur,2,artificial,0.0014853848842903972,plural,son,s, [MASK] planteamiento##s [MASK],"[CLS] , El , planteamiento , ##s , [MASK] , [SEP]",morphemic,6.51208135896882
36,plantilla,plantilla,sing,1,default,0.0007348090875893831,singular,es,s, [MASK] plantilla [MASK],"[CLS] , [MASK] , plantilla , [MASK] , [SEP]",morphemic,7.215899837267304
37,plantilla,plantilla,sing,1,default,9.358317765872926e-05,plural,son,s, [MASK] plantilla [MASK],"[CLS] , [MASK] , plantilla , [MASK] , [SEP]",morphemic,9.276659916501634
38,plantilla,pyantillas,plur,3,default,0.0011194180697202682,singular,es,s, [MASK] pyantillas [MASK],"[CLS] , [MASK] , p , ##yan , ##tillas , [MASK] , [SEP]",morphemic,6.794946309310815
39,plantilla,pyantillas,plur,3,default,0.010392390191555023,plural,son,s, [MASK] pyantillas [MASK],"[CLS] , [MASK] , p , ##yan , ##tillas , [MASK] , [SEP]",morphemic,4.566681453017429
40,plantilla,plantilla##s,plur,2,artificial,0.001305083162151277,singular,es,s, [MASK] plantilla##s [MASK],"[CLS] , La , plantilla , ##s , [MASK] , [SEP]",morphemic,6.641488514451463
41,plantilla,plantilla##s,plur,2,artificial,0.010801122523844242,plural,son,s, [MASK] plantilla##s [MASK],"[CLS] , La , plantilla , ##s , [MASK] , [SEP]",morphemic,4.528105212860094
42,gesto,gesto,sing,1,default,0.005415768828243017,singular,es,s, [MASK] gesto [MASK],"[CLS] , [MASK] , gesto , [MASK] , [SEP]",morphemic,5.218440427399248
43,gesto,gesto,sing,1,default,0.0002020320389419794,plural,son,s, [MASK] gesto [MASK],"[CLS] , [MASK] , gesto , [MASK] , [SEP]",morphemic,8.507084264516427
44,gesto,gesqos,plur,3,default,0.0030290009453892708,singular,es,s, [MASK] gesqos [MASK],"[CLS] , [MASK] , ges , ##q , ##os , [MASK] , [SEP]",morphemic,5.799522434824418
45,gesto,gesqos,plur,3,default,0.0035906718112528324,plural,son,s, [MASK] gesqos [MASK],"[CLS] , [MASK] , ges , ##q , ##os , [MASK] , [SEP]",morphemic,5.629415959935629
46,gesto,gesto##s,plur,2,artificial,0.006257783155888319,singular,es,s, [MASK] gesto##s [MASK],"[CLS] , El , gesto , ##s , [MASK] , [SEP]",morphemic,5.073929285040763
47,gesto,gesto##s,plur,2,artificial,0.016348637640476227,plural,son,s, [MASK] gesto##s [MASK],"[CLS] , El , gesto , ##s , [MASK] , [SEP]",morphemic,4.113610709852089
48,trazado,trazado,sing,1,default,0.003398131113499403,singular,es,s, [MASK] trazado [MASK],"[CLS] , [MASK] , trazado , [MASK] , [SEP]",morphemic,5.6845296709855075
49,trazado,trazado,sing,1,default,0.00012102584878448397,plural,son,s, [MASK] trazado [MASK],"[CLS] , [MASK] , trazado , [MASK] , [SEP]",morphemic,9.019506408864336
50,trazado,tjazados,plur,3,default,0.0017074979841709137,singular,es,s, [MASK] tjazados [MASK],"[CLS] , [MASK] , t , ##ja , ##zados , [MASK] , [SEP]",morphemic,6.372726147093429
51,trazado,tjazados,plur,3,default,0.003552766749635339,plural,son,s, [MASK] tjazados [MASK],"[CLS] , [MASK] , t , ##ja , ##zados , [MASK] , [SEP]",morphemic,5.640028612948399
52,trazado,trazado##s,plur,2,artificial,0.003739794949069619,singular,es,s, [MASK] trazado##s [MASK],"[CLS] , El , trazado , ##s , [MASK] , [SEP]",morphemic,5.588724495510695
53,trazado,trazado##s,plur,2,artificial,0.025675036013126373,plural,son,s, [MASK] trazado##s [MASK],"[CLS] , El , trazado , ##s , [MASK] , [SEP]",morphemic,3.662236120515086
54,ciclista,ciclista,sing,1,default,0.0045866938307881355,singular,es,s, [MASK] ciclista [MASK],"[CLS] , [MASK] , ciclista , [MASK] , [SEP]",morphemic,5.384595812752383
55,ciclista,ciclista,sing,1,default,3.545645813574083e-05,plural,son,s, [MASK] ciclista [MASK],"[CLS] , [MASK] , ciclista , [MASK] , [SEP]",morphemic,10.24720514567573
56,ciclista,ciclistfs,plur,5,default,0.010728958062827587,singular,es,s, [MASK] ciclistfs [MASK],"[CLS] , [MASK] , cic , ##lis , ##t , ##f , ##s , [MASK] , [SEP]",morphemic,4.534808832103217
57,ciclista,ciclistfs,plur,5,default,0.004562240559607744,plural,son,s, [MASK] ciclistfs [MASK],"[CLS] , [MASK] , cic , ##lis , ##t , ##f , ##s , [MASK] , [SEP]",morphemic,5.389941425337943
58,ciclista,ciclista##s,plur,2,artificial,0.0006848264602012932,singular,es,s, [MASK] ciclista##s [MASK],"[CLS] , El , ciclista , ##s , [MASK] , [SEP]",morphemic,7.286345094570585
59,ciclista,ciclista##s,plur,2,artificial,0.01980721391737461,plural,son,s, [MASK] ciclista##s [MASK],"[CLS] , El , ciclista , ##s , [MASK] , [SEP]",morphemic,3.9217090683757356
60,coincidencia,coincidencia,sing,1,default,0.02573334239423275,singular,es,s, [MASK] coincidencia [MASK],"[CLS] , [MASK] , coincidencia , [MASK] , [SEP]",morphemic,3.6599677585120878
61,coincidencia,coincidencia,sing,1,default,0.0002607849892228842,plural,son,s, [MASK] coincidencia [MASK],"[CLS] , [MASK] , coincidencia , [MASK] , [SEP]",morphemic,8.251814286228944
62,coincidencia,cwincidencias,plur,5,default,0.0015529373195022345,singular,es,s, [MASK] cwincidencias [MASK],"[CLS] , [MASK] , c , ##w , ##inc , ##idencia , ##s , [MASK] , [SEP]",morphemic,6.4676070965430315
63,coincidencia,cwincidencias,plur,5,default,0.00018605370132718235,plural,son,s, [MASK] cwincidencias [MASK],"[CLS] , [MASK] , c , ##w , ##inc , ##idencia , ##s , [MASK] , [SEP]",morphemic,8.589475209108944
64,coincidencia,coincidencia##s,plur,2,artificial,0.010261015966534615,singular,es,s, [MASK] coincidencia##s [MASK],"[CLS] , La , coincidencia , ##s , [MASK] , [SEP]",morphemic,4.579403422062479
65,coincidencia,coincidencia##s,plur,2,artificial,0.05371621996164322,plural,son,s, [MASK] coincidencia##s [MASK],"[CLS] , La , coincidencia , ##s , [MASK] , [SEP]",morphemic,2.9240402753716888
66,arteria,arteria,sing,1,default,0.006343719083815813,singular,es,s, [MASK] arteria [MASK],"[CLS] , [MASK] , arteria , [MASK] , [SEP]",morphemic,5.060290076239114
67,arteria,arteria,sing,1,default,0.0003176000027451664,plural,son,s, [MASK] arteria [MASK],"[CLS] , [MASK] , arteria , [MASK] , [SEP]",morphemic,8.054717819947822
68,arteria,artekias,plur,3,default,0.004391600843518972,singular,es,s, [MASK] artekias [MASK],"[CLS] , [MASK] , arte , ##k , ##ias , [MASK] , [SEP]",morphemic,5.428061461528168
69,arteria,artekias,plur,3,default,0.000728583661839366,plural,son,s, [MASK] artekias [MASK],"[CLS] , [MASK] , arte , ##k , ##ias , [MASK] , [SEP]",morphemic,7.22440809768822
70,arteria,arteria##s,plur,2,artificial,0.0008786736871115863,singular,es,s, [MASK] arteria##s [MASK],"[CLS] , La , arteria , ##s , [MASK] , [SEP]",morphemic,7.037096961157702
71,arteria,arteria##s,plur,2,artificial,0.048680879175662994,plural,son,s, [MASK] arteria##s [MASK],"[CLS] , La , arteria , ##s , [MASK] , [SEP]",morphemic,3.0224689507205755
72,curioso,curioso,sing,1,default,0.056655749678611755,singular,es,s, [MASK] curioso [MASK],"[CLS] , [MASK] , curioso , [MASK] , [SEP]",morphemic,2.870761801890287
73,curioso,curioso,sing,1,default,0.000498598616104573,plural,son,s, [MASK] curioso [MASK],"[CLS] , [MASK] , curioso , [MASK] , [SEP]",morphemic,7.603709162441097
74,curioso,curiosqs,plur,3,default,0.008217892609536648,singular,es,s, [MASK] curiosqs [MASK],"[CLS] , [MASK] , curios , ##q , ##s , [MASK] , [SEP]",morphemic,4.801441476319049
75,curioso,curiosqs,plur,3,default,0.006854331120848656,plural,son,s, [MASK] curiosqs [MASK],"[CLS] , [MASK] , curios , ##q , ##s , [MASK] , [SEP]",morphemic,4.982874546097186
76,curioso,curioso##s,plur,2,artificial,0.017277270555496216,singular,es,s, [MASK] curioso##s [MASK],"[CLS] , El , curioso , ##s , [MASK] , [SEP]",morphemic,4.058363482046608
77,curioso,curioso##s,plur,2,artificial,0.0053322999738156796,plural,son,s, [MASK] curioso##s [MASK],"[CLS] , El , curioso , ##s , [MASK] , [SEP]",morphemic,5.233972619092933
78,legítima,legítima,sing,1,default,0.042742930352687836,singular,es,s, [MASK] legítima [MASK],"[CLS] , [MASK] , legítima , [MASK] , [SEP]",morphemic,3.1525514691417538
79,legítima,legítima,sing,1,default,0.0005812882445752621,plural,son,s, [MASK] legítima [MASK],"[CLS] , [MASK] , legítima , [MASK] , [SEP]",morphemic,7.450263806108513
80,legítima,legítimas,plur,2,default,0.001419095671735704,singular,es,s, [MASK] legítimas [MASK],"[CLS] , [MASK] , legítima , ##s , [MASK] , [SEP]",morphemic,6.5577354611349845
81,legítima,legítimas,plur,2,default,0.028474297374486923,plural,son,s, [MASK] legítimas [MASK],"[CLS] , [MASK] , legítima , ##s , [MASK] , [SEP]",morphemic,3.5587534451249905
82,legítima,legítima##s,plur,2,artificial,0.01605149358510971,singular,es,s, [MASK] legítima##s [MASK],"[CLS] , La , legítima , ##s , [MASK] , [SEP]",morphemic,4.1319533754734765
83,legítima,legítima##s,plur,2,artificial,0.04116985946893692,plural,son,s, [MASK] legítima##s [MASK],"[CLS] , La , legítima , ##s , [MASK] , [SEP]",morphemic,3.1900488566397924
84,cancillere,cancillere,sing,2,default,0.009407402016222477,singular,es,s, [MASK] cancillere [MASK],"[CLS] , [MASK] , canciller , ##e , [MASK] , [SEP]",morphemic,4.666258451046807
85,cancillere,cancillere,sing,2,default,0.0011517778038978577,plural,son,s, [MASK] cancillere [MASK],"[CLS] , [MASK] , canciller , ##e , [MASK] , [SEP]",morphemic,6.766448613872787
86,cancillere,cantilleres,plur,3,default,0.004950808361172676,singular,es,s, [MASK] cantilleres [MASK],"[CLS] , [MASK] , can , ##till , ##eres , [MASK] , [SEP]",morphemic,5.308204410446986
87,cancillere,cantilleres,plur,3,default,0.004177742637693882,plural,son,s, [MASK] cantilleres [MASK],"[CLS] , [MASK] , can , ##till , ##eres , [MASK] , [SEP]",morphemic,5.477984217148176
88,cancillere,cancillere##s,plur,3,artificial,0.015694864094257355,singular,es,s, [MASK] cancillere##s [MASK],"[CLS] , El , canciller , ##e , ##s , [MASK] , [SEP]",morphemic,4.154421747900139
89,cancillere,cancillere##s,plur,3,artificial,0.05470595508813858,plural,son,s, [MASK] cancillere##s [MASK],"[CLS] , El , canciller , ##e , ##s , [MASK] , [SEP]",morphemic,2.905782707323811
90,árbitro,árbitro,sing,1,default,0.0047430722042918205,singular,es,s, [MASK] árbitro [MASK],"[CLS] , [MASK] , árbitro , [MASK] , [SEP]",morphemic,5.351070208864632
91,árbitro,árbitro,sing,1,default,0.00021938457211945206,plural,son,s, [MASK] árbitro [MASK],"[CLS] , [MASK] , árbitro , [MASK] , [SEP]",morphemic,8.424684331103117
92,árbitro,árbitros,plur,2,default,0.00028837440186180174,singular,es,s, [MASK] árbitros [MASK],"[CLS] , [MASK] , árbitro , ##s , [MASK] , [SEP]",morphemic,8.151250915640512
93,árbitro,árbitros,plur,2,default,0.006128920707851648,plural,son,s, [MASK] árbitros [MASK],"[CLS] , [MASK] , árbitro , ##s , [MASK] , [SEP]",morphemic,5.094736611770314
94,árbitro,árbitro##s,plur,2,artificial,0.0009315572679042816,singular,es,s, [MASK] árbitro##s [MASK],"[CLS] , El , árbitro , ##s , [MASK] , [SEP]",morphemic,6.978652890580752
95,árbitro,árbitro##s,plur,2,artificial,0.24373981356620789,plural,son,s, [MASK] árbitro##s [MASK],"[CLS] , El , árbitro , ##s , [MASK] , [SEP]",morphemic,1.4116539604750364
96,bloqueo,bloqueo,sing,1,default,0.004236184526234865,singular,es,s, [MASK] bloqueo [MASK],"[CLS] , [MASK] , bloqueo , [MASK] , [SEP]",morphemic,5.464092290757645
97,bloqueo,bloqueo,sing,1,default,0.00011846735287690535,plural,son,s, [MASK] bloqueo [MASK],"[CLS] , [MASK] , bloqueo , [MASK] , [SEP]",morphemic,9.040873138495531
98,bloqueo,bsoqueos,plur,4,default,0.0005066270241513848,singular,es,s, [MASK] bsoqueos [MASK],"[CLS] , [MASK] , b , ##so , ##queo , ##s , [MASK] , [SEP]",morphemic,7.587735477659589
99,bloqueo,bsoqueos,plur,4,default,0.002890068804845214,plural,son,s, [MASK] bsoqueos [MASK],"[CLS] , [MASK] , b , ##so , ##queo , ##s , [MASK] , [SEP]",morphemic,5.846474969236282
100,bloqueo,bloqueo##s,plur,2,artificial,0.010704271495342255,singular,es,s, [MASK] bloqueo##s [MASK],"[CLS] , El , bloqueo , ##s , [MASK] , [SEP]",morphemic,4.537112412003288
101,bloqueo,bloqueo##s,plur,2,artificial,0.037981852889060974,plural,son,s, [MASK] bloqueo##s [MASK],"[CLS] , El , bloqueo , ##s , [MASK] , [SEP]",morphemic,3.2706467888727473
102,arancele,arancele,sing,2,default,0.005232679657638073,singular,es,s, [MASK] arancele [MASK],"[CLS] , [MASK] , arancel , ##e , [MASK] , [SEP]",morphemic,5.252831769281219
103,arancele,arancele,sing,2,default,0.0004327521310187876,plural,son,s, [MASK] arancele [MASK],"[CLS] , [MASK] , arancel , ##e , [MASK] , [SEP]",morphemic,7.745345439555464
104,arancele,arancelec,plur,2,default,0.005793293938040733,singular,es,s, [MASK] arancelec [MASK],"[CLS] , [MASK] , arancel , ##ec , [MASK] , [SEP]",morphemic,5.151054247944165
105,arancele,arancelec,plur,2,default,0.0006692701717838645,plural,son,s, [MASK] arancelec [MASK],"[CLS] , [MASK] , arancel , ##ec , [MASK] , [SEP]",morphemic,7.309322735138152
106,arancele,arancele##s,plur,3,artificial,0.01648375205695629,singular,es,s, [MASK] arancele##s [MASK],"[CLS] , El , arancel , ##e , ##s , [MASK] , [SEP]",morphemic,4.105380107055459
107,arancele,arancele##s,plur,3,artificial,0.062413543462753296,plural,son,s, [MASK] arancele##s [MASK],"[CLS] , El , arancel , ##e , ##s , [MASK] , [SEP]",morphemic,2.77397298448478
108,televisore,televisore,sing,2,default,0.011728781275451183,singular,es,s, [MASK] televisore [MASK],"[CLS] , [MASK] , televisor , ##e , [MASK] , [SEP]",morphemic,4.445709519800536
109,televisore,televisore,sing,2,default,0.00033476599492132664,plural,son,s, [MASK] televisore [MASK],"[CLS] , [MASK] , televisor , ##e , [MASK] , [SEP]",morphemic,8.002078792842712
110,televisore,televisxres,plur,3,default,0.004271438345313072,singular,es,s, [MASK] televisxres [MASK],"[CLS] , [MASK] , televis , ##x , ##res , [MASK] , [SEP]",morphemic,5.455804659443043
111,televisore,televisxres,plur,3,default,0.0032995017245411873,plural,son,s, [MASK] televisxres [MASK],"[CLS] , [MASK] , televis , ##x , ##res , [MASK] , [SEP]",morphemic,5.713983814473504
112,televisore,televisore##s,plur,3,artificial,0.004860259592533112,singular,es,s, [MASK] televisore##s [MASK],"[CLS] , El , televisor , ##e , ##s , [MASK] , [SEP]",morphemic,5.326663428394753
113,televisore,televisore##s,plur,3,artificial,0.008932998403906822,plural,son,s, [MASK] televisore##s [MASK],"[CLS] , El , televisor , ##e , ##s , [MASK] , [SEP]",morphemic,4.718003172936265
114,suscrito,suscrito,sing,1,default,0.00020570159540511668,singular,es,s, [MASK] suscrito [MASK],"[CLS] , [MASK] , suscrito , [MASK] , [SEP]",morphemic,8.489084005355291
115,suscrito,suscrito,sing,1,default,1.1723323041223921e-05,plural,son,s, [MASK] suscrito [MASK],"[CLS] , [MASK] , suscrito , [MASK] , [SEP]",morphemic,11.353930278063519
116,suscrito,suscnitos,plur,4,default,0.000735487905330956,singular,es,s, [MASK] suscnitos [MASK],"[CLS] , [MASK] , sus , ##c , ##ni , ##tos , [MASK] , [SEP]",morphemic,7.214976462203527
117,suscrito,suscnitos,plur,4,default,0.009555861353874207,plural,son,s, [MASK] suscnitos [MASK],"[CLS] , [MASK] , sus , ##c , ##ni , ##tos , [MASK] , [SEP]",morphemic,4.65060055842728
118,suscrito,suscrito##s,plur,2,artificial,0.0021394300274550915,singular,es,s, [MASK] suscrito##s [MASK],"[CLS] , El , suscrito , ##s , [MASK] , [SEP]",morphemic,6.147215827734494
119,suscrito,suscrito##s,plur,2,artificial,0.016520673409104347,plural,son,s, [MASK] suscrito##s [MASK],"[CLS] , El , suscrito , ##s , [MASK] , [SEP]",morphemic,4.103142748457129
120,cordillera,cordillera,sing,1,default,0.005198543891310692,singular,es,s, [MASK] cordillera [MASK],"[CLS] , [MASK] , cordillera , [MASK] , [SEP]",morphemic,5.2593767135097185
121,cordillera,cordillera,sing,1,default,0.00029307149816304445,plural,son,s, [MASK] cordillera [MASK],"[CLS] , [MASK] , cordillera , [MASK] , [SEP]",morphemic,8.135093957681216
122,cordillera,cordillerls,plur,4,default,0.0009481239831075072,singular,es,s, [MASK] cordillerls [MASK],"[CLS] , [MASK] , cor , ##dill , ##er , ##ls , [MASK] , [SEP]",morphemic,6.961025280392039
123,cordillera,cordillerls,plur,4,default,0.001398722524754703,plural,son,s, [MASK] cordillerls [MASK],"[CLS] , [MASK] , cor , ##dill , ##er , ##ls , [MASK] , [SEP]",morphemic,6.572195941244408
124,cordillera,cordillera##s,plur,2,artificial,0.00028849925729446113,singular,es,s, [MASK] cordillera##s [MASK],"[CLS] , La , cordillera , ##s , [MASK] , [SEP]",morphemic,8.15081804638872
125,cordillera,cordillera##s,plur,2,artificial,0.02064603380858898,plural,son,s, [MASK] cordillera##s [MASK],"[CLS] , La , cordillera , ##s , [MASK] , [SEP]",morphemic,3.8802320454030754
126,naranja,naranja,sing,1,default,0.0028665815480053425,singular,es,s, [MASK] naranja [MASK],"[CLS] , [MASK] , naranja , [MASK] , [SEP]",morphemic,5.854635057387894
127,naranja,naranja,sing,1,default,7.272092625498772e-05,plural,son,s, [MASK] naranja [MASK],"[CLS] , [MASK] , naranja , [MASK] , [SEP]",morphemic,9.528881370896361
128,naranja,naraqjas,plur,4,default,0.0011301861377432942,singular,es,s, [MASK] naraqjas [MASK],"[CLS] , [MASK] , nar , ##a , ##q , ##jas , [MASK] , [SEP]",morphemic,6.785372936156709
129,naranja,naraqjas,plur,4,default,0.0021248452831059694,plural,son,s, [MASK] naraqjas [MASK],"[CLS] , [MASK] , nar , ##a , ##q , ##jas , [MASK] , [SEP]",morphemic,6.154056287206516
130,naranja,naranja##s,plur,2,artificial,0.003322918200865388,singular,es,s, [MASK] naranja##s [MASK],"[CLS] , La , naranja , ##s , [MASK] , [SEP]",morphemic,5.706911905962799
131,naranja,naranja##s,plur,2,artificial,0.0203976072371006,plural,son,s, [MASK] naranja##s [MASK],"[CLS] , La , naranja , ##s , [MASK] , [SEP]",morphemic,3.8923376773102363
132,consumo,consumo,sing,1,default,0.002689711982384324,singular,es,s, [MASK] consumo [MASK],"[CLS] , [MASK] , consumo , [MASK] , [SEP]",morphemic,5.918321160846368
133,consumo,consumo,sing,1,default,0.00016771235095802695,plural,son,s, [MASK] consumo [MASK],"[CLS] , [MASK] , consumo , [MASK] , [SEP]",morphemic,8.693260242723479
134,consumo,consueos,plur,2,default,0.0009374161600135267,singular,es,s, [MASK] consueos [MASK],"[CLS] , [MASK] , consue , ##os , [MASK] , [SEP]",morphemic,6.972383233437653
135,consumo,consueos,plur,2,default,0.004028405994176865,plural,son,s, [MASK] consueos [MASK],"[CLS] , [MASK] , consue , ##os , [MASK] , [SEP]",morphemic,5.51438451621183
136,consumo,consumo##s,plur,2,artificial,0.00476865004748106,singular,es,s, [MASK] consumo##s [MASK],"[CLS] , El , consumo , ##s , [MASK] , [SEP]",morphemic,5.345692023050291
137,consumo,consumo##s,plur,2,artificial,0.026153521612286568,plural,son,s, [MASK] consumo##s [MASK],"[CLS] , El , consumo , ##s , [MASK] , [SEP]",morphemic,3.6437714278524425
138,décima,décima,sing,1,default,0.0032338392920792103,singular,es,s, [MASK] décima [MASK],"[CLS] , [MASK] , décima , [MASK] , [SEP]",morphemic,5.7340852122966
139,décima,décima,sing,1,default,0.00010617612861096859,plural,son,s, [MASK] décima [MASK],"[CLS] , [MASK] , décima , [MASK] , [SEP]",morphemic,9.15041125209722
140,décima,décisas,plur,3,default,0.004010868724435568,singular,es,s, [MASK] décisas [MASK],"[CLS] , [MASK] , déc , ##isa , ##s , [MASK] , [SEP]",morphemic,5.518747421616492
141,décima,décisas,plur,3,default,0.003696051426231861,plural,son,s, [MASK] décisas [MASK],"[CLS] , [MASK] , déc , ##isa , ##s , [MASK] , [SEP]",morphemic,5.600490211275726
142,décima,décima##s,plur,2,artificial,0.004015455953776836,singular,es,s, [MASK] décima##s [MASK],"[CLS] , La , décima , ##s , [MASK] , [SEP]",morphemic,5.517604375446637
