,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal
28,rumano,rumano##s,plur,3,artificial,0.0088387131690979,singular,es,s, [MASK] rumano##s [MASK],"[CLS] , El , rum , ##ano , ##s , [MASK] , [SEP]",nonmorphemic,4.728613982035368
29,rumano,rumano##s,plur,3,artificial,0.011353624984622002,plural,son,s, [MASK] rumano##s [MASK],"[CLS] , El , rum , ##ano , ##s , [MASK] , [SEP]",nonmorphemic,4.478218204141247
30,mandatario,mandatario,sing,2,default,0.007830367423593998,singular,es,s, [MASK] mandatario [MASK],"[CLS] , [MASK] , manda , ##tario , [MASK] , [SEP]",nonmorphemic,4.849745844972584
31,mandatario,mandatario,sing,2,default,0.00014222942991182208,plural,son,s, [MASK] mandatario [MASK],"[CLS] , [MASK] , manda , ##tario , [MASK] , [SEP]",nonmorphemic,8.858069100603473
32,mandatario,mandatirios,plur,3,default,0.0007771761738695204,singular,es,s, [MASK] mandatirios [MASK],"[CLS] , [MASK] , manda , ##tir , ##ios , [MASK] , [SEP]",nonmorphemic,7.159843497300539
33,mandatario,mandatirios,plur,3,default,0.012678828090429306,plural,son,s, [MASK] mandatirios [MASK],"[CLS] , [MASK] , manda , ##tir , ##ios , [MASK] , [SEP]",nonmorphemic,4.367821756134656
34,mandatario,mandatario##s,plur,3,artificial,0.004082696046680212,singular,es,s, [MASK] mandatario##s [MASK],"[CLS] , El , manda , ##tario , ##s , [MASK] , [SEP]",nonmorphemic,5.500997713040496
35,mandatario,mandatario##s,plur,3,artificial,0.01867632567882538,plural,son,s, [MASK] mandatario##s [MASK],"[CLS] , El , manda , ##tario , ##s , [MASK] , [SEP]",nonmorphemic,3.9804985636647423
36,negociadore,negociadore,sing,2,default,0.006998518481850624,singular,es,s, [MASK] negociadore [MASK],"[CLS] , [MASK] , negociado , ##re , [MASK] , [SEP]",nonmorphemic,4.9620567977767935
37,negociadore,negociadore,sing,2,default,8.906748553272337e-05,plural,son,s, [MASK] negociadore [MASK],"[CLS] , [MASK] , negociado , ##re , [MASK] , [SEP]",nonmorphemic,9.32611621115673
38,negociadore,npgociadores,plur,4,default,0.002173038898035884,singular,es,s, [MASK] npgociadores [MASK],"[CLS] , [MASK] , n , ##p , ##goci , ##adores , [MASK] , [SEP]",nonmorphemic,6.1316286772532935
39,negociadore,npgociadores,plur,4,default,0.008174430578947067,plural,son,s, [MASK] npgociadores [MASK],"[CLS] , [MASK] , n , ##p , ##goci , ##adores , [MASK] , [SEP]",nonmorphemic,4.806744218576198
40,negociadore,negociadore##s,plur,3,artificial,0.02996806986629963,singular,es,s, [MASK] negociadore##s [MASK],"[CLS] , El , negociado , ##re , ##s , [MASK] , [SEP]",nonmorphemic,3.50762280191968
41,negociadore,negociadore##s,plur,3,artificial,0.0019232836784794927,plural,son,s, [MASK] negociadore##s [MASK],"[CLS] , El , negociado , ##re , ##s , [MASK] , [SEP]",nonmorphemic,6.253721304545225
42,comicio,comicio,sing,2,default,0.017771534621715546,singular,es,s, [MASK] comicio [MASK],"[CLS] , [MASK] , com , ##icio , [MASK] , [SEP]",nonmorphemic,4.0301572802902985
43,comicio,comicio,sing,2,default,0.00048580410657450557,plural,son,s, [MASK] comicio [MASK],"[CLS] , [MASK] , com , ##icio , [MASK] , [SEP]",nonmorphemic,7.629705088211458
44,comicio,comiciob,plur,3,default,0.009842051193118095,singular,es,s, [MASK] comiciob [MASK],"[CLS] , [MASK] , com , ##icio , ##b , [MASK] , [SEP]",nonmorphemic,4.6210911350564405
45,comicio,comiciob,plur,3,default,0.0004988079890608788,plural,son,s, [MASK] comiciob [MASK],"[CLS] , [MASK] , com , ##icio , ##b , [MASK] , [SEP]",nonmorphemic,7.603289327725151
46,comicio,comicio##s,plur,3,artificial,0.005122973117977381,singular,es,s, [MASK] comicio##s [MASK],"[CLS] , El , com , ##icio , ##s , [MASK] , [SEP]",nonmorphemic,5.27402032135928
47,comicio,comicio##s,plur,3,artificial,0.04531959444284439,plural,son,s, [MASK] comicio##s [MASK],"[CLS] , El , com , ##icio , ##s , [MASK] , [SEP]",nonmorphemic,3.0940157916080824
48,sondeo,sondeo,sing,2,default,0.004205445758998394,singular,es,s, [MASK] sondeo [MASK],"[CLS] , [MASK] , son , ##deo , [MASK] , [SEP]",nonmorphemic,5.4713749842793895
49,sondeo,sondeo,sing,2,default,0.0009370552725158632,plural,son,s, [MASK] sondeo [MASK],"[CLS] , [MASK] , son , ##deo , [MASK] , [SEP]",nonmorphemic,6.97276828865467
50,sondeo,sonfeos,plur,3,default,0.0005891779437661171,singular,es,s, [MASK] sonfeos [MASK],"[CLS] , [MASK] , son , ##feo , ##s , [MASK] , [SEP]",nonmorphemic,7.43678230828198
51,sondeo,sonfeos,plur,3,default,0.013620525598526001,plural,son,s, [MASK] sonfeos [MASK],"[CLS] , [MASK] , son , ##feo , ##s , [MASK] , [SEP]",nonmorphemic,4.296177388805207
52,sondeo,sondeo##s,plur,3,artificial,0.0022618896327912807,singular,es,s, [MASK] sondeo##s [MASK],"[CLS] , El , son , ##deo , ##s , [MASK] , [SEP]",nonmorphemic,6.091554694348031
53,sondeo,sondeo##s,plur,3,artificial,0.014964955858886242,plural,son,s, [MASK] sondeo##s [MASK],"[CLS] , El , son , ##deo , ##s , [MASK] , [SEP]",nonmorphemic,4.202044087305197
54,insulto,insulto,sing,2,default,0.020570343360304832,singular,es,s, [MASK] insulto [MASK],"[CLS] , [MASK] , insul , ##to , [MASK] , [SEP]",nonmorphemic,3.88390488317147
55,insulto,insulto,sing,2,default,0.0004684150335378945,plural,son,s, [MASK] insulto [MASK],"[CLS] , [MASK] , insul , ##to , [MASK] , [SEP]",nonmorphemic,7.6661558312436044
56,insulto,inssltos,plur,4,default,0.0013237425591796637,singular,es,s, [MASK] inssltos [MASK],"[CLS] , [MASK] , ins , ##s , ##l , ##tos , [MASK] , [SEP]",nonmorphemic,6.627292282080763
57,insulto,inssltos,plur,4,default,0.0023056049831211567,plural,son,s, [MASK] inssltos [MASK],"[CLS] , [MASK] , ins , ##s , ##l , ##tos , [MASK] , [SEP]",nonmorphemic,6.072412171409261
58,insulto,insulto##s,plur,3,artificial,0.009002970531582832,singular,es,s, [MASK] insulto##s [MASK],"[CLS] , El , insul , ##to , ##s , [MASK] , [SEP]",nonmorphemic,4.710200697038669
59,insulto,insulto##s,plur,3,artificial,0.003214697353541851,plural,son,s, [MASK] insulto##s [MASK],"[CLS] , El , insul , ##to , ##s , [MASK] , [SEP]",nonmorphemic,5.740022061480414
60,analista,analista,sing,2,default,0.009673821739852428,singular,es,s, [MASK] analista [MASK],"[CLS] , [MASK] , anal , ##ista , [MASK] , [SEP]",nonmorphemic,4.638331831477146
61,analista,analista,sing,2,default,4.2642455809982494e-05,plural,son,s, [MASK] analista [MASK],"[CLS] , [MASK] , anal , ##ista , [MASK] , [SEP]",nonmorphemic,10.062660185722416
62,analista,analistgs,plur,3,default,0.0018362828996032476,singular,es,s, [MASK] analistgs [MASK],"[CLS] , [MASK] , anal , ##ist , ##gs , [MASK] , [SEP]",nonmorphemic,6.30001191390245
63,analista,analistgs,plur,3,default,0.0036275209859013557,plural,son,s, [MASK] analistgs [MASK],"[CLS] , [MASK] , anal , ##ist , ##gs , [MASK] , [SEP]",nonmorphemic,5.619205787998308
64,analista,analista##s,plur,3,artificial,0.019437208771705627,singular,es,s, [MASK] analista##s [MASK],"[CLS] , El , anal , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,3.9405660719610687
65,analista,analista##s,plur,3,artificial,0.05630079284310341,plural,son,s, [MASK] analista##s [MASK],"[CLS] , El , anal , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,2.877046661464896
66,nexo,nexo,sing,2,default,0.031935613602399826,singular,es,s, [MASK] nexo [MASK],"[CLS] , [MASK] , ne , ##xo , [MASK] , [SEP]",nonmorphemic,3.4440334780495303
67,nexo,nexo,sing,2,default,0.0005948401521891356,plural,son,s, [MASK] nexo [MASK],"[CLS] , [MASK] , ne , ##xo , [MASK] , [SEP]",nonmorphemic,7.427217840294965
68,nexo,nexls,plur,3,default,0.0052436720579862595,singular,es,s, [MASK] nexls [MASK],"[CLS] , [MASK] , ne , ##x , ##ls , [MASK] , [SEP]",nonmorphemic,5.250733251652072
69,nexo,nexls,plur,3,default,0.007459939457476139,plural,son,s, [MASK] nexls [MASK],"[CLS] , [MASK] , ne , ##x , ##ls , [MASK] , [SEP]",nonmorphemic,4.89820798041922
70,nexo,nexo##s,plur,3,artificial,0.1646992266178131,singular,es,s, [MASK] nexo##s [MASK],"[CLS] , El , ne , ##xo , ##s , [MASK] , [SEP]",nonmorphemic,1.803634337511977
71,nexo,nexo##s,plur,3,artificial,0.026014752686023712,plural,son,s, [MASK] nexo##s [MASK],"[CLS] , El , ne , ##xo , ##s , [MASK] , [SEP]",nonmorphemic,3.649091490876497
72,cautivo,cautivo,sing,2,default,0.00759669067338109,singular,es,s, [MASK] cautivo [MASK],"[CLS] , [MASK] , cautiv , ##o , [MASK] , [SEP]",nonmorphemic,4.880042564233396
73,cautivo,cautivo,sing,2,default,9.61895493674092e-05,plural,son,s, [MASK] cautivo [MASK],"[CLS] , [MASK] , cautiv , ##o , [MASK] , [SEP]",nonmorphemic,9.249189840628176
74,cautivo,cañtivos,plur,2,default,0.000590912124607712,singular,es,s, [MASK] cañtivos [MASK],"[CLS] , [MASK] , cañ , ##tivos , [MASK] , [SEP]",nonmorphemic,7.433843240940583
75,cautivo,cañtivos,plur,2,default,0.0032691156957298517,plural,son,s, [MASK] cañtivos [MASK],"[CLS] , [MASK] , cañ , ##tivos , [MASK] , [SEP]",nonmorphemic,5.723235760086022
76,cautivo,cautivo##s,plur,3,artificial,0.001706099952571094,singular,es,s, [MASK] cautivo##s [MASK],"[CLS] , El , cautiv , ##o , ##s , [MASK] , [SEP]",nonmorphemic,6.373545242783016
77,cautivo,cautivo##s,plur,3,artificial,0.001984638161957264,plural,son,s, [MASK] cautivo##s [MASK],"[CLS] , El , cautiv , ##o , ##s , [MASK] , [SEP]",nonmorphemic,6.222318667626752
78,millare,millare,sing,2,default,0.005684510339051485,singular,es,s, [MASK] millare [MASK],"[CLS] , [MASK] , milla , ##re , [MASK] , [SEP]",nonmorphemic,5.170010287582186
79,millare,millare,sing,2,default,0.0001988277945201844,plural,son,s, [MASK] millare [MASK],"[CLS] , [MASK] , milla , ##re , [MASK] , [SEP]",nonmorphemic,8.523071462044772
80,millare,miluares,plur,3,default,0.0006443368620239198,singular,es,s, [MASK] miluares [MASK],"[CLS] , [MASK] , mil , ##uar , ##es , [MASK] , [SEP]",nonmorphemic,7.347288890940467
81,millare,miluares,plur,3,default,0.0022702589631080627,plural,son,s, [MASK] miluares [MASK],"[CLS] , [MASK] , mil , ##uar , ##es , [MASK] , [SEP]",nonmorphemic,6.087861373331185
82,millare,millare##s,plur,3,artificial,0.026797890663146973,singular,es,s, [MASK] millare##s [MASK],"[CLS] , El , milla , ##re , ##s , [MASK] , [SEP]",nonmorphemic,3.6194321011618467
83,millare,millare##s,plur,3,artificial,0.00571409473195672,plural,son,s, [MASK] millare##s [MASK],"[CLS] , El , milla , ##re , ##s , [MASK] , [SEP]",nonmorphemic,5.164819396389612
84,reformista,reformista,sing,2,default,0.007425065618008375,singular,es,s, [MASK] reformista [MASK],"[CLS] , [MASK] , reform , ##ista , [MASK] , [SEP]",nonmorphemic,4.902893756890219
85,reformista,reformista,sing,2,default,4.547798016574234e-05,plural,son,s, [MASK] reformista [MASK],"[CLS] , [MASK] , reform , ##ista , [MASK] , [SEP]",nonmorphemic,9.998282301551395
86,reformista,reforiistas,plur,3,default,0.00029638258274644613,singular,es,s, [MASK] reforiistas [MASK],"[CLS] , [MASK] , refor , ##ii , ##stas , [MASK] , [SEP]",nonmorphemic,8.123859428932747
87,reformista,reforiistas,plur,3,default,0.003937206231057644,plural,son,s, [MASK] reforiistas [MASK],"[CLS] , [MASK] , refor , ##ii , ##stas , [MASK] , [SEP]",nonmorphemic,5.53728388559906
88,reformista,reformista##s,plur,3,artificial,0.00479875598102808,singular,es,s, [MASK] reformista##s [MASK],"[CLS] , El , reform , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,5.339398565277951
89,reformista,reformista##s,plur,3,artificial,0.004882544279098511,plural,son,s, [MASK] reformista##s [MASK],"[CLS] , El , reform , ##ista , ##s , [MASK] , [SEP]",nonmorphemic,5.322088826314776
90,uruguaya,uruguaya,sing,2,default,0.01220006961375475,singular,es,s, [MASK] uruguaya [MASK],"[CLS] , [MASK] , uruguay , ##a , [MASK] , [SEP]",nonmorphemic,4.406313621213735
91,uruguaya,uruguaya,sing,2,default,0.00013505920651368797,plural,son,s, [MASK] uruguaya [MASK],"[CLS] , [MASK] , uruguay , ##a , [MASK] , [SEP]",nonmorphemic,8.909797308900082
92,uruguaya,uruluayas,plur,4,default,0.0004830131365451962,singular,es,s, [MASK] uruluayas [MASK],"[CLS] , [MASK] , ur , ##ulu , ##aya , ##s , [MASK] , [SEP]",nonmorphemic,7.635466706865414
93,uruguaya,uruluayas,plur,4,default,0.0012331573525443673,plural,son,s, [MASK] uruluayas [MASK],"[CLS] , [MASK] , ur , ##ulu , ##aya , ##s , [MASK] , [SEP]",nonmorphemic,6.698177445307033
94,uruguaya,uruguaya##s,plur,3,artificial,0.003636628622189164,singular,es,s, [MASK] uruguaya##s [MASK],"[CLS] , La , uruguay , ##a , ##s , [MASK] , [SEP]",nonmorphemic,5.616698229219521
95,uruguaya,uruguaya##s,plur,3,artificial,0.006405494641512632,plural,son,s, [MASK] uruguaya##s [MASK],"[CLS] , La , uruguay , ##a , ##s , [MASK] , [SEP]",nonmorphemic,5.050599119212881
96,mejoría,mejoría,sing,2,default,0.0014494465431198478,singular,es,s, [MASK] mejoría [MASK],"[CLS] , [MASK] , mejor , ##ía , [MASK] , [SEP]",nonmorphemic,6.536573489813608
97,mejoría,mejoría,sing,2,default,9.583176142768934e-05,plural,son,s, [MASK] mejoría [MASK],"[CLS] , [MASK] , mejor , ##ía , [MASK] , [SEP]",nonmorphemic,9.252916389023177
98,mejoría,meborías,plur,3,default,2.5844477931968868e-05,singular,es,s, [MASK] meborías [MASK],"[CLS] , [MASK] , me , ##bor , ##ías , [MASK] , [SEP]",nonmorphemic,10.563413599482805
99,mejoría,meborías,plur,3,default,4.093316965736449e-05,plural,son,s, [MASK] meborías [MASK],"[CLS] , [MASK] , me , ##bor , ##ías , [MASK] , [SEP]",nonmorphemic,10.103569829525924
100,mejoría,mejoría##s,plur,3,artificial,0.005888461135327816,singular,es,s, [MASK] mejoría##s [MASK],"[CLS] , La , mejor , ##ía , ##s , [MASK] , [SEP]",nonmorphemic,5.134760582801621
101,mejoría,mejoría##s,plur,3,artificial,0.047184981405735016,plural,son,s, [MASK] mejoría##s [MASK],"[CLS] , La , mejor , ##ía , ##s , [MASK] , [SEP]",nonmorphemic,3.053679627580445
102,urna,urna,sing,2,default,0.014437157660722733,singular,es,s, [MASK] urna [MASK],"[CLS] , [MASK] , ur , ##na , [MASK] , [SEP]",nonmorphemic,4.237950002792667
103,urna,urna,sing,2,default,0.0001666652678977698,plural,son,s, [MASK] urna [MASK],"[CLS] , [MASK] , ur , ##na , [MASK] , [SEP]",nonmorphemic,8.69952314085879
104,urna,urnab,plur,2,default,0.007783896289765835,singular,es,s, [MASK] urnab [MASK],"[CLS] , [MASK] , ur , ##nab , [MASK] , [SEP]",nonmorphemic,4.855698257701345
105,urna,urnab,plur,2,default,0.0005290546105243266,plural,son,s, [MASK] urnab [MASK],"[CLS] , [MASK] , ur , ##nab , [MASK] , [SEP]",nonmorphemic,7.544418897928843
106,urna,urna##s,plur,3,artificial,0.00432618660852313,singular,es,s, [MASK] urna##s [MASK],"[CLS] , La , ur , ##na , ##s , [MASK] , [SEP]",nonmorphemic,5.443068815876044
107,urna,urna##s,plur,3,artificial,0.010005447082221508,plural,son,s, [MASK] urna##s [MASK],"[CLS] , La , ur , ##na , ##s , [MASK] , [SEP]",nonmorphemic,4.604625626065613
108,injerencia,injerencia,sing,2,default,0.0031172146555036306,singular,es,s, [MASK] injerencia [MASK],"[CLS] , [MASK] , injer , ##encia , [MASK] , [SEP]",nonmorphemic,5.7708154145098245
109,injerencia,injerencia,sing,2,default,0.0001274988753721118,plural,son,s, [MASK] injerencia [MASK],"[CLS] , [MASK] , injer , ##encia , [MASK] , [SEP]",nonmorphemic,8.967403014015582
110,injerencia,injeeencias,plur,4,default,0.0008559635607525706,singular,es,s, [MASK] injeeencias [MASK],"[CLS] , [MASK] , in , ##je , ##een , ##cias , [MASK] , [SEP]",nonmorphemic,7.063282751942913
111,injerencia,injeeencias,plur,4,default,0.0041239093989133835,plural,son,s, [MASK] injeeencias [MASK],"[CLS] , [MASK] , in , ##je , ##een , ##cias , [MASK] , [SEP]",nonmorphemic,5.49095368229441
112,injerencia,injerencia##s,plur,3,artificial,0.0068656401708722115,singular,es,s, [MASK] injerencia##s [MASK],"[CLS] , La , injer , ##encia , ##s , [MASK] , [SEP]",nonmorphemic,4.981225992708211
113,injerencia,injerencia##s,plur,3,artificial,0.025177594274282455,plural,son,s, [MASK] injerencia##s [MASK],"[CLS] , La , injer , ##encia , ##s , [MASK] , [SEP]",nonmorphemic,3.681800796062828
114,pollito,pollito,sing,2,default,0.006284826900810003,singular,es,s, [MASK] pollito [MASK],"[CLS] , [MASK] , pol , ##lito , [MASK] , [SEP]",nonmorphemic,5.069616978956435
115,pollito,pollito,sing,2,default,0.00013257966202218086,plural,son,s, [MASK] pollito [MASK],"[CLS] , [MASK] , pol , ##lito , [MASK] , [SEP]",nonmorphemic,8.928326870391109
116,pollito,pñllitos,plur,4,default,0.0007713427767157555,singular,es,s, [MASK] pñllitos [MASK],"[CLS] , [MASK] , p , ##ñ , ##lli , ##tos , [MASK] , [SEP]",nonmorphemic,7.167377696020575
117,pollito,pñllitos,plur,4,default,0.0032392407301813364,plural,son,s, [MASK] pñllitos [MASK],"[CLS] , [MASK] , p , ##ñ , ##lli , ##tos , [MASK] , [SEP]",nonmorphemic,5.732416319177027
118,pollito,pollito##s,plur,3,artificial,0.0036700814962387085,singular,es,s, [MASK] pollito##s [MASK],"[CLS] , El , pol , ##lito , ##s , [MASK] , [SEP]",nonmorphemic,5.607541411102615
119,pollito,pollito##s,plur,3,artificial,0.006423413287848234,plural,son,s, [MASK] pollito##s [MASK],"[CLS] , El , pol , ##lito , ##s , [MASK] , [SEP]",nonmorphemic,5.04780563779004
120,indefinido,indefinido,sing,2,default,0.006524073425680399,singular,es,s, [MASK] indefinido [MASK],"[CLS] , [MASK] , indefin , ##ido , [MASK] , [SEP]",nonmorphemic,5.032256339584006
121,indefinido,indefinido,sing,2,default,5.4457799706142396e-05,plural,son,s, [MASK] indefinido [MASK],"[CLS] , [MASK] , indefin , ##ido , [MASK] , [SEP]",nonmorphemic,9.81808447355206
122,indefinido,indefinñdos,plur,3,default,0.0016445814399048686,singular,es,s, [MASK] indefinñdos [MASK],"[CLS] , [MASK] , indefin , ##ñ , ##dos , [MASK] , [SEP]",nonmorphemic,6.410269370967952
123,indefinido,indefinñdos,plur,3,default,0.007224726025015116,plural,son,s, [MASK] indefinñdos [MASK],"[CLS] , [MASK] , indefin , ##ñ , ##dos , [MASK] , [SEP]",nonmorphemic,4.930245966115771
124,indefinido,indefinido##s,plur,3,artificial,0.01271119900047779,singular,es,s, [MASK] indefinido##s [MASK],"[CLS] , El , indefin , ##ido , ##s , [MASK] , [SEP]",nonmorphemic,4.3652718630233105
125,indefinido,indefinido##s,plur,3,artificial,0.017261166125535965,plural,son,s, [MASK] indefinido##s [MASK],"[CLS] , El , indefin , ##ido , ##s , [MASK] , [SEP]",nonmorphemic,4.059296033295299
126,retoque,retoque,sing,2,default,0.0019603681284934282,singular,es,s, [MASK] retoque [MASK],"[CLS] , [MASK] , reto , ##que , [MASK] , [SEP]",nonmorphemic,6.234623002715891
127,retoque,retoque,sing,2,default,8.410525333601981e-05,plural,son,s, [MASK] retoque [MASK],"[CLS] , [MASK] , reto , ##que , [MASK] , [SEP]",nonmorphemic,9.383441527585243
128,retoque,reyoques,plur,3,default,0.0014269136590883136,singular,es,s, [MASK] reyoques [MASK],"[CLS] , [MASK] , rey , ##o , ##ques , [MASK] , [SEP]",nonmorphemic,6.552241447511845
129,retoque,reyoques,plur,3,default,0.005664895288646221,plural,son,s, [MASK] reyoques [MASK],"[CLS] , [MASK] , rey , ##o , ##ques , [MASK] , [SEP]",nonmorphemic,5.173466868583637
130,retoque,retoque##s,plur,3,artificial,0.005939498543739319,singular,es,s, [MASK] retoque##s [MASK],"[CLS] , El , reto , ##que , ##s , [MASK] , [SEP]",nonmorphemic,5.126130569417079
131,retoque,retoque##s,plur,3,artificial,0.004508896265178919,plural,son,s, [MASK] retoque##s [MASK],"[CLS] , El , reto , ##que , ##s , [MASK] , [SEP]",nonmorphemic,5.401702885977958
132,retroceso,retroceso,sing,2,default,0.001585351419635117,singular,es,s, [MASK] retroceso [MASK],"[CLS] , [MASK] , retroce , ##so , [MASK] , [SEP]",nonmorphemic,6.446949180370104
133,retroceso,retroceso,sing,2,default,2.621957719384227e-05,plural,son,s, [MASK] retroceso [MASK],"[CLS] , [MASK] , retroce , ##so , [MASK] , [SEP]",nonmorphemic,10.54900420508893
134,retroceso,retroiesos,plur,3,default,0.004893267061561346,singular,es,s, [MASK] retroiesos [MASK],"[CLS] , [MASK] , retro , ##ies , ##os , [MASK] , [SEP]",nonmorphemic,5.319895087833243
135,retroceso,retroiesos,plur,3,default,0.11116088926792145,plural,son,s, [MASK] retroiesos [MASK],"[CLS] , [MASK] , retro , ##ies , ##os , [MASK] , [SEP]",nonmorphemic,2.196776674248492
136,retroceso,retroceso##s,plur,3,artificial,0.004454760812222958,singular,es,s, [MASK] retroceso##s [MASK],"[CLS] , El , retroce , ##so , ##s , [MASK] , [SEP]",nonmorphemic,5.41378190923742
