,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal
10,dólare,dólare##s,plur,3,artificial,0.026820410043001175,singular,es,s, [MASK] dólare##s [MASK],"[CLS] , El , dólar , ##e , ##s , [MASK] , [SEP]",single-token,3.618592112542971
11,dólare,dólare##s,plur,3,artificial,0.000975844741333276,plural,son,s, [MASK] dólare##s [MASK],"[CLS] , El , dólar , ##e , ##s , [MASK] , [SEP]",single-token,6.932207060707982
12,activo,activo,sing,1,default,0.0019365231273695827,singular,es,s, [MASK] activo [MASK],"[CLS] , [MASK] , activo , [MASK] , [SEP]",single-token,6.246861116209839
13,activo,activo,sing,1,default,1.5058775716170203e-05,plural,son,s, [MASK] activo [MASK],"[CLS] , [MASK] , activo , [MASK] , [SEP]",single-token,11.103549632644041
14,activo,activis,plur,2,default,0.002373635536059737,singular,es,s, [MASK] activis [MASK],"[CLS] , [MASK] , activi , ##s , [MASK] , [SEP]",single-token,6.043332517723031
15,activo,activis,plur,2,default,0.0017335524316877127,plural,son,s, [MASK] activis [MASK],"[CLS] , [MASK] , activi , ##s , [MASK] , [SEP]",single-token,6.357582547154281
16,activo,activo##s,plur,2,artificial,0.012830064631998539,singular,es,s, [MASK] activo##s [MASK],"[CLS] , El , activo , ##s , [MASK] , [SEP]",single-token,4.3559640627991945
17,activo,activo##s,plur,2,artificial,0.032364167273044586,plural,son,s, [MASK] activo##s [MASK],"[CLS] , El , activo , ##s , [MASK] , [SEP]",single-token,3.430703416558843
18,permiso,permiso,sing,1,default,0.004863808397203684,singular,es,s, [MASK] permiso [MASK],"[CLS] , [MASK] , permiso , [MASK] , [SEP]",single-token,5.325933527116426
19,permiso,permiso,sing,1,default,3.816152457147837e-05,plural,son,s, [MASK] permiso [MASK],"[CLS] , [MASK] , permiso , [MASK] , [SEP]",single-token,10.173682760099485
20,permiso,pevmisos,plur,3,default,0.0005400636582635343,singular,es,s, [MASK] pevmisos [MASK],"[CLS] , [MASK] , pe , ##v , ##misos , [MASK] , [SEP]",single-token,7.523823539680713
21,permiso,pevmisos,plur,3,default,0.0009592523565515876,plural,son,s, [MASK] pevmisos [MASK],"[CLS] , [MASK] , pe , ##v , ##misos , [MASK] , [SEP]",single-token,6.949356372179727
22,permiso,permiso##s,plur,2,artificial,0.003284749109297991,singular,es,s, [MASK] permiso##s [MASK],"[CLS] , El , permiso , ##s , [MASK] , [SEP]",single-token,5.71846500460518
23,permiso,permiso##s,plur,2,artificial,0.030430588871240616,plural,son,s, [MASK] permiso##s [MASK],"[CLS] , El , permiso , ##s , [MASK] , [SEP]",single-token,3.4923069635930446
24,cálculo,cálculo,sing,1,default,0.00101954722777009,singular,es,s, [MASK] cálculo [MASK],"[CLS] , [MASK] , cálculo , [MASK] , [SEP]",single-token,6.888396644579265
25,cálculo,cálculo,sing,1,default,7.484677189495414e-05,plural,son,s, [MASK] cálculo [MASK],"[CLS] , [MASK] , cálculo , [MASK] , [SEP]",single-token,9.500067575684584
26,cálculo,cálcuuos,plur,4,default,0.0005551295471377671,singular,es,s, [MASK] cálcuuos [MASK],"[CLS] , [MASK] , cál , ##cu , ##uo , ##s , [MASK] , [SEP]",single-token,7.496309053189398
27,cálculo,cálcuuos,plur,4,default,0.010314769111573696,plural,son,s, [MASK] cálcuuos [MASK],"[CLS] , [MASK] , cál , ##cu , ##uo , ##s , [MASK] , [SEP]",single-token,4.574178516463809
28,cálculo,cálculo##s,plur,2,artificial,0.06556117534637451,singular,es,s, [MASK] cálculo##s [MASK],"[CLS] , El , cálculo , ##s , [MASK] , [SEP]",single-token,2.7247715974701605
29,cálculo,cálculo##s,plur,2,artificial,0.00532547477632761,plural,son,s, [MASK] cálculo##s [MASK],"[CLS] , El , cálculo , ##s , [MASK] , [SEP]",single-token,5.235253411487424
30,empleo,empleo,sing,1,default,0.0011818502098321915,singular,es,s, [MASK] empleo [MASK],"[CLS] , [MASK] , empleo , [MASK] , [SEP]",single-token,6.740674094058948
31,empleo,empleo,sing,1,default,3.709701559273526e-05,plural,son,s, [MASK] empleo [MASK],"[CLS] , [MASK] , empleo , [MASK] , [SEP]",single-token,10.201974033830869
32,empleo,impleos,plur,2,default,0.0011883220868185163,singular,es,s, [MASK] impleos [MASK],"[CLS] , [MASK] , imple , ##os , [MASK] , [SEP]",single-token,6.735212977936613
33,empleo,impleos,plur,2,default,0.006072829011827707,plural,son,s, [MASK] impleos [MASK],"[CLS] , [MASK] , imple , ##os , [MASK] , [SEP]",single-token,5.1039307179335625
34,empleo,empleo##s,plur,2,artificial,0.03667784109711647,singular,es,s, [MASK] empleo##s [MASK],"[CLS] , El , empleo , ##s , [MASK] , [SEP]",single-token,3.305582491092786
35,empleo,empleo##s,plur,2,artificial,0.006441045552492142,plural,son,s, [MASK] empleo##s [MASK],"[CLS] , El , empleo , ##s , [MASK] , [SEP]",single-token,5.045064399172225
36,sectore,sectore,sing,2,default,0.0018680340144783258,singular,es,s, [MASK] sectore [MASK],"[CLS] , [MASK] , sector , ##e , [MASK] , [SEP]",single-token,6.282868730305762
37,sectore,sectore,sing,2,default,0.0001479477359680459,plural,son,s, [MASK] sectore [MASK],"[CLS] , [MASK] , sector , ##e , [MASK] , [SEP]",single-token,8.818651481918172
38,sectore,sectohes,plur,3,default,0.002884728368371725,singular,es,s, [MASK] sectohes [MASK],"[CLS] , [MASK] , sec , ##to , ##hes , [MASK] , [SEP]",single-token,5.848324536532145
39,sectore,sectohes,plur,3,default,0.003038669703528285,plural,son,s, [MASK] sectohes [MASK],"[CLS] , [MASK] , sec , ##to , ##hes , [MASK] , [SEP]",single-token,5.796335456861335
40,sectore,sectore##s,plur,3,artificial,0.06962401419878006,singular,es,s, [MASK] sectore##s [MASK],"[CLS] , El , sector , ##e , ##s , [MASK] , [SEP]",single-token,2.664645739559807
41,sectore,sectore##s,plur,3,artificial,0.00090815220028162,plural,son,s, [MASK] sectore##s [MASK],"[CLS] , El , sector , ##e , ##s , [MASK] , [SEP]",single-token,7.0040985719543585
42,empresario,empresario,sing,1,default,0.006026711780577898,singular,es,s, [MASK] empresario [MASK],"[CLS] , [MASK] , empresario , [MASK] , [SEP]",single-token,5.111553726998875
43,empresario,empresario,sing,1,default,3.525784268276766e-05,plural,son,s, [MASK] empresario [MASK],"[CLS] , [MASK] , empresario , [MASK] , [SEP]",single-token,10.252822565998258
44,empresario,emprñsarios,plur,5,default,0.00015448109479621053,singular,es,s, [MASK] emprñsarios [MASK],"[CLS] , [MASK] , emp , ##r , ##ñ , ##sar , ##ios , [MASK] , [SEP]",single-token,8.775438832892105
45,empresario,emprñsarios,plur,5,default,0.0027322524692863226,plural,son,s, [MASK] emprñsarios [MASK],"[CLS] , [MASK] , emp , ##r , ##ñ , ##sar , ##ios , [MASK] , [SEP]",single-token,5.902628929652269
46,empresario,empresario##s,plur,2,artificial,0.022060660645365715,singular,es,s, [MASK] empresario##s [MASK],"[CLS] , El , empresario , ##s , [MASK] , [SEP]",single-token,3.8139593179458324
47,empresario,empresario##s,plur,2,artificial,0.08001772314310074,plural,son,s, [MASK] empresario##s [MASK],"[CLS] , El , empresario , ##s , [MASK] , [SEP]",single-token,2.5255071295557006
48,sindicato,sindicato,sing,1,default,0.0039053193759173155,singular,es,s, [MASK] sindicato [MASK],"[CLS] , [MASK] , sindicato , [MASK] , [SEP]",single-token,5.545415712628331
49,sindicato,sindicato,sing,1,default,0.00018181712948717177,plural,son,s, [MASK] sindicato [MASK],"[CLS] , [MASK] , sindicato , [MASK] , [SEP]",single-token,8.612509159057867
50,sindicato,sindimatos,plur,4,default,0.0003618307237047702,singular,es,s, [MASK] sindimatos [MASK],"[CLS] , [MASK] , sin , ##di , ##ma , ##tos , [MASK] , [SEP]",single-token,7.92433406957928
51,sindicato,sindimatos,plur,4,default,0.006982359569519758,plural,son,s, [MASK] sindimatos [MASK],"[CLS] , [MASK] , sin , ##di , ##ma , ##tos , [MASK] , [SEP]",single-token,4.964368372123806
52,sindicato,sindicato##s,plur,2,artificial,0.009989014826714993,singular,es,s, [MASK] sindicato##s [MASK],"[CLS] , El , sindicato , ##s , [MASK] , [SEP]",single-token,4.606269307128992
53,sindicato,sindicato##s,plur,2,artificial,0.025596335530281067,plural,son,s, [MASK] sindicato##s [MASK],"[CLS] , El , sindicato , ##s , [MASK] , [SEP]",single-token,3.665306081091003
54,mese,mese,sing,2,default,0.0065179020166397095,singular,es,s, [MASK] mese [MASK],"[CLS] , [MASK] , mes , ##e , [MASK] , [SEP]",single-token,5.033202731413772
55,mese,mese,sing,2,default,0.0003154511214233935,plural,son,s, [MASK] mese [MASK],"[CLS] , [MASK] , mes , ##e , [MASK] , [SEP]",single-token,8.061506812158076
56,mese,meres,plur,2,default,0.008881615474820137,singular,es,s, [MASK] meres [MASK],"[CLS] , [MASK] , mere , ##s , [MASK] , [SEP]",single-token,4.723771815683906
57,mese,meres,plur,2,default,0.0013326604384928942,plural,son,s, [MASK] meres [MASK],"[CLS] , [MASK] , mere , ##s , [MASK] , [SEP]",single-token,6.620578005050022
58,mese,mese##s,plur,3,artificial,0.0655490979552269,singular,es,s, [MASK] mese##s [MASK],"[CLS] , El , mes , ##e , ##s , [MASK] , [SEP]",single-token,2.7249558300383283
59,mese,mese##s,plur,3,artificial,0.0029524629935622215,plural,son,s, [MASK] mese##s [MASK],"[CLS] , El , mes , ##e , ##s , [MASK] , [SEP]",single-token,5.825115543904509
60,comarca,comarca,sing,1,default,0.0012960986932739615,singular,es,s, [MASK] comarca [MASK],"[CLS] , [MASK] , comarca , [MASK] , [SEP]",single-token,6.648396531733924
61,comarca,comarca,sing,1,default,4.812941187992692e-05,plural,son,s, [MASK] comarca [MASK],"[CLS] , [MASK] , comarca , [MASK] , [SEP]",single-token,9.941617094131209
62,comarca,comañcas,plur,3,default,0.00010883520735660568,singular,es,s, [MASK] comañcas [MASK],"[CLS] , [MASK] , coma , ##ñ , ##cas , [MASK] , [SEP]",single-token,9.125675678861032
63,comarca,comañcas,plur,3,default,0.002581358887255192,plural,son,s, [MASK] comañcas [MASK],"[CLS] , [MASK] , coma , ##ñ , ##cas , [MASK] , [SEP]",single-token,5.959439318220118
64,comarca,comarca##s,plur,2,artificial,0.003121030982583761,singular,es,s, [MASK] comarca##s [MASK],"[CLS] , La , comarca , ##s , [MASK] , [SEP]",single-token,5.769591888609233
65,comarca,comarca##s,plur,2,artificial,0.00525295827537775,plural,son,s, [MASK] comarca##s [MASK],"[CLS] , La , comarca , ##s , [MASK] , [SEP]",single-token,5.248963880050091
66,provincia,provincia,sing,1,default,0.013828995637595654,singular,es,s, [MASK] provincia [MASK],"[CLS] , [MASK] , provincia , [MASK] , [SEP]",single-token,4.280987757953013
67,provincia,provincia,sing,1,default,0.0005495907389558852,plural,son,s, [MASK] provincia [MASK],"[CLS] , [MASK] , provincia , [MASK] , [SEP]",single-token,7.506336667715054
68,provincia,poovincias,plur,4,default,0.0005343801458366215,singular,es,s, [MASK] poovincias [MASK],"[CLS] , [MASK] , po , ##ov , ##inc , ##ias , [MASK] , [SEP]",single-token,7.534403088683831
69,provincia,poovincias,plur,4,default,0.0035198212135583162,plural,son,s, [MASK] poovincias [MASK],"[CLS] , [MASK] , po , ##ov , ##inc , ##ias , [MASK] , [SEP]",single-token,5.649345082264819
70,provincia,provincia##s,plur,2,artificial,0.002852248726412654,singular,es,s, [MASK] provincia##s [MASK],"[CLS] , La , provincia , ##s , [MASK] , [SEP]",single-token,5.859647569008132
71,provincia,provincia##s,plur,2,artificial,0.06503541767597198,plural,son,s, [MASK] provincia##s [MASK],"[CLS] , La , provincia , ##s , [MASK] , [SEP]",single-token,2.732823270161047
72,extranjero,extranjero,sing,1,default,0.002477590460330248,singular,es,s, [MASK] extranjero [MASK],"[CLS] , [MASK] , extranjero , [MASK] , [SEP]",single-token,6.000468779679885
73,extranjero,extranjero,sing,1,default,8.831293598632328e-06,plural,son,s, [MASK] extranjero [MASK],"[CLS] , [MASK] , extranjero , [MASK] , [SEP]",single-token,11.637209053667181
74,extranjero,uxtranjeros,plur,4,default,0.0001920814102049917,singular,es,s, [MASK] uxtranjeros [MASK],"[CLS] , [MASK] , u , ##x , ##tran , ##jeros , [MASK] , [SEP]",single-token,8.557591264319628
75,extranjero,uxtranjeros,plur,4,default,0.0020551912020891905,plural,son,s, [MASK] uxtranjeros [MASK],"[CLS] , [MASK] , u , ##x , ##tran , ##jeros , [MASK] , [SEP]",single-token,6.187386392982945
76,extranjero,extranjero##s,plur,2,artificial,0.009778673760592937,singular,es,s, [MASK] extranjero##s [MASK],"[CLS] , El , extranjero , ##s , [MASK] , [SEP]",single-token,4.627551411432248
77,extranjero,extranjero##s,plur,2,artificial,0.018272897228598595,plural,son,s, [MASK] extranjero##s [MASK],"[CLS] , El , extranjero , ##s , [MASK] , [SEP]",single-token,4.0023363426971015
78,persona,persona,sing,1,default,0.00632811663672328,singular,es,s, [MASK] persona [MASK],"[CLS] , [MASK] , persona , [MASK] , [SEP]",single-token,5.062752616840365
79,persona,persona,sing,1,default,0.00010412067786091939,plural,son,s, [MASK] persona [MASK],"[CLS] , [MASK] , persona , [MASK] , [SEP]",single-token,9.169959967477626
80,persona,pprsonas,plur,3,default,0.002194989239796996,singular,es,s, [MASK] pprsonas [MASK],"[CLS] , [MASK] , pp , ##rs , ##onas , [MASK] , [SEP]",single-token,6.121578134609616
81,persona,pprsonas,plur,3,default,0.005871583241969347,plural,son,s, [MASK] pprsonas [MASK],"[CLS] , [MASK] , pp , ##rs , ##onas , [MASK] , [SEP]",single-token,5.137630963967743
82,persona,persona##s,plur,2,artificial,0.007090181112289429,singular,es,s, [MASK] persona##s [MASK],"[CLS] , La , persona , ##s , [MASK] , [SEP]",single-token,4.94904439401268
83,persona,persona##s,plur,2,artificial,0.01824898086488247,plural,son,s, [MASK] persona##s [MASK],"[CLS] , La , persona , ##s , [MASK] , [SEP]",single-token,4.003646043533054
84,accidente,accidente,sing,1,default,0.004257082007825375,singular,es,s, [MASK] accidente [MASK],"[CLS] , [MASK] , accidente , [MASK] , [SEP]",single-token,5.459171328092082
85,accidente,accidente,sing,1,default,2.7228137696511112e-05,plural,son,s, [MASK] accidente [MASK],"[CLS] , [MASK] , accidente , [MASK] , [SEP]",single-token,10.51125964522553
86,accidente,accqdentes,plur,4,default,0.0008526885649189353,singular,es,s, [MASK] accqdentes [MASK],"[CLS] , [MASK] , ac , ##c , ##q , ##dentes , [MASK] , [SEP]",single-token,7.067116182744874
87,accidente,accqdentes,plur,4,default,0.002107605803757906,plural,son,s, [MASK] accqdentes [MASK],"[CLS] , [MASK] , ac , ##c , ##q , ##dentes , [MASK] , [SEP]",single-token,6.162202665904568
88,accidente,accidente##s,plur,2,artificial,0.003480922896414995,singular,es,s, [MASK] accidente##s [MASK],"[CLS] , El , accidente , ##s , [MASK] , [SEP]",single-token,5.660457820235838
89,accidente,accidente##s,plur,2,artificial,0.003660026006400585,plural,son,s, [MASK] accidente##s [MASK],"[CLS] , El , accidente , ##s , [MASK] , [SEP]",single-token,5.610285026020176
90,riesgo,riesgo,sing,1,default,0.006915651261806488,singular,es,s, [MASK] riesgo [MASK],"[CLS] , [MASK] , riesgo , [MASK] , [SEP]",single-token,4.973968137272478
91,riesgo,riesgo,sing,1,default,0.00017685731290839612,plural,son,s, [MASK] riesgo [MASK],"[CLS] , [MASK] , riesgo , [MASK] , [SEP]",single-token,8.640167292257921
92,riesgo,viesgos,plur,3,default,0.002570108976215124,singular,es,s, [MASK] viesgos [MASK],"[CLS] , [MASK] , vie , ##s , ##gos , [MASK] , [SEP]",single-token,5.963806977777453
93,riesgo,viesgos,plur,3,default,0.002145276637747884,plural,son,s, [MASK] viesgos [MASK],"[CLS] , [MASK] , vie , ##s , ##gos , [MASK] , [SEP]",single-token,6.144486766270866
94,riesgo,riesgo##s,plur,2,artificial,0.01815427467226982,singular,es,s, [MASK] riesgo##s [MASK],"[CLS] , El , riesgo , ##s , [MASK] , [SEP]",single-token,4.0088492268682305
95,riesgo,riesgo##s,plur,2,artificial,0.028824780136346817,plural,son,s, [MASK] riesgo##s [MASK],"[CLS] , El , riesgo , ##s , [MASK] , [SEP]",single-token,3.546519840389606
96,empresa,empresa,sing,1,default,0.002644418738782406,singular,es,s, [MASK] empresa [MASK],"[CLS] , [MASK] , empresa , [MASK] , [SEP]",single-token,5.935303996316675
97,empresa,empresa,sing,1,default,8.76774502103217e-05,plural,son,s, [MASK] empresa [MASK],"[CLS] , [MASK] , empresa , [MASK] , [SEP]",single-token,9.341845815817873
98,empresa,empresqs,plur,3,default,0.0006798492977395654,singular,es,s, [MASK] empresqs [MASK],"[CLS] , [MASK] , empres , ##q , ##s , [MASK] , [SEP]",single-token,7.293639405326905
99,empresa,empresqs,plur,3,default,0.0005548120243474841,plural,son,s, [MASK] empresqs [MASK],"[CLS] , [MASK] , empres , ##q , ##s , [MASK] , [SEP]",single-token,7.4968811964572994
100,empresa,empresa##s,plur,2,artificial,0.008999748155474663,singular,es,s, [MASK] empresa##s [MASK],"[CLS] , La , empresa , ##s , [MASK] , [SEP]",single-token,4.7105586847624785
101,empresa,empresa##s,plur,2,artificial,0.19810959696769714,plural,son,s, [MASK] empresa##s [MASK],"[CLS] , La , empresa , ##s , [MASK] , [SEP]",single-token,1.6189348813844375
102,cambio,cambio,sing,1,default,0.005683230236172676,singular,es,s, [MASK] cambio [MASK],"[CLS] , [MASK] , cambio , [MASK] , [SEP]",single-token,5.170235504348129
103,cambio,cambio,sing,1,default,0.0001812776317819953,plural,son,s, [MASK] cambio [MASK],"[CLS] , [MASK] , cambio , [MASK] , [SEP]",single-token,8.615480824637986
104,cambio,cañbios,plur,2,default,0.0010377811267971992,singular,es,s, [MASK] cañbios [MASK],"[CLS] , [MASK] , cañ , ##bios , [MASK] , [SEP]",single-token,6.870670376976303
105,cambio,cañbios,plur,2,default,0.008885599672794342,plural,son,s, [MASK] cañbios [MASK],"[CLS] , [MASK] , cañ , ##bios , [MASK] , [SEP]",single-token,4.723323326935626
106,cambio,cambio##s,plur,2,artificial,0.006791521329432726,singular,es,s, [MASK] cambio##s [MASK],"[CLS] , El , cambio , ##s , [MASK] , [SEP]",single-token,4.992080308099618
107,cambio,cambio##s,plur,2,artificial,0.014518973417580128,plural,son,s, [MASK] cambio##s [MASK],"[CLS] , El , cambio , ##s , [MASK] , [SEP]",single-token,4.232298973353526
108,premio,premio,sing,1,default,0.0017560862470418215,singular,es,s, [MASK] premio [MASK],"[CLS] , [MASK] , premio , [MASK] , [SEP]",single-token,6.344667669347884
109,premio,premio,sing,1,default,7.52298510633409e-05,plural,son,s, [MASK] premio [MASK],"[CLS] , [MASK] , premio , [MASK] , [SEP]",single-token,9.494962450144989
110,premio,eremios,plur,3,default,0.0004066114197485149,singular,es,s, [MASK] eremios [MASK],"[CLS] , [MASK] , er , ##emi , ##os , [MASK] , [SEP]",single-token,7.807652571211369
111,premio,eremios,plur,3,default,0.005001396406441927,plural,son,s, [MASK] eremios [MASK],"[CLS] , [MASK] , er , ##emi , ##os , [MASK] , [SEP]",single-token,5.298038124251411
112,premio,premio##s,plur,2,artificial,0.001891769701614976,singular,es,s, [MASK] premio##s [MASK],"[CLS] , El , premio , ##s , [MASK] , [SEP]",single-token,6.270242537952014
113,premio,premio##s,plur,2,artificial,0.037761393934488297,plural,son,s, [MASK] premio##s [MASK],"[CLS] , El , premio , ##s , [MASK] , [SEP]",single-token,3.2764680227482708
114,proyecto,proyecto,sing,1,default,0.0035924650728702545,singular,es,s, [MASK] proyecto [MASK],"[CLS] , [MASK] , proyecto , [MASK] , [SEP]",single-token,5.628916662293497
115,proyecto,proyecto,sing,1,default,0.0001160790998255834,plural,son,s, [MASK] proyecto [MASK],"[CLS] , [MASK] , proyecto , [MASK] , [SEP]",single-token,9.06123870419457
116,proyecto,prgyectos,plur,4,default,0.002536407671868801,singular,es,s, [MASK] prgyectos [MASK],"[CLS] , [MASK] , pr , ##gy , ##ec , ##tos , [MASK] , [SEP]",single-token,5.977006501435197
117,proyecto,prgyectos,plur,4,default,0.004155971109867096,plural,son,s, [MASK] prgyectos [MASK],"[CLS] , [MASK] , pr , ##gy , ##ec , ##tos , [MASK] , [SEP]",single-token,5.483209157196869
118,proyecto,proyecto##s,plur,2,artificial,0.004812844097614288,singular,es,s, [MASK] proyecto##s [MASK],"[CLS] , El , proyecto , ##s , [MASK] , [SEP]",single-token,5.336467081121326
119,proyecto,proyecto##s,plur,2,artificial,0.017255358397960663,plural,son,s, [MASK] proyecto##s [MASK],"[CLS] , El , proyecto , ##s , [MASK] , [SEP]",single-token,4.059632551974991
120,abogado,abogado,sing,1,default,0.027416571974754333,singular,es,s, [MASK] abogado [MASK],"[CLS] , [MASK] , abogado , [MASK] , [SEP]",single-token,3.5966076318190825
121,abogado,abogado,sing,1,default,0.0001542180689284578,plural,son,s, [MASK] abogado [MASK],"[CLS] , [MASK] , abogado , [MASK] , [SEP]",single-token,8.777142925175543
122,abogado,abogaños,plur,3,default,0.0004673436633311212,singular,es,s, [MASK] abogaños [MASK],"[CLS] , [MASK] , abo , ##ga , ##ños , [MASK] , [SEP]",single-token,7.668445675149927
123,abogado,abogaños,plur,3,default,0.00861309189349413,plural,son,s, [MASK] abogaños [MASK],"[CLS] , [MASK] , abo , ##ga , ##ños , [MASK] , [SEP]",single-token,4.754471920069804
124,abogado,abogado##s,plur,2,artificial,0.00640998175367713,singular,es,s, [MASK] abogado##s [MASK],"[CLS] , El , abogado , ##s , [MASK] , [SEP]",single-token,5.049898854593839
125,abogado,abogado##s,plur,2,artificial,0.08853914588689804,plural,son,s, [MASK] abogado##s [MASK],"[CLS] , El , abogado , ##s , [MASK] , [SEP]",single-token,2.4243104983601125
126,gobierno,gobierno,sing,1,default,0.004514542408287525,singular,es,s, [MASK] gobierno [MASK],"[CLS] , [MASK] , gobierno , [MASK] , [SEP]",single-token,5.400451446465862
127,gobierno,gobierno,sing,1,default,0.0004855073639191687,plural,son,s, [MASK] gobierno [MASK],"[CLS] , [MASK] , gobierno , [MASK] , [SEP]",single-token,7.630316102646237
128,gobierno,gobiernes,plur,2,default,0.003448550822213292,singular,es,s, [MASK] gobiernes [MASK],"[CLS] , [MASK] , gobier , ##nes , [MASK] , [SEP]",single-token,5.6698011877176056
129,gobierno,gobiernes,plur,2,default,0.007112921681255102,plural,son,s, [MASK] gobiernes [MASK],"[CLS] , [MASK] , gobier , ##nes , [MASK] , [SEP]",single-token,4.945842193940174
130,gobierno,gobierno##s,plur,2,artificial,0.0017349293921142817,singular,es,s, [MASK] gobierno##s [MASK],"[CLS] , El , gobierno , ##s , [MASK] , [SEP]",single-token,6.356788562599161
131,gobierno,gobierno##s,plur,2,artificial,0.012446964159607887,plural,son,s, [MASK] gobierno##s [MASK],"[CLS] , El , gobierno , ##s , [MASK] , [SEP]",single-token,4.3862785284076375
132,estado,estado,sing,1,default,0.008570629172027111,singular,es,s, [MASK] estado [MASK],"[CLS] , [MASK] , estado , [MASK] , [SEP]",single-token,4.759414133428142
133,estado,estado,sing,1,default,0.00024425319861620665,plural,son,s, [MASK] estado [MASK],"[CLS] , [MASK] , estado , [MASK] , [SEP]",single-token,8.317305171462005
134,estado,eswados,plur,3,default,0.0019273882498964667,singular,es,s, [MASK] eswados [MASK],"[CLS] , [MASK] , es , ##w , ##ados , [MASK] , [SEP]",single-token,6.2515894309149145
135,estado,eswados,plur,3,default,9.633989975554869e-05,plural,son,s, [MASK] eswados [MASK],"[CLS] , [MASK] , es , ##w , ##ados , [MASK] , [SEP]",single-token,9.247627997290573
136,estado,estado##s,plur,2,artificial,0.0068192011676728725,singular,es,s, [MASK] estado##s [MASK],"[CLS] , El , estado , ##s , [MASK] , [SEP]",single-token,4.988012944826874
137,estado,estado##s,plur,2,artificial,0.08011848479509354,plural,son,s, [MASK] estado##s [MASK],"[CLS] , El , estado , ##s , [MASK] , [SEP]",single-token,2.524248680057138
138,propuesta,propuesta,sing,1,default,0.00342313339933753,singular,es,s, [MASK] propuesta [MASK],"[CLS] , [MASK] , propuesta , [MASK] , [SEP]",single-token,5.677198948724707
139,propuesta,propuesta,sing,1,default,3.916105561074801e-05,plural,son,s, [MASK] propuesta [MASK],"[CLS] , [MASK] , propuesta , [MASK] , [SEP]",single-token,10.147827784313186
140,propuesta,prypuestas,plur,3,default,0.0004471236316021532,singular,es,s, [MASK] prypuestas [MASK],"[CLS] , [MASK] , pr , ##y , ##puestas , [MASK] , [SEP]",single-token,7.71267542082667
141,propuesta,prypuestas,plur,3,default,0.003619528142735362,plural,son,s, [MASK] prypuestas [MASK],"[CLS] , [MASK] , pr , ##y , ##puestas , [MASK] , [SEP]",single-token,5.62141160895108
142,propuesta,propuesta##s,plur,2,artificial,0.005077914334833622,singular,es,s, [MASK] propuesta##s [MASK],"[CLS] , La , propuesta , ##s , [MASK] , [SEP]",single-token,5.282854665705354
143,propuesta,propuesta##s,plur,2,artificial,0.0497983917593956,plural,son,s, [MASK] propuesta##s [MASK],"[CLS] , La , propuesta , ##s , [MASK] , [SEP]",single-token,2.999772589461032
144,compañía,compañía,sing,1,default,0.0061391000635921955,singular,es,s, [MASK] compañía [MASK],"[CLS] , [MASK] , compañía , [MASK] , [SEP]",single-token,5.093077117012962
145,compañía,compañía,sing,1,default,0.0008809252758510411,plural,son,s, [MASK] compañía [MASK],"[CLS] , [MASK] , compañía , [MASK] , [SEP]",single-token,7.034537753047497
146,compañía,cpmpañías,plur,5,default,0.0007315977127291262,singular,es,s, [MASK] cpmpañías [MASK],"[CLS] , [MASK] , c , ##p , ##mpa , ##ñ , ##ías , [MASK] , [SEP]",single-token,7.22027976784785
