,lemma,word_form,word_number,n_tokens,tokenization_type,article_probs,article_number,article_type,article,affix,sentence,model_token_inputs,source,surprisal
20,dólar,dólares,plur,2,default,0.00011679522140184417,singular,indefinite,Un,es,[MASK] dólares,"[CLS] , [MASK] , dólar , ##es , [SEP]",single-token,9.055088401062537
21,dólar,dólares,plur,2,default,0.0001568241568747908,plural,indefinite,Unos,es,[MASK] dólares,"[CLS] , [MASK] , dólar , ##es , [SEP]",single-token,8.76038540021278
22,dólar,dólar##es,plur,2,artificial,0.00011679522140184417,singular,indefinite,Un,es,[MASK] dólar##es,"[CLS] , [MASK] , dólar , ##es , [SEP]",single-token,9.055088401062537
23,dólar,dólar##es,plur,2,artificial,0.0001568241568747908,plural,indefinite,Unos,es,[MASK] dólar##es,"[CLS] , [MASK] , dólar , ##es , [SEP]",single-token,8.76038540021278
24,activo,activo,sing,1,default,0.00016577284259255975,singular,definite,El,s,[MASK] activo,"[CLS] , [MASK] , activo , [SEP]",single-token,8.704892124863942
25,activo,activo,sing,1,default,2.015646487052436e-06,plural,definite,Los,s,[MASK] activo,"[CLS] , [MASK] , activo , [SEP]",single-token,13.114570576776025
26,activo,activos,plur,2,default,2.1691996153094806e-05,singular,definite,El,s,[MASK] activos,"[CLS] , [MASK] , activo , ##s , [SEP]",single-token,10.738567206327593
27,activo,activos,plur,2,default,0.002491604071110487,plural,definite,Los,s,[MASK] activos,"[CLS] , [MASK] , activo , ##s , [SEP]",single-token,5.994828570651404
28,activo,activo##s,plur,2,artificial,2.1691996153094806e-05,singular,definite,El,s,[MASK] activo##s,"[CLS] , [MASK] , activo , ##s , [SEP]",single-token,10.738567206327593
29,activo,activo##s,plur,2,artificial,0.002491604071110487,plural,definite,Los,s,[MASK] activo##s,"[CLS] , [MASK] , activo , ##s , [SEP]",single-token,5.994828570651404
30,activo,activo,sing,1,default,0.00010005407966673374,singular,indefinite,Un,s,[MASK] activo,"[CLS] , [MASK] , activo , [SEP]",single-token,9.209799721486664
31,activo,activo,sing,1,default,4.244063234182249e-08,plural,indefinite,Unos,s,[MASK] activo,"[CLS] , [MASK] , activo , [SEP]",single-token,16.975159623645688
32,activo,activos,plur,2,default,6.8388508225325495e-06,singular,indefinite,Un,s,[MASK] activos,"[CLS] , [MASK] , activo , ##s , [SEP]",single-token,11.892890848846482
33,activo,activos,plur,2,default,9.550888353260234e-05,plural,indefinite,Unos,s,[MASK] activos,"[CLS] , [MASK] , activo , ##s , [SEP]",single-token,9.256291293520007
34,activo,activo##s,plur,2,artificial,6.8388508225325495e-06,singular,indefinite,Un,s,[MASK] activo##s,"[CLS] , [MASK] , activo , ##s , [SEP]",single-token,11.892890848846482
35,activo,activo##s,plur,2,artificial,9.550888353260234e-05,plural,indefinite,Unos,s,[MASK] activo##s,"[CLS] , [MASK] , activo , ##s , [SEP]",single-token,9.256291293520007
36,permiso,permiso,sing,1,default,0.004980713594704866,singular,definite,El,s,[MASK] permiso,"[CLS] , [MASK] , permiso , [SEP]",single-token,5.302182106101498
37,permiso,permiso,sing,1,default,1.3709554878005292e-05,plural,definite,Los,s,[MASK] permiso,"[CLS] , [MASK] , permiso , [SEP]",single-token,11.197417531875153
38,permiso,permisos,plur,2,default,1.1206173439859413e-05,singular,definite,El,s,[MASK] permisos,"[CLS] , [MASK] , permiso , ##s , [SEP]",single-token,11.399045731530691
39,permiso,permisos,plur,2,default,0.008806020021438599,plural,definite,Los,s,[MASK] permisos,"[CLS] , [MASK] , permiso , ##s , [SEP]",single-token,4.732319698037873
40,permiso,permiso##s,plur,2,artificial,1.1206173439859413e-05,singular,definite,El,s,[MASK] permiso##s,"[CLS] , [MASK] , permiso , ##s , [SEP]",single-token,11.399045731530691
41,permiso,permiso##s,plur,2,artificial,0.008806020021438599,plural,definite,Los,s,[MASK] permiso##s,"[CLS] , [MASK] , permiso , ##s , [SEP]",single-token,4.732319698037873
42,permiso,permiso,sing,1,default,0.0016467327950522304,singular,indefinite,Un,s,[MASK] permiso,"[CLS] , [MASK] , permiso , [SEP]",single-token,6.4089620783181624
43,permiso,permiso,sing,1,default,6.668049650215835e-07,plural,indefinite,Unos,s,[MASK] permiso,"[CLS] , [MASK] , permiso , [SEP]",single-token,14.220768240054328
44,permiso,permisos,plur,2,default,3.2050211302703246e-06,singular,indefinite,Un,s,[MASK] permisos,"[CLS] , [MASK] , permiso , ##s , [SEP]",single-token,12.650791874705316
45,permiso,permisos,plur,2,default,6.876177940284833e-05,plural,indefinite,Unos,s,[MASK] permisos,"[CLS] , [MASK] , permiso , ##s , [SEP]",single-token,9.584862499325359
46,permiso,permiso##s,plur,2,artificial,3.2050211302703246e-06,singular,indefinite,Un,s,[MASK] permiso##s,"[CLS] , [MASK] , permiso , ##s , [SEP]",single-token,12.650791874705316
47,permiso,permiso##s,plur,2,artificial,6.876177940284833e-05,plural,indefinite,Unos,s,[MASK] permiso##s,"[CLS] , [MASK] , permiso , ##s , [SEP]",single-token,9.584862499325359
48,cálculo,cálculo,sing,1,default,0.0013830488314852118,singular,definite,El,s,[MASK] cálculo,"[CLS] , [MASK] , cálculo , [SEP]",single-token,6.583464918545972
49,cálculo,cálculo,sing,1,default,2.6657587568479357e-06,plural,definite,Los,s,[MASK] cálculo,"[CLS] , [MASK] , cálculo , [SEP]",single-token,12.835021829106342
50,cálculo,cálculos,plur,2,default,2.3024318579700775e-05,singular,definite,El,s,[MASK] cálculos,"[CLS] , [MASK] , cálculo , ##s , [SEP]",single-token,10.678959571062107
51,cálculo,cálculos,plur,2,default,0.0013172526378184557,plural,definite,Los,s,[MASK] cálculos,"[CLS] , [MASK] , cálculo , ##s , [SEP]",single-token,6.632207046357654
52,cálculo,cálculo##s,plur,2,artificial,2.3024318579700775e-05,singular,definite,El,s,[MASK] cálculo##s,"[CLS] , [MASK] , cálculo , ##s , [SEP]",single-token,10.678959571062107
53,cálculo,cálculo##s,plur,2,artificial,0.0013172526378184557,plural,definite,Los,s,[MASK] cálculo##s,"[CLS] , [MASK] , cálculo , ##s , [SEP]",single-token,6.632207046357654
54,cálculo,cálculo,sing,1,default,0.0001755331759341061,singular,indefinite,Un,s,[MASK] cálculo,"[CLS] , [MASK] , cálculo , [SEP]",single-token,8.64768249626196
55,cálculo,cálculo,sing,1,default,9.348283924737188e-07,plural,indefinite,Unos,s,[MASK] cálculo,"[CLS] , [MASK] , cálculo , [SEP]",single-token,13.882902861964048
56,cálculo,cálculos,plur,2,default,7.472735433111666e-06,singular,indefinite,Un,s,[MASK] cálculos,"[CLS] , [MASK] , cálculo , ##s , [SEP]",single-token,11.804249436678864
57,cálculo,cálculos,plur,2,default,8.743568469071761e-05,plural,indefinite,Unos,s,[MASK] cálculos,"[CLS] , [MASK] , cálculo , ##s , [SEP]",single-token,9.344607066975334
58,cálculo,cálculo##s,plur,2,artificial,7.472735433111666e-06,singular,indefinite,Un,s,[MASK] cálculo##s,"[CLS] , [MASK] , cálculo , ##s , [SEP]",single-token,11.804249436678864
59,cálculo,cálculo##s,plur,2,artificial,8.743568469071761e-05,plural,indefinite,Unos,s,[MASK] cálculo##s,"[CLS] , [MASK] , cálculo , ##s , [SEP]",single-token,9.344607066975334
60,empleo,empleo,sing,1,default,0.016546089202165604,singular,definite,El,s,[MASK] empleo,"[CLS] , [MASK] , empleo , [SEP]",single-token,4.101605507066729
61,empleo,empleo,sing,1,default,9.203739864460658e-06,plural,definite,Los,s,[MASK] empleo,"[CLS] , [MASK] , empleo , [SEP]",single-token,11.595900649504275
62,empleo,empleos,plur,2,default,0.00011808318959083408,singular,definite,El,s,[MASK] empleos,"[CLS] , [MASK] , empleo , ##s , [SEP]",single-token,9.044121185359435
63,empleo,empleos,plur,2,default,0.0034248349256813526,plural,definite,Los,s,[MASK] empleos,"[CLS] , [MASK] , empleo , ##s , [SEP]",single-token,5.676702005310812
64,empleo,empleo##s,plur,2,artificial,0.00011808318959083408,singular,definite,El,s,[MASK] empleo##s,"[CLS] , [MASK] , empleo , ##s , [SEP]",single-token,9.044121185359435
65,empleo,empleo##s,plur,2,artificial,0.0034248349256813526,plural,definite,Los,s,[MASK] empleo##s,"[CLS] , [MASK] , empleo , ##s , [SEP]",single-token,5.676702005310812
66,empleo,empleo,sing,1,default,0.0009110139799304307,singular,indefinite,Un,s,[MASK] empleo,"[CLS] , [MASK] , empleo , [SEP]",single-token,7.000952315124551
67,empleo,empleo,sing,1,default,1.4087389672567951e-06,plural,indefinite,Unos,s,[MASK] empleo,"[CLS] , [MASK] , empleo , [SEP]",single-token,13.472815603206556
68,empleo,empleos,plur,2,default,4.020920459879562e-05,singular,indefinite,Un,s,[MASK] empleos,"[CLS] , [MASK] , empleo , ##s , [SEP]",single-token,10.121414618429661
69,empleo,empleos,plur,2,default,9.125848737312481e-05,plural,indefinite,Unos,s,[MASK] empleos,"[CLS] , [MASK] , empleo , ##s , [SEP]",single-token,9.301814557518833
70,empleo,empleo##s,plur,2,artificial,4.020920459879562e-05,singular,indefinite,Un,s,[MASK] empleo##s,"[CLS] , [MASK] , empleo , ##s , [SEP]",single-token,10.121414618429661
71,empleo,empleo##s,plur,2,artificial,9.125848737312481e-05,plural,indefinite,Unos,s,[MASK] empleo##s,"[CLS] , [MASK] , empleo , ##s , [SEP]",single-token,9.301814557518833
72,sector,sector,sing,1,default,0.0065389107912778854,singular,definite,El,es,[MASK] sector,"[CLS] , [MASK] , sector , [SEP]",single-token,5.029984673059465
73,sector,sector,sing,1,default,1.9940856873290613e-05,plural,definite,Los,es,[MASK] sector,"[CLS] , [MASK] , sector , [SEP]",single-token,10.822739821771599
74,sector,sectores,plur,2,default,3.304738493170589e-05,singular,definite,El,es,[MASK] sectores,"[CLS] , [MASK] , sector , ##es , [SEP]",single-token,10.317568119405086
75,sector,sectores,plur,2,default,0.001982893329113722,plural,definite,Los,es,[MASK] sectores,"[CLS] , [MASK] , sector , ##es , [SEP]",single-token,6.223198223572283
76,sector,sector##es,plur,2,artificial,3.304738493170589e-05,singular,definite,El,es,[MASK] sector##es,"[CLS] , [MASK] , sector , ##es , [SEP]",single-token,10.317568119405086
77,sector,sector##es,plur,2,artificial,0.001982893329113722,plural,definite,Los,es,[MASK] sector##es,"[CLS] , [MASK] , sector , ##es , [SEP]",single-token,6.223198223572283
78,sector,sector,sing,1,default,0.00045045866863802075,singular,indefinite,Un,es,[MASK] sector,"[CLS] , [MASK] , sector , [SEP]",single-token,7.705244230656346
79,sector,sector,sing,1,default,3.3470851690253767e-07,plural,indefinite,Unos,es,[MASK] sector,"[CLS] , [MASK] , sector , [SEP]",single-token,14.910005782675418
80,sector,sectores,plur,2,default,1.581675314810127e-05,singular,indefinite,Un,es,[MASK] sectores,"[CLS] , [MASK] , sector , ##es , [SEP]",single-token,11.054440853850535
81,sector,sectores,plur,2,default,2.984159073093906e-05,plural,indefinite,Unos,es,[MASK] sectores,"[CLS] , [MASK] , sector , ##es , [SEP]",single-token,10.419607475371988
82,sector,sector##es,plur,2,artificial,1.581675314810127e-05,singular,indefinite,Un,es,[MASK] sector##es,"[CLS] , [MASK] , sector , ##es , [SEP]",single-token,11.054440853850535
83,sector,sector##es,plur,2,artificial,2.984159073093906e-05,plural,indefinite,Unos,es,[MASK] sector##es,"[CLS] , [MASK] , sector , ##es , [SEP]",single-token,10.419607475371988
84,empresario,empresario,sing,1,default,0.03201788663864136,singular,definite,El,s,[MASK] empresario,"[CLS] , [MASK] , empresario , [SEP]",single-token,3.4414605748833997
85,empresario,empresario,sing,1,default,2.4090390070341527e-05,plural,definite,Los,s,[MASK] empresario,"[CLS] , [MASK] , empresario , [SEP]",single-token,10.633697549258477
86,empresario,empresarios,plur,2,default,0.00012009125930489972,singular,definite,El,s,[MASK] empresarios,"[CLS] , [MASK] , empresario , ##s , [SEP]",single-token,9.027258610003923
87,empresario,empresarios,plur,2,default,0.015484495088458061,plural,definite,Los,s,[MASK] empresarios,"[CLS] , [MASK] , empresario , ##s , [SEP]",single-token,4.167916072581434
88,empresario,empresario##s,plur,2,artificial,0.00012009125930489972,singular,definite,El,s,[MASK] empresario##s,"[CLS] , [MASK] , empresario , ##s , [SEP]",single-token,9.027258610003923
89,empresario,empresario##s,plur,2,artificial,0.015484495088458061,plural,definite,Los,s,[MASK] empresario##s,"[CLS] , [MASK] , empresario , ##s , [SEP]",single-token,4.167916072581434
90,empresario,empresario,sing,1,default,0.006221039220690727,singular,indefinite,Un,s,[MASK] empresario,"[CLS] , [MASK] , empresario , [SEP]",single-token,5.079818308905436
91,empresario,empresario,sing,1,default,7.72957378103456e-07,plural,indefinite,Unos,s,[MASK] empresario,"[CLS] , [MASK] , empresario , [SEP]",single-token,14.073041928167058
92,empresario,empresarios,plur,2,default,1.62246469699312e-05,singular,indefinite,Un,s,[MASK] empresarios,"[CLS] , [MASK] , empresario , ##s , [SEP]",single-token,11.028979054012613
93,empresario,empresarios,plur,2,default,0.00011402343807276338,plural,indefinite,Unos,s,[MASK] empresarios,"[CLS] , [MASK] , empresario , ##s , [SEP]",single-token,9.07910653357247
94,empresario,empresario##s,plur,2,artificial,1.62246469699312e-05,singular,indefinite,Un,s,[MASK] empresario##s,"[CLS] , [MASK] , empresario , ##s , [SEP]",single-token,11.028979054012613
95,empresario,empresario##s,plur,2,artificial,0.00011402343807276338,plural,indefinite,Unos,s,[MASK] empresario##s,"[CLS] , [MASK] , empresario , ##s , [SEP]",single-token,9.07910653357247
96,sindicato,sindicato,sing,1,default,0.03544113412499428,singular,definite,El,s,[MASK] sindicato,"[CLS] , [MASK] , sindicato , [SEP]",single-token,3.3398821524876965
97,sindicato,sindicato,sing,1,default,9.280264930566773e-05,plural,definite,Los,s,[MASK] sindicato,"[CLS] , [MASK] , sindicato , [SEP]",single-token,9.285035370027167
98,sindicato,sindicatos,plur,2,default,0.00011398951028240845,singular,definite,El,s,[MASK] sindicatos,"[CLS] , [MASK] , sindicato , ##s , [SEP]",single-token,9.079404128870017
99,sindicato,sindicatos,plur,2,default,0.012143036350607872,plural,definite,Los,s,[MASK] sindicatos,"[CLS] , [MASK] , sindicato , ##s , [SEP]",single-token,4.410999413370682
100,sindicato,sindicato##s,plur,2,artificial,0.00011398951028240845,singular,definite,El,s,[MASK] sindicato##s,"[CLS] , [MASK] , sindicato , ##s , [SEP]",single-token,9.079404128870017
101,sindicato,sindicato##s,plur,2,artificial,0.012143036350607872,plural,definite,Los,s,[MASK] sindicato##s,"[CLS] , [MASK] , sindicato , ##s , [SEP]",single-token,4.410999413370682
102,sindicato,sindicato,sing,1,default,0.015410107560455799,singular,indefinite,Un,s,[MASK] sindicato,"[CLS] , [MASK] , sindicato , [SEP]",single-token,4.172731649761701
103,sindicato,sindicato,sing,1,default,4.96250231662998e-06,plural,indefinite,Unos,s,[MASK] sindicato,"[CLS] , [MASK] , sindicato , [SEP]",single-token,12.213600445123875
104,sindicato,sindicatos,plur,2,default,2.575531652837526e-05,singular,indefinite,Un,s,[MASK] sindicatos,"[CLS] , [MASK] , sindicato , ##s , [SEP]",single-token,10.566869485044563
105,sindicato,sindicatos,plur,2,default,4.548449214780703e-05,plural,indefinite,Unos,s,[MASK] sindicatos,"[CLS] , [MASK] , sindicato , ##s , [SEP]",single-token,9.998139122020097
106,sindicato,sindicato##s,plur,2,artificial,2.575531652837526e-05,singular,indefinite,Un,s,[MASK] sindicato##s,"[CLS] , [MASK] , sindicato , ##s , [SEP]",single-token,10.566869485044563
107,sindicato,sindicato##s,plur,2,artificial,4.548449214780703e-05,plural,indefinite,Unos,s,[MASK] sindicato##s,"[CLS] , [MASK] , sindicato , ##s , [SEP]",single-token,9.998139122020097
108,mes,mes,sing,1,default,0.0007624626741744578,singular,definite,El,es,[MASK] mes,"[CLS] , [MASK] , mes , [SEP]",single-token,7.178957002583242
109,mes,mes,sing,1,default,1.763816544553265e-05,plural,definite,Los,es,[MASK] mes,"[CLS] , [MASK] , mes , [SEP]",single-token,10.94544551248033
110,mes,meses,plur,2,default,7.99569988885196e-06,singular,definite,El,es,[MASK] meses,"[CLS] , [MASK] , mes , ##es , [SEP]",single-token,11.736606674690323
111,mes,meses,plur,2,default,0.0005938897957094014,plural,definite,Los,es,[MASK] meses,"[CLS] , [MASK] , mes , ##es , [SEP]",single-token,7.428816784923035
112,mes,mes##es,plur,2,artificial,7.99569988885196e-06,singular,definite,El,es,[MASK] mes##es,"[CLS] , [MASK] , mes , ##es , [SEP]",single-token,11.736606674690323
113,mes,mes##es,plur,2,artificial,0.0005938897957094014,plural,definite,Los,es,[MASK] mes##es,"[CLS] , [MASK] , mes , ##es , [SEP]",single-token,7.428816784923035
114,mes,mes,sing,1,default,0.00346522219479084,singular,indefinite,Un,es,[MASK] mes,"[CLS] , [MASK] , mes , [SEP]",single-token,5.664978522915459
115,mes,mes,sing,1,default,6.88975376306189e-07,plural,indefinite,Unos,es,[MASK] mes,"[CLS] , [MASK] , mes , [SEP]",single-token,14.1880603048788
116,mes,meses,plur,2,default,4.199552131467499e-05,singular,indefinite,Un,es,[MASK] meses,"[CLS] , [MASK] , mes , ##es , [SEP]",single-token,10.077947580731742
117,mes,meses,plur,2,default,1.5117377188289538e-05,plural,indefinite,Unos,es,[MASK] meses,"[CLS] , [MASK] , mes , ##es , [SEP]",single-token,11.099665668642887
118,mes,mes##es,plur,2,artificial,4.199552131467499e-05,singular,indefinite,Un,es,[MASK] mes##es,"[CLS] , [MASK] , mes , ##es , [SEP]",single-token,10.077947580731742
119,mes,mes##es,plur,2,artificial,1.5117377188289538e-05,plural,indefinite,Unos,es,[MASK] mes##es,"[CLS] , [MASK] , mes , ##es , [SEP]",single-token,11.099665668642887
120,comarca,comarca,sing,1,default,0.04733743518590927,singular,definite,La,s,[MASK] comarca,"[CLS] , [MASK] , comarca , [SEP]",single-token,3.0504538549464097
121,comarca,comarca,sing,1,default,0.0002303697110619396,plural,definite,Las,s,[MASK] comarca,"[CLS] , [MASK] , comarca , [SEP]",single-token,8.375825100189253
122,comarca,comarcas,plur,2,default,3.5151184420101345e-05,singular,definite,La,s,[MASK] comarcas,"[CLS] , [MASK] , comarca , ##s , [SEP]",single-token,10.255852244113102
123,comarca,comarcas,plur,2,default,0.018147291615605354,plural,definite,Las,s,[MASK] comarcas,"[CLS] , [MASK] , comarca , ##s , [SEP]",single-token,4.009233951686726
124,comarca,comarca##s,plur,2,artificial,3.5151184420101345e-05,singular,definite,La,s,[MASK] comarca##s,"[CLS] , [MASK] , comarca , ##s , [SEP]",single-token,10.255852244113102
125,comarca,comarca##s,plur,2,artificial,0.018147291615605354,plural,definite,Las,s,[MASK] comarca##s,"[CLS] , [MASK] , comarca , ##s , [SEP]",single-token,4.009233951686726
126,comarca,comarca,sing,1,default,0.0014998643891885877,singular,indefinite,Una,s,[MASK] comarca,"[CLS] , [MASK] , comarca , [SEP]",single-token,6.502380582168559
127,comarca,comarca,sing,1,default,1.013188921206165e-06,plural,indefinite,Unas,s,[MASK] comarca,"[CLS] , [MASK] , comarca , [SEP]",single-token,13.802407853337648
128,comarca,comarcas,plur,2,default,9.56787152972538e-06,singular,indefinite,Una,s,[MASK] comarcas,"[CLS] , [MASK] , comarca , ##s , [SEP]",single-token,11.55709978792334
129,comarca,comarcas,plur,2,default,8.36036924738437e-05,plural,indefinite,Unas,s,[MASK] comarcas,"[CLS] , [MASK] , comarca , ##s , [SEP]",single-token,9.389422870501598
130,comarca,comarca##s,plur,2,artificial,9.56787152972538e-06,singular,indefinite,Una,s,[MASK] comarca##s,"[CLS] , [MASK] , comarca , ##s , [SEP]",single-token,11.55709978792334
131,comarca,comarca##s,plur,2,artificial,8.36036924738437e-05,plural,indefinite,Unas,s,[MASK] comarca##s,"[CLS] , [MASK] , comarca , ##s , [SEP]",single-token,9.389422870501598
132,provincia,provincia,sing,1,default,0.07615039497613907,singular,definite,La,s,[MASK] provincia,"[CLS] , [MASK] , provincia , [SEP]",single-token,2.5750450128370956
133,provincia,provincia,sing,1,default,0.0010558317881077528,plural,definite,Las,s,[MASK] provincia,"[CLS] , [MASK] , provincia , [SEP]",single-token,6.853426397950944
134,provincia,provincias,plur,2,default,0.00030746121774427593,singular,definite,La,s,[MASK] provincias,"[CLS] , [MASK] , provincia , ##s , [SEP]",single-token,8.08716159982847
135,provincia,provincias,plur,2,default,0.09984699636697769,plural,definite,Las,s,[MASK] provincias,"[CLS] , [MASK] , provincia , ##s , [SEP]",single-token,2.3041163010251706
136,provincia,provincia##s,plur,2,artificial,0.00030746121774427593,singular,definite,La,s,[MASK] provincia##s,"[CLS] , [MASK] , provincia , ##s , [SEP]",single-token,8.08716159982847
137,provincia,provincia##s,plur,2,artificial,0.09984699636697769,plural,definite,Las,s,[MASK] provincia##s,"[CLS] , [MASK] , provincia , ##s , [SEP]",single-token,2.3041163010251706
138,provincia,provincia,sing,1,default,0.058854006230831146,singular,indefinite,Una,s,[MASK] provincia,"[CLS] , [MASK] , provincia , [SEP]",single-token,2.83269537230262
139,provincia,provincia,sing,1,default,1.2386399248498492e-05,plural,indefinite,Unas,s,[MASK] provincia,"[CLS] , [MASK] , provincia , [SEP]",single-token,11.29891152211529
140,provincia,provincias,plur,2,default,0.00011163168528582901,singular,indefinite,Una,s,[MASK] provincias,"[CLS] , [MASK] , provincia , ##s , [SEP]",single-token,9.100305629982445
141,provincia,provincias,plur,2,default,0.0003084868367295712,plural,indefinite,Unas,s,[MASK] provincias,"[CLS] , [MASK] , provincia , ##s , [SEP]",single-token,8.08383138415292
142,provincia,provincia##s,plur,2,artificial,0.00011163168528582901,singular,indefinite,Una,s,[MASK] provincia##s,"[CLS] , [MASK] , provincia , ##s , [SEP]",single-token,9.100305629982445
143,provincia,provincia##s,plur,2,artificial,0.0003084868367295712,plural,indefinite,Unas,s,[MASK] provincia##s,"[CLS] , [MASK] , provincia , ##s , [SEP]",single-token,8.08383138415292
144,extranjero,extranjero,sing,1,default,0.02244705893099308,singular,definite,El,s,[MASK] extranjero,"[CLS] , [MASK] , extranjero , [SEP]",single-token,3.7965956786767943
145,extranjero,extranjero,sing,1,default,7.518459824495949e-06,plural,definite,Los,s,[MASK] extranjero,"[CLS] , [MASK] , extranjero , [SEP]",single-token,11.798149251551422
146,extranjero,extranjeros,plur,2,default,0.00013409902749117464,singular,definite,El,s,[MASK] extranjeros,"[CLS] , [MASK] , extranjero , ##s , [SEP]",single-token,8.916932019819459
147,extranjero,extranjeros,plur,2,default,0.028006844222545624,plural,definite,Los,s,[MASK] extranjeros,"[CLS] , [MASK] , extranjero , ##s , [SEP]",single-token,3.575306362157185
148,extranjero,extranjero##s,plur,2,artificial,0.00013409902749117464,singular,definite,El,s,[MASK] extranjero##s,"[CLS] , [MASK] , extranjero , ##s , [SEP]",single-token,8.916932019819459
149,extranjero,extranjero##s,plur,2,artificial,0.028006844222545624,plural,definite,Los,s,[MASK] extranjero##s,"[CLS] , [MASK] , extranjero , ##s , [SEP]",single-token,3.575306362157185
150,extranjero,extranjero,sing,1,default,0.004644961096346378,singular,indefinite,Un,s,[MASK] extranjero,"[CLS] , [MASK] , extranjero , [SEP]",single-token,5.37197228213432
151,extranjero,extranjero,sing,1,default,8.157093844829433e-08,plural,indefinite,Unos,s,[MASK] extranjero,"[CLS] , [MASK] , extranjero , [SEP]",single-token,16.321792784878546
152,extranjero,extranjeros,plur,2,default,3.056315836147405e-05,singular,indefinite,Un,s,[MASK] extranjeros,"[CLS] , [MASK] , extranjero , ##s , [SEP]",single-token,10.395715249481475
153,extranjero,extranjeros,plur,2,default,0.00023237659479491413,plural,indefinite,Unos,s,[MASK] extranjeros,"[CLS] , [MASK] , extranjero , ##s , [SEP]",single-token,8.367151248923456
154,extranjero,extranjero##s,plur,2,artificial,3.056315836147405e-05,singular,indefinite,Un,s,[MASK] extranjero##s,"[CLS] , [MASK] , extranjero , ##s , [SEP]",single-token,10.395715249481475
155,extranjero,extranjero##s,plur,2,artificial,0.00023237659479491413,plural,indefinite,Unos,s,[MASK] extranjero##s,"[CLS] , [MASK] , extranjero , ##s , [SEP]",single-token,8.367151248923456
156,persona,persona,sing,1,default,0.01732346974313259,singular,definite,La,s,[MASK] persona,"[CLS] , [MASK] , persona , [SEP]",single-token,4.0556930643219
